date_obj,Brown%20apron price
2016-03-05,296
2016-03-06,303
2016-03-07,303
2016-03-08,302
2016-03-09,291
2016-03-10,281
2016-03-11,281
2016-03-12,286
2016-03-13,286
2016-03-14,291
2016-03-15,301
2016-03-16,306
2016-03-17,306
2016-03-18,314
2016-03-19,317
2016-03-20,318
2016-03-21,318
2016-03-22,311
2016-03-23,315
2016-03-24,315
2016-03-25,309
2016-03-26,306
2016-03-27,306
2016-03-28,305
2016-03-29,307
2016-03-30,307
2016-03-31,312
2016-04-01,312
2016-04-02,317
2016-04-03,317
2016-04-04,301
2016-04-05,301
2016-04-06,292
2016-04-07,292
2016-04-08,292
2016-04-09,297
2016-04-10,293
2016-04-11,293
2016-04-12,285
2016-04-13,281
2016-04-14,269
2016-04-15,257
2016-04-16,253
2016-04-17,263
2016-04-18,270
2016-04-19,270
2016-04-20,271
2016-04-21,271
2016-04-22,274
2016-04-23,262
2016-04-24,260
2016-04-25,264
2016-04-26,258
2016-04-27,267
2016-04-28,276
2016-04-29,276
2016-04-30,272
2016-05-01,283
2016-05-02,290
2016-05-03,298
2016-05-04,298
2016-05-05,309
2016-05-06,309
2016-05-07,310
2016-05-08,310
2016-05-09,309
2016-05-10,304
2016-05-11,304
2016-05-12,301
2016-05-13,305
2016-05-14,311
2016-05-15,323
2016-05-16,323
2016-05-17,330
2016-05-18,337
2016-05-19,337
2016-05-22,367
2016-05-23,376
2016-05-24,375
2016-05-25,380
2016-05-26,386
2016-05-27,391
2016-05-28,391
2016-05-29,400
2016-05-30,400
2016-05-31,396
2016-06-01,377
2016-06-02,362
2016-06-03,362
2016-06-04,356
2016-06-05,356
2016-06-06,358
2016-06-07,358
2016-06-08,363
2016-06-09,361
2016-06-10,345
2016-06-11,345
2016-06-12,347
2016-06-13,347
2016-06-14,337
2016-06-15,345
2016-06-16,345
2016-06-17,346
2016-06-18,334
2016-06-19,329
2016-06-20,329
2016-06-21,328
2016-06-22,318
2016-06-23,320
2016-06-24,320
2016-06-25,314
2016-06-26,314
2016-06-27,308
2016-06-28,306
2016-06-29,312
2016-06-30,298
2016-07-01,283
2016-07-02,283
2016-07-03,272
2016-07-04,264
2016-07-05,264
2016-07-06,262
2016-07-07,265
2016-07-08,271
2016-07-09,276
2016-07-10,281
2016-07-11,284
2016-07-12,283
2016-07-13,285
2016-07-14,287
2016-07-15,297
2016-07-16,298
2016-07-17,303
2016-07-18,314
2016-07-23,315
2016-07-24,314
2016-07-25,308
2016-07-26,308
2016-07-27,312
2016-07-28,319
2016-07-29,319
2016-07-30,325
2016-07-31,325
2016-08-01,329
2016-08-02,321
2016-08-03,317
2016-08-04,317
2016-08-05,322
2016-08-06,323
2016-08-07,329
2016-08-08,329
2016-08-09,322
2016-08-10,332
2016-08-11,332
2016-08-12,335
2016-08-13,335
2016-08-14,340
2016-08-15,347
2016-08-16,356
2016-08-17,356
2016-08-18,362
2016-08-19,357
2016-08-20,350
2016-08-21,350
2016-08-22,337
2016-08-23,320
2016-08-24,320
2016-08-25,304
2016-08-26,304
2016-08-28,288
2016-08-31,263
2016-09-01,260
2016-09-02,260
2016-09-03,255
2016-09-04,242
2016-09-05,229
2016-09-06,217
2016-09-07,217
2016-09-08,206
2016-09-09,206
2016-09-10,195
2016-09-11,195
2016-09-12,187
2016-09-13,187
2016-09-14,187
2016-09-15,183
2016-09-16,183
2016-09-17,180
2016-09-18,180
2016-09-19,177
2016-09-20,177
2016-09-21,172
2016-09-22,172
2016-09-23,166
2016-09-24,166
2016-09-25,157
2016-09-26,157
2016-09-27,149
2016-09-28,149
2016-09-29,151
2016-09-30,158
2016-10-01,162
2016-10-02,162
2016-10-03,171
2016-10-04,171
2016-10-05,180
2016-10-06,179
2016-10-07,179
2016-10-08,175
2016-10-09,175
2016-10-10,172
2016-10-11,172
2016-10-12,177
2016-10-13,177
2016-10-14,175
2016-10-15,179
2016-10-16,179
2016-10-17,183
2016-10-18,183
2016-10-19,190
2016-10-20,190
2016-10-21,188
2016-10-22,188
2016-10-23,193
2016-10-24,195
2016-10-25,195
2016-10-26,199
2016-10-27,199
2016-10-28,199
2016-10-29,204
2016-10-30,204
2016-10-31,196
2016-11-01,196
2016-11-02,203
2016-11-03,203
2016-11-04,213
2016-11-05,213
2016-11-06,221
2016-11-07,221
2016-11-08,228
2016-11-09,228
2016-11-10,229
2016-11-11,229
2016-11-12,225
2016-11-13,225
2016-11-14,223
2016-11-15,223
2016-12-07,190
2016-12-08,188
2016-12-09,178
2016-12-10,178
2016-12-11,179
2016-12-12,179
2016-12-13,174
2016-12-14,174
2016-12-15,174
2016-12-16,173
2016-12-17,172
2016-12-18,172
2016-12-19,177
2016-12-20,182
2016-12-21,189
2016-12-22,189
2016-12-23,198
2016-12-24,198
2016-12-25,198
2016-12-26,198
2016-12-27,200
2016-12-28,200
2016-12-29,195
2016-12-30,195
2016-12-31,198
2017-01-01,198
2017-01-02,207
2017-01-03,207
2017-01-04,209
2017-01-05,209
2017-01-06,202
2017-01-07,196
2017-01-08,190
2017-01-09,184
2017-01-10,184
2017-01-11,175
2017-01-12,166
2017-01-13,166
2017-01-14,157
2017-01-15,149
2017-01-16,141
2017-01-17,137
2017-01-18,134
2017-01-19,134
2017-01-20,130
2017-01-21,123
2017-01-22,116
2017-01-23,110
2017-01-27,104
2017-01-28,100
2017-01-29,96
2017-01-30,96
2017-01-31,93
2017-02-01,91
2017-02-02,91
2017-02-03,94
2017-02-04,96
2017-02-05,96
2017-02-06,98
2017-02-07,98
2017-02-08,99
2017-02-09,99
2017-02-10,97
2017-02-11,92
2017-02-12,92
2017-02-13,92
2017-02-14,96
2017-02-15,96
2017-02-16,99
2017-02-18,104
2017-02-19,110
2017-02-20,110
2017-02-21,116
2017-02-22,116
2017-02-23,120
2017-02-24,120
2017-02-25,122
2017-02-26,122
2017-02-27,125
2017-02-28,124
2017-03-01,121
2017-03-02,121
2017-03-03,121
2017-03-04,125
2017-03-05,125
2017-03-06,122
2017-03-07,122
2017-03-08,124
2017-03-09,124
2017-03-10,128
2017-03-11,126
2017-03-12,126
2017-03-13,128
2017-03-14,126
2017-03-15,128
2017-03-16,128
2017-03-17,129
2017-03-18,129
2017-03-19,129
2017-03-20,129
2017-03-21,126
2017-03-22,126
2017-03-23,125
2017-03-24,126
2017-03-25,126
2017-03-26,126
2017-03-27,125
2017-03-28,125
2017-03-29,126
2017-03-30,130
2017-03-31,132
2017-04-01,132
2017-04-02,135
2017-04-03,135
2017-04-04,136
2017-04-12,116
2017-04-13,113
2017-04-14,113
2017-04-15,110
2017-04-16,108
2017-04-17,107
2017-04-18,107
2017-04-19,107
2017-04-20,107
2017-04-21,106
2017-04-22,106
2017-04-23,102
2017-04-24,99
2017-04-25,100
2017-04-26,100
2017-04-27,102
2017-04-28,105
2017-04-29,104
2017-04-30,104
2017-05-01,104
2017-05-02,104
2017-05-03,104
2017-05-04,102
2017-05-05,98
2017-05-06,98
2017-05-07,97
2017-05-08,97
2017-05-09,94
2017-05-10,94
2017-05-11,89
2017-05-12,84
2017-05-13,80
2017-05-14,80
2017-05-15,79
2017-05-16,78
2017-05-17,78
2017-05-18,78
2017-05-19,78
2017-05-20,74
2017-05-21,74
2017-05-22,75
2017-05-23,75
2017-05-24,76
2017-05-25,76
2017-05-26,79
2017-05-27,83
2017-05-28,83
2017-05-29,87
2017-05-30,92
2017-05-31,94
2017-06-01,96
2017-06-02,97
2017-06-03,97
2017-06-04,95
2017-06-05,95
2017-06-06,91
2017-06-07,86
2017-06-08,86
2017-06-09,81
2017-06-10,77
2017-06-11,76
2017-06-12,76
2017-06-13,75
2017-06-14,75
2017-06-15,75
2017-06-16,75
2017-06-17,75
2017-06-18,74
2017-06-19,74
2017-06-20,70
2017-06-21,70
2017-06-22,70
2017-06-23,68
2017-06-24,68
2017-06-25,68
2017-06-26,66
2017-06-27,65
2017-06-28,65
2017-06-29,66
2017-06-30,66
2017-07-01,66
2017-07-02,66
2017-07-03,66
2017-07-04,66
2017-07-05,66
2017-07-06,66
2017-07-07,66
2017-07-08,65
2017-07-13,73
2017-07-14,77
2017-07-15,77
2017-07-16,80
2017-07-17,83
2017-07-18,83
2017-07-19,85
2017-07-20,81
2017-07-21,83
2017-07-22,85
2017-07-23,87
2017-07-24,87
2017-07-25,90
2017-07-26,93
2017-07-27,97
2017-07-28,97
2017-07-29,101
2017-07-30,104
2017-07-31,104
2017-08-01,106
2017-08-02,105
2017-08-03,105
2017-08-04,106
2017-08-05,109
2017-08-06,109
2017-08-09,102
2017-08-10,101
2017-08-11,101
2017-08-12,97
2017-08-13,97
2017-08-14,96
2017-08-15,95
2017-08-16,95
2017-08-17,92
2017-08-18,92
2017-08-19,92
2017-08-20,92
2017-08-21,92
2017-08-22,90
2017-08-23,90
2017-08-24,89
2017-08-25,89
2017-08-26,86
2017-08-27,85
2017-08-28,85
2017-08-29,84
2017-08-30,80
2017-08-31,80
2017-09-01,79
2017-09-02,77
2017-09-03,77
2017-09-04,77
2017-09-05,76
2017-09-06,76
2017-09-07,74
2017-09-08,74
2017-09-09,72
2017-09-10,70
2017-09-11,71
2017-09-12,71
2017-09-13,70
2017-09-14,68
2017-09-15,68
2017-09-16,67
2017-09-17,67
2017-09-18,67
2017-09-19,65
2017-09-20,62
2017-09-21,62
2017-09-22,58
2017-09-23,58
2017-09-24,56
2017-09-25,55
2017-09-26,54
2017-09-27,54
2017-09-28,53
2017-09-29,54
2017-09-30,54
2017-10-01,55
2017-10-02,57
2017-10-03,57
2017-10-04,57
2017-10-05,57
2017-10-06,55
2017-10-07,56
2017-10-08,56
2017-10-09,57
2017-10-10,55
2017-10-11,55
2017-10-12,57
2017-10-13,59
2017-10-14,61
2017-10-15,61
2017-10-16,63
2017-10-17,63
2017-10-18,63
2017-10-19,63
2017-10-20,62
2017-10-21,59
2017-10-22,57
2017-10-23,57
2017-10-24,54
2017-10-25,52
2017-10-26,52
2017-10-27,52
2017-10-28,52
2017-10-29,53
2017-10-30,54
2017-10-31,55
2017-11-01,55
2017-11-02,57
2017-11-03,57
2017-11-04,59
2017-11-05,59
2017-11-06,60
2017-11-07,60
2017-11-08,60
2017-11-09,60
2017-11-10,60
2017-11-11,61
2017-11-12,64
2017-11-13,66
2017-11-14,66
2017-11-15,67
2017-11-16,68
2017-11-17,68
2017-11-18,68
2017-11-19,71
2017-11-20,71
2017-11-21,72
2017-11-22,72
2017-11-23,74
2017-11-24,74
2017-11-25,75
2017-11-26,76
2017-11-27,76
2017-11-28,77
2017-11-29,77
2017-11-30,77
2017-12-01,78
2017-12-02,78
2017-12-03,78
2017-12-04,78
2017-12-05,77
2017-12-06,76
2017-12-07,77
2017-12-08,77
2017-12-09,77
2017-12-10,78
2017-12-11,79
2017-12-12,79
2017-12-13,80
2017-12-14,80
2017-12-15,82
2017-12-16,82
2017-12-17,84
2017-12-18,86
2017-12-19,86
2017-12-20,89
2017-12-21,91
2017-12-22,93
2017-12-23,96
2017-12-24,96
2017-12-25,98
2017-12-26,97
2017-12-27,99
2017-12-28,101
2017-12-29,106
2017-12-30,108
2017-12-31,108
2018-01-01,109
2018-01-02,108
2018-01-03,103
2018-01-04,103
2018-01-05,97
2018-01-06,95
2018-01-07,92
2018-01-08,92
2018-01-09,89
2018-01-10,89
2018-01-11,86
2018-01-12,84
2018-01-13,82
2018-01-14,80
2018-01-15,79
2018-01-16,78
2018-01-17,78
2018-01-18,75
2018-01-19,75
2018-01-20,72
2018-01-21,68
2018-01-22,66
2018-01-23,66
2018-01-24,65
2018-01-25,66
2018-01-26,67
2018-01-27,67
2018-01-28,67
2018-01-29,69
2018-01-30,68
2018-01-31,68
2018-02-01,64
2018-02-02,64
2018-02-03,65
2018-02-04,68
2018-02-05,71
2018-02-06,75
2018-02-07,77
2018-02-08,77
2018-02-09,78
2018-02-10,81
2018-02-11,83
2018-02-12,82
2018-02-13,83
2018-02-14,81
2018-02-15,80
2018-02-16,77
2018-02-17,75
2018-02-18,74
2018-02-19,70
2018-02-20,66
2018-02-21,62
2018-02-22,58
2018-02-23,60
2018-02-24,61
2018-02-25,63
2018-02-26,64
2018-02-27,66
2018-02-28,69
2018-03-01,73
2018-03-02,74
2018-03-03,75
2018-03-04,77
2018-03-05,78
2018-03-06,77
2018-03-07,80
2018-03-08,83
2018-03-09,87
2018-03-10,90
2018-03-11,91
2018-03-12,93
2018-03-13,95
2018-03-14,98
2018-03-15,97
2018-03-16,97
2018-03-17,100
2018-03-18,102
2018-03-19,103
2018-03-20,101
2018-03-21,98
2018-03-23,99
2018-03-24,100
2018-03-25,99
2018-03-26,101
2018-03-27,105
2018-03-28,108
2018-03-29,112
2018-03-30,114
2018-03-31,114
2018-04-01,118
2018-04-02,119
2018-04-03,118
2018-04-04,117
2018-04-05,117
2018-04-06,116
2018-04-07,117
2018-04-08,116
2018-04-09,119
2018-04-10,123
2018-04-11,126
2018-04-12,126
2018-04-13,125
2018-04-14,126
2018-04-15,123
2018-04-16,123
2018-04-17,122
2018-04-18,119
2018-04-19,121
2018-04-20,122
2018-04-21,125
2018-04-22,128
2018-04-23,131
2018-04-24,136
2018-04-25,136
2018-04-26,133
2018-04-27,127
2018-04-28,121
2018-04-29,115
2018-04-30,109
2018-05-01,107
2018-05-02,102
2018-05-03,98
2018-05-04,98
2018-05-05,99
2018-05-06,99
2018-05-07,95
2018-05-08,93
2018-05-09,92
2018-05-10,87
2018-05-11,82
2018-05-12,77
2018-05-13,73
2018-05-14,71
2018-05-15,71
2018-05-16,71
2018-05-17,71
2018-05-18,70
2018-05-19,70
2018-05-20,71
2018-05-21,70
2018-05-22,69
2018-05-23,67
2018-05-24,66
2018-05-25,68
2018-05-26,69
2018-05-27,72
2018-05-28,71
2018-05-29,72
2018-05-30,68
2018-05-31,67
2018-06-01,70
2018-06-02,73
2018-06-03,76
2018-06-04,80
2018-06-05,84
2018-06-06,89
2018-06-07,94
2018-06-08,98
2018-06-09,100
2018-06-10,102
2018-06-11,106
2018-06-12,109
2018-06-13,114
2018-06-14,118
2018-06-15,119
2018-06-16,121
2018-06-17,116
2018-06-18,110
2018-06-19,104
2018-06-20,104
2018-06-21,98
2018-06-22,93
2018-06-23,94
2018-06-24,96
2018-06-25,98
2018-06-26,94
2018-06-27,91
2018-06-28,91
2018-06-29,91
2018-06-30,90
2018-07-01,89
2018-07-02,88
2018-07-03,88
2018-07-04,87
2018-07-05,88
2018-07-06,85
2018-07-07,85
2018-07-08,86
2018-07-09,85
2018-07-10,88
2018-07-11,83
2018-07-12,83
2018-07-13,83
2018-07-14,87
2018-07-15,92
2018-07-16,97
2018-07-17,102
2018-07-18,108
2018-07-19,113
2018-07-20,117
2018-07-21,122
2018-07-22,119
2018-07-23,113
2018-07-24,112
2018-07-25,113
2018-07-26,111
2018-07-27,107
2018-07-28,108
2018-07-29,110
2018-07-30,111
2018-07-31,109
2018-08-01,107
2018-08-02,104
2018-08-03,103
2018-08-04,100
2018-08-05,97
2018-08-06,101
2018-08-07,95
2018-08-08,96
2018-08-09,100
2018-08-10,104
2018-08-11,107
2018-08-12,111
2018-08-14,118
2018-08-16,118
2018-08-17,122
2018-08-18,116
2018-08-19,119
2018-08-20,124
2018-08-21,125
2018-08-22,126
2018-08-23,129
2018-08-24,129
2018-08-25,134
2018-08-26,141
2018-08-27,145
2018-08-28,148
2018-08-29,153
2018-08-30,155
2018-08-31,152
2018-09-01,148
2018-09-02,155
2018-09-03,159
2018-09-04,163
2018-09-05,171
2018-09-06,166
2018-09-07,170
2018-09-08,177
2018-09-09,186
2018-09-10,195
2018-09-11,194
2018-09-12,184
2018-09-13,174
2018-09-14,170
2018-09-15,170
2018-09-16,166
2018-09-17,157
2018-09-18,152
2018-09-19,155
2018-09-20,149
2018-09-21,144
2018-09-22,143
2018-09-23,140
2018-09-24,133
2018-09-25,128
2018-09-26,125
2018-09-27,126
2018-09-28,125
2018-09-29,126
2018-09-30,126
2018-10-01,126
2018-10-02,119
2018-10-03,113
2018-10-04,107
2018-10-05,105
2018-10-06,102
2018-10-07,99
2018-10-08,94
2018-10-09,92
2018-10-10,91
2018-10-11,91
2018-10-12,87
2018-10-13,84
2018-10-14,84
2018-10-15,84
2018-10-16,85
2018-10-17,87
2018-10-18,88
2018-10-19,90
2018-10-20,91
2018-10-21,89
2018-10-22,88
2018-10-23,87
2018-10-24,92
2018-10-25,97
2018-10-26,102
2018-10-27,108
2018-10-28,114
2018-10-29,120
2018-10-30,124
2018-10-31,131
2018-11-01,138
2018-11-03,146
2018-11-04,138
2018-11-05,131
2018-11-06,129
2018-11-07,130
2018-11-08,128
2018-11-09,130
2018-11-10,132
2018-11-11,134
2018-11-12,132
2018-11-13,129
2018-11-15,130
2018-11-16,129
2018-11-17,128
2018-11-18,122
2018-11-19,116
2018-11-20,110
2018-11-21,110
2018-11-22,111
2018-11-23,110
2018-11-24,104
2018-11-25,100
2018-11-26,100
2018-11-27,95
2018-11-28,90
2018-11-29,85
2018-12-01,79
2018-12-02,78
2018-12-03,80
2018-12-04,81
2018-12-05,77
2018-12-07,84
2018-12-09,91
2018-12-10,88
2018-12-11,88
2018-12-12,92
2018-12-13,96
2018-12-14,97
2018-12-15,97
2018-12-16,94
2018-12-17,89
2018-12-18,85
2018-12-19,82
2018-12-20,79
2018-12-21,76
2018-12-22,74
2018-12-23,71
2018-12-24,67
2018-12-25,63
2018-12-26,60
2018-12-27,59
2018-12-28,58
2018-12-29,57
2018-12-30,55
2018-12-31,53
2019-01-01,51
2019-01-02,48
2019-01-03,45
2019-01-04,43
2019-01-05,40
2019-01-06,39
2019-01-08,38
2019-01-10,37
2019-01-11,36
2019-01-12,36
2019-01-13,35
2019-01-14,34
2019-01-15,33
2019-01-16,33
2019-01-17,33
2019-01-18,34
2019-01-19,34
2019-01-20,34
2019-01-21,34
2019-01-22,34
2019-01-23,35
2019-01-24,36
2019-01-25,37
2019-01-26,37
2019-01-27,38
2019-01-28,39
2019-01-29,40
2019-01-30,41
2019-01-31,43
2019-02-01,45
2019-02-02,46
2019-02-03,48
2019-02-04,50
2019-02-05,52
2019-02-06,53
2019-02-07,56
2019-02-08,59
2019-02-09,61
2019-02-10,64
2019-02-11,68
2019-02-12,70
2019-02-13,72
2019-02-14,71
2019-02-15,74
2019-02-16,74
2019-02-17,76
2019-02-18,79
2019-02-19,79
2019-02-20,77
2019-02-21,78
2019-02-22,79
2019-02-23,75
2019-02-24,76
2019-02-25,76
2019-02-26,77
2019-02-27,74
2019-02-28,76
2019-03-01,74
2019-03-02,73
2019-03-03,72
2019-03-04,71
2019-03-05,72
2019-03-06,72
2019-03-07,71
2019-03-08,72
2019-03-09,74
2019-03-10,73
2019-03-11,69
2019-03-12,68
2019-03-13,69
2019-03-14,70
2019-03-15,68
2019-03-16,64
2019-03-17,65
2019-03-18,64
2019-03-19,64
2019-03-20,65
2019-03-21,64
2019-03-22,63
2019-03-23,61
2019-03-24,57
2019-03-25,54
2019-03-26,53
2019-03-27,54
2019-03-28,54
2019-03-29,56
2019-03-30,58
2019-03-31,60
2019-04-01,62
2019-04-02,65
2019-04-03,64
2019-04-04,65
2019-04-05,61
2019-04-06,57
2019-04-07,54
2019-04-08,55
2019-04-09,55
2019-04-10,55
2019-04-11,57
2019-04-12,57
2019-04-13,56
2019-04-14,53
2019-04-15,51
2019-04-16,49
2019-04-17,50
2019-04-18,50
2019-04-19,50
2019-04-20,50
2019-04-21,50
2019-04-22,50
2019-04-23,49
2019-04-24,50
2019-04-25,49
2019-04-26,49
2019-04-27,48
2019-04-28,49
2019-04-29,48
2019-04-30,45
2019-05-01,42
2019-05-02,41
2019-05-03,39
2019-05-04,37
2019-05-05,38
2019-05-06,38
2019-05-07,39
2019-05-08,39
2019-05-09,39
2019-05-10,38
2019-05-11,37
2019-05-12,37
2019-05-13,36
2019-05-14,34
2019-05-15,33
2019-05-16,32
2019-05-17,32
2019-05-18,31
2019-05-19,31
2019-05-20,30
2019-05-21,30
2019-05-22,30
2019-05-23,31
2019-05-24,30
2019-05-25,30
2019-05-26,29
2019-05-27,29
2019-05-28,31
2019-05-29,31
2019-05-30,30
2019-05-31,30
2019-06-01,28
2019-06-02,28
2019-06-03,30
2019-06-04,31
2019-06-05,32
2019-06-06,34
2019-06-07,36
2019-06-08,37
2019-06-09,35
2019-06-10,34
2019-06-11,33
2019-06-12,31
2019-06-13,29
2019-06-14,27
2019-06-15,25
2019-06-16,23
2019-06-17,21
2019-06-18,19
2019-06-19,18
2019-06-20,17
2019-06-21,16
2019-06-22,15
2019-06-23,16
2019-06-24,17
2019-06-25,18
2019-06-26,19
2019-06-27,20
2019-06-28,21
2019-06-29,19
2019-06-30,19
2019-07-01,20
2019-07-02,21
2019-07-03,23
2019-07-04,25
2019-07-05,27
2019-07-06,29
2019-07-07,31
2019-07-08,33
2019-07-09,35
2019-07-10,37
2019-07-11,39
2019-07-12,41
2019-07-13,44
2019-07-14,47
2019-07-15,50
2019-07-16,53
2019-07-17,56
2019-07-18,59
2019-07-19,62
2019-07-20,65
2019-07-21,67
2019-07-22,69
2019-07-23,72
2019-07-24,72
2019-07-25,73
2019-07-26,69
2019-07-27,65
2019-07-28,66
2019-07-29,67
2019-07-30,67
2019-07-31,69
2019-08-01,68
2019-08-02,68
2019-08-03,66
2019-08-04,62
2019-08-05,58
2019-08-06,55
2019-08-07,52
2019-08-08,49
2019-08-09,46
2019-08-10,43
2019-08-11,40
2019-08-12,39
2019-08-13,39
2019-08-14,39
2019-08-15,38
2019-08-16,38
2019-08-17,38
2019-08-18,36
2019-08-19,35
2019-08-20,34
2019-08-21,35
2019-08-22,36
2019-08-23,37
2019-08-24,38
2019-08-24,38
2019-08-25,38
2019-08-25,38
