date_obj,Iron%20plateskirt price
2015-09-15,93
2015-09-16,93
2015-09-17,95
2015-09-18,95
2015-09-19,95
2015-09-20,91
2015-09-21,91
2015-09-22,91
2015-09-23,87
2015-09-24,87
2015-09-25,87
2015-09-27,87
2015-09-28,87
2015-09-29,87
2015-09-30,86
2015-10-05,90
2015-10-06,90
2015-10-07,86
2015-10-08,86
2015-10-09,86
2015-10-10,83
2015-10-11,83
2015-10-12,81
2015-10-13,81
2015-10-14,81
2015-10-15,78
2015-10-16,78
2015-10-17,78
2015-10-18,76
2015-10-19,76
2015-10-20,73
2015-10-22,73
2015-10-23,73
2015-10-24,73
2015-10-25,73
2015-10-26,77
2015-10-27,77
2015-10-29,79
2015-10-30,79
2015-10-31,79
2015-11-01,80
2015-11-02,80
2015-11-03,80
2015-11-04,84
2015-11-05,84
2015-11-06,84
2015-11-07,89
2015-11-08,89
2015-11-09,89
2015-11-10,89
2015-11-11,94
2015-11-12,94
2015-11-13,94
2015-11-14,94
2015-11-15,95
2015-11-16,95
2015-11-17,95
2015-11-18,95
2015-11-19,95
2015-11-20,95
2015-11-21,95
2015-11-22,93
2015-11-23,93
2015-11-24,93
2015-11-25,90
2015-11-26,90
2015-11-27,90
2015-11-28,90
2015-11-29,93
2015-11-30,93
2015-12-01,93
2015-12-02,94
2015-12-03,94
2015-12-04,94
2015-12-05,92
2015-12-06,92
2015-12-07,92
2015-12-08,96
2015-12-09,96
2015-12-10,96
2015-12-11,97
2015-12-12,97
2015-12-13,97
2015-12-14,95
2015-12-15,95
2015-12-16,92
2015-12-17,92
2015-12-18,92
2015-12-19,93
2015-12-20,93
2015-12-21,93
2015-12-22,96
2015-12-23,96
2015-12-24,96
2015-12-25,100
2015-12-26,100
2015-12-27,100
2015-12-28,100
2015-12-29,100
2015-12-30,100
2015-12-31,100
2016-01-01,100
2016-01-02,100
2016-01-03,99
2016-01-04,99
2016-01-05,99
2016-01-06,102
2016-01-07,102
2016-01-08,102
2016-01-09,104
2016-01-10,104
2016-01-11,104
2016-01-12,108
2016-01-13,108
2016-01-14,108
2016-01-15,111
2016-01-16,111
2016-01-17,111
2016-01-18,109
2016-01-19,109
2016-01-20,109
2016-01-21,111
2016-01-22,111
2016-01-23,111
2016-01-24,110
2016-01-25,110
2016-01-26,110
2016-01-27,110
2016-01-28,110
2016-01-29,110
2016-01-30,109
2016-01-31,109
2016-02-01,108
2016-02-02,108
2016-02-03,107
2016-02-04,107
2016-02-05,107
2016-02-06,101
2016-02-07,101
2016-02-08,101
2016-02-09,96
2016-02-10,96
2016-02-11,94
2016-02-12,94
2016-02-13,91
2016-02-14,91
2016-02-15,91
2016-02-16,88
2016-02-17,88
2016-02-18,88
2016-02-19,83
2016-02-20,83
2016-02-21,82
2016-02-22,82
2016-02-23,82
2016-02-24,86
2016-02-25,86
2016-02-26,86
2016-02-27,85
2016-02-28,85
2016-02-29,82
2016-03-01,82
2016-03-02,82
2016-03-03,79
2016-03-04,79
2016-03-05,76
2016-03-06,76
2016-03-07,78
2016-03-08,78
2016-03-09,78
2016-03-10,81
2016-03-11,81
2016-03-12,83
2016-03-13,83
2016-03-14,83
2016-03-15,81
2016-03-16,81
2016-03-17,78
2016-03-18,78
2016-03-19,79
2016-03-20,79
2016-03-21,79
2016-03-22,79
2016-03-23,80
2016-03-24,80
2016-03-25,80
2016-03-26,80
2016-03-27,82
2016-03-28,87
2016-03-29,87
2016-03-30,87
2016-03-31,90
2016-04-01,90
2016-04-02,90
2016-04-03,94
2016-04-04,94
2016-04-05,94
2016-04-06,95
2016-04-07,95
2016-04-08,95
2016-04-09,96
2016-04-10,96
2016-04-11,96
2016-04-12,100
2016-04-13,100
2016-04-14,100
2016-04-15,103
2016-04-16,103
2016-04-17,103
2016-04-18,103
2016-04-19,102
2016-04-20,102
2016-04-21,99
2016-04-22,99
2016-04-23,99
2016-04-24,98
2016-04-25,98
2016-04-26,101
2016-04-27,101
2016-04-28,101
2016-04-29,101
2016-04-30,101
2016-05-01,98
2016-05-02,98
2016-05-03,94
2016-05-04,94
2016-05-05,95
2016-05-06,95
2016-05-07,95
2016-05-08,95
2016-05-09,95
2016-05-10,94
2016-05-11,94
2016-05-12,94
2016-05-13,89
2016-05-14,89
2016-05-15,86
2016-05-16,86
2016-05-17,85
2016-05-18,85
2016-05-19,85
2016-05-22,78
2016-05-23,78
2016-05-24,76
2016-05-25,76
2016-05-26,73
2016-05-27,73
2016-05-28,70
2016-05-29,66
2016-05-30,66
2016-05-31,64
2016-06-01,64
2016-06-02,60
2016-06-03,60
2016-06-04,58
2016-06-05,58
2016-06-06,55
2016-06-07,55
2016-06-08,52
2016-06-09,52
2016-06-10,52
2016-06-11,52
2016-06-12,54
2016-06-13,54
2016-06-14,54
2016-06-15,54
2016-06-16,54
2016-06-17,52
2016-06-18,52
2016-06-19,52
2016-06-20,52
2016-06-21,52
2016-06-22,54
2016-06-23,54
2016-06-24,54
2016-06-25,55
2016-06-26,55
2016-06-27,55
2016-06-28,57
2016-06-29,57
2016-06-30,57
2016-07-01,57
2016-07-02,58
2016-07-03,58
2016-07-04,59
2016-07-05,59
2016-07-06,61
2016-07-07,61
2016-07-08,65
2016-07-09,65
2016-07-10,68
2016-07-11,68
2016-07-12,70
2016-07-13,70
2016-07-14,72
2016-07-15,72
2016-07-16,73
2016-07-17,73
2016-07-18,75
2016-07-23,74
2016-07-24,74
2016-07-25,78
2016-07-26,78
2016-07-27,78
2016-07-28,81
2016-07-29,81
2016-07-30,85
2016-07-31,85
2016-08-01,85
2016-08-02,88
2016-08-03,88
2016-08-04,88
2016-08-05,90
2016-08-06,90
2016-08-07,92
2016-08-08,92
2016-08-09,93
2016-08-10,93
2016-08-11,93
2016-08-12,92
2016-08-13,92
2016-08-14,92
2016-08-15,92
2016-08-16,92
2016-08-17,92
2016-08-18,92
2016-08-19,92
2016-08-20,92
2016-08-21,93
2016-08-22,93
2016-08-23,98
2016-08-24,98
2016-08-25,98
2016-08-26,98
2016-08-28,101
2016-08-31,100
2016-09-01,100
2016-09-02,100
2016-09-03,98
2016-09-04,98
2016-09-05,95
2016-09-06,95
2016-09-07,95
2016-09-08,91
2016-09-09,91
2016-09-10,91
2016-09-11,87
2016-09-12,87
2016-09-13,87
2016-09-14,83
2016-09-15,83
2016-09-16,83
2016-09-17,81
2016-09-18,81
2016-09-19,81
2016-09-20,77
2016-09-21,77
2016-09-22,77
2016-09-23,73
2016-09-24,73
2016-09-25,73
2016-09-26,71
2016-09-27,71
2016-09-28,71
2016-09-29,70
2016-09-30,70
2016-10-01,68
2016-10-02,68
2016-10-03,68
2016-10-04,68
2016-10-05,65
2016-10-06,65
2016-10-07,65
2016-10-08,62
2016-10-09,62
2016-10-10,62
2016-10-11,58
2016-10-12,58
2016-10-13,58
2016-10-14,55
2016-10-15,55
2016-10-16,55
2016-10-17,53
2016-10-18,53
2016-10-19,53
2016-10-20,51
2016-10-21,51
2016-10-22,51
2016-10-23,50
2016-10-24,50
2016-10-25,50
2016-10-26,52
2016-10-27,52
2016-10-28,52
2016-10-29,54
2016-10-30,54
2016-10-31,54
2016-11-01,52
2016-11-02,52
2016-11-03,49
2016-11-04,49
2016-11-05,49
2016-11-06,48
2016-11-07,48
2016-11-08,48
2016-11-09,50
2016-11-10,50
2016-11-11,50
2016-11-12,48
2016-11-13,48
2016-11-14,48
2016-12-07,45
2016-12-08,48
2016-12-09,48
2016-12-10,48
2016-12-11,51
2016-12-12,51
2016-12-13,51
2016-12-14,53
2016-12-15,53
2016-12-16,53
2016-12-17,51
2016-12-18,51
2016-12-19,51
2016-12-20,48
2016-12-21,48
2016-12-22,48
2016-12-23,45
2016-12-24,45
2016-12-25,45
2016-12-26,42
2016-12-27,42
2016-12-28,40
2016-12-29,40
2016-12-30,39
2016-12-31,39
2017-01-01,39
2017-01-02,40
2017-01-03,40
2017-01-04,42
2017-01-05,42
2017-01-06,42
2017-01-07,44
2017-01-08,44
2017-01-09,45
2017-01-10,45
2017-01-11,42
2017-01-12,42
2017-01-13,39
2017-01-14,39
2017-01-15,37
2017-01-16,37
2017-01-17,36
2017-01-18,36
2017-01-19,34
2017-01-20,34
2017-01-21,33
2017-01-22,33
2017-01-27,32
2017-01-28,32
2017-01-29,33
2017-01-30,33
2017-01-31,33
2017-02-01,35
2017-02-02,35
2017-02-03,35
2017-02-04,36
2017-02-05,36
2017-02-06,36
2017-02-07,36
2017-02-08,36
2017-02-09,34
2017-02-10,34
2017-02-11,33
2017-02-12,33
2017-02-13,34
2017-02-14,34
2017-02-15,35
2017-02-16,35
2017-02-18,36
2017-02-19,36
2017-02-20,34
2017-02-21,34
2017-02-22,33
2017-02-23,33
2017-02-24,33
2017-02-25,34
2017-02-26,34
2017-02-27,36
2017-02-28,36
2017-03-01,37
2017-03-02,37
2017-03-03,37
2017-03-04,37
2017-03-05,37
2017-03-06,37
2017-03-07,37
2017-03-08,37
2017-03-09,36
2017-03-10,36
2017-03-11,36
2017-03-12,36
2017-03-13,36
2017-03-14,36
2017-03-15,36
2017-03-16,36
2017-03-17,36
2017-03-18,38
2017-03-19,38
2017-03-20,40
2017-03-21,40
2017-03-22,40
2017-03-23,40
2017-03-24,38
2017-03-25,38
2017-03-26,38
2017-03-27,37
2017-03-28,37
2017-03-29,36
2017-03-30,36
2017-03-31,35
2017-04-01,35
2017-04-02,35
2017-04-03,34
2017-04-04,34
2017-04-12,32
2017-04-13,31
2017-04-14,31
2017-04-15,31
2017-04-16,30
2017-04-17,30
2017-04-18,29
2017-04-19,29
2017-04-20,28
2017-04-21,28
2017-04-22,28
2017-04-23,29
2017-04-24,29
2017-04-25,30
2017-04-26,30
2017-04-27,30
2017-04-28,29
2017-04-29,29
2017-04-30,28
2017-05-01,28
2017-05-02,28
2017-05-03,27
2017-05-04,27
2017-05-05,26
2017-05-06,26
2017-05-07,26
2017-05-08,26
2017-05-09,26
2017-05-10,27
2017-05-11,27
2017-05-12,27
2017-05-13,27
2017-05-14,27
2017-05-15,27
2017-05-16,27
2017-05-17,27
2017-05-18,27
2017-05-19,27
2017-05-20,27
2017-05-21,27
2017-05-22,27
2017-05-23,27
2017-05-24,26
2017-05-25,26
2017-05-26,26
2017-05-27,27
2017-05-28,27
2017-05-29,27
2017-05-30,28
2017-05-31,28
2017-06-01,27
2017-06-02,27
2017-06-03,27
2017-06-04,27
2017-06-06,27
2017-06-07,27
2017-06-08,27
2017-06-09,29
2017-06-10,29
2017-06-11,30
2017-06-12,30
2017-06-13,30
2017-06-14,31
2017-06-15,31
2017-06-16,31
2017-06-17,32
2017-06-18,32
2017-06-19,32
2017-06-20,33
2017-06-21,33
2017-06-22,33
2017-06-23,35
2017-06-24,35
2017-06-25,35
2017-06-26,34
2017-06-27,34
2017-06-28,34
2017-06-29,36
2017-06-30,36
2017-07-01,36
2017-07-02,35
2017-07-03,35
2017-07-04,35
2017-07-05,35
2017-07-06,35
2017-07-07,35
2017-07-08,35
2017-07-13,35
2017-07-14,34
2017-07-15,34
2017-07-16,34
2017-07-17,33
2017-07-18,33
2017-07-19,33
2017-07-20,33
2017-07-21,33
2017-07-22,33
2017-07-23,34
2017-07-24,34
2017-07-25,34
2017-07-26,33
2017-07-27,33
2017-07-28,32
2017-07-29,32
2017-07-30,31
2017-07-31,31
2017-08-01,31
2017-08-02,30
2017-08-03,30
2017-08-04,30
2017-08-05,30
2017-08-06,30
2017-08-09,28
2017-08-10,27
2017-08-11,27
2017-08-12,27
2017-08-13,26
2017-08-14,26
2017-08-15,25
2017-08-16,25
2017-08-17,24
2017-08-18,24
2017-08-19,24
2017-08-20,23
2017-08-21,23
2017-08-22,21
2017-08-23,21
2017-08-24,21
2017-08-25,20
2017-08-26,20
2017-08-27,19
2017-08-28,19
2017-08-29,19
2017-08-30,20
2017-08-31,20
2017-09-01,20
2017-09-02,20
2017-09-03,20
2017-09-04,20
2017-09-05,20
2017-09-06,20
2017-09-07,20
2017-09-08,20
2017-09-09,20
2017-09-10,20
2017-09-11,20
2017-09-12,20
2017-09-13,21
2017-09-14,21
2017-09-15,20
2017-09-16,20
2017-09-17,20
2017-09-19,20
2017-09-20,19
2017-09-21,19
2017-09-22,18
2017-09-23,18
2017-09-24,18
2017-09-25,18
2017-09-26,18
2017-09-27,18
2017-09-28,19
2017-09-29,19
2017-09-30,19
2017-10-01,19
2017-10-02,19
2017-10-03,19
2017-10-04,19
2017-10-05,19
2017-10-06,19
2017-10-07,20
2017-10-08,20
2017-10-09,21
2017-10-10,21
2017-10-11,21
2017-10-12,23
2017-10-13,23
2017-10-14,25
2017-10-15,25
2017-10-16,27
2017-10-17,27
2017-10-18,27
2017-10-19,29
2017-10-20,29
2017-10-21,29
2017-10-22,31
2017-10-23,31
2017-10-24,31
2017-10-25,32
2017-10-26,32
2017-10-27,32
2017-10-28,33
2017-10-29,33
2017-10-30,33
2017-10-31,33
2017-11-01,33
2017-11-02,32
2017-11-03,32
2017-11-04,31
2017-11-05,31
2017-11-06,31
2017-11-07,32
2017-11-08,32
2017-11-09,31
2017-11-10,31
2017-11-11,31
2017-11-12,32
2017-11-13,32
2017-11-14,32
2017-11-15,32
2017-11-16,32
2017-11-17,32
2017-11-18,34
2017-11-19,34
2017-11-20,35
2017-11-21,35
2017-11-22,35
2017-11-23,34
2017-11-24,34
2017-11-25,34
2017-11-26,33
2017-11-27,33
2017-11-28,33
2017-11-29,33
2017-11-30,33
2017-12-01,33
2017-12-02,33
2017-12-03,33
2017-12-04,32
2017-12-05,32
2017-12-06,32
2017-12-07,32
2017-12-08,32
2017-12-09,32
2017-12-10,32
2017-12-11,33
2017-12-12,33
2017-12-13,33
2017-12-14,33
2017-12-15,33
2017-12-16,34
2017-12-17,34
2017-12-18,34
2017-12-19,34
2017-12-20,34
2017-12-21,34
2017-12-22,34
2017-12-23,34
2017-12-24,33
2017-12-25,33
2017-12-26,33
2017-12-27,33
2017-12-28,33
2017-12-29,33
2017-12-30,34
2017-12-31,34
2018-01-01,34
2018-01-02,34
2018-01-03,33
2018-01-04,33
2018-01-05,32
2018-01-06,32
2018-01-07,31
2018-01-08,31
2018-01-09,32
2018-01-10,32
2018-01-11,32
2018-01-12,32
2018-01-13,32
2018-01-14,32
2018-01-15,32
2018-01-16,32
2018-01-17,33
2018-01-18,33
2018-01-19,33
2018-01-20,33
2018-01-21,33
2018-01-22,33
2018-01-23,33
2018-01-25,34
2018-01-26,35
2018-01-27,37
2018-01-28,38
2018-01-29,37
2018-01-30,37
2018-01-31,37
2018-02-01,36
2018-02-02,36
2018-02-03,35
2018-02-04,33
2018-02-05,31
2018-02-06,30
2018-02-07,30
2018-02-08,30
2018-02-09,29
2018-02-10,29
2018-02-11,30
2018-02-12,30
2018-02-13,30
2018-02-14,30
2018-02-15,30
2018-02-16,30
2018-02-17,31
2018-02-18,31
2018-02-19,31
2018-02-20,31
2018-02-21,32
2018-02-22,32
2018-02-23,33
2018-02-24,33
2018-02-25,34
2018-02-26,34
2018-02-27,33
2018-02-28,33
2018-03-01,31
2018-03-02,30
2018-03-03,28
2018-03-04,28
2018-03-05,28
2018-03-06,28
2018-03-07,28
2018-03-08,28
2018-03-09,27
2018-03-10,27
2018-03-11,28
2018-03-12,28
2018-03-13,28
2018-03-14,28
2018-03-15,28
2018-03-16,28
2018-03-17,29
2018-03-18,29
2018-03-19,30
2018-03-20,28
2018-03-21,28
2018-03-23,26
2018-03-24,26
2018-03-25,24
2018-03-26,24
2018-03-27,23
2018-03-28,23
2018-03-29,23
2018-03-30,23
2018-03-31,24
2018-04-01,24
2018-04-02,25
2018-04-03,25
2018-04-04,26
2018-04-05,26
2018-04-06,26
2018-04-07,26
2018-04-08,26
2018-04-09,26
2018-04-10,26
2018-04-11,25
2018-04-12,25
2018-04-13,25
2018-04-14,25
2018-04-15,24
2018-04-16,24
2018-04-17,22
2018-04-18,22
2018-04-19,21
2018-04-20,22
2018-04-21,21
2018-04-22,21
2018-04-23,19
2018-04-24,19
2018-04-25,18
2018-04-26,18
2018-04-27,18
2018-04-28,18
2018-04-29,18
2018-04-30,19
2018-05-01,19
2018-05-04,20
2018-05-05,20
2018-05-06,20
2018-05-07,20
2018-05-08,20
2018-05-09,21
2018-05-10,23
2018-05-11,23
2018-05-12,25
2018-05-13,25
2018-05-14,27
2018-05-15,27
2018-05-16,28
2018-05-17,28
2018-05-18,28
2018-05-19,27
2018-05-20,27
2018-05-21,27
2018-05-22,27
2018-05-23,29
2018-05-24,29
2018-05-25,31
2018-05-26,32
2018-05-27,32
2018-05-28,33
2018-05-29,35
2018-05-30,35
2018-05-31,34
2018-06-01,34
2018-06-02,36
2018-06-03,36
2018-06-04,37
2018-06-05,37
2018-06-06,38
2018-06-07,38
2018-06-08,38
2018-06-09,38
2018-06-10,39
2018-06-11,39
2018-06-12,39
2018-06-13,41
2018-06-14,41
2018-06-15,40
2018-06-16,40
2018-06-17,39
2018-06-18,38
2018-06-19,38
2018-06-20,38
2018-06-21,39
2018-06-22,40
2018-06-23,40
2018-06-24,41
2018-06-25,41
2018-06-26,40
2018-06-27,40
2018-06-28,39
2018-06-29,38
2018-06-30,38
2018-07-01,37
2018-07-02,37
2018-07-03,37
2018-07-04,37
2018-07-05,37
2018-07-06,37
2018-07-07,37
2018-07-08,36
2018-07-09,34
2018-07-10,33
2018-07-11,32
2018-07-12,32
2018-07-13,30
2018-07-14,30
2018-07-15,30
2018-07-16,29
2018-07-17,29
2018-07-18,29
2018-07-19,29
2018-07-20,29
2018-07-21,27
2018-07-22,25
2018-07-23,27
2018-07-24,27
2018-07-25,29
2018-07-26,30
2018-07-27,31
2018-07-28,31
2018-07-29,32
2018-07-30,32
2018-07-31,33
2018-08-01,33
2018-08-02,35
2018-08-03,35
2018-08-04,34
2018-08-05,34
2018-08-06,35
2018-08-07,36
2018-08-08,37
2018-08-09,37
2018-08-10,38
2018-08-11,39
2018-08-12,39
2018-08-14,37
2018-08-16,36
2018-08-17,37
2018-08-18,37
2018-08-19,37
2018-08-20,37
2018-08-21,37
2018-08-22,36
2018-08-23,36
2018-08-24,37
2018-08-25,37
2018-08-26,37
2018-08-27,38
2018-08-28,38
2018-08-29,39
2018-08-30,39
2018-08-31,40
2018-09-01,41
2018-09-02,41
2018-09-03,42
2018-09-04,43
2018-09-05,45
2018-09-06,45
2018-09-07,43
2018-09-08,42
2018-09-09,42
2018-09-10,45
2018-09-11,45
2018-09-12,44
2018-09-13,47
2018-09-14,48
2018-09-15,48
2018-09-16,48
2018-09-17,48
2018-09-18,48
2018-09-19,48
2018-09-20,49
2018-09-21,49
2018-09-22,49
2018-09-23,50
2018-09-24,52
2018-09-25,52
2018-09-26,54
2018-09-27,54
2018-09-28,55
2018-09-29,56
2018-09-30,58
2018-10-01,59
2018-10-02,59
2018-10-03,58
2018-10-04,58
2018-10-05,58
2018-10-06,59
2018-10-07,59
2018-10-08,62
2018-10-09,64
2018-10-10,67
2018-10-11,67
2018-10-12,67
2018-10-13,69
2018-10-14,71
2018-10-15,73
2018-10-16,73
2018-10-17,76
2018-10-18,78
2018-10-19,80
2018-10-20,80
2018-10-21,81
2018-10-22,83
2018-10-23,83
2018-10-24,85
2018-10-25,89
2018-10-26,89
2018-10-27,93
2018-10-28,93
2018-10-29,93
2018-10-30,97
2018-10-31,101
2018-11-01,105
2018-11-03,107
2018-11-04,105
2018-11-05,105
2018-11-06,105
2018-11-07,107
2018-11-08,108
2018-11-09,108
2018-11-10,108
2018-11-11,107
2018-11-12,106
2018-11-13,107
2018-11-14,105
2018-11-15,102
2018-11-16,100
2018-11-17,96
2018-11-18,93
2018-11-19,92
2018-11-20,90
2018-11-21,85
2018-11-22,82
2018-11-23,80
2018-11-24,77
2018-11-25,75
2018-11-26,73
2018-11-27,73
2018-11-28,74
2018-11-29,75
2018-12-01,74
2018-12-02,71
2018-12-03,68
2018-12-04,65
2018-12-05,63
2018-12-07,63
2018-12-09,63
2018-12-10,63
2018-12-11,65
2018-12-12,65
2018-12-13,64
2018-12-14,64
2018-12-15,64
2018-12-16,66
2018-12-17,65
2018-12-18,68
2018-12-19,70
2018-12-20,69
2018-12-21,70
2018-12-22,71
2018-12-23,69
2018-12-24,68
2018-12-25,68
2018-12-26,66
2018-12-27,68
2018-12-28,72
2018-12-29,74
2018-12-30,77
2018-12-31,76
2019-01-01,74
2019-01-02,74
2019-01-03,74
2019-01-04,73
2019-01-05,72
2019-01-06,71
2019-01-08,69
2019-01-10,70
2019-01-11,71
2019-01-12,73
2019-01-13,74
2019-01-14,74
2019-01-15,73
2019-01-16,70
2019-01-17,68
2019-01-18,67
2019-01-19,66
2019-01-20,66
2019-01-21,63
2019-01-22,63
2019-01-23,63
2019-01-24,63
2019-01-25,62
2019-01-26,61
2019-01-27,59
2019-01-28,58
2019-01-29,55
2019-01-30,53
2019-01-31,54
2019-02-01,56
2019-02-02,55
2019-02-03,55
2019-02-04,55
2019-02-05,54
2019-02-06,54
2019-02-07,54
2019-02-08,55
2019-02-09,53
2019-02-10,52
2019-02-11,53
2019-02-12,52
2019-02-13,52
2019-02-14,52
2019-02-15,53
2019-02-16,54
2019-02-17,53
2019-02-18,54
2019-02-19,56
2019-02-20,58
2019-02-21,57
2019-02-22,56
2019-02-23,58
2019-02-24,59
2019-02-25,60
2019-02-26,62
2019-02-27,65
2019-02-28,66
2019-03-01,67
2019-03-02,67
2019-03-03,67
2019-03-04,64
2019-03-05,62
2019-03-06,65
2019-03-07,67
2019-03-08,67
2019-03-09,64
2019-03-10,66
2019-03-11,67
2019-03-12,65
2019-03-13,63
2019-03-14,62
2019-03-15,63
2019-03-16,61
2019-03-17,59
2019-03-18,59
2019-03-19,60
2019-03-20,60
2019-03-21,60
2019-03-22,60
2019-03-23,57
2019-03-24,56
2019-03-25,54
2019-03-26,52
2019-03-27,52
2019-03-28,51
2019-03-29,49
2019-03-30,49
2019-03-31,48
2019-04-01,47
2019-04-02,46
2019-04-03,45
2019-04-04,44
2019-04-05,41
2019-04-06,39
2019-04-07,38
2019-04-08,36
2019-04-09,34
2019-04-10,33
2019-04-11,34
2019-04-12,34
2019-04-13,33
2019-04-14,33
2019-04-15,33
2019-04-16,35
2019-04-17,36
2019-04-18,38
2019-04-19,40
2019-04-20,42
2019-04-21,43
2019-04-22,45
2019-04-23,48
2019-04-24,50
2019-04-25,48
2019-04-26,47
2019-04-27,46
2019-04-28,46
2019-04-29,46
2019-04-30,48
2019-05-01,46
2019-05-02,45
2019-05-03,45
2019-05-04,43
2019-05-05,41
2019-05-06,39
2019-05-07,40
2019-05-08,39
2019-05-09,39
2019-05-10,39
2019-05-11,40
2019-05-12,41
2019-05-13,42
2019-05-14,44
2019-05-15,44
2019-05-16,45
2019-05-17,45
2019-05-18,47
2019-05-19,49
2019-05-20,49
2019-05-21,50
2019-05-22,51
2019-05-23,50
2019-05-24,49
2019-05-25,48
2019-05-26,46
2019-05-27,44
2019-05-28,45
2019-05-29,46
2019-05-30,47
2019-05-31,47
2019-06-01,50
2019-06-02,53
2019-06-03,54
2019-06-04,53
2019-06-05,52
2019-06-06,52
2019-06-07,51
2019-06-08,52
2019-06-09,54
2019-06-10,54
2019-06-11,55
2019-06-12,54
2019-06-13,55
2019-06-14,56
2019-06-15,56
2019-06-16,56
2019-06-17,57
2019-06-18,57
2019-06-19,57
2019-06-20,54
2019-06-21,53
2019-06-22,53
2019-06-23,55
2019-06-24,55
2019-06-25,57
2019-06-26,57
2019-06-27,56
2019-06-28,56
2019-06-29,57
2019-06-30,55
2019-07-01,55
2019-07-02,57
2019-07-03,57
2019-07-04,57
2019-07-05,60
2019-07-06,62
2019-07-07,60
2019-07-08,60
2019-07-09,61
2019-07-10,64
2019-07-11,64
2019-07-12,64
2019-07-13,64
2019-07-14,66
2019-07-15,66
2019-07-16,63
2019-07-17,61
2019-07-18,61
2019-07-19,60
2019-07-20,60
2019-07-21,58
2019-07-22,58
2019-07-23,60
2019-07-24,60
2019-07-25,62
2019-07-26,62
2019-07-27,62
2019-07-28,61
2019-07-29,59
2019-07-30,57
2019-07-31,55
2019-08-01,55
2019-08-02,55
2019-08-03,55
2019-08-04,55
2019-08-05,52
2019-08-06,51
2019-08-07,50
2019-08-08,50
2019-08-09,47
2019-08-10,45
2019-08-11,44
2019-08-12,42
2019-08-13,42
2019-08-14,44
2019-08-15,46
2019-08-16,49
2019-08-17,49
2019-08-18,50
2019-08-19,51
2019-08-20,51
2019-08-21,50
2019-08-22,47
2019-08-23,47
2019-08-24,45
2019-08-24,45
2019-08-25,45
2019-08-25,45
2019-08-26,43
2019-08-26,43
2019-08-27,43
2019-08-27,43
2019-08-28,45
