date_obj,Fremennik%20purple%20cloak price
2015-11-09,1977
2015-11-10,1977
2015-11-11,1977
2015-11-12,1977
2015-11-13,1977
2015-11-14,1882
2015-11-15,1882
2015-11-16,1882
2015-11-17,1882
2015-11-18,1882
2015-11-19,1882
2015-11-20,1826
2015-11-21,1826
2015-11-22,1826
2015-11-23,1826
2015-11-24,1826
2015-11-25,1826
2015-11-26,1826
2015-11-27,1826
2015-11-28,1816
2015-11-29,1816
2015-11-30,1816
2015-12-01,1816
2015-12-02,1816
2015-12-03,1816
2015-12-04,1816
2015-12-05,1816
2015-12-06,1726
2015-12-07,1726
2015-12-08,1726
2015-12-09,1726
2015-12-10,1726
2015-12-11,1726
2015-12-12,1726
2015-12-13,1667
2015-12-14,1667
2015-12-15,1667
2015-12-16,1667
2015-12-17,1667
2015-12-18,1667
2015-12-19,1595
2015-12-20,1595
2015-12-21,1595
2015-12-22,1595
2015-12-23,1595
2015-12-24,1595
2015-12-25,1595
2015-12-26,1531
2015-12-27,1531
2015-12-28,1531
2015-12-29,1531
2015-12-30,1531
2015-12-31,1511
2016-01-01,1511
2016-01-02,1511
2016-01-03,1511
2016-01-04,1511
2016-01-05,1511
2016-01-06,1514
2016-01-07,1514
2016-01-08,1514
2016-01-09,1514
2016-01-10,1514
2016-01-11,1514
2016-01-12,1542
2016-01-13,1542
2016-01-14,1542
2016-01-15,1542
2016-01-16,1542
2016-01-17,1542
2016-01-18,1551
2016-01-19,1551
2016-01-20,1551
2016-01-21,1551
2016-01-22,1551
2016-01-23,1551
2016-01-24,1544
2016-01-25,1544
2016-01-26,1544
2016-01-27,1544
2016-01-28,1544
2016-01-29,1544
2016-01-30,1561
2016-01-31,1561
2016-02-01,1561
2016-02-02,1561
2016-02-03,1561
2016-02-04,1561
2016-02-05,1586
2016-02-06,1586
2016-02-07,1586
2016-02-08,1586
2016-02-09,1586
2016-02-10,1586
2016-02-11,1598
2016-02-12,1598
2016-02-13,1598
2016-02-14,1598
2016-02-15,1598
2016-02-16,1572
2016-02-17,1572
2016-02-18,1572
2016-02-19,1572
2016-02-20,1572
2016-02-21,1572
2016-02-22,1572
2016-02-23,1554
2016-02-24,1554
2016-02-25,1554
2016-02-26,1554
2016-02-27,1554
2016-02-28,1554
2016-02-29,1527
2016-03-01,1527
2016-03-02,1527
2016-03-03,1527
2016-03-04,1527
2016-03-05,1527
2016-03-06,1545
2016-03-07,1545
2016-03-08,1545
2016-03-09,1545
2016-03-10,1545
2016-03-11,1545
2016-03-12,1584
2016-03-13,1584
2016-03-14,1584
2016-03-15,1584
2016-03-16,1584
2016-03-17,1584
2016-03-18,1542
2016-03-19,1542
2016-03-20,1542
2016-03-21,1542
2016-03-22,1542
2016-03-23,1542
2016-03-24,1542
2016-03-25,1554
2016-03-26,1554
2016-03-27,1554
2016-03-28,1554
2016-03-29,1554
2016-03-30,1583
2016-03-31,1583
2016-04-01,1583
2016-04-02,1583
2016-04-03,1583
2016-04-04,1583
2016-04-05,1583
2016-04-06,1558
2016-04-07,1558
2016-04-08,1558
2016-04-09,1558
2016-04-10,1558
2016-04-11,1558
2016-04-12,1551
2016-04-13,1551
2016-04-14,1551
2016-04-15,1551
2016-04-16,1551
2016-04-17,1518
2016-04-18,1518
2016-04-19,1518
2016-04-20,1518
2016-04-21,1518
2016-04-22,1518
2016-04-23,1520
2016-04-24,1520
2016-04-25,1520
2016-04-26,1520
2016-04-27,1520
2016-04-28,1520
2016-04-29,1519
2016-04-30,1519
2016-05-01,1519
2016-05-02,1519
2016-05-03,1519
2016-05-04,1519
2016-05-05,1520
2016-05-06,1520
2016-05-07,1520
2016-05-08,1520
2016-05-09,1520
2016-05-10,1520
2016-05-11,1501
2016-05-12,1501
2016-05-13,1501
2016-05-14,1501
2016-05-15,1501
2016-05-16,1501
2016-05-17,1466
2016-05-18,1466
2016-05-19,1466
2016-05-22,1459
2016-05-23,1459
2016-05-24,1459
2016-05-25,1459
2016-05-26,1459
2016-05-27,1461
2016-05-28,1461
2016-05-29,1461
2016-05-30,1461
2016-05-31,1461
2016-06-01,1444
2016-06-02,1444
2016-06-03,1444
2016-06-04,1444
2016-06-05,1444
2016-06-06,1372
2016-06-07,1372
2016-06-08,1372
2016-06-09,1372
2016-06-10,1372
2016-06-11,1370
2016-06-12,1370
2016-06-13,1370
2016-06-14,1370
2016-06-15,1370
2016-06-16,1370
2016-06-17,1349
2016-06-18,1349
2016-06-19,1349
2016-06-20,1349
2016-06-21,1349
2016-06-22,1349
2016-06-23,1309
2016-06-24,1309
2016-06-25,1309
2016-06-26,1309
2016-06-27,1309
2016-06-28,1300
2016-06-29,1300
2016-06-30,1300
2016-07-01,1300
2016-07-02,1300
2016-07-03,1275
2016-07-04,1275
2016-07-05,1275
2016-07-06,1275
2016-07-07,1275
2016-07-08,1275
2016-07-09,1254
2016-07-10,1254
2016-07-11,1254
2016-07-12,1254
2016-07-13,1254
2016-07-14,1242
2016-07-15,1242
2016-07-16,1242
2016-07-17,1242
2016-07-18,1242
2016-07-23,1245
2016-07-24,1245
2016-07-25,1245
2016-07-26,1245
2016-07-27,1249
2016-07-28,1249
2016-07-29,1249
2016-07-30,1249
2016-07-31,1249
2016-08-01,1249
2016-08-02,1228
2016-08-03,1228
2016-08-04,1228
2016-08-05,1228
2016-08-06,1228
2016-08-07,1228
2016-08-08,1228
2016-08-09,1228
2016-08-10,1228
2016-08-11,1228
2016-08-12,1228
2016-08-13,1228
2016-08-14,1228
2016-08-15,1228
2016-08-16,1204
2016-08-17,1204
2016-08-18,1204
2016-08-19,1204
2016-08-20,1204
2016-08-21,1204
2016-08-22,1204
2016-08-23,1163
2016-08-24,1163
2016-08-25,1163
2016-08-26,1163
2016-08-28,1163
2016-08-31,1128
2016-09-01,1128
2016-09-02,1128
2016-09-03,1128
2016-09-04,1128
2016-09-05,1128
2016-09-06,1134
2016-09-07,1134
2016-09-08,1134
2016-09-09,1134
2016-09-10,1134
2016-09-11,1134
2016-09-12,1134
2016-09-13,1134
2016-09-14,1110
2016-09-15,1110
2016-09-16,1110
2016-09-17,1110
2016-09-18,1110
2016-09-19,1110
2016-09-20,1110
2016-09-21,1110
2016-09-22,1134
2016-09-23,1134
2016-09-24,1134
2016-09-25,1134
2016-09-26,1134
2016-09-27,1134
2016-09-28,1134
2016-09-29,1134
2016-09-30,1134
2016-10-01,1168
2016-10-02,1168
2016-10-03,1168
2016-10-04,1168
2016-10-05,1168
2016-10-06,1168
2016-10-07,1168
2016-10-08,1168
2016-10-09,1182
2016-10-10,1182
2016-10-11,1182
2016-10-12,1182
2016-10-13,1182
2016-10-14,1182
2016-10-15,1182
2016-10-16,1182
2016-10-17,1148
2016-10-18,1148
2016-10-19,1148
2016-10-20,1148
2016-10-21,1148
2016-10-22,1148
2016-10-23,1148
2016-10-24,1108
2016-10-25,1108
2016-10-26,1108
2016-10-27,1108
2016-10-28,1108
2016-10-29,1108
2016-10-30,1108
2016-10-31,1055
2016-11-01,1055
2016-11-02,1055
2016-11-03,1055
2016-11-04,1055
2016-11-05,1055
2016-11-06,1055
2016-11-07,1055
2016-11-08,1046
2016-11-09,1046
2016-11-10,1046
2016-11-11,1046
2016-11-12,1046
2016-11-13,1046
2016-11-14,1046
2016-11-15,1062
2016-12-07,1043
2016-12-08,1054
2016-12-09,1054
2016-12-10,1054
2016-12-11,1054
2016-12-12,1054
2016-12-13,1054
2016-12-14,1055
2016-12-15,1055
2016-12-16,1055
2016-12-17,1055
2016-12-18,1055
2016-12-19,1055
2016-12-20,1055
2016-12-21,1063
2016-12-22,1063
2016-12-23,1063
2016-12-24,1063
2016-12-25,1065
2016-12-26,1065
2016-12-27,1065
2016-12-28,1065
2016-12-29,1079
2016-12-30,1079
2016-12-31,1079
2017-01-01,1079
2017-01-02,1091
2017-01-03,1091
2017-01-04,1133
2017-01-05,1133
2017-01-06,1133
2017-01-07,1076
2017-01-08,1076
2017-01-09,1076
2017-01-10,1076
2017-01-11,1033
2017-01-12,1033
2017-01-13,1033
2017-01-14,1033
2017-01-15,987
2017-01-16,987
2017-01-17,987
2017-01-18,987
2017-01-19,959
2017-01-20,959
2017-01-21,959
2017-01-22,959
2017-01-23,959
2017-01-27,949
2017-01-28,934
2017-01-29,934
2017-01-30,934
2017-01-31,934
2017-02-01,934
2017-02-02,924
2017-02-03,924
2017-02-04,924
2017-02-05,924
2017-02-06,924
2017-02-07,920
2017-02-08,920
2017-02-09,920
2017-02-10,920
2017-02-11,920
2017-02-12,890
2017-02-13,890
2017-02-14,890
2017-02-15,890
2017-02-16,890
2017-02-18,880
2017-02-19,880
2017-02-20,880
2017-02-21,880
2017-02-22,880
2017-02-23,905
2017-02-24,905
2017-02-25,905
2017-02-26,905
2017-02-27,905
2017-02-28,905
2017-03-01,901
2017-03-02,901
2017-03-03,901
2017-03-04,901
2017-03-05,901
2017-03-06,886
2017-03-07,886
2017-03-08,886
2017-03-09,886
2017-03-10,886
2017-03-11,886
2017-03-12,852
2017-03-13,852
2017-03-14,852
2017-03-15,852
2017-03-16,852
2017-03-17,822
2017-03-18,822
2017-03-19,822
2017-03-20,822
2017-03-21,796
2017-03-22,796
2017-03-23,796
2017-03-24,796
2017-03-25,796
2017-03-26,771
2017-03-27,771
2017-03-28,771
2017-03-29,771
2017-03-30,771
2017-03-31,760
2017-04-01,760
2017-04-02,760
2017-04-03,760
2017-04-04,760
2017-04-12,723
2017-04-13,700
2017-04-14,700
2017-04-15,700
2017-04-16,700
2017-04-17,700
2017-04-18,700
2017-04-19,707
2017-04-20,707
2017-04-21,707
2017-04-22,707
2017-04-23,707
2017-04-24,707
2017-04-25,699
2017-04-26,699
2017-04-27,699
2017-04-28,699
2017-04-29,699
2017-04-30,672
2017-05-01,672
2017-05-02,672
2017-05-03,672
2017-05-04,672
2017-05-05,666
2017-05-06,666
2017-05-07,666
2017-05-08,666
2017-05-09,666
2017-05-10,666
2017-05-11,649
2017-05-12,649
2017-05-13,649
2017-05-14,649
2017-05-15,649
2017-05-16,649
2017-05-17,635
2017-05-18,635
2017-05-19,635
2017-05-20,635
2017-05-21,635
2017-05-22,635
2017-05-23,639
2017-05-24,639
2017-05-25,639
2017-05-26,639
2017-05-27,639
2017-05-28,639
2017-05-29,638
2017-05-30,638
2017-05-31,638
2017-06-01,638
2017-06-02,638
2017-06-03,638
2017-06-04,616
2017-06-05,616
2017-06-06,616
2017-06-07,616
2017-06-08,616
2017-06-09,620
2017-06-10,620
2017-06-11,620
2017-06-12,620
2017-06-13,627
2017-06-14,627
2017-06-15,627
2017-06-16,627
2017-06-17,627
2017-06-18,627
2017-06-19,627
2017-06-20,624
2017-06-21,624
2017-06-22,624
2017-06-23,624
2017-06-24,624
2017-06-25,624
2017-06-26,617
2017-06-27,617
2017-06-28,617
2017-06-29,617
2017-06-30,617
2017-07-01,617
2017-07-02,614
2017-07-03,614
2017-07-04,614
2017-07-05,614
2017-07-06,614
2017-07-07,614
2017-07-08,614
2017-07-13,627
2017-07-14,627
2017-07-15,627
2017-07-16,628
2017-07-17,628
2017-07-18,628
2017-07-19,628
2017-07-20,628
2017-07-21,643
2017-07-22,643
2017-07-23,643
2017-07-24,643
2017-07-25,643
2017-07-26,643
2017-07-27,639
2017-07-28,639
2017-07-29,639
2017-07-30,639
2017-07-31,639
2017-08-01,639
2017-08-02,646
2017-08-03,646
2017-08-04,646
2017-08-05,646
2017-08-06,646
2017-08-09,623
2017-08-10,623
2017-08-11,623
2017-08-12,623
2017-08-13,623
2017-08-14,623
2017-08-15,609
2017-08-16,609
2017-08-17,609
2017-08-18,609
2017-08-19,609
2017-08-20,618
2017-08-21,618
2017-08-22,618
2017-08-23,618
2017-08-24,618
2017-08-25,618
2017-08-26,638
2017-08-27,638
2017-08-28,638
2017-08-29,638
2017-08-30,638
2017-08-31,638
2017-09-01,638
2017-09-02,639
2017-09-03,639
2017-09-04,639
2017-09-05,639
2017-09-06,639
2017-09-07,639
2017-09-08,639
2017-09-09,634
2017-09-10,634
2017-09-11,634
2017-09-12,634
2017-09-13,634
2017-09-14,634
2017-09-15,621
2017-09-16,621
2017-09-17,621
2017-09-18,621
2017-09-19,621
2017-09-20,609
2017-09-21,609
2017-09-22,609
2017-09-23,609
2017-09-24,609
2017-09-25,609
2017-09-26,603
2017-09-27,603
2017-09-28,603
2017-09-29,603
2017-09-30,603
2017-10-01,603
2017-10-02,603
2017-10-03,615
2017-10-04,615
2017-10-05,615
2017-10-06,615
2017-10-07,615
2017-10-08,615
2017-10-09,615
2017-10-10,607
2017-10-11,607
2017-10-12,607
2017-10-13,607
2017-10-14,607
2017-10-15,607
2017-10-16,607
2017-10-17,607
2017-10-18,598
2017-10-19,598
2017-10-20,598
2017-10-21,598
2017-10-22,598
2017-10-23,598
2017-10-24,598
2017-10-25,571
2017-10-26,571
2017-10-27,571
2017-10-28,571
2017-10-29,571
2017-10-30,571
2017-10-31,589
2017-11-01,589
2017-11-02,589
2017-11-03,589
2017-11-04,589
2017-11-05,589
2017-11-06,589
2017-11-07,588
2017-11-08,588
2017-11-09,588
2017-11-10,588
2017-11-11,588
2017-11-12,588
2017-11-13,588
2017-11-14,574
2017-11-15,574
2017-11-16,574
2017-11-17,574
2017-11-18,574
2017-11-19,574
2017-11-20,574
2017-11-21,571
2017-11-22,571
2017-11-23,571
2017-11-24,571
2017-11-25,571
2017-11-26,571
2017-11-27,554
2017-11-28,554
2017-11-29,554
2017-11-30,554
2017-12-01,554
2017-12-02,554
2017-12-03,544
2017-12-04,544
2017-12-05,544
2017-12-06,544
2017-12-07,544
2017-12-08,544
2017-12-09,525
2017-12-10,525
2017-12-11,525
2017-12-12,525
2017-12-13,525
2017-12-14,525
2017-12-15,525
2017-12-16,516
2017-12-17,516
2017-12-18,516
2017-12-19,516
2017-12-20,516
2017-12-21,516
2017-12-22,513
2017-12-23,513
2017-12-24,513
2017-12-25,513
2017-12-26,513
2017-12-27,513
2017-12-28,513
2017-12-29,494
2017-12-30,494
2017-12-31,494
2018-01-01,494
2018-01-02,494
2018-01-03,486
2018-01-04,486
2018-01-05,486
2018-01-06,486
2018-01-07,486
2018-01-08,486
2018-01-09,467
2018-01-10,467
2018-01-11,467
2018-01-12,467
2018-01-13,467
2018-01-14,467
2018-01-15,467
2018-01-16,461
2018-01-17,461
2018-01-18,461
2018-01-19,461
2018-01-20,461
2018-01-21,467
2018-01-22,467
2018-01-23,467
2018-01-24,472
2018-01-25,472
2018-01-26,472
2018-01-27,472
2018-01-28,485
2018-01-29,485
2018-01-30,485
2018-01-31,502
2018-02-01,502
2018-02-02,502
2018-02-03,503
2018-02-04,503
2018-02-05,503
2018-02-06,508
2018-02-07,508
2018-02-08,508
2018-02-09,515
2018-02-10,515
2018-02-11,515
2018-02-12,515
2018-02-13,515
2018-02-14,515
2018-02-15,522
2018-02-16,522
2018-02-17,522
2018-02-18,503
2018-02-19,503
2018-02-20,509
2018-02-21,509
2018-02-22,509
2018-02-23,514
2018-02-24,514
2018-02-25,514
2018-02-26,521
2018-02-27,521
2018-02-28,521
2018-03-01,506
2018-03-02,506
2018-03-03,486
2018-03-04,486
2018-03-05,486
2018-03-06,484
2018-03-07,484
2018-03-08,484
2018-03-09,480
2018-03-10,480
2018-03-11,480
2018-03-12,485
2018-03-13,485
2018-03-14,485
2018-03-15,488
2018-03-16,488
2018-03-17,488
2018-03-18,493
2018-03-20,493
2018-03-21,493
2018-03-23,493
2018-03-24,489
2018-03-25,489
2018-03-26,489
2018-03-27,478
2018-03-28,478
2018-03-29,478
2018-03-30,472
2018-03-31,472
2018-04-01,472
2018-04-02,477
2018-04-03,477
2018-04-04,477
2018-04-05,477
2018-04-06,478
2018-04-07,478
2018-04-08,478
2018-04-09,495
2018-04-10,495
2018-04-11,495
2018-04-12,495
2018-04-13,497
2018-04-14,497
2018-04-15,497
2018-04-16,473
2018-04-17,473
2018-04-18,473
2018-04-19,450
2018-04-20,450
2018-04-21,450
2018-04-22,453
2018-04-23,453
2018-04-24,453
2018-04-25,453
2018-04-26,461
2018-04-27,461
2018-04-28,461
2018-04-29,441
2018-04-30,441
2018-05-01,441
2018-05-02,441
2018-05-03,441
2018-05-04,431
2018-05-05,431
2018-05-06,431
2018-05-07,437
2018-05-08,437
2018-05-09,437
2018-05-10,443
2018-05-11,443
2018-05-12,443
2018-05-13,452
2018-05-14,452
2018-05-15,452
2018-05-16,465
2018-05-17,465
2018-05-18,465
2018-05-19,473
2018-05-20,473
2018-05-21,473
2018-05-22,473
2018-05-23,468
2018-05-24,468
2018-05-25,468
2018-05-26,468
2018-05-27,463
2018-05-28,463
2018-05-29,463
2018-05-30,442
2018-05-31,442
2018-06-01,442
2018-06-02,453
2018-06-03,453
2018-06-04,453
2018-06-05,453
2018-06-06,449
2018-06-07,449
2018-06-08,449
2018-06-09,449
2018-06-10,453
2018-06-11,453
2018-06-12,453
2018-06-13,453
2018-06-14,453
2018-06-15,453
2018-06-16,453
2018-06-17,460
2018-06-18,460
2018-06-19,460
2018-06-20,460
2018-06-21,445
2018-06-22,445
2018-06-23,445
2018-06-24,445
2018-06-25,439
2018-06-26,439
2018-06-27,439
2018-06-28,439
2018-06-29,446
2018-06-30,446
2018-07-01,446
2018-07-02,446
2018-07-03,424
2018-07-04,424
2018-07-05,424
2018-07-06,403
2018-07-07,403
2018-07-08,403
2018-07-09,393
2018-07-10,393
2018-07-11,393
2018-07-12,393
2018-07-13,393
2018-07-14,393
2018-07-15,393
2018-07-16,393
2018-07-17,396
2018-07-18,396
2018-07-19,396
2018-07-20,388
2018-07-21,388
2018-07-22,396
2018-07-23,396
2018-07-24,386
2018-07-25,386
2018-07-26,398
2018-07-27,398
2018-07-28,403
2018-07-29,403
2018-07-30,421
2018-07-31,421
2018-08-01,431
2018-08-02,431
2018-08-03,445
2018-08-04,445
2018-08-05,437
2018-08-06,437
2018-08-07,437
2018-08-08,453
2018-08-09,453
2018-08-10,453
2018-08-11,456
2018-08-12,456
2018-08-14,456
2018-08-16,454
2018-08-17,454
2018-08-18,450
2018-08-19,450
2018-08-20,447
2018-08-21,447
2018-08-22,447
2018-08-23,460
2018-08-24,460
2018-08-25,472
2018-08-26,472
2018-08-27,477
2018-08-28,477
2018-08-29,477
2018-08-30,477
2018-08-31,458
2018-09-01,458
2018-09-02,465
2018-09-03,465
2018-09-04,475
2018-09-05,475
2018-09-06,475
2018-09-07,467
2018-09-08,467
2018-09-09,451
2018-09-10,451
2018-09-11,451
2018-09-12,439
2018-09-13,439
2018-09-14,438
2018-09-15,438
2018-09-16,420
2018-09-17,420
2018-09-18,402
2018-09-19,402
2018-09-20,402
2018-09-21,399
2018-09-22,399
2018-09-23,396
2018-09-24,396
2018-09-25,396
2018-09-26,401
2018-09-27,401
2018-09-28,401
2018-09-29,403
2018-09-30,403
2018-10-01,403
2018-10-02,405
2018-10-03,405
2018-10-04,405
2018-10-05,400
2018-10-06,400
2018-10-07,385
2018-10-08,385
2018-10-09,385
2018-10-10,377
2018-10-11,377
2018-10-12,377
2018-10-13,374
2018-10-14,374
2018-10-15,374
2018-10-16,370
2018-10-17,370
2018-10-18,370
2018-10-19,361
2018-10-20,361
2018-10-21,361
2018-10-22,344
2018-10-23,344
2018-10-24,344
2018-10-25,333
2018-10-26,333
2018-10-27,333
2018-10-28,322
2018-10-29,322
2018-10-30,322
2018-10-31,324
2018-11-01,324
2018-11-03,329
2018-11-04,346
2018-11-05,363
2018-11-06,363
2018-11-07,381
2018-11-08,381
2018-11-09,401
2018-11-10,422
2018-11-11,422
2018-11-12,444
2018-11-13,444
2018-11-14,467
2018-11-15,490
2018-11-16,509
2018-11-17,509
2018-11-18,529
2018-11-19,529
2018-11-20,549
2018-11-21,549
2018-11-22,561
2018-11-23,561
2018-11-24,556
2018-11-25,559
2018-11-26,559
2018-11-27,560
2018-11-28,560
2018-11-29,567
2018-12-01,561
2018-12-02,568
2018-12-03,568
2018-12-04,587
2018-12-05,598
2018-12-07,608
2018-12-09,618
2018-12-10,611
2018-12-11,611
2018-12-12,599
2018-12-13,599
2018-12-14,600
2018-12-15,600
2018-12-16,612
2018-12-17,612
2018-12-18,620
2018-12-19,620
2018-12-20,618
2018-12-21,618
2018-12-22,640
2018-12-23,662
2018-12-24,662
2018-12-25,687
2018-12-26,687
2018-12-27,691
2018-12-28,691
2018-12-29,677
2018-12-30,677
2018-12-31,686
2019-01-01,686
2019-01-02,678
2019-01-03,678
2019-01-04,662
2019-01-05,648
2019-01-06,653
2019-01-08,640
2019-01-10,631
2019-01-11,631
2019-01-12,625
2019-01-13,625
2019-01-14,620
2019-01-15,620
2019-01-16,607
2019-01-17,607
2019-01-18,581
2019-01-19,581
2019-01-20,598
2019-01-21,598
2019-01-22,617
2019-01-23,617
2019-01-24,623
2019-01-25,623
2019-01-26,613
2019-01-27,613
2019-01-28,619
2019-01-29,619
2019-01-30,640
2019-01-31,640
2019-02-01,633
2019-02-02,633
2019-02-03,657
2019-02-04,657
2019-02-05,662
2019-02-06,662
2019-02-07,668
2019-02-08,668
2019-02-09,669
2019-02-10,669
2019-02-11,670
2019-02-12,670
2019-02-13,680
2019-02-14,680
2019-02-15,698
2019-02-16,698
2019-02-17,685
2019-02-18,685
2019-02-19,689
2019-02-20,689
2019-02-21,688
2019-02-22,688
2019-02-23,674
2019-02-24,674
2019-02-25,651
2019-02-26,651
2019-02-27,650
2019-02-28,650
2019-03-01,640
2019-03-02,640
2019-03-03,611
2019-03-04,582
2019-03-05,582
2019-03-06,552
2019-03-07,552
2019-03-08,534
2019-03-09,534
2019-03-10,507
2019-03-11,507
2019-03-12,481
2019-03-13,481
2019-03-14,456
2019-03-15,456
2019-03-16,439
2019-03-17,421
2019-03-18,421
2019-03-19,421
2019-03-20,404
2019-03-21,413
2019-03-22,413
2019-03-23,401
2019-03-24,401
2019-03-25,401
2019-03-26,385
2019-03-27,385
2019-03-28,368
2019-03-29,368
2019-03-30,350
2019-03-31,350
2019-04-01,336
2019-04-02,336
2019-04-03,333
2019-04-04,333
2019-04-05,326
2019-04-06,326
2019-04-07,314
2019-04-08,314
2019-04-09,304
2019-04-10,304
2019-04-11,307
2019-04-12,307
2019-04-13,298
2019-04-14,298
2019-04-15,292
2019-04-16,292
2019-04-17,282
2019-04-18,282
2019-04-19,284
2019-04-20,284
2019-04-21,279
2019-04-22,279
2019-04-23,273
2019-04-24,273
2019-04-25,273
2019-04-26,282
2019-04-27,282
2019-04-28,282
2019-04-29,280
2019-04-30,280
2019-05-01,280
2019-05-02,268
2019-05-03,268
2019-05-04,259
2019-05-05,259
2019-05-06,259
2019-05-07,248
2019-05-08,248
2019-05-09,248
2019-05-10,239
2019-05-11,239
2019-05-12,239
2019-05-13,231
2019-05-14,231
2019-05-15,231
2019-05-16,229
2019-05-17,229
2019-05-18,220
2019-05-19,220
2019-05-20,214
2019-05-21,214
2019-05-22,214
2019-05-23,207
2019-05-24,207
2019-05-25,206
2019-05-26,206
2019-05-27,213
2019-05-28,213
2019-05-29,203
2019-05-30,203
2019-05-31,203
2019-06-01,207
2019-06-02,207
2019-06-03,207
2019-06-04,212
2019-06-05,212
2019-06-06,212
2019-06-07,213
2019-06-08,213
2019-06-09,214
