date_obj,Bronze%20pickaxe price
2015-08-13,23
2015-08-14,23
2015-08-15,23
2015-08-16,22
2015-08-17,23
2015-08-18,24
2015-08-19,24
2015-08-20,24
2015-08-21,25
2015-08-22,26
2015-08-23,28
2015-08-24,28
2015-08-25,28
2015-08-26,28
2015-08-27,28
2015-08-28,27
2015-08-29,26
2015-08-30,26
2015-08-31,27
2015-09-01,28
2015-09-02,28
2015-09-03,30
2015-09-04,32
2015-09-05,32
2015-09-06,32
2015-09-07,32
2015-09-08,33
2015-09-09,34
2015-09-10,34
2015-09-11,34
2015-09-12,34
2015-09-13,35
2015-09-14,35
2015-09-15,36
2015-09-16,36
2015-09-17,35
2015-09-18,35
2015-09-19,36
2015-09-20,37
2015-09-21,37
2015-09-22,37
2015-09-23,36
2015-09-24,36
2015-09-25,35
2015-09-27,34
2015-09-28,33
2015-09-29,33
2015-09-30,34
2015-10-05,36
2015-10-06,35
2015-10-07,35
2015-10-08,36
2015-10-09,37
2015-10-10,37
2015-10-11,37
2015-10-12,38
2015-10-13,38
2015-10-14,37
2015-10-15,38
2015-10-16,37
2015-10-17,37
2015-10-18,37
2015-10-19,38
2015-10-20,39
2015-10-22,40
2015-10-23,41
2015-10-24,41
2015-10-25,42
2015-10-26,41
2015-10-27,41
2015-10-29,41
2015-10-30,41
2015-10-31,42
2015-11-01,42
2015-11-02,43
2015-11-03,45
2015-11-04,45
2015-11-05,47
2015-11-06,47
2015-11-07,48
2015-11-08,48
2015-11-09,50
2015-11-10,50
2015-11-11,51
2015-11-12,51
2015-11-13,51
2015-11-14,50
2015-11-15,50
2015-11-16,50
2015-11-17,49
2015-11-18,49
2015-11-19,50
2015-11-20,48
2015-11-21,48
2015-11-22,49
2015-11-23,49
2015-11-24,51
2015-11-25,52
2015-11-26,52
2015-11-27,53
2015-11-28,54
2015-11-29,54
2015-11-30,53
2015-12-01,53
2015-12-02,51
2015-12-03,49
2015-12-04,49
2015-12-05,48
2015-12-06,48
2015-12-07,49
2015-12-08,51
2015-12-09,53
2015-12-10,53
2015-12-11,55
2015-12-12,56
2015-12-13,55
2015-12-14,55
2015-12-15,52
2015-12-16,51
2015-12-17,51
2015-12-18,52
2015-12-19,54
2015-12-20,53
2015-12-21,52
2015-12-22,53
2015-12-23,53
2015-12-24,54
2015-12-25,55
2015-12-26,54
2015-12-27,54
2015-12-28,53
2015-12-29,52
2015-12-30,49
2015-12-31,51
2016-01-01,51
2016-01-02,50
2016-01-03,53
2016-01-04,56
2016-01-05,58
2016-01-06,61
2016-01-07,64
2016-01-08,66
2016-01-09,66
2016-01-10,66
2016-01-11,69
2016-01-12,67
2016-01-13,66
2016-01-14,68
2016-01-15,68
2016-01-16,68
2016-01-17,69
2016-01-18,72
2016-01-19,74
2016-01-20,76
2016-01-21,80
2016-01-22,81
2016-01-23,81
2016-01-24,80
2016-01-25,80
2016-01-26,81
2016-01-27,83
2016-01-28,83
2016-01-29,84
2016-01-30,84
2016-01-31,83
2016-02-01,78
2016-02-02,75
2016-02-03,71
2016-02-04,67
2016-02-05,63
2016-02-06,62
2016-02-07,59
2016-02-08,57
2016-02-09,57
2016-02-10,56
2016-02-11,54
2016-02-12,53
2016-02-13,52
2016-02-14,52
2016-02-15,51
2016-02-16,50
2016-02-17,49
2016-02-18,48
2016-02-19,48
2016-02-20,48
2016-02-21,45
2016-02-22,45
2016-02-23,43
2016-02-24,41
2016-02-25,38
2016-02-26,36
2016-02-27,35
2016-02-28,35
2016-02-29,36
2016-03-01,36
2016-03-02,37
2016-03-03,38
2016-03-04,39
2016-03-05,38
2016-03-06,37
2016-03-07,37
2016-03-08,38
2016-03-09,40
2016-03-10,41
2016-03-11,42
2016-03-12,43
2016-03-13,43
2016-03-14,44
2016-03-15,46
2016-03-16,48
2016-03-17,50
2016-03-18,51
2016-03-19,51
2016-03-20,53
2016-03-21,55
2016-03-22,57
2016-03-23,58
2016-03-24,59
2016-03-25,59
2016-03-26,61
2016-03-27,65
2016-03-28,67
2016-03-29,66
2016-03-30,66
2016-03-31,69
2016-04-01,73
2016-04-02,74
2016-04-03,75
2016-04-04,77
2016-04-05,79
2016-04-06,82
2016-04-07,84
2016-04-08,81
2016-04-09,79
2016-04-10,78
2016-04-11,78
2016-04-12,78
2016-04-13,81
2016-04-14,80
2016-04-15,81
2016-04-16,79
2016-04-17,80
2016-04-18,80
2016-04-19,80
2016-04-20,80
2016-04-21,79
2016-04-22,79
2016-04-23,78
2016-04-24,76
2016-04-25,79
2016-04-26,80
2016-04-27,81
2016-04-28,81
2016-04-29,78
2016-04-30,78
2016-05-01,76
2016-05-02,74
2016-05-03,74
2016-05-04,74
2016-05-05,73
2016-05-06,73
2016-05-07,73
2016-05-08,74
2016-05-09,74
2016-05-10,73
2016-05-11,72
2016-05-12,71
2016-05-13,70
2016-05-14,71
2016-05-15,72
2016-05-16,71
2016-05-17,70
2016-05-18,72
2016-05-19,74
2016-05-22,80
2016-05-23,81
2016-05-24,77
2016-05-25,76
2016-05-26,74
2016-05-27,75
2016-05-28,76
2016-05-29,74
2016-05-30,74
2016-05-31,75
2016-06-01,76
2016-06-02,77
2016-06-03,77
2016-06-04,78
2016-06-05,78
2016-06-06,79
2016-06-07,79
2016-06-08,76
2016-06-09,78
2016-06-10,77
2016-06-11,75
2016-06-12,72
2016-06-13,70
2016-06-14,69
2016-06-15,73
2016-06-16,76
2016-06-17,78
2016-06-18,80
2016-06-19,82
2016-06-20,85
2016-06-21,87
2016-06-22,90
2016-06-23,91
2016-06-24,92
2016-06-25,93
2016-06-26,93
2016-06-27,92
2016-06-28,91
2016-06-29,91
2016-06-30,90
2016-07-01,89
2016-07-02,87
2016-07-03,89
2016-07-04,91
2016-07-05,94
2016-07-06,96
2016-07-07,98
2016-07-08,95
2016-07-09,92
2016-07-10,91
2016-07-11,93
2016-07-12,89
2016-07-13,86
2016-07-14,83
2016-07-15,81
2016-07-16,79
2016-07-17,78
2016-07-18,77
2016-07-23,76
2016-07-24,76
2016-07-25,75
2016-07-26,75
2016-07-27,76
2016-07-28,79
2016-07-29,79
2016-07-30,79
2016-07-31,79
2016-08-01,81
2016-08-02,82
2016-08-03,84
2016-08-04,88
2016-08-05,88
2016-08-06,86
2016-08-07,84
2016-08-08,81
2016-08-09,85
2016-08-10,87
2016-08-11,87
2016-08-12,87
2016-08-13,85
2016-08-14,84
2016-08-15,82
2016-08-16,80
2016-08-17,82
2016-08-18,82
2016-08-19,86
2016-08-20,86
2016-08-21,85
2016-08-22,86
2016-08-23,83
2016-08-24,80
2016-08-25,79
2016-08-26,79
2016-08-28,80
2016-08-31,82
2016-09-01,83
2016-09-02,83
2016-09-03,84
2016-09-04,83
2016-09-05,82
2016-09-06,82
2016-09-07,86
2016-09-08,86
2016-09-09,86
2016-09-10,89
2016-09-11,89
2016-09-12,91
2016-09-13,93
2016-09-14,93
2016-09-15,94
2016-09-16,94
2016-09-17,92
2016-09-18,90
2016-09-19,87
2016-09-20,87
2016-09-21,84
2016-09-22,83
2016-09-23,81
2016-09-24,81
2016-09-25,80
2016-09-26,80
2016-09-27,78
2016-09-28,77
2016-09-29,77
2016-09-30,78
2016-10-01,75
2016-10-02,75
2016-10-03,74
2016-10-04,75
2016-10-05,78
2016-10-06,79
2016-10-07,79
2016-10-08,79
2016-10-09,79
2016-10-10,80
2016-10-11,83
2016-10-12,83
2016-10-13,83
2016-10-14,85
2016-10-15,85
2016-10-16,87
2016-10-17,89
2016-10-18,90
2016-10-19,94
2016-10-20,93
2016-10-21,95
2016-10-22,95
2016-10-23,94
2016-10-24,91
2016-10-25,91
2016-10-26,94
2016-10-27,94
2016-10-28,94
2016-10-29,95
2016-10-30,91
2016-10-31,89
2016-11-01,89
2016-11-02,90
2016-11-03,90
2016-11-04,92
2016-11-05,92
2016-11-06,91
2016-11-07,94
2016-11-08,97
2016-11-09,97
2016-11-10,96
2016-11-11,92
2016-11-12,91
2016-11-13,88
2016-11-14,85
2016-11-15,80
2016-12-07,75
2016-12-08,74
2016-12-09,74
2016-12-10,71
2016-12-11,70
2016-12-12,70
2016-12-13,70
2016-12-14,69
2016-12-15,69
2016-12-16,71
2016-12-17,71
2016-12-18,74
2016-12-19,77
2016-12-20,77
2016-12-21,78
2016-12-22,78
2016-12-23,79
2016-12-24,76
2016-12-25,72
2016-12-26,68
2016-12-27,64
2016-12-28,62
2016-12-29,63
2016-12-30,64
2016-12-31,62
2017-01-01,61
2017-01-02,60
2017-01-03,59
2017-01-04,57
2017-01-05,56
2017-01-06,54
2017-01-07,53
2017-01-08,55
2017-01-09,53
2017-01-10,52
2017-01-11,52
2017-01-12,50
2017-01-13,50
2017-01-14,50
2017-01-15,49
2017-01-16,48
2017-01-17,49
2017-01-18,50
2017-01-19,51
2017-01-20,54
2017-01-21,56
2017-01-22,58
2017-01-23,60
2017-01-27,59
2017-01-28,58
2017-01-29,56
2017-01-30,54
2017-01-31,54
2017-02-01,56
2017-02-02,59
2017-02-03,61
2017-02-04,60
2017-02-05,60
2017-02-06,58
2017-02-07,60
2017-02-08,62
2017-02-09,62
2017-02-10,65
2017-02-11,63
2017-02-12,62
2017-02-13,62
2017-02-14,61
2017-02-15,60
2017-02-16,57
2017-02-18,55
2017-02-19,52
2017-02-20,52
2017-02-21,52
2017-02-22,52
2017-02-23,53
2017-02-24,53
2017-02-25,52
2017-02-26,50
2017-02-27,47
2017-02-28,45
2017-03-01,44
2017-03-02,43
2017-03-03,42
2017-03-04,40
2017-03-05,38
2017-03-06,38
2017-03-07,38
2017-03-08,38
2017-03-09,39
2017-03-10,41
2017-03-11,43
2017-03-12,45
2017-03-13,46
2017-03-14,47
2017-03-15,47
2017-03-16,47
2017-03-17,48
2017-03-18,48
2017-03-19,48
2017-03-20,50
2017-03-21,48
2017-03-22,46
2017-03-23,46
2017-03-24,45
2017-03-25,45
2017-03-26,44
2017-03-27,45
2017-03-28,46
2017-03-29,46
2017-03-30,45
2017-03-31,43
2017-04-01,41
2017-04-02,39
2017-04-03,40
2017-04-04,40
2017-04-12,48
2017-04-13,49
2017-04-14,51
2017-04-15,52
2017-04-16,53
2017-04-17,53
2017-04-18,53
2017-04-19,53
2017-04-20,53
2017-04-21,51
2017-04-22,50
2017-04-23,52
2017-04-24,53
2017-04-25,53
2017-04-26,50
2017-04-27,48
2017-04-28,47
2017-04-29,47
2017-04-30,48
2017-05-01,48
2017-05-02,50
2017-05-03,52
2017-05-04,54
2017-05-05,55
2017-05-06,56
2017-05-07,56
2017-05-08,59
2017-05-09,62
2017-05-10,66
2017-05-11,68
2017-05-12,71
2017-05-13,75
2017-05-14,77
2017-05-15,79
2017-05-16,81
2017-05-17,83
2017-05-18,86
2017-05-19,87
2017-05-20,87
2017-05-21,87
2017-05-22,86
2017-05-23,88
2017-05-24,89
2017-05-25,87
2017-05-26,85
2017-05-27,85
2017-05-28,87
2017-05-29,87
2017-05-30,88
2017-05-31,88
2017-06-01,87
2017-06-02,84
2017-06-03,82
2017-06-04,83
2017-06-05,81
2017-06-06,81
2017-06-07,84
2017-06-08,87
2017-06-09,88
2017-06-10,88
2017-06-11,88
2017-06-12,87
2017-06-13,89
2017-06-14,88
2017-06-15,91
2017-06-16,89
2017-06-17,90
2017-06-18,90
2017-06-19,90
2017-06-20,92
2017-06-21,94
2017-06-22,94
2017-06-23,95
2017-06-24,95
2017-06-25,93
2017-06-26,93
2017-06-27,94
2017-06-28,97
2017-06-29,98
2017-06-30,100
2017-07-01,100
2017-07-02,101
2017-07-03,103
2017-07-04,105
2017-07-05,105
2017-07-06,107
2017-07-07,110
2017-07-08,108
2017-07-13,97
2017-07-14,98
2017-07-15,94
2017-07-16,95
2017-07-17,98
2017-07-18,99
2017-07-19,95
2017-07-20,93
2017-07-21,94
2017-07-22,91
2017-07-23,88
2017-07-24,89
2017-07-25,90
2017-07-26,93
2017-07-27,94
2017-07-28,93
2017-07-29,91
2017-07-30,91
2017-07-31,88
2017-08-01,86
2017-08-02,86
2017-08-03,87
2017-08-04,84
2017-08-05,87
2017-08-06,89
2017-08-09,89
2017-08-10,88
2017-08-11,90
2017-08-12,92
2017-08-13,93
2017-08-14,92
2017-08-15,93
2017-08-16,93
2017-08-17,96
2017-08-18,98
2017-08-19,101
2017-08-20,105
2017-08-21,104
2017-08-22,104
2017-08-23,103
2017-08-24,103
2017-08-25,98
2017-08-26,97
2017-08-27,97
2017-08-28,99
2017-08-29,100
2017-08-30,102
2017-08-31,102
2017-09-01,98
2017-09-02,94
2017-09-03,90
2017-09-04,89
2017-09-05,90
2017-09-06,92
2017-09-07,91
2017-09-08,90
2017-09-09,89
2017-09-10,88
2017-09-11,83
2017-09-12,83
2017-09-13,82
2017-09-14,83
2017-09-15,83
2017-09-16,81
2017-09-17,82
2017-09-18,84
2017-09-19,85
2017-09-20,84
2017-09-21,88
2017-09-22,90
2017-09-23,93
2017-09-24,90
2017-09-25,87
2017-09-26,84
2017-09-27,86
2017-09-28,83
2017-09-29,81
2017-09-30,80
2017-10-01,79
2017-10-02,80
2017-10-03,81
2017-10-04,81
2017-10-05,80
2017-10-06,78
2017-10-07,76
2017-10-08,74
2017-10-09,74
2017-10-10,76
2017-10-11,76
2017-10-12,77
2017-10-13,77
2017-10-14,78
2017-10-15,74
2017-10-16,77
2017-10-17,77
2017-10-18,76
2017-10-19,78
2017-10-20,79
2017-10-21,78
2017-10-22,80
2017-10-23,78
2017-10-24,78
2017-10-25,80
2017-10-26,80
2017-10-27,80
2017-10-28,80
2017-10-29,82
2017-10-30,87
2017-10-31,92
2017-11-01,95
2017-11-02,97
2017-11-03,100
2017-11-04,101
2017-11-05,97
2017-11-06,94
2017-11-07,92
2017-11-08,89
2017-11-09,87
2017-11-10,85
2017-11-11,83
2017-11-12,81
2017-11-13,79
2017-11-14,81
2017-11-15,82
2017-11-16,84
2017-11-17,86
2017-11-18,86
2017-11-19,86
2017-11-20,84
2017-11-21,80
2017-11-22,78
2017-11-23,76
2017-11-24,77
2017-11-25,77
2017-11-26,76
2017-11-27,76
2017-11-28,77
2017-11-29,78
2017-11-30,77
2017-12-01,77
2017-12-02,76
2017-12-03,76
2017-12-04,74
2017-12-05,73
2017-12-06,73
2017-12-07,72
2017-12-08,74
2017-12-09,73
2017-12-10,74
2017-12-11,74
2017-12-12,73
2017-12-13,72
2017-12-14,72
2017-12-15,74
2017-12-16,75
2017-12-17,73
2017-12-18,70
2017-12-19,70
2017-12-20,72
2017-12-21,75
2017-12-22,76
2017-12-23,77
2017-12-24,77
2017-12-25,77
2017-12-26,77
2017-12-27,76
2017-12-28,75
2017-12-29,75
2017-12-30,75
2017-12-31,75
2018-01-01,76
2018-01-02,76
2018-01-03,77
2018-01-04,75
2018-01-05,73
2018-01-06,72
2018-01-07,74
2018-01-08,73
2018-01-09,73
2018-01-10,72
2018-01-11,70
2018-01-12,68
2018-01-13,67
2018-01-14,65
2018-01-15,62
2018-01-16,60
2018-01-17,59
2018-01-18,58
2018-01-19,57
2018-01-20,56
2018-01-21,56
2018-01-22,55
2018-01-23,53
2018-01-24,53
2018-01-25,54
2018-01-26,55
2018-01-27,56
2018-01-28,58
2018-01-29,59
2018-01-30,60
2018-01-31,62
2018-02-01,63
2018-02-02,62
2018-02-03,60
2018-02-04,60
2018-02-05,61
2018-02-06,63
2018-02-07,63
2018-02-08,65
2018-02-09,62
2018-02-10,60
2018-02-11,58
2018-02-12,60
2018-02-13,62
2018-02-14,64
2018-02-15,64
2018-02-16,65
2018-02-17,66
2018-02-18,66
2018-02-19,65
2018-02-20,65
2018-02-21,63
2018-02-22,61
2018-02-23,60
2018-02-24,58
2018-02-25,58
2018-02-26,57
2018-02-27,56
2018-02-28,55
2018-03-01,55
2018-03-02,54
2018-03-03,53
2018-03-04,52
2018-03-05,52
2018-03-06,51
2018-03-07,49
2018-03-08,48
2018-03-09,47
2018-03-10,46
2018-03-11,43
2018-03-12,41
2018-03-13,38
2018-03-14,36
2018-03-15,35
2018-03-16,34
2018-03-17,32
2018-03-18,30
2018-03-19,29
2018-03-20,28
2018-03-21,28
2018-03-23,28
2018-03-24,28
2018-03-25,27
2018-03-26,26
2018-03-27,27
2018-03-28,28
2018-03-29,30
2018-03-30,32
2018-03-31,34
2018-04-01,35
2018-04-02,37
2018-04-03,38
2018-04-04,40
2018-04-05,41
2018-04-06,44
2018-04-07,46
2018-04-08,48
2018-04-09,51
2018-04-10,53
2018-04-11,53
2018-04-12,54
2018-04-13,56
2018-04-14,57
2018-04-15,59
2018-04-16,62
2018-04-17,65
2018-04-18,67
2018-04-19,66
2018-04-20,66
2018-04-21,63
2018-04-22,61
2018-04-23,62
2018-04-24,61
2018-04-25,60
2018-04-26,62
2018-04-27,64
2018-04-28,64
2018-04-29,60
2018-04-30,60
2018-05-01,60
2018-05-02,60
2018-05-03,59
2018-05-04,59
2018-05-05,56
2018-05-06,53
2018-05-07,51
2018-05-08,49
2018-05-09,49
2018-05-10,49
2018-05-11,49
2018-05-12,50
2018-05-13,51
2018-05-14,49
2018-05-15,48
2018-05-16,49
2018-05-17,49
2018-05-18,50
2018-05-19,52
2018-05-20,51
2018-05-21,52
2018-05-22,52
2018-05-23,53
2018-05-24,54
2018-05-25,51
2018-05-26,50
2018-05-27,49
2018-05-28,48
2018-05-29,47
2018-05-30,47
2018-05-31,47
2018-06-01,46
2018-06-02,45
2018-06-03,45
2018-06-04,45
2018-06-05,43
2018-06-06,42
2018-06-07,39
2018-06-08,37
2018-06-09,37
2018-06-10,37
2018-06-11,35
2018-06-12,35
2018-06-13,35
2018-06-14,36
2018-06-15,37
2018-06-16,38
2018-06-17,36
2018-06-18,36
2018-06-19,36
2018-06-20,36
2018-06-21,37
2018-06-22,38
2018-06-23,39
2018-06-24,39
2018-06-25,38
2018-06-26,36
2018-06-27,35
2018-06-28,34
2018-06-29,34
2018-06-30,34
2018-07-01,33
2018-07-02,32
2018-07-03,33
2018-07-04,32
2018-07-05,33
2018-07-06,33
2018-07-07,33
2018-07-08,32
2018-07-09,31
2018-07-10,31
2018-07-11,31
2018-07-12,30
2018-07-13,30
2018-07-14,31
2018-07-15,32
2018-07-16,32
2018-07-17,32
2018-07-18,32
2018-07-19,32
2018-07-20,30
2018-07-21,29
2018-07-22,28
2018-07-23,27
2018-07-24,29
2018-07-25,29
2018-07-26,29
2018-07-27,29
2018-07-28,29
2018-07-29,28
2018-07-30,27
2018-07-31,27
2018-08-01,28
2018-08-02,29
2018-08-03,28
2018-08-04,30
2018-08-05,29
2018-08-06,28
2018-08-07,27
2018-08-08,27
2018-08-09,27
2018-08-10,27
2018-08-11,27
2018-08-12,27
2018-08-14,29
2018-08-16,29
2018-08-17,29
2018-08-18,28
2018-08-19,27
2018-08-20,27
2018-08-21,27
2018-08-22,29
2018-08-23,31
2018-08-24,32
2018-08-25,32
2018-08-26,31
2018-08-27,32
2018-08-28,33
2018-08-29,33
2018-08-30,32
2018-08-31,33
2018-09-01,33
2018-09-02,32
2018-09-03,32
2018-09-04,33
2018-09-05,33
2018-09-06,33
2018-09-07,34
2018-09-08,34
2018-09-09,35
2018-09-10,37
2018-09-11,38
2018-09-12,38
2018-09-13,40
2018-09-14,42
2018-09-15,44
2018-09-16,46
2018-09-17,47
2018-09-18,49
2018-09-19,51
2018-09-20,54
2018-09-21,56
2018-09-22,58
2018-09-23,59
2018-09-24,59
2018-09-25,59
2018-09-26,58
2018-09-27,59
2018-09-28,61
2018-09-29,63
2018-09-30,65
2018-10-01,65
2018-10-02,61
2018-10-03,60
2018-10-04,60
2018-10-05,62
2018-10-06,64
2018-10-07,65
2018-10-08,65
2018-10-09,66
2018-10-10,68
2018-10-11,71
2018-10-12,73
2018-10-13,75
2018-10-14,71
2018-10-15,67
2018-10-16,63
2018-10-17,64
2018-10-18,64
2018-10-19,66
2018-10-20,65
2018-10-21,67
2018-10-22,71
2018-10-23,71
2018-10-24,73
2018-10-25,72
2018-10-26,75
2018-10-27,78
2018-10-28,77
2018-10-29,74
2018-10-30,74
2018-10-31,76
2018-11-01,76
2018-11-03,74
2018-11-04,72
2018-11-05,73
2018-11-06,75
2018-11-07,77
2018-11-08,80
2018-11-09,82
2018-11-10,86
2018-11-11,87
2018-11-12,91
2018-11-13,94
2018-11-15,96
2018-11-16,96
2018-11-17,97
2018-11-18,97
2018-11-19,95
2018-11-20,94
2018-11-21,91
2018-11-22,89
2018-11-23,84
2018-11-24,79
2018-11-25,75
2018-11-26,71
2018-11-27,68
2018-11-28,66
2018-11-29,66
2018-12-01,67
2018-12-02,66
2018-12-03,67
2018-12-04,69
2018-12-05,70
2018-12-07,67
2018-12-09,68
2018-12-10,69
2018-12-11,70
2018-12-12,71
2018-12-13,73
2018-12-14,73
2018-12-15,71
2018-12-16,70
2018-12-17,68
2018-12-18,67
2018-12-19,67
2018-12-20,65
2018-12-21,67
2018-12-22,67
2018-12-23,66
2018-12-24,66
2018-12-25,65
2018-12-26,64
2018-12-27,63
2018-12-28,63
2018-12-29,65
2018-12-30,65
2018-12-31,67
2019-01-01,66
2019-01-02,67
2019-01-03,67
2019-01-04,67
2019-01-05,67
2019-01-06,68
2019-01-08,68
2019-01-10,72
2019-01-11,73
2019-01-12,73
2019-01-13,73
2019-01-14,74
2019-01-15,75
2019-01-16,75
2019-01-17,76
2019-01-18,79
2019-01-19,80
2019-01-20,78
2019-01-21,77
2019-01-22,78
2019-01-23,78
2019-01-24,78
2019-01-25,78
2019-01-26,79
2019-01-27,80
2019-01-28,82
2019-01-29,84
2019-01-30,85
2019-01-31,87
2019-02-01,90
2019-02-02,93
2019-02-03,94
2019-02-04,96
2019-02-05,98
2019-02-06,99
2019-02-07,100
2019-02-08,101
2019-02-09,100
2019-02-10,101
2019-02-11,103
2019-02-12,107
2019-02-13,108
2019-02-14,109
2019-02-15,107
2019-02-16,101
2019-02-17,95
2019-02-18,93
2019-02-19,90
2019-02-20,89
2019-02-21,89
2019-02-22,88
2019-02-23,84
2019-02-24,85
2019-02-25,88
2019-02-26,90
2019-02-27,90
2019-02-28,87
2019-03-01,84
2019-03-02,81
2019-03-03,76
2019-03-04,74
2019-03-05,77
2019-03-06,76
2019-03-07,77
2019-03-08,78
2019-03-09,76
2019-03-10,75
2019-03-11,79
2019-03-12,83
2019-03-13,82
2019-03-14,78
2019-03-15,77
2019-03-16,80
2019-03-17,82
2019-03-18,86
2019-03-19,89
2019-03-20,92
2019-03-21,94
2019-03-22,90
2019-03-23,91
2019-03-24,92
2019-03-25,93
2019-03-26,95
2019-03-27,95
2019-03-28,96
2019-03-29,95
2019-03-30,92
2019-03-31,93
2019-04-01,96
2019-04-02,98
2019-04-03,100
2019-04-04,99
2019-04-05,99
2019-04-06,97
2019-04-07,98
2019-04-08,100
2019-04-09,101
2019-04-10,100
2019-04-11,100
2019-04-12,101
2019-04-13,101
2019-04-14,98
2019-04-15,100
2019-04-16,100
2019-04-17,100
2019-04-18,98
2019-04-19,94
2019-04-20,91
2019-04-21,89
2019-04-22,86
2019-04-23,87
2019-04-24,88
2019-04-25,91
2019-04-26,92
2019-04-27,94
2019-04-28,94
2019-04-29,92
2019-04-30,92
2019-05-01,88
2019-05-02,89
2019-05-03,92
2019-05-04,92
2019-05-05,91
2019-05-06,91
2019-05-07,93
2019-05-08,94
2019-05-09,95
2019-05-10,97
2019-05-11,99
2019-05-12,100
2019-05-13,98
2019-05-14,100
2019-05-15,101
2019-05-16,102
2019-05-17,104
2019-05-18,103
2019-05-19,105
2019-05-20,108
2019-05-21,107
2019-05-22,106
2019-05-23,108
2019-05-24,109
2019-05-25,108
2019-05-26,108
2019-05-27,110
2019-05-28,111
2019-05-29,110
2019-05-30,111
2019-05-31,110
2019-06-01,108
2019-06-02,108
2019-06-03,105
2019-06-04,102
2019-06-05,106
2019-06-06,108
2019-06-07,112
2019-06-08,109
2019-06-09,108
2019-06-10,109
2019-06-11,111
2019-06-12,111
2019-06-13,111
2019-06-14,111
2019-06-15,111
2019-06-16,107
2019-06-17,106
2019-06-18,103
2019-06-19,100
2019-06-20,97
2019-06-21,95
2019-06-22,93
2019-06-23,91
2019-06-24,91
2019-06-25,91
2019-06-26,93
2019-06-27,93
2019-06-28,91
2019-06-29,89
2019-06-30,87
2019-07-01,86
2019-07-02,85
2019-07-03,85
2019-07-04,84
2019-07-05,82
2019-07-06,81
2019-07-07,79
2019-07-08,78
2019-07-09,77
2019-07-10,77
2019-07-11,78
2019-07-12,79
2019-07-13,80
2019-07-14,82
2019-07-15,80
2019-07-16,80
2019-07-17,82
2019-07-18,85
2019-07-19,90
2019-07-20,89
2019-07-21,92
2019-07-22,97
2019-07-23,100
2019-07-24,102
2019-07-25,103
2019-07-26,101
2019-07-27,103
2019-07-28,106
2019-07-29,109
2019-07-30,110
2019-07-31,109
2019-08-01,111
2019-08-02,110
2019-08-03,110
2019-08-04,111
2019-08-05,113
2019-08-06,112
2019-08-07,110
2019-08-08,108
2019-08-09,106
2019-08-10,110
2019-08-11,112
2019-08-12,112
2019-08-13,113
2019-08-14,114
2019-08-15,115
2019-08-16,117
2019-08-17,117
2019-08-18,114
2019-08-19,114
2019-08-20,112
2019-08-21,111
2019-08-22,113
2019-08-23,114
2019-08-24,112
2019-08-24,112
2019-08-25,116
