date_obj,Red%20firelighter price
2015-09-20,32
2015-09-21,33
2015-09-22,33
2015-09-23,35
2015-09-24,35
2015-09-25,35
2015-09-27,36
2015-09-28,37
2015-09-29,37
2015-09-30,38
2015-10-05,41
2015-10-06,41
2015-10-07,41
2015-10-08,42
2015-10-09,42
2015-10-10,42
2015-10-11,42
2015-10-12,42
2015-10-13,42
2015-10-14,43
2015-10-15,43
2015-10-16,46
2015-10-17,46
2015-10-18,46
2015-10-19,49
2015-10-20,49
2015-10-22,47
2015-10-23,47
2015-10-24,45
2015-10-25,45
2015-10-26,47
2015-10-27,47
2015-10-29,49
2015-10-30,49
2015-10-31,49
2015-11-01,51
2015-11-02,51
2015-11-03,51
2015-11-04,51
2015-11-05,51
2015-11-06,51
2015-11-07,51
2015-11-08,51
2015-11-09,52
2015-11-10,52
2015-11-11,54
2015-11-12,54
2015-11-13,54
2015-11-14,54
2015-11-15,54
2015-11-16,53
2015-11-17,53
2015-11-18,53
2015-11-19,55
2015-11-20,55
2015-11-21,55
2015-11-22,58
2015-11-23,58
2015-11-24,58
2015-11-25,61
2015-11-26,61
2015-11-27,61
2015-11-28,65
2015-11-29,65
2015-11-30,69
2015-12-01,69
2015-12-02,69
2015-12-03,73
2015-12-04,73
2015-12-05,73
2015-12-06,75
2015-12-07,75
2015-12-08,75
2015-12-09,78
2015-12-10,78
2015-12-11,81
2015-12-12,81
2015-12-13,82
2015-12-14,82
2015-12-15,84
2015-12-16,84
2015-12-17,87
2015-12-18,87
2015-12-19,86
2015-12-20,86
2015-12-21,85
2015-12-22,85
2015-12-23,86
2015-12-24,86
2015-12-25,86
2015-12-26,87
2015-12-27,87
2015-12-28,87
2015-12-29,86
2015-12-30,86
2015-12-31,84
2016-01-01,84
2016-01-02,84
2016-01-03,83
2016-01-04,83
2016-01-05,82
2016-01-06,82
2016-01-07,81
2016-01-08,81
2016-01-09,76
2016-01-10,76
2016-01-11,72
2016-01-12,68
2016-01-13,68
2016-01-14,64
2016-01-15,64
2016-01-16,60
2016-01-17,60
2016-01-18,57
2016-01-19,57
2016-01-20,54
2016-01-21,54
2016-01-22,51
2016-01-23,51
2016-01-24,48
2016-01-25,45
2016-01-26,45
2016-01-27,42
2016-01-28,42
2016-01-29,40
2016-01-30,40
2016-01-31,39
2016-02-01,38
2016-02-02,38
2016-02-03,37
2016-02-04,37
2016-02-05,36
2016-02-06,36
2016-02-07,36
2016-02-08,36
2016-02-09,36
2016-02-10,36
2016-02-11,36
2016-02-12,37
2016-02-13,38
2016-02-14,38
2016-02-15,39
2016-02-16,39
2016-02-17,40
2016-02-18,40
2016-02-19,42
2016-02-20,42
2016-02-21,44
2016-02-22,44
2016-02-23,46
2016-02-24,46
2016-02-25,49
2016-02-26,49
2016-02-27,51
2016-02-28,51
2016-02-29,53
2016-03-01,53
2016-03-02,54
2016-03-03,54
2016-03-04,53
2016-03-05,53
2016-03-06,51
2016-03-07,51
2016-03-08,51
2016-03-09,51
2016-03-10,51
2016-03-11,51
2016-03-12,53
2016-03-13,53
2016-03-14,53
2016-03-15,53
2016-03-16,55
2016-03-17,55
2016-03-18,58
2016-03-19,58
2016-03-20,58
2016-03-21,58
2016-03-22,60
2016-03-23,60
2016-03-24,61
2016-03-25,61
2016-03-26,60
2016-03-27,60
2016-03-28,59
2016-03-29,59
2016-03-30,58
2016-03-31,58
2016-04-01,55
2016-04-02,52
2016-04-03,49
2016-04-04,48
2016-04-05,48
2016-04-06,48
2016-04-07,48
2016-04-08,51
2016-04-09,51
2016-04-10,54
2016-04-11,54
2016-04-12,57
2016-04-13,57
2016-04-14,60
2016-04-15,60
2016-04-16,63
2016-04-17,63
2016-04-18,65
2016-04-19,65
2016-04-20,69
2016-04-21,69
2016-04-22,67
2016-04-23,67
2016-04-24,70
2016-04-25,70
2016-04-26,70
2016-04-27,71
2016-04-28,71
2016-04-29,75
2016-04-30,77
2016-05-01,77
2016-05-02,80
2016-05-03,83
2016-05-04,83
2016-05-05,85
2016-05-06,85
2016-05-07,88
2016-05-08,88
2016-05-09,91
2016-05-10,95
2016-05-11,95
2016-05-12,99
2016-05-13,103
2016-05-14,103
2016-05-15,107
2016-05-16,107
2016-05-17,107
2016-05-18,110
2016-05-19,110
2016-05-22,116
2016-05-23,120
2016-05-24,123
2016-05-25,123
2016-05-26,125
2016-05-27,127
2016-05-28,127
2016-05-29,127
2016-05-30,127
2016-05-31,128
2016-06-01,132
2016-06-02,132
2016-06-03,136
2016-06-04,137
2016-06-05,137
2016-06-06,139
2016-06-07,139
2016-06-08,142
2016-06-09,144
2016-06-10,137
2016-06-11,137
2016-06-12,138
2016-06-13,138
2016-06-14,138
2016-06-15,138
2016-06-16,138
2016-06-17,140
2016-06-18,140
2016-06-19,141
2016-06-20,138
2016-06-21,138
2016-06-22,133
2016-06-23,127
2016-06-24,127
2016-06-25,123
2016-06-26,123
2016-06-27,119
2016-06-28,118
2016-06-29,118
2016-06-30,116
2016-07-01,116
2016-07-02,116
2016-07-03,113
2016-07-04,111
2016-07-05,111
2016-07-06,110
2016-07-07,105
2016-07-08,103
2016-07-09,104
2016-07-10,104
2016-07-11,107
2016-07-12,108
2016-07-13,110
2016-07-14,110
2016-07-15,110
2016-07-16,106
2016-07-17,101
2016-07-18,97
2016-07-23,95
2016-07-24,95
2016-07-25,94
2016-07-26,94
2016-07-27,91
2016-07-28,91
2016-07-29,90
2016-07-30,87
2016-07-31,87
2016-08-01,85
2016-08-02,83
2016-08-03,80
2016-08-04,80
2016-08-05,78
2016-08-06,79
2016-08-07,80
2016-08-08,80
2016-08-09,81
2016-08-10,80
2016-08-11,80
2016-08-12,79
2016-08-13,79
2016-08-14,79
2016-08-15,80
2016-08-16,80
2016-08-17,79
2016-08-18,79
2016-08-19,77
2016-08-20,77
2016-08-21,77
2016-08-22,76
2016-08-23,72
2016-08-24,72
2016-08-25,70
2016-08-26,70
2016-08-28,69
2016-08-31,63
2016-09-01,62
2016-09-02,62
2016-09-03,59
2016-09-04,59
2016-09-05,59
2016-09-06,59
2016-09-07,59
2016-09-08,59
2016-09-09,59
2016-09-10,58
2016-09-11,58
2016-09-12,57
2016-09-13,57
2016-09-14,57
2016-09-15,57
2016-09-16,55
2016-09-17,55
2016-09-18,54
2016-09-19,54
2016-09-20,53
2016-09-21,53
2016-09-22,52
2016-09-23,52
2016-09-24,52
2016-09-25,52
2016-09-26,52
2016-09-27,53
2016-09-28,53
2016-09-29,51
2016-09-30,49
2016-10-01,49
2016-10-02,47
2016-10-03,47
2016-10-04,46
2016-10-05,46
2016-10-06,45
2016-10-07,45
2016-10-08,45
2016-10-09,45
2016-10-10,43
2016-10-11,43
2016-10-12,41
2016-10-13,41
2016-10-14,39
2016-10-15,39
2016-10-16,39
2016-10-17,39
2016-10-18,39
2016-10-19,38
2016-10-20,38
2016-10-21,37
2016-10-22,37
2016-10-23,37
2016-10-24,37
2016-10-25,38
2016-10-26,40
2016-10-27,40
2016-10-28,40
2016-10-29,40
2016-10-30,40
2016-10-31,41
2016-11-01,41
2016-11-02,43
2016-11-03,43
2016-11-04,46
2016-11-05,46
2016-11-06,48
2016-11-07,48
2016-11-08,49
2016-11-09,49
2016-11-10,51
2016-11-11,51
2016-11-12,51
2016-11-13,51
2016-11-14,52
2016-12-08,72
2016-12-09,72
2016-12-10,74
2016-12-11,76
2016-12-12,76
2016-12-13,78
2016-12-14,79
2016-12-15,79
2016-12-16,79
2016-12-17,81
2016-12-18,81
2016-12-19,81
2016-12-20,78
2016-12-21,76
2016-12-22,76
2016-12-23,75
2016-12-24,75
2016-12-25,75
2016-12-26,75
2016-12-27,72
2016-12-28,71
2016-12-29,71
2016-12-30,71
2016-12-31,71
2017-01-01,70
2017-01-02,69
2017-01-03,69
2017-01-04,67
2017-01-05,67
2017-01-06,64
2017-01-07,62
2017-01-08,59
2017-01-09,58
2017-01-10,58
2017-01-11,57
2017-01-12,55
2017-01-13,55
2017-01-14,53
2017-01-15,52
2017-01-16,50
2017-01-17,48
2017-01-18,46
2017-01-19,46
2017-01-20,44
2017-01-21,42
2017-01-22,42
2017-01-27,35
2017-01-28,33
2017-01-29,31
2017-01-30,31
2017-01-31,29
2017-02-01,28
2017-02-02,28
2017-02-03,28
2017-02-04,30
2017-02-05,31
2017-02-06,31
2017-02-07,31
2017-02-08,32
2017-02-09,32
2017-02-10,32
2017-02-11,32
2017-02-12,32
2017-02-13,32
2017-02-14,32
2017-02-15,32
2017-02-16,32
2017-02-18,31
2017-02-19,32
2017-02-20,32
2017-02-21,32
2017-02-22,32
2017-02-23,32
2017-02-24,32
2017-02-25,32
2017-02-26,32
2017-02-27,32
2017-02-28,31
2017-03-01,31
2017-03-02,31
2017-03-03,31
2017-03-04,30
2017-03-05,30
2017-03-06,29
2017-03-07,29
2017-03-08,29
2017-03-09,29
2017-03-10,29
2017-03-11,29
2017-03-12,29
2017-03-13,29
2017-03-14,28
2017-03-15,29
2017-03-16,29
2017-03-17,30
2017-03-18,31
2017-03-19,31
2017-03-20,31
2017-03-21,32
2017-03-22,32
2017-03-23,32
2017-03-24,32
2017-03-25,32
2017-03-26,32
2017-03-27,33
2017-03-28,33
2017-03-29,33
2017-03-30,33
2017-03-31,32
2017-04-01,32
2017-04-02,30
2017-04-03,28
2017-04-04,27
2017-04-12,23
2017-04-13,25
2017-04-14,25
2017-04-15,25
2017-04-16,26
2017-04-17,26
2017-04-18,26
2017-04-19,27
2017-04-20,27
2017-04-21,27
2017-04-22,27
2017-04-23,27
2017-04-24,27
2017-04-25,27
2017-04-26,27
2017-04-27,27
2017-04-28,27
2017-04-29,28
2017-04-30,28
2017-05-01,28
2017-05-02,29
2017-05-03,29
2017-05-04,29
2017-05-05,30
2017-05-06,30
2017-05-07,30
2017-05-08,30
2017-05-09,30
2017-05-10,30
2017-05-11,31
2017-05-12,32
2017-05-13,33
2017-05-14,33
2017-05-15,33
2017-05-16,33
2017-05-17,33
2017-05-18,33
2017-05-19,33
2017-05-20,34
2017-05-21,34
2017-05-22,34
2017-05-23,34
2017-05-24,35
2017-05-25,35
2017-05-26,35
2017-05-27,35
2017-05-28,35
2017-05-29,35
2017-05-30,35
2017-05-31,35
2017-06-01,35
2017-06-02,35
2017-06-03,35
2017-06-06,35
2017-06-07,35
2017-06-08,35
2017-06-09,35
2017-06-10,35
2017-06-11,35
2017-06-12,35
2017-06-13,36
2017-06-14,36
2017-06-15,36
2017-06-16,37
2017-06-17,37
2017-06-18,37
2017-06-19,37
2017-06-20,38
2017-06-21,38
2017-06-22,38
2017-06-23,38
2017-06-24,39
2017-06-25,39
2017-06-26,40
2017-06-27,40
2017-06-28,40
2017-06-29,39
2017-06-30,38
2017-07-01,38
2017-07-02,38
2017-07-03,39
2017-07-04,39
2017-07-05,39
2017-07-06,40
2017-07-07,40
2017-07-08,41
2017-07-13,43
2017-07-14,43
2017-07-15,43
2017-07-16,44
2017-07-17,45
2017-07-18,45
2017-07-19,44
2017-07-20,43
2017-07-21,41
2017-07-22,39
2017-07-23,38
2017-07-24,38
2017-07-25,38
2017-07-26,38
2017-07-27,38
2017-07-28,38
2017-07-29,37
2017-07-30,37
2017-07-31,37
2017-08-01,37
2017-08-02,36
2017-08-03,36
2017-08-04,36
2017-08-05,36
2017-08-06,36
2017-08-09,35
2017-08-10,35
2017-08-11,35
2017-08-12,35
2017-08-13,35
2017-08-14,34
2017-08-15,32
2017-08-16,31
2017-08-17,31
2017-08-18,31
2017-08-19,30
2017-08-20,29
2017-08-22,28
2017-08-23,28
2017-08-24,28
2017-08-25,28
2017-08-26,28
2017-08-27,28
2017-08-28,28
2017-08-29,29
2017-08-30,30
2017-08-31,30
2017-09-01,30
2017-09-02,30
2017-09-03,30
2017-09-04,29
2017-09-05,30
2017-09-06,30
2017-09-07,29
2017-09-08,29
2017-09-09,28
2017-09-10,27
2017-09-11,27
2017-09-12,28
2017-09-13,28
2017-09-14,28
2017-09-15,28
2017-09-16,28
2017-09-17,27
2017-09-19,26
2017-09-20,26
2017-09-21,26
2017-09-22,26
2017-09-23,26
2017-09-24,27
2017-09-25,27
2017-09-26,28
2017-09-27,28
2017-09-28,27
2017-09-29,28
2017-09-30,28
2017-10-01,28
2017-10-02,28
2017-10-03,28
2017-10-04,29
2017-10-05,29
2017-10-06,30
2017-10-07,29
2017-10-08,29
2017-10-09,29
2017-10-10,30
2017-10-11,30
2017-10-12,31
2017-10-13,32
2017-10-14,31
2017-10-15,31
2017-10-16,31
2017-10-17,31
2017-10-18,31
2017-10-19,31
2017-10-20,31
2017-10-21,31
2017-10-22,31
2017-10-23,31
2017-10-24,30
2017-10-25,30
2017-10-26,30
2017-10-27,30
2017-10-28,30
2017-10-29,30
2017-10-30,30
2017-10-31,30
2017-11-01,30
2017-11-02,29
2017-11-03,29
2017-11-04,29
2017-11-05,29
2017-11-06,30
2017-11-07,30
2017-11-08,30
2017-11-09,29
2017-11-10,29
2017-11-11,28
2017-11-12,28
2017-11-13,28
2017-11-14,29
2017-11-15,29
2017-11-16,29
2017-11-17,29
2017-11-18,29
2017-11-19,28
2017-11-20,27
2017-11-21,26
2017-11-22,26
2017-11-23,25
2017-11-24,25
2017-11-25,25
2017-11-26,25
2017-11-27,25
2017-11-28,23
2017-11-29,23
2017-11-30,21
2017-12-01,19
2017-12-02,19
2017-12-03,18
2017-12-04,18
2017-12-05,18
2017-12-06,17
2017-12-07,17
2017-12-08,17
2017-12-09,17
2017-12-10,17
2017-12-11,17
2017-12-12,17
2017-12-14,17
2017-12-15,17
2017-12-16,17
2017-12-17,17
2017-12-18,16
2017-12-19,16
2017-12-20,16
2017-12-21,16
2017-12-22,16
2017-12-23,16
2017-12-24,16
2017-12-25,16
2017-12-26,16
2017-12-27,16
2017-12-28,16
2017-12-29,17
2017-12-30,18
2017-12-31,18
2018-01-01,18
2018-01-02,18
2018-01-03,18
2018-01-04,18
2018-01-05,18
2018-01-06,18
2018-01-07,17
2018-01-08,17
2018-01-09,16
2018-01-10,16
2018-01-11,16
2018-01-12,16
2018-01-13,16
2018-01-14,16
2018-01-15,16
2018-01-16,16
2018-01-17,16
2018-01-18,16
2018-01-19,16
2018-01-20,16
2018-01-21,16
2018-01-22,15
2018-01-23,14
2018-01-24,14
2018-01-25,14
2018-01-26,13
2018-01-27,13
2018-01-28,12
2018-01-29,12
2018-01-31,13
2018-02-01,13
2018-02-02,13
2018-02-03,13
2018-02-04,12
2018-02-05,12
2018-02-06,12
2018-02-07,13
2018-02-08,13
2018-02-09,13
2018-02-10,13
2018-02-11,13
2018-02-12,13
2018-02-13,13
2018-02-14,14
2018-02-15,15
2018-02-16,15
2018-02-17,15
2018-02-18,15
2018-02-19,15
2018-02-20,15
2018-02-21,15
2018-02-22,15
2018-02-23,15
2018-02-24,15
2018-02-25,15
2018-02-26,15
2018-02-27,15
2018-02-28,15
2018-03-01,15
2018-03-02,15
2018-03-03,15
2018-03-04,15
2018-03-05,15
2018-03-06,15
2018-03-07,15
2018-03-08,15
2018-03-09,15
2018-03-10,14
2018-03-11,13
2018-03-12,13
2018-03-13,13
2018-03-14,13
2018-03-15,13
2018-03-16,13
2018-03-17,13
2018-03-18,13
2018-03-19,13
2018-03-20,13
2018-03-21,13
2018-03-23,14
2018-03-24,14
2018-03-26,13
2018-03-27,13
2018-03-28,14
2018-03-29,15
2018-03-30,16
2018-03-31,17
2018-04-01,17
2018-04-02,18
2018-04-03,19
2018-04-04,20
2018-04-05,21
2018-04-06,23
2018-04-08,25
2018-04-09,26
2018-04-10,26
2018-04-11,26
2018-04-12,26
2018-04-13,25
2018-04-14,25
2018-04-15,26
2018-04-16,24
2018-04-17,24
2018-04-18,24
2018-04-19,25
2018-04-20,27
2018-04-21,28
2018-04-22,28
2018-04-23,26
2018-04-24,25
2018-04-25,26
2018-04-26,26
2018-04-27,27
2018-04-28,27
2018-04-29,26
2018-04-30,26
2018-05-01,26
2018-05-02,27
2018-05-03,29
2018-05-04,28
2018-05-05,28
2018-05-06,28
2018-05-07,28
2018-05-08,28
2018-05-09,28
2018-05-10,29
2018-05-11,29
2018-05-12,29
2018-05-13,28
2018-05-14,29
2018-05-15,30
2018-05-16,31
2018-05-17,32
2018-05-18,32
2018-05-19,32
2018-05-20,32
2018-05-21,32
2018-05-22,33
2018-05-23,34
2018-05-24,34
2018-05-25,35
2018-05-26,35
2018-05-27,34
2018-05-28,33
2018-05-29,32
2018-05-30,31
2018-05-31,31
2018-06-01,31
2018-06-02,31
2018-06-03,32
2018-06-04,33
2018-06-05,33
2018-06-06,34
2018-06-07,35
2018-06-08,35
2018-06-09,35
2018-06-10,35
2018-06-11,35
2018-06-12,35
2018-06-13,36
2018-06-14,37
2018-06-15,37
2018-06-16,37
2018-06-17,37
2018-06-18,36
2018-06-19,37
2018-06-20,37
2018-06-21,39
2018-06-22,41
2018-06-23,42
2018-06-24,42
2018-06-25,41
2018-06-26,41
2018-06-27,42
2018-06-28,45
2018-06-29,48
2018-06-30,51
2018-07-01,53
2018-07-02,53
2018-07-03,54
2018-07-04,54
2018-07-05,54
2018-07-06,54
2018-07-07,53
2018-07-08,52
2018-07-09,50
2018-07-10,48
2018-07-11,48
2018-07-12,47
2018-07-13,48
2018-07-14,47
2018-07-15,45
2018-07-16,43
2018-07-17,44
2018-07-18,41
2018-07-19,38
2018-07-20,39
2018-07-21,40
2018-07-22,41
2018-07-23,42
2018-07-24,44
2018-07-25,45
2018-07-26,46
2018-07-27,45
2018-07-28,45
2018-07-29,44
2018-07-30,43
2018-07-31,42
2018-08-01,40
2018-08-02,40
2018-08-03,39
2018-08-04,37
2018-08-05,35
2018-08-06,33
2018-08-07,32
2018-08-08,31
2018-08-09,32
2018-08-10,32
2018-08-11,32
2018-08-12,32
2018-08-14,32
2018-08-16,33
2018-08-17,34
2018-08-18,34
2018-08-19,35
2018-08-20,35
2018-08-21,34
2018-08-22,34
2018-08-23,33
2018-08-24,32
2018-08-25,32
2018-08-26,32
2018-08-27,32
2018-08-28,31
2018-08-29,29
2018-08-30,30
2018-08-31,32
2018-09-01,33
2018-09-02,33
2018-09-03,33
2018-09-04,35
2018-09-05,36
2018-09-06,37
2018-09-07,38
2018-09-08,36
2018-09-09,35
2018-09-10,35
2018-09-11,35
2018-09-12,35
2018-09-13,35
2018-09-14,35
2018-09-15,35
2018-09-16,35
2018-09-17,35
2018-09-18,35
2018-09-19,35
2018-09-20,35
2018-09-21,36
2018-09-22,36
2018-09-23,36
2018-09-24,37
2018-09-25,36
2018-09-26,37
2018-09-27,37
2018-09-28,38
2018-09-29,39
2018-09-30,41
2018-10-02,46
2018-10-03,48
2018-10-04,48
2018-10-05,49
2018-10-06,50
2018-10-07,51
2018-10-08,51
2018-10-09,51
2018-10-10,51
2018-10-11,50
2018-10-12,50
2018-10-13,50
2018-10-14,50
2018-10-15,50
2018-10-16,48
2018-10-17,45
2018-10-18,42
2018-10-19,39
2018-10-20,37
2018-10-21,35
2018-10-22,33
2018-10-23,32
2018-10-24,32
2018-10-25,33
2018-10-26,34
2018-10-27,35
2018-10-28,34
2018-10-29,35
2018-10-30,36
2018-10-31,36
2018-11-01,36
2018-11-03,34
2018-11-04,33
2018-11-05,32
2018-11-06,32
2018-11-07,32
2018-11-08,33
2018-11-09,34
2018-11-10,34
2018-11-11,33
2018-11-12,33
2018-11-13,32
2018-11-15,29
2018-11-16,27
2018-11-17,26
2018-11-18,25
2018-11-19,24
2018-11-20,22
2018-11-21,20
2018-11-22,19
2018-11-23,19
2018-11-24,18
2018-11-25,18
2018-11-26,18
2018-11-27,17
2018-11-28,16
2018-11-29,15
2018-12-01,15
2018-12-02,15
2018-12-03,15
2018-12-05,15
2018-12-07,15
2018-12-09,15
2018-12-10,15
2018-12-11,15
2018-12-12,16
2018-12-13,16
2018-12-14,16
2018-12-15,16
2018-12-16,16
2018-12-17,16
2018-12-18,17
2018-12-19,18
2018-12-20,18
2018-12-21,18
2018-12-22,19
2018-12-23,19
2018-12-24,19
2018-12-25,19
2018-12-26,19
2018-12-27,19
2018-12-28,18
2018-12-29,17
2018-12-30,16
2018-12-31,16
2019-01-01,16
2019-01-02,16
2019-01-03,17
2019-01-04,16
2019-01-05,17
2019-01-06,17
2019-01-08,17
2019-01-10,18
2019-01-11,18
2019-01-12,18
2019-01-13,18
2019-01-14,18
2019-01-15,18
2019-01-16,18
2019-01-17,18
2019-01-18,18
2019-01-19,18
2019-01-20,18
2019-01-21,18
2019-01-22,18
2019-01-23,19
2019-01-24,19
2019-01-25,19
2019-01-26,20
2019-01-27,20
2019-01-28,21
2019-01-29,22
2019-01-30,22
2019-01-31,23
2019-02-01,24
2019-02-02,24
2019-02-03,24
2019-02-04,25
2019-02-05,26
2019-02-06,26
2019-02-07,27
2019-02-08,27
2019-02-09,28
2019-02-10,28
2019-02-11,29
2019-02-12,29
2019-02-13,30
2019-02-14,30
2019-02-15,30
2019-02-16,30
2019-02-17,30
2019-02-18,30
2019-02-19,29
2019-02-20,30
2019-02-21,30
2019-02-22,30
2019-02-23,30
2019-02-24,29
2019-02-25,29
2019-02-26,30
2019-02-27,31
2019-02-28,31
2019-03-01,31
2019-03-02,30
2019-03-03,31
2019-03-04,31
2019-03-05,30
2019-03-06,29
2019-03-07,30
2019-03-08,32
2019-03-09,32
2019-03-10,32
2019-03-11,33
2019-03-12,33
2019-03-13,32
2019-03-14,31
2019-03-15,31
2019-03-16,31
2019-03-17,30
2019-03-18,30
2019-03-19,29
2019-03-20,30
2019-03-21,32
2019-03-22,32
2019-03-23,32
2019-03-24,32
2019-03-25,32
2019-03-26,32
2019-03-27,33
2019-03-28,33
2019-03-29,33
2019-03-30,34
2019-03-31,34
2019-04-01,35
2019-04-02,36
2019-04-03,36
2019-04-04,36
2019-04-05,36
2019-04-06,36
2019-04-07,36
2019-04-08,37
2019-04-09,37
2019-04-10,38
2019-04-11,37
2019-04-12,36
2019-04-13,35
2019-04-14,35
2019-04-15,36
2019-04-16,35
2019-04-17,34
2019-04-18,33
2019-04-19,32
2019-04-20,31
2019-04-21,30
2019-04-22,30
2019-04-23,31
2019-04-24,31
2019-04-25,32
2019-04-26,33
2019-04-27,33
2019-04-28,33
2019-04-29,34
2019-04-30,34
2019-05-01,34
2019-05-02,34
2019-05-03,34
2019-05-04,34
2019-05-05,35
2019-05-06,36
2019-05-07,35
2019-05-08,35
2019-05-09,35
2019-05-10,36
2019-05-11,36
2019-05-12,36
2019-05-13,35
2019-05-14,36
2019-05-15,37
2019-05-16,38
2019-05-17,39
2019-05-18,39
2019-05-19,38
2019-05-20,38
2019-05-21,38
2019-05-22,37
2019-05-23,37
2019-05-24,37
2019-05-25,36
2019-05-26,35
2019-05-27,34
2019-05-28,34
2019-05-29,34
2019-05-30,35
2019-05-31,35
2019-06-01,35
2019-06-02,35
2019-06-03,35
2019-06-04,34
2019-06-05,33
2019-06-06,33
2019-06-07,33
2019-06-08,33
2019-06-09,32
2019-06-10,32
2019-06-11,31
2019-06-12,30
2019-06-13,29
2019-06-14,28
2019-06-15,27
2019-06-16,29
2019-06-17,29
2019-06-18,29
2019-06-19,30
2019-06-20,31
2019-06-21,31
2019-06-22,32
2019-06-23,33
2019-06-24,34
2019-06-25,35
2019-06-26,36
2019-06-27,36
2019-06-28,36
2019-06-29,37
2019-06-30,35
2019-07-01,35
2019-07-02,37
2019-07-03,38
2019-07-04,39
2019-07-05,40
2019-07-06,41
2019-07-07,41
2019-07-08,41
2019-07-09,42
2019-07-10,42
2019-07-11,43
2019-07-12,45
2019-07-13,45
2019-07-14,46
2019-07-15,47
2019-07-16,48
2019-07-17,49
2019-07-18,51
2019-07-19,53
2019-07-20,53
2019-07-21,54
2019-07-22,53
2019-07-23,54
2019-07-24,54
2019-07-25,55
2019-07-26,54
2019-07-27,53
2019-07-28,54
2019-07-29,55
2019-07-30,56
2019-07-31,58
2019-08-01,58
2019-08-02,60
2019-08-03,61
2019-08-04,61
2019-08-05,63
2019-08-06,64
2019-08-07,65
2019-08-08,66
2019-08-09,62
2019-08-10,60
2019-08-11,60
2019-08-12,63
2019-08-13,62
2019-08-14,60
2019-08-15,62
2019-08-16,64
2019-08-17,65
2019-08-18,64
2019-08-19,65
2019-08-20,65
2019-08-21,64
2019-08-22,64
2019-08-23,65
2019-08-24,64
2019-08-24,64
2019-08-25,63
2019-08-25,63
2019-08-26,64
2019-08-26,64
2019-08-27,65
2019-08-27,65
2019-08-28,66
2019-08-29,67
2019-08-30,69
2019-08-31,68
2019-09-01,67
2019-09-02,67
2019-09-03,68
2019-09-04,68
2019-09-05,69
