date_obj,Wool price
2015-08-04,109
2015-08-05,106
2015-08-06,106
2015-08-07,106
2015-08-08,106
2015-08-09,103
2015-08-10,103
2015-08-11,103
2015-08-12,103
2015-08-13,97
2015-08-14,97
2015-08-15,97
2015-08-16,92
2015-08-17,92
2015-08-18,92
2015-08-19,93
2015-08-20,93
2015-08-21,93
2015-08-22,93
2015-08-23,89
2015-08-24,89
2015-08-25,89
2015-08-26,89
2015-08-27,84
2015-08-28,84
2015-08-29,84
2015-08-30,84
2015-08-31,84
2015-09-01,84
2015-09-02,84
2015-09-03,84
2015-09-04,85
2015-09-05,85
2015-09-06,85
2015-09-07,85
2015-09-08,85
2015-09-09,85
2015-09-10,85
2015-09-11,85
2015-09-12,83
2015-09-13,83
2015-09-14,83
2015-09-15,83
2015-09-16,83
2015-09-17,83
2015-09-18,83
2015-09-19,83
2015-09-20,86
2015-09-21,86
2015-09-22,86
2015-09-23,86
2015-09-24,86
2015-09-25,88
2015-09-27,88
2015-09-28,88
2015-09-29,87
2015-09-30,87
2015-10-05,91
2015-10-06,91
2015-10-07,95
2015-10-08,95
2015-10-09,95
2015-10-10,95
2015-10-11,100
2015-10-12,100
2015-10-13,100
2015-10-14,100
2015-10-15,100
2015-10-16,105
2015-10-17,105
2015-10-18,105
2015-10-19,105
2015-10-20,105
2015-10-22,110
2015-10-23,110
2015-10-24,110
2015-10-25,110
2015-10-26,114
2015-10-27,114
2015-10-29,114
2015-10-30,114
2015-10-31,118
2015-11-01,118
2015-11-02,118
2015-11-03,118
2015-11-05,121
2015-11-06,121
2015-11-07,121
2015-11-08,121
2015-11-09,121
2015-11-10,117
2015-11-11,117
2015-11-12,117
2015-11-13,117
2015-11-14,117
2015-11-15,116
2015-11-16,116
2015-11-17,116
2015-11-18,116
2015-11-19,116
2015-11-20,118
2015-11-21,118
2015-11-22,118
2015-11-23,118
2015-11-24,121
2015-11-25,121
2015-11-26,121
2015-11-27,121
2015-11-28,124
2015-11-29,124
2015-11-30,124
2015-12-01,124
2015-12-02,128
2015-12-03,128
2015-12-04,128
2015-12-05,128
2015-12-06,129
2015-12-07,129
2015-12-08,129
2015-12-09,129
2015-12-10,129
2015-12-11,131
2015-12-13,131
2015-12-14,131
2015-12-15,135
2015-12-16,135
2015-12-17,135
2015-12-18,135
2015-12-19,135
2015-12-20,135
2015-12-21,135
2015-12-22,135
2015-12-23,135
2015-12-24,129
2015-12-25,129
2015-12-26,129
2015-12-27,129
2015-12-28,122
2015-12-29,122
2015-12-30,122
2015-12-31,115
2016-01-01,115
2016-01-02,115
2016-01-03,115
2016-01-04,113
2016-01-05,113
2016-01-06,113
2016-01-07,113
2016-01-08,112
2016-01-09,112
2016-01-10,112
2016-01-11,112
2016-01-12,117
2016-01-13,117
2016-01-14,117
2016-01-15,117
2016-01-16,116
2016-01-17,116
2016-01-18,116
2016-01-19,116
2016-01-20,112
2016-01-21,112
2016-01-22,112
2016-01-23,112
2016-01-24,109
2016-01-25,109
2016-01-26,109
2016-01-27,114
2016-01-28,114
2016-01-29,114
2016-01-30,114
2016-01-31,112
2016-02-01,112
2016-02-02,112
2016-02-03,112
2016-02-04,113
2016-02-05,113
2016-02-06,113
2016-02-07,113
2016-02-08,114
2016-02-09,114
2016-02-10,114
2016-02-11,114
2016-02-12,111
2016-02-13,111
2016-02-14,111
2016-02-15,111
2016-02-16,110
2016-02-17,110
2016-02-18,110
2016-02-19,110
2016-02-20,109
2016-02-21,109
2016-02-22,109
2016-02-23,107
2016-02-24,107
2016-02-25,107
2016-02-26,107
2016-02-27,105
2016-02-28,105
2016-02-29,105
2016-03-01,105
2016-03-02,107
2016-03-03,107
2016-03-04,107
2016-03-05,106
2016-03-06,106
2016-03-07,106
2016-03-08,107
2016-03-09,107
2016-03-10,107
2016-03-11,110
2016-03-12,110
2016-03-13,110
2016-03-14,110
2016-03-15,111
2016-03-16,111
2016-03-17,111
2016-03-18,111
2016-03-19,113
2016-03-20,113
2016-03-21,113
2016-03-22,113
2016-03-23,108
2016-03-24,108
2016-03-25,108
2016-03-26,108
2016-03-27,102
2016-03-28,102
2016-03-29,102
2016-03-30,98
2016-03-31,98
2016-04-01,98
2016-04-02,98
2016-04-03,95
2016-04-04,95
2016-04-05,95
2016-04-06,95
2016-04-07,93
2016-04-08,93
2016-04-09,93
2016-04-10,92
2016-04-11,92
2016-04-12,92
2016-04-13,92
2016-04-14,92
2016-04-15,93
2016-04-16,93
2016-04-17,93
2016-04-18,93
2016-04-19,93
2016-04-20,93
2016-04-21,93
2016-04-22,93
2016-04-23,91
2016-04-24,91
2016-04-25,91
2016-04-26,91
2016-04-27,90
2016-04-28,90
2016-04-29,90
2016-04-30,90
2016-05-01,94
2016-05-02,94
2016-05-03,94
2016-05-04,94
2016-05-05,94
2016-05-06,94
2016-05-07,94
2016-05-08,94
2016-05-09,91
2016-05-10,91
2016-05-11,91
2016-05-12,91
2016-05-13,90
2016-05-14,90
2016-05-15,90
2016-05-16,90
2016-05-17,88
2016-05-18,88
2016-05-19,88
2016-05-22,85
2016-05-23,85
2016-05-24,81
2016-05-25,81
2016-05-26,81
2016-05-27,77
2016-05-28,77
2016-05-29,77
2016-05-30,77
2016-05-31,79
2016-06-01,79
2016-06-02,79
2016-06-03,76
2016-06-04,76
2016-06-05,76
2016-06-06,73
2016-06-07,73
2016-06-08,73
2016-06-09,73
2016-06-10,73
2016-06-11,73
2016-06-12,73
2016-06-13,73
2016-06-14,69
2016-06-15,69
2016-06-16,69
2016-06-17,66
2016-06-18,66
2016-06-19,66
2016-06-20,66
2016-06-21,62
2016-06-22,62
2016-06-23,62
2016-06-24,59
2016-06-25,59
2016-06-26,59
2016-06-27,59
2016-06-28,58
2016-06-29,58
2016-06-30,58
2016-07-01,56
2016-07-02,56
2016-07-03,56
2016-07-04,56
2016-07-05,55
2016-07-06,55
2016-07-07,55
2016-07-08,56
2016-07-09,56
2016-07-10,56
2016-07-11,58
2016-07-12,58
2016-07-13,58
2016-07-14,59
2016-07-15,59
2016-07-16,59
2016-07-17,59
2016-07-18,61
2016-07-24,63
2016-07-25,63
2016-07-26,63
2016-07-27,65
2016-07-28,65
2016-07-29,65
2016-07-30,65
2016-07-31,69
2016-08-01,69
2016-08-02,69
2016-08-03,69
2016-08-04,73
2016-08-05,73
2016-08-06,73
2016-08-07,73
2016-08-08,73
2016-08-09,77
2016-08-10,77
2016-08-11,77
2016-08-12,77
2016-08-13,77
2016-08-14,79
2016-08-15,79
2016-08-16,79
2016-08-17,79
2016-08-18,79
2016-08-19,82
2016-08-20,82
2016-08-21,82
2016-08-22,82
2016-08-23,86
2016-08-24,86
2016-08-25,86
2016-08-26,86
2016-08-28,86
2016-08-31,86
2016-09-01,85
2016-09-02,85
2016-09-03,85
2016-09-04,85
2016-09-05,90
2016-09-06,90
2016-09-07,90
2016-09-08,90
2016-09-09,90
2016-09-10,94
2016-09-11,94
2016-09-12,94
2016-09-13,94
2016-09-14,94
2016-09-15,99
2016-09-16,99
2016-09-17,99
2016-09-18,99
2016-09-19,99
2016-09-20,103
2016-09-21,103
2016-09-22,103
2016-09-23,103
2016-09-24,103
2016-09-25,109
2016-09-26,109
2016-09-27,109
2016-09-28,109
2016-09-29,109
2016-09-30,113
2016-10-01,113
2016-10-02,113
2016-10-03,113
2016-10-04,113
2016-10-05,114
2016-10-06,114
2016-10-07,114
2016-10-08,114
2016-10-09,113
2016-10-10,113
2016-10-11,113
2016-10-12,113
2016-10-13,113
2016-10-14,115
2016-10-15,115
2016-10-16,115
2016-10-17,115
2016-10-18,115
2016-10-19,112
2016-10-20,112
2016-10-21,112
2016-10-22,112
2016-10-23,112
2016-10-24,112
2016-10-25,112
2016-10-26,112
2016-10-27,112
2016-10-28,112
2016-10-29,111
2016-10-30,111
2016-10-31,111
2016-11-01,111
2016-11-02,111
2016-11-03,109
2016-11-04,109
2016-11-05,109
2016-11-06,109
2016-11-07,109
2016-11-08,111
2016-11-09,111
2016-11-10,111
2016-11-11,111
2016-11-12,111
2016-11-13,110
2016-11-14,110
2016-12-08,117
2016-12-09,117
2016-12-10,117
2016-12-11,115
2016-12-12,115
2016-12-13,115
2016-12-14,115
2016-12-15,110
2016-12-16,110
2016-12-17,110
2016-12-18,110
2016-12-19,108
2016-12-20,108
2016-12-21,108
2016-12-22,108
2016-12-23,102
2016-12-24,102
2016-12-25,102
2016-12-26,102
2016-12-27,98
2016-12-28,98
2016-12-29,98
2016-12-30,98
2016-12-31,98
2017-01-01,98
2017-01-02,98
2017-01-03,97
2017-01-04,97
2017-01-05,97
2017-01-06,97
2017-01-07,99
2017-01-08,99
2017-01-09,99
2017-01-10,99
2017-01-11,101
2017-01-12,101
2017-01-13,101
2017-01-14,101
2017-01-15,96
2017-01-16,96
2017-01-17,96
2017-01-18,91
2017-01-19,91
2017-01-20,91
2017-01-21,86
2017-01-22,86
2017-01-27,77
2017-01-28,77
2017-01-29,77
2017-01-30,75
2017-01-31,75
2017-02-01,75
2017-02-02,75
2017-02-03,75
2017-02-04,76
2017-02-05,76
2017-02-06,76
2017-02-07,76
2017-02-08,79
2017-02-09,79
2017-02-10,79
2017-02-11,82
2017-02-12,82
2017-02-13,82
2017-02-14,82
2017-02-15,87
2017-02-16,87
2017-02-18,87
2017-02-19,92
2017-02-20,92
2017-02-21,92
2017-02-22,92
2017-02-23,97
2017-02-24,97
2017-02-25,97
2017-02-26,97
2017-02-27,97
2017-02-28,102
2017-03-01,102
2017-03-02,102
2017-03-03,102
2017-03-04,104
2017-03-05,104
2017-03-06,104
2017-03-07,108
2017-03-08,108
2017-03-09,108
2017-03-10,108
2017-03-11,107
2017-03-12,107
2017-03-13,107
2017-03-14,108
2017-03-15,108
2017-03-16,108
2017-03-17,108
2017-03-18,113
2017-03-19,113
2017-03-20,113
2017-03-21,115
2017-03-22,115
2017-03-23,115
2017-03-24,115
2017-03-25,116
2017-03-26,116
2017-03-27,116
2017-03-28,116
2017-03-29,118
2017-03-30,118
2017-03-31,118
2017-04-01,118
2017-04-02,122
2017-04-03,122
2017-04-04,122
2017-04-12,126
2017-04-13,131
2017-04-14,131
2017-04-15,131
2017-04-16,132
2017-04-17,132
2017-04-18,132
2017-04-19,132
2017-04-20,131
2017-04-21,131
2017-04-22,131
2017-04-23,131
2017-04-24,133
2017-04-25,133
2017-04-26,133
2017-04-27,133
2017-04-28,133
2017-04-29,133
2017-04-30,133
2017-05-01,133
2017-05-02,134
2017-05-03,134
2017-05-04,134
2017-05-05,134
2017-05-06,135
2017-05-07,135
2017-05-08,135
2017-05-09,132
2017-05-10,132
2017-05-11,132
2017-05-12,132
2017-05-13,133
2017-05-14,133
2017-05-15,133
2017-05-16,133
2017-05-17,133
2017-05-18,133
2017-05-19,133
2017-05-20,133
2017-05-21,133
2017-05-22,131
2017-05-23,131
2017-05-24,131
2017-05-25,131
2017-05-26,127
2017-05-27,127
2017-05-28,127
2017-05-29,127
2017-05-30,121
2017-05-31,121
2017-06-01,121
2017-06-02,119
2017-06-03,119
2017-06-06,114
2017-06-07,114
2017-06-08,114
2017-06-09,114
2017-06-10,113
2017-06-11,113
2017-06-12,113
2017-06-13,113
2017-06-14,114
2017-06-15,114
2017-06-16,114
2017-06-17,114
2017-06-18,113
2017-06-19,113
2017-06-20,113
2017-06-21,113
2017-06-22,113
2017-06-23,111
2017-06-24,111
2017-06-25,111
2017-06-26,111
2017-06-27,105
2017-06-28,105
2017-06-29,105
2017-06-30,105
2017-07-01,105
2017-07-02,102
2017-07-03,102
2017-07-04,102
2017-07-05,102
2017-07-06,100
2017-07-07,100
2017-07-08,100
2017-07-13,98
2017-07-14,101
2017-07-15,101
2017-07-16,101
2017-07-17,101
2017-07-18,98
2017-07-19,98
2017-07-20,98
2017-07-21,98
2017-07-22,100
2017-07-23,100
2017-07-24,100
2017-07-25,100
2017-07-26,104
2017-07-27,104
2017-07-28,104
2017-07-29,104
2017-07-30,107
2017-07-31,107
2017-08-01,107
2017-08-02,107
2017-08-03,110
2017-08-04,110
2017-08-05,110
2017-08-06,113
2017-08-09,113
2017-08-10,117
2017-08-11,117
2017-08-12,117
2017-08-13,117
2017-08-14,120
2017-08-15,120
2017-08-16,120
2017-08-17,119
2017-08-18,119
2017-08-19,119
2017-08-20,119
2017-08-21,123
2017-08-22,123
2017-08-23,123
2017-08-24,123
2017-08-25,122
2017-08-26,122
2017-08-27,122
2017-08-28,122
2017-08-29,116
2017-08-30,116
2017-08-31,116
2017-09-01,116
2017-09-02,110
2017-09-03,110
2017-09-04,110
2017-09-05,105
2017-09-06,105
2017-09-07,105
2017-09-08,105
2017-09-09,105
2017-09-10,105
2017-09-11,105
2017-09-12,105
2017-09-13,107
2017-09-14,107
2017-09-15,107
2017-09-16,107
2017-09-17,111
2017-09-18,111
2017-09-19,111
2017-09-20,111
2017-09-21,112
2017-09-22,112
2017-09-23,112
2017-09-24,112
2017-09-25,111
2017-09-26,111
2017-09-27,111
2017-09-28,111
2017-09-29,112
2017-09-30,112
2017-10-01,112
2017-10-02,112
2017-10-03,115
2017-10-04,115
2017-10-05,115
2017-10-06,115
2017-10-07,116
2017-10-08,116
2017-10-09,116
2017-10-10,116
2017-10-11,120
2017-10-12,120
2017-10-13,120
2017-10-14,120
2017-10-15,120
2017-10-16,120
2017-10-17,120
2017-10-18,120
2017-10-19,122
2017-10-20,122
2017-10-21,122
2017-10-22,122
2017-10-23,124
2017-10-24,124
2017-10-25,124
2017-10-26,124
2017-10-27,123
2017-10-28,123
2017-10-29,123
2017-10-30,123
2017-10-31,122
2017-11-01,122
2017-11-02,122
2017-11-03,122
2017-11-04,115
2017-11-05,115
2017-11-06,115
2017-11-07,115
2017-11-08,115
2017-11-09,114
2017-11-10,114
2017-11-11,114
2017-11-12,114
2017-11-13,113
2017-11-14,113
2017-11-15,113
2017-11-16,113
2017-11-17,115
2017-11-18,115
2017-11-19,115
2017-11-20,115
2017-11-21,120
2017-11-22,120
2017-11-23,120
2017-11-24,120
2017-11-25,120
2017-11-26,120
2017-11-27,120
2017-11-28,120
2017-11-29,115
2017-11-30,115
2017-12-01,115
2017-12-02,112
2017-12-03,112
2017-12-04,112
2017-12-05,111
2017-12-06,111
2017-12-07,111
2017-12-08,111
2017-12-09,111
2017-12-10,111
2017-12-11,111
2017-12-12,111
2017-12-13,108
2017-12-14,108
2017-12-15,108
2017-12-16,108
2017-12-17,105
2017-12-18,105
2017-12-19,105
2017-12-20,100
2017-12-21,100
2017-12-22,100
2017-12-23,100
2017-12-24,96
2017-12-25,96
2017-12-26,96
2017-12-27,96
2017-12-28,92
2017-12-29,92
2017-12-30,92
2017-12-31,87
2018-01-01,87
2018-01-02,87
2018-01-03,84
2018-01-04,84
2018-01-05,84
2018-01-06,86
2018-01-07,86
2018-01-08,86
2018-01-09,89
2018-01-10,89
2018-01-11,89
2018-01-12,89
2018-01-13,90
2018-01-14,90
2018-01-15,90
2018-01-16,91
2018-01-17,91
2018-01-18,91
2018-01-19,96
2018-01-20,96
2018-01-21,96
2018-01-22,101
2018-01-23,101
2018-01-24,107
2018-01-25,107
2018-01-26,113
2018-01-27,113
2018-01-28,119
2018-01-29,119
2018-01-30,119
2018-02-01,114
2018-02-02,114
2018-02-03,108
2018-02-04,108
2018-02-05,110
2018-02-06,110
2018-02-07,114
2018-02-08,114
2018-02-09,120
2018-02-10,120
2018-02-11,126
2018-02-12,126
2018-02-13,133
2018-02-14,133
2018-02-15,140
2018-02-16,140
2018-02-17,141
2018-02-18,141
2018-02-19,140
2018-02-20,140
2018-02-21,141
2018-02-22,141
2018-02-23,145
2018-02-24,145
2018-02-25,153
2018-02-26,153
2018-02-27,161
2018-02-28,161
2018-03-01,161
2018-03-02,162
2018-03-03,162
2018-03-04,159
2018-03-05,159
2018-03-06,161
2018-03-07,161
2018-03-08,163
2018-03-09,163
2018-03-10,158
2018-03-11,158
2018-03-12,151
2018-03-13,151
2018-03-14,146
2018-03-15,146
2018-03-16,141
2018-03-17,141
2018-03-18,134
2018-03-20,132
2018-03-21,132
2018-03-23,130
2018-03-24,130
2018-03-26,129
2018-03-27,132
2018-03-28,132
2018-03-29,128
2018-03-30,128
2018-03-31,123
2018-04-01,123
2018-04-02,118
2018-04-03,118
2018-04-04,115
2018-04-05,115
2018-04-06,115
2018-04-08,115
2018-04-09,118
2018-04-10,118
2018-04-11,118
2018-04-12,117
2018-04-13,117
2018-04-14,117
2018-04-16,116
2018-04-17,119
2018-04-18,119
2018-04-19,119
2018-04-20,123
2018-04-21,123
2018-04-22,128
2018-04-23,128
2018-04-24,133
2018-04-25,133
2018-04-26,133
2018-04-27,139
2018-04-28,139
2018-04-29,139
2018-04-30,139
2018-05-02,135
2018-05-03,135
2018-05-04,128
2018-05-05,128
2018-05-06,121
2018-05-07,121
2018-05-08,120
2018-05-09,120
2018-05-10,124
2018-05-11,124
2018-05-12,129
2018-05-13,129
2018-05-14,129
2018-05-15,125
2018-05-16,125
2018-05-17,119
2018-05-18,123
2018-05-19,123
2018-05-20,126
2018-05-21,126
2018-05-22,124
2018-05-23,124
2018-05-24,117
2018-05-25,117
2018-05-26,116
2018-05-27,116
2018-05-28,114
2018-05-29,114
2018-05-30,112
2018-05-31,112
2018-06-01,106
2018-06-02,106
2018-06-03,100
2018-06-04,100
2018-06-05,95
2018-06-06,95
2018-06-07,95
2018-06-08,90
2018-06-09,90
2018-06-10,85
2018-06-11,85
2018-06-12,80
2018-06-13,80
2018-06-14,78
2018-06-15,78
2018-06-16,78
2018-06-17,79
2018-06-18,79
2018-06-19,80
2018-06-20,80
2018-06-21,80
2018-06-22,84
2018-06-23,84
2018-06-24,88
2018-06-25,88
2018-06-26,88
2018-06-27,92
2018-06-28,92
2018-06-29,97
2018-06-30,97
2018-07-01,101
2018-07-02,101
2018-07-03,101
2018-07-04,105
2018-07-05,105
2018-07-06,111
2018-07-07,111
2018-07-08,116
2018-07-09,116
2018-07-10,122
2018-07-11,122
2018-07-12,122
2018-07-13,126
2018-07-14,126
2018-07-15,127
2018-07-16,127
2018-07-17,132
2018-07-18,132
2018-07-19,132
2018-07-20,130
2018-07-21,130
2018-07-22,126
2018-07-23,127
2018-07-24,127
2018-07-25,129
2018-07-26,129
2018-07-27,135
2018-07-28,135
2018-07-29,142
2018-07-30,142
2018-07-31,150
2018-08-01,150
2018-08-02,158
2018-08-03,158
2018-08-04,166
2018-08-05,166
2018-08-06,171
2018-08-07,171
2018-08-08,180
2018-08-09,180
2018-08-10,189
2018-08-11,189
2018-08-12,199
2018-08-14,209
2018-08-16,220
2018-08-17,227
2018-08-18,227
2018-08-19,239
2018-08-20,250
2018-08-21,250
2018-08-22,248
2018-08-23,248
2018-08-24,237
2018-08-25,232
2018-08-26,232
2018-08-27,225
2018-08-28,221
2018-08-29,221
2018-08-30,216
2018-08-31,212
2018-09-01,208
2018-09-02,208
2018-09-03,199
2018-09-04,194
2018-09-05,184
2018-09-06,184
2018-09-07,184
2018-09-08,182
2018-09-09,182
2018-09-10,183
2018-09-11,183
2018-09-12,183
2018-09-13,183
2018-09-14,182
2018-09-15,183
2018-09-16,183
2018-09-17,185
2018-09-18,188
2018-09-20,185
2018-09-21,185
2018-09-22,182
2018-09-23,179
2018-09-24,174
2018-09-25,174
2018-09-26,172
2018-09-27,172
2018-09-28,168
2018-09-29,168
2018-09-30,169
2018-10-02,161
2018-10-03,152
2018-10-04,152
2018-10-05,146
2018-10-06,141
2018-10-07,141
2018-10-08,136
2018-10-09,141
2018-10-10,141
2018-10-11,142
2018-10-12,142
2018-10-13,145
2018-10-14,145
2018-10-15,146
2018-10-16,146
2018-10-17,138
2018-10-18,138
2018-10-19,132
2018-10-20,132
2018-10-21,125
2018-10-22,118
2018-10-23,118
2018-10-24,112
2018-10-25,112
2018-10-26,106
2018-10-27,104
2018-10-28,100
2018-10-29,100
2018-10-30,98
2018-10-31,97
2018-11-01,96
2018-11-03,90
2018-11-04,94
2018-11-05,98
2018-11-06,103
2018-11-07,109
2018-11-08,115
2018-11-09,121
2018-11-10,128
2018-11-11,135
2018-11-12,130
2018-11-13,124
2018-11-14,121
2018-11-15,120
2018-11-16,117
2018-11-17,112
2018-11-18,108
2018-11-19,104
2018-11-20,102
2018-11-21,98
2018-11-22,94
2018-11-23,90
2018-11-24,87
2018-11-25,86
2018-11-26,84
2018-11-27,83
2018-11-28,78
2018-12-01,72
2018-12-02,70
2018-12-03,70
2018-12-04,68
2018-12-05,66
2018-12-07,63
2018-12-09,62
2018-12-10,63
2018-12-11,66
2018-12-12,69
2018-12-13,73
2018-12-14,77
2018-12-15,81
2018-12-16,86
2018-12-17,91
2018-12-18,96
2018-12-19,98
2018-12-20,98
2018-12-21,94
2018-12-22,94
2018-12-23,97
2018-12-24,100
2018-12-25,104
2018-12-26,107
2018-12-27,102
2018-12-28,97
2018-12-29,92
2018-12-30,87
2018-12-31,82
2019-01-01,77
2019-01-02,73
2019-01-03,70
2019-01-04,69
2019-01-05,70
2019-01-06,67
2019-01-08,59
2019-01-10,57
2019-01-11,57
2019-01-12,57
2019-01-13,57
2019-01-14,58
2019-01-15,58
2019-01-16,55
2019-01-17,52
2019-01-18,52
2019-01-19,52
2019-01-20,52
2019-01-21,54
2019-01-22,57
2019-01-23,60
2019-01-24,62
2019-01-25,65
2019-01-26,68
2019-01-27,71
2019-01-28,75
2019-01-29,79
2019-01-30,83
2019-01-31,83
2019-02-01,83
2019-02-02,80
2019-02-03,76
2019-02-04,76
2019-02-05,73
2019-02-06,73
2019-02-07,72
2019-02-08,76
2019-02-09,77
2019-02-10,75
2019-02-11,71
2019-02-12,72
2019-02-13,73
2019-02-14,73
2019-02-15,76
2019-02-16,80
2019-02-17,84
2019-02-18,88
2019-02-19,93
2019-02-20,98
2019-02-21,103
2019-02-22,109
2019-02-23,114
2019-02-24,117
2019-02-25,112
2019-02-26,112
2019-02-27,112
2019-02-28,112
2019-03-01,115
2019-03-02,120
2019-03-03,126
2019-03-04,133
2019-03-05,140
2019-03-06,147
2019-03-07,155
2019-03-08,155
2019-03-09,163
2019-03-10,170
2019-03-11,175
2019-03-12,179
2019-03-13,179
2019-03-14,175
2019-03-15,175
2019-03-16,168
2019-03-17,167
2019-03-18,167
2019-03-19,172
2019-03-20,179
2019-03-21,185
2019-03-22,194
2019-03-23,204
2019-03-24,215
2019-03-25,215
2019-03-26,226
2019-03-27,226
2019-03-28,233
2019-03-29,233
2019-03-30,233
2019-03-31,224
2019-04-01,212
2019-04-02,212
2019-04-03,201
2019-04-04,190
2019-04-05,180
2019-04-06,172
2019-04-07,163
2019-04-08,154
2019-04-09,146
2019-04-10,139
2019-04-11,132
2019-04-12,125
2019-04-13,118
2019-04-14,112
2019-04-15,112
2019-04-16,108
2019-04-17,102
2019-04-18,99
2019-04-19,99
2019-04-20,97
2019-04-21,97
2019-04-22,96
2019-04-23,94
2019-04-24,94
2019-04-25,93
2019-04-26,96
2019-04-27,96
2019-04-28,96
2019-04-29,99
2019-04-30,101
2019-05-01,101
2019-05-02,97
2019-05-03,96
2019-05-04,93
2019-05-05,89
2019-05-06,89
2019-05-07,87
2019-05-08,87
2019-05-09,90
2019-05-10,92
2019-05-11,92
2019-05-12,96
2019-05-13,100
2019-05-14,105
2019-05-15,105
2019-05-16,101
2019-05-17,101
2019-05-18,98
2019-05-19,98
2019-05-20,95
2019-05-21,95
2019-05-22,93
2019-05-23,93
2019-05-24,93
2019-05-25,98
2019-05-26,98
2019-05-27,102
2019-05-28,102
2019-05-29,108
2019-05-30,114
2019-05-31,114
2019-06-01,117
2019-06-02,117
2019-06-03,114
2019-06-04,110
2019-06-05,110
2019-06-06,104
2019-06-07,104
2019-06-08,99
2019-06-09,94
2019-06-10,94
2019-06-11,90
2019-06-12,90
2019-06-13,87
2019-06-14,87
2019-06-15,87
2019-06-16,88
2019-06-17,92
2019-06-18,92
2019-06-19,90
2019-06-20,93
2019-06-21,93
2019-06-22,94
2019-06-23,96
2019-06-24,96
2019-06-25,94
2019-06-26,94
2019-06-27,92
2019-06-28,92
2019-06-29,89
2019-06-30,84
2019-07-01,84
2019-07-02,79
2019-07-03,75
2019-07-04,75
2019-07-05,72
2019-07-06,71
2019-07-07,71
2019-07-08,71
2019-07-09,73
2019-07-10,73
2019-07-11,76
2019-07-12,80
2019-07-13,80
2019-07-14,81
2019-07-15,81
2019-07-16,84
2019-07-17,85
2019-07-18,85
2019-07-19,89
2019-07-20,89
2019-07-21,92
2019-07-22,97
2019-07-23,100
2019-07-24,100
2019-07-25,99
2019-07-26,99
2019-07-27,96
2019-07-28,98
2019-07-29,98
2019-07-30,97
2019-07-31,94
2019-08-01,95
2019-08-02,95
2019-08-03,94
2019-08-04,94
2019-08-05,92
2019-08-06,92
2019-08-07,91
2019-08-08,91
2019-08-09,91
2019-08-10,87
2019-08-11,87
2019-08-12,89
2019-08-13,93
2019-08-14,93
2019-08-15,91
2019-08-16,94
2019-08-17,94
2019-08-18,92
2019-08-19,91
2019-08-20,89
2019-08-21,90
2019-08-22,88
2019-08-23,90
2019-08-24,89
2019-08-24,89
2019-08-25,89
2019-08-25,89
2019-08-26,88
2019-08-26,88
2019-08-27,88
2019-08-27,88
2019-08-28,91
2019-08-29,91
2019-08-30,91
2019-08-31,87
2019-09-01,82
2019-09-02,82
2019-09-03,81
2019-09-04,81
2019-09-05,81
2019-09-06,85
2019-09-07,87
2019-09-08,89
2019-09-09,89
