date_obj,Harralander%20seed price
2015-06-22,29
2015-06-23,29
2015-06-24,29
2015-06-25,29
2015-06-26,29
2015-06-27,29
2015-06-28,30
2015-06-29,30
2015-06-30,30
2015-07-01,30
2015-07-02,30
2015-07-03,30
2015-07-04,30
2015-07-05,31
2015-07-06,31
2015-07-07,31
2015-07-08,30
2015-07-09,30
2015-07-10,29
2015-07-11,29
2015-07-12,29
2015-07-13,29
2015-07-14,29
2015-07-15,29
2015-07-16,29
2015-07-17,29
2015-07-18,29
2015-07-19,29
2015-07-20,29
2015-07-21,29
2015-07-22,28
2015-07-23,28
2015-07-24,28
2015-07-25,28
2015-07-26,26
2015-07-27,26
2015-07-28,26
2015-07-29,25
2015-07-30,25
2015-07-31,24
2015-08-01,24
2015-08-02,22
2015-08-03,22
2015-08-04,20
2015-08-05,20
2015-08-06,20
2015-08-07,19
2015-08-08,18
2015-08-09,17
2015-08-10,16
2015-08-11,15
2015-08-12,15
2015-08-13,15
2015-08-14,15
2015-08-15,15
2015-08-16,14
2015-08-17,14
2015-08-18,14
2015-08-19,14
2015-08-20,14
2015-08-21,14
2015-08-22,14
2015-08-23,14
2015-08-24,14
2015-08-25,14
2015-08-26,14
2015-08-27,14
2015-08-28,14
2015-08-29,14
2015-08-30,14
2015-08-31,14
2015-09-02,14
2015-09-07,13
2015-09-08,13
2015-09-10,13
2015-09-14,13
2015-09-16,13
2015-09-22,16
2015-09-23,16
2015-09-24,16
2015-09-25,17
2015-09-27,18
2015-09-28,18
2015-09-29,19
2015-09-30,20
2015-10-05,23
2015-10-06,25
2015-10-07,25
2015-10-08,27
2015-10-09,28
2015-10-10,28
2015-10-11,30
2015-10-12,30
2015-10-13,29
2015-10-14,29
2015-10-15,31
2015-10-16,31
2015-10-17,33
2015-10-18,33
2015-10-19,34
2015-10-20,34
2015-10-22,36
2015-10-23,37
2015-10-24,37
2015-10-25,39
2015-10-26,39
2015-10-27,41
2015-10-29,44
2015-10-30,44
2015-10-31,47
2015-11-01,47
2015-11-02,49
2015-11-03,49
2015-11-04,49
2015-11-05,49
2015-11-06,49
2015-11-07,52
2015-11-08,52
2015-11-09,55
2015-11-10,55
2015-11-11,58
2015-11-12,58
2015-11-13,61
2015-11-14,61
2015-11-15,63
2015-11-16,63
2015-11-17,66
2015-11-18,66
2015-11-19,69
2015-11-20,71
2015-11-21,71
2015-11-22,75
2015-11-23,75
2015-11-24,79
2015-11-25,82
2015-11-26,82
2015-11-27,83
2015-11-28,83
2015-11-29,81
2015-11-30,80
2015-12-01,80
2015-12-02,79
2015-12-03,79
2015-12-04,79
2015-12-05,78
2015-12-06,79
2015-12-07,79
2015-12-08,79
2015-12-09,79
2015-12-10,79
2015-12-11,80
2015-12-12,80
2015-12-13,80
2015-12-14,80
2015-12-15,83
2015-12-16,83
2015-12-17,88
2015-12-18,93
2015-12-19,93
2015-12-20,96
2015-12-21,96
2015-12-22,99
2015-12-23,97
2015-12-24,97
2015-12-25,97
2015-12-26,97
2015-12-27,97
2015-12-28,97
2015-12-29,98
2015-12-30,99
2015-12-31,99
2016-01-01,96
2016-01-02,96
2016-01-03,98
2016-01-04,101
2016-01-05,103
2016-01-06,107
2016-01-07,105
2016-01-08,105
2016-01-09,105
2016-01-10,103
2016-01-11,99
2016-01-12,95
2016-01-13,95
2016-01-14,95
2016-01-15,96
2016-01-16,98
2016-01-17,99
2016-01-18,103
2016-01-19,103
2016-01-20,102
2016-01-21,102
2016-01-22,101
2016-01-23,98
2016-01-24,98
2016-01-25,96
2016-01-26,96
2016-01-27,96
2016-01-28,96
2016-01-29,100
2016-01-30,100
2016-01-31,100
2016-02-01,105
2016-02-02,105
2016-02-03,109
2016-02-04,108
2016-02-05,108
2016-02-06,109
2016-02-07,109
2016-02-08,106
2016-02-09,104
2016-02-10,103
2016-02-11,103
2016-02-12,105
2016-02-13,101
2016-02-14,101
2016-02-15,101
2016-02-16,103
2016-02-17,108
2016-02-18,108
2016-02-19,114
2016-02-20,120
2016-02-21,125
2016-02-22,125
2016-02-23,119
2016-02-24,114
2016-02-25,110
2016-02-26,110
2016-02-27,108
2016-02-28,107
2016-02-29,110
2016-03-01,114
2016-03-02,114
2016-03-03,119
2016-03-04,122
2016-03-05,126
2016-03-06,124
2016-03-07,124
2016-03-08,120
2016-03-09,120
2016-03-10,119
2016-03-11,119
2016-03-12,119
2016-03-13,119
2016-03-14,120
2016-03-15,117
2016-03-16,112
2016-03-17,106
2016-03-18,101
2016-03-19,101
2016-03-20,99
2016-03-21,99
2016-03-22,98
2016-03-23,103
2016-03-24,103
2016-03-25,105
2016-03-26,108
2016-03-27,108
2016-03-28,110
2016-03-29,113
2016-03-30,113
2016-03-31,119
2016-04-01,123
2016-04-02,124
2016-04-03,131
2016-04-04,131
2016-04-05,136
2016-04-06,138
2016-04-07,138
2016-04-08,139
2016-04-09,134
2016-04-10,131
2016-04-11,131
2016-04-12,131
2016-04-13,130
2016-04-14,125
2016-04-15,119
2016-04-16,115
2016-04-17,118
2016-04-18,118
2016-04-19,118
2016-04-20,118
2016-04-21,123
2016-04-22,123
2016-04-23,124
2016-04-24,127
2016-04-25,127
2016-04-26,126
2016-04-27,130
2016-04-28,127
2016-04-29,129
2016-04-30,129
2016-05-01,130
2016-05-02,129
2016-05-03,135
2016-05-04,135
2016-05-05,137
2016-05-06,137
2016-05-07,139
2016-05-08,139
2016-05-09,139
2016-05-10,141
2016-05-11,141
2016-05-12,141
2016-05-13,136
2016-05-14,133
2016-05-15,135
2016-05-16,135
2016-05-17,134
2016-05-18,131
2016-05-19,131
2016-05-22,124
2016-05-23,120
2016-05-24,117
2016-05-25,114
2016-05-26,113
2016-05-27,107
2016-05-28,107
2016-05-29,106
2016-05-30,106
2016-05-31,108
2016-06-01,106
2016-06-02,106
2016-06-03,106
2016-06-04,104
2016-06-05,104
2016-06-06,109
2016-06-07,109
2016-06-08,112
2016-06-09,116
2016-06-10,116
2016-06-11,115
2016-06-12,115
2016-06-13,109
2016-06-14,105
2016-06-15,101
2016-06-16,103
2016-06-17,103
2016-06-18,103
2016-06-19,106
2016-06-20,105
2016-06-21,106
2016-06-22,109
2016-06-23,110
2016-06-24,109
2016-06-25,112
2016-06-26,112
2016-06-27,111
2016-06-28,116
2016-06-29,121
2016-06-30,128
2016-07-01,130
2016-07-02,133
2016-07-03,139
2016-07-04,146
2016-07-05,152
2016-07-06,158
2016-07-07,161
2016-07-08,164
2016-07-09,165
2016-07-10,163
2016-07-11,167
2016-07-12,170
2016-07-13,173
2016-07-14,179
2016-07-15,182
2016-07-16,187
2016-07-17,188
2016-07-18,192
2016-07-23,179
2016-07-24,171
2016-07-25,163
2016-07-26,154
2016-07-27,146
2016-07-28,138
2016-07-29,131
2016-07-30,124
2016-07-31,124
2016-08-01,118
2016-08-02,117
2016-08-03,117
2016-08-04,117
2016-08-05,117
2016-08-06,116
2016-08-07,114
2016-08-08,114
2016-08-09,115
2016-08-10,113
2016-08-11,113
2016-08-12,110
2016-08-13,110
2016-08-14,114
2016-08-15,115
2016-08-16,115
2016-08-17,115
2016-08-18,117
2016-08-19,114
2016-08-20,112
2016-08-21,112
2016-08-22,114
2016-08-23,113
2016-08-24,113
2016-08-25,115
2016-08-26,115
2016-08-28,117
2016-08-31,120
2016-09-01,117
2016-09-02,117
2016-09-03,118
2016-09-04,119
2016-09-05,121
2016-09-06,124
2016-09-07,124
2016-09-08,123
2016-09-09,123
2016-09-10,122
2016-09-11,122
2016-09-12,124
2016-09-13,123
2016-09-14,123
2016-09-15,122
2016-09-16,122
2016-09-17,123
2016-09-18,123
2016-09-19,121
2016-09-20,121
2016-09-21,115
2016-09-22,113
2016-09-23,113
2016-09-24,114
2016-09-25,115
2016-09-26,115
2016-09-27,115
2016-09-28,115
2016-09-29,117
2016-09-30,121
2016-10-01,120
2016-10-02,120
2016-10-03,119
2016-10-04,118
2016-10-05,118
2016-10-06,115
2016-10-07,115
2016-10-08,115
2016-10-09,115
2016-10-10,114
2016-10-11,115
2016-10-12,115
2016-10-13,114
2016-10-14,111
2016-10-15,109
2016-10-16,109
2016-10-17,109
2016-10-18,109
2016-10-19,109
2016-10-20,109
2016-10-21,103
2016-10-22,103
2016-10-23,97
2016-10-24,95
2016-10-25,95
2016-10-26,92
2016-10-27,92
2016-10-28,89
2016-10-29,93
2016-10-30,97
2016-10-31,96
2016-11-01,96
2016-11-02,96
2016-11-03,96
2016-11-04,99
2016-11-05,99
2016-11-06,98
2016-11-07,98
2016-11-08,97
2016-11-09,96
2016-11-10,96
2016-11-11,96
2016-11-12,92
2016-11-13,92
2016-11-14,90
2016-11-15,89
2016-12-07,81
2016-12-08,80
2016-12-09,78
2016-12-10,78
2016-12-11,77
2016-12-12,78
2016-12-13,79
2016-12-14,78
2016-12-15,78
2016-12-16,78
2016-12-17,77
2016-12-18,77
2016-12-19,73
2016-12-20,69
2016-12-21,65
2016-12-22,62
2016-12-23,61
2016-12-24,61
2016-12-25,60
2016-12-26,59
2016-12-27,57
2016-12-28,55
2016-12-29,53
2016-12-30,54
2016-12-31,54
2017-01-01,54
2017-01-02,54
2017-01-03,55
2017-01-04,55
2017-01-05,55
2017-01-06,55
2017-01-07,55
2017-01-08,54
2017-01-09,56
2017-01-10,56
2017-01-11,58
2017-01-12,57
2017-01-13,57
2017-01-14,57
2017-01-15,58
2017-01-16,59
2017-01-17,60
2017-01-18,59
2017-01-19,59
2017-01-20,60
2017-01-21,62
2017-01-22,63
2017-01-23,62
2017-01-27,62
2017-01-28,60
2017-01-29,59
2017-01-30,59
2017-01-31,60
2017-02-01,60
2017-02-02,58
2017-02-03,57
2017-02-04,56
2017-02-05,57
2017-02-06,56
2017-02-07,58
2017-02-08,56
2017-02-09,56
2017-02-10,56
2017-02-11,54
2017-02-12,54
2017-02-13,51
2017-02-14,50
2017-02-15,50
2017-02-16,49
2017-02-18,48
2017-02-19,46
2017-02-20,45
2017-02-21,45
2017-02-22,45
2017-02-23,44
2017-02-24,44
2017-02-25,44
2017-02-26,43
2017-02-27,44
2017-02-28,44
2017-03-01,44
2017-03-02,44
2017-03-03,44
2017-03-04,45
2017-03-05,43
2017-03-06,43
2017-03-07,42
2017-03-08,42
2017-03-09,44
2017-03-10,46
2017-03-11,47
2017-03-12,46
2017-03-13,47
2017-03-14,47
2017-03-15,49
2017-03-16,49
2017-03-17,48
2017-03-18,49
2017-03-19,49
2017-03-20,50
2017-03-21,50
2017-03-22,50
2017-03-23,50
2017-03-24,48
2017-03-25,48
2017-03-26,48
2017-03-27,48
2017-03-28,46
2017-03-29,47
2017-03-30,48
2017-03-31,46
2017-04-01,47
2017-04-02,47
2017-04-03,48
2017-04-04,49
2017-04-12,47
2017-04-13,48
2017-04-14,51
2017-04-15,51
2017-04-16,54
2017-04-17,53
2017-04-18,53
2017-04-19,52
2017-04-20,52
2017-04-21,53
2017-04-22,53
2017-04-23,55
2017-04-24,56
2017-04-25,57
2017-04-26,57
2017-04-27,58
2017-04-28,59
2017-04-29,60
2017-04-30,60
2017-05-01,61
2017-05-02,63
2017-05-03,63
2017-05-04,62
2017-05-05,63
2017-05-06,65
2017-05-07,67
2017-05-08,70
2017-05-09,74
2017-05-10,76
2017-05-11,79
2017-05-12,81
2017-05-13,83
2017-05-14,87
2017-05-15,90
2017-05-16,93
2017-05-17,92
2017-05-18,94
2017-05-19,94
2017-05-20,95
2017-05-21,95
2017-05-22,96
2017-05-23,95
2017-05-24,94
2017-05-25,92
2017-05-26,91
2017-05-27,92
2017-05-28,88
2017-05-29,89
2017-05-30,87
2017-05-31,86
2017-06-01,85
2017-06-02,83
2017-06-03,83
2017-06-04,83
2017-06-06,89
2017-06-07,90
2017-06-08,90
2017-06-09,89
2017-06-10,91
2017-06-11,90
2017-06-12,90
2017-06-13,90
2017-06-14,87
2017-06-15,87
2017-06-16,86
2017-06-17,86
2017-06-18,85
2017-06-19,85
2017-06-20,82
2017-06-21,78
2017-06-22,78
2017-06-23,76
2017-06-24,73
2017-06-25,69
2017-06-26,69
2017-06-27,66
2017-06-28,66
2017-06-29,66
2017-06-30,68
2017-07-01,68
2017-07-02,69
2017-07-03,70
2017-07-04,70
2017-07-05,70
2017-07-06,70
2017-07-07,70
2017-07-08,69
2017-07-13,69
2017-07-14,68
2017-07-15,68
2017-07-16,70
2017-07-17,70
2017-07-18,70
2017-07-19,71
2017-07-20,70
2017-07-21,70
2017-07-22,73
2017-07-23,77
2017-07-24,77
2017-07-25,80
2017-07-26,84
2017-07-27,86
2017-07-28,86
2017-07-29,84
2017-07-30,83
2017-07-31,83
2017-08-01,81
2017-08-02,82
2017-08-03,80
2017-08-04,80
2017-08-05,79
2017-08-06,78
2017-08-09,72
2017-08-10,69
2017-08-11,66
2017-08-12,63
2017-08-13,63
2017-08-14,63
2017-08-15,63
2017-08-16,61
2017-08-17,60
2017-08-18,60
2017-08-19,61
2017-08-20,61
2017-08-21,62
2017-08-22,62
2017-08-23,62
2017-08-24,61
2017-08-25,63
2017-08-26,61
2017-08-27,60
2017-08-28,60
2017-08-29,60
2017-08-30,61
2017-08-31,60
2017-09-01,60
2017-09-02,60
2017-09-03,60
2017-09-04,60
2017-09-05,61
2017-09-06,62
2017-09-07,60
2017-09-08,60
2017-09-09,60
2017-09-10,61
2017-09-11,61
2017-09-12,61
2017-09-13,62
2017-09-14,63
2017-09-15,63
2017-09-16,64
2017-09-17,63
2017-09-18,60
2017-09-19,59
2017-09-20,60
2017-09-21,58
2017-09-22,57
2017-09-23,57
2017-09-24,57
2017-09-25,56
2017-09-26,54
2017-09-27,54
2017-09-28,55
2017-09-29,55
2017-09-30,55
2017-10-01,54
2017-10-02,54
2017-10-03,54
2017-10-04,53
2017-10-05,54
2017-10-06,53
2017-10-07,52
2017-10-08,50
2017-10-09,49
2017-10-10,49
2017-10-11,49
2017-10-12,48
2017-10-13,48
2017-10-14,47
2017-10-15,47
2017-10-16,44
2017-10-17,44
2017-10-18,46
2017-10-19,47
2017-10-20,47
2017-10-21,48
2017-10-22,47
2017-10-23,46
2017-10-24,46
2017-10-25,46
2017-10-26,43
2017-10-27,40
2017-10-28,40
2017-10-29,39
2017-10-30,38
2017-10-31,38
2017-11-01,38
2017-11-02,37
2017-11-03,37
2017-11-04,38
2017-11-05,38
2017-11-06,37
2017-11-07,37
2017-11-08,35
2017-11-09,33
2017-11-10,32
2017-11-11,32
2017-11-12,32
2017-11-13,31
2017-11-14,31
2017-11-15,29
2017-11-16,29
2017-11-17,27
2017-11-18,27
2017-11-19,25
2017-11-20,24
2017-11-21,24
2017-11-22,24
2017-11-23,25
2017-11-24,25
2017-11-25,24
2017-11-26,24
2017-11-27,24
2017-11-28,24
2017-11-29,24
2017-11-30,24
2017-12-01,24
2017-12-02,24
2017-12-03,24
2017-12-04,24
2017-12-05,24
2017-12-06,23
2017-12-07,22
2017-12-08,22
2017-12-09,22
2017-12-10,22
2017-12-11,22
2017-12-12,22
2017-12-13,23
2017-12-14,23
2017-12-15,24
2017-12-16,25
2017-12-17,25
2017-12-18,24
2017-12-19,24
2017-12-20,22
2017-12-21,22
2017-12-22,23
2017-12-23,25
2017-12-24,26
2017-12-25,26
2017-12-26,26
2017-12-27,26
2017-12-28,26
2017-12-29,27
2017-12-30,28
2017-12-31,28
2018-01-01,29
2018-01-02,30
2018-01-03,30
2018-01-04,30
2018-01-05,30
2018-01-06,30
2018-01-07,30
2018-01-08,30
2018-01-09,31
2018-01-10,31
2018-01-11,30
2018-01-12,30
2018-01-13,30
2018-01-14,31
2018-01-15,32
2018-01-16,33
2018-01-17,34
2018-01-18,34
2018-01-19,34
2018-01-20,35
2018-01-21,36
2018-01-22,36
2018-01-23,36
2018-01-25,35
2018-01-26,35
2018-01-27,34
2018-01-28,34
2018-01-29,33
2018-01-30,33
2018-01-31,32
2018-02-01,31
2018-02-02,31
2018-02-03,31
2018-02-04,31
2018-02-05,30
2018-02-06,29
2018-02-07,30
2018-02-08,32
2018-02-09,33
2018-02-10,35
2018-02-11,37
2018-02-12,38
2018-02-13,40
2018-02-14,42
2018-02-15,45
2018-02-16,48
2018-02-17,51
2018-02-18,53
2018-02-19,56
2018-02-20,58
2018-02-21,57
2018-02-22,56
2018-02-23,58
2018-02-24,60
2018-02-25,59
2018-02-26,59
2018-02-27,58
2018-02-28,56
2018-03-01,55
2018-03-02,54
2018-03-03,53
2018-03-04,52
2018-03-05,52
2018-03-06,52
2018-03-07,51
2018-03-08,50
2018-03-09,48
2018-03-10,47
2018-03-11,47
2018-03-12,45
2018-03-13,45
2018-03-14,44
2018-03-15,42
2018-03-16,41
2018-03-17,41
2018-03-18,40
2018-03-19,39
2018-03-20,40
2018-03-21,40
2018-03-23,38
2018-03-24,39
2018-03-25,37
2018-03-26,36
2018-03-27,36
2018-03-28,35
2018-03-29,35
2018-03-30,34
2018-03-31,33
2018-04-01,33
2018-04-02,34
2018-04-03,34
2018-04-04,34
2018-04-05,34
2018-04-06,34
2018-04-07,32
2018-04-08,32
2018-04-09,32
2018-04-10,30
2018-04-11,29
2018-04-12,29
2018-04-13,29
2018-04-14,29
2018-04-15,27
2018-04-16,26
2018-04-17,26
2018-04-18,25
2018-04-19,24
2018-04-20,25
2018-04-21,25
2018-04-22,26
2018-04-23,26
2018-04-24,26
2018-04-25,26
2018-04-26,27
2018-04-27,25
2018-04-28,24
2018-04-29,23
2018-04-30,23
2018-05-01,22
2018-05-03,21
2018-05-04,20
2018-05-05,20
2018-05-06,20
2018-05-07,21
2018-05-08,22
2018-05-09,23
2018-05-10,24
2018-05-11,25
2018-05-12,25
2018-05-13,26
2018-05-14,27
2018-05-15,28
2018-05-16,29
2018-05-17,29
2018-05-18,29
2018-05-19,29
2018-05-20,29
2018-05-21,29
2018-05-22,28
2018-05-23,28
2018-05-24,28
2018-05-25,29
2018-05-26,29
2018-05-27,30
2018-05-28,30
2018-05-29,30
2018-05-30,30
2018-05-31,31
2018-06-01,31
2018-06-02,30
2018-06-03,31
2018-06-04,31
2018-06-05,31
2018-06-06,30
2018-06-07,30
2018-06-08,30
2018-06-09,30
2018-06-10,30
2018-06-11,30
2018-06-12,31
2018-06-13,32
2018-06-14,33
2018-06-15,33
2018-06-16,34
2018-06-17,35
2018-06-18,35
2018-06-19,35
2018-06-20,35
2018-06-21,35
2018-06-22,36
2018-06-23,36
2018-06-24,36
2018-06-25,36
2018-06-26,36
2018-06-27,36
2018-06-28,35
2018-06-29,35
2018-06-30,35
2018-07-01,35
2018-07-02,34
2018-07-03,34
2018-07-04,35
2018-07-05,34
2018-07-06,34
2018-07-07,33
2018-07-08,32
2018-07-09,32
2018-07-10,32
2018-07-11,31
2018-07-12,30
2018-07-13,30
2018-07-14,30
2018-07-15,30
2018-07-16,30
2018-07-17,30
2018-07-18,31
2018-07-19,31
2018-07-20,30
2018-07-21,30
2018-07-22,30
2018-07-23,28
2018-07-24,27
2018-07-25,27
2018-07-26,27
2018-07-27,27
2018-07-28,26
2018-07-29,26
2018-07-30,26
2018-07-31,25
2018-08-01,24
2018-08-02,25
2018-08-03,26
2018-08-04,27
2018-08-05,28
2018-08-06,28
2018-08-07,29
2018-08-08,29
2018-08-09,29
2018-08-10,28
2018-08-11,28
2018-08-12,27
2018-08-14,26
2018-08-16,24
2018-08-17,23
2018-08-18,22
2018-08-19,22
2018-08-20,22
2018-08-21,21
2018-08-22,20
2018-08-23,20
2018-08-24,20
2018-08-25,21
2018-08-26,21
2018-08-27,21
2018-08-28,21
2018-08-29,21
2018-08-30,22
2018-08-31,23
2018-09-01,24
2018-09-02,25
2018-09-03,27
2018-09-04,29
2018-09-05,29
2018-09-06,30
2018-09-07,30
2018-09-08,31
2018-09-09,31
2018-09-10,31
2018-09-11,31
2018-09-12,31
2018-09-13,30
2018-09-14,30
2018-09-15,30
2018-09-16,31
2018-09-17,31
2018-09-18,31
2018-09-19,31
2018-09-20,31
2018-09-21,31
2018-09-22,32
2018-09-23,32
2018-09-24,32
2018-09-25,33
2018-09-26,33
2018-09-27,32
2018-09-28,32
2018-09-29,32
2018-09-30,31
2018-10-01,31
2018-10-02,31
2018-10-03,30
2018-10-04,30
2018-10-05,30
2018-10-06,30
2018-10-07,31
2018-10-08,32
2018-10-09,32
2018-10-10,32
2018-10-11,32
2018-10-12,32
2018-10-13,32
2018-10-14,31
2018-10-15,31
2018-10-16,29
2018-10-17,29
2018-10-18,29
2018-10-19,28
2018-10-20,28
2018-10-21,29
2018-10-22,29
2018-10-23,29
2018-10-24,29
2018-10-25,30
2018-10-26,30
2018-10-27,30
2018-10-28,31
2018-10-29,32
2018-10-30,32
2018-10-31,33
2018-11-01,34
2018-11-03,32
2018-11-04,32
2018-11-05,32
2018-11-06,32
2018-11-07,32
2018-11-08,31
2018-11-09,31
2018-11-10,31
2018-11-11,32
2018-11-12,33
2018-11-13,32
2018-11-14,33
2018-11-15,35
2018-11-16,37
2018-11-17,39
2018-11-18,41
2018-11-19,44
2018-11-20,47
2018-11-21,50
2018-11-22,53
2018-11-23,56
2018-11-24,59
2018-11-25,62
2018-11-26,63
2018-11-27,63
2018-11-28,63
2018-11-29,66
2018-12-01,70
2018-12-02,73
2018-12-03,75
2018-12-05,73
2018-12-07,71
2018-12-09,64
2018-12-10,60
2018-12-11,57
2018-12-12,54
2018-12-13,51
2018-12-14,49
2018-12-15,47
2018-12-16,47
2018-12-17,46
2018-12-18,45
2018-12-19,43
2018-12-20,41
2018-12-21,39
2018-12-22,38
2018-12-23,37
2018-12-24,36
2018-12-25,36
2018-12-26,36
2018-12-27,35
2018-12-28,34
2018-12-29,33
2018-12-30,33
2018-12-31,33
2019-01-01,33
2019-01-02,33
2019-01-03,33
2019-01-04,34
2019-01-05,35
2019-01-06,37
2019-01-08,39
2019-01-10,42
2019-01-11,44
2019-01-12,46
2019-01-13,47
2019-01-14,47
2019-01-15,49
2019-01-16,49
2019-01-17,48
2019-01-18,48
2019-01-19,48
2019-01-20,47
2019-01-21,45
2019-01-22,44
2019-01-23,43
2019-01-24,41
2019-01-25,39
2019-01-26,38
2019-01-27,37
2019-01-28,36
2019-01-29,35
2019-01-30,34
2019-01-31,33
2019-02-01,33
2019-02-02,32
2019-02-03,31
2019-02-04,31
2019-02-05,31
2019-02-06,30
2019-02-07,30
2019-02-08,30
2019-02-09,29
2019-02-10,29
2019-02-11,29
2019-02-12,29
2019-02-13,28
2019-02-14,27
2019-02-15,26
2019-02-16,26
2019-02-17,26
2019-02-18,24
2019-02-19,24
2019-02-20,24
2019-02-21,23
2019-02-22,22
2019-02-23,22
2019-02-24,22
2019-02-25,21
2019-02-26,21
2019-02-27,21
2019-02-28,20
2019-03-01,20
2019-03-02,19
2019-03-03,19
2019-03-04,19
2019-03-05,19
2019-03-06,18
2019-03-07,18
2019-03-08,18
2019-03-09,18
2019-03-10,18
2019-03-11,18
2019-03-12,18
2019-03-13,18
2019-03-14,18
2019-03-15,18
2019-03-16,18
2019-03-17,18
2019-03-18,18
2019-03-19,18
2019-03-20,18
2019-03-21,18
2019-03-22,18
2019-03-23,18
2019-03-24,17
2019-03-25,17
2019-03-26,17
2019-03-27,17
2019-03-28,17
2019-03-29,17
2019-03-30,17
2019-03-31,17
2019-04-01,17
2019-04-02,17
2019-04-03,17
2019-04-04,17
2019-04-05,17
2019-04-06,17
2019-04-07,17
2019-04-08,17
2019-04-09,17
2019-04-10,17
2019-04-11,17
2019-04-12,18
2019-04-13,18
2019-04-14,18
2019-04-15,18
2019-04-16,18
2019-04-17,17
2019-04-18,17
2019-04-19,17
2019-04-20,17
2019-04-21,18
2019-04-22,18
2019-04-23,17
2019-04-24,17
2019-04-25,17
2019-04-26,17
2019-04-27,17
2019-04-28,17
2019-04-29,17
2019-04-30,17
2019-05-01,17
2019-05-02,17
2019-05-03,16
2019-05-04,16
2019-05-05,16
2019-05-06,16
2019-05-07,15
2019-05-08,15
2019-05-09,15
2019-05-10,15
2019-05-11,14
2019-05-12,15
2019-05-13,15
2019-05-14,15
2019-05-15,15
2019-05-16,14
2019-05-17,14
2019-05-18,14
2019-05-19,14
2019-05-20,13
2019-05-21,13
2019-05-22,12
2019-05-23,13
2019-05-24,13
2019-05-25,13
2019-05-26,13
2019-05-27,14
2019-05-28,15
2019-05-29,16
2019-05-30,16
2019-05-31,16
2019-06-01,16
2019-06-02,16
2019-06-03,16
2019-06-04,16
2019-06-05,17
2019-06-06,18
2019-06-07,19
2019-06-08,19
2019-06-09,19
2019-06-10,20
2019-06-11,20
2019-06-12,20
2019-06-13,20
2019-06-14,20
2019-06-15,20
2019-06-16,20
2019-06-17,20
2019-06-18,20
2019-06-19,20
2019-06-20,19
2019-06-21,19
2019-06-22,19
2019-06-23,18
2019-06-24,17
2019-06-25,17
2019-06-26,17
2019-06-27,17
2019-06-28,16
2019-06-29,16
2019-06-30,15
2019-07-01,15
2019-07-02,15
2019-07-03,15
2019-07-04,15
2019-07-05,15
2019-07-06,16
2019-07-07,16
2019-07-08,16
2019-07-09,16
2019-07-10,16
2019-07-11,16
2019-07-12,16
2019-07-13,15
2019-07-14,15
2019-07-15,16
2019-07-16,16
2019-07-17,16
2019-07-18,16
2019-07-19,16
2019-07-20,17
2019-07-21,17
2019-07-22,17
2019-07-23,17
2019-07-24,17
2019-07-25,17
2019-07-26,17
2019-07-27,17
2019-07-28,17
2019-07-29,17
2019-07-30,17
2019-07-31,17
2019-08-01,18
2019-08-02,18
2019-08-03,18
2019-08-04,18
2019-08-05,18
2019-08-06,18
2019-08-07,18
2019-08-08,18
2019-08-09,18
2019-08-10,18
2019-08-11,18
2019-08-12,17
2019-08-13,17
2019-08-14,17
2019-08-15,17
2019-08-16,17
2019-08-17,17
2019-08-18,17
2019-08-19,17
2019-08-20,17
2019-08-21,18
2019-08-22,18
2019-08-23,18
2019-08-24,18
