date_obj,Marble%20magic%20wardrobe%20(flatpack) price
2019-03-31,44290
2019-04-01,46343
2019-04-02,46343
2019-04-03,46343
2019-04-04,46343
2019-04-05,46343
2019-04-06,46343
2019-04-07,46343
2019-04-08,46343
2019-04-09,46343
2019-04-10,46343
2019-04-11,48495
2019-04-12,48495
2019-04-13,48495
2019-04-14,48495
2019-04-15,48495
2019-04-16,48495
2019-04-17,48495
2019-04-18,50742
2019-04-19,50742
2019-04-20,50742
2019-04-21,50742
2019-04-22,50742
2019-04-23,50742
2019-04-24,50742
2019-04-25,50742
2019-04-26,53091
2019-04-27,53091
2019-04-28,53091
2019-04-29,53091
2019-04-30,53091
2019-05-01,53091
2019-05-02,53091
2019-05-03,53091
2019-05-04,54583
2019-05-05,54583
2019-05-06,54583
2019-05-07,54583
2019-05-08,54583
2019-05-09,54583
2019-05-10,54583
2019-05-11,54583
2019-05-12,54583
2019-05-13,54583
2019-05-14,57129
2019-05-15,57129
2019-05-16,57129
2019-05-17,57129
2019-05-18,57129
2019-05-19,57129
2019-05-20,57129
2019-05-21,57129
2019-05-22,57129
2019-05-23,57129
2019-05-24,59819
2019-05-25,59819
2019-05-26,59819
2019-05-27,59819
2019-05-28,59819
2019-05-29,59819
2019-05-30,59819
2019-05-31,59819
2019-06-01,62638
2019-06-02,62638
2019-06-03,62638
2019-06-04,62638
2019-06-05,62638
2019-06-06,62638
2019-06-07,62638
2019-06-08,62638
2019-06-09,62638
2019-06-10,62638
2019-06-11,65546
2019-06-12,65546
2019-06-13,65546
2019-06-14,65546
2019-06-15,65546
2019-06-16,65546
2019-06-17,65546
2019-06-18,65546
2019-06-19,65546
2019-06-20,65546
2019-06-21,65546
2019-06-22,65546
2019-06-23,68673
2019-06-24,68673
2019-06-25,68673
2019-06-26,68673
2019-06-27,68673
2019-06-28,68673
2019-06-29,68673
2019-06-30,68673
2019-07-01,68673
2019-07-02,68673
2019-07-03,71917
2019-07-04,71917
2019-07-05,71917
2019-07-06,71917
2019-07-07,71917
2019-07-08,71917
2019-07-09,71917
2019-07-10,71917
2019-07-11,71917
2019-07-12,75272
2019-07-13,75272
2019-07-14,75272
2019-07-15,75272
2019-07-16,75272
2019-07-17,75272
2019-07-18,75272
2019-07-19,75272
2019-07-20,75272
2019-07-21,75272
2019-07-22,78655
2019-07-23,78655
2019-07-24,78655
2019-07-25,78655
2019-07-26,78655
2019-07-27,78655
2019-07-28,78655
2019-07-29,78655
2019-07-30,78655
2019-07-31,78655
2019-08-01,78655
2019-08-02,82339
2019-08-03,82339
2019-08-04,82339
2019-08-05,82339
2019-08-06,82339
2019-08-07,82339
2019-08-08,82339
2019-08-09,82339
2019-08-10,82339
2019-08-11,86197
2019-08-12,86197
2019-08-13,86197
2019-08-14,86197
2019-08-15,86197
2019-08-16,86197
2019-08-17,86197
2019-08-18,86197
2019-08-19,86197
2019-08-20,86197
2019-08-21,90247
2019-08-22,90247
2019-08-23,90247
2019-08-24,90247
2019-08-24,90247
2019-08-25,90247
2019-08-25,90247
2019-08-26,90247
2019-08-26,90247
2019-08-27,90247
2019-08-27,90247
2019-08-28,90247
2019-08-29,90247
2019-08-30,90247
2019-08-31,90247
2019-09-01,94463
2019-09-02,94463
2019-09-03,94463
2019-09-04,94463
2019-09-05,94463
2019-09-06,94463
2019-09-07,94463
2019-09-08,94463
2019-09-09,94463
2019-09-10,94463
2019-09-11,94463
2019-09-12,94463
2019-09-13,98925
2019-09-14,98925
2019-09-15,98925
2019-09-16,98925
2019-09-17,98925
2019-09-18,98925
2019-09-19,98925
2019-09-20,98925
2019-09-21,98925
2019-09-22,98925
2019-09-23,103311
2019-09-24,103311
2019-09-25,103311
2019-09-26,103311
2019-09-27,103311
2019-09-28,103311
2019-09-29,103311
2019-09-30,103311
2019-10-01,103311
2019-10-02,103311
2019-10-03,103311
2019-10-04,103311
2019-10-05,103311
2019-10-06,103311
2019-10-07,108188
2019-10-08,108188
2019-10-09,108188
2019-10-10,108188
2019-10-11,108188
2019-10-12,108188
2019-10-13,108188
2019-10-14,108188
2019-10-15,108188
2019-10-16,108188
2019-10-17,108188
2019-10-18,108188
2019-10-19,108188
2019-10-20,113200
2019-10-21,113200
2019-10-22,113200
2019-10-23,113200
2019-10-24,113200
2019-10-25,113200
2019-10-26,113200
2019-10-27,113200
2019-10-28,118468
2019-10-29,118468
2019-10-30,118468
2019-10-31,118468
2019-11-01,118468
2019-11-02,118468
2019-11-03,118468
2019-11-04,118468
2019-11-05,118468
2019-11-06,118468
2019-11-07,118468
2019-11-08,118468
2019-11-09,123907
2019-11-10,123907
2019-11-11,123907
2019-11-12,123907
2019-11-13,123907
2019-11-14,123907
2019-11-15,123907
2019-11-16,123907
2019-11-17,123907
2019-11-18,123907
2019-11-19,123907
2019-11-20,123907
2019-11-21,123907
2019-11-22,123907
2019-11-23,123907
2019-11-24,123907
2019-11-25,123907
2019-11-26,123907
2019-11-27,129621
2019-11-28,129621
2019-11-29,129621
2019-11-30,129621
2019-12-01,129621
2019-12-02,129621
2019-12-03,129621
2019-12-04,129621
2019-12-05,129621
2019-12-06,129621
2019-12-07,129621
2019-12-08,129621
2019-12-09,129621
2019-12-10,129621
2019-12-11,129621
2019-12-12,129621
2019-12-13,129621
2019-12-14,135547
2019-12-15,135547
2019-12-16,135547
2019-12-17,135547
2019-12-18,135547
2019-12-19,135547
2019-12-20,135547
2019-12-21,135547
2019-12-22,135547
2019-12-23,135547
2019-12-24,135547
2019-12-25,135547
2019-12-26,135547
2019-12-27,135547
2019-12-28,135547
2019-12-29,135547
2019-12-30,135547
2019-12-31,141779
2020-01-01,141779
2020-01-02,141779
2020-01-03,141779
2020-01-04,141779
2020-01-05,141779
2020-01-06,141779
2020-01-07,141779
2020-01-08,141779
2020-01-09,141779
2020-01-10,141779
2020-01-11,141779
2020-01-12,141779
2020-01-13,141779
2020-01-14,141779
2020-01-15,141779
2020-01-16,141779
2020-01-17,148354
2020-01-18,148354
2020-01-19,148354
2020-01-20,148354
2020-01-21,148354
2020-01-22,148354
2020-01-23,148354
2020-01-24,148354
2020-01-25,148354
2020-01-26,148354
2020-01-27,148354
2020-01-28,148354
2020-01-29,148354
2020-01-30,148354
2020-01-31,148354
2020-02-01,148354
2020-02-02,148354
2020-02-03,148354
2020-02-04,148354
2020-02-05,155055
2020-02-06,155055
2020-02-07,155055
2020-02-08,155055
2020-02-09,155055
2020-02-10,155055
2020-02-11,155055
2020-02-12,155055
2020-02-13,155055
2020-02-14,155055
2020-02-15,155055
2020-02-16,155055
2020-02-17,155055
2020-02-18,155055
2020-02-19,155055
2020-02-20,162206
2020-02-21,162206
2020-02-22,162206
2020-02-23,162206
2020-02-24,162206
2020-02-25,162206
2020-02-26,162206
2020-02-27,162206
2020-02-28,162206
2020-02-29,162206
2020-03-01,162206
2020-03-02,162206
2020-03-03,162206
2020-03-04,162206
2020-03-05,162206
2020-03-06,169862
2020-03-07,169862
2020-03-08,169862
2020-03-09,169862
2020-03-10,169862
2020-03-11,169862
2020-03-12,169862
2020-03-13,169862
2020-03-14,169862
2020-03-15,169862
2020-03-16,169862
2020-03-17,169862
2020-03-18,169862
2020-03-19,177916
2020-03-20,177916
2020-03-21,177916
2020-03-22,177916
2020-03-23,177916
2020-03-24,177916
2020-03-25,177916
2020-03-26,177916
2020-03-27,177916
2020-03-28,177916
2020-03-29,177916
2020-03-30,186065
2020-03-31,186065
2020-04-01,186065
2020-04-02,186065
2020-04-03,186065
2020-04-04,186065
2020-04-05,186065
2020-04-06,186065
2020-04-07,194388
2020-04-08,194388
2020-04-09,194388
2020-04-10,194388
2020-04-11,194388
2020-04-12,194388
2020-04-13,194388
2020-04-14,194388
2020-04-15,194388
2020-04-16,194388
2020-04-17,203605
2020-04-18,203605
2020-04-19,203605
2020-04-20,203605
2020-04-21,203605
2020-04-22,203605
2020-04-23,203605
2020-04-24,203605
2020-04-25,203605
2020-04-26,203605
2020-04-27,213224
2020-04-28,213224
2020-04-29,213224
2020-04-30,213224
2020-05-01,213224
2020-05-02,213224
2020-05-03,213224
2020-05-04,213224
2020-05-05,213224
2020-05-06,213224
2020-05-07,213224
2020-05-08,223371
2020-05-09,223371
2020-05-10,223371
2020-05-11,223371
2020-05-12,223371
2020-05-13,223371
