date_obj,Banana price
2015-12-11,50
2015-12-12,50
2015-12-13,48
2015-12-14,48
2015-12-15,48
2015-12-16,47
2015-12-17,47
2015-12-18,46
2015-12-19,46
2015-12-20,45
2015-12-21,43
2015-12-22,44
2015-12-23,44
2015-12-24,44
2015-12-25,46
2015-12-26,49
2015-12-27,51
2015-12-28,51
2015-12-29,52
2015-12-30,54
2015-12-31,54
2016-01-01,54
2016-01-02,52
2016-01-03,52
2016-01-04,49
2016-01-05,46
2016-01-06,45
2016-01-07,46
2016-01-08,47
2016-01-09,47
2016-01-10,49
2016-01-11,48
2016-01-12,49
2016-01-13,49
2016-01-14,51
2016-01-15,54
2016-01-16,56
2016-01-17,59
2016-01-18,62
2016-01-19,62
2016-01-20,65
2016-01-21,65
2016-01-22,64
2016-01-23,60
2016-01-24,58
2016-01-25,59
2016-01-26,59
2016-01-27,60
2016-01-28,60
2016-01-29,62
2016-01-30,62
2016-01-31,65
2016-02-01,66
2016-02-02,68
2016-02-03,72
2016-02-04,74
2016-02-05,74
2016-02-06,73
2016-02-07,73
2016-02-08,70
2016-02-09,66
2016-02-10,66
2016-02-11,66
2016-02-12,69
2016-02-13,67
2016-02-14,67
2016-02-15,69
2016-02-16,69
2016-02-17,69
2016-02-18,69
2016-02-19,72
2016-02-20,75
2016-02-21,74
2016-02-22,74
2016-02-23,76
2016-02-24,78
2016-02-25,82
2016-02-26,82
2016-02-27,80
2016-02-28,76
2016-02-29,73
2016-03-01,72
2016-03-02,74
2016-03-03,78
2016-03-04,78
2016-03-05,82
2016-03-06,83
2016-03-07,83
2016-03-08,88
2016-03-09,91
2016-03-10,87
2016-03-11,89
2016-03-12,86
2016-03-13,86
2016-03-14,82
2016-03-15,82
2016-03-16,78
2016-03-17,74
2016-03-18,70
2016-03-19,66
2016-03-20,65
2016-03-21,65
2016-03-22,64
2016-03-23,67
2016-03-24,71
2016-03-25,69
2016-03-26,68
2016-03-27,70
2016-03-28,68
2016-03-29,72
2016-03-30,72
2016-03-31,76
2016-04-01,77
2016-04-02,81
2016-04-03,85
2016-04-04,87
2016-04-05,86
2016-04-06,87
2016-04-07,90
2016-04-08,93
2016-04-09,92
2016-04-10,93
2016-04-11,93
2016-04-12,89
2016-04-13,87
2016-04-14,84
2016-04-15,80
2016-04-16,76
2016-04-17,75
2016-04-18,74
2016-04-19,76
2016-04-20,77
2016-04-21,78
2016-04-22,78
2016-04-23,74
2016-04-24,70
2016-04-25,66
2016-04-26,63
2016-04-27,61
2016-04-28,65
2016-04-29,67
2016-04-30,68
2016-05-01,69
2016-05-02,70
2016-05-03,68
2016-05-04,72
2016-05-05,75
2016-05-06,76
2016-05-07,77
2016-05-08,81
2016-05-09,86
2016-05-10,89
2016-05-11,87
2016-05-12,84
2016-05-13,79
2016-05-14,76
2016-05-15,74
2016-05-16,71
2016-05-17,67
2016-05-18,67
2016-05-19,69
2016-05-22,79
2016-05-23,76
2016-05-24,72
2016-05-25,75
2016-05-26,79
2016-05-27,82
2016-05-28,82
2016-05-29,84
2016-05-30,84
2016-05-31,85
2016-06-01,85
2016-06-02,86
2016-06-03,86
2016-06-04,86
2016-06-05,86
2016-06-06,84
2016-06-07,84
2016-06-08,83
2016-06-09,81
2016-06-10,81
2016-06-11,79
2016-06-12,75
2016-06-13,76
2016-06-14,75
2016-06-15,74
2016-06-16,71
2016-06-17,68
2016-06-18,66
2016-06-19,67
2016-06-20,69
2016-06-21,71
2016-06-22,69
2016-06-23,65
2016-06-24,66
2016-06-25,66
2016-06-26,67
2016-06-27,66
2016-06-28,65
2016-06-29,67
2016-06-30,67
2016-07-01,65
2016-07-02,63
2016-07-03,61
2016-07-04,60
2016-07-05,58
2016-07-06,58
2016-07-07,60
2016-07-08,63
2016-07-09,67
2016-07-10,69
2016-07-11,71
2016-07-12,72
2016-07-13,70
2016-07-14,68
2016-07-15,69
2016-07-16,70
2016-07-17,71
2016-07-18,72
2016-07-23,66
2016-07-24,63
2016-07-25,65
2016-07-26,64
2016-07-27,60
2016-07-28,60
2016-07-29,59
2016-07-30,58
2016-07-31,58
2016-08-01,57
2016-08-02,55
2016-08-03,54
2016-08-04,55
2016-08-05,54
2016-08-06,53
2016-08-07,54
2016-08-08,54
2016-08-09,53
2016-08-10,54
2016-08-11,56
2016-08-12,58
2016-08-13,60
2016-08-14,62
2016-08-15,61
2016-08-16,62
2016-08-17,60
2016-08-18,59
2016-08-19,56
2016-08-20,53
2016-08-21,51
2016-08-22,50
2016-08-23,48
2016-08-24,49
2016-08-25,49
2016-08-26,49
2016-08-28,44
2016-08-31,43
2016-09-01,41
2016-09-02,41
2016-09-03,38
2016-09-04,39
2016-09-05,41
2016-09-06,44
2016-09-07,42
2016-09-08,42
2016-09-09,40
2016-09-10,40
2016-09-11,40
2016-09-12,39
2016-09-13,39
2016-09-14,39
2016-09-15,41
2016-09-16,41
2016-09-17,44
2016-09-18,45
2016-09-19,43
2016-09-20,43
2016-09-21,41
2016-09-22,40
2016-09-23,41
2016-09-24,41
2016-09-25,40
2016-09-26,40
2016-09-27,40
2016-09-28,39
2016-09-29,40
2016-09-30,40
2016-10-01,41
2016-10-02,41
2016-10-03,42
2016-10-04,42
2016-10-05,43
2016-10-06,42
2016-10-07,42
2016-10-08,42
2016-10-09,42
2016-10-10,40
2016-10-11,40
2016-10-12,41
2016-10-13,41
2016-10-14,40
2016-10-15,40
2016-10-16,41
2016-10-17,44
2016-10-18,47
2016-10-19,50
2016-10-20,53
2016-10-21,56
2016-10-22,56
2016-10-23,59
2016-10-24,62
2016-10-25,62
2016-10-26,66
2016-10-27,66
2016-10-28,70
2016-10-29,70
2016-10-30,68
2016-10-31,69
2016-11-01,69
2016-11-02,67
2016-11-03,64
2016-11-04,65
2016-11-05,65
2016-11-06,64
2016-11-07,61
2016-11-08,63
2016-11-09,59
2016-11-10,56
2016-11-11,53
2016-11-12,50
2016-11-13,47
2016-11-14,46
2016-11-15,47
2016-12-07,46
2016-12-08,47
2016-12-09,48
2016-12-10,49
2016-12-11,51
2016-12-12,54
2016-12-13,55
2016-12-14,58
2016-12-15,58
2016-12-16,61
2016-12-17,62
2016-12-18,65
2016-12-19,64
2016-12-20,62
2016-12-21,61
2016-12-22,62
2016-12-23,59
2016-12-24,61
2016-12-25,58
2016-12-26,56
2016-12-27,54
2016-12-28,53
2016-12-29,53
2016-12-30,53
2016-12-31,53
2017-01-01,52
2017-01-02,54
2017-01-03,54
2017-01-04,56
2017-01-05,59
2017-01-06,62
2017-01-07,63
2017-01-08,63
2017-01-09,64
2017-01-10,64
2017-01-11,64
2017-01-12,64
2017-01-13,66
2017-01-14,70
2017-01-15,71
2017-01-16,75
2017-01-17,76
2017-01-18,76
2017-01-19,76
2017-01-20,76
2017-01-21,80
2017-01-22,84
2017-01-23,88
2017-01-27,79
2017-01-28,78
2017-01-29,80
2017-01-30,83
2017-01-31,84
2017-02-01,84
2017-02-02,82
2017-02-03,84
2017-02-04,84
2017-02-05,82
2017-02-06,80
2017-02-07,76
2017-02-08,74
2017-02-09,74
2017-02-10,70
2017-02-11,69
2017-02-12,69
2017-02-13,65
2017-02-14,63
2017-02-15,64
2017-02-16,64
2017-02-18,66
2017-02-19,66
2017-02-20,65
2017-02-21,65
2017-02-22,63
2017-02-23,64
2017-02-24,66
2017-02-25,69
2017-02-26,71
2017-02-27,71
2017-02-28,72
2017-03-01,73
2017-03-02,73
2017-03-03,72
2017-03-04,70
2017-03-05,68
2017-03-06,65
2017-03-07,64
2017-03-08,61
2017-03-09,64
2017-03-10,61
2017-03-11,59
2017-03-12,61
2017-03-13,60
2017-03-14,60
2017-03-15,61
2017-03-16,62
2017-03-17,62
2017-03-18,61
2017-03-19,60
2017-03-20,61
2017-03-21,63
2017-03-22,61
2017-03-23,63
2017-03-24,63
2017-03-25,63
2017-03-26,63
2017-03-27,62
2017-03-28,61
2017-03-29,63
2017-03-30,63
2017-03-31,60
2017-04-01,57
2017-04-02,54
2017-04-03,55
2017-04-04,53
2017-04-05,52
2017-04-12,53
2017-04-13,52
2017-04-14,51
2017-04-15,51
2017-04-16,49
2017-04-17,48
2017-04-18,50
2017-04-19,53
2017-04-20,56
2017-04-21,58
2017-04-22,60
2017-04-23,63
2017-04-24,66
2017-04-25,66
2017-04-26,69
2017-04-27,70
2017-04-28,73
2017-04-29,75
2017-04-30,76
2017-05-01,79
2017-05-02,78
2017-05-03,77
2017-05-04,76
2017-05-05,74
2017-05-06,71
2017-05-07,69
2017-05-08,65
2017-05-09,63
2017-05-10,59
2017-05-11,57
2017-05-12,57
2017-05-13,55
2017-05-14,52
2017-05-15,53
2017-05-16,53
2017-05-17,54
2017-05-18,56
2017-05-19,56
2017-05-20,57
2017-05-21,57
2017-05-22,57
2017-05-23,54
2017-05-24,51
2017-05-25,49
2017-05-26,50
2017-05-27,51
2017-05-28,50
2017-05-29,47
2017-05-30,50
2017-05-31,51
2017-06-01,53
2017-06-02,54
2017-06-03,56
2017-06-04,58
2017-06-05,60
2017-06-06,60
2017-06-07,61
2017-06-08,61
2017-06-09,61
2017-06-10,60
2017-06-11,58
2017-06-12,56
2017-06-13,56
2017-06-14,58
2017-06-15,59
2017-06-16,60
2017-06-17,62
2017-06-18,59
2017-06-19,59
2017-06-20,57
2017-06-21,58
2017-06-22,58
2017-06-23,55
2017-06-24,53
2017-06-25,55
2017-06-26,55
2017-06-27,53
2017-06-28,52
2017-06-29,54
2017-06-30,56
2017-07-01,56
2017-07-02,57
2017-07-03,58
2017-07-04,59
2017-07-05,59
2017-07-06,58
2017-07-07,58
2017-07-08,58
2017-07-09,57
2017-07-13,61
2017-07-14,63
2017-07-15,61
2017-07-16,61
2017-07-17,57
2017-07-18,59
2017-07-19,60
2017-07-20,63
2017-07-21,65
2017-07-22,66
2017-07-23,68
2017-07-24,72
2017-07-25,76
2017-07-26,77
2017-07-27,79
2017-07-28,78
2017-07-29,77
2017-07-30,75
2017-07-31,75
2017-08-01,76
2017-08-02,73
2017-08-03,74
2017-08-04,75
2017-08-05,74
2017-08-06,72
2017-08-07,71
2017-08-08,71
2017-08-09,75
2017-08-10,76
2017-08-11,76
2017-08-12,76
2017-08-13,74
2017-08-14,76
2017-08-15,76
2017-08-16,73
2017-08-17,70
2017-08-18,70
2017-08-19,69
2017-08-20,69
2017-08-21,69
2017-08-22,67
2017-08-23,67
2017-08-24,65
2017-08-25,63
2017-08-26,64
2017-08-27,64
2017-08-28,64
2017-08-29,63
2017-08-30,62
2017-08-31,63
2017-09-01,64
2017-09-02,65
2017-09-03,65
2017-09-04,65
2017-09-05,66
2017-09-06,66
2017-09-07,65
2017-09-08,67
2017-09-09,67
2017-09-10,65
2017-09-11,63
2017-09-12,60
2017-09-13,57
2017-09-14,54
2017-09-15,54
2017-09-16,52
2017-09-17,51
2017-09-18,51
2017-09-19,54
2017-09-20,54
2017-09-22,51
2017-09-23,50
2017-09-24,49
2017-09-25,46
2017-09-26,48
2017-09-27,48
2017-09-28,47
2017-09-29,44
2017-09-30,41
2017-10-01,38
2017-10-02,36
2017-10-03,37
2017-10-04,39
2017-10-05,39
2017-10-06,39
2017-10-07,38
2017-10-08,37
2017-10-09,36
2017-10-10,36
2017-10-11,36
2017-10-12,36
2017-10-13,37
2017-10-14,38
2017-10-15,38
2017-10-16,37
2017-10-17,37
2017-10-18,37
2017-10-19,38
2017-10-20,39
2017-10-21,40
2017-10-22,40
2017-10-23,39
2017-10-24,37
2017-10-25,35
2017-10-26,34
2017-10-27,34
2017-10-28,34
2017-10-29,32
2017-10-30,30
2017-10-31,31
2017-11-01,31
2017-11-02,32
2017-11-03,31
2017-11-04,30
2017-11-05,29
2017-11-06,28
2017-11-07,28
2017-11-08,29
2017-11-09,28
2017-11-10,29
2017-11-11,29
2017-11-12,28
2017-11-13,28
2017-11-14,30
2017-11-15,29
2017-11-16,28
2017-11-17,29
2017-11-18,30
2017-11-19,32
2017-11-20,33
2017-11-21,33
2017-11-22,33
2017-11-23,33
2017-11-24,31
2017-11-25,30
2017-11-26,30
2017-11-27,30
2017-11-28,29
2017-11-29,30
2017-11-30,31
2017-12-01,33
2017-12-02,35
2017-12-03,34
2017-12-04,35
2017-12-05,36
2017-12-06,37
2017-12-07,39
2017-12-08,39
2017-12-09,41
2017-12-10,43
2017-12-11,41
2017-12-12,42
2017-12-13,43
2017-12-14,42
2017-12-15,42
2017-12-16,43
2017-12-17,44
2017-12-18,43
2017-12-19,40
2017-12-20,38
2017-12-21,38
2017-12-22,38
2017-12-23,39
2017-12-24,39
2017-12-25,38
2017-12-26,37
2017-12-27,36
2017-12-28,36
2017-12-29,37
2017-12-30,37
2017-12-31,36
2018-01-01,37
2018-01-02,35
2018-01-03,36
2018-01-04,38
2018-01-05,39
2018-01-06,40
2018-01-07,41
2018-01-08,42
2018-01-09,42
2018-01-10,42
2018-01-11,43
2018-01-12,44
2018-01-13,46
2018-01-14,49
2018-01-15,52
2018-01-16,55
2018-01-17,58
2018-01-18,61
2018-01-19,61
2018-01-20,61
2018-01-21,60
2018-01-22,59
2018-01-23,61
2018-01-24,63
2018-01-25,67
2018-01-26,70
2018-01-27,74
2018-01-28,77
2018-01-29,80
2018-01-30,82
2018-01-31,82
2018-02-01,84
2018-02-02,86
2018-02-03,89
2018-02-04,87
2018-02-05,89
2018-02-06,90
2018-02-07,92
2018-02-08,92
2018-02-09,90
2018-02-10,88
2018-02-11,86
2018-02-12,85
2018-02-13,86
2018-02-14,86
2018-02-15,82
2018-02-16,77
2018-02-17,73
2018-02-18,69
2018-02-19,65
2018-02-20,66
2018-02-21,65
2018-02-22,67
2018-02-23,67
2018-02-24,66
2018-02-25,64
2018-02-26,62
2018-02-27,60
2018-02-28,61
2018-03-01,62
2018-03-02,63
2018-03-03,64
2018-03-04,66
2018-03-05,66
2018-03-06,64
2018-03-07,66
2018-03-08,66
2018-03-09,66
2018-03-10,67
2018-03-11,63
2018-03-12,60
2018-03-13,61
2018-03-14,61
2018-03-15,61
2018-03-16,64
2018-03-17,64
2018-03-18,62
2018-03-20,60
2018-03-22,62
2018-03-23,63
2018-03-24,64
2018-03-25,66
2018-03-26,64
2018-03-27,64
2018-03-28,66
2018-03-29,63
2018-03-30,61
2018-03-31,60
2018-04-01,57
2018-04-02,54
2018-04-03,51
2018-04-04,51
2018-04-05,53
2018-04-06,52
2018-04-07,49
2018-04-08,49
2018-04-09,48
2018-04-10,46
2018-04-11,44
2018-04-12,45
2018-04-13,47
2018-04-14,48
2018-04-15,50
2018-04-16,52
2018-04-17,52
2018-04-18,53
2018-04-19,53
2018-04-20,53
2018-04-21,55
2018-04-22,55
2018-04-23,55
2018-04-24,56
2018-04-25,54
2018-04-26,54
2018-04-27,55
2018-04-28,57
2018-04-29,59
2018-04-30,61
2018-05-01,64
2018-05-02,68
2018-05-03,68
2018-05-04,68
2018-05-05,67
2018-05-06,66
2018-05-07,67
2018-05-08,67
2018-05-09,67
2018-05-10,67
2018-05-11,70
2018-05-12,70
2018-05-13,73
2018-05-14,72
2018-05-15,75
2018-05-16,77
2018-05-17,77
2018-05-18,74
2018-05-19,75
2018-05-20,77
2018-05-21,79
2018-05-22,83
2018-05-23,84
2018-05-24,81
2018-05-25,85
2018-05-26,88
2018-05-27,91
2018-05-28,90
2018-05-29,87
2018-05-30,86
2018-05-31,85
2018-06-01,87
2018-06-02,89
2018-06-03,87
2018-06-04,89
2018-06-05,86
2018-06-06,87
2018-06-07,90
2018-06-08,94
2018-06-09,97
2018-06-10,96
2018-06-11,92
2018-06-12,92
2018-06-13,91
2018-06-14,88
2018-06-15,85
2018-06-16,83
2018-06-17,79
2018-06-18,76
2018-06-19,72
2018-06-20,70
2018-06-21,73
2018-06-22,74
2018-06-23,73
2018-06-24,70
2018-06-25,66
2018-06-26,62
2018-06-27,60
2018-06-28,62
2018-06-29,61
2018-06-30,57
2018-07-01,56
2018-07-02,54
2018-07-03,56
2018-07-04,59
2018-07-05,61
2018-07-06,60
2018-07-07,59
2018-07-08,59
2018-07-09,62
2018-07-10,65
2018-07-11,63
2018-07-12,60
2018-07-13,60
2018-07-14,59
2018-07-15,58
2018-07-16,59
2018-07-17,58
2018-07-18,56
2018-07-19,57
2018-07-20,56
2018-07-21,57
2018-07-22,58
2018-07-23,61
2018-07-24,63
2018-07-25,61
2018-07-26,61
2018-07-27,62
2018-07-28,65
2018-07-29,68
2018-07-30,68
2018-07-31,67
2018-08-01,68
2018-08-02,68
2018-08-03,67
2018-08-04,65
2018-08-05,64
2018-08-06,66
2018-08-07,66
2018-08-08,64
2018-08-09,64
2018-08-10,61
2018-08-11,59
2018-08-12,59
2018-08-14,60
2018-08-16,57
2018-08-17,55
2018-08-18,56
2018-08-19,55
2018-08-20,54
2018-08-21,55
2018-08-22,55
2018-08-23,54
2018-08-24,54
2018-08-25,54
2018-08-26,53
2018-08-27,53
2018-08-28,53
2018-08-29,53
2018-08-30,54
2018-08-31,53
2018-09-01,53
2018-09-02,54
2018-09-03,52
2018-09-04,51
2018-09-05,50
2018-09-06,49
2018-09-07,51
2018-09-08,52
2018-09-09,52
2018-09-10,51
2018-09-11,53
2018-09-12,56
2018-09-13,58
2018-09-14,60
2018-09-15,63
2018-09-16,67
2018-09-17,67
2018-09-18,65
2018-09-19,65
2018-09-20,67
2018-09-21,68
2018-09-22,68
2018-09-23,67
2018-09-24,65
2018-09-25,63
2018-09-26,62
2018-09-27,64
2018-09-28,60
2018-09-29,59
2018-09-30,61
2018-10-01,64
2018-10-02,67
2018-10-03,69
2018-10-04,73
2018-10-05,77
2018-10-06,81
2018-10-07,86
2018-10-08,91
2018-10-09,96
2018-10-10,101
2018-10-11,106
2018-10-12,109
2018-10-13,105
2018-10-14,99
2018-10-15,94
2018-10-16,89
2018-10-17,88
2018-10-18,91
2018-10-19,91
2018-10-20,89
2018-10-21,85
2018-10-22,88
2018-10-23,89
2018-10-24,88
2018-10-25,92
2018-10-26,94
2018-10-27,94
2018-10-28,96
2018-10-29,98
2018-10-30,94
2018-10-31,96
2018-11-01,96
2018-11-03,87
2018-11-04,84
2018-11-05,85
2018-11-06,89
2018-11-07,94
2018-11-08,99
2018-11-09,104
2018-11-10,107
2018-11-11,101
2018-11-12,96
2018-11-13,91
2018-11-14,87
2018-11-15,85
2018-11-16,85
2018-11-17,82
2018-11-18,85
2018-11-19,85
2018-11-20,85
2018-11-21,88
2018-11-22,91
2018-11-23,92
2018-11-24,90
2018-11-25,90
2018-11-26,88
2018-11-27,87
2018-11-28,87
2018-11-29,87
2018-12-01,84
2018-12-02,85
2018-12-03,83
2018-12-04,84
2018-12-05,87
2018-12-07,88
2018-12-09,84
2018-12-10,79
2018-12-11,75
2018-12-12,71
2018-12-13,67
2018-12-14,64
2018-12-15,60
2018-12-16,57
2018-12-17,54
2018-12-18,52
2018-12-19,49
2018-12-20,46
2018-12-21,47
2018-12-22,49
2018-12-23,51
2018-12-24,52
2018-12-25,49
2018-12-26,48
2018-12-27,46
2018-12-28,43
2018-12-29,42
2018-12-30,45
2018-12-31,47
2019-01-01,49
2019-01-02,50
2019-01-03,52
2019-01-04,55
2019-01-05,57
2019-01-06,58
2019-01-08,59
2019-01-10,56
2019-01-11,54
2019-01-12,52
2019-01-13,52
2019-01-14,54
2019-01-15,54
2019-01-16,55
2019-01-17,58
2019-01-18,60
2019-01-19,61
2019-01-20,63
2019-01-21,65
2019-01-22,65
2019-01-23,63
2019-01-24,66
2019-01-25,68
2019-01-26,68
2019-01-27,67
2019-01-28,69
2019-01-29,68
2019-01-30,69
2019-01-31,69
2019-02-01,69
2019-02-02,70
2019-02-03,71
2019-02-04,72
2019-02-05,73
2019-02-06,76
2019-02-07,73
2019-02-08,70
2019-02-09,69
2019-02-10,69
2019-02-11,72
2019-02-12,75
2019-02-13,74
2019-02-14,76
2019-02-15,72
2019-02-16,68
2019-02-17,64
2019-02-18,60
2019-02-19,57
2019-02-20,54
2019-02-21,54
2019-02-22,56
2019-02-23,56
2019-02-24,56
2019-02-25,57
2019-02-26,58
2019-02-27,59
2019-02-28,59
2019-03-01,57
2019-03-02,56
2019-03-03,54
2019-03-04,52
2019-03-05,53
2019-03-06,53
2019-03-07,54
2019-03-08,57
2019-03-09,58
2019-03-10,58
2019-03-11,59
2019-03-12,60
2019-03-13,60
2019-03-14,61
2019-03-15,61
2019-03-16,60
2019-03-17,57
2019-03-18,54
2019-03-19,52
2019-03-20,51
2019-03-21,53
2019-03-22,55
2019-03-23,53
2019-03-24,51
2019-03-25,51
2019-03-26,50
2019-03-27,50
2019-03-28,49
2019-03-29,48
2019-03-30,47
2019-03-31,46
2019-04-01,45
2019-04-02,46
2019-04-03,46
2019-04-04,46
2019-04-05,46
2019-04-06,46
2019-04-07,43
2019-04-08,40
2019-04-09,38
2019-04-10,39
2019-04-11,39
2019-04-12,40
2019-04-13,41
2019-04-14,43
2019-04-15,41
2019-04-16,43
2019-04-17,43
2019-04-18,43
2019-04-19,45
2019-04-20,43
2019-04-21,42
2019-04-22,44
2019-04-23,45
2019-04-24,46
2019-04-25,47
2019-04-26,49
2019-04-27,49
2019-04-28,50
2019-04-29,50
2019-04-30,51
2019-05-01,54
2019-05-02,57
2019-05-03,58
2019-05-04,57
2019-05-05,57
2019-05-06,56
2019-05-07,56
2019-05-08,56
2019-05-09,55
2019-05-10,54
2019-05-11,56
2019-05-12,57
2019-05-13,59
2019-05-14,60
2019-05-15,61
2019-05-16,63
2019-05-17,65
2019-05-18,67
2019-05-19,67
2019-05-20,68
2019-05-21,66
2019-05-22,68
2019-05-23,68
2019-05-24,69
2019-05-25,69
2019-05-26,65
2019-05-27,64
2019-05-28,63
2019-05-29,59
2019-05-30,59
2019-05-31,58
2019-06-01,56
2019-06-02,53
2019-06-03,51
2019-06-04,52
2019-06-05,55
2019-06-06,57
2019-06-07,59
2019-06-08,61
2019-06-09,64
2019-06-10,64
2019-06-11,64
2019-06-12,60
2019-06-13,57
2019-06-14,54
2019-06-15,51
2019-06-16,49
2019-06-17,49
2019-06-18,48
2019-06-19,47
2019-06-20,45
2019-06-21,44
2019-06-22,44
2019-06-23,45
2019-06-24,46
2019-06-25,46
2019-06-26,46
2019-06-27,46
2019-06-28,46
2019-06-29,46
2019-06-30,47
2019-07-01,48
2019-07-02,47
2019-07-03,46
2019-07-04,48
2019-07-05,47
2019-07-06,45
2019-07-07,45
2019-07-08,44
2019-07-09,42
2019-07-10,41
2019-07-11,41
2019-07-12,44
2019-07-13,46
2019-07-14,46
2019-07-15,47
2019-07-16,48
2019-07-17,47
2019-07-18,50
2019-07-19,49
2019-07-20,49
2019-07-21,47
2019-07-22,46
2019-07-23,48
2019-07-24,49
2019-07-25,51
2019-07-26,52
2019-07-27,52
2019-07-28,53
2019-07-29,52
2019-07-30,52
2019-07-31,53
2019-08-01,55
2019-08-02,55
2019-08-03,54
2019-08-04,53
2019-08-05,52
2019-08-06,52
2019-08-07,52
2019-08-08,52
2019-08-09,54
2019-08-10,55
2019-08-11,57
2019-08-12,56
2019-08-13,56
2019-08-14,55
2019-08-15,54
2019-08-16,53
2019-08-17,53
2019-08-18,52
2019-08-19,53
2019-08-20,56
2019-08-21,59
2019-08-22,57
2019-08-23,56
2019-08-24,55
