date_obj,Bolt%20rack price
2015-08-13,97
2015-08-14,95
2015-08-15,95
2015-08-16,95
2015-08-17,99
2015-08-18,98
2015-08-19,97
2015-08-20,96
2015-08-21,96
2015-08-22,96
2015-08-23,92
2015-08-24,88
2015-08-25,83
2015-08-26,83
2015-08-27,80
2015-08-28,80
2015-08-29,81
2015-08-30,80
2015-08-31,78
2015-09-01,78
2015-09-02,78
2015-09-03,80
2015-09-04,80
2015-09-05,82
2015-09-06,82
2015-09-07,81
2015-09-08,82
2015-09-09,80
2015-09-10,78
2015-09-11,79
2015-09-12,80
2015-09-13,81
2015-09-14,79
2015-09-15,79
2015-09-16,79
2015-09-17,80
2015-09-18,81
2015-09-19,83
2015-09-20,84
2015-09-21,88
2015-09-22,92
2015-09-23,95
2015-09-24,99
2015-09-25,100
2015-09-27,105
2015-09-28,109
2015-09-29,111
2015-09-30,115
2015-10-05,119
2015-10-06,117
2015-10-07,114
2015-10-08,113
2015-10-09,114
2015-10-10,116
2015-10-11,115
2015-10-12,118
2015-10-13,112
2015-10-14,108
2015-10-15,104
2015-10-16,103
2015-10-17,106
2015-10-18,105
2015-10-19,105
2015-10-20,108
2015-10-22,109
2015-10-23,104
2015-10-24,103
2015-10-25,102
2015-10-26,103
2015-10-27,100
2015-10-29,96
2015-10-30,99
2015-10-31,98
2015-11-01,100
2015-11-02,101
2015-11-03,100
2015-11-04,101
2015-11-05,107
2015-11-06,112
2015-11-07,116
2015-11-08,119
2015-11-09,123
2015-11-10,127
2015-11-11,127
2015-11-12,125
2015-11-13,124
2015-11-14,118
2015-11-15,112
2015-11-16,111
2015-11-17,113
2015-11-18,110
2015-11-19,113
2015-11-20,119
2015-11-21,124
2015-11-22,129
2015-11-23,131
2015-11-24,135
2015-11-25,137
2015-11-26,140
2015-11-27,145
2015-11-28,151
2015-11-29,155
2015-11-30,155
2015-12-01,151
2015-12-02,150
2015-12-03,146
2015-12-04,138
2015-12-05,133
2015-12-06,129
2015-12-07,128
2015-12-08,129
2015-12-09,127
2015-12-10,129
2015-12-11,131
2015-12-12,130
2015-12-13,128
2015-12-14,126
2015-12-15,122
2015-12-16,119
2015-12-17,120
2015-12-18,122
2015-12-19,125
2015-12-20,127
2015-12-21,122
2015-12-22,115
2015-12-23,110
2015-12-24,109
2015-12-25,111
2015-12-26,112
2015-12-27,114
2015-12-28,112
2015-12-29,108
2015-12-30,105
2015-12-31,105
2016-01-01,108
2016-01-02,111
2016-01-03,115
2016-01-04,117
2016-01-05,111
2016-01-06,107
2016-01-07,105
2016-01-08,106
2016-01-09,107
2016-01-10,106
2016-01-11,106
2016-01-12,108
2016-01-13,110
2016-01-14,111
2016-01-15,109
2016-01-16,104
2016-01-17,106
2016-01-18,110
2016-01-19,109
2016-01-20,110
2016-01-21,112
2016-01-22,115
2016-01-23,113
2016-01-24,112
2016-01-25,114
2016-01-26,108
2016-01-27,106
2016-01-28,109
2016-01-29,107
2016-01-30,109
2016-01-31,107
2016-02-01,104
2016-02-02,100
2016-02-03,103
2016-02-04,106
2016-02-05,110
2016-02-06,113
2016-02-07,115
2016-02-08,117
2016-02-09,113
2016-02-10,114
2016-02-11,118
2016-02-12,122
2016-02-13,124
2016-02-14,123
2016-02-15,124
2016-02-16,117
2016-02-17,115
2016-02-18,112
2016-02-19,111
2016-02-20,111
2016-02-21,110
2016-02-22,109
2016-02-23,111
2016-02-24,109
2016-02-25,108
2016-02-26,108
2016-02-27,109
2016-02-28,108
2016-02-29,110
2016-03-01,111
2016-03-02,112
2016-03-03,110
2016-03-04,110
2016-03-05,107
2016-03-06,106
2016-03-07,107
2016-03-08,107
2016-03-09,108
2016-03-10,108
2016-03-11,110
2016-03-12,106
2016-03-13,104
2016-03-14,102
2016-03-15,103
2016-03-16,101
2016-03-17,100
2016-03-18,101
2016-03-19,101
2016-03-20,102
2016-03-21,104
2016-03-22,104
2016-03-23,101
2016-03-24,98
2016-03-25,100
2016-03-26,100
2016-03-27,101
2016-03-28,100
2016-03-29,100
2016-03-30,101
2016-03-31,99
2016-04-01,96
2016-04-02,98
2016-04-03,99
2016-04-04,99
2016-04-05,100
2016-04-06,100
2016-04-07,97
2016-04-08,96
2016-04-09,96
2016-04-10,96
2016-04-11,97
2016-04-12,97
2016-04-13,96
2016-04-14,96
2016-04-15,96
2016-04-16,96
2016-04-17,94
2016-04-18,92
2016-04-19,92
2016-04-20,91
2016-04-21,91
2016-04-22,90
2016-04-23,91
2016-04-24,91
2016-04-25,90
2016-04-26,89
2016-04-27,89
2016-04-28,88
2016-04-29,86
2016-04-30,85
2016-05-01,83
2016-05-02,81
2016-05-03,80
2016-05-04,78
2016-05-05,77
2016-05-06,77
2016-05-07,76
2016-05-08,77
2016-05-09,78
2016-05-10,76
2016-05-11,76
2016-05-12,79
2016-05-13,79
2016-05-14,76
2016-05-15,74
2016-05-16,72
2016-05-17,70
2016-05-18,69
2016-05-19,69
2016-05-22,69
2016-05-23,70
2016-05-24,71
2016-05-25,72
2016-05-26,72
2016-05-27,73
2016-05-28,74
2016-05-29,74
2016-05-30,74
2016-05-31,75
2016-06-01,74
2016-06-02,73
2016-06-03,72
2016-06-04,72
2016-06-05,72
2016-06-06,72
2016-06-07,71
2016-06-08,71
2016-06-09,71
2016-06-10,71
2016-06-11,70
2016-06-12,69
2016-06-13,70
2016-06-14,70
2016-06-15,70
2016-06-16,70
2016-06-17,69
2016-06-18,69
2016-06-19,69
2016-06-20,70
2016-06-21,70
2016-06-22,69
2016-06-23,69
2016-06-24,70
2016-06-25,71
2016-06-26,72
2016-06-27,72
2016-06-28,75
2016-06-29,78
2016-06-30,81
2016-07-01,84
2016-07-02,87
2016-07-03,87
2016-07-04,88
2016-07-05,86
2016-07-06,82
2016-07-07,78
2016-07-08,76
2016-07-09,78
2016-07-10,80
2016-07-11,82
2016-07-12,84
2016-07-13,83
2016-07-14,83
2016-07-15,84
2016-07-16,86
2016-07-17,86
2016-07-18,86
2016-07-23,81
2016-07-24,82
2016-07-25,84
2016-07-26,85
2016-07-27,86
2016-07-28,86
2016-07-29,86
2016-07-30,86
2016-07-31,85
2016-08-01,85
2016-08-02,86
2016-08-03,87
2016-08-04,88
2016-08-05,87
2016-08-06,88
2016-08-07,89
2016-08-08,89
2016-08-09,88
2016-08-10,88
2016-08-11,88
2016-08-12,88
2016-08-13,87
2016-08-14,87
2016-08-15,87
2016-08-16,88
2016-08-17,89
2016-08-18,89
2016-08-19,90
2016-08-20,91
2016-08-21,91
2016-08-22,91
2016-08-23,91
2016-08-24,89
2016-08-25,87
2016-08-26,87
2016-08-28,87
2016-08-31,86
2016-09-01,86
2016-09-02,85
2016-09-03,85
2016-09-04,85
2016-09-05,85
2016-09-06,85
2016-09-07,84
2016-09-08,84
2016-09-09,85
2016-09-10,87
2016-09-11,90
2016-09-12,90
2016-09-13,91
2016-09-14,89
2016-09-15,90
2016-09-16,90
2016-09-17,91
2016-09-18,90
2016-09-19,91
2016-09-20,90
2016-09-21,90
2016-09-22,91
2016-09-23,93
2016-09-24,97
2016-09-25,97
2016-09-26,95
2016-09-27,96
2016-09-28,97
2016-09-29,99
2016-09-30,100
2016-10-01,99
2016-10-02,98
2016-10-03,97
2016-10-04,96
2016-10-05,93
2016-10-06,91
2016-10-07,89
2016-10-08,86
2016-10-09,84
2016-10-10,81
2016-10-11,79
2016-10-12,78
2016-10-13,80
2016-10-14,81
2016-10-15,83
2016-10-16,84
2016-10-17,86
2016-10-18,88
2016-10-19,87
2016-10-20,88
2016-10-21,90
2016-10-22,91
2016-10-23,91
2016-10-24,94
2016-10-25,98
2016-10-26,96
2016-10-27,95
2016-10-28,97
2016-10-29,97
2016-10-30,97
2016-10-31,96
2016-11-01,96
2016-11-02,96
2016-11-03,95
2016-11-04,95
2016-11-05,96
2016-11-06,95
2016-11-07,95
2016-11-08,95
2016-11-09,96
2016-11-10,96
2016-11-11,97
2016-11-12,99
2016-11-13,101
2016-11-14,101
2016-11-15,101
2016-12-07,80
2016-12-08,80
2016-12-09,81
2016-12-10,81
2016-12-11,80
2016-12-12,79
2016-12-13,78
2016-12-14,79
2016-12-15,79
2016-12-16,78
2016-12-17,78
2016-12-18,78
2016-12-19,78
2016-12-20,78
2016-12-21,78
2016-12-22,78
2016-12-23,78
2016-12-24,78
2016-12-25,77
2016-12-26,78
2016-12-27,78
2016-12-28,78
2016-12-29,77
2016-12-30,77
2016-12-31,76
2017-01-01,75
2017-01-02,72
2017-01-03,69
2017-01-04,67
2017-01-05,65
2017-01-06,63
2017-01-07,62
2017-01-08,60
2017-01-09,61
2017-01-10,62
2017-01-11,64
2017-01-12,63
2017-01-13,64
2017-01-14,65
2017-01-15,65
2017-01-16,64
2017-01-17,64
2017-01-18,64
2017-01-19,65
2017-01-20,65
2017-01-21,65
2017-01-22,64
2017-01-23,64
2017-01-27,65
2017-01-28,64
2017-01-29,63
2017-01-30,63
2017-01-31,63
2017-02-01,63
2017-02-02,63
2017-02-03,64
2017-02-04,65
2017-02-05,64
2017-02-06,64
2017-02-07,66
2017-02-08,67
2017-02-09,69
2017-02-10,70
2017-02-11,71
2017-02-12,70
2017-02-13,69
2017-02-14,68
2017-02-15,68
2017-02-16,67
2017-02-18,67
2017-02-19,67
2017-02-20,67
2017-02-21,67
2017-02-22,67
2017-02-23,67
2017-02-24,66
2017-02-25,66
2017-02-26,65
2017-02-27,64
2017-02-28,63
2017-03-01,62
2017-03-02,62
2017-03-03,62
2017-03-04,62
2017-03-05,62
2017-03-06,63
2017-03-07,64
2017-03-08,64
2017-03-09,64
2017-03-10,66
2017-03-11,69
2017-03-12,69
2017-03-13,69
2017-03-14,69
2017-03-15,70
2017-03-16,70
2017-03-17,71
2017-03-18,70
2017-03-19,70
2017-03-20,70
2017-03-21,70
2017-03-22,71
2017-03-23,72
2017-03-24,74
2017-03-25,75
2017-03-26,77
2017-03-27,77
2017-03-28,77
2017-03-29,79
2017-03-30,82
2017-03-31,87
2017-04-01,92
2017-04-02,97
2017-04-03,101
2017-04-04,106
2017-04-12,90
2017-04-13,88
2017-04-14,86
2017-04-15,87
2017-04-16,87
2017-04-17,90
2017-04-18,91
2017-04-19,90
2017-04-20,87
2017-04-21,84
2017-04-22,82
2017-04-23,79
2017-04-24,79
2017-04-25,82
2017-04-26,82
2017-04-27,82
2017-04-28,83
2017-04-29,84
2017-04-30,82
2017-05-01,81
2017-05-02,81
2017-05-03,81
2017-05-04,81
2017-05-05,83
2017-05-06,85
2017-05-07,85
2017-05-08,83
2017-05-09,83
2017-05-10,84
2017-05-11,84
2017-05-12,83
2017-05-13,82
2017-05-14,81
2017-05-15,79
2017-05-16,78
2017-05-17,78
2017-05-18,77
2017-05-19,75
2017-05-20,72
2017-05-21,71
2017-05-22,70
2017-05-23,69
2017-05-24,69
2017-05-25,68
2017-05-26,67
2017-05-27,67
2017-05-28,66
2017-05-29,65
2017-05-30,64
2017-05-31,66
2017-06-01,69
2017-06-02,72
2017-06-03,75
2017-06-04,76
2017-06-05,74
2017-06-06,75
2017-06-07,75
2017-06-08,74
2017-06-09,73
2017-06-10,72
2017-06-11,69
2017-06-12,66
2017-06-13,66
2017-06-14,66
2017-06-15,67
2017-06-16,68
2017-06-17,69
2017-06-18,70
2017-06-19,69
2017-06-20,69
2017-06-21,69
2017-06-22,70
2017-06-23,70
2017-06-24,71
2017-06-25,72
2017-06-26,71
2017-06-27,71
2017-06-28,69
2017-06-29,69
2017-06-30,70
2017-07-01,72
2017-07-02,72
2017-07-03,71
2017-07-04,70
2017-07-05,69
2017-07-06,69
2017-07-07,70
2017-07-08,70
2017-07-13,67
2017-07-14,67
2017-07-15,67
2017-07-16,66
2017-07-17,66
2017-07-18,65
2017-07-19,65
2017-07-20,66
2017-07-21,67
2017-07-22,68
2017-07-23,67
2017-07-24,67
2017-07-25,67
2017-07-26,67
2017-07-27,67
2017-07-28,67
2017-07-29,66
2017-07-30,66
2017-07-31,66
2017-08-01,66
2017-08-02,65
2017-08-03,66
2017-08-04,66
2017-08-05,66
2017-08-06,66
2017-08-09,67
2017-08-10,67
2017-08-11,68
2017-08-12,70
2017-08-13,69
2017-08-14,69
2017-08-15,70
2017-08-16,69
2017-08-17,68
2017-08-18,68
2017-08-19,68
2017-08-20,68
2017-08-21,67
2017-08-22,67
2017-08-23,67
2017-08-24,67
2017-08-25,67
2017-08-26,67
2017-08-27,66
2017-08-28,66
2017-08-29,65
2017-08-30,64
2017-08-31,65
2017-09-01,65
2017-09-02,65
2017-09-03,65
2017-09-04,65
2017-09-05,64
2017-09-06,64
2017-09-07,64
2017-09-08,64
2017-09-09,64
2017-09-10,64
2017-09-11,65
2017-09-12,64
2017-09-13,64
2017-09-14,63
2017-09-15,63
2017-09-16,64
2017-09-17,64
2017-09-18,64
2017-09-19,65
2017-09-20,64
2017-09-22,64
2017-09-23,65
2017-09-24,64
2017-09-25,65
2017-09-26,65
2017-09-27,65
2017-09-28,66
2017-09-29,66
2017-09-30,69
2017-10-01,67
2017-10-02,67
2017-10-03,69
2017-10-04,69
2017-10-05,70
2017-10-06,71
2017-10-07,70
2017-10-08,69
2017-10-09,69
2017-10-10,70
2017-10-11,68
2017-10-12,69
2017-10-13,68
2017-10-14,68
2017-10-15,68
2017-10-16,68
2017-10-17,68
2017-10-18,67
2017-10-19,65
2017-10-20,66
2017-10-21,66
2017-10-22,65
2017-10-23,65
2017-10-24,64
2017-10-25,65
2017-10-26,66
2017-10-27,67
2017-10-28,69
2017-10-29,69
2017-10-30,69
2017-10-31,69
2017-11-01,71
2017-11-02,72
2017-11-03,72
2017-11-04,72
2017-11-05,73
2017-11-06,72
2017-11-07,72
2017-11-08,71
2017-11-09,71
2017-11-10,70
2017-11-11,70
2017-11-12,69
2017-11-13,68
2017-11-14,69
2017-11-15,69
2017-11-16,69
2017-11-17,70
2017-11-18,69
2017-11-19,70
2017-11-20,69
2017-11-21,69
2017-11-22,69
2017-11-23,68
2017-11-24,68
2017-11-25,66
2017-11-26,64
2017-11-27,63
2017-11-28,63
2017-11-29,63
2017-11-30,62
2017-12-01,63
2017-12-02,62
2017-12-03,63
2017-12-04,63
2017-12-05,62
2017-12-06,62
2017-12-07,62
2017-12-08,61
2017-12-09,61
2017-12-10,60
2017-12-11,60
2017-12-12,59
2017-12-13,59
2017-12-14,59
2017-12-15,59
2017-12-16,59
2017-12-17,57
2017-12-18,57
2017-12-19,57
2017-12-20,56
2017-12-21,56
2017-12-22,56
2017-12-23,56
2017-12-24,56
2017-12-25,55
2017-12-26,55
2017-12-27,55
2017-12-28,55
2017-12-29,55
2017-12-30,55
2017-12-31,54
2018-01-01,53
2018-01-02,53
2018-01-03,52
2018-01-04,52
2018-01-05,51
2018-01-06,50
2018-01-07,50
2018-01-08,50
2018-01-09,48
2018-01-10,48
2018-01-11,46
2018-01-12,43
2018-01-13,42
2018-01-14,41
2018-01-15,41
2018-01-16,41
2018-01-17,41
2018-01-18,42
2018-01-19,44
2018-01-20,46
2018-01-21,46
2018-01-22,48
2018-01-23,49
2018-01-24,50
2018-01-25,51
2018-01-26,51
2018-01-27,52
2018-01-28,51
2018-01-29,51
2018-01-30,52
2018-01-31,52
2018-02-01,52
2018-02-02,52
2018-02-03,53
2018-02-04,52
2018-02-05,52
2018-02-06,52
2018-02-07,52
2018-02-08,52
2018-02-09,51
2018-02-10,51
2018-02-11,52
2018-02-12,52
2018-02-13,53
2018-02-14,54
2018-02-15,54
2018-02-16,56
2018-02-17,58
2018-02-18,58
2018-02-19,59
2018-02-20,60
2018-02-21,61
2018-02-22,62
2018-02-23,63
2018-02-24,63
2018-02-25,63
2018-02-26,63
2018-02-27,62
2018-02-28,63
2018-03-01,64
2018-03-02,65
2018-03-03,67
2018-03-04,67
2018-03-05,67
2018-03-06,68
2018-03-07,67
2018-03-08,67
2018-03-09,69
2018-03-10,70
2018-03-11,70
2018-03-12,70
2018-03-13,70
2018-03-14,70
2018-03-15,71
2018-03-16,71
2018-03-17,72
2018-03-18,71
2018-03-20,72
2018-03-21,72
2018-03-23,72
2018-03-24,73
2018-03-25,74
2018-03-26,73
2018-03-27,74
2018-03-28,73
2018-03-29,74
2018-03-30,73
2018-03-31,73
2018-04-01,73
2018-04-02,73
2018-04-03,72
2018-04-04,73
2018-04-05,73
2018-04-06,73
2018-04-07,73
2018-04-08,73
2018-04-09,72
2018-04-10,69
2018-04-11,67
2018-04-12,67
2018-04-13,67
2018-04-14,67
2018-04-15,65
2018-04-16,65
2018-04-17,65
2018-04-18,64
2018-04-19,63
2018-04-20,62
2018-04-21,61
2018-04-22,62
2018-04-23,62
2018-04-24,61
2018-04-25,61
2018-04-26,61
2018-04-27,61
2018-04-28,61
2018-04-29,61
2018-04-30,61
2018-05-01,61
2018-05-02,61
2018-05-03,61
2018-05-04,61
2018-05-05,61
2018-05-06,61
2018-05-07,60
2018-05-08,61
2018-05-09,61
2018-05-10,61
2018-05-11,61
2018-05-12,61
2018-05-13,62
2018-05-14,63
2018-05-15,64
2018-05-16,66
2018-05-17,69
2018-05-18,68
2018-05-19,68
2018-05-20,68
2018-05-21,69
2018-05-22,70
2018-05-23,70
2018-05-24,70
2018-05-25,68
2018-05-26,66
2018-05-27,64
2018-05-28,63
2018-05-29,63
2018-05-30,62
2018-05-31,62
2018-06-01,62
2018-06-02,61
2018-06-03,61
2018-06-04,60
2018-06-05,58
2018-06-06,56
2018-06-07,55
2018-06-08,53
2018-06-09,52
2018-06-10,51
2018-06-11,50
2018-06-12,49
2018-06-13,48
2018-06-14,46
2018-06-15,46
2018-06-16,45
2018-06-17,45
2018-06-18,44
2018-06-19,44
2018-06-20,44
2018-06-21,44
2018-06-22,44
2018-06-23,44
2018-06-24,44
2018-06-25,44
2018-06-26,44
2018-06-27,44
2018-06-28,44
2018-06-29,45
2018-06-30,45
2018-07-01,45
2018-07-02,45
2018-07-03,45
2018-07-04,45
2018-07-05,46
2018-07-06,46
2018-07-07,47
2018-07-08,48
2018-07-09,48
2018-07-10,49
2018-07-11,49
2018-07-12,50
2018-07-13,50
2018-07-14,50
2018-07-15,49
2018-07-16,50
2018-07-17,50
2018-07-18,50
2018-07-19,50
2018-07-20,49
2018-07-21,48
2018-07-22,47
2018-07-23,46
2018-07-24,45
2018-07-25,45
2018-07-26,44
2018-07-27,43
2018-07-28,43
2018-07-29,43
2018-07-30,43
2018-07-31,42
2018-08-01,42
2018-08-02,42
2018-08-03,42
2018-08-04,42
2018-08-05,42
2018-08-06,43
2018-08-07,44
2018-08-08,46
2018-08-09,47
2018-08-10,47
2018-08-11,48
2018-08-12,50
2018-08-14,49
2018-08-16,48
2018-08-17,48
2018-08-18,48
2018-08-19,47
2018-08-20,47
2018-08-21,47
2018-08-22,47
2018-08-23,47
2018-08-24,47
2018-08-25,48
2018-08-26,48
2018-08-27,49
2018-08-28,50
2018-08-29,50
2018-08-30,51
2018-08-31,52
2018-09-01,53
2018-09-02,54
2018-09-03,54
2018-09-04,55
2018-09-05,57
2018-09-06,59
2018-09-07,59
2018-09-08,59
2018-09-09,59
2018-09-10,60
2018-09-11,61
2018-09-12,63
2018-09-13,66
2018-09-14,70
2018-09-15,73
2018-09-16,76
2018-09-17,79
2018-09-18,82
2018-09-19,84
2018-09-20,81
2018-09-21,76
2018-09-22,74
2018-09-23,74
2018-09-24,75
2018-09-25,76
2018-09-26,76
2018-09-27,76
2018-09-28,76
2018-09-29,76
2018-09-30,75
2018-10-01,75
2018-10-02,75
2018-10-03,75
2018-10-04,74
2018-10-05,76
2018-10-06,74
2018-10-07,71
2018-10-08,68
2018-10-09,65
2018-10-10,64
2018-10-11,63
2018-10-12,64
2018-10-13,62
2018-10-14,62
2018-10-15,62
2018-10-16,62
2018-10-17,62
2018-10-18,63
2018-10-19,62
2018-10-20,62
2018-10-21,62
2018-10-22,62
2018-10-23,62
2018-10-24,61
2018-10-25,62
2018-10-26,62
2018-10-27,61
2018-10-28,60
2018-10-29,60
2018-10-30,60
2018-10-31,59
2018-11-01,59
2018-11-03,58
2018-11-04,57
2018-11-05,57
2018-11-06,58
2018-11-07,58
2018-11-08,59
2018-11-09,60
2018-11-10,60
2018-11-11,61
2018-11-12,64
2018-11-13,67
2018-11-15,73
2018-11-16,75
2018-11-17,76
2018-11-18,77
2018-11-19,78
2018-11-20,78
2018-11-21,78
2018-11-22,78
2018-11-23,77
2018-11-24,76
2018-11-25,75
2018-11-26,76
2018-11-27,75
2018-11-28,74
2018-11-29,75
2018-12-01,74
2018-12-02,73
2018-12-03,74
2018-12-04,73
2018-12-05,73
2018-12-07,73
2018-12-09,72
2018-12-10,72
2018-12-11,71
2018-12-12,71
2018-12-13,70
2018-12-14,69
2018-12-15,69
2018-12-16,68
2018-12-17,68
2018-12-18,68
2018-12-19,68
2018-12-20,68
2018-12-21,68
2018-12-22,69
2018-12-23,68
2018-12-24,68
2018-12-25,69
2018-12-26,69
2018-12-27,68
2018-12-28,67
2018-12-29,67
2018-12-30,66
2018-12-31,64
2019-01-01,62
2019-01-02,60
2019-01-03,60
2019-01-04,61
2019-01-05,60
2019-01-06,60
2019-01-08,59
2019-01-10,60
2019-01-11,61
2019-01-12,61
2019-01-13,62
2019-01-14,62
2019-01-15,63
2019-01-16,64
2019-01-17,65
2019-01-18,66
2019-01-19,69
2019-01-20,72
2019-01-21,73
2019-01-22,72
2019-01-23,72
2019-01-24,72
2019-01-25,72
2019-01-26,73
2019-01-27,73
2019-01-28,73
2019-01-29,73
2019-01-30,72
2019-01-31,73
2019-02-01,73
2019-02-02,73
2019-02-03,72
2019-02-04,72
2019-02-05,72
2019-02-06,71
2019-02-07,71
2019-02-08,70
2019-02-09,70
2019-02-10,70
2019-02-11,70
2019-02-12,69
2019-02-13,69
2019-02-14,70
2019-02-15,69
2019-02-16,68
2019-02-17,67
2019-02-18,67
2019-02-19,67
2019-02-20,67
2019-02-21,66
2019-02-22,66
2019-02-23,66
2019-02-24,66
2019-02-25,66
2019-02-26,66
2019-02-27,66
2019-02-28,65
2019-03-01,64
2019-03-02,64
2019-03-03,64
2019-03-04,63
2019-03-05,63
2019-03-06,64
2019-03-07,64
2019-03-08,63
2019-03-09,63
2019-03-10,63
2019-03-11,63
2019-03-12,64
2019-03-13,64
2019-03-14,63
2019-03-15,63
2019-03-16,63
2019-03-17,63
2019-03-18,63
2019-03-19,63
2019-03-20,63
2019-03-21,62
2019-03-22,62
2019-03-23,63
2019-03-24,62
2019-03-25,63
2019-03-26,63
2019-03-27,63
2019-03-28,63
2019-03-29,63
2019-03-30,64
2019-03-31,62
2019-04-01,63
2019-04-02,62
2019-04-03,63
2019-04-04,63
2019-04-05,64
2019-04-06,64
2019-04-07,67
2019-04-08,67
2019-04-09,70
2019-04-10,73
2019-04-11,72
2019-04-12,73
2019-04-13,74
2019-04-14,76
2019-04-15,76
2019-04-16,76
2019-04-17,76
2019-04-18,77
2019-04-19,77
2019-04-20,76
2019-04-21,76
2019-04-22,76
2019-04-23,77
2019-04-24,77
2019-04-25,78
2019-04-26,78
2019-04-27,79
2019-04-28,79
2019-04-29,80
2019-04-30,80
2019-05-01,81
2019-05-02,81
2019-05-03,82
2019-05-04,82
2019-05-05,82
2019-05-06,82
2019-05-07,82
2019-05-08,82
2019-05-09,81
2019-05-10,80
2019-05-11,79
2019-05-12,79
2019-05-13,79
2019-05-14,78
2019-05-15,79
2019-05-16,78
2019-05-17,78
2019-05-18,77
2019-05-19,77
2019-05-20,76
2019-05-21,76
2019-05-22,75
2019-05-23,75
2019-05-24,75
2019-05-25,75
2019-05-26,75
2019-05-27,74
2019-05-28,73
2019-05-29,73
2019-05-30,72
2019-05-31,72
2019-06-01,71
2019-06-02,70
2019-06-03,70
2019-06-04,69
2019-06-05,69
2019-06-06,69
2019-06-07,69
2019-06-08,69
2019-06-09,69
2019-06-10,69
2019-06-11,69
2019-06-12,68
2019-06-13,69
2019-06-14,69
2019-06-15,69
2019-06-16,69
2019-06-17,70
2019-06-18,70
2019-06-19,70
2019-06-20,71
2019-06-21,70
2019-06-22,71
2019-06-23,70
2019-06-24,69
2019-06-25,70
2019-06-26,70
2019-06-27,70
2019-06-28,70
2019-06-29,70
2019-06-30,70
2019-07-01,70
2019-07-02,69
2019-07-03,69
2019-07-04,68
2019-07-05,69
2019-07-06,69
2019-07-07,69
2019-07-08,69
2019-07-09,69
2019-07-10,69
2019-07-11,68
2019-07-12,69
2019-07-13,68
2019-07-14,68
2019-07-15,68
2019-07-16,67
2019-07-17,68
2019-07-18,68
2019-07-19,67
2019-07-20,68
2019-07-21,67
2019-07-22,68
2019-07-23,67
2019-07-24,66
2019-07-25,67
2019-07-26,67
2019-07-27,66
2019-07-28,66
2019-07-29,66
2019-07-30,66
2019-07-31,65
2019-08-01,65
2019-08-02,64
2019-08-03,63
2019-08-04,63
2019-08-05,62
2019-08-06,62
2019-08-07,61
2019-08-08,60
2019-08-09,60
2019-08-10,60
2019-08-11,58
2019-08-12,58
2019-08-13,57
2019-08-14,57
2019-08-15,56
2019-08-16,56
2019-08-17,56
2019-08-18,56
2019-08-19,56
2019-08-20,56
2019-08-21,56
2019-08-22,56
2019-08-23,56
2019-08-24,56
2019-08-24,56
2019-08-25,57
2019-08-25,57
2019-08-26,56
2019-08-27,56
