date_obj,Red%20flowers price
2016-06-21,123
2016-06-22,123
2016-06-23,123
2016-06-24,123
2016-06-25,116
2016-06-26,116
2016-06-27,116
2016-06-28,116
2016-06-29,116
2016-06-30,116
2016-07-01,116
2016-07-02,116
2016-07-03,110
2016-07-04,110
2016-07-05,110
2016-07-06,110
2016-07-07,110
2016-07-08,110
2016-07-09,110
2016-07-10,110
2016-07-11,105
2016-07-12,105
2016-07-13,105
2016-07-14,105
2016-07-15,105
2016-07-16,105
2016-07-17,105
2016-07-18,105
2016-07-23,100
2016-07-24,100
2016-07-25,100
2016-07-26,100
2016-07-27,100
2016-07-28,100
2016-07-29,100
2016-07-30,100
2016-07-31,100
2016-08-01,100
2016-08-02,100
2016-08-03,98
2016-08-04,98
2016-08-05,98
2016-08-06,98
2016-08-07,98
2016-08-08,98
2016-08-09,98
2016-08-10,98
2016-08-11,98
2016-08-12,98
2016-08-13,98
2016-08-14,98
2016-08-15,98
2016-08-16,98
2016-08-17,98
2016-08-18,98
2016-08-19,94
2016-08-20,94
2016-08-21,94
2016-08-22,94
2016-08-23,94
2016-08-24,94
2016-08-25,94
2016-08-26,94
2016-08-28,94
2016-08-31,94
2016-09-01,94
2016-09-02,94
2016-09-03,89
2016-09-04,89
2016-09-05,89
2016-09-06,89
2016-09-07,89
2016-09-08,89
2016-09-09,89
2016-09-10,89
2016-09-11,89
2016-09-12,89
2016-09-13,89
2016-09-14,89
2016-09-15,89
2016-09-16,89
2016-09-17,89
2016-09-18,89
2016-09-19,85
2016-09-20,85
2016-09-21,85
2016-09-22,85
2016-09-23,85
2016-09-24,85
2016-09-25,85
2016-09-26,85
2016-09-27,85
2016-09-28,85
2016-09-29,85
2016-09-30,85
2016-10-01,85
2016-10-02,85
2016-10-03,85
2016-10-04,85
2016-10-05,85
2016-10-06,82
2016-10-07,82
2016-10-08,82
2016-10-09,82
2016-10-10,82
2016-10-11,82
2016-10-12,82
2016-10-13,82
2016-10-14,82
2016-10-15,82
2016-10-16,82
2016-10-17,82
2016-10-18,82
2016-10-19,82
2016-10-20,82
2016-10-21,78
2016-10-22,78
2016-10-23,78
2016-10-24,78
2016-10-25,78
2016-10-26,78
2016-10-27,78
2016-10-28,78
2016-10-29,78
2016-10-30,78
2016-10-31,78
2016-11-01,78
2016-11-02,78
2016-11-03,78
2016-11-04,78
2016-11-05,78
2016-11-06,78
2016-11-07,78
2016-11-08,75
2016-11-09,75
2016-11-10,75
2016-11-11,75
2016-11-12,75
2016-11-13,75
2016-11-14,75
2016-12-08,67
2016-12-09,67
2016-12-10,67
2016-12-11,67
2016-12-12,67
2016-12-13,67
2016-12-14,67
2016-12-15,67
2016-12-16,67
2016-12-17,67
2016-12-18,67
2016-12-19,67
2016-12-20,63
2016-12-21,63
2016-12-22,63
2016-12-23,63
2016-12-24,63
2016-12-25,63
2016-12-26,63
2016-12-27,63
2016-12-28,63
2016-12-29,63
2016-12-30,63
2016-12-31,63
2017-01-01,63
2017-01-02,59
2017-01-03,59
2017-01-04,59
2017-01-05,59
2017-01-06,59
2017-01-07,59
2017-01-08,59
2017-01-09,59
2017-01-10,59
2017-01-11,59
2017-01-12,59
2017-01-13,59
2017-01-14,57
2017-01-15,57
2017-01-16,57
2017-01-17,57
2017-01-18,57
2017-01-19,57
2017-01-20,57
2017-01-21,57
2017-01-22,57
2017-01-27,54
2017-01-28,54
2017-01-29,54
2017-01-30,54
2017-01-31,54
2017-02-01,54
2017-02-02,54
2017-02-03,54
2017-02-04,54
2017-02-05,54
2017-02-06,51
2017-02-07,51
2017-02-08,51
2017-02-09,51
2017-02-10,51
2017-02-11,51
2017-02-12,51
2017-02-13,51
2017-02-14,51
2017-02-15,51
2017-02-16,51
2017-02-18,50
2017-02-19,50
2017-02-20,50
2017-02-21,50
2017-02-22,50
2017-02-23,50
2017-02-24,50
2017-02-25,50
2017-02-26,50
2017-02-27,50
2017-02-28,50
2017-03-01,50
2017-03-02,47
2017-03-03,47
2017-03-04,47
2017-03-05,47
2017-03-06,47
2017-03-07,47
2017-03-08,47
2017-03-09,47
2017-03-10,47
2017-03-11,47
2017-03-12,47
2017-03-13,47
2017-03-14,47
2017-03-15,44
2017-03-16,44
2017-03-17,44
2017-03-18,44
2017-03-19,44
2017-03-20,44
2017-03-21,44
2017-03-22,44
2017-03-23,44
2017-03-24,44
2017-03-25,44
2017-03-26,44
2017-03-27,44
2017-03-28,44
2017-03-29,41
2017-03-30,41
2017-03-31,41
2017-04-01,41
2017-04-02,41
2017-04-03,41
2017-04-04,41
2017-04-12,39
2017-04-13,39
2017-04-14,39
2017-04-15,39
2017-04-16,39
2017-04-17,39
2017-04-18,39
2017-04-19,39
2017-04-20,39
2017-04-21,39
2017-04-22,39
2017-04-23,39
2017-04-24,38
2017-04-25,38
2017-04-26,38
2017-04-27,38
2017-04-28,38
2017-04-29,38
2017-04-30,38
2017-05-01,38
2017-05-02,38
2017-05-03,38
2017-05-04,38
2017-05-05,38
2017-05-06,36
2017-05-07,36
2017-05-08,36
2017-05-09,36
2017-05-10,36
2017-05-11,36
2017-05-12,36
2017-05-13,36
2017-05-14,36
2017-05-15,36
2017-05-16,36
2017-05-17,36
2017-05-18,36
2017-05-19,36
2017-05-20,35
2017-05-21,35
2017-05-22,35
2017-05-23,35
2017-05-24,35
2017-05-25,35
2017-05-26,35
2017-05-27,35
2017-05-28,35
2017-05-29,35
2017-05-30,35
2017-05-31,35
2017-06-01,35
2017-06-02,35
2017-06-03,35
2017-06-06,37
2017-06-07,37
2017-06-08,37
2017-06-09,37
2017-06-10,37
2017-06-11,37
2017-06-12,37
2017-06-13,37
2017-06-14,37
2017-06-15,37
2017-06-16,38
2017-06-17,38
2017-06-18,38
2017-06-19,38
2017-06-20,38
2017-06-21,38
2017-06-22,38
2017-06-23,38
2017-06-24,38
2017-06-25,38
2017-06-26,38
2017-06-27,38
2017-06-28,38
2017-06-29,38
2017-06-30,38
2017-07-01,39
2017-07-02,39
2017-07-03,39
2017-07-04,39
2017-07-05,39
2017-07-06,39
2017-07-07,39
2017-07-08,39
2017-07-13,39
2017-07-14,39
2017-07-15,39
2017-07-16,39
2017-07-17,39
2017-07-18,39
2017-07-19,39
2017-07-20,39
2017-07-21,39
2017-07-22,39
2017-07-23,39
2017-07-24,39
2017-07-25,39
2017-07-26,39
2017-07-27,39
2017-07-28,39
2017-07-29,39
2017-07-30,41
2017-07-31,41
2017-08-01,41
2017-08-02,41
2017-08-03,41
2017-08-04,41
2017-08-05,41
2017-08-06,41
2017-08-09,41
2017-08-10,41
2017-08-11,41
2017-08-12,41
2017-08-13,41
2017-08-14,43
2017-08-15,43
2017-08-16,43
2017-08-17,43
2017-08-18,43
2017-08-19,43
2017-08-20,43
2017-08-22,43
2017-08-23,43
2017-08-24,43
2017-08-25,43
2017-08-26,46
2017-08-27,46
2017-08-28,46
2017-08-29,46
2017-08-30,46
2017-08-31,46
2017-09-01,46
2017-09-02,46
2017-09-03,46
2017-09-04,46
2017-09-05,46
2017-09-06,46
2017-09-07,46
2017-09-08,46
2017-09-09,48
2017-09-10,48
2017-09-11,48
2017-09-12,48
2017-09-13,48
2017-09-14,48
2017-09-15,48
2017-09-16,48
2017-09-17,48
2017-09-19,48
2017-09-20,48
2017-09-21,48
2017-09-22,48
2017-09-23,50
2017-09-24,50
2017-09-25,50
2017-09-26,50
2017-09-27,50
2017-09-28,50
2017-09-29,50
2017-09-30,50
2017-10-01,50
2017-10-02,50
2017-10-03,50
2017-10-04,50
2017-10-05,50
2017-10-06,50
2017-10-07,50
2017-10-08,50
2017-10-09,51
2017-10-10,51
2017-10-11,51
2017-10-12,51
2017-10-13,51
2017-10-14,51
2017-10-15,51
2017-10-16,51
2017-10-17,51
2017-10-18,51
2017-10-19,51
2017-10-20,51
2017-10-21,51
2017-10-22,51
2017-10-23,49
2017-10-24,49
2017-10-25,49
2017-10-26,49
2017-10-27,49
2017-10-28,49
2017-10-29,49
2017-10-30,49
2017-10-31,49
2017-11-01,49
2017-11-02,49
2017-11-03,49
2017-11-04,49
2017-11-05,49
2017-11-06,49
2017-11-07,49
2017-11-08,49
2017-11-09,51
2017-11-10,51
2017-11-11,51
2017-11-12,51
2017-11-13,51
2017-11-14,51
2017-11-15,51
2017-11-16,51
2017-11-17,51
2017-11-18,51
2017-11-19,51
2017-11-20,51
2017-11-21,51
2017-11-22,51
2017-11-23,51
2017-11-24,51
2017-11-25,51
2017-11-26,52
2017-11-27,52
2017-11-28,52
2017-11-29,52
2017-11-30,52
2017-12-01,52
2017-12-02,52
2017-12-03,52
2017-12-04,52
2017-12-05,52
2017-12-06,52
2017-12-07,52
2017-12-08,52
2017-12-09,52
2017-12-10,52
2017-12-11,52
2017-12-12,52
2017-12-14,54
2017-12-15,54
2017-12-16,54
2017-12-17,54
2017-12-18,54
2017-12-19,54
2017-12-20,54
2017-12-21,54
2017-12-22,54
2017-12-23,54
2017-12-24,54
2017-12-25,54
2017-12-26,54
2017-12-27,53
2017-12-28,53
2017-12-29,53
2017-12-30,53
2017-12-31,53
2018-01-01,53
2018-01-02,53
2018-01-03,53
2018-01-04,53
2018-01-05,53
2018-01-06,53
2018-01-07,53
2018-01-08,52
2018-01-09,52
2018-01-10,52
2018-01-11,52
2018-01-12,52
2018-01-13,52
2018-01-14,52
2018-01-15,52
2018-01-16,52
2018-01-17,52
2018-01-18,52
2018-01-19,52
2018-01-20,52
2018-01-21,54
2018-01-22,54
2018-01-23,54
2018-01-24,54
2018-01-25,54
2018-01-26,54
2018-01-27,54
2018-01-28,54
2018-01-29,54
2018-01-31,53
2018-02-01,53
2018-02-02,53
2018-02-03,53
2018-02-04,53
2018-02-05,53
2018-02-06,53
2018-02-07,53
2018-02-08,53
2018-02-09,53
2018-02-10,53
2018-02-11,56
2018-02-12,56
2018-02-13,56
2018-02-14,56
2018-02-15,56
2018-02-16,56
2018-02-17,56
2018-02-18,56
2018-02-19,56
2018-02-20,58
2018-02-21,58
2018-02-22,58
2018-02-23,58
2018-02-24,58
2018-02-25,58
2018-02-26,58
2018-02-27,58
2018-02-28,58
2018-03-01,58
2018-03-02,58
2018-03-03,60
2018-03-04,60
2018-03-05,60
2018-03-06,60
2018-03-07,60
2018-03-08,60
2018-03-09,60
2018-03-10,60
2018-03-11,60
2018-03-12,60
2018-03-13,60
2018-03-14,60
2018-03-15,61
2018-03-16,61
2018-03-17,61
2018-03-18,61
2018-03-19,61
2018-03-20,58
2018-03-21,58
2018-03-23,58
2018-03-24,58
2018-03-26,57
2018-03-27,57
2018-03-28,57
2018-03-29,57
2018-03-30,57
2018-03-31,57
2018-04-01,57
2018-04-02,57
2018-04-03,55
2018-04-04,55
2018-04-05,55
2018-04-06,55
2018-04-08,55
2018-04-09,55
2018-04-10,55
2018-04-11,55
2018-04-12,55
2018-04-13,55
2018-04-14,55
2018-04-15,55
2018-04-16,55
2018-04-17,55
2018-04-18,55
2018-04-19,55
2018-04-20,55
2018-04-21,55
2018-04-22,55
2018-04-23,55
2018-04-24,53
2018-04-25,53
2018-04-26,53
2018-04-27,53
2018-04-28,53
2018-04-29,53
2018-04-30,53
2018-05-01,53
2018-05-02,53
2018-05-03,53
2018-05-04,53
2018-05-05,54
2018-05-06,54
2018-05-07,54
2018-05-08,54
2018-05-09,54
2018-05-10,54
2018-05-11,54
2018-05-12,54
2018-05-13,54
2018-05-14,53
2018-05-15,53
2018-05-16,53
2018-05-17,53
2018-05-18,53
2018-05-19,53
2018-05-20,53
2018-05-21,51
2018-05-22,51
2018-05-23,51
2018-05-24,51
2018-05-25,51
2018-05-26,51
2018-05-27,51
2018-05-28,51
2018-05-29,48
2018-05-30,48
2018-05-31,48
2018-06-01,48
2018-06-02,48
2018-06-03,48
2018-06-04,48
2018-06-05,48
2018-06-06,48
2018-06-07,45
2018-06-08,45
2018-06-09,45
2018-06-10,45
2018-06-11,45
2018-06-12,45
2018-06-13,45
2018-06-14,45
2018-06-15,42
2018-06-16,42
2018-06-17,42
2018-06-18,42
2018-06-19,42
2018-06-20,42
2018-06-21,42
2018-06-22,42
2018-06-23,42
2018-06-24,41
2018-06-25,41
2018-06-26,41
2018-06-27,41
2018-06-28,41
2018-06-29,41
2018-06-30,41
2018-07-01,41
2018-07-02,41
2018-07-03,41
2018-07-04,41
2018-07-05,41
2018-07-06,39
2018-07-07,39
2018-07-08,39
2018-07-09,39
2018-07-10,39
2018-07-11,39
2018-07-12,39
2018-07-13,39
2018-07-14,39
2018-07-15,39
2018-07-16,39
2018-07-17,39
2018-07-18,39
2018-07-19,39
2018-07-20,39
2018-07-21,37
2018-07-22,37
2018-07-23,37
2018-07-24,37
2018-07-25,37
2018-07-26,37
2018-07-27,37
2018-07-28,37
2018-07-29,37
2018-07-30,37
2018-07-31,37
2018-08-01,37
2018-08-02,37
2018-08-03,37
2018-08-04,37
2018-08-05,37
2018-08-06,37
2018-08-07,37
2018-08-08,37
2018-08-09,37
2018-08-10,37
2018-08-11,37
2018-08-12,37
2018-08-14,37
2018-08-16,36
2018-08-17,36
2018-08-18,36
2018-08-19,36
2018-08-20,36
2018-08-21,36
2018-08-22,36
2018-08-23,36
2018-08-24,36
2018-08-25,36
2018-08-26,36
2018-08-27,36
2018-08-28,36
2018-08-29,36
2018-08-30,36
2018-08-31,34
2018-09-01,34
2018-09-02,34
2018-09-03,34
2018-09-04,34
2018-09-05,34
2018-09-06,34
2018-09-07,34
2018-09-08,32
2018-09-09,32
2018-09-10,32
2018-09-11,32
2018-09-12,32
2018-09-13,32
2018-09-14,32
2018-09-15,32
2018-09-16,30
2018-09-17,30
2018-09-18,30
2018-09-19,30
2018-09-20,30
2018-09-21,30
2018-09-22,30
2018-09-23,30
2018-09-24,30
2018-09-25,30
2018-09-26,30
2018-09-27,30
2018-09-28,30
2018-09-29,30
2018-09-30,30
2018-10-02,31
2018-10-03,31
2018-10-04,31
2018-10-05,31
2018-10-06,31
2018-10-07,31
2018-10-08,31
2018-10-09,31
2018-10-10,31
2018-10-11,31
2018-10-12,29
2018-10-13,29
2018-10-14,29
2018-10-15,29
2018-10-16,29
2018-10-17,29
2018-10-18,29
2018-10-19,29
2018-10-20,29
2018-10-21,29
2018-10-22,28
2018-10-23,28
2018-10-24,28
2018-10-25,28
2018-10-26,28
2018-10-27,28
2018-10-28,28
2018-10-29,28
2018-10-30,28
2018-10-31,28
2018-11-01,28
2018-11-03,28
2018-11-04,28
2018-11-05,26
2018-11-06,26
2018-11-07,26
2018-11-08,26
2018-11-09,26
2018-11-10,24
2018-11-11,24
2018-11-12,24
2018-11-13,24
2018-11-15,22
2018-11-16,22
2018-11-17,22
2018-11-18,22
2018-11-19,22
2018-11-20,20
2018-11-21,20
2018-11-22,20
2018-11-23,20
2018-11-24,19
2018-11-25,19
2018-11-26,19
2018-11-27,19
2018-11-28,18
2018-11-29,18
2018-12-01,17
2018-12-02,17
2018-12-03,17
2018-12-04,16
2018-12-05,16
2018-12-07,16
2018-12-09,16
2018-12-10,15
2018-12-11,15
2018-12-12,15
2018-12-13,15
2018-12-14,15
2018-12-15,15
2018-12-16,15
2018-12-17,15
2018-12-18,14
2018-12-19,14
2018-12-20,14
2018-12-21,14
2018-12-22,14
2018-12-23,13
2018-12-24,13
2018-12-25,13
2018-12-26,13
2018-12-27,13
2018-12-28,13
2018-12-29,13
2018-12-30,13
2018-12-31,13
2019-01-01,13
2019-01-02,13
2019-01-03,13
2019-01-04,13
2019-01-05,13
2019-01-06,12
2019-01-08,12
2019-01-10,12
2019-01-11,12
2019-01-12,11
2019-01-13,11
2019-01-14,11
2019-01-15,11
2019-01-16,11
2019-01-17,10
2019-01-18,10
2019-01-19,10
2019-01-20,10
2019-01-22,11
2019-01-23,11
2019-01-24,11
2019-01-25,11
2019-01-26,11
2019-01-27,11
2019-01-28,11
2019-01-29,11
2019-01-30,11
2019-01-31,11
2019-02-01,11
2019-02-02,11
2019-02-03,11
2019-02-04,11
2019-02-05,11
2019-02-06,11
2019-02-07,11
2019-02-08,11
2019-02-09,11
2019-02-10,11
2019-02-11,11
2019-02-12,11
2019-02-13,11
2019-02-14,11
2019-02-15,11
2019-02-16,11
2019-02-17,11
2019-02-18,11
2019-02-19,11
2019-02-20,11
2019-02-21,11
2019-02-22,11
2019-02-23,11
2019-02-24,11
2019-02-25,12
2019-02-26,12
2019-02-27,12
2019-02-28,12
2019-03-01,12
2019-03-02,12
2019-03-03,12
2019-03-04,12
2019-03-05,12
2019-03-06,12
2019-03-07,12
2019-03-08,12
2019-03-09,12
2019-03-10,12
2019-03-11,12
2019-03-12,12
2019-03-13,13
2019-03-14,13
2019-03-15,13
2019-03-16,13
2019-03-17,13
2019-03-18,13
2019-03-19,13
2019-03-20,13
2019-03-21,14
2019-03-22,14
2019-03-23,14
2019-03-24,14
2019-03-25,14
2019-03-26,14
2019-03-27,14
2019-03-28,14
2019-03-29,15
2019-03-30,15
2019-03-31,15
2019-04-01,15
2019-04-02,15
2019-04-03,15
2019-04-04,15
2019-04-05,15
2019-04-06,15
2019-04-07,15
2019-04-08,15
2019-04-09,15
2019-04-10,15
2019-04-11,15
2019-04-12,15
2019-04-13,15
2019-04-14,15
2019-04-15,15
2019-04-16,15
2019-04-17,15
2019-04-18,15
2019-04-19,15
2019-04-20,15
2019-04-21,15
2019-04-22,15
2019-04-23,15
2019-04-24,15
2019-04-25,15
2019-04-26,15
2019-04-27,15
2019-04-28,15
2019-04-29,15
2019-04-30,15
2019-05-01,16
2019-05-02,16
2019-05-03,16
2019-05-04,16
2019-05-05,16
2019-05-06,16
2019-05-07,16
2019-05-08,16
2019-05-09,16
2019-05-10,17
2019-05-11,17
2019-05-12,17
2019-05-13,17
2019-05-14,17
2019-05-15,17
2019-05-16,17
2019-05-17,17
2019-05-18,17
2019-05-19,17
2019-05-20,17
2019-05-21,17
2019-05-22,17
2019-05-23,17
2019-05-24,17
2019-05-25,17
2019-05-26,17
2019-05-27,17
2019-05-28,17
2019-05-29,17
2019-05-30,17
2019-05-31,17
2019-06-01,17
2019-06-02,17
2019-06-03,17
2019-06-04,17
2019-06-05,17
2019-06-06,17
2019-06-07,17
2019-06-08,17
2019-06-09,17
2019-06-10,17
2019-06-11,17
2019-06-12,17
2019-06-13,17
2019-06-14,17
2019-06-15,18
2019-06-16,18
2019-06-17,18
2019-06-18,18
2019-06-19,18
2019-06-20,18
2019-06-21,18
2019-06-22,18
2019-06-23,18
2019-06-24,18
2019-06-25,19
2019-06-26,19
2019-06-27,19
2019-06-28,19
2019-06-29,19
2019-06-30,19
2019-07-01,19
2019-07-02,19
2019-07-03,19
2019-07-04,19
2019-07-05,18
2019-07-06,18
2019-07-07,18
2019-07-08,18
2019-07-09,18
2019-07-10,18
2019-07-11,18
2019-07-12,18
2019-07-13,18
2019-07-14,18
2019-07-15,19
2019-07-16,19
2019-07-17,19
2019-07-18,19
2019-07-19,19
2019-07-20,19
2019-07-21,19
2019-07-22,19
2019-07-23,19
2019-07-24,20
2019-07-25,21
2019-07-26,21
2019-07-27,23
2019-07-28,23
2019-07-29,23
2019-07-30,24
2019-07-31,24
2019-08-01,24
2019-08-02,24
2019-08-03,24
2019-08-04,24
2019-08-05,24
2019-08-06,24
2019-08-07,24
2019-08-08,25
2019-08-09,25
2019-08-10,25
2019-08-11,25
2019-08-12,25
2019-08-13,25
2019-08-14,26
2019-08-15,26
2019-08-16,26
2019-08-17,26
2019-08-18,26
2019-08-19,26
2019-08-20,26
2019-08-21,27
