date_obj,Oak%20longbow price
2017-12-07,53
2017-12-08,53
2017-12-09,55
2017-12-10,56
2017-12-11,57
2017-12-12,56
2017-12-14,58
2017-12-15,57
2017-12-16,57
2017-12-17,56
2017-12-18,55
2017-12-19,55
2017-12-20,52
2017-12-21,50
2017-12-22,51
2017-12-23,49
2017-12-24,48
2017-12-25,47
2017-12-26,45
2017-12-27,44
2017-12-28,43
2017-12-29,42
2017-12-30,40
2017-12-31,40
2018-01-01,38
2018-01-02,37
2018-01-03,36
2018-01-04,35
2018-01-05,35
2018-01-06,37
2018-01-07,39
2018-01-08,39
2018-01-09,39
2018-01-10,40
2018-01-11,41
2018-01-12,43
2018-01-13,42
2018-01-14,44
2018-01-15,43
2018-01-16,45
2018-01-17,47
2018-01-18,49
2018-01-19,49
2018-01-20,50
2018-01-21,52
2018-01-22,53
2018-01-23,54
2018-01-24,54
2018-01-25,56
2018-01-26,56
2018-01-27,56
2018-01-28,58
2018-01-29,60
2018-01-31,63
2018-02-01,62
2018-02-02,64
2018-02-03,64
2018-02-04,65
2018-02-05,63
2018-02-06,66
2018-02-07,67
2018-02-08,67
2018-02-09,67
2018-02-10,68
2018-02-11,69
2018-02-12,65
2018-02-13,64
2018-02-14,66
2018-02-15,67
2018-02-16,70
2018-02-17,67
2018-02-18,63
2018-02-19,64
2018-02-20,64
2018-02-21,63
2018-02-22,61
2018-02-23,63
2018-02-24,63
2018-02-25,63
2018-02-26,61
2018-02-27,60
2018-03-01,61
2018-03-02,64
2018-03-03,65
2018-03-04,65
2018-03-05,64
2018-03-06,66
2018-03-07,67
2018-03-08,67
2018-03-09,67
2018-03-10,68
2018-03-11,66
2018-03-12,65
2018-03-13,67
2018-03-14,67
2018-03-15,65
2018-03-16,65
2018-03-17,65
2018-03-18,64
2018-03-19,67
2018-03-20,67
2018-03-21,67
2018-03-23,71
2018-03-24,73
2018-03-26,79
2018-03-27,80
2018-03-28,81
2018-03-29,84
2018-03-30,87
2018-03-31,86
2018-04-01,88
2018-04-02,90
2018-04-03,86
2018-04-04,82
2018-04-05,82
2018-04-06,82
2018-04-08,86
2018-04-09,86
2018-04-10,85
2018-04-11,84
2018-04-12,86
2018-04-13,87
2018-04-14,88
2018-04-15,89
2018-04-16,90
2018-04-17,90
2018-04-18,92
2018-04-19,91
2018-04-20,93
2018-04-21,92
2018-04-22,92
2018-04-23,93
2018-04-24,92
2018-04-25,90
2018-04-26,87
2018-04-27,82
2018-04-28,79
2018-04-29,76
2018-04-30,72
2018-05-01,70
2018-05-02,72
2018-05-04,70
2018-05-05,68
2018-05-06,68
2018-05-08,68
2018-05-09,66
2018-05-10,69
2018-05-11,73
2018-05-12,74
2018-05-13,76
2018-05-14,75
2018-05-15,78
2018-05-16,74
2018-05-17,74
2018-05-18,75
2018-05-19,75
2018-05-20,75
2018-05-21,78
2018-05-22,81
2018-05-23,77
2018-05-24,73
2018-05-25,69
2018-05-26,68
2018-05-27,65
2018-05-28,64
2018-05-29,60
2018-05-30,58
2018-05-31,56
2018-06-01,55
2018-06-02,56
2018-06-03,55
2018-06-04,53
2018-06-05,50
2018-06-06,50
2018-06-07,49
2018-06-08,47
2018-06-09,48
2018-06-10,46
2018-06-11,49
2018-06-12,52
2018-06-13,51
2018-06-14,51
2018-06-15,50
2018-06-16,50
2018-06-17,47
2018-06-18,45
2018-06-19,44
2018-06-20,44
2018-06-21,45
2018-06-22,48
2018-06-23,45
2018-06-24,46
2018-06-25,48
2018-06-26,49
2018-06-27,49
2018-06-28,48
2018-06-29,47
2018-06-30,49
2018-07-01,50
2018-07-02,51
2018-07-03,50
2018-07-04,51
2018-07-05,52
2018-07-06,52
2018-07-07,54
2018-07-08,54
2018-07-09,56
2018-07-10,57
2018-07-11,60
2018-07-12,59
2018-07-13,58
2018-07-14,58
2018-07-15,57
2018-07-16,56
2018-07-17,58
2018-07-18,58
2018-07-19,57
2018-07-20,59
2018-07-21,58
2018-07-22,57
2018-07-23,58
2018-07-24,59
2018-07-25,58
2018-07-26,59
2018-07-27,59
2018-07-28,61
2018-07-29,65
2018-07-30,65
2018-07-31,68
2018-08-01,71
2018-08-02,71
2018-08-03,73
2018-08-04,76
2018-08-05,75
2018-08-06,74
2018-08-07,74
2018-08-08,75
2018-08-09,76
2018-08-10,73
2018-08-11,69
2018-08-12,65
2018-08-14,58
2018-08-16,54
2018-08-17,51
2018-08-18,50
2018-08-19,47
2018-08-20,46
2018-08-21,47
2018-08-22,48
2018-08-23,47
2018-08-24,47
2018-08-25,47
2018-08-26,45
2018-08-27,43
2018-08-28,40
2018-08-29,39
2018-08-30,38
2018-08-31,36
2018-09-01,35
2018-09-02,34
2018-09-03,32
2018-09-04,32
2018-09-05,33
2018-09-06,34
2018-09-07,35
2018-09-08,35
2018-09-09,36
2018-09-10,37
2018-09-11,37
2018-09-12,38
2018-09-13,38
2018-09-14,38
2018-09-15,38
2018-09-16,40
2018-09-17,41
2018-09-18,43
2018-09-19,44
2018-09-20,44
2018-09-21,44
2018-09-22,42
2018-09-23,39
2018-09-24,40
2018-09-25,40
2018-09-26,41
2018-09-27,43
2018-09-28,45
2018-09-29,46
2018-09-30,48
2018-10-02,51
2018-10-03,53
2018-10-04,50
2018-10-05,50
2018-10-06,50
2018-10-07,49
2018-10-08,50
2018-10-09,51
2018-10-10,52
2018-10-11,49
2018-10-12,47
2018-10-13,44
2018-10-14,43
2018-10-15,42
2018-10-16,42
2018-10-17,43
2018-10-18,42
2018-10-19,41
2018-10-20,40
2018-10-21,40
2018-10-22,41
2018-10-23,43
2018-10-24,45
2018-10-25,45
2018-10-26,43
2018-10-27,41
2018-10-28,41
2018-10-29,42
2018-10-30,41
2018-10-31,42
2018-11-01,42
2018-11-03,43
2018-11-04,44
2018-11-05,45
2018-11-06,44
2018-11-07,42
2018-11-08,39
2018-11-09,38
2018-11-10,37
2018-11-11,38
2018-11-12,38
2018-11-13,38
2018-11-15,38
2018-11-16,36
2018-11-17,38
2018-11-18,40
2018-11-19,41
2018-11-20,39
2018-11-21,38
2018-11-22,38
2018-11-23,37
2018-11-24,36
2018-11-25,38
2018-11-26,39
2018-11-27,39
2018-11-28,37
2018-11-29,38
2018-12-01,39
2018-12-02,40
2018-12-03,40
2018-12-04,41
2018-12-05,43
2018-12-07,45
2018-12-09,44
2018-12-10,42
2018-12-11,40
2018-12-12,40
2018-12-13,42
2018-12-14,44
2018-12-15,44
2018-12-16,42
2018-12-17,41
2018-12-18,43
2018-12-19,44
2018-12-20,44
2018-12-21,44
2018-12-22,42
2018-12-23,42
2018-12-24,43
2018-12-25,43
2018-12-26,45
2018-12-27,44
2018-12-28,45
2018-12-29,45
2018-12-30,43
2018-12-31,44
2019-01-01,45
2019-01-02,48
2019-01-03,50
2019-01-04,51
2019-01-05,51
2019-01-06,51
2019-01-08,55
2019-01-10,60
2019-01-11,61
2019-01-12,61
2019-01-13,63
2019-01-14,66
2019-01-15,68
2019-01-16,67
2019-01-17,64
2019-01-18,61
2019-01-19,58
2019-01-20,57
2019-01-21,58
2019-01-22,60
2019-01-23,60
2019-01-24,61
2019-01-25,62
2019-01-26,64
2019-01-27,64
2019-01-28,66
2019-01-29,68
2019-01-30,69
2019-01-31,72
2019-02-01,72
2019-02-02,72
2019-02-03,76
2019-02-04,80
2019-02-05,79
2019-02-06,78
2019-02-07,77
2019-02-08,75
2019-02-09,74
2019-02-10,74
2019-02-11,75
2019-02-12,76
2019-02-13,74
2019-02-14,78
2019-02-15,81
2019-02-16,79
2019-02-17,77
2019-02-18,81
2019-02-19,82
2019-02-20,79
2019-02-21,78
2019-02-22,76
2019-02-23,77
2019-02-24,80
2019-02-25,83
2019-02-26,85
2019-02-27,85
2019-02-28,83
2019-03-01,81
2019-03-02,85
2019-03-03,84
2019-03-04,86
2019-03-05,89
2019-03-06,87
2019-03-07,88
2019-03-08,83
2019-03-09,80
2019-03-10,80
2019-03-11,79
2019-03-12,80
2019-03-13,76
2019-03-14,77
2019-03-15,78
2019-03-16,78
2019-03-17,78
2019-03-18,75
2019-03-19,73
2019-03-20,72
2019-03-21,73
2019-03-22,71
2019-03-23,72
2019-03-24,72
2019-03-25,71
2019-03-26,70
2019-03-27,71
2019-03-28,71
2019-03-29,73
2019-03-30,69
2019-03-31,68
2019-04-01,66
2019-04-02,64
2019-04-03,67
2019-04-04,67
2019-04-05,68
2019-04-06,68
2019-04-07,68
2019-04-08,67
2019-04-09,66
2019-04-10,65
2019-04-11,62
2019-04-12,60
2019-04-13,60
2019-04-14,59
2019-04-15,59
2019-04-16,60
2019-04-17,61
2019-04-18,63
2019-04-19,64
2019-04-20,63
2019-04-21,64
2019-04-22,64
2019-04-23,65
2019-04-24,66
2019-04-25,68
2019-04-26,66
2019-04-27,65
2019-04-28,67
2019-04-29,68
2019-04-30,69
2019-05-01,69
2019-05-02,67
2019-05-03,70
2019-05-04,70
2019-05-05,71
2019-05-06,71
2019-05-07,71
2019-05-08,71
2019-05-09,71
2019-05-10,72
2019-05-11,74
2019-05-12,71
2019-05-13,72
2019-05-14,72
2019-05-15,74
2019-05-16,74
2019-05-17,75
2019-05-18,76
2019-05-19,76
2019-05-20,75
2019-05-21,75
2019-05-22,75
2019-05-23,73
2019-05-24,73
2019-05-25,73
2019-05-26,74
2019-05-27,74
2019-05-28,72
2019-05-29,69
2019-05-30,68
2019-05-31,70
2019-06-01,71
2019-06-02,70
2019-06-03,69
2019-06-04,71
2019-06-05,71
2019-06-06,70
2019-06-07,68
2019-06-08,66
2019-06-09,63
2019-06-10,63
2019-06-11,64
2019-06-12,63
2019-06-13,63
2019-06-14,65
2019-06-15,66
2019-06-16,65
2019-06-17,65
2019-06-18,66
2019-06-19,66
2019-06-20,66
2019-06-21,63
2019-06-22,61
2019-06-23,61
2019-06-24,59
2019-06-25,59
2019-06-26,56
2019-06-27,55
2019-06-28,53
2019-06-29,54
2019-06-30,54
2019-07-01,54
2019-07-02,55
2019-07-03,57
2019-07-04,60
2019-07-05,62
2019-07-06,64
2019-07-07,64
2019-07-08,65
2019-07-09,65
2019-07-10,66
2019-07-11,67
2019-07-12,67
2019-07-13,69
2019-07-14,70
2019-07-15,71
2019-07-16,72
2019-07-17,73
2019-07-18,74
2019-07-19,73
2019-07-20,75
2019-07-21,75
2019-07-22,75
2019-07-23,74
2019-07-24,72
2019-07-25,70
2019-07-26,70
2019-07-27,69
2019-07-28,67
2019-07-29,68
2019-07-30,66
2019-07-31,65
2019-08-01,63
2019-08-02,60
2019-08-03,59
2019-08-04,57
2019-08-05,55
2019-08-06,53
2019-08-07,52
2019-08-08,50
2019-08-09,49
2019-08-10,52
2019-08-11,52
2019-08-12,53
2019-08-13,54
2019-08-14,53
2019-08-15,51
2019-08-16,50
2019-08-17,51
2019-08-18,51
2019-08-19,54
2019-08-20,57
2019-08-21,59
2019-08-22,57
2019-08-23,57
2019-08-24,56
2019-08-24,56
2019-08-25,56
2019-08-25,56
2019-08-26,55
2019-08-26,55
2019-08-27,54
2019-08-27,54
2019-08-28,54
2019-08-29,55
2019-08-30,55
2019-08-31,54
2019-09-01,54
2019-09-02,54
2019-09-03,53
2019-09-04,53
2019-09-05,51
2019-09-06,52
2019-09-07,52
2019-09-08,52
