date_obj,Fly%20fishing%20rod price
2015-12-05,123
2015-12-06,123
2015-12-07,121
2015-12-08,121
2015-12-09,122
2015-12-10,122
2015-12-11,122
2015-12-12,122
2015-12-13,123
2015-12-14,123
2015-12-15,121
2015-12-16,122
2015-12-17,122
2015-12-18,122
2015-12-19,120
2015-12-20,122
2015-12-21,125
2015-12-22,120
2015-12-23,116
2015-12-24,112
2015-12-25,106
2015-12-26,110
2015-12-27,110
2015-12-28,107
2015-12-29,109
2015-12-30,110
2015-12-31,109
2016-01-01,107
2016-01-02,109
2016-01-03,108
2016-01-04,108
2016-01-05,107
2016-01-06,108
2016-01-07,108
2016-01-08,108
2016-01-09,108
2016-01-10,109
2016-01-11,109
2016-01-12,108
2016-01-13,109
2016-01-14,108
2016-01-15,109
2016-01-16,109
2016-01-17,113
2016-01-18,118
2016-01-19,122
2016-01-20,129
2016-01-21,122
2016-01-22,118
2016-01-23,116
2016-01-24,112
2016-01-25,106
2016-01-26,101
2016-01-27,96
2016-01-28,96
2016-01-29,94
2016-01-30,94
2016-01-31,92
2016-02-01,89
2016-02-02,93
2016-02-03,94
2016-02-04,97
2016-02-05,93
2016-02-06,94
2016-02-07,99
2016-02-08,104
2016-02-09,109
2016-02-10,108
2016-02-11,108
2016-02-12,107
2016-02-13,109
2016-02-14,109
2016-02-15,114
2016-02-16,120
2016-02-17,123
2016-02-18,122
2016-02-19,124
2016-02-20,131
2016-02-21,138
2016-02-22,138
2016-02-23,143
2016-02-24,141
2016-02-25,133
2016-02-26,133
2016-02-27,126
2016-02-28,119
2016-02-29,116
2016-03-01,116
2016-03-02,115
2016-03-03,119
2016-03-04,123
2016-03-05,129
2016-03-06,134
2016-03-07,141
2016-03-08,148
2016-03-09,141
2016-03-10,140
2016-03-11,139
2016-03-12,137
2016-03-13,137
2016-03-14,138
2016-03-15,135
2016-03-16,131
2016-03-17,128
2016-03-18,128
2016-03-19,130
2016-03-20,129
2016-03-21,129
2016-03-22,129
2016-03-23,126
2016-03-24,127
2016-03-25,126
2016-03-26,127
2016-03-27,127
2016-03-28,127
2016-03-29,125
2016-03-30,125
2016-03-31,124
2016-04-01,125
2016-04-02,123
2016-04-03,122
2016-04-04,122
2016-04-05,122
2016-04-06,123
2016-04-07,122
2016-04-08,122
2016-04-09,123
2016-04-10,123
2016-04-11,123
2016-04-12,123
2016-04-13,123
2016-04-14,123
2016-04-15,121
2016-04-16,114
2016-04-17,117
2016-04-18,121
2016-04-19,125
2016-04-20,131
2016-04-21,131
2016-04-22,137
2016-04-23,142
2016-04-24,147
2016-04-25,148
2016-04-26,148
2016-04-27,148
2016-04-28,147
2016-04-29,147
2016-04-30,144
2016-05-01,144
2016-05-02,143
2016-05-03,145
2016-05-04,144
2016-05-05,143
2016-05-06,143
2016-05-07,144
2016-05-08,143
2016-05-09,147
2016-05-10,148
2016-05-11,147
2016-05-12,147
2016-05-13,144
2016-05-14,145
2016-05-15,142
2016-05-16,139
2016-05-17,142
2016-05-18,140
2016-05-19,143
2016-05-22,137
2016-05-23,139
2016-05-24,139
2016-05-25,132
2016-05-26,131
2016-05-27,135
2016-05-28,140
2016-05-29,143
2016-05-30,144
2016-05-31,142
2016-06-01,139
2016-06-02,142
2016-06-03,144
2016-06-04,142
2016-06-05,147
2016-06-06,149
2016-06-07,146
2016-06-08,144
2016-06-09,142
2016-06-10,143
2016-06-11,143
2016-06-12,143
2016-06-13,143
2016-06-14,143
2016-06-15,140
2016-06-16,143
2016-06-17,143
2016-06-18,142
2016-06-19,142
2016-06-20,142
2016-06-21,144
2016-06-22,145
2016-06-23,147
2016-06-24,147
2016-06-25,143
2016-06-26,135
2016-06-27,134
2016-06-28,134
2016-06-29,134
2016-06-30,134
2016-07-01,132
2016-07-02,131
2016-07-03,134
2016-07-04,134
2016-07-05,133
2016-07-06,133
2016-07-07,132
2016-07-08,134
2016-07-09,134
2016-07-10,134
2016-07-11,134
2016-07-12,133
2016-07-13,134
2016-07-14,134
2016-07-15,137
2016-07-16,137
2016-07-17,142
2016-07-18,141
2016-07-23,144
2016-07-24,147
2016-07-25,145
2016-07-26,146
2016-07-27,146
2016-07-28,146
2016-07-29,146
2016-07-30,143
2016-07-31,143
2016-08-01,144
2016-08-02,145
2016-08-03,146
2016-08-04,144
2016-08-05,144
2016-08-06,145
2016-08-07,145
2016-08-08,145
2016-08-09,145
2016-08-10,145
2016-08-11,145
2016-08-12,144
2016-08-13,145
2016-08-14,145
2016-08-15,145
2016-08-16,145
2016-08-17,145
2016-08-18,142
2016-08-19,141
2016-08-20,147
2016-08-21,146
2016-08-22,146
2016-08-23,146
2016-08-24,146
2016-08-25,146
2016-08-26,146
2016-08-28,145
2016-08-31,144
2016-09-01,144
2016-09-02,144
2016-09-03,144
2016-09-04,141
2016-09-05,144
2016-09-06,144
2016-09-07,144
2016-09-08,145
2016-09-09,145
2016-09-10,145
2016-09-11,142
2016-09-12,144
2016-09-13,143
2016-09-14,143
2016-09-15,144
2016-09-16,144
2016-09-17,143
2016-09-18,144
2016-09-19,144
2016-09-20,144
2016-09-21,144
2016-09-22,145
2016-09-23,143
2016-09-24,143
2016-09-25,142
2016-09-26,142
2016-09-27,149
2016-09-28,156
2016-09-29,164
2016-09-30,173
2016-10-01,182
2016-10-02,182
2016-10-03,191
2016-10-04,201
2016-10-05,207
2016-10-06,206
2016-10-07,209
2016-10-08,217
2016-10-09,223
2016-10-10,228
2016-10-11,236
2016-10-12,244
2016-10-13,255
2016-10-14,256
2016-10-15,261
2016-10-16,260
2016-10-17,271
2016-10-18,285
2016-10-19,299
2016-10-20,307
2016-10-21,313
2016-10-22,324
2016-10-23,325
2016-10-24,308
2016-10-25,298
2016-10-26,299
2016-10-27,305
2016-10-28,300
2016-10-29,294
2016-10-30,279
2016-10-31,279
2016-11-01,279
2016-11-02,272
2016-11-03,268
2016-11-04,258
2016-11-05,258
2016-11-06,264
2016-11-07,269
2016-11-08,272
2016-11-09,264
2016-11-10,250
2016-11-11,244
2016-11-12,236
2016-11-13,224
2016-11-14,218
2016-11-15,212
2016-12-07,169
2016-12-08,160
2016-12-09,152
2016-12-10,144
2016-12-11,136
2016-12-12,129
2016-12-13,128
2016-12-14,134
2016-12-15,134
2016-12-16,140
2016-12-17,145
2016-12-18,150
2016-12-19,156
2016-12-20,162
2016-12-21,167
2016-12-22,174
2016-12-23,180
2016-12-24,189
2016-12-25,199
2016-12-26,201
2016-12-27,206
2016-12-28,209
2016-12-29,204
2016-12-30,208
2016-12-31,218
2017-01-01,211
2017-01-02,204
2017-01-03,206
2017-01-04,204
2017-01-05,200
2017-01-06,197
2017-01-07,192
2017-01-08,190
2017-01-09,181
2017-01-10,179
2017-01-11,184
2017-01-12,187
2017-01-13,189
2017-01-14,183
2017-01-15,180
2017-01-16,178
2017-01-17,173
2017-01-18,177
2017-01-19,179
2017-01-20,178
2017-01-21,181
2017-01-22,180
2017-01-23,175
2017-01-27,156
2017-01-28,156
2017-01-29,160
2017-01-30,159
2017-01-31,158
2017-02-01,158
2017-02-02,158
2017-02-03,159
2017-02-04,158
2017-02-05,151
2017-02-06,143
2017-02-07,139
2017-02-08,138
2017-02-09,138
2017-02-10,136
2017-02-11,136
2017-02-12,138
2017-02-13,139
2017-02-14,142
2017-02-15,147
2017-02-16,150
2017-02-18,155
2017-02-19,162
2017-02-20,170
2017-02-21,174
2017-02-22,180
2017-02-23,181
2017-02-24,189
2017-02-25,194
2017-02-26,197
2017-02-27,197
2017-02-28,196
2017-03-01,190
2017-03-02,189
2017-03-03,189
2017-03-04,191
2017-03-05,181
2017-03-06,185
2017-03-07,184
2017-03-08,180
2017-03-09,183
2017-03-10,175
2017-03-11,166
2017-03-12,157
2017-03-13,149
2017-03-14,141
2017-03-15,133
2017-03-16,126
2017-03-17,120
2017-03-18,114
2017-03-19,118
2017-03-20,120
2017-03-21,124
2017-03-22,125
2017-03-23,130
2017-03-24,136
2017-03-25,141
2017-03-26,143
2017-03-27,147
2017-03-28,151
2017-03-29,151
2017-03-30,146
2017-03-31,143
2017-04-01,145
2017-04-02,148
2017-04-03,147
2017-04-04,145
2017-04-12,182
2017-04-13,191
2017-04-14,196
2017-04-15,201
2017-04-16,207
2017-04-17,213
2017-04-18,216
2017-04-19,217
2017-04-20,207
2017-04-21,201
2017-04-22,200
2017-04-23,193
2017-04-24,190
2017-04-25,180
2017-04-26,172
2017-04-27,174
2017-04-28,179
2017-04-29,174
2017-04-30,165
2017-05-01,156
2017-05-02,153
2017-05-03,154
2017-05-04,158
2017-05-05,163
2017-05-06,170
2017-05-07,178
2017-05-08,186
2017-05-09,191
2017-05-10,192
2017-05-11,198
2017-05-12,191
2017-05-13,181
2017-05-14,171
2017-05-15,171
2017-05-16,168
2017-05-17,168
2017-05-18,169
2017-05-19,169
2017-05-20,174
2017-05-21,174
2017-05-22,182
2017-05-23,188
2017-05-24,196
2017-05-25,205
2017-05-26,209
2017-05-27,212
2017-05-28,222
2017-05-29,229
2017-05-30,233
2017-05-31,237
2017-06-01,233
2017-06-02,240
2017-06-03,251
2017-06-04,245
2017-06-05,257
2017-06-06,268
2017-06-07,272
2017-06-08,274
2017-06-09,284
2017-06-10,294
2017-06-11,304
2017-06-12,320
2017-06-13,306
2017-06-14,290
2017-06-15,275
2017-06-16,261
2017-06-17,247
2017-06-18,234
2017-06-19,234
2017-06-20,222
2017-06-21,210
2017-06-22,200
2017-06-23,197
2017-06-24,189
2017-06-25,189
2017-06-26,182
2017-06-27,172
2017-06-28,169
2017-06-29,169
2017-06-30,168
2017-07-01,168
2017-07-02,170
2017-07-03,168
2017-07-04,176
2017-07-05,176
2017-07-06,184
2017-07-07,191
2017-07-08,198
2017-07-13,209
2017-07-14,208
2017-07-15,215
2017-07-16,217
2017-07-17,221
2017-07-18,212
2017-07-19,206
2017-07-20,209
2017-07-21,206
2017-07-22,201
2017-07-23,203
2017-07-24,202
2017-07-25,207
2017-07-26,209
2017-07-27,215
2017-07-28,216
2017-07-29,218
2017-07-30,210
2017-07-31,210
2017-08-01,202
2017-08-02,205
2017-08-03,210
2017-08-04,211
2017-08-05,210
2017-08-06,217
2017-08-09,189
2017-08-10,179
2017-08-11,183
2017-08-12,187
2017-08-13,194
2017-08-14,202
2017-08-15,209
2017-08-16,219
2017-08-17,227
2017-08-18,227
2017-08-19,236
2017-08-20,240
2017-08-21,249
2017-08-22,253
2017-08-23,260
2017-08-24,266
2017-08-25,252
2017-08-26,249
2017-08-27,242
2017-08-28,248
2017-08-29,250
2017-08-30,240
2017-08-31,234
2017-09-01,222
2017-09-02,212
2017-09-03,210
2017-09-04,203
2017-09-05,192
2017-09-06,182
2017-09-07,172
2017-09-08,163
2017-09-09,154
2017-09-10,148
2017-09-11,149
2017-09-12,145
2017-09-13,140
2017-09-14,141
2017-09-15,141
2017-09-16,142
2017-09-17,139
2017-09-18,135
2017-09-19,136
2017-09-20,139
2017-09-21,136
2017-09-22,135
2017-09-23,139
2017-09-24,136
2017-09-25,129
2017-09-26,128
2017-09-27,132
2017-09-28,133
2017-09-29,134
2017-09-30,135
2017-10-01,136
2017-10-02,137
2017-10-03,136
2017-10-04,134
2017-10-05,137
2017-10-06,140
2017-10-07,136
2017-10-08,137
2017-10-09,139
2017-10-10,139
2017-10-11,139
2017-10-12,136
2017-10-13,129
2017-10-14,123
2017-10-15,123
2017-10-16,126
2017-10-17,126
2017-10-18,129
2017-10-19,134
2017-10-20,138
2017-10-21,140
2017-10-22,138
2017-10-23,132
2017-10-24,126
2017-10-25,122
2017-10-26,119
2017-10-27,113
2017-10-28,113
2017-10-29,109
2017-10-30,111
2017-10-31,116
2017-11-01,116
2017-11-02,117
2017-11-03,122
2017-11-04,128
2017-11-05,133
2017-11-06,137
2017-11-07,138
2017-11-08,134
2017-11-09,138
2017-11-10,140
2017-11-11,143
2017-11-12,143
2017-11-13,142
2017-11-14,145
2017-11-15,147
2017-11-16,149
2017-11-17,152
2017-11-18,154
2017-11-19,157
2017-11-20,162
2017-11-21,158
2017-11-22,158
2017-11-23,154
2017-11-24,157
2017-11-25,155
2017-11-26,160
2017-11-27,168
2017-11-28,162
2017-11-29,167
2017-11-30,170
2017-12-01,167
2017-12-02,165
2017-12-03,164
2017-12-04,155
2017-12-05,152
2017-12-06,146
2017-12-07,144
2017-12-08,141
2017-12-09,139
2017-12-10,141
2017-12-11,141
2017-12-12,142
2017-12-13,142
2017-12-14,143
2017-12-15,142
2017-12-16,138
2017-12-17,134
2017-12-18,128
2017-12-19,129
2017-12-20,126
2017-12-21,128
2017-12-22,124
2017-12-23,118
2017-12-24,119
2017-12-25,115
2017-12-26,115
2017-12-27,115
2017-12-28,114
2017-12-29,116
2017-12-30,113
2017-12-31,109
2018-01-01,108
2018-01-02,105
2018-01-03,105
2018-01-04,104
2018-01-05,103
2018-01-06,103
2018-01-07,103
2018-01-08,103
2018-01-09,103
2018-01-10,102
2018-01-11,104
2018-01-12,104
2018-01-13,102
2018-01-14,99
2018-01-15,101
2018-01-16,105
2018-01-17,105
2018-01-18,110
2018-01-19,110
2018-01-20,113
2018-01-21,115
2018-01-22,115
2018-01-23,116
2018-01-24,113
2018-01-25,110
2018-01-26,106
2018-01-27,101
2018-01-28,96
2018-01-29,92
2018-01-30,93
2018-01-31,94
2018-02-01,94
2018-02-02,94
2018-02-03,93
2018-02-04,94
2018-02-05,93
2018-02-06,96
2018-02-07,96
2018-02-08,99
2018-02-09,102
2018-02-10,107
2018-02-11,110
2018-02-12,111
2018-02-13,113
2018-02-14,108
2018-02-15,102
2018-02-16,100
2018-02-17,97
2018-02-18,92
2018-02-19,87
2018-02-20,91
2018-02-21,95
2018-02-22,98
2018-02-23,102
2018-02-24,104
2018-02-25,105
2018-02-26,99
2018-02-27,95
2018-02-28,93
2018-03-01,90
2018-03-02,85
2018-03-03,83
2018-03-04,81
2018-03-05,84
2018-03-06,88
2018-03-07,91
2018-03-08,94
2018-03-09,93
2018-03-10,93
2018-03-11,93
2018-03-12,92
2018-03-13,91
2018-03-14,92
2018-03-15,91
2018-03-16,91
2018-03-17,91
2018-03-18,91
2018-03-20,94
2018-03-21,99
2018-03-23,109
2018-03-24,112
2018-03-25,116
2018-03-26,118
2018-03-27,117
2018-03-28,116
2018-03-29,114
2018-03-30,115
2018-03-31,112
2018-04-01,114
2018-04-02,116
2018-04-03,120
2018-04-04,121
2018-04-05,122
2018-04-06,116
2018-04-07,111
2018-04-08,109
2018-04-09,111
2018-04-10,115
2018-04-11,115
2018-04-12,120
2018-04-13,123
2018-04-14,124
2018-04-15,128
2018-04-16,122
2018-04-17,119
2018-04-18,123
2018-04-19,120
2018-04-20,114
2018-04-21,113
2018-04-22,112
2018-04-23,113
2018-04-24,118
2018-04-25,121
2018-04-26,123
2018-04-27,125
2018-04-28,124
2018-04-29,128
2018-04-30,134
2018-05-01,138
2018-05-02,143
2018-05-03,147
2018-05-04,154
2018-05-05,158
2018-05-06,154
2018-05-07,155
2018-05-08,152
2018-05-09,150
2018-05-10,148
2018-05-11,148
2018-05-12,152
2018-05-13,156
2018-05-14,156
2018-05-15,156
2018-05-16,158
2018-05-17,160
2018-05-18,158
2018-05-19,159
2018-05-20,156
2018-05-21,148
2018-05-22,140
2018-05-23,140
2018-05-24,139
2018-05-25,137
2018-05-26,133
2018-05-27,127
2018-05-28,131
2018-05-29,135
2018-05-30,135
2018-05-31,138
2018-06-01,144
2018-06-02,147
2018-06-03,150
2018-06-04,154
2018-06-05,156
2018-06-06,162
2018-06-07,158
2018-06-08,157
2018-06-09,151
2018-06-10,146
2018-06-11,143
2018-06-12,145
2018-06-13,140
2018-06-14,136
2018-06-15,140
2018-06-16,141
2018-06-17,140
2018-06-18,141
2018-06-19,136
2018-06-20,129
2018-06-21,124
2018-06-22,125
2018-06-23,125
2018-06-24,119
2018-06-25,122
2018-06-26,123
2018-06-27,121
2018-06-28,125
2018-06-29,124
2018-06-30,118
2018-07-01,121
2018-07-02,118
2018-07-03,113
2018-07-04,107
2018-07-05,103
2018-07-06,97
2018-07-07,98
2018-07-08,98
2018-07-09,100
2018-07-10,103
2018-07-11,107
2018-07-12,112
2018-07-13,116
2018-07-14,121
2018-07-15,124
2018-07-16,131
2018-07-17,137
2018-07-18,143
2018-07-19,148
2018-07-20,156
2018-07-21,158
2018-07-22,163
2018-07-23,160
2018-07-24,162
2018-07-25,159
2018-07-26,155
2018-07-27,147
2018-07-28,139
2018-07-29,132
2018-07-30,125
2018-07-31,118
2018-08-01,112
2018-08-02,106
2018-08-03,100
2018-08-04,95
2018-08-05,91
2018-08-06,86
2018-08-07,81
2018-08-08,76
2018-08-09,74
2018-08-10,72
2018-08-11,72
2018-08-12,71
2018-08-14,70
2018-08-16,70
2018-08-17,70
2018-08-18,70
2018-08-19,70
2018-08-20,70
2018-08-21,71
2018-08-22,75
2018-08-23,78
2018-08-24,79
2018-08-25,81
2018-08-26,81
2018-08-27,80
2018-08-28,80
2018-08-29,81
2018-08-30,79
2018-08-31,81
2018-09-01,77
2018-09-02,77
2018-09-03,79
2018-09-04,79
2018-09-05,77
2018-09-06,74
2018-09-07,72
2018-09-08,69
2018-09-09,65
2018-09-10,63
2018-09-11,64
2018-09-12,67
2018-09-13,70
2018-09-14,73
2018-09-15,76
2018-09-16,79
2018-09-17,83
2018-09-18,87
2018-09-19,90
2018-09-20,93
2018-09-21,96
2018-09-22,91
2018-09-23,89
2018-09-24,88
2018-09-25,88
2018-09-26,83
2018-09-27,80
2018-09-28,79
2018-09-29,78
2018-09-30,74
2018-10-01,70
2018-10-02,66
2018-10-03,62
2018-10-04,58
2018-10-05,55
2018-10-06,52
2018-10-07,53
2018-10-08,56
2018-10-09,59
2018-10-10,62
2018-10-11,65
2018-10-12,69
2018-10-13,71
2018-10-14,73
2018-10-15,72
2018-10-16,73
2018-10-17,73
2018-10-18,73
2018-10-19,74
2018-10-20,74
2018-10-21,73
2018-10-22,74
2018-10-23,74
2018-10-24,74
2018-10-25,72
2018-10-26,74
2018-10-27,72
2018-10-28,68
2018-10-29,64
2018-10-30,61
2018-10-31,65
2018-11-01,68
2018-11-03,74
2018-11-04,74
2018-11-05,74
2018-11-06,73
2018-11-07,74
2018-11-08,75
2018-11-09,78
2018-11-10,75
2018-11-11,73
2018-11-12,73
2018-11-13,72
2018-11-14,73
2018-11-15,73
2018-11-16,74
2018-11-17,73
2018-11-18,73
2018-11-19,75
2018-11-20,76
2018-11-21,78
2018-11-22,81
2018-11-23,83
2018-11-24,88
2018-11-25,91
2018-11-26,94
2018-11-27,98
2018-11-28,100
2018-11-29,95
2018-12-01,90
2018-12-02,89
2018-12-03,86
2018-12-04,87
2018-12-05,87
2018-12-07,90
2018-12-09,83
2018-12-10,83
2018-12-11,84
2018-12-12,83
2018-12-13,83
2018-12-14,84
2018-12-15,83
2018-12-16,84
2018-12-17,87
2018-12-18,91
2018-12-19,94
2018-12-20,98
2018-12-21,97
2018-12-22,96
2018-12-23,97
2018-12-24,97
2018-12-25,98
2018-12-26,97
2018-12-27,98
2018-12-28,99
2018-12-29,98
2018-12-30,97
2018-12-31,97
2019-01-01,97
2019-01-02,98
2019-01-03,95
2019-01-04,97
2019-01-05,98
2019-01-06,98
2019-01-08,98
2019-01-10,95
2019-01-11,94
2019-01-12,92
2019-01-13,90
2019-01-14,88
2019-01-15,86
2019-01-16,84
2019-01-17,83
2019-01-18,80
2019-01-19,79
2019-01-20,81
2019-01-21,82
2019-01-22,85
2019-01-23,87
2019-01-24,90
2019-01-25,92
2019-01-26,95
2019-01-27,97
2019-01-28,98
2019-01-29,98
2019-01-30,98
2019-01-31,97
2019-02-01,98
2019-02-02,97
2019-02-03,99
2019-02-04,98
2019-02-05,98
2019-02-06,99
2019-02-07,98
2019-02-08,97
2019-02-09,96
2019-02-10,96
2019-02-11,91
2019-02-12,86
2019-02-13,83
2019-02-14,79
2019-02-15,75
2019-02-16,71
2019-02-17,68
2019-02-18,69
2019-02-19,72
2019-02-20,73
2019-02-21,73
2019-02-22,72
2019-02-23,72
2019-02-24,72
2019-02-25,70
2019-02-26,66
2019-02-27,62
2019-02-28,58
2019-03-01,55
2019-03-02,52
2019-03-03,49
2019-03-04,46
2019-03-05,43
2019-03-06,40
2019-03-07,38
2019-03-08,39
2019-03-09,37
2019-03-10,36
2019-03-11,36
2019-03-12,35
2019-03-13,35
2019-03-14,35
2019-03-15,35
2019-03-16,35
2019-03-17,36
2019-03-18,35
2019-03-19,36
2019-03-20,37
2019-03-21,39
2019-03-22,40
2019-03-23,39
2019-03-24,38
2019-03-25,38
2019-03-26,37
2019-03-27,35
2019-03-28,33
2019-03-29,31
2019-03-30,29
2019-03-31,28
2019-04-01,26
2019-04-02,24
2019-04-03,22
2019-04-04,22
2019-04-05,23
2019-04-06,25
2019-04-07,24
2019-04-08,23
2019-04-09,22
2019-04-10,21
2019-04-11,22
2019-04-12,20
2019-04-13,20
2019-04-14,20
2019-04-15,19
2019-04-16,20
2019-04-17,21
2019-04-18,23
2019-04-19,25
2019-04-20,25
2019-04-21,25
2019-04-22,25
2019-04-23,27
2019-04-24,29
2019-04-25,31
2019-04-26,33
2019-04-27,34
2019-04-28,34
2019-04-29,32
2019-04-30,30
2019-05-01,30
2019-05-02,30
2019-05-03,30
2019-05-04,30
2019-05-05,30
2019-05-06,30
2019-05-07,30
2019-05-08,30
2019-05-09,30
2019-05-10,30
2019-05-11,30
2019-05-12,30
2019-05-13,30
2019-05-14,30
2019-05-15,30
2019-05-16,30
2019-05-17,30
2019-05-18,30
2019-05-19,30
2019-05-20,28
2019-05-21,26
2019-05-22,25
2019-05-23,27
2019-05-24,28
2019-05-25,28
2019-05-26,29
2019-05-27,29
2019-05-28,30
2019-05-29,32
2019-05-30,34
2019-05-31,36
2019-06-01,38
2019-06-02,40
2019-06-03,41
2019-06-04,44
2019-06-05,47
2019-06-06,47
2019-06-07,44
2019-06-08,41
2019-06-09,39
2019-06-10,39
2019-06-11,38
2019-06-12,37
2019-06-13,39
2019-06-14,41
2019-06-15,43
2019-06-16,46
2019-06-17,49
2019-06-18,52
2019-06-19,54
2019-06-20,55
2019-06-21,58
2019-06-22,60
2019-06-23,62
2019-06-24,62
2019-06-25,66
2019-06-26,70
2019-06-27,72
2019-06-28,76
2019-06-29,80
2019-06-30,84
2019-07-01,88
2019-07-02,92
2019-07-03,97
2019-07-04,100
2019-07-05,104
2019-07-06,109
2019-07-07,111
2019-07-08,112
2019-07-09,116
2019-07-10,119
2019-07-11,120
2019-07-12,122
2019-07-13,122
2019-07-14,125
2019-07-15,130
2019-07-16,130
2019-07-17,136
2019-07-18,140
2019-07-19,146
2019-07-20,148
2019-07-21,151
2019-07-22,159
2019-07-23,166
2019-07-24,160
2019-07-25,164
2019-07-26,169
2019-07-27,173
2019-07-28,179
2019-07-29,184
2019-07-30,182
2019-07-31,182
2019-08-01,182
2019-08-02,177
2019-08-03,169
2019-08-04,160
2019-08-05,152
2019-08-06,144
2019-08-07,138
2019-08-08,138
2019-08-09,137
2019-08-10,135
2019-08-11,135
2019-08-12,134
2019-08-13,133
2019-08-14,130
2019-08-15,132
2019-08-16,131
2019-08-17,125
2019-08-18,120
2019-08-19,119
2019-08-20,124
2019-08-21,129
2019-08-22,133
2019-08-23,135
2019-08-24,135
2019-08-24,135
2019-08-25,134
