date_obj,Mahogany%20bird%20house price
2018-11-26,825
2018-11-27,825
2018-11-28,825
2018-11-29,825
2018-12-01,825
2018-12-02,825
2018-12-03,866
2018-12-04,866
2018-12-05,866
2018-12-07,866
2018-12-09,866
2018-12-10,866
2018-12-11,866
2018-12-12,866
2018-12-13,866
2018-12-14,866
2018-12-15,866
2018-12-16,866
2018-12-17,866
2018-12-18,908
2018-12-19,908
2018-12-20,908
2018-12-21,908
2018-12-22,908
2018-12-23,908
2018-12-24,908
2018-12-25,908
2018-12-26,908
2018-12-27,908
2018-12-28,908
2018-12-29,908
2018-12-30,908
2018-12-31,908
2019-01-01,908
2019-01-02,950
2019-01-03,950
2019-01-04,950
2019-01-05,950
2019-01-06,950
2019-01-08,950
2019-01-10,950
2019-01-11,950
2019-01-12,950
2019-01-13,950
2019-01-14,950
2019-01-15,997
2019-01-16,997
2019-01-17,997
2019-01-18,997
2019-01-19,997
2019-01-20,997
2019-01-21,997
2019-01-22,997
2019-01-23,997
2019-01-24,997
2019-01-25,997
2019-01-26,997
2019-01-27,997
2019-01-28,1039
2019-01-29,1039
2019-01-30,1039
2019-01-31,1039
2019-02-01,1039
2019-02-02,1039
2019-02-03,1039
2019-02-04,1039
2019-02-05,1039
2019-02-06,1039
2019-02-07,1039
2019-02-08,1039
2019-02-09,1039
2019-02-10,1083
2019-02-11,1083
2019-02-12,1083
2019-02-13,1083
2019-02-14,1083
2019-02-15,1083
2019-02-16,1083
2019-02-17,1083
2019-02-18,1083
2019-02-19,1083
2019-02-20,1083
2019-02-21,1125
2019-02-22,1125
2019-02-23,1125
2019-02-24,1125
2019-02-25,1125
2019-02-26,1125
2019-02-27,1125
2019-02-28,1125
2019-03-01,1125
2019-03-02,1125
2019-03-03,1125
2019-03-04,1125
2019-03-05,1125
2019-03-06,1125
2019-03-07,1125
2019-03-08,1174
2019-03-09,1174
2019-03-10,1174
2019-03-11,1174
2019-03-12,1174
2019-03-13,1174
2019-03-14,1174
2019-03-15,1174
2019-03-16,1174
2019-03-17,1230
2019-03-18,1230
2019-03-19,1230
2019-03-20,1230
2019-03-21,1230
2019-03-22,1230
2019-03-23,1230
2019-03-24,1230
2019-03-25,1230
2019-03-26,1230
2019-03-27,1274
2019-03-28,1274
2019-03-29,1274
2019-03-30,1274
2019-03-31,1274
2019-04-01,1274
2019-04-02,1274
2019-04-03,1274
2019-04-04,1274
2019-04-05,1274
2019-04-06,1293
2019-04-07,1293
2019-04-08,1293
2019-04-09,1293
2019-04-10,1293
2019-04-11,1293
2019-04-12,1293
2019-04-13,1293
2019-04-14,1321
2019-04-15,1321
2019-04-16,1321
2019-04-17,1321
2019-04-18,1321
2019-04-19,1321
2019-04-20,1321
2019-04-21,1321
2019-04-22,1344
2019-04-23,1344
2019-04-24,1344
2019-04-25,1344
2019-04-26,1344
2019-04-27,1344
2019-04-28,1344
2019-04-29,1344
2019-04-30,1322
2019-05-01,1322
2019-05-02,1322
2019-05-03,1322
2019-05-04,1322
2019-05-05,1322
2019-05-06,1322
2019-05-07,1322
2019-05-08,1318
2019-05-09,1318
2019-05-10,1318
2019-05-11,1318
2019-05-12,1318
2019-05-13,1318
2019-05-14,1318
2019-05-15,1318
2019-05-16,1279
2019-05-17,1279
2019-05-18,1279
2019-05-19,1279
2019-05-20,1279
2019-05-21,1279
2019-05-22,1279
2019-05-23,1279
2019-05-24,1275
2019-05-25,1275
2019-05-26,1275
2019-05-27,1275
2019-05-28,1275
2019-05-29,1275
2019-05-30,1275
2019-05-31,1275
2019-06-01,1282
2019-06-02,1282
2019-06-03,1282
2019-06-04,1282
2019-06-05,1282
2019-06-06,1282
2019-06-07,1282
2019-06-08,1294
2019-06-09,1294
2019-06-10,1294
2019-06-11,1294
2019-06-12,1294
2019-06-13,1294
2019-06-14,1294
2019-06-15,1294
2019-06-16,1318
2019-06-17,1318
2019-06-18,1318
2019-06-19,1318
2019-06-20,1318
2019-06-21,1318
2019-06-22,1318
2019-06-23,1318
2019-06-24,1293
2019-06-25,1293
2019-06-26,1293
2019-06-27,1293
2019-06-28,1293
2019-06-29,1293
2019-06-30,1293
2019-07-01,1293
2019-07-02,1274
2019-07-03,1274
2019-07-04,1274
2019-07-05,1274
2019-07-06,1274
2019-07-07,1274
2019-07-08,1274
2019-07-09,1274
2019-07-10,1267
2019-07-11,1267
2019-07-12,1267
2019-07-13,1267
2019-07-14,1267
2019-07-15,1267
2019-07-16,1267
2019-07-17,1267
2019-07-18,1254
2019-07-19,1254
2019-07-20,1254
2019-07-21,1254
2019-07-22,1254
2019-07-23,1254
2019-07-24,1254
2019-07-25,1254
2019-07-26,1254
2019-07-27,1237
2019-07-28,1237
2019-07-29,1237
2019-07-30,1237
2019-07-31,1237
2019-08-01,1237
2019-08-02,1237
2019-08-03,1237
2019-08-04,1237
2019-08-05,1244
2019-08-06,1244
2019-08-07,1244
2019-08-08,1244
2019-08-09,1244
2019-08-10,1244
2019-08-11,1244
2019-08-12,1244
2019-08-13,1244
2019-08-14,1249
2019-08-15,1249
2019-08-16,1249
2019-08-17,1249
2019-08-18,1249
2019-08-19,1249
2019-08-20,1249
2019-08-21,1249
2019-08-22,1249
2019-08-23,1247
2019-08-24,1247
2019-08-24,1247
2019-08-25,1247
2019-08-25,1247
2019-08-26,1247
2019-08-26,1247
2019-08-27,1247
2019-08-27,1247
2019-08-28,1247
2019-08-29,1247
2019-08-30,1247
2019-08-31,1247
2019-09-01,1247
2019-09-02,1251
2019-09-03,1251
2019-09-04,1251
2019-09-05,1251
2019-09-06,1251
2019-09-07,1251
2019-09-08,1251
2019-09-09,1251
2019-09-10,1251
2019-09-11,1251
2019-09-12,1274
2019-09-13,1274
2019-09-14,1274
2019-09-15,1274
2019-09-16,1274
2019-09-17,1274
2019-09-18,1274
2019-09-19,1274
2019-09-20,1274
2019-09-21,1274
2019-09-22,1274
2019-09-23,1299
2019-09-24,1299
2019-09-25,1299
2019-09-26,1299
2019-09-27,1299
2019-09-28,1299
2019-09-29,1299
2019-09-30,1299
2019-10-01,1299
2019-10-02,1299
2019-10-03,1299
2019-10-04,1299
2019-10-05,1320
2019-10-06,1320
2019-10-07,1320
2019-10-08,1320
2019-10-09,1320
2019-10-10,1320
2019-10-11,1320
2019-10-12,1320
2019-10-13,1320
2019-10-14,1320
2019-10-15,1271
2019-10-16,1271
2019-10-17,1271
2019-10-18,1271
2019-10-19,1271
2019-10-20,1271
2019-10-21,1271
2019-10-22,1271
2019-10-23,1271
2019-10-24,1271
2019-10-25,1263
2019-10-26,1263
2019-10-27,1263
2019-10-28,1263
2019-10-29,1263
2019-10-30,1263
2019-10-31,1263
2019-11-01,1263
2019-11-02,1263
2019-11-03,1263
2019-11-04,1236
2019-11-05,1236
2019-11-06,1236
2019-11-07,1236
2019-11-08,1236
2019-11-09,1236
2019-11-10,1236
2019-11-11,1236
2019-11-12,1236
2019-11-13,1236
2019-11-14,1228
2019-11-15,1228
2019-11-16,1228
2019-11-17,1228
2019-11-18,1228
2019-11-19,1228
2019-11-20,1228
2019-11-21,1228
2019-11-22,1228
2019-11-23,1228
2019-11-24,1228
2019-11-25,1232
2019-11-26,1232
2019-11-27,1232
2019-11-28,1232
2019-11-29,1232
2019-11-30,1232
2019-12-01,1232
2019-12-02,1232
2019-12-03,1232
2019-12-04,1232
2019-12-05,1232
2019-12-06,1232
2019-12-07,1199
2019-12-08,1199
2019-12-09,1199
2019-12-10,1199
2019-12-11,1199
2019-12-12,1199
2019-12-13,1199
2019-12-14,1199
2019-12-15,1199
2019-12-16,1199
2019-12-17,1199
2019-12-18,1199
2019-12-19,1199
2019-12-20,1207
2019-12-21,1207
2019-12-22,1207
2019-12-23,1207
2019-12-24,1207
2019-12-25,1207
2019-12-26,1207
2019-12-27,1207
2019-12-28,1207
2019-12-29,1207
2019-12-30,1207
2019-12-31,1211
2020-01-01,1211
2020-01-02,1211
2020-01-03,1211
2020-01-04,1211
2020-01-05,1211
2020-01-06,1211
2020-01-07,1211
2020-01-08,1211
2020-01-09,1211
2020-01-10,1215
2020-01-11,1215
2020-01-12,1215
2020-01-13,1215
2020-01-14,1215
2020-01-15,1215
2020-01-16,1215
2020-01-17,1215
2020-01-18,1215
2020-01-19,1202
2020-01-20,1202
2020-01-21,1202
2020-01-22,1202
2020-01-23,1202
2020-01-24,1202
2020-01-25,1202
2020-01-26,1202
2020-01-27,1202
2020-01-28,1202
2020-01-29,1244
2020-01-30,1244
2020-01-31,1244
2020-02-01,1244
2020-02-02,1244
2020-02-03,1244
2020-02-04,1244
2020-02-05,1244
2020-02-06,1244
2020-02-07,1278
2020-02-08,1278
2020-02-09,1278
2020-02-10,1278
2020-02-11,1278
2020-02-12,1278
2020-02-13,1278
2020-02-14,1278
2020-02-15,1278
2020-02-16,1296
2020-02-17,1296
2020-02-18,1296
2020-02-19,1296
2020-02-20,1296
2020-02-21,1296
2020-02-22,1296
2020-02-23,1296
2020-02-24,1272
2020-02-25,1272
2020-02-26,1272
2020-02-27,1272
2020-02-28,1272
2020-02-29,1272
2020-03-01,1272
2020-03-02,1272
2020-03-03,1272
2020-03-04,1272
2020-03-05,1255
2020-03-06,1255
2020-03-07,1255
2020-03-08,1255
2020-03-09,1255
2020-03-10,1255
2020-03-11,1255
2020-03-12,1255
2020-03-13,1255
2020-03-14,1267
2020-03-15,1267
2020-03-16,1267
2020-03-17,1267
2020-03-18,1267
2020-03-19,1267
2020-03-20,1267
2020-03-21,1267
2020-03-22,1305
2020-03-23,1305
2020-03-24,1305
2020-03-25,1305
2020-03-26,1305
2020-03-27,1305
2020-03-28,1305
2020-03-29,1345
2020-03-30,1345
2020-03-31,1345
2020-04-01,1345
2020-04-02,1345
2020-04-03,1345
2020-04-04,1373
2020-04-05,1373
2020-04-06,1373
2020-04-07,1373
2020-04-08,1373
2020-04-09,1403
2020-04-10,1403
2020-04-11,1403
2020-04-12,1403
2020-04-13,1403
2020-04-14,1435
2020-04-15,1435
2020-04-16,1435
2020-04-17,1435
2020-04-18,1435
2020-04-19,1459
2020-04-20,1459
2020-04-21,1459
2020-04-22,1459
2020-04-23,1457
2020-04-24,1457
2020-04-25,1457
2020-04-26,1457
2020-04-27,1474
2020-04-28,1474
2020-04-29,1474
2020-04-30,1474
2020-05-01,1474
2020-05-02,1421
2020-05-03,1421
2020-05-04,1421
2020-05-05,1421
2020-05-06,1426
2020-05-07,1426
2020-05-08,1426
2020-05-09,1426
2020-05-10,1418
2020-05-11,1418
2020-05-12,1418
2020-05-13,1418
