date_obj,Oak%20logs price
2015-07-20,24
2015-07-21,25
2015-07-22,24
2015-07-23,24
2015-07-24,25
2015-07-25,26
2015-07-26,27
2015-07-27,29
2015-07-28,30
2015-07-29,30
2015-07-30,29
2015-07-31,29
2015-08-01,29
2015-08-02,29
2015-08-03,29
2015-08-04,29
2015-08-05,27
2015-08-06,26
2015-08-07,26
2015-08-08,27
2015-08-09,27
2015-08-10,28
2015-08-11,29
2015-08-12,30
2015-08-13,31
2015-08-14,33
2015-08-15,35
2015-08-16,37
2015-08-17,39
2015-08-18,41
2015-08-19,44
2015-08-20,45
2015-08-21,47
2015-08-22,50
2015-08-23,52
2015-08-24,53
2015-08-25,53
2015-08-26,51
2015-08-27,48
2015-08-28,45
2015-08-29,42
2015-08-30,39
2015-08-31,37
2015-09-01,35
2015-09-02,33
2015-09-03,31
2015-09-04,30
2015-09-05,30
2015-09-06,32
2015-09-07,33
2015-09-08,34
2015-09-09,34
2015-09-10,34
2015-09-11,34
2015-09-12,35
2015-09-13,37
2015-09-14,39
2015-09-15,39
2015-09-16,39
2015-09-17,39
2015-09-18,40
2015-09-19,41
2015-09-20,42
2015-09-21,42
2015-09-22,43
2015-09-23,43
2015-09-24,41
2015-09-25,40
2015-09-27,41
2015-09-28,43
2015-09-29,42
2015-09-30,41
2015-10-05,41
2015-10-06,41
2015-10-07,39
2015-10-08,38
2015-10-09,36
2015-10-10,36
2015-10-11,35
2015-10-12,34
2015-10-13,33
2015-10-14,32
2015-10-15,30
2015-10-16,29
2015-10-17,29
2015-10-18,30
2015-10-19,32
2015-10-20,33
2015-10-22,32
2015-10-23,31
2015-10-24,32
2015-10-25,34
2015-10-26,36
2015-10-27,37
2015-10-29,36
2015-10-30,35
2015-10-31,36
2015-11-01,37
2015-11-02,37
2015-11-03,36
2015-11-04,36
2015-11-05,35
2015-11-06,35
2015-11-07,35
2015-11-08,35
2015-11-09,36
2015-11-10,37
2015-11-11,37
2015-11-12,37
2015-11-13,37
2015-11-14,37
2015-11-15,38
2015-11-16,40
2015-11-17,42
2015-11-18,42
2015-11-19,41
2015-11-20,40
2015-11-21,40
2015-11-22,40
2015-11-23,40
2015-11-24,40
2015-11-25,39
2015-11-26,39
2015-11-27,39
2015-11-28,40
2015-11-29,41
2015-11-30,44
2015-12-01,45
2015-12-02,45
2015-12-03,45
2015-12-04,46
2015-12-05,46
2015-12-06,49
2015-12-07,52
2015-12-08,52
2015-12-09,51
2015-12-10,48
2015-12-11,45
2015-12-12,43
2015-12-13,41
2015-12-14,40
2015-12-15,38
2015-12-16,36
2015-12-17,34
2015-12-18,34
2015-12-19,36
2015-12-20,37
2015-12-21,39
2015-12-22,40
2015-12-23,42
2015-12-24,45
2015-12-25,47
2015-12-26,50
2015-12-27,53
2015-12-28,56
2015-12-29,57
2015-12-30,55
2015-12-31,53
2016-01-01,51
2016-01-02,51
2016-01-03,50
2016-01-04,52
2016-01-05,55
2016-01-06,57
2016-01-07,60
2016-01-08,63
2016-01-09,61
2016-01-10,58
2016-01-11,57
2016-01-12,54
2016-01-13,51
2016-01-14,48
2016-01-15,47
2016-01-16,48
2016-01-17,50
2016-01-18,50
2016-01-19,48
2016-01-20,47
2016-01-21,45
2016-01-22,44
2016-01-23,45
2016-01-24,44
2016-01-25,43
2016-01-26,41
2016-01-27,39
2016-01-28,39
2016-01-29,37
2016-01-30,38
2016-01-31,38
2016-02-01,38
2016-02-02,37
2016-02-03,39
2016-02-04,40
2016-02-05,42
2016-02-06,44
2016-02-07,43
2016-02-08,43
2016-02-09,42
2016-02-10,44
2016-02-11,46
2016-02-12,47
2016-02-13,46
2016-02-14,44
2016-02-15,42
2016-02-16,43
2016-02-17,44
2016-02-18,44
2016-02-19,45
2016-02-20,47
2016-02-21,47
2016-02-22,45
2016-02-23,46
2016-02-24,45
2016-02-25,47
2016-02-26,49
2016-02-27,49
2016-02-28,48
2016-02-29,46
2016-03-01,46
2016-03-02,46
2016-03-03,46
2016-03-04,46
2016-03-05,46
2016-03-06,46
2016-03-07,46
2016-03-08,46
2016-03-09,45
2016-03-10,43
2016-03-11,43
2016-03-12,42
2016-03-13,44
2016-03-14,42
2016-03-15,41
2016-03-16,40
2016-03-17,40
2016-03-18,41
2016-03-19,42
2016-03-20,42
2016-03-21,41
2016-03-22,41
2016-03-23,38
2016-03-24,37
2016-03-25,37
2016-03-26,36
2016-03-27,35
2016-03-28,33
2016-03-29,33
2016-03-30,34
2016-03-31,33
2016-04-01,34
2016-04-02,35
2016-04-03,34
2016-04-04,34
2016-04-05,35
2016-04-06,35
2016-04-07,37
2016-04-08,37
2016-04-09,38
2016-04-10,38
2016-04-11,38
2016-04-12,38
2016-04-13,38
2016-04-14,36
2016-04-15,35
2016-04-16,33
2016-04-17,32
2016-04-18,31
2016-04-19,30
2016-04-20,30
2016-04-21,31
2016-04-22,32
2016-04-23,31
2016-04-24,30
2016-04-25,30
2016-04-26,30
2016-04-27,30
2016-04-28,30
2016-04-29,30
2016-04-30,31
2016-05-01,31
2016-05-02,30
2016-05-03,29
2016-05-04,29
2016-05-05,29
2016-05-06,29
2016-05-07,28
2016-05-08,29
2016-05-09,28
2016-05-10,27
2016-05-11,27
2016-05-12,28
2016-05-13,28
2016-05-14,28
2016-05-15,29
2016-05-16,30
2016-05-17,31
2016-05-18,32
2016-05-19,33
2016-05-22,36
2016-05-23,36
2016-05-24,35
2016-05-25,35
2016-05-26,35
2016-05-27,35
2016-05-28,36
2016-05-29,37
2016-05-30,37
2016-05-31,37
2016-06-01,38
2016-06-02,39
2016-06-03,39
2016-06-04,40
2016-06-05,41
2016-06-06,39
2016-06-07,38
2016-06-08,39
2016-06-09,40
2016-06-10,41
2016-06-11,41
2016-06-12,41
2016-06-13,40
2016-06-14,41
2016-06-15,42
2016-06-16,44
2016-06-17,47
2016-06-18,50
2016-06-19,53
2016-06-20,56
2016-06-21,59
2016-06-22,62
2016-06-23,65
2016-06-24,64
2016-06-25,64
2016-06-26,65
2016-06-27,63
2016-06-28,63
2016-06-29,62
2016-06-30,60
2016-07-01,60
2016-07-02,59
2016-07-03,57
2016-07-04,57
2016-07-05,58
2016-07-06,58
2016-07-07,57
2016-07-08,57
2016-07-09,58
2016-07-10,57
2016-07-11,55
2016-07-12,55
2016-07-13,56
2016-07-14,58
2016-07-15,59
2016-07-16,59
2016-07-17,58
2016-07-18,57
2016-07-23,60
2016-07-24,59
2016-07-25,61
2016-07-26,62
2016-07-27,64
2016-07-28,65
2016-07-29,69
2016-07-30,73
2016-07-31,77
2016-08-01,81
2016-08-02,85
2016-08-03,89
2016-08-04,92
2016-08-05,94
2016-08-06,97
2016-08-07,98
2016-08-08,97
2016-08-09,93
2016-08-10,88
2016-08-11,83
2016-08-12,82
2016-08-13,81
2016-08-14,80
2016-08-15,78
2016-08-16,77
2016-08-17,77
2016-08-18,75
2016-08-19,76
2016-08-20,79
2016-08-21,83
2016-08-22,87
2016-08-23,90
2016-08-24,90
2016-08-25,85
2016-08-26,80
2016-08-28,72
2016-08-31,60
2016-09-01,57
2016-09-02,54
2016-09-03,51
2016-09-04,48
2016-09-05,45
2016-09-06,45
2016-09-07,46
2016-09-08,46
2016-09-09,43
2016-09-10,40
2016-09-11,39
2016-09-12,38
2016-09-13,38
2016-09-14,39
2016-09-15,38
2016-09-16,37
2016-09-17,36
2016-09-18,34
2016-09-19,32
2016-09-20,30
2016-09-21,29
2016-09-22,29
2016-09-23,30
2016-09-24,31
2016-09-25,32
2016-09-26,34
2016-09-27,35
2016-09-28,37
2016-09-29,38
2016-09-30,39
2016-10-01,40
2016-10-02,40
2016-10-03,38
2016-10-04,38
2016-10-05,40
2016-10-06,42
2016-10-07,45
2016-10-08,48
2016-10-09,51
2016-10-10,54
2016-10-11,57
2016-10-12,60
2016-10-13,63
2016-10-14,67
2016-10-15,70
2016-10-16,70
2016-10-17,73
2016-10-18,75
2016-10-19,72
2016-10-20,69
2016-10-21,66
2016-10-22,64
2016-10-23,62
2016-10-24,63
2016-10-25,65
2016-10-26,66
2016-10-27,68
2016-10-28,71
2016-10-29,73
2016-10-30,72
2016-10-31,72
2016-11-01,74
2016-11-02,72
2016-11-03,71
2016-11-04,69
2016-11-05,67
2016-11-06,65
2016-11-07,63
2016-11-08,59
2016-11-09,56
2016-11-10,53
2016-11-11,50
2016-11-12,47
2016-11-13,44
2016-11-14,41
2016-12-07,45
2016-12-08,47
2016-12-09,50
2016-12-10,50
2016-12-11,50
2016-12-12,49
2016-12-13,48
2016-12-14,50
2016-12-15,52
2016-12-16,52
2016-12-17,49
2016-12-18,46
2016-12-19,43
2016-12-20,40
2016-12-21,41
2016-12-22,41
2016-12-23,39
2016-12-24,38
2016-12-25,37
2016-12-26,38
2016-12-27,38
2016-12-28,38
2016-12-29,40
2016-12-30,41
2016-12-31,41
2017-01-01,43
2017-01-03,42
2017-01-04,44
2017-01-05,47
2017-01-06,49
2017-01-07,48
2017-01-08,47
2017-01-09,45
2017-01-10,45
2017-01-11,45
2017-01-12,45
2017-01-13,46
2017-01-14,45
2017-01-15,43
2017-01-16,40
2017-01-17,38
2017-01-18,37
2017-01-19,38
2017-01-20,39
2017-01-21,38
2017-01-22,38
2017-01-27,44
2017-01-28,42
2017-01-29,39
2017-01-30,39
2017-01-31,39
2017-02-01,38
2017-02-02,37
2017-02-03,39
2017-02-04,41
2017-02-05,43
2017-02-06,45
2017-02-07,45
2017-02-08,46
2017-02-09,49
2017-02-10,51
2017-02-11,53
2017-02-12,56
2017-02-13,58
2017-02-14,61
2017-02-15,65
2017-02-16,68
2017-02-18,75
2017-02-19,78
2017-02-20,81
2017-02-21,85
2017-02-22,86
2017-02-23,85
2017-02-24,86
2017-02-25,87
2017-02-26,90
2017-02-27,95
2017-02-28,100
2017-03-01,105
2017-03-02,111
2017-03-03,117
2017-03-04,123
2017-03-05,127
2017-03-06,126
2017-03-07,123
2017-03-08,120
2017-03-09,119
2017-03-10,115
2017-03-11,116
2017-03-12,117
2017-03-13,117
2017-03-14,118
2017-03-15,124
2017-03-16,131
2017-03-17,136
2017-03-18,137
2017-03-19,130
2017-03-20,125
2017-03-21,123
2017-03-22,123
2017-03-23,124
2017-03-24,125
2017-03-25,126
2017-03-26,123
2017-03-27,123
2017-03-28,118
2017-03-29,112
2017-03-30,106
2017-03-31,101
2017-04-01,102
2017-04-02,107
2017-04-03,106
2017-04-04,105
2017-04-12,96
2017-04-13,94
2017-04-14,95
2017-04-15,91
2017-04-16,88
2017-04-17,89
2017-04-18,92
2017-04-19,91
2017-04-20,91
2017-04-21,90
2017-04-22,87
2017-04-23,88
2017-04-24,90
2017-04-25,90
2017-04-26,90
2017-04-27,92
2017-04-28,95
2017-04-29,99
2017-04-30,99
2017-05-01,95
2017-05-02,90
2017-05-03,85
2017-05-04,83
2017-05-05,78
2017-05-06,76
2017-05-07,72
2017-05-08,70
2017-05-09,71
2017-05-10,74
2017-05-11,76
2017-05-12,75
2017-05-13,72
2017-05-14,68
2017-05-15,64
2017-05-16,64
2017-05-17,65
2017-05-18,67
2017-05-19,67
2017-05-20,66
2017-05-21,65
2017-05-22,62
2017-05-23,61
2017-05-24,60
2017-05-25,60
2017-05-26,62
2017-05-27,65
2017-05-28,68
2017-05-29,70
2017-05-30,70
2017-05-31,69
2017-06-01,66
2017-06-02,62
2017-06-03,58
2017-06-06,54
2017-06-07,54
2017-06-08,56
2017-06-09,55
2017-06-10,52
2017-06-11,49
2017-06-12,46
2017-06-13,43
2017-06-14,41
2017-06-15,43
2017-06-16,45
2017-06-17,48
2017-06-18,50
2017-06-19,52
2017-06-20,53
2017-06-21,53
2017-06-22,52
2017-06-23,51
2017-06-24,48
2017-06-25,47
2017-06-26,45
2017-06-27,44
2017-06-28,44
2017-06-29,41
2017-06-30,39
2017-07-01,38
2017-07-02,36
2017-07-03,37
2017-07-04,38
2017-07-05,40
2017-07-06,40
2017-07-07,41
2017-07-08,39
2017-07-13,45
2017-07-14,47
2017-07-15,46
2017-07-16,47
2017-07-17,45
2017-07-18,47
2017-07-19,49
2017-07-20,51
2017-07-21,54
2017-07-22,52
2017-07-23,50
2017-07-24,48
2017-07-25,46
2017-07-26,44
2017-07-27,44
2017-07-28,43
2017-07-29,42
2017-07-30,40
2017-07-31,40
2017-08-01,39
2017-08-02,39
2017-08-03,40
2017-08-04,42
2017-08-05,42
2017-08-06,40
2017-08-09,41
2017-08-10,43
2017-08-11,44
2017-08-12,44
2017-08-13,42
2017-08-14,40
2017-08-15,39
2017-08-17,41
2017-08-18,44
2017-08-19,42
2017-08-20,40
2017-08-22,39
2017-08-23,40
2017-08-24,42
2017-08-25,42
2017-08-26,41
2017-08-27,38
2017-08-28,38
2017-08-29,37
2017-08-30,37
2017-08-31,36
2017-09-01,36
2017-09-02,38
2017-09-03,39
2017-09-04,39
2017-09-05,39
2017-09-06,40
2017-09-07,42
2017-09-08,43
2017-09-09,42
2017-09-10,42
2017-09-11,43
2017-09-12,44
2017-09-13,43
2017-09-14,45
2017-09-15,47
2017-09-16,47
2017-09-17,46
2017-09-19,44
2017-09-20,45
2017-09-21,44
2017-09-22,44
2017-09-23,45
2017-09-24,43
2017-09-25,40
2017-09-26,39
2017-09-27,39
2017-09-28,38
2017-09-29,37
2017-09-30,37
2017-10-01,37
2017-10-02,36
2017-10-03,35
2017-10-04,35
2017-10-05,35
2017-10-06,35
2017-10-07,35
2017-10-08,34
2017-10-09,33
2017-10-10,32
2017-10-11,34
2017-10-12,34
2017-10-13,34
2017-10-14,34
2017-10-15,34
2017-10-16,32
2017-10-17,30
2017-10-18,29
2017-10-19,28
2017-10-20,28
2017-10-21,29
2017-10-22,29
2017-10-23,28
2017-10-24,26
2017-10-25,25
2017-10-26,25
2017-10-27,25
2017-10-28,27
2017-10-29,28
2017-10-30,27
2017-10-31,28
2017-11-01,30
2017-11-02,31
2017-11-03,31
2017-11-04,31
2017-11-05,31
2017-11-06,30
2017-11-07,30
2017-11-08,30
2017-11-09,32
2017-11-10,34
2017-11-11,35
2017-11-12,34
2017-11-13,35
2017-11-14,35
2017-11-15,34
2017-11-16,34
2017-11-17,35
2017-11-18,37
2017-11-19,39
2017-11-20,40
2017-11-21,40
2017-11-22,41
2017-11-23,42
2017-11-24,41
2017-11-25,42
2017-11-26,40
2017-11-27,40
2017-11-28,40
2017-11-29,39
2017-11-30,38
2017-12-01,37
2017-12-02,38
2017-12-03,39
2017-12-04,39
2017-12-05,40
2017-12-06,41
2017-12-07,41
2017-12-08,40
2017-12-09,41
2017-12-10,41
2017-12-11,39
2017-12-12,39
2017-12-14,41
2017-12-15,40
2017-12-16,41
2017-12-17,39
2017-12-18,37
2017-12-19,38
2017-12-20,39
2017-12-21,38
2017-12-22,36
2017-12-23,34
2017-12-24,32
2017-12-25,32
2017-12-26,30
2017-12-27,28
2017-12-28,27
2017-12-29,26
2017-12-30,25
2017-12-31,27
2018-01-01,28
2018-01-02,27
2018-01-03,27
2018-01-04,28
2018-01-05,29
2018-01-06,30
2018-01-07,32
2018-01-08,33
2018-01-09,34
2018-01-10,35
2018-01-11,35
2018-01-12,34
2018-01-13,33
2018-01-14,32
2018-01-15,30
2018-01-16,30
2018-01-17,32
2018-01-18,34
2018-01-19,36
2018-01-20,37
2018-01-21,38
2018-01-22,40
2018-01-23,41
2018-01-24,44
2018-01-25,46
2018-01-26,49
2018-01-27,51
2018-01-28,53
2018-01-29,56
2018-01-31,61
2018-02-01,65
2018-02-02,68
2018-02-03,68
2018-02-04,65
2018-02-05,63
2018-02-06,60
2018-02-07,58
2018-02-08,58
2018-02-09,57
2018-02-10,56
2018-02-11,57
2018-02-12,57
2018-02-13,57
2018-02-14,56
2018-02-15,54
2018-02-16,54
2018-02-17,54
2018-02-18,55
2018-02-19,54
2018-02-20,53
2018-02-21,52
2018-02-22,52
2018-02-23,51
2018-02-24,50
2018-02-25,49
2018-02-26,48
2018-02-27,47
2018-03-01,48
2018-03-02,48
2018-03-03,48
2018-03-04,47
2018-03-05,46
2018-03-06,46
2018-03-07,46
2018-03-08,45
2018-03-09,45
2018-03-10,44
2018-03-11,42
2018-03-12,40
2018-03-13,38
2018-03-14,36
2018-03-15,34
2018-03-16,32
2018-03-17,32
2018-03-18,32
2018-03-19,33
2018-03-20,34
2018-03-21,33
2018-03-23,32
2018-03-24,32
2018-03-26,31
2018-03-27,31
2018-03-28,31
2018-03-29,31
2018-03-30,31
2018-03-31,32
2018-04-01,31
2018-04-02,30
2018-04-03,30
2018-04-04,29
2018-04-05,29
2018-04-06,30
2018-04-08,31
2018-04-09,30
2018-04-10,30
2018-04-11,30
2018-04-12,31
2018-04-13,32
2018-04-14,33
2018-04-15,33
2018-04-16,33
2018-04-17,33
2018-04-18,32
2018-04-19,32
2018-04-20,32
2018-04-21,31
2018-04-22,30
2018-04-23,29
2018-04-24,28
2018-04-25,28
2018-04-26,26
2018-04-27,25
2018-04-28,27
2018-04-29,27
2018-04-30,28
2018-05-01,30
2018-05-02,30
2018-05-04,30
2018-05-05,30
2018-05-06,29
2018-05-07,30
2018-05-08,30
2018-05-09,29
2018-05-10,29
2018-05-11,30
2018-05-12,31
2018-05-13,30
2018-05-14,30
2018-05-15,30
2018-05-16,30
2018-05-17,31
2018-05-18,32
2018-05-19,34
2018-05-20,36
2018-05-21,38
2018-05-22,39
2018-05-23,40
2018-05-24,42
2018-05-25,45
2018-05-26,48
2018-05-27,51
2018-05-28,53
2018-05-29,52
2018-05-30,49
2018-05-31,46
2018-06-01,43
2018-06-02,40
2018-06-03,38
2018-06-04,37
2018-06-05,35
2018-06-06,36
2018-06-07,37
2018-06-08,38
2018-06-09,39
2018-06-10,41
2018-06-11,44
2018-06-12,46
2018-06-13,45
2018-06-14,45
2018-06-15,47
2018-06-16,46
2018-06-17,44
2018-06-18,42
2018-06-19,39
2018-06-20,37
2018-06-21,35
2018-06-22,33
2018-06-23,32
2018-06-24,32
2018-06-25,32
2018-06-26,32
2018-06-27,33
2018-06-28,32
2018-06-29,33
2018-06-30,34
2018-07-01,35
2018-07-02,33
2018-07-03,31
2018-07-04,29
2018-07-05,30
2018-07-06,31
2018-07-07,32
2018-07-08,31
2018-07-09,30
2018-07-10,28
2018-07-11,28
2018-07-12,30
2018-07-13,31
2018-07-14,33
2018-07-15,32
2018-07-16,33
2018-07-17,34
2018-07-18,35
2018-07-19,36
2018-07-20,36
2018-07-21,35
2018-07-22,35
2018-07-23,34
2018-07-24,34
2018-07-25,35
2018-07-26,35
2018-07-27,36
2018-07-28,38
2018-07-29,39
2018-07-30,40
2018-07-31,42
2018-08-01,43
2018-08-02,45
2018-08-03,47
2018-08-04,50
2018-08-05,52
2018-08-06,53
2018-08-07,52
2018-08-08,51
2018-08-09,53
2018-08-10,55
2018-08-11,58
2018-08-12,60
2018-08-14,58
2018-08-16,62
2018-08-17,64
2018-08-18,68
2018-08-19,72
2018-08-20,75
2018-08-21,74
2018-08-22,70
2018-08-23,66
2018-08-24,63
2018-08-25,67
2018-08-26,71
2018-08-27,75
2018-08-28,78
2018-08-29,82
2018-08-30,84
2018-08-31,81
2018-09-01,76
2018-09-02,72
2018-09-03,68
2018-09-04,64
2018-09-05,67
2018-09-06,68
2018-09-07,69
2018-09-08,70
2018-09-09,71
2018-09-10,68
2018-09-11,66
2018-09-12,63
2018-09-13,59
2018-09-14,58
2018-09-15,60
2018-09-16,62
2018-09-17,64
2018-09-18,68
2018-09-19,72
2018-09-20,76
2018-09-21,80
2018-09-22,84
2018-09-23,88
2018-09-24,91
2018-09-25,95
2018-09-26,99
2018-09-27,104
2018-09-28,109
2018-09-29,115
2018-09-30,121
2018-10-02,118
2018-10-03,112
2018-10-04,106
2018-10-05,100
2018-10-06,95
2018-10-07,90
2018-10-08,85
2018-10-09,82
2018-10-10,81
2018-10-11,76
2018-10-12,72
2018-10-13,70
2018-10-14,70
2018-10-15,71
2018-10-16,75
2018-10-17,75
2018-10-18,75
2018-10-19,79
2018-10-20,83
2018-10-21,83
2018-10-22,86
2018-10-23,89
2018-10-24,91
2018-10-25,93
2018-10-26,97
2018-10-27,101
2018-10-28,100
2018-10-29,95
2018-10-30,92
2018-10-31,87
2018-11-01,82
2018-11-03,73
2018-11-04,69
2018-11-05,65
2018-11-06,61
2018-11-07,57
2018-11-08,54
2018-11-09,51
2018-11-10,48
2018-11-11,45
2018-11-12,43
2018-11-13,43
2018-11-15,45
2018-11-16,47
2018-11-17,49
2018-11-18,48
2018-11-19,47
2018-11-20,44
2018-11-21,41
2018-11-22,39
2018-11-23,41
2018-11-24,43
2018-11-25,43
2018-11-26,46
2018-11-27,48
2018-11-28,47
2018-11-29,47
2018-12-01,44
2018-12-02,44
2018-12-03,44
2018-12-04,44
2018-12-05,43
2018-12-07,42
2018-12-09,38
2018-12-10,37
2018-12-11,39
2018-12-12,38
2018-12-13,37
2018-12-14,37
2018-12-15,36
2018-12-16,36
2018-12-17,38
2018-12-18,39
2018-12-19,37
2018-12-20,36
2018-12-21,34
2018-12-22,34
2018-12-23,33
2018-12-24,34
2018-12-25,36
2018-12-26,37
2018-12-27,39
2018-12-28,38
2018-12-29,37
2018-12-30,36
2018-12-31,35
2019-01-01,35
2019-01-02,35
2019-01-03,36
2019-01-04,36
2019-01-05,36
2019-01-06,35
2019-01-08,35
2019-01-10,34
2019-01-11,35
2019-01-12,34
2019-01-13,35
2019-01-14,35
2019-01-15,35
2019-01-16,34
2019-01-17,34
2019-01-18,34
2019-01-19,34
2019-01-20,35
2019-01-21,36
2019-01-22,37
2019-01-23,36
2019-01-24,36
2019-01-25,36
2019-01-26,37
2019-01-27,37
2019-01-28,38
2019-01-29,38
2019-01-30,38
2019-01-31,38
2019-02-01,38
2019-02-02,38
2019-02-03,39
2019-02-04,40
2019-02-05,39
2019-02-06,38
2019-02-07,37
2019-02-08,37
2019-02-09,36
2019-02-10,35
2019-02-11,34
2019-02-12,33
2019-02-13,33
2019-02-14,32
2019-02-15,31
2019-02-16,29
2019-02-17,27
2019-02-18,27
2019-02-19,26
2019-02-20,27
2019-02-21,27
2019-02-22,26
2019-02-23,25
2019-02-24,24
2019-02-25,23
2019-02-26,23
2019-02-27,21
2019-02-28,21
2019-03-01,20
2019-03-02,21
2019-03-03,21
2019-03-04,22
2019-03-05,24
2019-03-06,26
2019-03-07,28
2019-03-08,30
2019-03-09,30
2019-03-10,29
2019-03-11,30
2019-03-12,30
2019-03-13,29
2019-03-14,27
2019-03-15,27
2019-03-16,28
2019-03-17,29
2019-03-18,30
2019-03-19,29
2019-03-20,29
2019-03-21,29
2019-03-22,30
2019-03-23,31
2019-03-24,32
2019-03-25,34
2019-03-26,35
2019-03-27,36
2019-03-28,35
2019-03-29,34
2019-03-30,34
2019-03-31,35
2019-04-01,36
2019-04-02,35
2019-04-03,33
2019-04-04,31
2019-04-05,30
2019-04-06,30
2019-04-07,30
2019-04-08,30
2019-04-09,31
2019-04-10,31
2019-04-11,31
2019-04-12,32
2019-04-13,33
2019-04-14,33
2019-04-15,33
2019-04-16,32
2019-04-17,31
2019-04-18,31
2019-04-19,31
2019-04-20,31
2019-04-21,30
2019-04-22,29
2019-04-23,29
2019-04-24,30
2019-04-25,29
2019-04-26,29
2019-04-27,30
2019-04-28,31
2019-04-29,31
2019-04-30,31
2019-05-01,31
2019-05-02,31
2019-05-03,31
2019-05-04,30
2019-05-05,28
2019-05-06,26
2019-05-07,26
2019-05-08,25
2019-05-09,26
2019-05-10,25
2019-05-11,26
2019-05-12,25
2019-05-13,26
2019-05-14,25
2019-05-15,26
2019-05-16,26
2019-05-17,26
2019-05-18,26
2019-05-19,26
2019-05-20,26
2019-05-21,26
2019-05-22,26
2019-05-23,27
2019-05-24,29
2019-05-25,29
2019-05-26,30
2019-05-27,30
2019-05-28,30
2019-05-29,31
2019-05-30,32
2019-05-31,31
2019-06-01,31
2019-06-02,31
2019-06-03,31
2019-06-04,30
2019-06-05,28
2019-06-06,27
2019-06-07,25
2019-06-08,23
2019-06-09,21
2019-06-10,19
2019-06-11,18
2019-06-12,18
2019-06-13,19
2019-06-14,20
2019-06-15,21
2019-06-16,23
2019-06-17,23
2019-06-18,23
2019-06-19,22
2019-06-20,22
2019-06-21,24
2019-06-22,24
2019-06-23,24
2019-06-24,25
2019-06-25,24
2019-06-26,22
2019-06-27,20
2019-06-28,19
2019-06-29,18
2019-06-30,19
2019-07-01,20
2019-07-02,21
2019-07-03,19
2019-07-04,18
2019-07-05,17
2019-07-06,17
2019-07-07,17
2019-07-08,18
2019-07-09,19
2019-07-10,18
2019-07-11,17
2019-07-12,18
2019-07-13,19
2019-07-14,20
2019-07-15,21
2019-07-16,23
2019-07-17,22
2019-07-18,21
2019-07-19,21
2019-07-20,20
2019-07-21,20
2019-07-22,21
2019-07-23,21
2019-07-24,23
2019-07-25,22
2019-07-26,21
2019-07-27,20
2019-07-28,21
2019-07-29,23
2019-07-30,23
2019-07-31,21
2019-08-01,19
2019-08-02,18
2019-08-03,18
2019-08-04,19
2019-08-05,19
2019-08-06,18
2019-08-07,17
2019-08-08,16
2019-08-09,15
2019-08-10,15
2019-08-11,16
2019-08-12,16
2019-08-13,17
2019-08-14,17
2019-08-15,18
2019-08-16,19
2019-08-17,20
2019-08-18,21
2019-08-19,23
2019-08-20,25
2019-08-21,27
2019-08-22,25
2019-08-23,23
2019-08-24,23
2019-08-24,23
2019-08-25,25
2019-08-25,25
2019-08-26,27
2019-08-26,27
2019-08-27,28
2019-08-27,28
2019-08-28,28
2019-08-29,30
2019-08-30,28
2019-08-31,30
2019-09-01,31
2019-09-02,32
2019-09-03,30
2019-09-04,28
2019-09-05,26
2019-09-06,24
2019-09-07,24
