date_obj,Poison%20ivy%20berries price
2016-07-18,1419
2016-07-23,1476
2016-07-24,1481
2016-07-25,1481
2016-07-26,1481
2016-07-27,1473
2016-07-28,1473
2016-07-29,1414
2016-07-30,1414
2016-07-31,1414
2016-08-01,1387
2016-08-02,1387
2016-08-03,1424
2016-08-04,1424
2016-08-05,1424
2016-08-06,1484
2016-08-07,1484
2016-08-08,1540
2016-08-09,1540
2016-08-10,1522
2016-08-11,1522
2016-08-12,1522
2016-08-13,1466
2016-08-14,1466
2016-08-15,1424
2016-08-16,1424
2016-08-17,1424
2016-08-18,1409
2016-08-19,1409
2016-08-20,1371
2016-08-21,1371
2016-08-22,1371
2016-08-23,1319
2016-08-24,1319
2016-08-25,1319
2016-08-26,1317
2016-08-28,1323
2016-08-31,1268
2016-09-01,1268
2016-09-02,1268
2016-09-03,1324
2016-09-04,1324
2016-09-05,1371
2016-09-06,1371
2016-09-07,1415
2016-09-08,1415
2016-09-09,1415
2016-09-10,1458
2016-09-11,1458
2016-09-12,1458
2016-09-13,1477
2016-09-14,1477
2016-09-15,1492
2016-09-16,1492
2016-09-17,1492
2016-09-18,1496
2016-09-19,1496
2016-09-20,1496
2016-09-21,1550
2016-09-22,1550
2016-09-23,1553
2016-09-24,1553
2016-09-25,1553
2016-09-26,1563
2016-09-27,1563
2016-09-28,1603
2016-09-29,1603
2016-09-30,1624
2016-10-01,1624
2016-10-02,1624
2016-10-03,1636
2016-10-04,1636
2016-10-05,1664
2016-10-06,1664
2016-10-07,1664
2016-10-08,1718
2016-10-09,1718
2016-10-10,1718
2016-10-11,1776
2016-10-12,1776
2016-10-13,1765
2016-10-14,1765
2016-10-15,1715
2016-10-16,1715
2016-10-17,1643
2016-10-18,1643
2016-10-19,1643
2016-10-20,1569
2016-10-21,1569
2016-10-22,1569
2016-10-23,1524
2016-10-24,1524
2016-10-25,1553
2016-10-26,1553
2016-10-27,1541
2016-10-28,1541
2016-10-29,1541
2016-10-30,1538
2016-10-31,1538
2016-11-01,1538
2016-11-02,1488
2016-11-03,1488
2016-11-04,1422
2016-11-05,1422
2016-11-06,1394
2016-11-07,1394
2016-11-08,1363
2016-11-09,1363
2016-11-10,1382
2016-11-11,1382
2016-11-12,1382
2016-11-13,1435
2016-11-14,1435
2016-12-07,1705
2016-12-08,1705
2016-12-09,1668
2016-12-10,1668
2016-12-11,1680
2016-12-12,1680
2016-12-13,1688
2016-12-14,1688
2016-12-15,1623
2016-12-16,1623
2016-12-17,1612
2016-12-18,1612
2016-12-19,1612
2016-12-20,1568
2016-12-21,1568
2016-12-22,1517
2016-12-23,1517
2016-12-24,1466
2016-12-25,1466
2016-12-26,1401
2016-12-27,1401
2016-12-28,1407
2016-12-29,1407
2016-12-30,1471
2016-12-31,1471
2017-01-01,1508
2017-01-02,1552
2017-01-03,1552
2017-01-04,1537
2017-01-05,1537
2017-01-06,1511
2017-01-07,1511
2017-01-08,1478
2017-01-09,1478
2017-01-10,1466
2017-01-11,1466
2017-01-12,1414
2017-01-13,1414
2017-01-14,1363
2017-01-15,1363
2017-01-16,1372
2017-01-17,1372
2017-01-18,1402
2017-01-19,1402
2017-01-20,1399
2017-01-21,1399
2017-01-22,1423
2017-01-27,1394
2017-01-28,1441
2017-01-29,1441
2017-01-30,1499
2017-01-31,1499
2017-02-01,1573
2017-02-02,1573
2017-02-03,1540
2017-02-04,1487
2017-02-05,1487
2017-02-06,1441
2017-02-07,1441
2017-02-08,1447
2017-02-09,1447
2017-02-10,1450
2017-02-11,1450
2017-02-12,1463
2017-02-13,1498
2017-02-14,1549
2017-02-15,1549
2017-02-16,1617
2017-02-18,1696
2017-02-19,1708
2017-02-20,1708
2017-02-21,1768
2017-02-22,1768
2017-02-23,1733
2017-02-24,1733
2017-02-25,1740
2017-02-26,1740
2017-02-27,1684
2017-02-28,1659
2017-03-01,1659
2017-03-02,1679
2017-03-03,1679
2017-03-04,1699
2017-03-05,1699
2017-03-06,1735
2017-03-07,1735
2017-03-08,1692
2017-03-09,1692
2017-03-10,1720
2017-03-11,1714
2017-03-12,1714
2017-03-13,1703
2017-03-14,1758
2017-03-15,1758
2017-03-16,1845
2017-03-17,1845
2017-03-18,1930
2017-03-19,1910
2017-03-20,1878
2017-03-21,1871
2017-03-22,1871
2017-03-23,1931
2017-03-24,2013
2017-03-25,2013
2017-03-26,2052
2017-03-27,2063
2017-03-28,2063
2017-03-29,2088
2017-03-30,2088
2017-03-31,2021
2017-04-01,2021
2017-04-02,1950
2017-04-03,1944
2017-04-04,1944
2017-04-12,1863
2017-04-13,1891
2017-04-14,1891
2017-04-15,1927
2017-04-16,1917
2017-04-17,1872
2017-04-18,1872
2017-04-19,1809
2017-04-20,1809
2017-04-21,1783
2017-04-22,1783
2017-04-23,1761
2017-04-24,1761
2017-04-25,1720
2017-04-26,1720
2017-04-27,1639
2017-04-28,1639
2017-04-29,1568
2017-04-30,1568
2017-05-01,1500
2017-05-02,1477
2017-05-03,1477
2017-05-04,1495
2017-05-05,1495
2017-05-06,1512
2017-05-07,1512
2017-05-08,1467
2017-05-09,1481
2017-05-10,1481
2017-05-11,1504
2017-05-12,1541
2017-05-13,1608
2017-05-14,1608
2017-05-15,1641
2017-05-16,1642
2017-05-17,1642
2017-05-18,1637
2017-05-19,1637
2017-05-20,1643
2017-05-21,1643
2017-05-22,1589
2017-05-23,1589
2017-05-24,1557
2017-05-25,1557
2017-05-26,1492
2017-05-27,1449
2017-05-28,1449
2017-05-29,1421
2017-05-30,1421
2017-05-31,1425
2017-06-01,1465
2017-06-02,1464
2017-06-03,1464
2017-06-06,1418
2017-06-07,1454
2017-06-08,1454
2017-06-09,1457
2017-06-10,1453
2017-06-11,1441
2017-06-12,1441
2017-06-13,1428
2017-06-14,1435
2017-06-15,1435
2017-06-16,1438
2017-06-17,1438
2017-06-18,1455
2017-06-19,1455
2017-06-20,1443
2017-06-21,1443
2017-06-22,1449
2017-06-23,1449
2017-06-24,1471
2017-06-25,1471
2017-06-26,1464
2017-06-27,1475
2017-06-28,1475
2017-06-29,1492
2017-06-30,1492
2017-07-01,1460
2017-07-02,1460
2017-07-03,1495
2017-07-04,1489
2017-07-05,1489
2017-07-06,1480
2017-07-07,1480
2017-07-08,1449
2017-07-13,1402
2017-07-14,1390
2017-07-15,1390
2017-07-16,1406
2017-07-17,1396
2017-07-18,1396
2017-07-19,1405
2017-07-20,1397
2017-07-21,1386
2017-07-22,1369
2017-07-23,1346
2017-07-24,1346
2017-07-25,1329
2017-07-26,1296
2017-07-27,1299
2017-07-28,1299
2017-07-29,1285
2017-07-30,1274
2017-07-31,1274
2017-08-01,1272
2017-08-02,1299
2017-08-03,1299
2017-08-04,1340
2017-08-05,1341
2017-08-06,1341
2017-08-09,1315
2017-08-10,1310
2017-08-11,1310
2017-08-12,1284
2017-08-13,1284
2017-08-14,1248
2017-08-15,1220
2017-08-17,1256
2017-08-18,1256
2017-08-19,1296
2017-08-20,1333
2017-08-22,1316
2017-08-23,1316
2017-08-24,1333
2017-08-25,1333
2017-08-26,1349
2017-08-27,1389
2017-08-28,1389
2017-08-29,1389
2017-08-30,1365
2017-08-31,1365
2017-09-01,1342
2017-09-02,1312
2017-09-03,1312
2017-09-04,1319
2017-09-05,1330
2017-09-06,1350
2017-09-07,1369
2017-09-08,1369
2017-09-09,1335
2017-09-10,1315
2017-09-11,1315
2017-09-12,1301
2017-09-13,1313
2017-09-14,1323
2017-09-15,1323
2017-09-16,1295
2017-09-17,1267
2017-09-19,1232
2017-09-20,1257
2017-09-21,1257
2017-09-22,1293
2017-09-23,1293
2017-09-24,1307
2017-09-25,1291
2017-09-26,1296
2017-09-27,1296
2017-09-28,1289
2017-09-29,1305
2017-09-30,1305
2017-10-01,1288
2017-10-02,1278
2017-10-03,1278
2017-10-04,1278
2017-10-05,1257
2017-10-06,1247
2017-10-07,1229
2017-10-08,1229
2017-10-09,1193
2017-10-10,1164
2017-10-11,1164
2017-10-12,1153
2017-10-13,1204
2017-10-14,1217
2017-10-15,1217
2017-10-16,1168
2017-10-17,1168
2017-10-18,1143
2017-10-19,1143
2017-10-20,1181
2017-10-21,1181
2017-10-22,1212
2017-10-23,1212
2017-10-24,1250
2017-10-25,1285
2017-10-26,1285
2017-10-27,1282
2017-10-28,1282
2017-10-29,1260
2017-10-30,1271
2017-10-31,1256
2017-11-01,1256
2017-11-02,1246
2017-11-03,1246
2017-11-04,1235
2017-11-05,1235
2017-11-06,1212
2017-11-07,1212
2017-11-08,1227
2017-11-09,1227
2017-11-10,1227
2017-11-11,1226
2017-11-12,1207
2017-11-13,1222
2017-11-14,1222
2017-11-15,1249
2017-11-16,1266
2017-11-17,1283
2017-11-18,1283
2017-11-19,1291
2017-11-20,1277
2017-11-21,1262
2017-11-22,1262
2017-11-23,1257
2017-11-24,1257
2017-11-25,1258
2017-11-26,1241
2017-11-27,1241
2017-11-28,1261
2017-11-29,1250
2017-11-30,1250
2017-12-01,1240
2017-12-02,1240
2017-12-03,1228
2017-12-04,1228
2017-12-05,1222
2017-12-06,1207
2017-12-07,1217
2017-12-08,1217
2017-12-09,1189
2017-12-10,1192
2017-12-11,1164
2017-12-12,1146
2017-12-14,1182
2017-12-15,1146
2017-12-16,1146
2017-12-17,1123
2017-12-18,1097
2017-12-19,1097
2017-12-20,1059
2017-12-21,1094
2017-12-22,1108
2017-12-23,1132
2017-12-24,1132
2017-12-25,1144
2017-12-26,1161
2017-12-27,1152
2017-12-28,1152
2017-12-29,1150
2017-12-30,1153
2017-12-31,1153
2018-01-01,1141
2018-01-02,1139
2018-01-03,1127
2018-01-04,1127
2018-01-05,1085
2018-01-06,1035
2018-01-07,991
2018-01-08,984
2018-01-09,984
2018-01-10,984
2018-01-11,1000
2018-01-12,999
2018-01-13,974
2018-01-14,960
2018-01-15,948
2018-01-16,950
2018-01-17,952
2018-01-18,967
2018-01-19,967
2018-01-20,940
2018-01-21,973
2018-01-22,999
2018-01-23,975
2018-01-24,949
2018-01-25,942
2018-01-26,930
2018-01-27,928
2018-01-28,952
2018-01-29,956
2018-01-31,992
2018-02-01,991
2018-02-02,1024
2018-02-03,1001
2018-02-04,996
2018-02-05,1004
2018-02-06,1019
2018-02-07,1068
2018-02-08,1090
2018-02-09,1100
2018-02-10,1058
2018-02-11,1032
2018-02-12,992
2018-02-13,1019
2018-02-14,1036
2018-02-15,1030
2018-02-16,1031
2018-02-17,1043
2018-02-18,1081
2018-02-19,1126
2018-02-20,1182
2018-02-21,1203
2018-02-22,1220
2018-02-23,1212
2018-02-24,1235
2018-02-25,1196
2018-02-26,1178
2018-02-27,1207
2018-02-28,1248
2018-03-01,1215
2018-03-02,1254
2018-03-03,1299
2018-03-05,1363
2018-03-06,1349
2018-03-07,1368
2018-03-08,1390
2018-03-09,1352
2018-03-10,1309
2018-03-11,1329
2018-03-12,1321
2018-03-13,1295
2018-03-14,1292
2018-03-15,1274
2018-03-16,1293
2018-03-17,1290
2018-03-18,1263
2018-03-19,1258
2018-03-20,1271
2018-03-21,1285
2018-03-23,1402
2018-03-24,1436
2018-03-26,1427
2018-03-27,1425
2018-03-28,1452
2018-03-29,1437
2018-03-30,1420
2018-03-31,1409
2018-04-01,1418
2018-04-02,1416
2018-04-03,1418
2018-04-04,1437
2018-04-05,1398
2018-04-06,1410
2018-04-08,1390
2018-04-09,1333
2018-04-10,1293
2018-04-11,1305
2018-04-12,1352
2018-04-13,1365
2018-04-14,1393
2018-04-15,1399
2018-04-16,1429
2018-04-17,1423
2018-04-18,1427
2018-04-19,1469
2018-04-20,1469
2018-04-21,1411
2018-04-22,1365
2018-04-23,1330
2018-04-24,1389
2018-04-25,1390
2018-04-26,1390
2018-04-27,1357
2018-04-28,1344
2018-04-29,1329
2018-04-30,1294
2018-05-01,1256
2018-05-02,1245
2018-05-03,1231
2018-05-04,1220
2018-05-05,1220
2018-05-06,1223
2018-05-07,1228
2018-05-08,1218
2018-05-09,1214
2018-05-10,1197
2018-05-11,1171
2018-05-12,1161
2018-05-13,1153
2018-05-14,1151
2018-05-15,1144
2018-05-16,1134
2018-05-17,1176
2018-05-18,1200
2018-05-19,1192
2018-05-20,1168
2018-05-21,1162
2018-05-22,1182
2018-05-23,1242
2018-05-24,1258
2018-05-25,1246
2018-05-26,1238
2018-05-27,1226
2018-05-28,1236
2018-05-29,1220
2018-05-30,1233
2018-05-31,1224
2018-06-01,1221
2018-06-02,1232
2018-06-03,1234
2018-06-04,1238
2018-06-05,1247
2018-06-06,1232
2018-06-07,1239
2018-06-08,1216
2018-06-09,1201
2018-06-10,1180
2018-06-11,1181
2018-06-12,1194
2018-06-13,1198
2018-06-14,1177
2018-06-15,1156
2018-06-16,1125
2018-06-17,1107
2018-06-18,1107
2018-06-19,1138
2018-06-20,1144
2018-06-21,1155
2018-06-22,1149
2018-06-23,1174
2018-06-24,1146
2018-06-25,1167
2018-06-26,1151
2018-06-27,1159
2018-06-28,1149
2018-06-29,1132
2018-06-30,1111
2018-07-01,1096
2018-07-02,1120
2018-07-03,1125
2018-07-04,1127
2018-07-05,1112
2018-07-06,1080
2018-07-07,1073
2018-07-08,1070
2018-07-09,1067
2018-07-10,1069
2018-07-11,1091
2018-07-12,1068
2018-07-13,1047
2018-07-14,1017
2018-07-15,977
2018-07-16,999
2018-07-17,985
2018-07-18,960
2018-07-19,952
2018-07-20,966
2018-07-21,972
2018-07-22,995
2018-07-23,1029
2018-07-24,1043
2018-07-25,1040
2018-07-26,1008
2018-07-27,966
2018-07-28,917
2018-07-29,888
2018-07-30,894
2018-07-31,876
2018-08-01,868
2018-08-02,859
2018-08-03,880
2018-08-04,887
2018-08-05,890
2018-08-06,917
2018-08-07,918
2018-08-08,934
2018-08-09,957
2018-08-10,961
2018-08-11,957
2018-08-12,929
2018-08-14,983
2018-08-16,1028
2018-08-17,1042
2018-08-18,1039
2018-08-19,1077
2018-08-20,1081
2018-08-21,1120
2018-08-22,1120
2018-08-23,1064
2018-08-24,1010
2018-08-25,959
2018-08-26,911
2018-08-27,865
2018-08-28,821
2018-08-29,779
2018-08-30,740
2018-08-31,703
2018-09-01,667
2018-09-02,633
2018-09-03,601
2018-09-04,570
2018-09-05,541
2018-09-06,513
2018-09-07,487
2018-09-08,462
2018-09-09,438
2018-09-10,416
2018-09-11,395
2018-09-12,375
2018-09-13,357
2018-09-14,359
2018-09-15,351
2018-09-16,348
2018-09-17,353
2018-09-18,359
2018-09-19,370
2018-09-20,388
2018-09-21,408
2018-09-22,428
2018-09-23,448
2018-09-24,463
2018-09-25,481
2018-09-26,465
2018-09-27,441
2018-09-28,418
2018-09-29,397
2018-09-30,379
2018-10-02,374
2018-10-03,386
2018-10-04,377
2018-10-05,375
2018-10-06,368
2018-10-07,366
2018-10-08,372
2018-10-09,365
2018-10-10,370
2018-10-11,358
2018-10-12,352
2018-10-13,349
2018-10-14,355
2018-10-15,346
2018-10-16,331
2018-10-17,317
2018-10-18,308
2018-10-19,298
2018-10-20,284
2018-10-21,278
2018-10-22,269
2018-10-23,275
2018-10-24,286
2018-10-25,290
2018-10-26,298
2018-10-27,304
2018-10-28,305
2018-10-29,309
2018-10-30,306
2018-10-31,304
2018-11-01,297
2018-11-03,294
2018-11-04,287
2018-11-05,289
2018-11-06,290
2018-11-07,290
2018-11-08,296
2018-11-09,291
2018-11-10,287
2018-11-11,286
2018-11-12,277
2018-11-13,269
2018-11-15,268
2018-11-16,265
2018-11-17,262
2018-11-18,260
2018-11-19,266
2018-11-20,268
2018-11-21,259
2018-11-22,265
2018-11-23,271
2018-11-24,282
2018-11-25,277
2018-11-26,268
2018-11-27,268
2018-11-28,276
2018-11-29,280
2018-12-01,286
2018-12-02,280
2018-12-03,270
2018-12-04,269
2018-12-05,273
2018-12-07,266
2018-12-09,249
2018-12-10,245
2018-12-11,243
2018-12-13,243
2018-12-14,240
2018-12-15,239
2018-12-16,240
2018-12-17,241
2018-12-18,246
2018-12-19,247
2018-12-20,246
2018-12-21,247
2018-12-22,249
2018-12-23,256
2018-12-24,265
2018-12-25,270
2018-12-26,272
2018-12-27,276
2018-12-28,272
2018-12-29,276
2018-12-30,281
2018-12-31,285
2019-01-01,285
2019-01-02,290
2019-01-03,289
2019-01-04,283
2019-01-05,279
2019-01-06,275
2019-01-08,268
2019-01-10,272
2019-01-11,271
2019-01-12,263
2019-01-13,256
2019-01-14,248
2019-01-15,235
2019-01-16,236
2019-01-17,244
2019-01-18,237
2019-01-19,228
2019-01-20,224
2019-01-21,222
2019-01-22,217
2019-01-23,209
2019-01-24,204
2019-01-25,198
2019-01-26,194
2019-01-27,186
2019-01-28,179
2019-01-29,171
2019-01-30,165
2019-01-31,157
2019-02-01,153
2019-02-02,150
2019-02-03,145
2019-02-04,137
2019-02-05,130
2019-02-06,126
2019-02-07,121
2019-02-08,118
2019-02-09,114
2019-02-10,113
2019-02-11,114
2019-02-12,115
2019-02-13,118
2019-02-14,119
2019-02-15,120
2019-02-16,121
2019-02-17,121
2019-02-18,122
2019-02-19,125
2019-02-20,125
2019-02-21,128
2019-02-22,129
2019-02-23,130
2019-02-24,130
2019-02-25,129
2019-02-26,130
2019-02-27,132
2019-02-28,133
2019-03-01,134
2019-03-02,135
2019-03-03,134
2019-03-04,131
2019-03-05,130
2019-03-06,128
2019-03-07,129
2019-03-08,131
2019-03-09,132
2019-03-10,132
2019-03-11,136
2019-03-12,137
2019-03-13,136
2019-03-14,138
2019-03-15,140
2019-03-16,140
2019-03-17,141
2019-03-18,142
2019-03-19,142
2019-03-20,145
2019-03-21,144
2019-03-22,140
2019-03-23,137
2019-03-24,134
2019-03-25,133
2019-03-26,136
2019-03-27,135
2019-03-28,136
2019-03-29,135
2019-03-30,130
2019-03-31,127
2019-04-01,125
2019-04-02,124
2019-04-03,122
2019-04-04,119
2019-04-05,116
2019-04-06,114
2019-04-07,112
2019-04-08,107
2019-04-09,104
2019-04-10,103
2019-04-11,100
2019-04-12,96
2019-04-13,94
2019-04-14,93
2019-04-15,93
2019-04-16,95
2019-04-17,95
2019-04-18,95
2019-04-19,96
2019-04-20,96
2019-04-21,95
2019-04-22,95
2019-04-23,95
2019-04-24,95
2019-04-25,98
2019-04-26,100
2019-04-27,101
2019-04-28,102
2019-04-29,101
2019-04-30,98
2019-05-01,97
2019-05-02,96
2019-05-03,95
2019-05-04,94
2019-05-05,93
2019-05-06,92
2019-05-07,94
2019-05-08,95
