date_obj,Dragonstone%20bolts%20(e) price
2015-09-22,2467
2015-09-23,2455
2015-09-24,2465
2015-09-25,2446
2015-09-27,2467
2015-09-28,2524
2015-09-29,2498
2015-09-30,2440
2015-10-05,2545
2015-10-06,2463
2015-10-07,2431
2015-10-08,2433
2015-10-09,2456
2015-10-10,2435
2015-10-11,2429
2015-10-12,2451
2015-10-13,2438
2015-10-14,2429
2015-10-15,2427
2015-10-16,2466
2015-10-17,2533
2015-10-18,2596
2015-10-19,2536
2015-10-20,2488
2015-10-22,2514
2015-10-23,2557
2015-10-24,2633
2015-10-25,2599
2015-10-26,2536
2015-10-27,2446
2015-10-29,2459
2015-10-30,2448
2015-10-31,2410
2015-11-01,2374
2015-11-02,2428
2015-11-03,2397
2015-11-04,2403
2015-11-05,2439
2015-11-06,2478
2015-11-07,2455
2015-11-08,2512
2015-11-09,2519
2015-11-10,2480
2015-11-11,2527
2015-11-12,2631
2015-11-13,2718
2015-11-14,2675
2015-11-15,2639
2015-11-16,2610
2015-11-17,2600
2015-11-18,2581
2015-11-19,2627
2015-11-20,2679
2015-11-21,2662
2015-11-22,2691
2015-11-23,2660
2015-11-24,2650
2015-11-25,2654
2015-11-26,2639
2015-11-27,2648
2015-11-28,2627
2015-11-29,2617
2015-11-30,2609
2015-12-01,2596
2015-12-02,2630
2015-12-03,2659
2015-12-04,2660
2015-12-05,2677
2015-12-06,2724
2015-12-07,2764
2015-12-08,2753
2015-12-09,2737
2015-12-10,2716
2015-12-11,2697
2015-12-12,2675
2015-12-13,2638
2015-12-14,2675
2015-12-15,2628
2015-12-16,2592
2015-12-17,2567
2015-12-18,2518
2015-12-19,2504
2015-12-20,2546
2015-12-21,2565
2015-12-22,2574
2015-12-23,2587
2015-12-24,2578
2015-12-25,2594
2015-12-26,2599
2015-12-27,2642
2015-12-28,2677
2015-12-29,2638
2015-12-30,2658
2015-12-31,2735
2016-01-01,2759
2016-01-02,2831
2016-01-03,2896
2016-01-04,2802
2016-01-05,2811
2016-01-06,2833
2016-01-07,2810
2016-01-08,2834
2016-01-09,2827
2016-01-10,2900
2016-01-11,2950
2016-01-12,2900
2016-01-13,2875
2016-01-14,2871
2016-01-15,2883
2016-01-16,2865
2016-01-17,2866
2016-01-18,2835
2016-01-19,2845
2016-01-20,2855
2016-01-21,2849
2016-01-22,2829
2016-01-23,2819
2016-01-24,2789
2016-01-25,2799
2016-01-26,2806
2016-01-27,2779
2016-01-28,2742
2016-01-29,2703
2016-01-30,2672
2016-01-31,2583
2016-02-01,2539
2016-02-02,2549
2016-02-03,2575
2016-02-04,2580
2016-02-05,2596
2016-02-06,2566
2016-02-07,2545
2016-02-08,2580
2016-02-09,2593
2016-02-10,2624
2016-02-11,2676
2016-02-12,2651
2016-02-13,2697
2016-02-14,2675
2016-02-15,2620
2016-02-16,2628
2016-02-17,2620
2016-02-18,2584
2016-02-19,2532
2016-02-20,2561
2016-02-21,2518
2016-02-22,2546
2016-02-23,2549
2016-02-24,2524
2016-02-25,2476
2016-02-26,2555
2016-02-27,2527
2016-02-28,2527
2016-02-29,2555
2016-03-01,2600
2016-03-02,2663
2016-03-03,2619
2016-03-04,2623
2016-03-05,2580
2016-03-06,2600
2016-03-07,2592
2016-03-08,2672
2016-03-09,2645
2016-03-10,2630
2016-03-11,2650
2016-03-12,2760
2016-03-13,2739
2016-03-14,2717
2016-03-15,2725
2016-03-16,2703
2016-03-17,2748
2016-03-18,2811
2016-03-19,2811
2016-03-20,2806
2016-03-21,2826
2016-03-22,2813
2016-03-23,2778
2016-03-24,2726
2016-03-25,2682
2016-03-26,2656
2016-03-27,2636
2016-03-28,2651
2016-03-29,2672
2016-03-30,2704
2016-03-31,2691
2016-04-01,2703
2016-04-02,2702
2016-04-03,2711
2016-04-04,2718
2016-04-05,2718
2016-04-06,2780
2016-04-07,2831
2016-04-08,2932
2016-04-09,2935
2016-04-10,2967
2016-04-11,2946
2016-04-12,2922
2016-04-13,2959
2016-04-14,3090
2016-04-15,3206
2016-04-16,3165
2016-04-17,3153
2016-04-18,3127
2016-04-19,3106
2016-04-20,3052
2016-04-21,2913
2016-04-22,2809
2016-04-23,2716
2016-04-24,2723
2016-04-25,2701
2016-04-26,2727
2016-04-27,2731
2016-04-28,2780
2016-04-29,2774
2016-04-30,2797
2016-05-01,2828
2016-05-02,2797
2016-05-03,2764
2016-05-04,2719
2016-05-05,2708
2016-05-06,2698
2016-05-07,2664
2016-05-08,2682
2016-05-09,2662
2016-05-10,2613
2016-05-11,2603
2016-05-12,2544
2016-05-13,2468
2016-05-14,2471
2016-05-15,2487
2016-05-16,2413
2016-05-17,2386
2016-05-18,2366
2016-05-19,2317
2016-05-22,2343
2016-05-23,2387
2016-05-24,2339
2016-05-25,2292
2016-05-26,2276
2016-05-27,2288
2016-05-28,2263
2016-05-29,2285
2016-05-30,2317
2016-05-31,2381
2016-06-01,2389
2016-06-02,2410
2016-06-03,2440
2016-06-04,2374
2016-06-05,2392
2016-06-06,2365
2016-06-07,2320
2016-06-08,2310
2016-06-09,2349
2016-06-10,2338
2016-06-11,2288
2016-06-12,2329
2016-06-13,2419
2016-06-14,2415
2016-06-15,2427
2016-06-16,2335
2016-06-17,2333
2016-06-18,2337
2016-06-19,2392
2016-06-20,2442
2016-06-21,2368
2016-06-22,2321
2016-06-23,2304
2016-06-24,2379
2016-06-25,2411
2016-06-26,2368
2016-06-27,2319
2016-06-28,2351
2016-06-29,2345
2016-06-30,2351
2016-07-01,2358
2016-07-02,2413
2016-07-03,2405
2016-07-04,2470
2016-07-05,2463
2016-07-06,2458
2016-07-07,2460
2016-07-08,2502
2016-07-09,2462
2016-07-10,2461
2016-07-11,2457
2016-07-12,2493
2016-07-13,2510
2016-07-14,2530
2016-07-15,2571
2016-07-16,2557
2016-07-17,2485
2016-07-18,2475
2016-07-23,2508
2016-07-24,2472
2016-07-25,2487
2016-07-26,2398
2016-07-27,2346
2016-07-28,2422
2016-07-29,2488
2016-07-30,2442
2016-07-31,2416
2016-08-01,2402
2016-08-02,2433
2016-08-03,2401
2016-08-04,2383
2016-08-05,2371
2016-08-06,2416
2016-08-07,2412
2016-08-08,2490
2016-08-09,2418
2016-08-10,2403
2016-08-11,2363
2016-08-12,2394
2016-08-13,2455
2016-08-14,2419
2016-08-15,2378
2016-08-16,2366
2016-08-17,2344
2016-08-18,2275
2016-08-19,2237
2016-08-20,2232
2016-08-21,2235
2016-08-22,2191
2016-08-23,2123
2016-08-24,2076
2016-08-25,2081
2016-08-26,2070
2016-08-28,1975
2016-08-31,1812
2016-09-01,1856
2016-09-02,1847
2016-09-03,1808
2016-09-04,1805
2016-09-05,1849
2016-09-06,1835
2016-09-07,1791
2016-09-08,1763
2016-09-09,1771
2016-09-10,1762
2016-09-11,1746
2016-09-12,1703
2016-09-13,1669
2016-09-14,1697
2016-09-15,1742
2016-09-16,1829
2016-09-17,1899
2016-09-18,1842
2016-09-19,1867
2016-09-20,1866
2016-09-21,1814
2016-09-22,1801
2016-09-23,1841
2016-09-24,1831
2016-09-25,1840
2016-09-26,1841
2016-09-27,1800
2016-09-28,1818
2016-09-29,1733
2016-09-30,1655
2016-10-01,1682
2016-10-02,1762
2016-10-03,1838
2016-10-04,1864
2016-10-05,1955
2016-10-06,1918
2016-10-07,1943
2016-10-08,1984
2016-10-09,1998
2016-10-10,2013
2016-10-11,2045
2016-10-12,2043
2016-10-13,2029
2016-10-14,1992
2016-10-15,1957
2016-10-16,1966
2016-10-17,1896
2016-10-18,1869
2016-10-19,1854
2016-10-20,1866
2016-10-21,1784
2016-10-22,1737
2016-10-23,1702
2016-10-24,1676
2016-10-25,1668
2016-10-26,1750
2016-10-27,1812
2016-10-28,1861
2016-10-29,1912
2016-10-30,1929
2016-10-31,1850
2016-11-01,1806
2016-11-02,1818
2016-11-03,1825
2016-11-04,1812
2016-11-05,1821
2016-11-06,1788
2016-11-07,1766
2016-11-08,1773
2016-11-09,1795
2016-11-10,1786
2016-11-11,1797
2016-11-12,1772
2016-11-13,1726
2016-11-14,1748
2016-11-15,1750
2016-12-07,1841
2016-12-08,1812
2016-12-09,1806
2016-12-10,1793
2016-12-11,1741
2016-12-12,1768
2016-12-13,1763
2016-12-14,1771
2016-12-15,1781
2016-12-16,1805
2016-12-17,1796
2016-12-18,1764
2016-12-19,1771
2016-12-20,1732
2016-12-21,1685
2016-12-22,1731
2016-12-23,1709
2016-12-24,1713
2016-12-25,1697
2016-12-26,1684
2016-12-27,1698
2016-12-28,1693
2016-12-29,1700
2016-12-30,1688
2016-12-31,1704
2017-01-01,1739
2017-01-02,1758
2017-01-03,1725
2017-01-04,1709
2017-01-05,1688
2017-01-06,1652
2017-01-07,1585
2017-01-08,1545
2017-01-09,1487
2017-01-10,1482
2017-01-11,1555
2017-01-12,1618
2017-01-13,1606
2017-01-14,1619
2017-01-15,1654
2017-01-16,1615
2017-01-17,1598
2017-01-18,1554
2017-01-19,1541
2017-01-20,1530
2017-01-21,1537
2017-01-22,1554
2017-01-23,1506
2017-01-27,1498
2017-01-28,1498
2017-01-29,1478
2017-01-30,1470
2017-01-31,1444
2017-02-01,1437
2017-02-02,1433
2017-02-03,1413
2017-02-04,1389
2017-02-05,1380
2017-02-06,1394
2017-02-07,1421
2017-02-08,1422
2017-02-09,1399
2017-02-10,1382
2017-02-11,1405
2017-02-12,1422
2017-02-13,1400
2017-02-14,1377
2017-02-15,1358
2017-02-16,1317
2017-02-18,1295
2017-02-19,1280
2017-02-20,1254
2017-02-21,1241
2017-02-22,1255
2017-02-23,1246
2017-02-24,1241
2017-02-25,1214
2017-02-26,1174
2017-02-27,1130
2017-02-28,1137
2017-03-01,1159
2017-03-02,1137
2017-03-03,1132
2017-03-04,1116
2017-03-05,1107
2017-03-06,1108
2017-03-07,1149
2017-03-08,1189
2017-03-09,1240
2017-03-10,1274
2017-03-11,1303
2017-03-12,1252
2017-03-13,1195
2017-03-14,1171
2017-03-15,1180
2017-03-16,1171
2017-03-17,1187
2017-03-18,1205
2017-03-19,1192
2017-03-20,1189
2017-03-21,1183
2017-03-22,1178
2017-03-23,1193
2017-03-24,1176
2017-03-25,1175
2017-03-26,1191
2017-03-27,1217
2017-03-28,1206
2017-03-29,1207
2017-03-30,1247
2017-03-31,1250
2017-04-01,1262
2017-04-02,1265
2017-04-03,1254
2017-04-04,1284
2017-04-12,1522
2017-04-13,1571
2017-04-14,1650
2017-04-15,1683
2017-04-16,1677
2017-04-17,1653
2017-04-18,1683
2017-04-19,1693
2017-04-20,1706
2017-04-21,1683
2017-04-22,1691
2017-04-23,1636
2017-04-24,1616
2017-04-25,1588
2017-04-26,1631
2017-04-27,1662
2017-04-28,1642
2017-04-29,1625
2017-04-30,1611
2017-05-01,1573
2017-05-02,1561
2017-05-03,1599
2017-05-04,1608
2017-05-05,1593
2017-05-06,1576
2017-05-07,1533
2017-05-08,1545
2017-05-09,1587
2017-05-10,1589
2017-05-11,1539
2017-05-12,1525
2017-05-13,1501
2017-05-14,1521
2017-05-15,1543
2017-05-16,1568
2017-05-17,1524
2017-05-18,1474
2017-05-19,1457
2017-05-20,1469
2017-05-21,1480
2017-05-22,1479
2017-05-23,1508
2017-05-24,1486
2017-05-25,1416
2017-05-26,1379
2017-05-27,1368
2017-05-28,1365
2017-05-29,1352
2017-05-30,1344
2017-05-31,1320
2017-06-01,1263
2017-06-02,1287
2017-06-03,1339
2017-06-04,1400
2017-06-05,1459
2017-06-06,1462
2017-06-07,1488
2017-06-08,1540
2017-06-09,1530
2017-06-10,1576
2017-06-11,1570
2017-06-12,1513
2017-06-13,1493
2017-06-14,1474
2017-06-15,1528
2017-06-16,1581
2017-06-17,1660
2017-06-18,1684
2017-06-19,1620
2017-06-20,1675
2017-06-21,1664
2017-06-22,1616
2017-06-23,1588
2017-06-24,1564
2017-06-25,1567
2017-06-26,1585
2017-06-27,1587
2017-06-28,1606
2017-06-29,1673
2017-06-30,1670
2017-07-01,1655
2017-07-02,1710
2017-07-03,1714
2017-07-04,1683
2017-07-05,1656
2017-07-06,1640
2017-07-07,1691
2017-07-08,1768
2017-07-13,1875
2017-07-14,1911
2017-07-15,1898
2017-07-16,1911
2017-07-17,1970
2017-07-18,1976
2017-07-19,1953
2017-07-20,1930
2017-07-21,1896
2017-07-22,1828
2017-07-23,1783
2017-07-24,1790
2017-07-25,1756
2017-07-26,1752
2017-07-27,1788
2017-07-28,1766
2017-07-29,1767
2017-07-30,1807
2017-07-31,1785
2017-08-01,1763
2017-08-02,1805
2017-08-03,1785
2017-08-04,1793
2017-08-05,1780
2017-08-06,1770
2017-08-09,1773
2017-08-10,1769
2017-08-11,1769
2017-08-12,1765
2017-08-13,1781
2017-08-14,1782
2017-08-15,1776
2017-08-16,1773
2017-08-17,1781
2017-08-18,1790
2017-08-19,1794
2017-08-20,1778
2017-08-21,1764
2017-08-22,1768
2017-08-23,1797
2017-08-24,1822
2017-08-25,1890
2017-08-26,1879
2017-08-27,1793
2017-08-28,1725
2017-08-29,1698
2017-08-30,1680
2017-08-31,1668
2017-09-01,1638
2017-09-03,1560
2017-09-04,1633
2017-09-05,1707
2017-09-06,1777
2017-09-07,1781
2017-09-08,1769
2017-09-09,1762
2017-09-10,1846
2017-09-11,1865
2017-09-12,1841
2017-09-13,1810
2017-09-14,1777
2017-09-15,1773
2017-09-16,1739
2017-09-17,1769
2017-09-18,1783
2017-09-19,1776
2017-09-20,1807
2017-09-21,1839
2017-09-22,1866
2017-09-23,1793
2017-09-24,1812
2017-09-25,1791
2017-09-26,1806
2017-09-27,1803
2017-09-28,1829
2017-09-29,1851
2017-09-30,1854
2017-10-01,1899
2017-10-02,1968
2017-10-03,2049
2017-10-04,1979
2017-10-05,1961
2017-10-06,1967
2017-10-07,1999
2017-10-08,2026
2017-10-09,2019
2017-10-10,2025
2017-10-11,2031
2017-10-12,2033
2017-10-13,2079
2017-10-14,2072
2017-10-15,2060
2017-10-16,2047
2017-10-17,2029
2017-10-18,2014
2017-10-19,1995
2017-10-20,2004
2017-10-21,1978
2017-10-22,1947
2017-10-23,1912
2017-10-24,1858
2017-10-25,1820
2017-10-26,1788
2017-10-27,1777
2017-10-28,1770
2017-10-29,1746
2017-10-30,1727
2017-10-31,1672
2017-11-01,1642
2017-11-02,1671
2017-11-03,1705
2017-11-04,1739
2017-11-05,1772
2017-11-06,1791
2017-11-07,1827
2017-11-08,1817
2017-11-09,1782
2017-11-10,1752
2017-11-11,1694
2017-11-12,1673
2017-11-13,1673
2017-11-14,1686
2017-11-15,1716
2017-11-16,1760
2017-11-17,1724
2017-11-18,1699
2017-11-19,1680
2017-11-20,1685
2017-11-21,1682
2017-11-22,1684
2017-11-23,1697
2017-11-24,1719
2017-11-25,1762
2017-11-26,1843
2017-11-27,1863
2017-11-28,1857
2017-11-29,1937
2017-11-30,1919
2017-12-01,2002
2017-12-02,1987
2017-12-03,1988
2017-12-04,1984
2017-12-05,1957
2017-12-06,1959
2017-12-07,1941
2017-12-08,1925
2017-12-09,1901
2017-12-10,1895
2017-12-11,1857
2017-12-12,1818
2017-12-13,1835
2017-12-14,1817
2017-12-15,1804
2017-12-16,1808
2017-12-17,1799
2017-12-18,1782
2017-12-19,1781
2017-12-20,1764
2017-12-21,1791
2017-12-22,1712
2017-12-23,1729
2017-12-24,1715
2017-12-25,1715
2017-12-26,1704
2017-12-27,1696
2017-12-28,1723
2017-12-29,1775
2017-12-30,1837
2017-12-31,1877
2018-01-01,1844
2018-01-02,1829
2018-01-03,1831
2018-01-04,1742
2018-01-05,1654
2018-01-06,1571
2018-01-07,1492
2018-01-08,1417
2018-01-09,1346
2018-01-10,1278
2018-01-11,1214
2018-01-12,1156
2018-01-13,1140
2018-01-14,1085
2018-01-15,1052
2018-01-16,1036
2018-01-17,990
2018-01-18,944
2018-01-19,961
2018-01-20,938
2018-01-21,913
2018-01-22,899
2018-01-23,877
2018-01-25,853
2018-01-26,858
2018-01-27,828
2018-01-28,788
2018-01-29,748
2018-01-30,735
2018-01-31,760
2018-02-01,776
2018-02-02,745
2018-02-03,738
2018-02-04,716
2018-02-05,710
2018-02-06,699
2018-02-07,718
2018-02-08,745
2018-02-09,720
2018-02-10,684
2018-02-11,684
2018-02-12,719
2018-02-13,755
2018-02-14,789
2018-02-15,825
2018-02-16,858
2018-02-17,840
2018-02-18,835
2018-02-19,856
2018-02-20,896
2018-02-21,941
2018-02-22,989
2018-02-23,992
2018-02-24,942
2018-02-25,894
2018-02-26,849
2018-02-27,806
2018-02-28,765
2018-03-01,726
2018-03-02,689
2018-03-03,667
2018-03-04,657
2018-03-05,648
2018-03-06,638
2018-03-07,608
2018-03-09,574
2018-03-10,550
2018-03-11,522
2018-03-12,518
2018-03-13,508
2018-03-14,493
2018-03-15,487
2018-03-16,490
2018-03-17,485
2018-03-18,469
2018-03-20,479
2018-03-21,494
2018-03-23,503
2018-03-24,513
2018-03-25,503
2018-03-26,509
2018-03-27,511
2018-03-28,516
2018-03-29,533
2018-03-30,558
2018-03-31,572
2018-04-01,562
2018-04-02,545
2018-04-03,519
2018-04-04,497
2018-04-05,479
2018-04-06,481
2018-04-07,494
2018-04-08,489
2018-04-09,477
2018-04-10,464
2018-04-11,468
2018-04-12,470
2018-04-13,469
2018-04-14,476
2018-04-15,476
2018-04-16,479
2018-04-17,480
2018-04-18,479
2018-04-19,479
2018-04-20,490
2018-04-21,505
2018-04-22,489
2018-04-23,502
2018-04-24,514
2018-04-25,520
2018-04-26,521
2018-04-27,526
2018-04-28,530
2018-04-29,529
2018-04-30,526
2018-05-01,523
2018-05-03,508
2018-05-04,507
2018-05-05,502
2018-05-07,500
2018-05-08,522
2018-05-09,519
2018-05-10,538
2018-05-11,521
2018-05-12,519
2018-05-13,515
2018-05-14,507
2018-05-15,512
2018-05-16,515
2018-05-17,517
2018-05-18,521
2018-05-19,521
2018-05-20,516
2018-05-21,512
2018-05-22,505
2018-05-23,508
2018-05-24,514
2018-05-25,516
2018-05-26,529
2018-05-27,554
2018-05-28,556
2018-05-29,548
2018-05-30,534
2018-05-31,523
2018-06-01,517
2018-06-02,513
2018-06-03,516
2018-06-04,511
2018-06-05,513
2018-06-06,500
2018-06-07,486
2018-06-08,466
2018-06-09,475
2018-06-10,482
2018-06-11,468
2018-06-12,475
2018-06-13,474
2018-06-14,475
2018-06-15,473
2018-06-16,484
2018-06-17,489
2018-06-18,490
2018-06-19,503
2018-06-20,520
2018-06-21,512
2018-06-22,488
2018-06-23,468
2018-06-24,475
2018-06-25,467
2018-06-26,466
2018-06-27,475
2018-06-28,485
2018-06-29,496
2018-06-30,513
2018-07-01,509
2018-07-02,524
2018-07-03,549
2018-07-04,540
2018-07-05,523
2018-07-06,518
2018-07-07,523
2018-07-08,511
2018-07-09,515
2018-07-10,528
2018-07-11,528
2018-07-12,525
2018-07-13,518
2018-07-14,519
2018-07-15,523
2018-07-16,538
2018-07-17,522
2018-07-18,532
2018-07-19,536
2018-07-20,546
2018-07-21,568
2018-07-22,583
2018-07-23,559
2018-07-24,566
2018-07-25,590
2018-07-26,594
2018-07-27,568
2018-07-28,551
2018-07-29,543
2018-07-30,535
2018-07-31,540
2018-08-01,548
2018-08-02,555
2018-08-03,556
2018-08-04,541
2018-08-05,536
2018-08-06,525
2018-08-07,531
2018-08-08,543
2018-08-09,539
2018-08-10,551
2018-08-11,578
2018-08-12,587
2018-08-14,592
2018-08-16,570
2018-08-17,556
2018-08-18,550
2018-08-19,558
2018-08-20,568
2018-08-21,572
2018-08-22,575
2018-08-23,575
2018-08-24,576
2018-08-25,583
2018-08-26,585
2018-08-27,597
2018-08-28,595
2018-08-29,585
2018-08-30,578
2018-08-31,573
2018-09-01,568
2018-09-02,588
2018-09-03,592
2018-09-04,586
2018-09-05,599
2018-09-06,624
2018-09-07,635
2018-09-08,604
2018-09-09,581
2018-09-10,577
2018-09-11,575
2018-09-12,568
2018-09-13,561
2018-09-14,565
2018-09-15,569
2018-09-16,566
2018-09-17,573
2018-09-18,591
2018-09-19,594
2018-09-20,604
2018-09-21,610
2018-09-22,613
2018-09-23,610
2018-09-24,606
2018-09-25,602
2018-09-26,590
2018-09-27,587
2018-09-28,592
2018-09-29,595
2018-09-30,601
2018-10-01,599
2018-10-02,598
2018-10-03,576
2018-10-04,566
2018-10-05,565
2018-10-06,581
2018-10-07,579
2018-10-08,580
2018-10-09,580
2018-10-10,579
2018-10-11,582
2018-10-12,572
2018-10-13,573
2018-10-14,569
2018-10-15,575
2018-10-16,573
2018-10-17,582
2018-10-18,593
2018-10-19,603
2018-10-20,613
2018-10-21,627
2018-10-22,628
2018-10-23,621
2018-10-24,607
2018-10-25,596
2018-10-26,590
2018-10-27,580
2018-10-28,581
2018-10-29,576
2018-10-30,576
2018-10-31,571
2018-11-01,578
2018-11-03,581
2018-11-04,590
2018-11-05,585
2018-11-06,581
2018-11-07,570
2018-11-08,567
2018-11-09,562
2018-11-10,560
2018-11-11,555
2018-11-12,546
2018-11-13,541
2018-11-14,534
2018-11-15,528
2018-11-16,514
2018-11-17,510
2018-11-18,515
2018-11-19,522
2018-11-20,526
2018-11-21,529
2018-11-22,541
2018-11-23,542
2018-11-24,539
2018-11-25,543
2018-11-26,540
2018-11-27,537
2018-11-28,533
2018-11-29,528
2018-12-01,531
2018-12-02,538
2018-12-03,533
2018-12-04,528
2018-12-05,529
2018-12-07,530
2018-12-09,531
2018-12-10,543
2018-12-11,568
2018-12-12,596
2018-12-13,612
2018-12-14,630
2018-12-15,629
2018-12-16,617
2018-12-17,612
2018-12-18,594
2018-12-19,571
2018-12-20,543
2018-12-21,516
2018-12-22,510
2018-12-23,500
2018-12-24,519
2018-12-25,533
2018-12-26,541
2018-12-27,561
2018-12-28,564
2018-12-29,546
2018-12-30,540
2018-12-31,543
2019-01-01,537
2019-01-02,535
2019-01-03,532
2019-01-04,531
2019-01-05,523
2019-01-06,501
2019-01-08,492
2019-01-10,485
2019-01-11,460
2019-01-12,437
2019-01-13,415
2019-01-14,398
2019-01-15,396
2019-01-16,392
2019-01-17,387
2019-01-18,386
2019-01-19,391
2019-01-20,397
2019-01-21,405
2019-01-22,405
2019-01-23,397
2019-01-24,391
2019-01-25,394
2019-01-26,397
2019-01-27,401
2019-01-28,414
2019-01-29,431
2019-01-30,428
2019-01-31,418
2019-02-01,415
2019-02-02,423
2019-02-03,426
2019-02-04,425
2019-02-05,432
2019-02-06,453
2019-02-07,466
2019-02-08,464
2019-02-09,451
2019-02-10,450
2019-02-11,456
2019-02-12,459
2019-02-13,458
2019-02-14,456
2019-02-15,449
2019-02-16,452
2019-02-17,463
2019-02-18,462
2019-02-19,462
2019-02-20,457
2019-02-21,465
2019-02-22,471
2019-02-23,469
2019-02-24,468
2019-02-25,464
2019-02-26,464
2019-02-27,486
2019-02-28,500
2019-03-01,511
2019-03-02,534
2019-03-03,516
2019-03-04,494
2019-03-05,477
2019-03-06,476
2019-03-07,476
2019-03-08,471
2019-03-09,465
2019-03-10,458
2019-03-11,450
2019-03-12,446
2019-03-13,456
2019-03-14,460
2019-03-15,470
2019-03-16,468
2019-03-17,467
2019-03-18,460
2019-03-19,458
2019-03-20,464
2019-03-21,472
2019-03-22,472
2019-03-23,492
2019-03-24,500
2019-03-25,490
2019-03-26,481
2019-03-27,474
2019-03-28,466
2019-03-29,460
2019-03-30,458
2019-03-31,455
2019-04-01,452
2019-04-02,449
2019-04-03,438
2019-04-04,428
2019-04-05,424
2019-04-06,423
2019-04-07,430
2019-04-08,441
2019-04-09,441
2019-04-10,438
2019-04-11,429
2019-04-12,425
2019-04-13,427
2019-04-14,421
2019-04-15,424
2019-04-16,426
2019-04-17,424
2019-04-18,429
2019-04-19,422
2019-04-20,422
2019-04-21,435
2019-04-22,445
2019-04-23,449
2019-04-24,446
2019-04-25,450
2019-04-26,444
2019-04-27,436
2019-04-28,428
2019-04-29,422
2019-04-30,423
2019-05-01,430
2019-05-02,428
2019-05-03,424
2019-05-04,421
2019-05-05,420
2019-05-06,423
2019-05-07,434
2019-05-08,447
2019-05-09,458
2019-05-10,473
2019-05-11,467
2019-05-12,470
2019-05-13,478
2019-05-14,482
