date_obj,Iron%20sq%20shield price
2015-11-19,29
2015-11-20,29
2015-11-21,29
2015-11-22,28
2015-11-23,28
2015-11-24,28
2015-11-25,28
2015-11-26,27
2015-11-27,27
2015-11-28,27
2015-11-29,27
2015-11-30,26
2015-12-01,26
2015-12-02,26
2015-12-03,26
2015-12-04,26
2015-12-05,26
2015-12-06,26
2015-12-07,26
2015-12-08,26
2015-12-09,25
2015-12-10,25
2015-12-11,25
2015-12-12,25
2015-12-13,23
2015-12-14,23
2015-12-15,23
2015-12-16,22
2015-12-17,22
2015-12-18,22
2015-12-19,22
2015-12-20,20
2015-12-21,20
2015-12-22,20
2015-12-23,20
2015-12-24,20
2015-12-25,20
2015-12-26,20
2015-12-27,20
2015-12-28,20
2015-12-29,20
2015-12-30,20
2015-12-31,20
2016-01-01,20
2016-01-02,20
2016-01-03,19
2016-01-04,19
2016-01-05,19
2016-01-06,19
2016-01-07,18
2016-01-08,18
2016-01-09,18
2016-01-10,18
2016-01-11,17
2016-01-12,17
2016-01-13,17
2016-01-14,16
2016-01-15,16
2016-01-16,16
2016-01-17,16
2016-01-18,15
2016-01-19,15
2016-01-20,15
2016-01-21,15
2016-01-22,14
2016-01-23,14
2016-01-24,14
2016-01-25,13
2016-01-26,13
2016-01-27,13
2016-01-28,13
2016-01-29,12
2016-01-30,12
2016-01-31,12
2016-02-01,12
2016-02-02,12
2016-02-03,12
2016-02-04,12
2016-02-05,12
2016-02-06,12
2016-02-07,12
2016-02-08,12
2016-02-09,12
2016-02-10,12
2016-02-11,12
2016-02-12,12
2016-02-13,12
2016-02-14,12
2016-02-15,12
2016-02-16,12
2016-02-17,12
2016-02-18,12
2016-02-19,12
2016-02-20,12
2016-02-21,12
2016-02-22,12
2016-02-23,12
2016-02-24,12
2016-02-25,11
2016-02-26,11
2016-02-27,11
2016-02-28,11
2016-02-29,11
2016-03-01,11
2016-03-02,11
2016-03-03,11
2016-03-04,11
2016-03-05,11
2016-03-06,11
2016-03-07,10
2016-03-08,10
2016-03-09,10
2016-03-10,10
2016-03-11,10
2016-03-12,10
2016-03-13,10
2016-03-14,10
2016-03-15,10
2016-03-16,10
2016-03-17,10
2016-03-18,10
2016-03-19,10
2016-03-20,10
2016-03-21,10
2016-03-22,10
2016-03-23,10
2016-03-24,10
2016-03-25,10
2016-03-26,10
2016-03-27,10
2016-03-28,10
2016-03-29,10
2016-03-30,10
2016-03-31,10
2016-04-01,10
2016-04-02,10
2016-04-03,10
2016-04-04,9
2016-04-05,9
2016-04-06,9
2016-04-07,9
2016-04-08,8
2016-04-09,8
2016-04-10,8
2016-04-11,8
2016-04-12,8
2016-04-13,8
2016-04-14,8
2016-04-15,8
2016-04-16,9
2016-04-17,9
2016-04-18,9
2016-04-19,9
2016-04-20,10
2016-04-21,10
2016-04-22,10
2016-04-23,10
2016-04-24,10
2016-04-25,10
2016-04-26,10
2016-04-27,10
2016-04-28,10
2016-04-29,11
2016-04-30,11
2016-05-01,11
2016-05-02,11
2016-05-03,12
2016-05-04,12
2016-05-05,12
2016-05-06,12
2016-05-07,13
2016-05-08,13
2016-05-09,13
2016-05-10,13
2016-05-11,13
2016-05-12,14
2016-05-13,14
2016-05-14,14
2016-05-15,14
2016-05-16,15
2016-05-17,15
2016-05-18,15
2016-05-19,15
2016-05-22,16
2016-05-23,16
2016-05-24,17
2016-05-25,17
2016-05-26,17
2016-05-27,17
2016-05-28,17
2016-05-29,17
2016-05-30,17
2016-05-31,17
2016-06-01,17
2016-06-02,17
2016-06-03,17
2016-06-04,17
2016-06-05,17
2016-06-06,17
2016-06-07,17
2016-06-08,17
2016-06-09,17
2016-06-10,17
2016-06-11,17
2016-06-12,17
2016-06-13,17
2016-06-14,17
2016-06-15,17
2016-06-16,17
2016-06-17,17
2016-06-18,16
2016-06-19,16
2016-06-20,16
2016-06-21,15
2016-06-22,15
2016-06-23,15
2016-06-24,15
2016-06-25,16
2016-06-26,16
2016-06-27,16
2016-06-28,16
2016-06-29,16
2016-06-30,16
2016-07-01,16
2016-07-02,16
2016-07-03,16
2016-07-04,16
2016-07-05,16
2016-07-06,16
2016-07-07,16
2016-07-08,16
2016-07-09,15
2016-07-10,15
2016-07-11,15
2016-07-12,15
2016-07-13,15
2016-07-14,15
2016-07-15,15
2016-07-16,14
2016-07-17,14
2016-07-18,14
2016-07-23,14
2016-07-24,14
2016-07-25,14
2016-07-26,14
2016-07-27,14
2016-07-28,14
2016-07-29,14
2016-07-30,14
2016-07-31,15
2016-08-01,15
2016-08-02,15
2016-08-03,15
2016-08-04,15
2016-08-05,16
2016-08-06,16
2016-08-07,16
2016-08-08,16
2016-08-09,16
2016-08-10,17
2016-08-11,17
2016-08-12,17
2016-08-13,17
2016-08-14,17
2016-08-15,17
2016-08-16,18
2016-08-17,18
2016-08-18,18
2016-08-19,18
2016-08-20,18
2016-08-21,18
2016-08-22,19
2016-08-23,19
2016-08-24,19
2016-08-25,19
2016-08-26,19
2016-08-28,19
2016-08-31,19
2016-09-01,19
2016-09-02,19
2016-09-03,20
2016-09-04,20
2016-09-05,20
2016-09-06,20
2016-09-07,20
2016-09-08,20
2016-09-09,20
2016-09-10,20
2016-09-11,20
2016-09-12,20
2016-09-13,20
2016-09-14,19
2016-09-15,19
2016-09-16,19
2016-09-17,19
2016-09-18,19
2016-09-19,18
2016-09-20,18
2016-09-21,18
2016-09-22,18
2016-09-23,18
2016-09-24,18
2016-09-25,18
2016-09-26,18
2016-09-27,18
2016-09-28,18
2016-09-29,18
2016-09-30,19
2016-10-01,19
2016-10-02,19
2016-10-03,19
2016-10-04,19
2016-10-05,19
2016-10-06,18
2016-10-07,18
2016-10-08,18
2016-10-09,18
2016-10-10,18
2016-10-11,18
2016-10-12,18
2016-10-13,18
2016-10-14,18
2016-10-15,18
2016-10-16,18
2016-10-17,18
2016-10-18,18
2016-10-19,18
2016-10-20,18
2016-10-21,18
2016-10-22,18
2016-10-23,18
2016-10-24,18
2016-10-25,18
2016-10-26,17
2016-10-27,17
2016-10-28,17
2016-10-29,17
2016-10-30,17
2016-10-31,16
2016-11-01,16
2016-11-02,16
2016-11-03,16
2016-11-04,16
2016-11-05,15
2016-11-06,15
2016-11-07,15
2016-11-08,15
2016-11-09,15
2016-11-10,15
2016-11-11,15
2016-11-12,15
2016-11-13,15
2016-11-14,15
2016-12-07,14
2016-12-08,14
2016-12-09,14
2016-12-10,14
2016-12-11,14
2016-12-12,13
2016-12-13,13
2016-12-14,13
2016-12-15,13
2016-12-16,13
2016-12-17,14
2016-12-18,14
2016-12-19,14
2016-12-20,14
2016-12-21,14
2016-12-22,14
2016-12-23,14
2016-12-24,14
2016-12-25,13
2016-12-26,13
2016-12-27,13
2016-12-28,13
2016-12-29,12
2016-12-30,12
2016-12-31,12
2017-01-01,12
2017-01-02,13
2017-01-03,13
2017-01-04,13
2017-01-05,13
2017-01-06,13
2017-01-07,14
2017-01-08,14
2017-01-09,14
2017-01-10,14
2017-01-11,15
2017-01-12,15
2017-01-13,15
2017-01-14,15
2017-01-15,16
2017-01-16,16
2017-01-17,16
2017-01-18,16
2017-01-19,17
2017-01-20,17
2017-01-21,17
2017-01-22,17
2017-01-27,15
2017-01-28,15
2017-01-29,15
2017-01-30,15
2017-01-31,14
2017-02-01,14
2017-02-02,14
2017-02-03,13
2017-02-04,13
2017-02-05,13
2017-02-06,12
2017-02-07,12
2017-02-08,12
2017-02-09,12
2017-02-10,11
2017-02-11,11
2017-02-12,11
2017-02-13,11
2017-02-14,10
2017-02-15,10
2017-02-16,10
2017-02-18,10
2017-02-19,9
2017-02-20,9
2017-02-21,9
2017-02-22,9
2017-02-23,9
2017-02-24,9
2017-02-25,9
2017-02-26,9
2017-02-27,9
2017-02-28,9
2017-03-01,9
2017-03-02,9
2017-03-03,9
2017-03-04,9
2017-03-05,9
2017-03-06,9
2017-03-07,9
2017-03-08,9
2017-03-09,9
2017-03-10,9
2017-03-11,9
2017-03-12,9
2017-03-13,9
2017-03-14,10
2017-03-15,10
2017-03-16,10
2017-03-17,10
2017-03-18,10
2017-03-19,10
2017-03-20,10
2017-03-21,10
2017-03-22,10
2017-03-23,11
2017-03-24,11
2017-03-25,11
2017-03-26,11
2017-03-27,11
2017-03-28,12
2017-03-29,12
2017-03-30,12
2017-03-31,12
2017-04-01,12
2017-04-02,12
2017-04-03,12
2017-04-04,12
2017-04-12,12
2017-04-13,12
2017-04-14,12
2017-04-15,12
2017-04-16,12
2017-04-17,12
2017-04-18,12
2017-04-19,12
2017-04-20,12
2017-04-21,12
2017-04-22,12
2017-04-23,12
2017-04-24,12
2017-04-25,12
2017-04-26,12
2017-04-27,12
2017-04-28,13
2017-04-29,13
2017-04-30,13
2017-05-01,13
2017-05-02,14
2017-05-03,14
2017-05-04,14
2017-05-05,14
2017-05-06,14
2017-05-07,14
2017-05-08,14
2017-05-09,14
2017-05-10,14
2017-05-11,14
2017-05-12,14
2017-05-13,14
2017-05-14,14
2017-05-15,14
2017-05-16,14
2017-05-17,14
2017-05-18,14
2017-05-19,14
2017-05-20,14
2017-05-21,14
2017-05-22,14
2017-05-23,14
2017-05-24,14
2017-05-25,14
2017-05-26,14
2017-05-27,14
2017-05-28,14
2017-05-29,14
2017-05-30,14
2017-05-31,14
2017-06-01,14
2017-06-02,14
2017-06-03,14
2017-06-04,14
2017-06-06,14
2017-06-07,14
2017-06-08,14
2017-06-09,14
2017-06-10,14
2017-06-11,14
2017-06-12,14
2017-06-13,14
2017-06-14,14
2017-06-15,14
2017-06-16,14
2017-06-17,14
2017-06-18,14
2017-06-19,14
2017-06-20,14
2017-06-21,14
2017-06-22,15
2017-06-23,15
2017-06-24,15
2017-06-25,15
2017-06-26,15
2017-06-27,15
2017-06-28,15
2017-06-29,16
2017-06-30,16
2017-07-01,16
2017-07-02,16
2017-07-03,17
2017-07-04,17
2017-07-05,17
2017-07-06,17
2017-07-07,18
2017-07-08,18
2017-07-13,19
2017-07-14,19
2017-07-15,19
2017-07-16,19
2017-07-17,19
2017-07-18,20
2017-07-19,20
2017-07-20,20
2017-07-21,20
2017-07-22,20
2017-07-23,20
2017-07-24,20
2017-07-25,20
2017-07-26,20
2017-07-27,21
2017-07-28,21
2017-07-29,21
2017-07-30,22
2017-07-31,22
2017-08-01,22
2017-08-02,22
2017-08-03,22
2017-08-04,22
2017-08-05,22
2017-08-06,23
2017-08-09,23
2017-08-10,23
2017-08-11,23
2017-08-12,23
2017-08-13,23
2017-08-14,23
2017-08-15,24
2017-08-16,24
2017-08-17,24
2017-08-18,24
2017-08-19,24
2017-08-20,24
2017-08-21,24
2017-08-22,24
2017-08-23,24
2017-08-24,24
2017-08-25,24
2017-08-26,23
2017-08-27,23
2017-08-28,23
2017-08-29,23
2017-08-30,24
2017-08-31,24
2017-09-01,24
2017-09-02,23
2017-09-03,23
2017-09-04,23
2017-09-05,24
2017-09-06,24
2017-09-07,24
2017-09-08,24
2017-09-09,25
2017-09-10,25
2017-09-11,25
2017-09-12,25
2017-09-13,25
2017-09-14,25
2017-09-15,25
2017-09-16,25
2017-09-17,25
2017-09-19,25
2017-09-20,25
2017-09-21,25
2017-09-22,25
2017-09-23,25
2017-09-24,25
2017-09-25,25
2017-09-26,25
2017-09-27,25
2017-09-28,25
2017-09-29,25
2017-09-30,25
2017-10-01,26
2017-10-02,26
2017-10-03,26
2017-10-04,26
2017-10-05,27
2017-10-06,27
2017-10-07,27
2017-10-08,27
2017-10-09,27
2017-10-10,27
2017-10-11,27
2017-10-12,28
2017-10-13,28
2017-10-14,28
2017-10-15,28
2017-10-16,28
2017-10-17,28
2017-10-18,28
2017-10-19,28
2017-10-20,28
2017-10-21,28
2017-10-22,28
2017-10-23,28
2017-10-24,27
2017-10-25,27
2017-10-26,27
2017-10-27,28
2017-10-28,28
2017-10-29,28
2017-10-30,28
2017-10-31,27
2017-11-01,27
2017-11-02,27
2017-11-03,27
2017-11-04,28
2017-11-05,28
2017-11-06,28
2017-11-07,28
2017-11-08,28
2017-11-09,28
2017-11-10,28
2017-11-11,28
2017-11-12,28
2017-11-13,28
2017-11-14,28
2017-11-15,28
2017-11-16,29
2017-11-17,29
2017-11-18,29
2017-11-19,29
2017-11-20,29
2017-11-21,29
2017-11-22,29
2017-11-23,29
2017-11-24,29
2017-11-25,29
2017-11-26,29
2017-11-27,29
2017-11-28,29
2017-11-29,29
2017-11-30,29
2017-12-01,29
2017-12-02,30
2017-12-03,30
2017-12-04,30
2017-12-05,31
2017-12-06,31
2017-12-07,31
2017-12-08,31
2017-12-09,31
2017-12-10,31
2017-12-11,31
2017-12-12,32
2017-12-14,32
2017-12-15,32
2017-12-16,32
2017-12-17,32
2017-12-18,32
2017-12-19,32
2017-12-20,32
2017-12-21,32
2017-12-22,32
2017-12-23,33
2017-12-24,33
2017-12-25,33
2017-12-26,33
2017-12-27,33
2017-12-28,33
2017-12-29,33
2017-12-30,33
2017-12-31,33
2018-01-01,33
2018-01-02,33
2018-01-03,33
2018-01-04,33
2018-01-05,33
2018-01-06,33
2018-01-07,33
2018-01-08,32
2018-01-09,32
2018-01-10,32
2018-01-11,32
2018-01-12,32
2018-01-13,32
2018-01-14,32
2018-01-15,32
2018-01-16,32
2018-01-17,30
2018-01-18,30
2018-01-19,30
2018-01-20,31
2018-01-21,31
2018-01-22,31
2018-01-23,30
2018-01-25,30
2018-01-26,30
2018-01-27,30
2018-01-28,30
2018-01-29,30
2018-01-30,30
2018-01-31,30
2018-02-01,29
2018-02-02,29
2018-02-03,29
2018-02-04,29
2018-02-05,29
2018-02-06,29
2018-02-07,29
2018-02-08,29
2018-02-09,29
2018-02-10,29
2018-02-11,29
2018-02-12,29
2018-02-13,30
2018-02-14,30
2018-02-15,31
2018-02-16,31
2018-02-17,31
2018-02-18,31
2018-02-19,31
2018-02-20,31
2018-02-21,32
2018-02-22,32
2018-02-23,33
2018-02-24,33
2018-02-25,32
2018-02-26,32
2018-02-27,32
2018-02-28,32
2018-03-01,32
2018-03-02,32
2018-03-03,32
2018-03-04,32
2018-03-05,32
2018-03-06,32
2018-03-07,31
2018-03-08,31
2018-03-09,31
2018-03-10,31
2018-03-11,31
2018-03-12,30
2018-03-13,30
2018-03-14,30
2018-03-15,30
2018-03-16,30
2018-03-17,30
2018-03-18,30
2018-03-19,30
2018-03-20,31
2018-03-21,31
2018-03-23,33
2018-03-24,33
2018-03-25,34
2018-03-26,34
2018-03-27,33
2018-03-28,33
2018-03-29,31
2018-03-30,31
2018-03-31,31
2018-04-01,31
2018-04-02,31
2018-04-03,30
2018-04-04,30
2018-04-05,30
2018-04-06,30
2018-04-07,30
2018-04-08,30
2018-04-09,29
2018-04-10,29
2018-04-11,28
2018-04-12,28
2018-04-13,28
2018-04-14,28
2018-04-15,27
2018-04-16,27
2018-04-17,27
2018-04-18,27
2018-04-19,27
2018-04-20,28
2018-04-21,28
2018-04-22,28
2018-04-23,28
2018-04-24,28
2018-04-25,28
2018-04-26,28
2018-04-27,28
2018-04-28,28
2018-04-29,28
2018-04-30,29
2018-05-01,29
2018-05-04,29
2018-05-05,30
2018-05-06,30
2018-05-07,30
2018-05-08,30
2018-05-09,30
2018-05-10,30
2018-05-11,30
2018-05-12,30
2018-05-13,30
2018-05-14,30
2018-05-15,31
2018-05-16,31
2018-05-17,32
2018-05-18,32
2018-05-19,33
2018-05-20,33
2018-05-21,32
2018-05-22,32
2018-05-23,31
2018-05-24,31
2018-05-25,31
2018-05-26,30
2018-05-27,30
2018-05-28,30
2018-05-29,29
2018-05-30,29
2018-05-31,29
2018-06-01,30
2018-06-02,30
2018-06-03,31
2018-06-04,31
2018-06-05,31
2018-06-06,31
2018-06-07,31
2018-06-08,31
2018-06-09,31
2018-06-10,31
2018-06-11,31
2018-06-12,31
2018-06-13,31
2018-06-14,31
2018-06-15,31
2018-06-16,31
2018-06-17,31
2018-06-18,31
2018-06-19,31
2018-06-20,31
2018-06-21,31
2018-06-22,31
2018-06-23,31
2018-06-24,30
2018-06-25,30
2018-06-26,30
2018-06-27,31
2018-06-28,31
2018-06-29,31
2018-06-30,31
2018-07-01,31
2018-07-02,31
2018-07-03,31
2018-07-04,31
2018-07-05,31
2018-07-06,31
2018-07-07,31
2018-07-08,31
2018-07-09,30
2018-07-10,30
2018-07-11,30
2018-07-12,30
2018-07-13,29
2018-07-14,29
2018-07-15,28
2018-07-16,28
2018-07-17,27
2018-07-18,27
2018-07-19,27
2018-07-20,26
2018-07-21,26
2018-07-22,25
2018-07-23,25
2018-07-24,27
2018-07-25,27
2018-07-26,29
2018-07-27,29
2018-07-28,29
2018-07-29,29
2018-07-30,28
2018-07-31,28
2018-08-01,28
2018-08-02,28
2018-08-03,28
2018-08-04,29
2018-08-05,29
2018-08-06,30
2018-08-07,30
2018-08-08,30
2018-08-09,30
2018-08-10,30
2018-08-11,30
2018-08-12,30
2018-08-14,32
2018-08-16,31
2018-08-17,31
2018-08-18,31
2018-08-19,32
2018-08-20,31
2018-08-21,31
2018-08-22,33
2018-08-23,33
2018-08-24,34
2018-08-25,34
2018-08-26,34
2018-08-27,33
2018-08-28,34
2018-08-29,34
2018-08-30,35
2018-08-31,34
2018-09-01,35
2018-09-02,35
2018-09-03,36
2018-09-05,39
2018-09-06,39
2018-09-07,41
2018-09-08,40
2018-09-09,40
2018-09-10,39
2018-09-11,39
2018-09-12,38
2018-09-13,38
2018-09-14,37
2018-09-15,37
2018-09-16,37
2018-09-17,37
2018-09-18,37
2018-09-19,37
2018-09-20,37
2018-09-21,37
2018-09-22,37
2018-09-23,37
2018-09-24,37
2018-09-25,37
2018-09-26,38
2018-09-27,38
2018-09-28,40
2018-09-29,40
2018-09-30,41
2018-10-02,42
2018-10-03,45
2018-10-04,45
2018-10-05,47
2018-10-06,50
2018-10-07,50
2018-10-08,52
2018-10-09,52
2018-10-10,52
2018-10-11,52
2018-10-12,55
2018-10-13,58
2018-10-14,58
2018-10-15,61
2018-10-16,61
2018-10-17,62
2018-10-18,62
2018-10-19,62
2018-10-20,62
2018-10-21,62
2018-10-22,64
2018-10-23,64
2018-10-24,65
2018-10-25,65
2018-10-26,66
2018-10-27,66
2018-10-28,64
2018-10-29,64
2018-10-30,62
2018-10-31,61
2018-11-01,59
2018-11-03,56
2018-11-04,54
2018-11-05,52
2018-11-06,50
2018-11-07,48
2018-11-08,46
2018-11-09,45
2018-11-10,44
2018-11-11,42
2018-11-12,41
2018-11-13,41
2018-11-14,41
2018-11-15,41
2018-11-16,42
2018-11-17,42
2018-11-18,42
2018-11-19,42
2018-11-20,44
2018-11-21,46
2018-11-22,48
2018-11-23,49
2018-11-24,49
2018-11-25,48
2018-11-26,46
2018-11-27,45
2018-11-28,44
2018-11-29,42
2018-12-01,39
2018-12-02,38
2018-12-03,37
2018-12-04,37
2018-12-05,36
2018-12-07,36
2018-12-09,35
2018-12-10,35
2018-12-11,35
2018-12-12,34
2018-12-13,34
2018-12-14,34
2018-12-15,34
2018-12-16,35
2018-12-17,37
2018-12-18,39
2018-12-19,41
2018-12-20,43
2018-12-21,44
2018-12-22,44
2018-12-23,44
2018-12-24,44
2018-12-25,43
2018-12-26,42
2018-12-27,42
2018-12-28,41
2018-12-29,40
2018-12-30,40
2018-12-31,39
2019-01-01,38
2019-01-02,37
2019-01-03,38
2019-01-04,39
2019-01-05,39
2019-01-06,40
2019-01-08,40
2019-01-10,39
2019-01-11,38
2019-01-12,36
2019-01-13,35
2019-01-14,34
2019-01-15,35
2019-01-16,36
2019-01-17,36
2019-01-18,36
2019-01-19,36
2019-01-20,36
2019-01-21,36
2019-01-22,35
2019-01-23,34
2019-01-24,34
2019-01-25,34
2019-01-26,34
2019-01-27,33
2019-01-28,32
2019-01-29,33
2019-01-30,33
2019-01-31,33
2019-02-01,34
2019-02-02,34
2019-02-03,35
2019-02-04,35
2019-02-05,37
2019-02-06,37
2019-02-07,37
2019-02-08,38
2019-02-09,38
2019-02-10,37
2019-02-11,36
2019-02-12,37
2019-02-13,37
2019-02-14,37
2019-02-15,37
2019-02-16,37
2019-02-17,37
2019-02-18,38
2019-02-19,38
2019-02-20,39
2019-02-21,39
2019-02-22,39
2019-02-23,39
2019-02-24,39
2019-02-25,40
2019-02-26,39
2019-02-27,38
2019-02-28,38
2019-03-01,38
2019-03-02,37
2019-03-03,36
2019-03-04,34
2019-03-05,33
2019-03-06,32
2019-03-07,31
2019-03-08,31
2019-03-09,30
2019-03-10,29
2019-03-11,28
2019-03-12,27
2019-03-13,27
2019-03-14,26
2019-03-15,26
2019-03-16,26
2019-03-17,25
2019-03-18,25
2019-03-19,25
2019-03-20,25
2019-03-21,24
2019-03-22,24
2019-03-23,24
2019-03-24,24
2019-03-25,24
2019-03-26,24
2019-03-27,24
2019-03-28,24
2019-03-29,22
2019-03-30,22
2019-03-31,23
2019-04-01,24
2019-04-02,24
2019-04-03,23
2019-04-04,22
2019-04-05,22
2019-04-06,21
2019-04-07,20
2019-04-08,19
2019-04-09,19
2019-04-10,19
2019-04-11,19
2019-04-12,20
2019-04-13,21
2019-04-14,21
2019-04-15,21
2019-04-16,21
2019-04-17,21
2019-04-18,22
2019-04-19,22
2019-04-20,21
2019-04-21,21
2019-04-22,21
2019-04-23,21
2019-04-24,21
2019-04-25,22
2019-04-26,23
2019-04-27,23
2019-04-28,24
2019-04-29,24
2019-04-30,24
2019-05-01,24
2019-05-02,24
2019-05-03,26
2019-05-04,27
2019-05-05,27
2019-05-06,26
2019-05-07,26
2019-05-08,26
2019-05-09,25
2019-05-10,24
2019-05-11,24
2019-05-12,24
2019-05-13,24
2019-05-14,25
2019-05-15,25
2019-05-16,25
2019-05-17,25
2019-05-18,25
2019-05-19,25
2019-05-20,26
2019-05-21,26
2019-05-22,27
2019-05-23,27
2019-05-24,27
2019-05-25,27
2019-05-26,27
2019-05-27,26
2019-05-28,26
2019-05-29,27
2019-05-30,27
2019-05-31,27
2019-06-01,27
2019-06-02,28
2019-06-03,28
2019-06-04,29
2019-06-05,29
2019-06-06,30
2019-06-07,30
2019-06-08,29
2019-06-09,30
2019-06-10,30
2019-06-11,31
2019-06-12,31
2019-06-13,31
2019-06-14,31
2019-06-15,30
2019-06-16,29
2019-06-17,29
2019-06-18,30
2019-06-19,30
2019-06-20,31
2019-06-21,31
2019-06-22,30
2019-06-23,30
2019-06-24,30
2019-06-25,29
2019-06-26,29
2019-06-27,28
2019-06-28,28
2019-06-29,26
2019-06-30,25
2019-07-01,25
2019-07-02,26
2019-07-03,27
2019-07-04,27
2019-07-05,26
2019-07-06,26
2019-07-07,24
2019-07-08,24
2019-07-09,22
2019-07-10,21
2019-07-11,21
2019-07-12,19
2019-07-13,19
2019-07-14,20
2019-07-15,20
2019-07-16,20
2019-07-17,20
2019-07-18,20
2019-07-19,19
2019-07-20,19
2019-07-21,18
2019-07-22,18
2019-07-23,18
2019-07-24,18
2019-07-25,18
2019-07-26,18
2019-07-27,18
2019-07-28,18
2019-07-29,18
2019-07-30,18
2019-07-31,18
2019-08-01,18
2019-08-02,18
2019-08-03,17
2019-08-04,17
2019-08-05,17
2019-08-06,17
2019-08-07,17
2019-08-08,17
2019-08-09,17
2019-08-10,17
2019-08-11,17
2019-08-12,16
2019-08-13,16
2019-08-14,16
2019-08-15,16
2019-08-16,16
2019-08-17,16
2019-08-18,16
2019-08-19,16
2019-08-20,16
2019-08-21,16
2019-08-22,17
2019-08-23,17
2019-08-24,16
2019-08-24,16
2019-08-25,16
2019-08-25,16
2019-08-26,16
2019-08-26,16
2019-08-27,16
2019-08-27,16
2019-08-28,15
2019-08-29,15
2019-08-30,14
2019-08-31,14
