date_obj,Mithril%20bolts price
2016-06-12,103
2016-06-13,101
2016-06-14,100
2016-06-15,99
2016-06-16,97
2016-06-17,98
2016-06-18,98
2016-06-19,97
2016-06-20,99
2016-06-21,103
2016-06-22,107
2016-06-23,107
2016-06-24,106
2016-06-25,106
2016-06-26,105
2016-06-27,104
2016-06-28,104
2016-06-29,104
2016-06-30,104
2016-07-01,104
2016-07-02,104
2016-07-03,104
2016-07-04,104
2016-07-05,105
2016-07-06,104
2016-07-07,104
2016-07-08,105
2016-07-09,105
2016-07-10,103
2016-07-11,103
2016-07-12,104
2016-07-13,104
2016-07-14,104
2016-07-15,104
2016-07-16,104
2016-07-17,104
2016-07-18,103
2016-07-23,103
2016-07-24,100
2016-07-25,95
2016-07-26,90
2016-07-27,87
2016-07-28,87
2016-07-29,90
2016-07-30,92
2016-07-31,90
2016-08-01,89
2016-08-02,89
2016-08-03,90
2016-08-04,92
2016-08-05,93
2016-08-06,92
2016-08-07,88
2016-08-08,88
2016-08-09,89
2016-08-10,89
2016-08-11,90
2016-08-12,91
2016-08-13,94
2016-08-14,96
2016-08-15,95
2016-08-16,93
2016-08-17,90
2016-08-18,89
2016-08-19,87
2016-08-20,87
2016-08-21,86
2016-08-22,85
2016-08-23,85
2016-08-24,85
2016-08-25,85
2016-08-26,85
2016-08-28,84
2016-08-31,81
2016-09-01,81
2016-09-02,81
2016-09-03,82
2016-09-04,85
2016-09-05,87
2016-09-06,86
2016-09-07,85
2016-09-08,85
2016-09-09,85
2016-09-10,85
2016-09-11,85
2016-09-12,85
2016-09-13,84
2016-09-14,84
2016-09-15,85
2016-09-16,85
2016-09-17,86
2016-09-18,86
2016-09-19,84
2016-09-20,81
2016-09-21,79
2016-09-22,77
2016-09-23,75
2016-09-24,75
2016-09-25,74
2016-09-26,74
2016-09-27,73
2016-09-28,74
2016-09-29,74
2016-09-30,76
2016-10-01,80
2016-10-02,80
2016-10-03,83
2016-10-04,86
2016-10-05,89
2016-10-06,89
2016-10-07,91
2016-10-08,90
2016-10-09,88
2016-10-10,87
2016-10-11,86
2016-10-12,87
2016-10-13,87
2016-10-14,88
2016-10-15,87
2016-10-16,87
2016-10-17,86
2016-10-18,87
2016-10-19,88
2016-10-20,89
2016-10-21,88
2016-10-22,88
2016-10-23,86
2016-10-24,85
2016-10-25,84
2016-10-26,84
2016-10-27,86
2016-10-28,86
2016-10-29,88
2016-10-30,89
2016-10-31,91
2016-11-01,91
2016-11-02,90
2016-11-03,88
2016-11-04,88
2016-11-05,88
2016-11-06,88
2016-11-07,89
2016-11-08,89
2016-11-09,90
2016-11-10,90
2016-11-11,91
2016-11-12,89
2016-11-13,89
2016-11-14,87
2016-12-07,93
2016-12-08,94
2016-12-09,95
2016-12-10,95
2016-12-11,94
2016-12-12,95
2016-12-13,95
2016-12-14,94
2016-12-15,94
2016-12-16,92
2016-12-17,89
2016-12-18,86
2016-12-19,84
2016-12-20,83
2016-12-21,82
2016-12-22,85
2016-12-23,86
2016-12-24,88
2016-12-25,88
2016-12-26,87
2016-12-27,88
2016-12-28,89
2016-12-29,89
2016-12-30,91
2016-12-31,93
2017-01-01,95
2017-01-02,95
2017-01-03,95
2017-01-04,93
2017-01-05,90
2017-01-06,87
2017-01-07,84
2017-01-08,82
2017-01-09,81
2017-01-10,82
2017-01-11,84
2017-01-12,83
2017-01-13,84
2017-01-14,84
2017-01-15,85
2017-01-16,85
2017-01-17,85
2017-01-18,85
2017-01-19,85
2017-01-20,86
2017-01-21,85
2017-01-22,86
2017-01-27,82
2017-01-28,82
2017-01-29,82
2017-01-30,83
2017-01-31,83
2017-02-01,85
2017-02-02,86
2017-02-03,87
2017-02-04,87
2017-02-05,88
2017-02-06,89
2017-02-07,89
2017-02-08,89
2017-02-09,89
2017-02-10,88
2017-02-11,88
2017-02-12,87
2017-02-13,86
2017-02-14,85
2017-02-15,85
2017-02-16,85
2017-02-18,85
2017-02-19,84
2017-02-20,83
2017-02-21,82
2017-02-22,81
2017-02-23,79
2017-02-24,77
2017-02-25,77
2017-02-26,78
2017-02-27,78
2017-02-28,79
2017-03-01,81
2017-03-02,84
2017-03-03,87
2017-03-04,87
2017-03-05,88
2017-03-06,89
2017-03-07,88
2017-03-08,88
2017-03-09,88
2017-03-10,88
2017-03-11,88
2017-03-12,88
2017-03-13,87
2017-03-14,86
2017-03-15,85
2017-03-16,84
2017-03-17,84
2017-03-18,83
2017-03-19,80
2017-03-20,78
2017-03-21,79
2017-03-22,80
2017-03-23,81
2017-03-24,83
2017-03-25,84
2017-03-26,85
2017-03-27,86
2017-03-28,85
2017-03-29,85
2017-03-30,86
2017-03-31,86
2017-04-01,86
2017-04-02,85
2017-04-03,85
2017-04-04,85
2017-04-12,88
2017-04-13,90
2017-04-14,90
2017-04-15,91
2017-04-16,92
2017-04-17,95
2017-04-18,97
2017-04-19,99
2017-04-20,100
2017-04-21,101
2017-04-22,101
2017-04-23,98
2017-04-24,96
2017-04-25,95
2017-04-26,92
2017-04-27,91
2017-04-28,90
2017-04-29,91
2017-04-30,92
2017-05-01,91
2017-05-02,92
2017-05-03,93
2017-05-04,96
2017-05-05,98
2017-05-06,99
2017-05-07,97
2017-05-08,96
2017-05-09,96
2017-05-10,95
2017-05-11,95
2017-05-12,94
2017-05-13,93
2017-05-14,91
2017-05-15,89
2017-05-16,87
2017-05-17,85
2017-05-18,85
2017-05-19,82
2017-05-20,79
2017-05-21,78
2017-05-22,78
2017-05-23,80
2017-05-24,81
2017-05-25,83
2017-05-26,83
2017-05-27,85
2017-05-28,86
2017-05-29,87
2017-05-30,85
2017-05-31,85
2017-06-01,85
2017-06-02,83
2017-06-03,82
2017-06-06,82
2017-06-07,82
2017-06-08,83
2017-06-09,83
2017-06-10,82
2017-06-11,81
2017-06-12,82
2017-06-13,81
2017-06-14,81
2017-06-15,82
2017-06-16,84
2017-06-17,85
2017-06-18,84
2017-06-19,84
2017-06-20,87
2017-06-21,88
2017-06-22,91
2017-06-23,94
2017-06-24,92
2017-06-25,90
2017-06-26,89
2017-06-27,88
2017-06-28,87
2017-06-29,85
2017-06-30,83
2017-07-01,80
2017-07-02,80
2017-07-03,82
2017-07-04,83
2017-07-05,85
2017-07-06,86
2017-07-07,89
2017-07-08,89
2017-07-13,94
2017-07-14,96
2017-07-15,97
2017-07-16,94
2017-07-17,93
2017-07-18,95
2017-07-19,96
2017-07-20,96
2017-07-21,96
2017-07-22,94
2017-07-23,91
2017-07-24,89
2017-07-25,86
2017-07-26,85
2017-07-27,85
2017-07-28,85
2017-07-29,86
2017-07-30,87
2017-07-31,88
2017-08-01,90
2017-08-02,92
2017-08-03,90
2017-08-04,90
2017-08-05,90
2017-08-06,90
2017-08-09,89
2017-08-10,90
2017-08-11,89
2017-08-12,88
2017-08-13,88
2017-08-14,89
2017-08-15,90
2017-08-16,91
2017-08-17,89
2017-08-18,88
2017-08-19,88
2017-08-20,88
2017-08-21,89
2017-08-22,87
2017-08-23,88
2017-08-24,88
2017-08-25,89
2017-08-26,89
2017-08-27,86
2017-08-28,87
2017-08-29,86
2017-08-30,88
2017-08-31,89
2017-09-01,91
2017-09-02,91
2017-09-03,90
2017-09-04,90
2017-09-05,90
2017-09-06,89
2017-09-07,89
2017-09-08,88
2017-09-09,88
2017-09-10,87
2017-09-11,86
2017-09-12,87
2017-09-13,85
2017-09-14,84
2017-09-15,82
2017-09-16,84
2017-09-17,84
2017-09-19,85
2017-09-20,83
2017-09-21,82
2017-09-22,82
2017-09-23,82
2017-09-24,81
2017-09-25,79
2017-09-26,80
2017-09-27,81
2017-09-28,83
2017-09-29,86
2017-09-30,88
2017-10-01,90
2017-10-02,90
2017-10-03,88
2017-10-04,88
2017-10-05,88
2017-10-06,92
2017-10-07,94
2017-10-08,94
2017-10-09,94
2017-10-10,94
2017-10-11,94
2017-10-12,92
2017-10-13,90
2017-10-14,86
2017-10-15,84
2017-10-16,82
2017-10-17,82
2017-10-18,83
2017-10-19,82
2017-10-20,84
2017-10-21,83
2017-10-22,82
2017-10-23,81
2017-10-24,82
2017-10-25,81
2017-10-26,81
2017-10-27,81
2017-10-28,81
2017-10-29,80
2017-10-30,79
2017-10-31,80
2017-11-02,80
2017-11-03,79
2017-11-04,79
2017-11-05,79
2017-11-06,79
2017-11-07,78
2017-11-08,78
2017-11-09,78
2017-11-10,77
2017-11-11,75
2017-11-12,72
2017-11-13,71
2017-11-14,71
2017-11-15,71
2017-11-16,72
2017-11-17,74
2017-11-18,74
2017-11-19,75
2017-11-20,76
2017-11-21,77
2017-11-22,79
2017-11-23,81
2017-11-24,82
2017-11-25,81
2017-11-26,79
2017-11-27,79
2017-11-28,78
2017-11-29,77
2017-11-30,76
2017-12-01,75
2017-12-02,73
2017-12-03,73
2017-12-04,72
2017-12-05,73
2017-12-06,73
2017-12-07,73
2017-12-08,73
2017-12-09,73
2017-12-10,73
2017-12-11,75
2017-12-12,76
2017-12-14,77
2017-12-15,77
2017-12-17,78
2017-12-18,78
2017-12-19,78
2017-12-20,78
2017-12-21,77
2017-12-22,77
2017-12-23,79
2017-12-24,82
2017-12-25,86
2017-12-26,88
2017-12-27,89
2017-12-28,87
2017-12-29,85
2017-12-30,83
2017-12-31,81
2018-01-01,78
2018-01-02,77
2018-01-03,77
2018-01-04,77
2018-01-05,77
2018-01-06,76
2018-01-07,76
2018-01-08,75
2018-01-09,74
2018-01-10,74
2018-01-11,74
2018-01-12,75
2018-01-13,75
2018-01-14,74
2018-01-15,74
2018-01-16,74
2018-01-17,75
2018-01-18,76
2018-01-19,77
2018-01-20,77
2018-01-21,76
2018-01-22,76
2018-01-23,76
2018-01-25,76
2018-01-26,76
2018-01-27,77
2018-01-28,77
2018-01-29,78
2018-01-31,80
2018-02-01,80
2018-02-02,82
2018-02-03,82
2018-02-04,80
2018-02-05,78
2018-02-06,77
2018-02-07,76
2018-02-08,77
2018-02-09,77
2018-02-10,77
2018-02-11,75
2018-02-12,75
2018-02-13,75
2018-02-14,76
2018-02-15,77
2018-02-16,78
2018-02-17,79
2018-02-18,79
2018-02-19,78
2018-02-20,77
2018-02-21,76
2018-02-22,75
2018-02-23,75
2018-02-24,75
2018-02-25,76
2018-02-26,76
2018-02-27,76
2018-03-01,77
2018-03-02,77
2018-03-03,77
2018-03-04,77
2018-03-05,77
2018-03-06,76
2018-03-07,76
2018-03-08,75
2018-03-09,74
2018-03-10,73
2018-03-11,71
2018-03-12,70
2018-03-13,71
2018-03-14,70
2018-03-15,70
2018-03-16,71
2018-03-17,71
2018-03-18,72
2018-03-19,72
2018-03-20,73
2018-03-21,73
2018-03-23,72
2018-03-24,72
2018-03-26,72
2018-03-27,74
2018-03-28,74
2018-03-29,75
2018-03-30,75
2018-03-31,75
2018-04-01,75
2018-04-02,75
2018-04-03,75
2018-04-04,75
2018-04-05,74
2018-04-06,74
2018-04-07,75
2018-04-08,75
2018-04-09,76
2018-04-10,76
2018-04-11,75
2018-04-12,76
2018-04-13,76
2018-04-14,76
2018-04-15,75
2018-04-16,77
2018-04-17,78
2018-04-18,79
2018-04-19,81
2018-04-20,83
2018-04-21,81
2018-04-22,78
2018-04-23,77
2018-04-24,75
2018-04-25,73
2018-04-26,74
2018-04-27,73
2018-04-28,73
2018-04-29,74
2018-04-30,75
2018-05-01,78
2018-05-04,78
2018-05-05,78
2018-05-06,78
2018-05-07,78
2018-05-08,77
2018-05-09,79
2018-05-10,79
2018-05-11,81
2018-05-12,83
2018-05-13,86
2018-05-14,85
2018-05-15,84
2018-05-16,84
2018-05-17,83
2018-05-18,82
2018-05-19,81
2018-05-20,79
2018-05-21,77
2018-05-22,77
2018-05-23,77
2018-05-24,77
2018-05-25,76
2018-05-26,76
2018-05-27,76
2018-05-28,76
2018-05-29,78
2018-05-30,78
2018-05-31,78
2018-06-01,79
2018-06-02,81
2018-06-03,84
2018-06-04,84
2018-06-05,86
2018-06-06,86
2018-06-07,84
2018-06-08,81
2018-06-09,80
2018-06-10,80
2018-06-11,80
2018-06-12,79
2018-06-13,78
2018-06-14,77
2018-06-15,77
2018-06-16,78
2018-06-17,78
2018-06-18,80
2018-06-19,82
2018-06-20,82
2018-06-21,82
2018-06-22,80
2018-06-23,78
2018-06-24,77
2018-06-25,78
2018-06-26,78
2018-06-27,79
2018-06-28,81
2018-06-29,83
2018-06-30,86
2018-07-01,86
2018-07-02,85
2018-07-03,86
2018-07-04,84
2018-07-05,82
2018-07-06,80
2018-07-07,79
2018-07-08,78
2018-07-09,78
2018-07-10,78
2018-07-11,80
2018-07-12,81
2018-07-13,81
2018-07-14,84
2018-07-15,86
2018-07-16,87
2018-07-17,86
2018-07-18,84
2018-07-19,82
2018-07-20,80
2018-07-21,79
2018-07-22,79
2018-07-23,80
2018-07-24,81
2018-07-25,83
2018-07-26,84
2018-07-27,84
2018-07-28,85
2018-07-29,84
2018-07-30,84
2018-07-31,83
2018-08-01,85
2018-08-02,85
2018-08-03,84
2018-08-04,83
2018-08-05,82
2018-08-06,82
2018-08-07,82
2018-08-08,81
2018-08-09,81
2018-08-10,80
2018-08-11,79
2018-08-12,78
2018-08-14,77
2018-08-16,78
2018-08-17,79
2018-08-18,80
2018-08-19,80
2018-08-20,79
2018-08-21,79
2018-08-22,80
2018-08-23,79
2018-08-24,79
2018-08-25,79
2018-08-26,79
2018-08-27,79
2018-08-28,79
2018-08-29,78
2018-08-30,78
2018-08-31,79
2018-09-01,79
2018-09-02,79
2018-09-03,79
2018-09-04,80
2018-09-05,81
2018-09-06,81
2018-09-07,82
2018-09-08,83
2018-09-09,84
2018-09-10,83
2018-09-11,82
2018-09-12,83
2018-09-13,84
2018-09-14,86
2018-09-15,86
2018-09-16,85
2018-09-17,84
2018-09-18,83
2018-09-19,84
2018-09-20,83
2018-09-21,84
2018-09-22,84
2018-09-23,83
2018-09-24,83
2018-09-25,83
2018-09-26,83
2018-09-27,84
2018-09-28,84
2018-09-29,83
2018-09-30,83
2018-10-02,81
2018-10-03,80
2018-10-04,79
2018-10-05,78
2018-10-06,78
2018-10-07,77
2018-10-08,76
2018-10-09,74
2018-10-10,73
2018-10-11,73
2018-10-12,74
2018-10-13,74
2018-10-14,74
2018-10-15,74
2018-10-16,75
2018-10-17,76
2018-10-18,76
2018-10-19,77
2018-10-20,77
2018-10-21,77
2018-10-22,78
2018-10-23,78
2018-10-24,79
2018-10-25,81
2018-10-26,81
2018-10-27,81
2018-10-28,80
2018-10-29,80
2018-10-30,79
2018-10-31,79
2018-11-01,79
2018-11-03,83
2018-11-04,85
2018-11-05,87
2018-11-06,90
2018-11-07,94
2018-11-08,95
2018-11-09,94
2018-11-10,92
2018-11-11,90
2018-11-12,86
2018-11-13,84
2018-11-14,83
2018-11-15,83
2018-11-16,83
2018-11-17,84
2018-11-18,85
2018-11-19,86
2018-11-20,87
2018-11-21,88
2018-11-22,90
2018-11-23,90
2018-11-24,88
2018-11-25,88
2018-11-26,88
2018-11-27,88
2018-11-28,87
2018-11-29,86
2018-12-01,87
2018-12-02,88
2018-12-03,90
2018-12-04,90
2018-12-05,90
2018-12-07,89
2018-12-09,88
2018-12-10,89
2018-12-11,89
2018-12-13,88
2018-12-14,88
2018-12-15,87
2018-12-16,87
2018-12-17,87
2018-12-18,87
2018-12-19,86
2018-12-20,85
2018-12-21,84
2018-12-22,84
2018-12-23,83
2018-12-24,84
2018-12-25,84
2018-12-26,85
2018-12-27,85
2018-12-28,85
2018-12-29,84
2018-12-30,82
2018-12-31,82
2019-01-01,82
2019-01-02,82
2019-01-03,83
2019-01-04,85
2019-01-05,86
2019-01-06,88
2019-01-08,89
2019-01-10,90
2019-01-11,88
2019-01-12,87
2019-01-13,85
2019-01-14,83
2019-01-15,80
2019-01-16,78
2019-01-17,77
2019-01-18,76
2019-01-19,75
2019-01-20,75
2019-01-21,76
2019-01-22,77
2019-01-23,77
2019-01-24,77
2019-01-25,76
2019-01-26,76
2019-01-27,77
2019-01-28,78
2019-01-29,79
2019-01-30,79
2019-01-31,78
2019-02-01,77
2019-02-02,77
2019-02-03,76
2019-02-04,76
2019-02-05,76
2019-02-06,75
2019-02-07,74
2019-02-08,74
2019-02-09,73
2019-02-10,73
2019-02-11,73
2019-02-12,71
2019-02-13,71
2019-02-14,71
2019-02-15,71
2019-02-16,69
2019-02-17,68
2019-02-18,67
2019-02-19,68
2019-02-20,68
2019-02-21,68
2019-02-22,67
2019-02-23,69
2019-02-24,70
2019-02-25,71
2019-02-26,71
2019-02-27,71
2019-02-28,70
2019-03-01,70
2019-03-02,70
2019-03-03,69
2019-03-04,69
2019-03-05,69
2019-03-06,67
2019-03-07,66
2019-03-08,65
2019-03-09,64
2019-03-10,65
2019-03-11,64
2019-03-12,64
2019-03-13,64
2019-03-14,64
2019-03-15,65
2019-03-16,65
2019-03-17,64
2019-03-18,65
2019-03-19,64
2019-03-20,64
2019-03-21,64
2019-03-22,64
2019-03-23,63
2019-03-24,63
2019-03-25,64
2019-03-26,64
2019-03-27,66
2019-03-28,64
2019-03-29,64
2019-03-30,65
2019-03-31,65
2019-04-01,65
2019-04-02,66
2019-04-03,65
2019-04-04,65
2019-04-05,65
2019-04-06,65
2019-04-07,65
2019-04-08,65
2019-04-09,66
2019-04-10,66
2019-04-11,67
2019-04-12,67
2019-04-13,68
2019-04-14,67
2019-04-15,68
2019-04-16,69
2019-04-17,68
2019-04-18,68
2019-04-19,68
2019-04-20,67
2019-04-21,66
2019-04-22,65
2019-04-23,65
2019-04-24,65
2019-04-25,65
2019-04-26,64
2019-04-27,64
2019-04-28,65
2019-04-29,64
2019-04-30,64
2019-05-01,64
2019-05-02,64
2019-05-03,65
2019-05-04,67
2019-05-05,69
2019-05-06,69
2019-05-07,71
2019-05-08,71
2019-05-09,73
2019-05-10,74
2019-05-11,73
2019-05-12,73
2019-05-13,72
2019-05-14,71
2019-05-15,71
2019-05-16,71
2019-05-17,72
2019-05-18,71
2019-05-19,70
2019-05-20,70
2019-05-21,70
2019-05-22,70
2019-05-23,70
2019-05-24,69
2019-05-25,68
2019-05-26,68
2019-05-27,67
2019-05-28,67
2019-05-29,66
2019-05-30,66
2019-05-31,66
2019-06-01,65
2019-06-02,66
2019-06-03,66
2019-06-04,67
2019-06-05,67
2019-06-06,68
2019-06-07,68
2019-06-08,67
2019-06-09,67
2019-06-10,68
2019-06-11,69
2019-06-12,68
2019-06-13,68
2019-06-14,67
2019-06-15,68
2019-06-16,67
2019-06-17,67
2019-06-18,67
2019-06-19,68
2019-06-20,68
2019-06-21,67
2019-06-22,67
2019-06-23,67
2019-06-24,66
2019-06-25,65
2019-06-26,65
2019-06-27,64
2019-06-28,63
2019-06-29,63
2019-06-30,62
2019-07-01,63
2019-07-02,63
2019-07-03,63
2019-07-04,62
2019-07-05,62
2019-07-06,62
2019-07-07,63
2019-07-08,63
2019-07-09,63
2019-07-10,63
2019-07-11,64
2019-07-12,64
2019-07-13,65
2019-07-14,66
2019-07-15,68
2019-07-16,69
2019-07-17,68
2019-07-18,66
2019-07-19,66
2019-07-20,65
2019-07-21,63
2019-07-22,62
2019-07-23,60
2019-07-24,59
2019-07-25,58
2019-07-26,58
2019-07-27,59
2019-07-28,59
2019-07-29,59
2019-07-30,58
2019-07-31,59
2019-08-01,59
2019-08-02,60
2019-08-03,60
2019-08-04,60
2019-08-05,59
2019-08-06,59
2019-08-07,59
2019-08-08,59
2019-08-09,58
2019-08-10,58
2019-08-11,58
2019-08-12,58
2019-08-13,59
2019-08-14,59
2019-08-15,59
2019-08-16,59
2019-08-17,59
2019-08-18,59
2019-08-19,60
2019-08-20,60
2019-08-21,61
2019-08-22,61
2019-08-23,60
2019-08-24,61
2019-08-24,61
2019-08-25,61
2019-08-25,61
2019-08-26,62
2019-08-26,62
2019-08-27,62
2019-08-27,62
2019-08-28,61
2019-08-29,62
2019-08-30,62
2019-08-31,63
2019-09-01,63
2019-09-02,64
2019-09-03,64
2019-09-04,64
2019-09-05,64
2019-09-06,63
2019-09-07,61
