date_obj,Acorn price
2015-12-13,147
2015-12-14,147
2015-12-15,149
2015-12-16,148
2015-12-17,148
2015-12-18,147
2015-12-19,146
2015-12-20,142
2015-12-21,144
2015-12-22,145
2015-12-23,141
2015-12-24,137
2015-12-25,133
2015-12-26,134
2015-12-27,133
2015-12-28,133
2015-12-29,133
2015-12-30,132
2015-12-31,135
2016-01-01,137
2016-01-02,140
2016-01-03,146
2016-01-04,153
2016-01-05,160
2016-01-06,167
2016-01-07,175
2016-01-08,184
2016-01-09,194
2016-01-10,203
2016-01-11,214
2016-01-12,225
2016-01-13,233
2016-01-14,240
2016-01-15,246
2016-01-16,253
2016-01-17,255
2016-01-18,261
2016-01-19,257
2016-01-20,254
2016-01-21,242
2016-01-22,232
2016-01-23,220
2016-01-24,211
2016-01-25,200
2016-01-26,194
2016-01-27,191
2016-01-28,191
2016-01-29,184
2016-01-30,184
2016-01-31,175
2016-02-01,168
2016-02-02,168
2016-02-03,168
2016-02-04,168
2016-02-05,164
2016-02-06,164
2016-02-07,157
2016-02-08,149
2016-02-09,144
2016-02-10,145
2016-02-11,144
2016-02-12,141
2016-02-13,137
2016-02-14,137
2016-02-15,135
2016-02-16,132
2016-02-17,128
2016-02-18,125
2016-02-19,121
2016-02-20,115
2016-02-21,113
2016-02-22,113
2016-02-23,111
2016-02-24,113
2016-02-25,114
2016-02-26,114
2016-02-27,118
2016-02-28,118
2016-02-29,121
2016-03-01,122
2016-03-02,126
2016-03-03,131
2016-03-04,134
2016-03-05,137
2016-03-06,139
2016-03-07,143
2016-03-08,148
2016-03-09,152
2016-03-10,156
2016-03-11,158
2016-03-12,156
2016-03-13,152
2016-03-14,147
2016-03-15,144
2016-03-16,141
2016-03-17,140
2016-03-18,136
2016-03-19,131
2016-03-20,127
2016-03-21,127
2016-03-22,125
2016-03-23,126
2016-03-24,128
2016-03-25,125
2016-03-26,126
2016-03-27,127
2016-03-28,127
2016-03-29,127
2016-03-30,127
2016-03-31,124
2016-04-01,122
2016-04-02,123
2016-04-03,122
2016-04-04,126
2016-04-05,126
2016-04-06,125
2016-04-07,124
2016-04-08,123
2016-04-09,122
2016-04-10,117
2016-04-11,117
2016-04-12,116
2016-04-13,117
2016-04-14,117
2016-04-15,117
2016-04-16,114
2016-04-17,116
2016-04-18,114
2016-04-19,110
2016-04-20,107
2016-04-21,104
2016-04-22,104
2016-04-23,103
2016-04-24,100
2016-04-25,99
2016-04-26,100
2016-04-27,97
2016-04-28,98
2016-04-29,99
2016-04-30,101
2016-05-01,100
2016-05-02,102
2016-05-03,104
2016-05-04,103
2016-05-05,104
2016-05-06,104
2016-05-07,102
2016-05-08,99
2016-05-09,96
2016-05-10,94
2016-05-11,96
2016-05-12,96
2016-05-13,96
2016-05-14,96
2016-05-15,94
2016-05-16,97
2016-05-17,100
2016-05-18,102
2016-05-19,104
2016-05-21,107
2016-05-22,107
2016-05-23,111
2016-05-24,114
2016-05-25,119
2016-05-26,121
2016-05-27,122
2016-05-28,122
2016-05-29,122
2016-05-30,122
2016-05-31,120
2016-06-01,119
2016-06-02,119
2016-06-03,117
2016-06-04,112
2016-06-05,108
2016-06-06,108
2016-06-07,108
2016-06-08,111
2016-06-09,112
2016-06-10,106
2016-06-11,106
2016-06-12,109
2016-06-13,104
2016-06-14,98
2016-06-15,102
2016-06-16,106
2016-06-17,109
2016-06-18,111
2016-06-19,112
2016-06-20,113
2016-06-21,115
2016-06-22,116
2016-06-23,117
2016-06-24,120
2016-06-25,121
2016-06-26,120
2016-06-27,121
2016-06-28,121
2016-06-29,121
2016-06-30,119
2016-07-01,117
2016-07-02,115
2016-07-03,114
2016-07-04,113
2016-07-05,112
2016-07-06,112
2016-07-07,108
2016-07-08,107
2016-07-09,105
2016-07-10,103
2016-07-11,103
2016-07-12,101
2016-07-13,102
2016-07-14,103
2016-07-15,105
2016-07-16,104
2016-07-17,101
2016-07-18,103
2016-07-23,103
2016-07-24,104
2016-07-25,104
2016-07-26,106
2016-07-27,106
2016-07-28,105
2016-07-29,104
2016-07-30,104
2016-07-31,104
2016-08-01,104
2016-08-02,101
2016-08-03,101
2016-08-04,96
2016-08-05,97
2016-08-06,95
2016-08-07,90
2016-08-08,89
2016-08-09,88
2016-08-10,87
2016-08-11,88
2016-08-12,87
2016-08-13,83
2016-08-14,81
2016-08-15,79
2016-08-16,77
2016-08-17,76
2016-08-18,76
2016-08-19,74
2016-08-20,70
2016-08-21,70
2016-08-22,71
2016-08-23,74
2016-08-24,77
2016-08-25,80
2016-08-26,80
2016-08-28,85
2016-08-31,91
2016-09-01,90
2016-09-02,90
2016-09-03,89
2016-09-04,87
2016-09-05,85
2016-09-06,83
2016-09-07,82
2016-09-08,78
2016-09-09,74
2016-09-10,71
2016-09-11,71
2016-09-12,71
2016-09-13,69
2016-09-14,69
2016-09-15,68
2016-09-16,68
2016-09-17,65
2016-09-18,61
2016-09-19,60
2016-09-20,60
2016-09-21,59
2016-09-22,58
2016-09-23,55
2016-09-24,55
2016-09-25,52
2016-09-26,52
2016-09-27,50
2016-09-28,49
2016-09-29,49
2016-09-30,49
2016-10-01,50
2016-10-02,50
2016-10-03,51
2016-10-04,49
2016-10-05,47
2016-10-06,46
2016-10-07,46
2016-10-08,45
2016-10-09,45
2016-10-10,44
2016-10-11,43
2016-10-12,43
2016-10-13,43
2016-10-14,40
2016-10-15,40
2016-10-16,40
2016-10-17,38
2016-10-18,38
2016-10-19,38
2016-10-20,38
2016-10-21,38
2016-10-22,38
2016-10-23,37
2016-10-24,37
2016-10-25,37
2016-10-26,35
2016-10-27,34
2016-10-28,34
2016-10-29,33
2016-10-30,33
2016-10-31,33
2016-11-01,33
2016-11-02,33
2016-11-03,33
2016-11-04,34
2016-11-05,34
2016-11-06,35
2016-11-07,36
2016-11-08,38
2016-11-09,38
2016-11-10,38
2016-11-11,39
2016-11-12,40
2016-11-13,42
2016-11-14,43
2016-11-15,45
2016-12-07,57
2016-12-08,58
2016-12-09,58
2016-12-10,58
2016-12-11,59
2016-12-12,59
2016-12-13,62
2016-12-14,63
2016-12-15,63
2016-12-16,63
2016-12-17,64
2016-12-18,64
2016-12-19,65
2016-12-20,66
2016-12-21,68
2016-12-22,70
2016-12-23,70
2016-12-24,69
2016-12-25,70
2016-12-26,69
2016-12-27,70
2016-12-28,71
2016-12-29,71
2016-12-30,73
2016-12-31,72
2017-01-01,72
2017-01-02,74
2017-01-03,75
2017-01-04,76
2017-01-05,77
2017-01-06,77
2017-01-07,76
2017-01-08,75
2017-01-09,74
2017-01-10,73
2017-01-11,72
2017-01-12,73
2017-01-13,71
2017-01-14,71
2017-01-15,71
2017-01-16,71
2017-01-17,71
2017-01-18,72
2017-01-19,75
2017-01-20,76
2017-01-21,76
2017-01-22,75
2017-01-23,74
2017-01-27,75
2017-01-28,73
2017-01-29,70
2017-01-30,70
2017-01-31,70
2017-02-01,69
2017-02-02,67
2017-02-03,63
2017-02-04,61
2017-02-05,61
2017-02-06,60
2017-02-07,59
2017-02-08,60
2017-02-09,60
2017-02-10,61
2017-02-11,61
2017-02-12,59
2017-02-13,60
2017-02-14,61
2017-02-15,63
2017-02-16,63
2017-02-17,63
2017-02-18,61
2017-02-19,61
2017-02-20,61
2017-02-21,62
2017-02-22,63
2017-02-23,65
2017-02-24,66
2017-02-25,66
2017-02-26,67
2017-02-27,69
2017-02-28,70
2017-03-01,72
2017-03-02,74
2017-03-03,75
2017-03-04,76
2017-03-05,73
2017-03-06,74
2017-03-07,76
2017-03-08,79
2017-03-09,80
2017-03-10,80
2017-03-11,80
2017-03-12,80
2017-03-13,81
2017-03-14,79
2017-03-15,80
2017-03-16,81
2017-03-17,85
2017-03-18,84
2017-03-19,83
2017-03-20,82
2017-03-21,80
2017-03-22,80
2017-03-23,80
2017-03-24,79
2017-03-25,77
2017-03-26,75
2017-03-27,74
2017-03-28,73
2017-03-29,73
2017-03-30,73
2017-03-31,72
2017-04-01,70
2017-04-02,68
2017-04-03,66
2017-04-04,65
2017-04-05,65
2017-04-12,51
2017-04-13,49
2017-04-14,47
2017-04-15,46
2017-04-16,45
2017-04-17,46
2017-04-18,47
2017-04-19,48
2017-04-20,50
2017-04-21,51
2017-04-22,51
2017-04-23,52
2017-04-24,53
2017-04-25,55
2017-04-26,57
2017-04-27,59
2017-04-28,59
2017-04-29,59
2017-04-30,59
2017-05-01,59
2017-05-02,60
2017-05-03,62
2017-05-04,63
2017-05-05,64
2017-05-06,65
2017-05-07,66
2017-05-08,67
2017-05-09,67
2017-05-10,67
2017-05-11,67
2017-05-12,67
2017-05-13,66
2017-05-14,65
2017-05-15,62
2017-05-16,62
2017-05-17,61
2017-05-18,61
2017-05-19,61
2017-05-20,61
2017-05-21,61
2017-05-22,60
2017-05-23,59
2017-05-24,59
2017-05-25,58
2017-05-26,58
2017-05-27,58
2017-05-28,57
2017-05-29,57
2017-05-30,57
2017-05-31,56
2017-06-01,55
2017-06-02,54
2017-06-03,54
2017-06-04,53
2017-06-05,52
2017-06-06,51
2017-06-07,52
2017-06-08,51
2017-06-09,50
2017-06-10,50
2017-06-11,48
2017-06-12,46
2017-06-13,45
2017-06-14,44
2017-06-15,43
2017-06-16,42
2017-06-17,41
2017-06-18,42
2017-06-19,42
2017-06-20,44
2017-06-21,46
2017-06-22,47
2017-06-23,50
2017-06-24,51
2017-06-25,51
2017-06-26,51
2017-06-27,53
2017-06-28,51
2017-06-29,50
2017-06-30,50
2017-07-01,53
2017-07-02,54
2017-07-03,55
2017-07-04,56
2017-07-05,56
2017-07-06,57
2017-07-07,56
2017-07-08,54
2017-07-09,53
2017-07-13,55
2017-07-14,55
2017-07-15,56
2017-07-16,55
2017-07-17,56
2017-07-18,57
2017-07-19,57
2017-07-20,57
2017-07-21,56
2017-07-22,55
2017-07-23,54
2017-07-24,53
2017-07-25,52
2017-07-26,52
2017-07-27,50
2017-07-28,49
2017-07-29,48
2017-07-30,49
2017-07-31,49
2017-08-01,49
2017-08-02,48
2017-08-03,49
2017-08-04,47
2017-08-05,46
2017-08-06,47
2017-08-07,47
2017-08-08,47
2017-08-09,48
2017-08-10,48
2017-08-11,47
2017-08-12,47
2017-08-13,46
2017-08-14,46
2017-08-15,46
2017-08-16,48
2017-08-17,49
2017-08-18,50
2017-08-19,49
2017-08-20,50
2017-08-21,50
2017-08-22,51
2017-08-23,51
2017-08-24,50
2017-08-25,51
2017-08-26,52
2017-08-27,52
2017-08-28,51
2017-08-29,49
2017-08-30,46
2017-08-31,45
2017-09-01,44
2017-09-02,42
2017-09-03,40
2017-09-04,39
2017-09-05,39
2017-09-06,38
2017-09-07,37
2017-09-08,36
2017-09-09,35
2017-09-10,34
2017-09-11,34
2017-09-12,33
2017-09-13,33
2017-09-14,32
2017-09-15,32
2017-09-16,30
2017-09-17,30
2017-09-18,30
2017-09-19,30
2017-09-20,31
2017-09-21,31
2017-09-22,30
2017-09-23,30
2017-09-24,30
2017-09-25,31
2017-09-26,32
2017-09-27,32
2017-09-28,33
2017-09-29,33
2017-09-30,34
2017-10-01,34
2017-10-02,35
2017-10-03,35
2017-10-04,36
2017-10-05,36
2017-10-06,36
2017-10-07,37
2017-10-08,36
2017-10-09,36
2017-10-10,36
2017-10-11,35
2017-10-12,34
2017-10-13,33
2017-10-14,32
2017-10-15,30
2017-10-16,30
2017-10-17,29
2017-10-18,29
2017-10-19,29
2017-10-20,28
2017-10-21,28
2017-10-22,28
2017-10-23,28
2017-10-24,28
2017-10-25,28
2017-10-26,28
2017-10-27,27
2017-10-28,27
2017-10-29,28
2017-10-30,29
2017-10-31,30
2017-11-01,30
2017-11-02,31
2017-11-03,32
2017-11-04,32
2017-11-05,33
2017-11-06,34
2017-11-07,34
2017-11-08,35
2017-11-09,36
2017-11-10,37
2017-11-11,37
2017-11-12,38
2017-11-13,38
2017-11-14,39
2017-11-15,40
2017-11-16,40
2017-11-17,41
2017-11-18,41
2017-11-19,40
2017-11-20,40
2017-11-21,40
2017-11-22,39
2017-11-23,39
2017-11-24,39
2017-11-25,39
2017-11-26,39
2017-11-27,40
2017-11-28,41
2017-11-29,41
2017-11-30,40
2017-12-01,41
2017-12-02,40
2017-12-03,40
2017-12-04,39
2017-12-05,39
2017-12-06,39
2017-12-07,40
2017-12-08,41
2017-12-09,41
2017-12-10,42
2017-12-11,42
2017-12-12,42
2017-12-13,39
2017-12-14,37
2017-12-15,36
2017-12-16,35
2017-12-17,33
2017-12-18,31
2017-12-19,30
2017-12-20,29
2017-12-21,29
2017-12-22,28
2017-12-23,28
2017-12-24,28
2017-12-25,27
2017-12-26,25
2017-12-27,25
2017-12-28,24
2017-12-29,24
2017-12-30,24
2017-12-31,24
2018-01-01,23
2018-01-02,22
2018-01-03,22
2018-01-04,22
2018-01-05,23
2018-01-06,24
2018-01-07,23
2018-01-08,24
2018-01-09,25
2018-01-10,26
2018-01-11,26
2018-01-12,27
2018-01-13,27
2018-01-14,28
2018-01-15,29
2018-01-16,30
2018-01-17,31
2018-01-18,31
2018-01-19,31
2018-01-20,31
2018-01-21,31
2018-01-22,32
2018-01-23,34
2018-01-24,36
2018-01-25,36
2018-01-26,37
2018-01-27,38
2018-01-28,39
2018-01-29,41
2018-01-30,43
2018-01-31,45
2018-02-01,47
2018-02-02,49
2018-02-03,49
2018-02-04,50
2018-02-05,50
2018-02-06,49
2018-02-07,50
2018-02-08,52
2018-02-09,52
2018-02-10,53
2018-02-11,54
2018-02-12,55
2018-02-13,56
2018-02-14,57
2018-02-15,58
2018-02-16,59
2018-02-17,59
2018-02-18,57
2018-02-19,57
2018-02-20,57
2018-02-21,56
2018-02-22,57
2018-02-23,58
2018-02-24,59
2018-02-25,57
2018-02-26,55
2018-02-27,57
2018-02-28,58
2018-03-01,59
2018-03-02,58
2018-03-03,59
2018-03-04,59
2018-03-05,61
2018-03-06,64
2018-03-07,61
2018-03-08,64
2018-03-09,63
2018-03-10,63
2018-03-11,66
2018-03-12,69
2018-03-13,71
2018-03-14,73
2018-03-15,74
2018-03-16,72
2018-03-17,72
2018-03-18,71
2018-03-19,73
2018-03-20,74
2018-03-21,74
2018-03-22,73
2018-03-23,73
2018-03-24,73
2018-03-25,72
2018-03-26,71
2018-03-27,71
2018-03-28,71
2018-03-29,73
2018-03-30,75
2018-03-31,76
2018-04-01,73
2018-04-02,74
2018-04-03,76
2018-04-04,77
2018-04-05,77
2018-04-06,76
2018-04-07,74
2018-04-08,75
2018-04-09,74
2018-04-10,73
2018-04-11,73
2018-04-12,74
2018-04-13,73
2018-04-14,73
2018-04-15,74
2018-04-16,73
2018-04-17,76
2018-04-18,77
2018-04-19,75
2018-04-20,75
2018-04-21,74
2018-04-22,72
2018-04-23,73
2018-04-24,73
2018-04-25,72
2018-04-26,73
2018-04-27,74
2018-04-28,73
2018-04-29,72
2018-04-30,73
2018-05-01,72
2018-05-02,73
2018-05-03,73
2018-05-04,73
2018-05-05,71
2018-05-06,67
2018-05-07,63
2018-05-08,60
2018-05-09,60
2018-05-10,62
2018-05-11,61
2018-05-12,60
2018-05-13,58
2018-05-14,58
2018-05-15,59
2018-05-16,61
2018-05-17,59
2018-05-18,57
2018-05-19,56
2018-05-20,57
2018-05-21,57
2018-05-22,55
2018-05-23,56
2018-05-24,58
2018-05-25,59
2018-05-26,59
2018-05-27,58
2018-05-28,59
2018-05-29,58
2018-05-30,57
2018-05-31,56
2018-06-01,55
2018-06-02,54
2018-06-03,54
2018-06-04,55
2018-06-05,54
2018-06-06,52
2018-06-07,49
2018-06-08,46
2018-06-09,44
2018-06-10,44
2018-06-11,43
2018-06-12,43
2018-06-13,41
2018-06-14,39
2018-06-15,38
2018-06-16,38
2018-06-17,38
2018-06-18,37
2018-06-19,36
2018-06-20,36
2018-06-21,36
2018-06-22,36
2018-06-23,36
2018-06-24,35
2018-06-25,34
2018-06-26,32
2018-06-27,31
2018-06-28,30
2018-06-29,29
2018-06-30,29
2018-07-01,29
2018-07-02,29
2018-07-03,29
2018-07-04,30
2018-07-05,30
2018-07-06,31
2018-07-07,32
2018-07-08,31
2018-07-09,31
2018-07-10,31
2018-07-11,31
2018-07-12,31
2018-07-13,30
2018-07-14,29
2018-07-15,29
2018-07-16,29
2018-07-17,29
2018-07-18,28
2018-07-19,27
2018-07-20,26
2018-07-21,25
2018-07-22,24
2018-07-23,22
2018-07-24,20
2018-07-25,20
2018-07-26,20
2018-07-27,20
2018-07-28,20
2018-07-29,20
2018-07-30,20
2018-07-31,21
2018-08-01,21
2018-08-02,22
2018-08-03,23
2018-08-04,24
2018-08-05,24
2018-08-06,24
2018-08-07,24
2018-08-08,25
2018-08-09,26
2018-08-10,26
2018-08-11,26
2018-08-12,26
2018-08-14,27
2018-08-16,26
2018-08-17,25
2018-08-18,25
2018-08-19,25
2018-08-20,26
2018-08-21,27
2018-08-22,27
2018-08-23,28
2018-08-24,29
2018-08-25,28
2018-08-26,28
2018-08-27,28
2018-08-28,29
2018-08-29,30
2018-08-30,30
2018-08-31,30
2018-09-01,30
2018-09-02,30
2018-09-03,30
2018-09-04,31
2018-09-05,30
2018-09-06,30
2018-09-07,30
2018-09-08,28
2018-09-09,26
2018-09-10,24
2018-09-11,24
2018-09-12,24
2018-09-13,25
2018-09-14,26
2018-09-15,26
2018-09-16,26
2018-09-17,26
2018-09-18,26
2018-09-19,26
2018-09-20,27
2018-09-21,27
2018-09-22,27
2018-09-23,26
2018-09-24,26
2018-09-25,26
2018-09-26,25
2018-09-27,25
2018-09-28,25
2018-09-29,25
2018-09-30,25
2018-10-01,26
2018-10-02,26
2018-10-03,27
2018-10-04,27
2018-10-05,27
2018-10-06,26
2018-10-07,27
2018-10-08,27
2018-10-09,27
2018-10-10,28
2018-10-11,29
2018-10-12,29
2018-10-13,30
2018-10-14,30
2018-10-15,30
2018-10-16,31
2018-10-17,31
2018-10-18,31
2018-10-19,31
2018-10-20,30
2018-10-21,30
2018-10-22,31
2018-10-23,31
2018-10-24,33
2018-10-25,35
2018-10-26,35
2018-10-27,34
2018-10-28,35
2018-10-29,33
2018-10-30,32
2018-10-31,32
2018-11-01,31
2018-11-03,32
2018-11-04,32
2018-11-05,31
2018-11-06,30
2018-11-07,30
2018-11-08,30
2018-11-09,30
2018-11-10,29
2018-11-11,28
2018-11-12,29
2018-11-13,29
2018-11-14,28
2018-11-15,27
2018-11-16,28
2018-11-17,28
2018-11-18,28
2018-11-19,29
2018-11-20,29
2018-11-21,30
2018-11-22,31
2018-11-23,32
2018-11-24,32
2018-11-25,33
2018-11-26,33
2018-11-27,33
2018-11-28,34
2018-11-29,35
2018-12-01,36
2018-12-02,37
2018-12-03,38
2018-12-04,39
2018-12-05,40
2018-12-07,40
2018-12-09,42
2018-12-10,44
2018-12-11,45
2018-12-12,45
2018-12-13,46
2018-12-14,48
2018-12-15,50
2018-12-16,51
2018-12-17,51
2018-12-18,52
2018-12-19,54
2018-12-20,54
2018-12-21,55
2018-12-22,55
2018-12-23,56
2018-12-24,57
2018-12-25,58
2018-12-26,58
2018-12-27,59
2018-12-28,60
2018-12-29,60
2018-12-30,62
2018-12-31,63
2019-01-01,65
2019-01-02,65
2019-01-03,66
2019-01-04,65
2019-01-05,66
2019-01-06,67
2019-01-08,68
2019-01-10,62
2019-01-11,58
2019-01-12,56
2019-01-13,54
2019-01-14,53
2019-01-15,52
2019-01-16,50
2019-01-17,49
2019-01-18,48
2019-01-19,46
2019-01-20,44
2019-01-21,41
2019-01-22,40
2019-01-23,40
2019-01-24,39
2019-01-25,38
2019-01-26,37
2019-01-27,37
2019-01-28,37
2019-01-29,38
2019-01-30,39
2019-01-31,40
2019-02-01,40
2019-02-02,41
2019-02-03,42
2019-02-04,43
2019-02-05,44
2019-02-06,41
2019-02-07,40
2019-02-08,40
2019-02-09,40
2019-02-10,40
2019-02-11,41
2019-02-12,42
2019-02-13,43
2019-02-14,45
2019-02-15,46
2019-02-16,46
2019-02-17,45
2019-02-18,43
2019-02-19,45
2019-02-20,46
2019-02-21,47
2019-02-22,47
2019-02-23,47
2019-02-24,46
2019-02-25,46
2019-02-26,47
2019-02-27,47
2019-02-28,48
2019-03-01,47
2019-03-02,47
2019-03-03,47
2019-03-04,47
2019-03-05,46
2019-03-06,46
2019-03-07,46
2019-03-08,46
2019-03-09,44
2019-03-10,43
2019-03-11,43
2019-03-12,43
2019-03-13,43
2019-03-14,40
2019-03-15,39
2019-03-16,39
2019-03-17,37
2019-03-18,37
2019-03-19,37
2019-03-20,38
2019-03-21,38
2019-03-22,37
2019-03-23,37
2019-03-24,37
2019-03-25,37
2019-03-26,37
2019-03-27,37
2019-03-28,37
2019-03-29,37
2019-03-30,37
2019-03-31,36
2019-04-01,35
2019-04-02,35
2019-04-03,35
2019-04-04,34
2019-04-05,33
2019-04-06,34
2019-04-07,34
2019-04-08,34
2019-04-09,34
2019-04-10,34
2019-04-11,34
2019-04-12,33
2019-04-13,32
2019-04-14,31
2019-04-15,30
2019-04-16,30
2019-04-17,30
2019-04-18,30
2019-04-19,29
2019-04-20,28
2019-04-21,27
2019-04-22,26
2019-04-23,26
2019-04-24,25
2019-04-25,25
2019-04-26,26
2019-04-27,26
2019-04-28,25
2019-04-29,25
2019-04-30,25
2019-05-01,26
2019-05-02,26
2019-05-03,26
2019-05-04,25
2019-05-05,25
2019-05-06,24
2019-05-07,23
2019-05-08,24
2019-05-09,24
2019-05-10,23
2019-05-11,23
2019-05-12,24
2019-05-13,25
2019-05-14,25
2019-05-15,25
2019-05-16,25
2019-05-17,25
2019-05-18,25
2019-05-19,25
2019-05-20,25
2019-05-21,24
2019-05-22,24
2019-05-23,24
2019-05-24,24
2019-05-25,24
2019-05-26,25
2019-05-27,25
2019-05-28,24
2019-05-29,24
2019-05-30,24
2019-05-31,24
2019-06-01,24
2019-06-02,23
2019-06-03,23
2019-06-04,24
2019-06-05,25
2019-06-06,25
2019-06-07,24
2019-06-08,24
2019-06-09,24
2019-06-10,24
2019-06-11,24
2019-06-12,24
2019-06-13,24
2019-06-14,24
2019-06-15,24
2019-06-16,24
2019-06-17,24
2019-06-18,24
2019-06-19,25
2019-06-20,25
2019-06-21,25
2019-06-22,25
2019-06-23,25
2019-06-24,25
2019-06-25,25
2019-06-26,25
2019-06-27,26
2019-06-28,26
2019-06-29,26
2019-06-30,25
2019-07-01,24
2019-07-02,25
2019-07-03,25
2019-07-04,25
2019-07-05,25
2019-07-06,25
2019-07-07,25
2019-07-08,24
2019-07-09,22
2019-07-10,21
2019-07-11,21
2019-07-12,21
2019-07-13,21
2019-07-14,21
2019-07-15,21
2019-07-16,21
2019-07-17,20
2019-07-18,19
2019-07-19,19
2019-07-20,19
2019-07-21,18
2019-07-22,18
2019-07-23,18
2019-07-24,18
2019-07-25,17
2019-07-26,17
2019-07-27,17
2019-07-28,17
2019-07-29,16
2019-07-30,15
2019-07-31,14
2019-08-01,13
2019-08-02,13
2019-08-03,13
2019-08-04,13
2019-08-05,13
2019-08-06,13
2019-08-07,14
2019-08-08,15
2019-08-09,16
2019-08-10,16
2019-08-11,16
2019-08-12,17
