date_obj,Iron%20pickaxe price
2017-02-09,298
2017-02-10,294
2017-02-11,289
2017-02-12,282
2017-02-13,281
2017-02-14,278
2017-02-15,270
2017-02-16,260
2017-02-18,251
2017-02-19,245
2017-02-20,245
2017-02-21,244
2017-02-22,244
2017-02-23,247
2017-02-24,250
2017-02-25,251
2017-02-26,251
2017-02-27,246
2017-02-28,243
2017-03-01,242
2017-03-02,236
2017-03-03,224
2017-03-04,216
2017-03-05,213
2017-03-06,209
2017-03-07,203
2017-03-08,200
2017-03-09,195
2017-03-10,189
2017-03-11,186
2017-03-12,185
2017-03-13,181
2017-03-14,179
2017-03-15,176
2017-03-16,167
2017-03-17,161
2017-03-18,154
2017-03-19,148
2017-03-20,145
2017-03-21,140
2017-03-22,140
2017-03-23,140
2017-03-24,141
2017-03-25,141
2017-03-26,141
2017-03-27,140
2017-03-28,134
2017-03-29,137
2017-03-30,139
2017-03-31,146
2017-04-01,153
2017-04-02,156
2017-04-03,162
2017-04-04,163
2017-04-12,181
2017-04-13,183
2017-04-14,184
2017-04-15,183
2017-04-16,186
2017-04-17,190
2017-04-18,193
2017-04-19,196
2017-04-20,196
2017-04-21,195
2017-04-22,200
2017-04-23,192
2017-04-24,189
2017-04-25,189
2017-04-26,190
2017-04-27,191
2017-04-28,189
2017-04-29,188
2017-04-30,188
2017-05-01,188
2017-05-02,191
2017-05-03,194
2017-05-04,191
2017-05-05,187
2017-05-06,183
2017-05-07,181
2017-05-08,179
2017-05-09,181
2017-05-10,179
2017-05-11,179
2017-05-12,181
2017-05-13,180
2017-05-14,186
2017-05-15,182
2017-05-16,188
2017-05-17,197
2017-05-18,207
2017-05-19,208
2017-05-20,218
2017-05-21,218
2017-05-22,229
2017-05-23,240
2017-05-24,251
2017-05-25,254
2017-05-26,255
2017-05-27,249
2017-05-28,237
2017-05-29,234
2017-05-30,235
2017-05-31,237
2017-06-01,231
2017-06-02,228
2017-06-03,225
2017-06-04,222
2017-06-06,217
2017-06-07,215
2017-06-08,213
2017-06-09,211
2017-06-10,204
2017-06-11,198
2017-06-12,195
2017-06-13,196
2017-06-14,197
2017-06-15,194
2017-06-16,192
2017-06-17,187
2017-06-18,185
2017-06-19,185
2017-06-20,184
2017-06-21,185
2017-06-22,192
2017-06-23,191
2017-06-24,191
2017-06-25,194
2017-06-26,200
2017-06-27,202
2017-06-28,207
2017-06-29,212
2017-06-30,222
2017-07-01,222
2017-07-02,232
2017-07-03,244
2017-07-04,252
2017-07-05,252
2017-07-06,258
2017-07-07,256
2017-07-08,261
2017-07-13,265
2017-07-14,265
2017-07-15,264
2017-07-16,263
2017-07-17,268
2017-07-18,278
2017-07-19,280
2017-07-20,285
2017-07-21,283
2017-07-22,277
2017-07-23,280
2017-07-24,275
2017-07-25,276
2017-07-26,277
2017-07-27,279
2017-07-28,276
2017-07-29,274
2017-07-30,272
2017-07-31,261
2017-08-01,263
2017-08-02,258
2017-08-03,258
2017-08-04,260
2017-08-05,259
2017-08-06,250
2017-08-09,240
2017-08-10,246
2017-08-11,249
2017-08-12,248
2017-08-13,246
2017-08-14,243
2017-08-15,244
2017-08-16,246
2017-08-17,241
2017-08-18,246
2017-08-19,254
2017-08-20,254
2017-08-21,251
2017-08-22,257
2017-08-23,260
2017-08-24,265
2017-08-25,269
2017-08-26,274
2017-08-27,277
2017-08-28,278
2017-08-29,279
2017-08-30,276
2017-08-31,279
2017-09-01,284
2017-09-02,290
2017-09-03,294
2017-09-04,290
2017-09-05,294
2017-09-06,293
2017-09-07,301
2017-09-08,295
2017-09-09,294
2017-09-10,287
2017-09-11,276
2017-09-12,265
2017-09-13,256
2017-09-14,246
2017-09-15,246
2017-09-16,238
2017-09-17,228
2017-09-19,223
2017-09-20,219
2017-09-21,215
2017-09-22,213
2017-09-23,217
2017-09-24,210
2017-09-25,205
2017-09-26,200
2017-09-27,198
2017-09-28,195
2017-09-29,191
2017-09-30,190
2017-10-01,189
2017-10-02,187
2017-10-03,182
2017-10-04,179
2017-10-05,177
2017-10-06,175
2017-10-07,171
2017-10-08,168
2017-10-09,167
2017-10-10,167
2017-10-11,167
2017-10-12,159
2017-10-13,159
2017-10-14,160
2017-10-15,160
2017-10-16,161
2017-10-17,161
2017-10-18,161
2017-10-19,164
2017-10-20,162
2017-10-21,160
2017-10-22,159
2017-10-23,159
2017-10-24,158
2017-10-25,159
2017-10-26,158
2017-10-27,156
2017-10-28,156
2017-10-29,155
2017-10-30,155
2017-10-31,155
2017-11-01,155
2017-11-02,150
2017-11-03,151
2017-11-04,154
2017-11-05,152
2017-11-06,149
2017-11-07,148
2017-11-08,150
2017-11-09,153
2017-11-10,155
2017-11-11,157
2017-11-12,161
2017-11-13,160
2017-11-14,159
2017-11-15,162
2017-11-16,161
2017-11-17,163
2017-11-18,163
2017-11-19,157
2017-11-20,155
2017-11-21,156
2017-11-22,153
2017-11-23,153
2017-11-24,153
2017-11-25,154
2017-11-26,160
2017-11-27,160
2017-11-28,164
2017-11-29,163
2017-11-30,168
2017-12-01,171
2017-12-02,175
2017-12-03,181
2017-12-04,183
2017-12-05,185
2017-12-06,180
2017-12-07,182
2017-12-08,182
2017-12-09,185
2017-12-10,191
2017-12-11,194
2017-12-12,197
2017-12-13,201
2017-12-14,200
2017-12-15,200
2017-12-16,200
2017-12-17,200
2017-12-18,199
2017-12-19,190
2017-12-20,187
2017-12-21,183
2017-12-22,187
2017-12-23,192
2017-12-24,196
2017-12-25,198
2017-12-26,192
2017-12-27,187
2017-12-28,183
2017-12-29,179
2017-12-30,174
2017-12-31,174
2018-01-01,171
2018-01-02,171
2018-01-03,172
2018-01-04,173
2018-01-05,172
2018-01-06,173
2018-01-07,177
2018-01-08,180
2018-01-09,187
2018-01-10,191
2018-01-11,198
2018-01-12,204
2018-01-13,207
2018-01-14,210
2018-01-15,202
2018-01-16,191
2018-01-17,189
2018-01-18,186
2018-01-19,186
2018-01-20,184
2018-01-21,182
2018-01-22,178
2018-01-23,176
2018-01-25,173
2018-01-26,173
2018-01-27,170
2018-01-28,166
2018-01-29,168
2018-01-30,168
2018-01-31,168
2018-02-01,170
2018-02-02,164
2018-02-03,160
2018-02-04,156
2018-02-05,155
2018-02-06,153
2018-02-07,153
2018-02-08,153
2018-02-09,148
2018-02-10,148
2018-02-11,146
2018-02-12,146
2018-02-13,150
2018-02-14,149
2018-02-15,147
2018-02-16,148
2018-02-17,144
2018-02-18,138
2018-02-19,136
2018-02-20,133
2018-02-21,133
2018-02-22,134
2018-02-23,133
2018-02-24,129
2018-02-25,127
2018-02-26,123
2018-02-27,124
2018-02-28,123
2018-03-01,125
2018-03-02,125
2018-03-03,125
2018-03-04,128
2018-03-05,129
2018-03-06,130
2018-03-07,131
2018-03-08,131
2018-03-09,129
2018-03-10,130
2018-03-11,129
2018-03-12,126
2018-03-13,126
2018-03-14,126
2018-03-15,127
2018-03-16,124
2018-03-17,126
2018-03-18,126
2018-03-19,128
2018-03-20,127
2018-03-21,124
2018-03-23,120
2018-03-24,118
2018-03-25,120
2018-03-26,120
2018-03-27,121
2018-03-28,123
2018-03-29,126
2018-03-30,125
2018-03-31,124
2018-04-01,128
2018-04-02,129
2018-04-03,134
2018-04-04,140
2018-04-05,142
2018-04-06,147
2018-04-07,154
2018-04-08,155
2018-04-09,158
2018-04-10,158
2018-04-11,157
2018-04-12,162
2018-04-13,166
2018-04-14,164
2018-04-15,167
2018-04-16,169
2018-04-17,169
2018-04-18,161
2018-04-19,156
2018-04-20,155
2018-04-21,150
2018-04-22,149
2018-04-23,146
2018-04-24,142
2018-04-25,139
2018-04-26,140
2018-04-27,139
2018-04-28,137
2018-04-29,132
2018-04-30,133
2018-05-01,131
2018-05-04,127
2018-05-05,126
2018-05-06,120
2018-05-07,119
2018-05-08,123
2018-05-09,127
2018-05-10,126
2018-05-11,126
2018-05-12,128
2018-05-13,129
2018-05-14,129
2018-05-15,128
2018-05-16,124
2018-05-17,122
2018-05-18,120
2018-05-19,119
2018-05-20,120
2018-05-21,118
2018-05-22,117
2018-05-23,116
2018-05-24,118
2018-05-25,117
2018-05-26,119
2018-05-27,121
2018-05-28,123
2018-05-29,125
2018-05-30,127
2018-05-31,125
2018-06-01,125
2018-06-02,122
2018-06-03,124
2018-06-04,128
2018-06-05,133
2018-06-06,136
2018-06-07,139
2018-06-08,139
2018-06-09,141
2018-06-10,145
2018-06-11,151
2018-06-12,147
2018-06-13,145
2018-06-14,142
2018-06-15,142
2018-06-16,145
2018-06-17,143
2018-06-18,145
2018-06-19,151
2018-06-20,156
2018-06-21,157
2018-06-22,157
2018-06-23,157
2018-06-24,160
2018-06-25,162
2018-06-26,164
2018-06-27,166
2018-06-28,164
2018-06-29,165
2018-06-30,171
2018-07-01,169
2018-07-02,172
2018-07-03,176
2018-07-04,181
2018-07-05,181
2018-07-06,188
2018-07-07,197
2018-07-08,195
2018-07-09,191
2018-07-10,188
2018-07-11,190
2018-07-12,183
2018-07-13,181
2018-07-14,177
2018-07-15,175
2018-07-16,176
2018-07-17,177
2018-07-18,176
2018-07-19,174
2018-07-20,172
2018-07-21,172
2018-07-22,175
2018-07-23,173
2018-07-24,170
2018-07-25,171
2018-07-26,178
2018-07-27,184
2018-07-28,190
2018-07-29,191
2018-07-30,194
2018-07-31,197
2018-08-01,198
2018-08-02,197
2018-08-03,194
2018-08-04,191
2018-08-05,186
2018-08-06,183
2018-08-07,182
2018-08-08,181
2018-08-09,175
2018-08-10,169
2018-08-11,167
2018-08-12,164
2018-08-14,157
2018-08-16,146
2018-08-17,144
2018-08-18,139
2018-08-19,138
2018-08-20,135
2018-08-21,131
2018-08-22,127
2018-08-23,124
2018-08-24,126
2018-08-25,124
2018-08-26,120
2018-08-27,116
2018-08-28,116
2018-08-29,111
2018-08-30,109
2018-08-31,108
2018-09-01,107
2018-09-02,109
2018-09-03,109
2018-09-04,106
2018-09-05,103
2018-09-06,105
2018-09-07,106
2018-09-08,106
2018-09-09,103
2018-09-10,103
2018-09-11,105
2018-09-12,107
2018-09-13,108
2018-09-14,112
2018-09-15,115
2018-09-16,119
2018-09-17,125
2018-09-18,130
2018-09-19,132
2018-09-20,135
2018-09-21,134
2018-09-22,137
2018-09-23,136
2018-09-24,141
2018-09-25,142
2018-09-26,142
2018-09-27,135
2018-09-28,136
2018-09-29,133
2018-09-30,135
2018-10-02,137
2018-10-03,138
2018-10-04,136
2018-10-05,131
2018-10-06,131
2018-10-07,129
2018-10-08,129
2018-10-09,123
2018-10-10,122
2018-10-11,124
2018-10-12,122
2018-10-13,122
2018-10-14,125
2018-10-15,128
2018-10-16,125
2018-10-17,122
2018-10-18,120
2018-10-19,121
2018-10-20,119
2018-10-21,117
2018-10-22,116
2018-10-23,112
2018-10-24,111
2018-10-25,112
2018-10-26,114
2018-10-27,119
2018-10-28,125
2018-10-29,128
2018-10-30,135
2018-10-31,142
2018-11-01,150
2018-11-03,166
2018-11-04,175
2018-11-05,184
2018-11-06,194
2018-11-07,204
2018-11-08,212
2018-11-09,222
2018-11-10,233
2018-11-11,243
2018-11-12,254
2018-11-13,263
2018-11-14,272
2018-11-15,279
2018-11-16,278
2018-11-17,277
2018-11-18,276
2018-11-19,275
2018-11-20,275
2018-11-21,269
2018-11-22,266
2018-11-23,266
2018-11-24,261
2018-11-25,254
2018-11-26,246
2018-11-27,242
2018-11-28,238
2018-11-29,237
2018-12-01,233
2018-12-02,227
2018-12-03,223
2018-12-04,216
2018-12-05,207
2018-12-07,191
2018-12-09,180
2018-12-10,179
2018-12-11,180
2018-12-12,173
2018-12-13,166
2018-12-14,159
2018-12-15,152
2018-12-16,145
2018-12-17,137
2018-12-18,130
2018-12-19,127
2018-12-20,124
2018-12-21,123
2018-12-22,120
2018-12-23,120
2018-12-24,120
2018-12-25,120
2018-12-26,118
2018-12-27,116
2018-12-28,114
2018-12-29,115
2018-12-30,113
2018-12-31,114
2019-01-01,114
2019-01-02,115
2019-01-03,116
2019-01-04,116
2019-01-05,117
2019-01-06,120
2019-01-08,121
2019-01-10,122
2019-01-11,125
2019-01-12,124
2019-01-13,126
2019-01-14,131
2019-01-15,135
2019-01-16,137
2019-01-17,140
2019-01-18,147
2019-01-19,153
2019-01-20,158
2019-01-21,162
2019-01-22,166
2019-01-23,172
2019-01-24,177
2019-01-25,180
2019-01-26,176
2019-01-27,177
2019-01-28,184
2019-01-29,182
2019-01-30,177
2019-01-31,171
2019-02-01,169
2019-02-02,166
2019-02-03,165
2019-02-04,163
2019-02-05,161
2019-02-06,158
2019-02-07,156
2019-02-08,156
2019-02-09,155
2019-02-10,157
2019-02-11,160
2019-02-12,161
2019-02-13,165
2019-02-14,165
2019-02-15,164
2019-02-16,165
2019-02-17,165
2019-02-18,168
2019-02-19,168
2019-02-20,161
2019-02-21,162
2019-02-22,165
2019-02-23,168
2019-02-24,172
2019-02-25,173
2019-02-26,169
2019-02-27,172
2019-02-28,175
2019-03-01,172
2019-03-02,170
2019-03-03,170
2019-03-04,174
2019-03-05,173
2019-03-06,171
2019-03-07,168
2019-03-08,162
2019-03-09,158
2019-03-10,152
2019-03-11,146
2019-03-12,145
2019-03-13,143
2019-03-14,145
2019-03-15,142
2019-03-16,144
2019-03-17,144
2019-03-18,141
2019-03-19,139
2019-03-20,138
2019-03-21,132
2019-03-22,127
2019-03-23,122
2019-03-24,116
2019-03-25,111
2019-03-26,107
2019-03-27,103
2019-03-28,104
2019-03-29,99
2019-03-30,96
2019-03-31,96
2019-04-01,97
2019-04-02,98
2019-04-03,96
2019-04-04,94
2019-04-05,94
2019-04-06,91
2019-04-07,87
2019-04-08,84
2019-04-09,81
2019-04-10,78
2019-04-11,76
2019-04-12,76
2019-04-13,77
2019-04-14,77
2019-04-15,78
2019-04-16,78
2019-04-17,78
2019-04-18,77
2019-04-19,77
2019-04-20,77
2019-04-21,77
2019-04-22,75
2019-04-23,76
2019-04-24,77
2019-04-25,78
2019-04-26,79
2019-04-27,80
2019-04-28,80
2019-04-29,81
2019-04-30,82
2019-05-01,81
2019-05-02,83
2019-05-03,86
2019-05-04,87
2019-05-05,90
2019-05-06,93
2019-05-07,95
2019-05-08,97
2019-05-09,98
2019-05-10,98
2019-05-11,98
2019-05-12,97
2019-05-13,98
2019-05-14,96
2019-05-15,95
2019-05-16,95
2019-05-17,99
2019-05-18,99
2019-05-19,99
2019-05-20,101
2019-05-21,104
2019-05-22,106
2019-05-23,109
2019-05-24,113
2019-05-25,113
2019-05-26,118
2019-05-27,121
2019-05-28,119
2019-05-29,119
2019-05-30,119
2019-05-31,118
2019-06-01,117
2019-06-02,117
2019-06-03,113
2019-06-04,107
2019-06-05,101
2019-06-06,99
2019-06-07,95
2019-06-08,95
2019-06-09,96
2019-06-10,98
2019-06-11,96
2019-06-12,94
2019-06-13,96
2019-06-14,98
2019-06-15,97
2019-06-16,99
2019-06-17,102
2019-06-18,104
2019-06-19,107
2019-06-20,107
2019-06-21,108
2019-06-22,108
2019-06-23,104
2019-06-24,101
2019-06-25,97
2019-06-26,99
2019-06-27,99
2019-06-28,95
2019-06-29,93
2019-06-30,88
2019-07-01,84
2019-07-02,81
2019-07-03,78
2019-07-04,78
2019-07-05,79
2019-07-06,77
2019-07-07,74
2019-07-08,72
2019-07-09,72
2019-07-10,73
2019-07-11,73
2019-07-12,73
2019-07-13,71
2019-07-14,70
2019-07-15,68
2019-07-16,68
2019-07-17,68
2019-07-18,67
2019-07-19,66
2019-07-20,62
2019-07-21,58
2019-07-22,55
2019-07-23,54
2019-07-24,53
2019-07-25,52
2019-07-26,52
2019-07-27,52
2019-07-28,51
2019-07-29,51
2019-07-30,51
2019-07-31,50
2019-08-01,49
2019-08-02,47
2019-08-03,45
2019-08-04,43
2019-08-05,43
2019-08-06,42
2019-08-07,41
2019-08-08,40
2019-08-09,40
2019-08-10,39
2019-08-11,38
2019-08-12,38
2019-08-13,37
2019-08-14,36
2019-08-15,36
2019-08-16,35
2019-08-17,35
2019-08-18,35
2019-08-19,36
2019-08-20,36
2019-08-21,36
2019-08-22,36
2019-08-23,37
2019-08-24,37
2019-08-24,37
2019-08-25,37
2019-08-25,37
2019-08-26,37
2019-08-26,37
2019-08-27,38
2019-08-27,38
2019-08-28,38
2019-08-29,36
