date_obj,Small%20fishing%20net price
2016-07-14,240
2016-07-15,239
2016-07-16,244
2016-07-17,249
2016-07-18,252
2016-07-24,275
2016-07-25,261
2016-07-26,248
2016-07-27,244
2016-07-28,232
2016-07-29,220
2016-07-30,211
2016-07-31,209
2016-08-01,210
2016-08-02,212
2016-08-03,220
2016-08-04,228
2016-08-05,236
2016-08-06,243
2016-08-07,248
2016-08-08,254
2016-08-09,258
2016-08-10,261
2016-08-11,256
2016-08-12,255
2016-08-13,253
2016-08-14,248
2016-08-15,245
2016-08-16,243
2016-08-17,251
2016-08-18,259
2016-08-19,264
2016-08-20,273
2016-08-21,277
2016-08-22,272
2016-08-23,280
2016-08-24,292
2016-08-25,288
2016-08-26,288
2016-08-28,306
2016-08-31,319
2016-09-01,320
2016-09-02,320
2016-09-03,315
2016-09-04,306
2016-09-05,296
2016-09-06,292
2016-09-07,290
2016-09-08,288
2016-09-09,283
2016-09-10,283
2016-09-11,283
2016-09-12,278
2016-09-13,278
2016-09-14,273
2016-09-15,263
2016-09-16,263
2016-09-17,255
2016-09-18,252
2016-09-19,247
2016-09-20,247
2016-09-21,238
2016-09-22,230
2016-09-23,231
2016-09-24,231
2016-09-25,225
2016-09-26,213
2016-09-27,202
2016-09-28,191
2016-09-29,181
2016-09-30,171
2016-10-01,162
2016-10-02,162
2016-10-03,158
2016-10-04,158
2016-10-05,156
2016-10-06,158
2016-10-07,155
2016-10-08,154
2016-10-09,154
2016-10-11,160
2016-10-12,164
2016-10-13,165
2016-10-14,169
2016-10-15,177
2016-10-16,185
2016-10-17,193
2016-10-18,200
2016-10-19,207
2016-10-20,210
2016-10-21,205
2016-10-22,205
2016-10-23,199
2016-10-24,200
2016-10-25,200
2016-10-26,199
2016-10-27,202
2016-10-28,204
2016-10-29,200
2016-10-30,200
2016-10-31,208
2016-11-01,208
2016-11-02,216
2016-11-03,223
2016-11-04,227
2016-11-05,227
2016-11-06,236
2016-11-07,243
2016-11-08,236
2016-11-09,224
2016-11-10,218
2016-11-11,215
2016-11-12,212
2016-11-13,206
2016-11-14,204
2016-12-08,276
2016-12-09,286
2016-12-10,299
2016-12-11,294
2016-12-12,299
2016-12-13,306
2016-12-14,302
2016-12-15,313
2016-12-16,324
2016-12-17,326
2016-12-18,340
2016-12-19,350
2016-12-20,361
2016-12-21,356
2016-12-22,364
2016-12-23,377
2016-12-24,379
2016-12-25,384
2016-12-26,380
2016-12-27,382
2016-12-28,396
2016-12-29,401
2016-12-30,401
2016-12-31,398
2017-01-01,391
2017-01-02,382
2017-01-03,379
2017-01-04,364
2017-01-05,347
2017-01-06,329
2017-01-07,317
2017-01-08,302
2017-01-09,289
2017-01-10,280
2017-01-11,270
2017-01-12,261
2017-01-13,255
2017-01-14,245
2017-01-15,232
2017-01-16,229
2017-01-17,228
2017-01-18,227
2017-01-19,225
2017-01-20,229
2017-01-21,226
2017-01-22,227
2017-01-27,195
2017-01-28,195
2017-01-29,200
2017-01-30,199
2017-01-31,200
2017-02-01,199
2017-02-02,202
2017-02-03,201
2017-02-04,207
2017-02-05,208
2017-02-06,206
2017-02-07,213
2017-02-08,218
2017-02-09,218
2017-02-10,221
2017-02-11,223
2017-02-12,227
2017-02-13,221
2017-02-14,219
2017-02-15,220
2017-02-16,222
2017-02-18,223
2017-02-19,225
2017-02-20,227
2017-02-21,234
2017-02-22,231
2017-02-23,238
2017-02-24,245
2017-02-25,249
2017-02-26,254
2017-02-27,259
2017-02-28,266
2017-03-01,270
2017-03-02,270
2017-03-03,275
2017-03-04,278
2017-03-05,286
2017-03-06,289
2017-03-07,298
2017-03-08,300
2017-03-09,294
2017-03-10,299
2017-03-11,299
2017-03-12,303
2017-03-13,308
2017-03-14,313
2017-03-15,312
2017-03-16,315
2017-03-17,311
2017-03-18,316
2017-03-19,320
2017-03-20,324
2017-03-21,331
2017-03-22,334
2017-03-23,330
2017-03-24,328
2017-03-25,330
2017-03-26,327
2017-03-27,318
2017-03-28,311
2017-03-29,310
2017-03-30,308
2017-03-31,310
2017-04-01,316
2017-04-02,313
2017-04-03,309
2017-04-04,302
2017-04-12,226
2017-04-13,214
2017-04-14,213
2017-04-15,218
2017-04-16,223
2017-04-17,228
2017-04-18,235
2017-04-19,238
2017-04-20,242
2017-04-21,242
2017-04-22,249
2017-04-23,253
2017-04-24,255
2017-04-25,260
2017-04-26,269
2017-04-27,277
2017-04-28,278
2017-04-29,285
2017-04-30,290
2017-05-01,285
2017-05-02,283
2017-05-03,287
2017-05-04,289
2017-05-05,292
2017-05-06,300
2017-05-07,296
2017-05-08,303
2017-05-09,311
2017-05-10,320
2017-05-11,327
2017-05-12,330
2017-05-13,333
2017-05-14,339
2017-05-15,338
2017-05-16,344
2017-05-17,346
2017-05-18,350
2017-05-19,354
2017-05-20,348
2017-05-21,348
2017-05-22,340
2017-05-23,327
2017-05-24,310
2017-05-25,294
2017-05-26,295
2017-05-27,297
2017-05-28,301
2017-05-29,306
2017-05-30,306
2017-05-31,306
2017-06-01,290
2017-06-02,276
2017-06-03,269
2017-06-06,283
2017-06-07,288
2017-06-08,290
2017-06-09,298
2017-06-10,307
2017-06-11,299
2017-06-12,285
2017-06-13,270
2017-06-14,256
2017-06-15,245
2017-06-16,232
2017-06-17,233
2017-06-18,240
2017-06-19,240
2017-06-20,247
2017-06-21,254
2017-06-22,250
2017-06-23,254
2017-06-24,249
2017-06-25,254
2017-06-26,248
2017-06-27,236
2017-06-28,242
2017-06-29,246
2017-06-30,247
2017-07-01,237
2017-07-02,243
2017-07-03,251
2017-07-04,258
2017-07-05,264
2017-07-06,271
2017-07-07,279
2017-07-08,279
2017-07-13,300
2017-07-14,301
2017-07-15,305
2017-07-16,304
2017-07-17,300
2017-07-18,303
2017-07-19,288
2017-07-20,276
2017-07-21,279
2017-07-22,285
2017-07-23,289
2017-07-24,286
2017-07-25,283
2017-07-26,287
2017-07-27,289
2017-07-28,286
2017-07-29,290
2017-07-30,286
2017-07-31,283
2017-08-01,276
2017-08-02,272
2017-08-03,258
2017-08-04,245
2017-08-05,235
2017-08-06,244
2017-08-09,266
2017-08-10,264
2017-08-11,251
2017-08-12,248
2017-08-13,248
2017-08-14,240
2017-08-15,244
2017-08-17,236
2017-08-18,241
2017-08-19,237
2017-08-20,233
2017-08-21,233
2017-08-22,231
2017-08-23,225
2017-08-24,222
2017-08-25,213
2017-08-26,211
2017-08-27,201
2017-08-28,190
2017-08-29,186
2017-08-30,178
2017-08-31,174
2017-09-01,165
2017-09-02,156
2017-09-03,148
2017-09-04,142
2017-09-05,135
2017-09-06,130
2017-09-07,129
2017-09-08,128
2017-09-09,130
2017-09-10,133
2017-09-11,138
2017-09-12,142
2017-09-13,139
2017-09-14,136
2017-09-15,137
2017-09-16,134
2017-09-17,132
2017-09-19,127
2017-09-20,127
2017-09-21,129
2017-09-22,129
2017-09-23,125
2017-09-24,124
2017-09-25,126
2017-09-26,121
2017-09-27,119
2017-09-28,116
2017-09-29,110
2017-09-30,108
2017-10-01,110
2017-10-02,113
2017-10-03,115
2017-10-04,119
2017-10-05,117
2017-10-06,116
2017-10-07,115
2017-10-08,114
2017-10-09,115
2017-10-10,120
2017-10-11,122
2017-10-12,127
2017-10-13,131
2017-10-14,136
2017-10-15,137
2017-10-16,143
2017-10-17,150
2017-10-18,157
2017-10-19,165
2017-10-20,174
2017-10-21,177
2017-10-22,178
2017-10-23,179
2017-10-24,172
2017-10-25,163
2017-10-26,154
2017-10-27,146
2017-10-28,138
2017-10-29,131
2017-10-30,124
2017-10-31,117
2017-11-01,111
2017-11-02,109
2017-11-03,108
2017-11-04,108
2017-11-05,112
2017-11-06,116
2017-11-07,119
2017-11-08,116
2017-11-09,119
2017-11-10,122
2017-11-11,127
2017-11-12,131
2017-11-13,135
2017-11-14,139
2017-11-15,144
2017-11-16,149
2017-11-17,153
2017-11-18,158
2017-11-19,164
2017-11-20,167
2017-11-21,172
2017-11-22,172
2017-11-23,170
2017-11-24,174
2017-11-25,179
2017-11-26,183
2017-11-27,189
2017-11-28,191
2017-11-29,196
2017-11-30,202
2017-12-01,210
2017-12-02,213
2017-12-03,216
2017-12-04,217
2017-12-05,219
2017-12-06,218
2017-12-07,212
2017-12-08,205
2017-12-09,200
2017-12-10,195
2017-12-11,191
2017-12-12,187
2017-12-13,186
2017-12-14,190
2017-12-15,187
2017-12-16,178
2017-12-17,174
2017-12-18,169
2017-12-19,165
2017-12-20,157
2017-12-21,160
2017-12-22,159
2017-12-23,156
2017-12-24,158
2017-12-25,162
2017-12-26,163
2017-12-27,162
2017-12-28,165
2017-12-29,166
2017-12-30,170
2017-12-31,173
2018-01-01,176
2018-01-02,178
2018-01-03,170
2018-01-04,161
2018-01-05,152
2018-01-06,144
2018-01-07,136
2018-01-08,129
2018-01-09,124
2018-01-10,119
2018-01-11,120
2018-01-12,121
2018-01-13,123
2018-01-14,119
2018-01-15,117
2018-01-16,115
2018-01-17,116
2018-01-18,115
2018-01-19,116
2018-01-20,119
2018-01-21,123
2018-01-22,128
2018-01-23,133
2018-01-24,139
2018-01-25,145
2018-01-26,152
2018-01-27,158
2018-01-28,159
2018-01-29,163
2018-01-30,167
2018-01-31,173
2018-02-01,179
2018-02-02,184
2018-02-04,181
2018-02-05,182
2018-02-06,185
2018-02-07,186
2018-02-08,189
2018-02-09,185
2018-02-10,182
2018-02-11,177
2018-02-12,176
2018-02-13,174
2018-02-14,165
2018-02-15,160
2018-02-16,156
2018-02-17,149
2018-02-18,141
2018-02-19,133
2018-02-20,126
2018-02-21,129
2018-02-22,133
2018-02-23,134
2018-02-24,136
2018-02-25,140
2018-02-26,137
2018-02-27,131
2018-02-28,127
2018-03-01,122
2018-03-02,115
2018-03-03,113
2018-03-04,111
2018-03-05,114
2018-03-06,113
2018-03-07,116
2018-03-08,120
2018-03-09,117
2018-03-10,111
2018-03-11,105
2018-03-12,99
2018-03-13,101
2018-03-14,106
2018-03-15,109
2018-03-16,113
2018-03-17,117
2018-03-18,122
2018-03-19,127
2018-03-20,130
2018-03-21,134
2018-03-23,143
2018-03-24,147
2018-03-26,136
2018-03-27,137
2018-03-28,140
2018-03-29,144
2018-03-30,148
2018-03-31,151
2018-04-01,153
2018-04-02,159
2018-04-03,164
2018-04-04,170
2018-04-05,171
2018-04-06,177
2018-04-08,191
2018-04-09,197
2018-04-10,198
2018-04-11,197
2018-04-12,197
2018-04-13,195
2018-04-14,189
2018-04-16,173
2018-04-17,170
2018-04-18,175
2018-04-19,181
2018-04-20,188
2018-04-21,193
2018-04-22,197
2018-04-23,205
2018-04-24,213
2018-04-25,213
2018-04-26,220
2018-04-27,224
2018-04-28,228
2018-04-29,236
2018-04-30,238
2018-05-01,233
2018-05-02,230
2018-05-03,225
2018-05-04,219
2018-05-05,215
2018-05-06,211
2018-05-07,212
2018-05-08,212
2018-05-09,213
2018-05-10,210
2018-05-11,216
2018-05-12,217
2018-05-13,223
2018-05-14,227
2018-05-15,222
2018-05-16,222
2018-05-17,218
2018-05-18,216
2018-05-19,213
2018-05-20,217
2018-05-21,223
2018-05-22,227
2018-05-23,224
2018-05-24,226
2018-05-25,224
2018-05-26,218
2018-05-27,223
2018-05-28,223
2018-05-29,225
2018-05-30,224
2018-05-31,226
2018-06-01,227
2018-06-02,232
2018-06-03,240
2018-06-04,242
2018-06-05,246
2018-06-06,237
2018-06-07,240
2018-06-08,240
2018-06-09,242
2018-06-10,246
2018-06-11,247
2018-06-12,253
2018-06-13,249
2018-06-14,254
2018-06-15,265
2018-06-16,262
2018-06-17,265
2018-06-18,265
2018-06-19,263
2018-06-20,258
2018-06-21,258
2018-06-22,258
2018-06-23,264
2018-06-24,269
2018-06-25,271
2018-06-26,265
2018-06-27,263
2018-06-28,253
2018-06-29,242
2018-06-30,229
2018-07-01,219
2018-07-02,211
2018-07-03,206
2018-07-04,199
2018-07-05,191
2018-07-06,193
2018-07-07,193
2018-07-08,197
2018-07-09,199
2018-07-10,202
2018-07-11,205
2018-07-12,204
2018-07-13,209
2018-07-14,211
2018-07-15,219
2018-07-16,222
2018-07-17,227
2018-07-18,226
2018-07-19,227
2018-07-20,233
2018-07-21,235
2018-07-22,238
2018-07-23,240
2018-07-24,235
2018-07-25,235
2018-07-26,232
2018-07-27,230
2018-07-28,226
2018-07-29,214
2018-07-30,204
2018-07-31,197
2018-08-01,192
2018-08-02,187
2018-08-03,181
2018-08-04,171
2018-08-05,162
2018-08-06,166
2018-08-07,168
2018-08-08,169
2018-08-09,174
2018-08-10,180
2018-08-11,184
2018-08-12,182
2018-08-14,175
2018-08-16,177
2018-08-17,170
2018-08-18,167
2018-08-19,160
2018-08-20,154
2018-08-21,151
2018-08-22,153
2018-08-23,148
2018-08-24,140
2018-08-25,133
2018-08-26,126
2018-08-27,119
2018-08-28,113
2018-08-29,107
2018-08-30,101
2018-08-31,95
2018-09-01,90
2018-09-02,93
2018-09-03,96
2018-09-04,99
2018-09-05,101
2018-09-06,102
2018-09-07,100
2018-09-08,101
2018-09-09,101
2018-09-10,101
2018-09-11,98
2018-09-12,98
2018-09-13,98
2018-09-14,99
2018-09-15,103
2018-09-16,108
2018-09-17,112
2018-09-18,116
2018-09-19,119
2018-09-20,123
2018-09-21,128
2018-09-22,128
2018-09-23,121
2018-09-24,115
2018-09-25,118
2018-09-26,119
2018-09-27,121
2018-09-28,123
2018-09-29,126
2018-09-30,124
2018-10-02,128
2018-10-03,129
2018-10-04,132
2018-10-05,136
2018-10-06,140
2018-10-07,144
2018-10-08,150
2018-10-09,155
2018-10-10,158
2018-10-11,159
2018-10-12,159
2018-10-13,162
2018-10-14,165
2018-10-15,160
2018-10-16,158
2018-10-17,157
2018-10-18,149
2018-10-19,144
2018-10-20,144
2018-10-21,144
2018-10-22,145
2018-10-23,140
2018-10-24,143
2018-10-25,142
2018-10-26,140
2018-10-27,133
2018-10-28,126
2018-10-29,119
2018-10-30,113
2018-10-31,107
2018-11-01,102
2018-11-03,101
2018-11-04,104
2018-11-05,104
2018-11-06,100
2018-11-07,95
2018-11-08,94
2018-11-09,95
2018-11-10,94
2018-11-11,93
2018-11-12,90
2018-11-13,89
2018-11-14,86
2018-11-15,86
2018-11-16,87
2018-11-17,84
2018-11-18,85
2018-11-19,87
2018-11-20,89
2018-11-21,84
2018-11-22,84
2018-11-23,84
2018-11-24,85
2018-11-25,88
2018-11-26,90
2018-11-27,94
2018-11-28,96
2018-11-29,98
2018-12-01,102
2018-12-02,96
2018-12-03,93
2018-12-04,92
2018-12-05,88
2018-12-07,90
2018-12-09,82
2018-12-10,84
2018-12-11,87
2018-12-12,89
2018-12-13,90
2018-12-14,92
2018-12-15,96
2018-12-16,98
2018-12-17,94
2018-12-18,97
2018-12-19,101
2018-12-20,99
2018-12-21,99
2018-12-22,101
2018-12-23,99
2018-12-24,99
2018-12-25,102
2018-12-26,104
2018-12-27,106
2018-12-28,105
2018-12-29,100
2018-12-30,98
2018-12-31,99
2019-01-01,98
2019-01-02,100
2019-01-03,99
2019-01-04,98
2019-01-05,97
2019-01-06,98
2019-01-08,91
2019-01-10,84
2019-01-11,86
2019-01-12,88
2019-01-13,87
2019-01-14,89
2019-01-15,89
2019-01-16,91
2019-01-17,92
2019-01-18,94
2019-01-19,94
2019-01-20,97
2019-01-21,99
2019-01-22,101
2019-01-23,104
2019-01-24,107
2019-01-25,109
2019-01-26,109
2019-01-27,105
2019-01-28,99
2019-01-29,95
2019-01-30,90
2019-01-31,85
2019-02-01,84
2019-02-02,80
2019-02-03,82
2019-02-04,81
2019-02-05,84
2019-02-06,82
2019-02-07,84
2019-02-08,83
2019-02-09,87
2019-02-10,91
2019-02-11,93
2019-02-12,90
2019-02-13,91
2019-02-14,95
2019-02-15,97
2019-02-16,99
2019-02-17,98
2019-02-18,98
2019-02-19,98
2019-02-20,95
2019-02-21,91
2019-02-22,92
2019-02-23,93
2019-02-24,88
2019-02-25,83
2019-02-26,78
2019-02-27,75
2019-02-28,74
2019-03-01,70
2019-03-02,66
2019-03-03,62
2019-03-04,58
2019-03-05,58
2019-03-06,56
2019-03-07,59
2019-03-08,62
2019-03-09,63
2019-03-10,67
2019-03-11,70
2019-03-12,70
2019-03-13,68
2019-03-14,72
2019-03-15,74
2019-03-16,76
2019-03-17,80
2019-03-18,84
2019-03-19,88
2019-03-20,90
2019-03-21,89
2019-03-22,88
2019-03-23,84
2019-03-24,79
2019-03-25,75
2019-03-26,74
2019-03-27,70
2019-03-28,74
2019-03-29,78
2019-03-30,82
2019-03-31,86
2019-04-01,81
2019-04-02,85
2019-04-03,89
2019-04-04,94
2019-04-05,97
2019-04-06,95
2019-04-07,92
2019-04-08,89
2019-04-09,84
2019-04-10,84
2019-04-11,89
2019-04-12,94
2019-04-13,99
2019-04-14,103
2019-04-15,105
2019-04-16,108
2019-04-17,111
2019-04-18,112
2019-04-19,108
2019-04-20,107
2019-04-21,106
2019-04-22,110
2019-04-23,114
2019-04-24,114
2019-04-25,116
2019-04-26,118
2019-04-27,115
2019-04-28,109
2019-04-29,106
2019-04-30,105
2019-05-01,108
2019-05-02,108
2019-05-03,102
2019-05-04,96
2019-05-05,91
2019-05-06,86
2019-05-07,82
2019-05-08,82
2019-05-09,87
2019-05-10,88
2019-05-11,93
2019-05-12,94
2019-05-13,98
2019-05-14,102
2019-05-15,101
2019-05-16,102
2019-05-17,104
2019-05-18,102
2019-05-19,98
2019-05-20,99
2019-05-21,100
2019-05-22,102
2019-05-23,102
2019-05-24,105
2019-05-25,104
2019-05-26,106
2019-05-27,102
2019-05-28,96
2019-05-29,91
2019-05-30,86
2019-05-31,81
2019-06-01,76
2019-06-02,72
2019-06-03,68
2019-06-04,70
2019-06-05,74
2019-06-06,75
2019-06-07,71
2019-06-08,67
2019-06-09,63
2019-06-10,59
2019-06-11,58
2019-06-12,60
2019-06-13,62
2019-06-14,66
2019-06-15,69
2019-06-16,73
2019-06-17,71
2019-06-18,67
2019-06-19,64
2019-06-20,63
2019-06-21,63
2019-06-22,65
2019-06-23,68
2019-06-24,68
2019-06-25,65
2019-06-26,62
2019-06-27,59
2019-06-28,56
2019-06-29,53
2019-06-30,50
2019-07-01,47
2019-07-02,49
2019-07-03,48
2019-07-04,46
2019-07-05,43
2019-07-06,40
2019-07-07,38
2019-07-08,36
2019-07-09,34
2019-07-10,32
2019-07-11,33
2019-07-12,34
2019-07-13,35
2019-07-14,36
2019-07-15,34
2019-07-16,35
2019-07-17,36
2019-07-18,38
2019-07-19,39
2019-07-20,41
2019-07-21,43
2019-07-22,46
2019-07-23,49
2019-07-24,51
2019-07-25,54
2019-07-26,56
2019-07-27,59
2019-07-28,61
2019-07-29,64
2019-07-30,64
2019-07-31,62
2019-08-01,58
2019-08-02,55
2019-08-03,55
2019-08-04,54
2019-08-05,56
2019-08-06,58
2019-08-07,60
2019-08-08,63
2019-08-09,66
2019-08-10,69
2019-08-11,69
2019-08-12,70
2019-08-13,74
2019-08-14,77
2019-08-15,79
2019-08-16,76
2019-08-17,72
2019-08-18,71
2019-08-19,74
2019-08-20,77
2019-08-21,81
2019-08-22,85
2019-08-23,90
2019-08-24,94
2019-08-24,94
2019-08-25,99
2019-08-25,99
2019-08-26,102
2019-08-26,102
2019-08-27,105
2019-08-27,105
2019-08-28,109
2019-08-29,112
2019-08-30,114
2019-08-31,119
2019-09-01,122
2019-09-02,125
2019-09-03,123
2019-09-04,119
