date_obj,Egg price
2016-01-10,40
2016-01-11,41
2016-01-12,39
2016-01-13,41
2016-01-14,44
2016-01-15,47
2016-01-16,50
2016-01-17,53
2016-01-18,55
2016-01-19,58
2016-01-20,60
2016-01-21,60
2016-01-22,62
2016-01-23,64
2016-01-24,62
2016-01-25,59
2016-01-26,62
2016-01-27,63
2016-01-28,63
2016-01-29,66
2016-01-30,66
2016-01-31,69
2016-02-01,71
2016-02-02,75
2016-02-03,77
2016-02-04,79
2016-02-05,77
2016-02-06,73
2016-02-07,70
2016-02-08,67
2016-02-09,65
2016-02-10,64
2016-02-11,62
2016-02-12,59
2016-02-13,59
2016-02-14,59
2016-02-15,56
2016-02-16,53
2016-02-17,50
2016-02-18,47
2016-02-19,44
2016-02-20,41
2016-02-21,42
2016-02-22,42
2016-02-23,42
2016-02-24,44
2016-02-25,47
2016-02-26,47
2016-02-27,50
2016-02-28,51
2016-02-29,49
2016-03-01,50
2016-03-02,53
2016-03-03,56
2016-03-04,58
2016-03-05,60
2016-03-06,61
2016-03-07,65
2016-03-08,69
2016-03-09,70
2016-03-10,70
2016-03-11,74
2016-03-12,74
2016-03-13,72
2016-03-14,73
2016-03-15,75
2016-03-16,78
2016-03-17,82
2016-03-18,85
2016-03-19,84
2016-03-20,83
2016-03-21,87
2016-03-22,92
2016-03-23,95
2016-03-24,97
2016-03-25,101
2016-03-26,96
2016-03-27,94
2016-03-28,94
2016-03-29,90
2016-03-30,90
2016-03-31,86
2016-04-01,90
2016-04-02,95
2016-04-03,100
2016-04-04,104
2016-04-05,100
2016-04-06,99
2016-04-07,102
2016-04-08,97
2016-04-09,93
2016-04-10,88
2016-04-11,88
2016-04-12,92
2016-04-13,93
2016-04-14,94
2016-04-15,92
2016-04-16,91
2016-04-17,88
2016-04-18,88
2016-04-19,88
2016-04-20,83
2016-04-21,78
2016-04-22,78
2016-04-23,74
2016-04-24,70
2016-04-25,66
2016-04-26,62
2016-04-27,58
2016-04-28,57
2016-04-29,57
2016-04-30,57
2016-05-01,59
2016-05-02,61
2016-05-03,61
2016-05-04,59
2016-05-05,59
2016-05-06,59
2016-05-07,60
2016-05-08,60
2016-05-09,59
2016-05-10,60
2016-05-11,63
2016-05-12,66
2016-05-13,66
2016-05-14,66
2016-05-15,67
2016-05-16,69
2016-05-17,65
2016-05-18,61
2016-05-19,57
2016-05-22,53
2016-05-23,54
2016-05-24,57
2016-05-25,60
2016-05-26,63
2016-05-27,67
2016-05-28,67
2016-05-29,71
2016-05-30,71
2016-05-31,75
2016-06-01,79
2016-06-02,83
2016-06-03,86
2016-06-04,87
2016-06-05,87
2016-06-06,87
2016-06-07,90
2016-06-08,86
2016-06-09,86
2016-06-10,84
2016-06-11,79
2016-06-12,75
2016-06-13,71
2016-06-14,67
2016-06-15,63
2016-06-16,60
2016-06-17,61
2016-06-18,62
2016-06-19,58
2016-06-20,55
2016-06-21,56
2016-06-22,59
2016-06-23,60
2016-06-24,62
2016-06-25,60
2016-06-26,60
2016-06-27,62
2016-06-28,60
2016-06-29,57
2016-06-30,56
2016-07-01,56
2016-07-02,57
2016-07-03,56
2016-07-04,56
2016-07-05,56
2016-07-06,55
2016-07-07,55
2016-07-08,54
2016-07-09,53
2016-07-10,51
2016-07-11,50
2016-07-12,50
2016-07-13,50
2016-07-14,47
2016-07-15,47
2016-07-16,44
2016-07-17,43
2016-07-18,40
2016-07-23,48
2016-07-24,49
2016-07-25,52
2016-07-26,53
2016-07-27,56
2016-07-28,59
2016-07-29,62
2016-07-30,66
2016-07-31,66
2016-08-01,70
2016-08-02,74
2016-08-03,74
2016-08-04,70
2016-08-05,66
2016-08-06,62
2016-08-07,58
2016-08-08,55
2016-08-09,52
2016-08-10,49
2016-08-11,48
2016-08-12,48
2016-08-13,48
2016-08-14,49
2016-08-15,48
2016-08-16,45
2016-08-17,42
2016-08-18,41
2016-08-19,44
2016-08-20,46
2016-08-21,44
2016-08-22,46
2016-08-23,46
2016-08-24,45
2016-08-25,43
2016-08-26,43
2016-08-28,41
2016-08-31,42
2016-09-01,43
2016-09-02,43
2016-09-03,43
2016-09-04,44
2016-09-05,46
2016-09-06,47
2016-09-07,45
2016-09-08,45
2016-09-09,46
2016-09-10,44
2016-09-11,44
2016-09-12,43
2016-09-13,41
2016-09-14,41
2016-09-15,40
2016-09-16,40
2016-09-17,38
2016-09-18,37
2016-09-19,38
2016-09-20,38
2016-09-21,39
2016-09-22,40
2016-09-23,41
2016-09-24,41
2016-09-25,43
2016-09-26,43
2016-09-27,46
2016-09-28,48
2016-09-29,48
2016-09-30,48
2016-10-01,50
2016-10-02,50
2016-10-03,51
2016-10-04,53
2016-10-05,54
2016-10-06,54
2016-10-07,54
2016-10-08,55
2016-10-09,55
2016-10-10,53
2016-10-11,52
2016-10-12,50
2016-10-13,50
2016-10-14,49
2016-10-15,49
2016-10-16,50
2016-10-17,47
2016-10-18,46
2016-10-19,45
2016-10-20,44
2016-10-21,43
2016-10-22,43
2016-10-23,40
2016-10-24,40
2016-10-25,40
2016-10-26,40
2016-10-27,40
2016-10-28,40
2016-10-29,40
2016-10-30,39
2016-10-31,37
2016-11-01,37
2016-11-02,36
2016-11-03,35
2016-11-04,33
2016-11-05,33
2016-11-06,32
2016-11-07,32
2016-11-08,34
2016-11-09,36
2016-11-10,38
2016-11-11,38
2016-11-12,40
2016-11-13,42
2016-11-14,44
2016-11-15,47
2016-12-07,40
2016-12-08,38
2016-12-09,36
2016-12-10,34
2016-12-11,34
2016-12-12,33
2016-12-13,33
2016-12-14,31
2016-12-15,29
2016-12-16,27
2016-12-17,26
2016-12-18,27
2016-12-19,29
2016-12-20,30
2016-12-21,29
2016-12-22,27
2016-12-23,28
2016-12-24,28
2016-12-25,30
2016-12-26,32
2016-12-27,33
2016-12-28,35
2016-12-29,35
2016-12-30,33
2016-12-31,32
2017-01-01,30
2017-01-02,28
2017-01-03,26
2017-01-04,27
2017-01-05,28
2017-01-06,30
2017-01-07,29
2017-01-08,29
2017-01-09,30
2017-01-10,30
2017-01-11,31
2017-01-12,32
2017-01-13,34
2017-01-14,34
2017-01-15,32
2017-01-16,34
2017-01-17,35
2017-01-18,37
2017-01-19,35
2017-01-20,33
2017-01-21,31
2017-01-22,31
2017-01-23,33
2017-01-27,37
2017-01-28,38
2017-01-29,38
2017-01-30,38
2017-01-31,39
2017-02-01,40
2017-02-02,42
2017-02-03,45
2017-02-04,48
2017-02-05,49
2017-02-06,51
2017-02-07,52
2017-02-08,52
2017-02-09,52
2017-02-10,55
2017-02-11,56
2017-02-12,59
2017-02-13,62
2017-02-14,63
2017-02-15,59
2017-02-16,62
2017-02-18,63
2017-02-19,60
2017-02-20,60
2017-02-21,60
2017-02-22,59
2017-02-23,56
2017-02-24,53
2017-02-25,53
2017-02-26,51
2017-02-27,52
2017-02-28,50
2017-03-01,51
2017-03-02,54
2017-03-03,57
2017-03-04,60
2017-03-05,61
2017-03-06,63
2017-03-07,62
2017-03-08,61
2017-03-09,57
2017-03-10,55
2017-03-11,52
2017-03-12,49
2017-03-13,46
2017-03-14,43
2017-03-15,44
2017-03-16,47
2017-03-17,50
2017-03-18,48
2017-03-19,49
2017-03-20,49
2017-03-21,49
2017-03-22,46
2017-03-23,43
2017-03-24,44
2017-03-25,43
2017-03-26,41
2017-03-27,43
2017-03-28,42
2017-03-29,45
2017-03-30,48
2017-03-31,51
2017-04-01,54
2017-04-02,57
2017-04-03,60
2017-04-04,63
2017-04-12,65
2017-04-13,68
2017-04-14,69
2017-04-15,70
2017-04-16,73
2017-04-17,77
2017-04-18,81
2017-04-19,85
2017-04-20,90
2017-04-21,95
2017-04-22,99
2017-04-23,97
2017-04-24,92
2017-04-25,87
2017-04-26,82
2017-04-27,77
2017-04-28,73
2017-04-29,69
2017-04-30,65
2017-05-01,61
2017-05-02,57
2017-05-03,54
2017-05-04,51
2017-05-05,48
2017-05-06,45
2017-05-07,48
2017-05-08,49
2017-05-09,50
2017-05-10,52
2017-05-11,50
2017-05-12,49
2017-05-13,48
2017-05-14,46
2017-05-15,43
2017-05-16,40
2017-05-17,39
2017-05-18,41
2017-05-19,41
2017-05-20,40
2017-05-21,40
2017-05-22,41
2017-05-23,43
2017-05-24,44
2017-05-25,47
2017-05-26,47
2017-05-27,50
2017-05-28,48
2017-05-29,51
2017-05-30,54
2017-05-31,56
2017-06-01,59
2017-06-02,62
2017-06-03,66
2017-06-04,63
2017-06-05,59
2017-06-06,56
2017-06-07,54
2017-06-08,52
2017-06-09,49
2017-06-10,46
2017-06-11,45
2017-06-12,42
2017-06-13,39
2017-06-14,39
2017-06-15,37
2017-06-16,35
2017-06-17,37
2017-06-18,39
2017-06-19,39
2017-06-20,40
2017-06-21,42
2017-06-22,45
2017-06-23,48
2017-06-24,51
2017-06-25,54
2017-06-26,55
2017-06-27,55
2017-06-28,52
2017-06-29,52
2017-06-30,52
2017-07-01,52
2017-07-02,50
2017-07-03,49
2017-07-04,46
2017-07-05,46
2017-07-06,47
2017-07-07,46
2017-07-08,44
2017-07-13,41
2017-07-14,38
2017-07-15,36
2017-07-16,34
2017-07-17,32
2017-07-18,31
2017-07-19,30
2017-07-20,31
2017-07-21,31
2017-07-22,30
2017-07-23,32
2017-07-24,33
2017-07-25,32
2017-07-26,33
2017-07-27,32
2017-07-28,30
2017-07-29,29
2017-07-30,28
2017-07-31,27
2017-08-01,28
2017-08-02,29
2017-08-03,28
2017-08-04,29
2017-08-05,29
2017-08-06,31
2017-08-09,31
2017-08-10,33
2017-08-11,35
2017-08-12,37
2017-08-13,39
2017-08-14,41
2017-08-15,44
2017-08-16,44
2017-08-17,44
2017-08-18,47
2017-08-19,50
2017-08-20,52
2017-08-21,55
2017-08-22,52
2017-08-23,50
2017-08-24,47
2017-08-25,47
2017-08-26,45
2017-08-27,42
2017-08-28,39
2017-08-29,37
2017-08-30,36
2017-08-31,36
2017-09-01,35
2017-09-03,36
2017-09-04,37
2017-09-05,39
2017-09-06,38
2017-09-07,40
2017-09-08,40
2017-09-09,40
2017-09-10,38
2017-09-11,36
2017-09-12,38
2017-09-13,38
2017-09-14,40
2017-09-15,40
2017-09-16,38
2017-09-17,38
2017-09-18,37
2017-09-19,36
2017-09-20,37
2017-09-21,36
2017-09-22,34
2017-09-23,35
2017-09-24,37
2017-09-25,37
2017-09-26,36
2017-09-27,36
2017-09-28,36
2017-09-29,36
2017-09-30,37
2017-10-01,38
2017-10-02,37
2017-10-03,35
2017-10-04,33
2017-10-05,31
2017-10-06,31
2017-10-07,30
2017-10-08,29
2017-10-09,31
2017-10-10,30
2017-10-11,30
2017-10-12,30
2017-10-13,31
2017-10-14,30
2017-10-15,30
2017-10-16,31
2017-10-17,31
2017-10-18,30
2017-10-19,32
2017-10-20,34
2017-10-21,36
2017-10-22,38
2017-10-23,38
2017-10-24,39
2017-10-25,38
2017-10-26,40
2017-10-27,40
2017-10-28,40
2017-10-29,40
2017-10-30,40
2017-10-31,42
2017-11-01,42
2017-11-02,45
2017-11-03,45
2017-11-04,43
2017-11-05,40
2017-11-06,38
2017-11-07,40
2017-11-08,40
2017-11-09,42
2017-11-10,45
2017-11-11,48
2017-11-12,51
2017-11-13,54
2017-11-14,51
2017-11-15,48
2017-11-16,45
2017-11-17,45
2017-11-18,45
2017-11-19,44
2017-11-20,43
2017-11-21,45
2017-11-22,45
2017-11-23,43
2017-11-24,44
2017-11-25,45
2017-11-26,46
2017-11-27,46
2017-11-28,46
2017-11-29,47
2017-11-30,50
2017-12-01,52
2017-12-02,49
2017-12-03,47
2017-12-04,44
2017-12-05,41
2017-12-06,42
2017-12-07,45
2017-12-08,42
2017-12-09,42
2017-12-10,44
2017-12-11,44
2017-12-12,41
2017-12-13,38
2017-12-14,37
2017-12-15,36
2017-12-16,36
2017-12-17,36
2017-12-18,34
2017-12-19,33
2017-12-20,33
2017-12-21,32
2017-12-22,32
2017-12-23,33
2017-12-24,33
2017-12-25,34
2017-12-26,35
2017-12-27,36
2017-12-28,37
2017-12-29,38
2017-12-30,37
2017-12-31,35
2018-01-01,34
2018-01-02,33
2018-01-03,32
2018-01-04,30
2018-01-05,28
2018-01-06,27
2018-01-07,29
2018-01-08,29
2018-01-09,28
2018-01-10,28
2018-01-11,29
2018-01-12,30
2018-01-13,32
2018-01-14,33
2018-01-15,33
2018-01-16,35
2018-01-17,37
2018-01-18,39
2018-01-19,40
2018-01-20,39
2018-01-21,41
2018-01-22,44
2018-01-23,45
2018-01-25,51
2018-01-26,49
2018-01-27,47
2018-01-28,48
2018-01-29,51
2018-01-30,53
2018-01-31,55
2018-02-01,55
2018-02-02,53
2018-02-03,50
2018-02-04,47
2018-02-05,44
2018-02-06,42
2018-02-07,45
2018-02-08,48
2018-02-09,48
2018-02-10,45
2018-02-11,42
2018-02-12,39
2018-02-13,39
2018-02-14,38
2018-02-15,37
2018-02-16,36
2018-02-17,38
2018-02-18,40
2018-02-19,42
2018-02-20,44
2018-02-21,45
2018-02-22,48
2018-02-23,50
2018-02-24,51
2018-02-25,49
2018-02-26,49
2018-02-27,51
2018-02-28,53
2018-03-01,55
2018-03-02,58
2018-03-03,59
2018-03-04,57
2018-03-05,58
2018-03-06,56
2018-03-07,59
2018-03-09,62
2018-03-10,65
2018-03-11,65
2018-03-12,61
2018-03-13,60
2018-03-14,62
2018-03-15,65
2018-03-16,61
2018-03-17,58
2018-03-18,55
2018-03-20,52
2018-03-21,55
2018-03-23,61
2018-03-24,65
2018-03-25,65
2018-03-26,61
2018-03-27,64
2018-03-28,61
2018-03-29,60
2018-03-30,60
2018-03-31,58
2018-04-01,57
2018-04-02,57
2018-04-03,54
2018-04-04,51
2018-04-05,48
2018-04-06,49
2018-04-07,46
2018-04-08,43
2018-04-09,42
2018-04-10,42
2018-04-11,41
2018-04-12,43
2018-04-13,43
2018-04-14,40
2018-04-15,39
2018-04-16,38
2018-04-17,39
2018-04-18,39
2018-04-19,38
2018-04-20,38
2018-04-21,38
2018-04-22,39
2018-04-23,41
2018-04-24,39
2018-04-25,40
2018-04-26,39
2018-04-27,40
2018-04-28,41
2018-04-29,41
2018-04-30,42
2018-05-01,42
2018-05-03,43
2018-05-04,42
2018-05-05,42
2018-05-07,46
2018-05-08,48
2018-05-09,49
2018-05-10,50
2018-05-11,50
2018-05-12,48
2018-05-13,49
2018-05-14,50
2018-05-15,51
2018-05-16,52
2018-05-17,54
2018-05-18,55
2018-05-19,55
2018-05-20,54
2018-05-21,52
2018-05-22,54
2018-05-23,53
2018-05-24,51
2018-05-25,51
2018-05-26,49
2018-05-27,49
2018-05-28,50
2018-05-29,48
2018-05-30,49
2018-05-31,52
2018-06-01,49
2018-06-02,46
2018-06-03,44
2018-06-04,41
2018-06-05,42
2018-06-06,43
2018-06-07,44
2018-06-08,44
2018-06-09,44
2018-06-10,42
2018-06-11,43
2018-06-12,41
2018-06-13,39
2018-06-14,37
2018-06-15,37
2018-06-16,35
2018-06-17,34
2018-06-18,35
2018-06-19,34
2018-06-20,33
2018-06-21,34
2018-06-22,34
2018-06-23,35
2018-06-24,36
2018-06-25,37
2018-06-26,37
2018-06-27,37
2018-06-28,37
2018-06-29,36
2018-06-30,36
2018-07-01,38
2018-07-02,39
2018-07-03,41
2018-07-04,42
2018-07-05,42
2018-07-06,44
2018-07-07,43
2018-07-08,41
2018-07-09,40
2018-07-10,38
2018-07-11,38
2018-07-12,37
2018-07-13,36
2018-07-14,36
2018-07-15,38
2018-07-16,39
2018-07-17,40
2018-07-18,40
2018-07-19,40
2018-07-20,40
2018-07-21,41
2018-07-22,44
2018-07-23,47
2018-07-24,50
2018-07-25,50
2018-07-26,48
2018-07-27,50
2018-07-28,48
2018-07-29,49
2018-07-30,47
2018-07-31,48
2018-08-01,50
2018-08-02,49
2018-08-03,49
2018-08-04,47
2018-08-05,45
2018-08-06,47
2018-08-07,46
2018-08-08,44
2018-08-09,42
2018-08-10,41
2018-08-11,40
2018-08-12,40
2018-08-14,42
2018-08-16,47
2018-08-17,50
2018-08-18,50
2018-08-19,52
2018-08-20,55
2018-08-21,58
2018-08-22,57
2018-08-23,55
2018-08-24,57
2018-08-25,56
2018-08-26,58
2018-08-27,57
2018-08-28,58
2018-08-29,60
2018-08-30,61
2018-08-31,64
2018-09-01,65
2018-09-02,64
2018-09-03,60
2018-09-04,57
2018-09-05,54
2018-09-06,51
2018-09-07,49
2018-09-08,49
2018-09-09,50
2018-09-10,49
2018-09-11,49
2018-09-12,50
2018-09-13,50
2018-09-14,52
2018-09-15,55
2018-09-16,58
2018-09-17,60
2018-09-18,63
2018-09-19,65
2018-09-20,69
2018-09-21,73
2018-09-22,77
2018-09-23,81
2018-09-24,85
2018-09-25,83
2018-09-26,82
2018-09-27,84
2018-09-28,88
2018-09-29,89
2018-09-30,88
2018-10-01,89
2018-10-02,88
2018-10-03,87
2018-10-04,87
2018-10-05,86
2018-10-06,83
2018-10-07,86
2018-10-08,88
2018-10-09,89
2018-10-10,84
2018-10-11,80
2018-10-12,81
2018-10-13,77
2018-10-14,76
2018-10-15,72
2018-10-16,71
2018-10-17,67
2018-10-18,67
2018-10-19,68
2018-10-20,64
2018-10-21,61
2018-10-22,58
2018-10-23,55
2018-10-24,56
2018-10-25,53
2018-10-26,50
2018-10-27,48
2018-10-28,48
2018-10-29,48
2018-10-30,47
2018-10-31,46
2018-11-01,44
2018-11-03,47
2018-11-04,47
2018-11-05,48
2018-11-06,48
2018-11-07,50
2018-11-08,52
2018-11-09,52
2018-11-10,53
2018-11-11,56
2018-11-12,56
2018-11-13,57
2018-11-14,60
2018-11-15,62
2018-11-16,63
2018-11-17,62
2018-11-18,60
2018-11-19,58
2018-11-20,57
2018-11-21,54
2018-11-22,54
2018-11-23,52
2018-11-24,52
2018-11-25,50
2018-11-26,50
2018-11-27,48
2018-11-28,45
2018-11-29,42
2018-12-01,37
2018-12-03,33
2018-12-04,32
2018-12-05,34
2018-12-07,38
2018-12-09,40
2018-12-10,42
2018-12-11,45
2018-12-12,48
2018-12-13,50
2018-12-14,52
2018-12-15,55
2018-12-16,57
2018-12-17,60
2018-12-18,63
2018-12-19,67
2018-12-20,70
2018-12-21,73
2018-12-22,74
2018-12-23,77
2018-12-24,81
2018-12-25,81
2018-12-26,76
2018-12-27,72
2018-12-28,71
2018-12-29,71
2018-12-30,71
2018-12-31,71
2019-01-01,71
2019-01-02,70
2019-01-03,72
2019-01-04,69
2019-01-05,70
2019-01-06,70
2019-01-08,66
2019-01-10,60
2019-01-11,59
2019-01-12,57
2019-01-13,55
2019-01-14,56
2019-01-15,57
2019-01-16,55
2019-01-17,54
2019-01-18,53
2019-01-19,56
2019-01-20,59
2019-01-21,62
2019-01-22,60
2019-01-23,59
2019-01-24,57
2019-01-25,59
2019-01-26,56
2019-01-27,55
2019-01-28,58
2019-01-29,59
2019-01-30,58
2019-01-31,60
2019-02-01,63
2019-02-02,62
2019-02-03,60
2019-02-04,62
2019-02-05,65
2019-02-06,61
2019-02-07,57
2019-02-08,55
2019-02-09,58
2019-02-10,58
2019-02-11,57
2019-02-12,57
2019-02-13,57
2019-02-14,58
2019-02-15,58
2019-02-16,57
2019-02-17,58
2019-02-18,57
2019-02-19,58
2019-02-20,57
2019-02-21,55
2019-02-22,56
2019-02-23,53
2019-02-24,52
2019-02-25,53
2019-02-26,51
2019-02-27,49
2019-02-28,48
2019-03-01,50
2019-03-02,52
2019-03-03,50
2019-03-04,51
2019-03-05,51
2019-03-06,49
2019-03-07,49
2019-03-08,48
2019-03-09,50
2019-03-10,50
2019-03-11,51
2019-03-12,51
2019-03-13,52
2019-03-14,50
2019-03-15,51
2019-03-16,51
2019-03-17,49
2019-03-18,48
2019-03-19,47
2019-03-20,45
2019-03-21,44
2019-03-22,45
2019-03-23,43
2019-03-24,44
2019-03-25,43
2019-03-26,45
2019-03-27,46
2019-03-28,46
2019-03-29,48
2019-03-30,49
2019-03-31,51
2019-04-01,53
2019-04-02,55
2019-04-03,54
2019-04-04,53
2019-04-05,55
2019-04-06,54
2019-04-07,55
2019-04-08,55
2019-04-09,53
2019-04-10,53
2019-04-11,52
2019-04-12,52
2019-04-13,52
2019-04-14,52
2019-04-15,51
2019-04-16,49
2019-04-17,47
2019-04-18,46
2019-04-19,45
2019-04-20,45
2019-04-21,43
2019-04-22,41
2019-04-23,42
2019-04-24,45
2019-04-25,45
2019-04-26,43
2019-04-27,40
2019-04-28,40
2019-04-29,40
2019-04-30,42
2019-05-01,45
2019-05-02,48
2019-05-03,50
2019-05-04,53
2019-05-05,56
2019-05-06,57
2019-05-07,57
2019-05-08,54
2019-05-09,51
2019-05-10,50
2019-05-11,51
2019-05-12,48
2019-05-13,45
2019-05-14,45
2019-05-15,45
2019-05-16,47
2019-05-17,45
2019-05-18,47
2019-05-19,48
2019-05-20,50
2019-05-21,47
2019-05-22,45
2019-05-23,47
2019-05-24,49
2019-05-25,47
2019-05-26,48
2019-05-27,46
2019-05-28,48
2019-05-29,50
2019-05-30,52
2019-05-31,53
2019-06-01,53
2019-06-02,54
2019-06-03,57
2019-06-04,60
2019-06-05,61
2019-06-06,58
2019-06-07,56
2019-06-08,54
2019-06-09,51
2019-06-10,51
2019-06-11,51
2019-06-12,51
2019-06-13,51
2019-06-14,51
2019-06-15,52
2019-06-16,51
2019-06-17,51
2019-06-18,52
2019-06-19,52
2019-06-20,54
2019-06-21,54
2019-06-22,57
2019-06-23,60
2019-06-24,63
2019-06-25,66
2019-06-26,64
2019-06-27,60
2019-06-28,57
2019-06-29,59
2019-06-30,57
2019-07-01,59
2019-07-02,57
2019-07-03,54
2019-07-04,54
2019-07-05,55
2019-07-06,54
2019-07-07,53
2019-07-08,53
2019-07-09,55
2019-07-10,57
2019-07-11,56
2019-07-12,56
2019-07-13,54
2019-07-14,54
2019-07-15,57
2019-07-16,56
2019-07-17,54
2019-07-18,55
2019-07-19,56
2019-07-20,54
2019-07-21,51
2019-07-22,50
2019-07-23,48
2019-07-24,47
2019-07-25,46
2019-07-26,47
2019-07-27,48
2019-07-28,48
2019-07-29,47
2019-07-30,47
2019-07-31,48
2019-08-01,48
2019-08-02,48
2019-08-03,49
2019-08-04,49
2019-08-05,48
2019-08-06,49
2019-08-07,48
2019-08-08,48
2019-08-09,47
2019-08-10,47
2019-08-11,47
2019-08-12,46
2019-08-13,45
2019-08-14,44
2019-08-15,44
2019-08-16,47
2019-08-17,48
2019-08-18,46
2019-08-19,46
2019-08-20,46
2019-08-21,48
2019-08-22,47
2019-08-23,45
2019-08-24,43
2019-08-24,43
2019-08-25,43
2019-08-25,43
2019-08-26,43
2019-08-26,43
2019-08-27,40
2019-08-27,40
2019-08-28,42
2019-08-29,41
2019-08-30,41
