date_obj,Pyrophosphite price
2018-05-13,40
2018-05-14,41
2018-05-15,41
2018-05-16,41
2018-05-17,41
2018-05-18,41
2018-05-19,41
2018-05-20,42
2018-05-21,42
2018-05-22,42
2018-05-23,42
2018-05-24,42
2018-05-25,42
2018-05-26,41
2018-05-27,41
2018-05-28,41
2018-05-29,41
2018-05-30,41
2018-05-31,41
2018-06-01,38
2018-06-02,38
2018-06-03,38
2018-06-04,38
2018-06-05,38
2018-06-06,37
2018-06-07,37
2018-06-08,37
2018-06-09,37
2018-06-10,37
2018-06-11,37
2018-06-12,37
2018-06-13,37
2018-06-14,37
2018-06-15,37
2018-06-16,37
2018-06-17,37
2018-06-18,37
2018-06-19,36
2018-06-20,36
2018-06-21,36
2018-06-22,36
2018-06-23,36
2018-06-24,36
2018-06-25,37
2018-06-26,37
2018-06-27,37
2018-06-28,37
2018-06-29,37
2018-06-30,37
2018-07-01,37
2018-07-02,37
2018-07-03,37
2018-07-04,37
2018-07-05,37
2018-07-06,37
2018-07-07,37
2018-07-08,37
2018-07-09,37
2018-07-10,37
2018-07-11,37
2018-07-12,37
2018-07-13,37
2018-07-14,37
2018-07-15,37
2018-07-16,38
2018-07-17,38
2018-07-18,38
2018-07-19,38
2018-07-20,38
2018-07-21,39
2018-07-22,39
2018-07-23,39
2018-07-24,39
2018-07-25,39
2018-07-26,38
2018-07-27,38
2018-07-28,38
2018-07-29,38
2018-07-30,36
2018-07-31,36
2018-08-01,36
2018-08-02,36
2018-08-03,34
2018-08-04,34
2018-08-05,34
2018-08-06,34
2018-08-07,32
2018-08-08,32
2018-08-09,32
2018-08-10,32
2018-08-11,31
2018-08-12,31
2018-08-14,31
2018-08-16,29
2018-08-17,29
2018-08-18,29
2018-08-19,29
2018-08-20,29
2018-08-21,29
2018-08-22,29
2018-08-23,29
2018-08-24,29
2018-08-25,27
2018-08-26,27
2018-08-27,27
2018-08-28,27
2018-08-29,27
2018-08-30,27
2018-08-31,26
2018-09-01,26
2018-09-02,26
2018-09-03,26
2018-09-04,25
2018-09-05,25
2018-09-06,25
2018-09-07,25
2018-09-08,25
2018-09-09,25
2018-09-10,25
2018-09-11,25
2018-09-12,25
2018-09-13,24
2018-09-14,24
2018-09-15,24
2018-09-16,24
2018-09-17,24
2018-09-18,24
2018-09-19,24
2018-09-20,24
2018-09-21,24
2018-09-22,25
2018-09-23,25
2018-09-24,25
2018-09-25,25
2018-09-26,25
2018-09-27,27
2018-09-28,27
2018-09-29,27
2018-09-30,27
2018-10-02,27
2018-10-03,27
2018-10-04,27
2018-10-05,27
2018-10-06,27
2018-10-07,27
2018-10-08,25
2018-10-09,25
2018-10-10,25
2018-10-11,25
2018-10-12,26
2018-10-13,26
2018-10-14,26
2018-10-15,26
2018-10-16,25
2018-10-17,25
2018-10-18,25
2018-10-19,25
2018-10-20,26
2018-10-21,26
2018-10-22,26
2018-10-23,26
2018-10-24,26
2018-10-25,26
2018-10-26,26
2018-10-27,26
2018-10-28,25
2018-10-29,25
2018-10-30,25
2018-10-31,25
2018-11-01,24
2018-11-03,24
2018-11-04,24
2018-11-05,23
2018-11-06,23
2018-11-07,23
2018-11-08,23
2018-11-09,25
2018-11-10,25
2018-11-11,25
2018-11-12,27
2018-11-13,27
2018-11-14,27
2018-11-15,29
2018-11-16,29
2018-11-17,29
2018-11-18,30
2018-11-19,30
2018-11-20,30
2018-11-21,31
2018-11-22,31
2018-11-23,31
2018-11-24,32
2018-11-25,32
2018-11-26,32
2018-11-27,32
2018-11-28,32
2018-11-29,32
2018-12-01,33
2018-12-02,34
2018-12-03,34
2018-12-04,34
2018-12-05,36
2018-12-07,36
2018-12-09,36
2018-12-10,36
2018-12-11,35
2018-12-12,35
2018-12-13,34
2018-12-14,34
2018-12-15,34
2018-12-16,34
2018-12-17,34
2018-12-18,34
2018-12-19,33
2018-12-20,33
2018-12-21,33
2018-12-22,31
2018-12-23,31
2018-12-24,29
2018-12-25,29
2018-12-26,29
2018-12-27,29
2018-12-28,29
2018-12-29,30
2018-12-30,30
2018-12-31,30
2019-01-01,29
2019-01-02,29
2019-01-03,29
2019-01-04,30
2019-01-05,30
2019-01-06,32
2019-01-08,32
2019-01-10,34
2019-01-11,36
2019-01-12,36
2019-01-13,38
2019-01-14,38
2019-01-15,40
2019-01-16,40
2019-01-17,42
2019-01-18,42
2019-01-19,44
2019-01-20,44
2019-01-21,44
2019-01-22,47
2019-01-23,47
2019-01-24,47
2019-01-25,50
2019-01-26,50
2019-01-27,53
2019-01-28,53
2019-01-29,56
2019-01-30,56
2019-01-31,57
2019-02-01,57
2019-02-02,60
2019-02-03,60
2019-02-04,62
2019-02-05,62
2019-02-06,63
2019-02-07,63
2019-02-08,67
2019-02-09,67
2019-02-10,71
2019-02-11,71
2019-02-12,71
2019-02-13,75
2019-02-14,75
2019-02-15,75
2019-02-16,79
2019-02-17,79
2019-02-18,82
2019-02-19,82
2019-02-20,82
2019-02-21,82
2019-02-22,82
2019-02-23,82
2019-02-24,87
2019-02-25,87
2019-02-26,92
2019-02-27,92
2019-02-28,92
2019-03-01,92
2019-03-02,96
2019-03-03,96
2019-03-04,101
2019-03-05,101
2019-03-06,106
2019-03-07,106
2019-03-08,106
2019-03-09,110
2019-03-10,110
2019-03-11,112
2019-03-12,112
2019-03-13,112
2019-03-14,112
2019-03-15,108
2019-03-16,108
2019-03-17,110
2019-03-18,110
2019-03-19,110
2019-03-20,109
2019-03-21,109
2019-03-22,109
2019-03-23,105
2019-03-24,105
2019-03-25,100
2019-03-26,100
2019-03-27,98
2019-03-28,98
2019-03-29,100
2019-03-30,100
2019-03-31,100
2019-04-01,99
2019-04-02,99
2019-04-03,96
2019-04-04,96
2019-04-05,92
2019-04-06,92
2019-04-07,92
2019-04-08,88
2019-04-09,88
2019-04-10,88
2019-04-11,84
2019-04-12,84
2019-04-13,81
2019-04-14,81
2019-04-15,81
2019-04-16,82
2019-04-17,82
2019-04-18,82
2019-04-19,78
2019-04-20,78
2019-04-21,78
2019-04-22,74
2019-04-23,74
2019-04-24,76
2019-04-25,76
2019-04-26,77
2019-04-27,77
2019-04-28,77
2019-04-29,80
2019-04-30,80
2019-05-01,80
2019-05-02,81
2019-05-03,81
2019-05-04,77
2019-05-05,77
2019-05-06,77
2019-05-07,74
2019-05-08,74
2019-05-09,74
2019-05-10,73
2019-05-11,73
2019-05-12,73
2019-05-13,71
2019-05-14,71
2019-05-15,71
2019-05-16,67
2019-05-17,67
2019-05-18,64
2019-05-19,64
2019-05-20,64
2019-05-21,64
2019-05-22,64
2019-05-23,64
2019-05-24,64
2019-05-25,64
2019-05-26,64
2019-05-27,63
2019-05-28,63
2019-05-29,61
2019-05-30,61
2019-05-31,61
2019-06-01,61
2019-06-02,61
2019-06-03,61
2019-06-04,62
2019-06-05,62
2019-06-06,62
2019-06-07,59
2019-06-08,59
2019-06-09,57
2019-06-10,57
2019-06-11,57
2019-06-12,56
2019-06-13,56
2019-06-14,59
2019-06-15,59
2019-06-16,59
2019-06-17,59
2019-06-18,59
2019-06-19,59
2019-06-20,59
2019-06-21,59
2019-06-22,59
2019-06-23,60
2019-06-24,60
2019-06-25,60
2019-06-26,60
2019-06-27,60
2019-06-28,60
2019-06-29,59
2019-06-30,59
2019-07-01,59
2019-07-02,58
2019-07-03,58
2019-07-04,58
2019-07-05,57
2019-07-06,57
2019-07-07,57
2019-07-08,57
2019-07-09,57
2019-07-10,57
2019-07-11,57
2019-07-12,57
2019-07-13,57
2019-07-14,56
2019-07-15,56
2019-07-16,56
2019-07-17,56
2019-07-18,56
2019-07-19,56
2019-07-20,54
2019-07-21,54
2019-07-22,54
2019-07-23,54
2019-07-24,54
2019-07-25,54
2019-07-26,54
2019-07-27,52
2019-07-28,52
2019-07-29,52
2019-07-30,54
2019-07-31,54
2019-08-01,54
2019-08-02,55
2019-08-03,55
2019-08-04,55
2019-08-05,56
2019-08-06,56
2019-08-07,56
2019-08-08,58
2019-08-09,58
2019-08-10,58
2019-08-11,60
2019-08-12,60
2019-08-13,60
2019-08-14,59
2019-08-15,59
2019-08-16,60
2019-08-17,60
2019-08-18,60
2019-08-19,62
2019-08-20,62
2019-08-21,62
2019-08-22,64
2019-08-23,64
2019-08-24,64
2019-08-24,64
2019-08-25,61
2019-08-25,61
2019-08-26,61
2019-08-26,61
2019-08-27,61
2019-08-27,61
2019-08-28,65
2019-08-29,65
2019-08-30,65
2019-08-31,64
2019-09-01,64
2019-09-02,64
2019-09-03,66
2019-09-04,66
2019-09-05,66
2019-09-06,66
2019-09-07,70
2019-09-08,70
2019-09-09,70
2019-09-10,74
2019-09-11,74
2019-09-12,74
2019-09-13,76
2019-09-14,76
2019-09-15,76
2019-09-16,78
2019-09-17,78
2019-09-18,78
2019-09-19,81
2019-09-20,81
2019-09-21,81
2019-09-22,85
2019-09-23,85
2019-09-24,85
2019-09-25,90
2019-09-26,90
2019-09-27,90
2019-09-28,95
2019-09-29,95
2019-09-30,95
2019-10-01,100
2019-10-02,100
2019-10-03,100
2019-10-04,100
2019-10-05,105
2019-10-06,105
2019-10-07,111
2019-10-08,111
2019-10-09,111
2019-10-10,117
2019-10-11,117
2019-10-12,117
2019-10-13,116
2019-10-14,116
2019-10-15,116
2019-10-16,121
2019-10-17,121
2019-10-18,121
2019-10-19,124
2019-10-20,124
2019-10-21,124
2019-10-22,121
2019-10-23,121
2019-10-24,121
2019-10-25,122
2019-10-26,122
2019-10-27,122
2019-10-28,118
2019-10-29,118
2019-10-30,118
2019-10-31,112
2019-11-01,112
2019-11-02,106
2019-11-03,106
2019-11-04,106
2019-11-05,106
2019-11-06,106
2019-11-07,103
2019-11-08,103
2019-11-09,103
2019-11-10,100
2019-11-11,100
2019-11-12,97
2019-11-13,97
2019-11-14,97
2019-11-15,94
2019-11-16,94
2019-11-17,94
2019-11-18,93
2019-11-19,93
2019-11-20,93
2019-11-21,93
2019-11-22,96
2019-11-23,96
2019-11-24,96
2019-11-25,95
2019-11-26,95
2019-11-27,95
2019-11-28,95
2019-11-29,98
2019-11-30,98
2019-12-01,98
2019-12-02,97
2019-12-03,97
2019-12-04,97
2019-12-05,97
2019-12-06,98
2019-12-07,98
2019-12-08,98
2019-12-09,96
2019-12-10,96
2019-12-11,96
2019-12-12,99
2019-12-13,99
2019-12-14,99
2019-12-15,101
2019-12-16,101
2019-12-17,101
2019-12-18,100
2019-12-19,100
2019-12-20,100
2019-12-21,101
2019-12-22,101
2019-12-23,101
2019-12-24,103
2019-12-25,103
2019-12-26,103
2019-12-27,109
2019-12-28,109
2019-12-29,109
2019-12-30,115
2019-12-31,115
2020-01-01,115
2020-01-02,114
2020-01-03,114
2020-01-04,114
2020-01-05,112
2020-01-06,112
2020-01-07,109
2020-01-08,109
2020-01-09,109
2020-01-10,108
2020-01-11,108
2020-01-12,110
2020-01-13,110
2020-01-14,110
2020-01-15,108
2020-01-16,108
2020-01-17,108
2020-01-18,110
2020-01-19,110
2020-01-20,111
2020-01-21,111
2020-01-22,111
2020-01-23,110
2020-01-24,110
2020-01-25,110
2020-01-26,105
2020-01-27,105
2020-01-28,104
2020-01-29,104
2020-01-30,101
2020-01-31,101
2020-02-01,96
2020-02-02,96
2020-02-03,99
2020-02-04,99
2020-02-05,99
2020-02-06,100
2020-02-07,100
2020-02-08,96
2020-02-09,96
2020-02-10,92
2020-02-11,92
2020-02-12,88
2020-02-13,88
2020-02-14,83
2020-02-15,83
2020-02-16,78
2020-02-17,78
2020-02-18,75
2020-02-19,75
2020-02-20,73
2020-02-21,73
2020-02-22,70
2020-02-23,70
2020-02-24,68
2020-02-25,68
2020-02-26,67
2020-02-27,67
2020-02-28,63
2020-02-29,63
2020-03-01,61
2020-03-02,61
2020-03-03,59
2020-03-04,59
2020-03-05,59
2020-03-06,61
2020-03-07,61
2020-03-08,61
2020-03-09,60
2020-03-10,60
2020-03-11,62
2020-03-12,62
2020-03-13,64
2020-03-14,64
2020-03-15,66
2020-03-16,66
2020-03-17,66
2020-03-18,66
2020-03-19,67
2020-03-20,67
2020-03-21,64
2020-03-22,64
2020-03-23,64
2020-03-24,64
2020-03-25,66
2020-03-26,66
2020-03-27,70
2020-03-28,70
2020-03-29,73
2020-03-30,73
2020-03-31,70
2020-04-01,70
2020-04-02,69
2020-04-03,69
2020-04-04,68
2020-04-05,68
2020-04-06,66
2020-04-07,66
2020-04-08,64
2020-04-09,64
2020-04-10,62
2020-04-11,60
2020-04-12,60
2020-04-13,58
2020-04-14,58
2020-04-15,58
2020-04-16,58
2020-04-17,56
2020-04-18,54
2020-04-19,52
2020-04-20,52
2020-04-21,52
2020-04-22,51
2020-04-23,51
2020-04-24,53
2020-04-25,53
2020-04-26,55
2020-04-27,57
2020-04-28,58
2020-04-29,58
2020-04-30,61
2020-05-01,61
2020-05-02,64
2020-05-03,65
2020-05-04,65
2020-05-05,67
2020-05-06,67
2020-05-07,67
2020-05-08,71
2020-05-09,71
2020-05-10,71
2020-05-11,71
2020-05-12,71
2020-05-13,73
