date_obj,Chisel price
2015-10-16,172
2015-10-17,172
2015-10-18,177
2015-10-19,185
2015-10-20,194
2015-10-22,204
2015-10-23,211
2015-10-24,211
2015-10-25,214
2015-10-26,218
2015-10-27,218
2015-10-29,220
2015-10-30,220
2015-10-31,216
2015-11-01,216
2015-11-02,220
2015-11-03,220
2015-11-04,214
2015-11-05,210
2015-11-06,210
2015-11-07,213
2015-11-08,213
2015-11-09,212
2015-11-10,212
2015-11-11,203
2015-11-12,203
2015-11-13,192
2015-11-14,182
2015-11-15,172
2015-11-16,172
2015-11-17,163
2015-11-18,154
2015-11-19,146
2015-11-20,138
2015-11-21,138
2015-11-22,133
2015-11-23,133
2015-11-24,136
2015-11-25,136
2015-11-26,136
2015-11-27,142
2015-11-28,147
2015-11-29,151
2015-11-30,154
2015-12-01,154
2015-12-02,160
2015-12-03,165
2015-12-04,165
2015-12-05,161
2015-12-06,162
2015-12-07,162
2015-12-08,163
2015-12-09,165
2015-12-10,167
2015-12-11,169
2015-12-12,170
2015-12-13,164
2015-12-14,164
2015-12-15,157
2015-12-16,158
2015-12-17,158
2015-12-18,162
2015-12-19,165
2015-12-20,159
2015-12-21,162
2015-12-22,158
2015-12-23,150
2015-12-24,142
2015-12-25,134
2015-12-26,127
2015-12-27,120
2015-12-28,114
2015-12-29,108
2015-12-30,102
2015-12-31,96
2016-01-01,93
2016-01-02,93
2016-01-03,93
2016-01-04,92
2016-01-05,87
2016-01-06,90
2016-01-07,88
2016-01-08,84
2016-01-09,85
2016-01-10,83
2016-01-11,87
2016-01-12,89
2016-01-13,90
2016-01-14,89
2016-01-15,93
2016-01-16,96
2016-01-17,98
2016-01-18,98
2016-01-19,99
2016-01-20,100
2016-01-21,100
2016-01-22,102
2016-01-23,105
2016-01-24,106
2016-01-25,108
2016-01-26,103
2016-01-27,99
2016-01-28,99
2016-01-29,97
2016-01-30,97
2016-01-31,92
2016-02-01,87
2016-02-02,82
2016-02-03,77
2016-02-04,75
2016-02-05,71
2016-02-06,69
2016-02-07,69
2016-02-08,72
2016-02-09,71
2016-02-10,73
2016-02-11,73
2016-02-12,74
2016-02-13,73
2016-02-14,73
2016-02-15,73
2016-02-16,73
2016-02-17,72
2016-02-18,72
2016-02-19,71
2016-02-20,69
2016-02-21,68
2016-02-22,68
2016-02-23,68
2016-02-24,68
2016-02-25,69
2016-02-26,69
2016-02-27,70
2016-02-28,74
2016-02-29,77
2016-03-01,80
2016-03-02,83
2016-03-03,84
2016-03-04,85
2016-03-05,86
2016-03-06,88
2016-03-07,89
2016-03-08,88
2016-03-09,90
2016-03-10,92
2016-03-11,91
2016-03-12,94
2016-03-13,97
2016-03-14,99
2016-03-15,101
2016-03-16,100
2016-03-17,101
2016-03-18,102
2016-03-19,102
2016-03-20,100
2016-03-21,97
2016-03-22,99
2016-03-23,99
2016-03-24,99
2016-03-25,101
2016-03-26,99
2016-03-27,95
2016-03-28,96
2016-03-29,96
2016-03-30,96
2016-03-31,95
2016-04-01,96
2016-04-02,99
2016-04-03,101
2016-04-04,103
2016-04-05,102
2016-04-06,101
2016-04-07,96
2016-04-08,95
2016-04-09,94
2016-04-10,89
2016-04-11,89
2016-04-12,84
2016-04-13,79
2016-04-14,77
2016-04-15,73
2016-04-16,70
2016-04-17,70
2016-04-18,66
2016-04-19,62
2016-04-20,58
2016-04-21,55
2016-04-22,55
2016-04-23,53
2016-04-24,52
2016-04-25,54
2016-04-26,55
2016-04-27,54
2016-04-28,53
2016-04-29,54
2016-04-30,55
2016-05-01,56
2016-05-02,58
2016-05-03,60
2016-05-04,63
2016-05-05,66
2016-05-06,66
2016-05-07,69
2016-05-08,70
2016-05-09,68
2016-05-10,65
2016-05-11,63
2016-05-12,64
2016-05-13,62
2016-05-14,60
2016-05-15,59
2016-05-16,60
2016-05-17,60
2016-05-18,59
2016-05-19,61
2016-05-22,64
2016-05-23,67
2016-05-24,70
2016-05-25,70
2016-05-26,71
2016-05-27,73
2016-05-28,73
2016-05-29,75
2016-05-30,75
2016-05-31,74
2016-06-01,75
2016-06-02,73
2016-06-03,74
2016-06-04,74
2016-06-05,74
2016-06-06,73
2016-06-07,73
2016-06-08,74
2016-06-09,77
2016-06-10,80
2016-06-11,81
2016-06-12,82
2016-06-13,81
2016-06-14,82
2016-06-15,77
2016-06-16,75
2016-06-17,76
2016-06-18,79
2016-06-19,79
2016-06-20,79
2016-06-21,79
2016-06-22,79
2016-06-23,76
2016-06-24,75
2016-06-25,76
2016-06-26,77
2016-06-27,79
2016-06-28,78
2016-06-29,78
2016-06-30,78
2016-07-01,79
2016-07-02,81
2016-07-03,82
2016-07-04,85
2016-07-05,83
2016-07-06,84
2016-07-07,81
2016-07-08,80
2016-07-09,81
2016-07-10,82
2016-07-11,82
2016-07-12,81
2016-07-13,78
2016-07-14,77
2016-07-15,78
2016-07-16,77
2016-07-17,79
2016-07-18,80
2016-07-23,79
2016-07-24,80
2016-07-25,82
2016-07-26,84
2016-07-27,84
2016-07-28,84
2016-07-29,85
2016-07-30,86
2016-07-31,86
2016-08-01,86
2016-08-02,86
2016-08-03,88
2016-08-04,90
2016-08-05,89
2016-08-06,89
2016-08-07,91
2016-08-08,91
2016-08-09,93
2016-08-10,96
2016-08-11,98
2016-08-12,100
2016-08-13,96
2016-08-14,95
2016-08-15,97
2016-08-16,98
2016-08-17,100
2016-08-18,99
2016-08-19,99
2016-08-20,96
2016-08-21,95
2016-08-22,94
2016-08-23,90
2016-08-24,91
2016-08-25,91
2016-08-26,91
2016-08-28,96
2016-08-31,98
2016-09-01,100
2016-09-02,100
2016-09-03,101
2016-09-04,102
2016-09-05,101
2016-09-06,97
2016-09-07,97
2016-09-08,97
2016-09-09,97
2016-09-10,98
2016-09-11,98
2016-09-12,94
2016-09-13,93
2016-09-14,93
2016-09-15,94
2016-09-16,94
2016-09-17,94
2016-09-18,95
2016-09-19,98
2016-09-20,98
2016-09-21,99
2016-09-22,99
2016-09-23,99
2016-09-24,99
2016-09-25,99
2016-09-26,99
2016-09-27,99
2016-09-28,98
2016-09-29,98
2016-09-30,98
2016-10-01,99
2016-10-02,99
2016-10-03,98
2016-10-04,96
2016-10-05,96
2016-10-06,96
2016-10-07,95
2016-10-08,94
2016-10-09,94
2016-10-10,91
2016-10-11,93
2016-10-12,90
2016-10-13,89
2016-10-14,90
2016-10-15,89
2016-10-16,91
2016-10-17,89
2016-10-18,88
2016-10-19,85
2016-10-20,84
2016-10-21,85
2016-10-22,85
2016-10-23,86
2016-10-24,81
2016-10-25,81
2016-10-26,77
2016-10-27,75
2016-10-28,75
2016-10-29,74
2016-10-30,75
2016-10-31,74
2016-11-01,74
2016-11-02,74
2016-11-03,74
2016-11-04,75
2016-11-05,75
2016-11-06,75
2016-11-07,75
2016-11-08,75
2016-11-09,74
2016-11-10,74
2016-11-11,74
2016-11-12,73
2016-11-13,74
2016-11-14,75
2016-11-15,74
2016-12-07,59
2016-12-08,57
2016-12-09,56
2016-12-10,57
2016-12-11,59
2016-12-12,60
2016-12-13,60
2016-12-14,59
2016-12-15,59
2016-12-16,61
2016-12-17,58
2016-12-18,55
2016-12-19,53
2016-12-20,54
2016-12-21,55
2016-12-22,57
2016-12-23,58
2016-12-24,59
2016-12-25,58
2016-12-26,58
2016-12-27,58
2016-12-28,56
2016-12-29,57
2016-12-30,57
2016-12-31,59
2017-01-01,60
2017-01-02,61
2017-01-03,62
2017-01-04,65
2017-01-05,67
2017-01-06,68
2017-01-07,69
2017-01-08,70
2017-01-09,72
2017-01-10,72
2017-01-11,74
2017-01-12,75
2017-01-13,77
2017-01-14,79
2017-01-15,79
2017-01-16,80
2017-01-17,81
2017-01-18,82
2017-01-19,82
2017-01-20,85
2017-01-21,87
2017-01-22,90
2017-01-23,92
2017-01-27,98
2017-01-28,99
2017-01-29,100
2017-01-30,100
2017-01-31,98
2017-02-01,99
2017-02-02,100
2017-02-03,99
2017-02-04,98
2017-02-05,100
2017-02-06,96
2017-02-07,96
2017-02-08,97
2017-02-09,97
2017-02-10,93
2017-02-11,88
2017-02-12,86
2017-02-13,83
2017-02-14,83
2017-02-15,85
2017-02-16,83
2017-02-18,82
2017-02-19,79
2017-02-20,76
2017-02-21,77
2017-02-22,75
2017-02-23,75
2017-02-24,76
2017-02-25,76
2017-02-26,78
2017-02-27,79
2017-02-28,78
2017-03-01,74
2017-03-02,71
2017-03-03,71
2017-03-04,74
2017-03-05,74
2017-03-06,76
2017-03-07,78
2017-03-08,81
2017-03-09,84
2017-03-10,84
2017-03-11,87
2017-03-12,91
2017-03-13,94
2017-03-14,98
2017-03-15,101
2017-03-16,105
2017-03-17,107
2017-03-18,104
2017-03-19,103
2017-03-20,97
2017-03-21,97
2017-03-22,97
2017-03-23,98
2017-03-24,100
2017-03-25,100
2017-03-26,101
2017-03-27,101
2017-03-28,105
2017-03-29,102
2017-03-30,98
2017-03-31,93
2017-04-01,90
2017-04-02,87
2017-04-03,82
2017-04-04,79
2017-04-12,74
2017-04-13,75
2017-04-14,76
2017-04-15,76
2017-04-16,77
2017-04-17,79
2017-04-18,82
2017-04-19,86
2017-04-20,90
2017-04-21,92
2017-04-22,94
2017-04-23,95
2017-04-24,90
2017-04-25,85
2017-04-26,88
2017-04-27,90
2017-04-28,92
2017-04-29,93
2017-04-30,94
2017-05-01,97
2017-05-02,96
2017-05-03,96
2017-05-04,97
2017-05-05,99
2017-05-06,102
2017-05-07,105
2017-05-08,104
2017-05-09,103
2017-05-10,107
2017-05-11,109
2017-05-12,109
2017-05-13,107
2017-05-14,101
2017-05-15,95
2017-05-16,90
2017-05-17,85
2017-05-18,80
2017-05-19,76
2017-05-20,73
2017-05-21,73
2017-05-22,75
2017-05-23,78
2017-05-24,80
2017-05-25,82
2017-05-26,83
2017-05-27,86
2017-05-28,88
2017-05-29,90
2017-05-30,87
2017-05-31,83
2017-06-01,85
2017-06-02,83
2017-06-03,87
2017-06-04,91
2017-06-05,94
2017-06-06,96
2017-06-07,91
2017-06-08,86
2017-06-09,83
2017-06-10,82
2017-06-11,84
2017-06-12,79
2017-06-13,75
2017-06-14,71
2017-06-15,69
2017-06-16,69
2017-06-17,69
2017-06-18,67
2017-06-19,67
2017-06-20,68
2017-06-21,69
2017-06-22,69
2017-06-23,69
2017-06-24,69
2017-06-25,68
2017-06-26,68
2017-06-27,68
2017-06-28,68
2017-06-29,67
2017-06-30,68
2017-07-01,68
2017-07-02,68
2017-07-03,67
2017-07-04,66
2017-07-05,66
2017-07-06,65
2017-07-07,65
2017-07-08,67
2017-07-13,59
2017-07-14,57
2017-07-15,58
2017-07-16,58
2017-07-17,57
2017-07-18,57
2017-07-19,56
2017-07-20,53
2017-07-21,50
2017-07-22,47
2017-07-23,44
2017-07-24,41
2017-07-25,38
2017-07-26,36
2017-07-27,34
2017-07-28,32
2017-07-29,30
2017-07-30,28
2017-07-31,26
2017-08-01,24
2017-08-02,22
2017-08-03,20
2017-08-04,19
2017-08-05,18
2017-08-06,18
2017-08-09,15
2017-08-10,14
2017-08-11,14
2017-08-12,14
2017-08-13,14
2017-08-14,14
2017-08-15,14
2017-08-16,14
2017-08-17,15
2017-08-18,15
2017-08-19,16
2017-08-20,16
2017-08-21,16
2017-08-22,15
2017-08-23,15
2017-08-24,15
2017-08-25,15
2017-08-26,15
2017-08-27,15
2017-08-28,15
2017-08-29,15
2017-08-30,15
2017-08-31,15
2017-09-01,15
2017-09-02,15
2017-09-03,15
2017-09-04,15
2017-09-05,14
2017-09-06,14
2017-09-07,14
2017-09-08,14
2017-09-09,15
2017-09-10,15
2017-09-11,15
2017-09-12,15
2017-09-13,15
2017-09-14,15
2017-09-15,15
2017-09-16,15
2017-09-17,15
2017-09-18,15
2017-09-19,15
2017-09-20,15
2017-09-21,15
2017-09-22,15
2017-09-23,15
2017-09-24,15
2017-09-25,15
2017-09-26,15
2017-09-27,15
2017-09-28,15
2017-09-29,16
2017-09-30,17
2017-10-01,18
2017-10-02,18
2017-10-03,19
2017-10-04,20
2017-10-05,20
2017-10-06,21
2017-10-07,23
2017-10-08,25
2017-10-09,27
2017-10-10,29
2017-10-11,29
2017-10-12,30
2017-10-13,32
2017-10-14,34
2017-10-15,36
2017-10-16,38
2017-10-17,38
2017-10-18,39
2017-10-19,41
2017-10-20,43
2017-10-21,46
2017-10-22,49
2017-10-23,49
2017-10-24,50
2017-10-25,50
2017-10-26,51
2017-10-27,49
2017-10-28,49
2017-10-29,47
2017-10-30,44
2017-10-31,42
2017-11-01,42
2017-11-02,43
2017-11-03,43
2017-11-04,43
2017-11-05,45
2017-11-06,47
2017-11-07,49
2017-11-08,52
2017-11-09,54
2017-11-10,54
2017-11-11,56
2017-11-12,58
2017-11-13,61
2017-11-14,64
2017-11-15,67
2017-11-16,69
2017-11-17,72
2017-11-18,74
2017-11-19,75
2017-11-20,78
2017-11-21,81
2017-11-22,85
2017-11-23,89
2017-11-24,91
2017-11-25,91
2017-11-26,93
2017-11-27,93
2017-11-28,92
2017-11-29,95
2017-11-30,95
2017-12-01,94
2017-12-02,90
2017-12-03,91
2017-12-04,90
2017-12-05,89
2017-12-06,84
2017-12-07,84
2017-12-08,84
2017-12-09,86
2017-12-10,86
2017-12-11,83
2017-12-12,85
2017-12-13,89
2017-12-14,91
2017-12-15,92
2017-12-16,90
2017-12-17,89
2017-12-18,91
2017-12-19,87
2017-12-20,84
2017-12-21,84
2017-12-22,86
2017-12-23,89
2017-12-24,93
2017-12-25,95
2017-12-26,95
2017-12-27,93
2017-12-28,91
2017-12-29,88
2017-12-30,84
2017-12-31,79
2018-01-01,78
2018-01-02,77
2018-01-03,78
2018-01-04,79
2018-01-05,78
2018-01-06,75
2018-01-07,71
2018-01-08,67
2018-01-09,63
2018-01-10,59
2018-01-11,56
2018-01-12,53
2018-01-13,52
2018-01-14,54
2018-01-15,54
2018-01-16,54
2018-01-17,54
2018-01-18,51
2018-01-19,51
2018-01-20,48
2018-01-21,45
2018-01-22,47
2018-01-23,49
2018-01-24,51
2018-01-25,53
2018-01-26,56
2018-01-27,58
2018-01-28,61
2018-01-29,62
2018-01-30,65
2018-01-31,68
2018-02-01,71
2018-02-02,73
2018-02-03,76
2018-02-04,76
2018-02-05,77
2018-02-06,80
2018-02-07,80
2018-02-08,82
2018-02-09,78
2018-02-10,74
2018-02-11,70
2018-02-12,66
2018-02-13,66
2018-02-14,62
2018-02-15,58
2018-02-16,55
2018-02-17,56
2018-02-18,58
2018-02-19,60
2018-02-20,63
2018-02-21,67
2018-02-22,70
2018-02-23,72
2018-02-24,74
2018-02-25,76
2018-02-26,78
2018-02-27,82
2018-02-28,86
2018-03-01,90
2018-03-02,87
2018-03-03,92
2018-03-04,97
2018-03-05,100
2018-03-06,95
2018-03-07,90
2018-03-08,89
2018-03-09,93
2018-03-10,95
2018-03-11,96
2018-03-12,97
2018-03-13,100
2018-03-14,104
2018-03-15,108
2018-03-16,112
2018-03-17,114
2018-03-18,115
2018-03-20,114
2018-03-21,114
2018-03-23,116
2018-03-24,117
2018-03-25,113
2018-03-26,113
2018-03-27,115
2018-03-28,115
2018-03-29,113
2018-03-30,114
2018-03-31,116
2018-04-02,116
2018-04-03,118
2018-04-04,113
2018-04-05,111
2018-04-06,109
2018-04-07,105
2018-04-08,106
2018-04-09,102
2018-04-10,96
2018-04-11,91
2018-04-12,90
2018-04-13,88
2018-04-14,89
2018-04-15,89
2018-04-16,89
2018-04-17,87
2018-04-18,83
2018-04-19,81
2018-04-20,83
2018-04-21,83
2018-04-22,85
2018-04-23,86
2018-04-24,84
2018-04-25,79
2018-04-26,77
2018-04-27,73
2018-04-28,70
2018-04-29,71
2018-04-30,72
2018-05-01,74
2018-05-03,80
2018-05-04,84
2018-05-05,89
2018-05-07,89
2018-05-08,87
2018-05-09,86
2018-05-10,89
2018-05-11,91
2018-05-12,94
2018-05-13,92
2018-05-14,92
2018-05-15,92
2018-05-16,92
2018-05-17,95
2018-05-18,95
2018-05-19,91
2018-05-20,95
2018-05-21,99
2018-05-22,101
2018-05-23,105
2018-05-24,107
2018-05-25,107
2018-05-26,107
2018-05-27,112
2018-05-28,109
2018-05-29,104
2018-05-30,99
2018-05-31,97
2018-06-01,93
2018-06-02,89
2018-06-03,87
2018-06-04,90
2018-06-05,89
2018-06-06,91
2018-06-07,87
2018-06-08,88
2018-06-09,91
2018-06-10,93
2018-06-11,96
2018-06-12,94
2018-06-13,94
2018-06-14,90
2018-06-15,86
2018-06-16,87
2018-06-17,88
2018-06-18,88
2018-06-19,88
2018-06-20,86
2018-06-21,84
2018-06-22,79
2018-06-23,79
2018-06-24,77
2018-06-25,76
2018-06-26,74
2018-06-27,75
2018-06-28,79
2018-06-29,81
2018-06-30,78
2018-07-01,77
2018-07-02,78
2018-07-03,79
2018-07-04,81
2018-07-05,81
2018-07-06,81
2018-07-07,84
2018-07-08,85
2018-07-09,87
2018-07-10,87
2018-07-11,85
2018-07-12,80
2018-07-13,77
2018-07-14,73
2018-07-15,69
2018-07-16,66
2018-07-17,63
2018-07-18,59
2018-07-19,56
2018-07-20,53
2018-07-21,50
2018-07-22,47
2018-07-23,47
2018-07-24,49
2018-07-25,51
2018-07-26,53
2018-07-27,54
2018-07-28,53
2018-07-29,53
2018-07-30,54
2018-07-31,56
2018-08-01,58
2018-08-02,61
2018-08-03,65
2018-08-04,69
2018-08-05,73
2018-08-06,77
2018-08-07,81
2018-08-08,85
2018-08-09,83
2018-08-10,85
2018-08-11,82
2018-08-12,84
2018-08-14,88
2018-08-16,95
2018-08-17,98
2018-08-18,97
2018-08-19,94
2018-08-20,89
2018-08-21,86
2018-08-22,87
2018-08-23,86
2018-08-24,86
2018-08-25,87
2018-08-26,91
2018-08-27,95
2018-08-28,95
2018-08-29,100
2018-08-30,103
2018-08-31,109
2018-09-01,115
2018-09-02,117
2018-09-03,118
2018-09-04,119
2018-09-05,118
2018-09-06,120
2018-09-07,124
2018-09-08,127
2018-09-09,131
2018-09-10,136
2018-09-11,140
2018-09-12,142
2018-09-13,145
2018-09-14,141
2018-09-15,141
2018-09-16,143
2018-09-17,149
2018-09-18,144
2018-09-19,139
2018-09-20,137
2018-09-21,140
2018-09-22,134
2018-09-23,131
2018-09-24,130
2018-09-25,132
2018-09-26,134
2018-09-27,134
2018-09-28,131
2018-09-29,132
2018-09-30,127
2018-10-01,128
2018-10-02,131
2018-10-03,132
2018-10-04,128
2018-10-05,123
2018-10-06,118
2018-10-07,115
2018-10-08,110
2018-10-09,107
2018-10-10,106
2018-10-11,107
2018-10-12,105
2018-10-13,99
2018-10-14,96
2018-10-15,99
2018-10-16,103
2018-10-17,104
2018-10-18,108
2018-10-19,105
2018-10-20,111
2018-10-21,116
2018-10-22,121
2018-10-23,124
2018-10-24,130
2018-10-25,127
2018-10-26,130
2018-10-27,123
2018-10-28,124
2018-10-29,125
2018-10-30,120
2018-10-31,119
2018-11-01,116
2018-11-03,108
2018-11-04,106
2018-11-05,105
2018-11-06,105
2018-11-07,101
2018-11-08,95
2018-11-09,90
2018-11-10,88
2018-11-11,88
2018-11-12,88
2018-11-13,84
2018-11-14,81
2018-11-15,82
2018-11-16,82
2018-11-17,82
2018-11-18,80
2018-11-19,78
2018-11-20,75
2018-11-21,76
2018-11-22,75
2018-11-23,71
2018-11-24,71
2018-11-25,73
2018-11-26,69
2018-11-27,65
2018-11-28,62
2018-11-29,61
2018-12-01,58
2018-12-02,58
2018-12-03,55
2018-12-04,53
2018-12-05,50
2018-12-07,52
2018-12-09,53
2018-12-10,51
2018-12-11,50
2018-12-12,51
2018-12-13,50
2018-12-14,50
2018-12-15,52
2018-12-16,54
2018-12-17,55
2018-12-18,56
2018-12-19,57
2018-12-20,58
2018-12-21,60
2018-12-22,59
2018-12-23,60
2018-12-24,62
2018-12-25,62
2018-12-26,63
2018-12-27,64
2018-12-28,65
2018-12-29,66
2018-12-30,66
2018-12-31,67
2019-01-01,67
2019-01-02,68
2019-01-03,68
2019-01-04,67
2019-01-05,66
2019-01-06,66
2019-01-08,67
2019-01-10,67
2019-01-11,64
2019-01-12,62
2019-01-13,60
2019-01-14,58
2019-01-15,57
2019-01-16,56
2019-01-17,54
2019-01-18,51
2019-01-19,48
2019-01-20,45
2019-01-21,42
2019-01-22,39
2019-01-23,37
2019-01-24,35
2019-01-25,33
2019-01-26,31
2019-01-27,29
2019-01-28,27
2019-01-29,25
2019-01-30,23
2019-01-31,21
2019-02-01,20
2019-02-02,20
2019-02-03,20
2019-02-04,21
2019-02-05,22
2019-02-06,20
2019-02-07,20
2019-02-08,21
2019-02-09,22
2019-02-10,23
2019-02-11,24
2019-02-12,26
2019-02-13,27
2019-02-14,29
2019-02-15,30
2019-02-16,32
2019-02-17,33
2019-02-18,33
2019-02-19,32
2019-02-20,31
2019-02-21,32
2019-02-22,32
2019-02-23,33
2019-02-24,32
2019-02-25,33
2019-02-26,32
2019-02-27,31
2019-02-28,31
2019-03-01,32
2019-03-02,34
2019-03-03,32
2019-03-04,30
2019-03-05,31
2019-03-06,31
2019-03-07,32
2019-03-08,33
2019-03-09,31
2019-03-10,30
2019-03-11,30
2019-03-12,32
2019-03-13,32
2019-03-14,33
2019-03-15,34
2019-03-16,35
2019-03-17,36
2019-03-18,35
2019-03-19,36
2019-03-20,38
2019-03-21,39
2019-03-22,41
2019-03-23,43
2019-03-24,42
2019-03-25,43
2019-03-26,40
2019-03-27,38
2019-03-28,38
2019-03-29,38
2019-03-30,40
2019-03-31,39
2019-04-01,38
2019-04-02,38
2019-04-03,39
2019-04-04,40
2019-04-05,39
2019-04-06,38
2019-04-07,37
2019-04-08,36
2019-04-09,35
2019-04-10,34
2019-04-11,33
2019-04-12,34
2019-04-13,36
2019-04-14,37
2019-04-15,39
2019-04-16,40
2019-04-17,42
2019-04-18,43
2019-04-19,44
2019-04-20,46
2019-04-21,48
2019-04-22,48
2019-04-23,50
2019-04-24,50
2019-04-25,51
2019-04-26,51
2019-04-27,52
2019-04-28,54
2019-04-29,55
2019-04-30,56
2019-05-01,58
2019-05-02,58
2019-05-03,59
2019-05-04,61
2019-05-05,63
2019-05-06,64
2019-05-07,63
2019-05-08,64
2019-05-09,62
2019-05-10,61
2019-05-11,62
2019-05-12,63
2019-05-13,62
2019-05-14,63
2019-05-15,61
2019-05-16,59
2019-05-17,61
2019-05-18,62
2019-05-19,60
2019-05-20,60
2019-05-21,60
2019-05-22,59
2019-05-23,60
2019-05-24,61
2019-05-25,61
2019-05-26,57
2019-05-27,54
2019-05-28,52
2019-05-29,53
2019-05-30,56
2019-05-31,59
2019-06-01,61
2019-06-02,63
2019-06-03,64
2019-06-04,64
2019-06-05,64
2019-06-06,64
2019-06-07,64
2019-06-08,64
2019-06-09,63
2019-06-10,63
2019-06-11,63
2019-06-12,63
2019-06-13,62
2019-06-14,63
2019-06-15,63
2019-06-16,63
2019-06-17,62
2019-06-18,64
2019-06-19,67
2019-06-20,67
2019-06-21,68
2019-06-22,67
2019-06-23,68
2019-06-24,70
2019-06-25,74
2019-06-26,77
2019-06-27,79
2019-06-28,82
2019-06-29,84
2019-06-30,85
2019-07-01,90
2019-07-02,94
2019-07-03,97
2019-07-04,102
2019-07-05,105
2019-07-06,105
2019-07-07,108
2019-07-08,108
2019-07-09,103
2019-07-10,108
2019-07-11,114
2019-07-12,117
2019-07-13,119
2019-07-14,124
2019-07-15,126
2019-07-16,120
2019-07-17,117
2019-07-18,111
2019-07-19,105
2019-07-20,99
2019-07-21,97
2019-07-22,92
2019-07-23,87
2019-07-24,84
2019-07-25,86
2019-07-26,87
2019-07-27,89
2019-07-28,89
2019-07-29,92
2019-07-30,95
2019-07-31,100
2019-08-01,101
2019-08-02,104
2019-08-03,101
2019-08-04,104
2019-08-05,109
2019-08-06,110
2019-08-07,112
2019-08-08,118
2019-08-09,123
2019-08-10,120
2019-08-11,119
2019-08-12,114
2019-08-13,108
2019-08-14,102
2019-08-15,96
2019-08-16,94
2019-08-17,89
2019-08-18,84
2019-08-19,79
2019-08-20,75
2019-08-21,71
2019-08-22,67
2019-08-23,63
2019-08-24,59
2019-08-24,59
2019-08-25,56
2019-08-25,56
2019-08-26,53
2019-08-26,53
2019-08-27,50
2019-08-27,50
