date_obj,Rune%20arrow price
2015-07-18,148
2015-07-19,146
2015-07-20,145
2015-07-21,149
2015-07-22,151
2015-07-23,156
2015-07-24,161
2015-07-25,164
2015-07-26,167
2015-07-27,171
2015-07-28,171
2015-07-29,167
2015-07-30,166
2015-07-31,163
2015-08-01,158
2015-08-02,159
2015-08-03,158
2015-08-04,158
2015-08-05,159
2015-08-06,158
2015-08-07,160
2015-08-08,163
2015-08-09,164
2015-08-10,164
2015-08-11,163
2015-08-12,162
2015-08-13,159
2015-08-14,160
2015-08-15,160
2015-08-16,157
2015-08-17,155
2015-08-18,155
2015-08-19,156
2015-08-20,155
2015-08-21,152
2015-08-22,149
2015-08-23,147
2015-08-24,147
2015-08-25,151
2015-08-26,150
2015-08-27,145
2015-08-28,142
2015-08-29,138
2015-08-30,135
2015-08-31,135
2015-09-01,135
2015-09-02,140
2015-09-03,140
2015-09-04,139
2015-09-05,135
2015-09-06,133
2015-09-07,137
2015-09-08,143
2015-09-09,150
2015-09-10,152
2015-09-11,150
2015-09-12,148
2015-09-13,145
2015-09-14,144
2015-09-15,142
2015-09-16,139
2015-09-17,139
2015-09-18,140
2015-09-19,139
2015-09-20,138
2015-09-21,141
2015-09-22,139
2015-09-23,141
2015-09-24,142
2015-09-25,142
2015-09-27,148
2015-09-28,149
2015-09-29,147
2015-09-30,148
2015-10-05,139
2015-10-06,140
2015-10-07,142
2015-10-08,147
2015-10-09,149
2015-10-10,147
2015-10-11,146
2015-10-12,146
2015-10-13,149
2015-10-14,147
2015-10-15,151
2015-10-16,153
2015-10-17,150
2015-10-18,148
2015-10-19,150
2015-10-20,152
2015-10-22,150
2015-10-23,154
2015-10-24,157
2015-10-25,154
2015-10-26,150
2015-10-27,145
2015-10-29,139
2015-10-30,137
2015-10-31,139
2015-11-01,140
2015-11-02,145
2015-11-03,150
2015-11-04,155
2015-11-05,156
2015-11-06,155
2015-11-07,159
2015-11-08,160
2015-11-09,162
2015-11-10,164
2015-11-11,168
2015-11-12,171
2015-11-13,172
2015-11-14,178
2015-11-15,183
2015-11-16,187
2015-11-17,191
2015-11-18,197
2015-11-19,205
2015-11-20,198
2015-11-21,188
2015-11-22,182
2015-11-23,177
2015-11-24,174
2015-11-25,171
2015-11-26,170
2015-11-27,168
2015-11-28,164
2015-11-29,159
2015-11-30,160
2015-12-01,162
2015-12-02,166
2015-12-03,167
2015-12-04,172
2015-12-05,172
2015-12-06,170
2015-12-07,166
2015-12-08,166
2015-12-09,171
2015-12-10,171
2015-12-11,175
2015-12-12,173
2015-12-13,169
2015-12-14,165
2015-12-15,161
2015-12-16,161
2015-12-17,160
2015-12-18,162
2015-12-19,162
2015-12-20,160
2015-12-21,157
2015-12-22,157
2015-12-23,153
2015-12-24,152
2015-12-25,152
2015-12-26,155
2015-12-27,159
2015-12-28,159
2015-12-29,161
2015-12-30,164
2015-12-31,163
2016-01-01,160
2016-01-02,157
2016-01-03,154
2016-01-04,153
2016-01-05,158
2016-01-06,153
2016-01-07,154
2016-01-08,159
2016-01-09,158
2016-01-10,159
2016-01-11,164
2016-01-12,169
2016-01-13,175
2016-01-14,177
2016-01-15,179
2016-01-16,175
2016-01-17,171
2016-01-18,168
2016-01-19,165
2016-01-20,165
2016-01-21,163
2016-01-22,162
2016-01-23,159
2016-01-24,160
2016-01-25,160
2016-01-26,163
2016-01-27,169
2016-01-28,170
2016-01-29,177
2016-01-30,177
2016-01-31,172
2016-02-01,165
2016-02-02,164
2016-02-03,166
2016-02-04,165
2016-02-05,163
2016-02-06,166
2016-02-07,167
2016-02-08,170
2016-02-09,173
2016-02-10,171
2016-02-11,168
2016-02-12,166
2016-02-13,168
2016-02-14,164
2016-02-15,164
2016-02-16,170
2016-02-17,166
2016-02-18,163
2016-02-19,161
2016-02-20,161
2016-02-21,163
2016-02-22,160
2016-02-23,161
2016-02-24,160
2016-02-25,157
2016-02-26,159
2016-02-27,158
2016-02-28,153
2016-02-29,149
2016-03-01,147
2016-03-02,147
2016-03-03,150
2016-03-04,151
2016-03-05,152
2016-03-06,154
2016-03-07,153
2016-03-08,155
2016-03-09,157
2016-03-10,155
2016-03-11,154
2016-03-12,151
2016-03-13,146
2016-03-14,144
2016-03-15,145
2016-03-16,145
2016-03-17,145
2016-03-18,143
2016-03-19,143
2016-03-20,141
2016-03-21,141
2016-03-22,139
2016-03-23,136
2016-03-24,138
2016-03-25,138
2016-03-26,140
2016-03-27,138
2016-03-28,139
2016-03-29,139
2016-03-30,140
2016-03-31,141
2016-04-01,141
2016-04-02,143
2016-04-03,141
2016-04-04,140
2016-04-05,143
2016-04-06,143
2016-04-07,141
2016-04-08,143
2016-04-09,145
2016-04-10,147
2016-04-11,148
2016-04-12,150
2016-04-13,149
2016-04-14,145
2016-04-15,143
2016-04-16,142
2016-04-17,140
2016-04-18,140
2016-04-19,142
2016-04-20,144
2016-04-21,144
2016-04-22,144
2016-04-23,147
2016-04-24,147
2016-04-25,147
2016-04-26,145
2016-04-27,144
2016-04-28,142
2016-04-29,141
2016-04-30,141
2016-05-01,141
2016-05-02,142
2016-05-03,142
2016-05-04,142
2016-05-05,141
2016-05-06,142
2016-05-07,140
2016-05-08,138
2016-05-09,137
2016-05-10,138
2016-05-11,138
2016-05-12,138
2016-05-13,138
2016-05-14,137
2016-05-15,137
2016-05-16,135
2016-05-17,135
2016-05-18,135
2016-05-19,134
2016-05-22,131
2016-05-23,129
2016-05-24,129
2016-05-25,130
2016-05-26,132
2016-05-27,136
2016-05-28,140
2016-05-29,142
2016-05-30,142
2016-05-31,142
2016-06-01,142
2016-06-02,141
2016-06-03,139
2016-06-04,136
2016-06-05,133
2016-06-06,132
2016-06-07,133
2016-06-08,134
2016-06-09,133
2016-06-10,132
2016-06-11,129
2016-06-12,126
2016-06-13,124
2016-06-14,123
2016-06-15,123
2016-06-16,123
2016-06-17,120
2016-06-18,116
2016-06-19,115
2016-06-20,118
2016-06-21,121
2016-06-22,123
2016-06-23,126
2016-06-24,127
2016-06-25,129
2016-06-26,131
2016-06-27,134
2016-06-28,137
2016-06-29,137
2016-06-30,133
2016-07-01,132
2016-07-02,132
2016-07-03,132
2016-07-04,132
2016-07-05,129
2016-07-06,127
2016-07-07,125
2016-07-08,124
2016-07-09,123
2016-07-10,124
2016-07-11,124
2016-07-12,125
2016-07-13,125
2016-07-14,124
2016-07-15,123
2016-07-16,124
2016-07-17,125
2016-07-18,129
2016-07-23,139
2016-07-24,139
2016-07-25,139
2016-07-26,140
2016-07-27,140
2016-07-28,142
2016-07-29,141
2016-07-30,146
2016-07-31,147
2016-08-01,144
2016-08-02,142
2016-08-03,138
2016-08-04,135
2016-08-05,134
2016-08-06,133
2016-08-07,131
2016-08-08,129
2016-08-09,127
2016-08-10,125
2016-08-11,123
2016-08-12,121
2016-08-13,119
2016-08-14,117
2016-08-15,117
2016-08-16,118
2016-08-17,118
2016-08-18,120
2016-08-19,121
2016-08-20,122
2016-08-21,122
2016-08-22,122
2016-08-23,119
2016-08-24,115
2016-08-25,112
2016-08-26,111
2016-08-28,111
2016-08-31,112
2016-09-01,112
2016-09-02,113
2016-09-03,114
2016-09-04,118
2016-09-05,119
2016-09-06,121
2016-09-07,120
2016-09-08,120
2016-09-09,120
2016-09-10,118
2016-09-11,122
2016-09-12,125
2016-09-13,124
2016-09-14,125
2016-09-15,125
2016-09-16,122
2016-09-17,121
2016-09-18,122
2016-09-19,123
2016-09-20,124
2016-09-21,123
2016-09-22,122
2016-09-23,122
2016-09-24,122
2016-09-25,120
2016-09-26,119
2016-09-27,118
2016-09-28,116
2016-09-29,112
2016-09-30,113
2016-10-01,114
2016-10-02,113
2016-10-03,113
2016-10-04,114
2016-10-05,113
2016-10-06,114
2016-10-07,114
2016-10-08,114
2016-10-09,115
2016-10-10,115
2016-10-11,114
2016-10-12,113
2016-10-13,114
2016-10-14,114
2016-10-15,116
2016-10-16,118
2016-10-17,118
2016-10-18,116
2016-10-19,116
2016-10-20,115
2016-10-21,114
2016-10-22,114
2016-10-23,114
2016-10-24,113
2016-10-25,113
2016-10-26,112
2016-10-27,112
2016-10-28,113
2016-10-29,115
2016-10-30,118
2016-10-31,122
2016-11-01,125
2016-11-02,122
2016-11-03,121
2016-11-04,120
2016-11-05,124
2016-11-06,127
2016-11-07,125
2016-11-08,126
2016-11-09,129
2016-11-10,134
2016-11-11,136
2016-11-12,133
2016-11-13,129
2016-11-14,125
2016-12-08,122
2016-12-09,120
2016-12-10,122
2016-12-11,125
2016-12-12,124
2016-12-13,125
2016-12-14,128
2016-12-15,128
2016-12-16,127
2016-12-17,129
2016-12-18,132
2016-12-19,133
2016-12-20,133
2016-12-21,136
2016-12-22,141
2016-12-23,144
2016-12-24,138
2016-12-25,134
2016-12-26,133
2016-12-27,132
2016-12-28,132
2016-12-29,131
2016-12-30,129
2016-12-31,129
2017-01-01,127
2017-01-02,126
2017-01-03,125
2017-01-04,122
2017-01-05,116
2017-01-06,111
2017-01-07,106
2017-01-08,101
2017-01-09,98
2017-01-10,97
2017-01-11,97
2017-01-12,95
2017-01-13,97
2017-01-14,99
2017-01-15,101
2017-01-16,101
2017-01-17,103
2017-01-18,104
2017-01-19,106
2017-01-20,105
2017-01-21,104
2017-01-22,101
2017-01-27,94
2017-01-28,95
2017-01-29,94
2017-01-30,93
2017-01-31,92
2017-02-01,91
2017-02-02,91
2017-02-03,91
2017-02-04,91
2017-02-05,91
2017-02-06,91
2017-02-07,92
2017-02-08,92
2017-02-09,92
2017-02-10,93
2017-02-11,94
2017-02-12,94
2017-02-13,94
2017-02-14,93
2017-02-15,94
2017-02-16,94
2017-02-18,93
2017-02-19,93
2017-02-20,93
2017-02-21,93
2017-02-22,94
2017-02-23,93
2017-02-24,93
2017-02-25,93
2017-02-26,93
2017-02-27,94
2017-02-28,94
2017-03-01,94
2017-03-02,95
2017-03-03,96
2017-03-04,96
2017-03-05,96
2017-03-06,96
2017-03-07,96
2017-03-08,96
2017-03-09,96
2017-03-10,96
2017-03-11,94
2017-03-12,92
2017-03-13,91
2017-03-14,92
2017-03-15,92
2017-03-16,92
2017-03-17,92
2017-03-18,92
2017-03-19,92
2017-03-20,92
2017-03-21,92
2017-03-22,93
2017-03-23,94
2017-03-24,95
2017-03-25,97
2017-03-26,97
2017-03-27,98
2017-03-28,99
2017-03-29,100
2017-03-30,101
2017-03-31,100
2017-04-01,102
2017-04-02,102
2017-04-03,104
2017-04-04,104
2017-04-12,116
2017-04-13,118
2017-04-14,117
2017-04-15,114
2017-04-16,113
2017-04-17,110
2017-04-18,108
2017-04-19,108
2017-04-20,110
2017-04-21,111
2017-04-22,110
2017-04-23,110
2017-04-24,110
2017-04-25,111
2017-04-26,111
2017-04-27,111
2017-04-28,111
2017-04-29,112
2017-04-30,113
2017-05-01,112
2017-05-02,112
2017-05-03,112
2017-05-04,112
2017-05-05,112
2017-05-06,112
2017-05-07,112
2017-05-08,112
2017-05-09,112
2017-05-10,112
2017-05-11,112
2017-05-12,112
2017-05-13,111
2017-05-14,110
2017-05-15,108
2017-05-16,107
2017-05-17,105
2017-05-18,103
2017-05-19,103
2017-05-20,101
2017-05-21,102
2017-05-22,102
2017-05-23,102
2017-05-24,102
2017-05-25,101
2017-05-26,101
2017-05-27,98
2017-05-28,94
2017-05-29,91
2017-05-30,89
2017-05-31,89
2017-06-01,90
2017-06-02,92
2017-06-03,91
2017-06-06,94
2017-06-07,95
2017-06-08,95
2017-06-09,95
2017-06-10,95
2017-06-11,94
2017-06-12,93
2017-06-13,92
2017-06-14,92
2017-06-15,92
2017-06-16,92
2017-06-17,92
2017-06-18,91
2017-06-19,90
2017-06-20,91
2017-06-21,92
2017-06-22,92
2017-06-23,92
2017-06-24,91
2017-06-25,90
2017-06-26,87
2017-06-27,82
2017-06-28,77
2017-06-29,78
2017-06-30,79
2017-07-01,82
2017-07-02,84
2017-07-03,85
2017-07-04,85
2017-07-05,85
2017-07-06,86
2017-07-07,86
2017-07-08,86
2017-07-13,76
2017-07-14,73
2017-07-15,72
2017-07-16,70
2017-07-17,73
2017-07-18,74
2017-07-19,74
2017-07-20,77
2017-07-21,79
2017-07-22,80
2017-07-23,82
2017-07-24,84
2017-07-25,83
2017-07-26,84
2017-07-27,84
2017-07-28,83
2017-07-29,83
2017-07-30,84
2017-07-31,84
2017-08-01,85
2017-08-02,86
2017-08-03,87
2017-08-04,86
2017-08-05,89
2017-08-06,92
2017-08-09,92
2017-08-10,89
2017-08-11,87
2017-08-12,87
2017-08-13,90
2017-08-14,93
2017-08-15,94
2017-08-17,89
2017-08-18,84
2017-08-19,81
2017-08-20,80
2017-08-21,79
2017-08-22,82
2017-08-23,85
2017-08-24,84
2017-08-25,84
2017-08-26,86
2017-08-27,88
2017-08-28,87
2017-08-29,85
2017-08-30,84
2017-08-31,83
2017-09-01,84
2017-09-02,84
2017-09-03,83
2017-09-04,82
2017-09-05,82
2017-09-06,82
2017-09-07,82
2017-09-08,83
2017-09-09,83
2017-09-10,84
2017-09-11,86
2017-09-12,87
2017-09-13,86
2017-09-14,84
2017-09-15,83
2017-09-16,82
2017-09-17,83
2017-09-19,84
2017-09-20,84
2017-09-21,84
2017-09-22,84
2017-09-23,83
2017-09-24,82
2017-09-25,81
2017-09-26,81
2017-09-27,81
2017-09-28,83
2017-09-29,83
2017-09-30,82
2017-10-01,82
2017-10-02,83
2017-10-03,83
2017-10-04,82
2017-10-05,82
2017-10-06,81
2017-10-07,82
2017-10-08,81
2017-10-09,81
2017-10-10,81
2017-10-11,80
2017-10-12,81
2017-10-13,81
2017-10-14,80
2017-10-15,80
2017-10-16,79
2017-10-17,79
2017-10-18,79
2017-10-19,79
2017-10-20,79
2017-10-21,78
2017-10-22,79
2017-10-23,80
2017-10-24,80
2017-10-25,80
2017-10-26,80
2017-10-27,79
2017-10-28,79
2017-10-29,78
2017-10-30,78
2017-10-31,78
2017-11-01,77
2017-11-02,78
2017-11-03,79
2017-11-04,81
2017-11-05,81
2017-11-06,81
2017-11-07,80
2017-11-08,80
2017-11-09,80
2017-11-10,79
2017-11-11,79
2017-11-12,79
2017-11-13,79
2017-11-14,80
2017-11-15,81
2017-11-16,81
2017-11-17,80
2017-11-18,79
2017-11-19,80
2017-11-20,78
2017-11-21,77
2017-11-22,77
2017-11-23,77
2017-11-24,77
2017-11-25,77
2017-11-26,77
2017-11-27,77
2017-11-28,78
2017-11-29,78
2017-11-30,78
2017-12-01,78
2017-12-02,78
2017-12-03,78
2017-12-04,78
2017-12-05,78
2017-12-06,78
2017-12-07,78
2017-12-08,78
2017-12-09,78
2017-12-10,78
2017-12-11,79
2017-12-12,78
2017-12-13,77
2017-12-14,76
2017-12-15,77
2017-12-16,77
2017-12-17,76
2017-12-18,76
2017-12-19,76
2017-12-20,76
2017-12-21,77
2017-12-22,76
2017-12-23,76
2017-12-24,76
2017-12-25,78
2017-12-26,78
2017-12-27,78
2017-12-28,78
2017-12-29,78
2017-12-30,79
2017-12-31,79
2018-01-01,79
2018-01-02,78
2018-01-03,77
2018-01-04,75
2018-01-05,75
2018-01-06,74
2018-01-07,73
2018-01-08,71
2018-01-09,68
2018-01-10,65
2018-01-11,63
2018-01-12,62
2018-01-13,62
2018-01-14,62
2018-01-15,64
2018-01-16,65
2018-01-17,65
2018-01-18,66
2018-01-19,67
2018-01-20,67
2018-01-21,67
2018-01-22,68
2018-01-23,69
2018-01-24,70
2018-01-25,71
2018-01-26,72
2018-01-27,72
2018-01-28,73
2018-01-29,74
2018-01-30,74
2018-01-31,75
2018-02-01,76
2018-02-02,76
2018-02-03,77
2018-02-04,76
2018-02-05,77
2018-02-06,77
2018-02-07,78
2018-02-08,80
2018-02-09,82
2018-02-10,81
2018-02-11,80
2018-02-12,81
2018-02-13,80
2018-02-14,80
2018-02-15,79
2018-02-16,80
2018-02-17,81
2018-02-18,81
2018-02-19,82
2018-02-20,83
2018-02-21,84
2018-02-22,84
2018-02-23,85
2018-02-24,85
2018-02-25,84
2018-02-26,85
2018-02-27,85
2018-02-28,85
2018-03-01,85
2018-03-02,85
2018-03-03,85
2018-03-04,84
2018-03-05,84
2018-03-06,84
2018-03-07,84
2018-03-08,83
2018-03-09,82
2018-03-10,82
2018-03-11,80
2018-03-12,80
2018-03-13,80
2018-03-14,80
2018-03-15,79
2018-03-16,79
2018-03-17,79
2018-03-18,79
2018-03-19,79
2018-03-20,79
2018-03-21,79
2018-03-23,78
2018-03-24,78
2018-03-26,76
2018-03-27,76
2018-03-29,76
2018-03-30,76
2018-03-31,75
2018-04-01,74
2018-04-02,73
2018-04-03,74
2018-04-04,74
2018-04-05,73
2018-04-06,73
2018-04-08,74
2018-04-09,74
2018-04-10,74
2018-04-11,74
2018-04-12,74
2018-04-13,74
2018-04-14,74
2018-04-15,74
2018-04-16,74
2018-04-17,74
2018-04-18,74
2018-04-19,74
2018-04-20,74
2018-04-21,74
2018-04-22,74
2018-04-23,74
2018-04-24,74
2018-04-25,75
2018-04-26,75
2018-04-27,75
2018-04-28,75
2018-04-29,75
2018-04-30,75
2018-05-01,75
2018-05-02,75
2018-05-03,75
2018-05-04,75
2018-05-05,75
2018-05-06,75
2018-05-07,75
2018-05-08,75
2018-05-09,75
2018-05-10,75
2018-05-11,74
2018-05-12,73
2018-05-13,72
2018-05-14,73
2018-05-15,73
2018-05-16,73
2018-05-17,74
2018-05-18,74
2018-05-19,74
2018-05-20,74
2018-05-21,74
2018-05-22,74
2018-05-23,75
2018-05-24,75
2018-05-25,75
2018-05-26,75
2018-05-27,75
2018-05-28,75
2018-05-29,75
2018-05-30,75
2018-05-31,76
2018-06-01,76
2018-06-02,77
2018-06-03,76
2018-06-04,76
2018-06-05,76
2018-06-06,74
2018-06-07,72
2018-06-08,71
2018-06-09,70
2018-06-10,68
2018-06-11,67
2018-06-12,66
2018-06-13,65
2018-06-14,66
2018-06-15,65
2018-06-16,66
2018-06-17,67
2018-06-18,69
2018-06-19,71
2018-06-20,72
2018-06-21,73
2018-06-22,73
2018-06-23,74
2018-06-24,72
2018-06-25,73
2018-06-26,73
2018-06-27,73
2018-06-28,74
2018-06-29,75
2018-06-30,76
2018-07-01,77
2018-07-02,78
2018-07-03,81
2018-07-04,84
2018-07-05,86
2018-07-06,87
2018-07-07,86
2018-07-08,84
2018-07-09,84
2018-07-10,86
2018-07-11,85
2018-07-12,84
2018-07-13,82
2018-07-14,81
2018-07-15,83
2018-07-16,83
2018-07-17,85
2018-07-18,86
2018-07-19,86
2018-07-20,86
2018-07-21,88
2018-07-22,91
2018-07-23,94
2018-07-24,96
2018-07-25,97
2018-07-26,97
2018-07-27,96
2018-07-28,94
2018-07-29,91
2018-07-30,89
2018-07-31,87
2018-08-01,86
2018-08-02,87
2018-08-03,88
2018-08-04,89
2018-08-05,91
2018-08-06,92
2018-08-07,92
2018-08-08,92
2018-08-09,91
2018-08-10,90
2018-08-11,88
2018-08-12,87
2018-08-14,83
2018-08-16,80
2018-08-17,78
2018-08-18,76
2018-08-19,75
2018-08-20,75
2018-08-21,75
2018-08-22,75
2018-08-23,76
2018-08-24,78
2018-08-25,79
2018-08-26,80
2018-08-27,83
2018-08-28,86
2018-08-29,88
2018-08-30,88
2018-08-31,89
2018-09-01,91
2018-09-02,90
2018-09-03,91
2018-09-04,90
2018-09-05,89
2018-09-06,89
2018-09-07,88
2018-09-08,87
2018-09-09,85
2018-09-10,85
2018-09-11,86
2018-09-12,87
2018-09-13,89
2018-09-14,90
2018-09-15,91
2018-09-16,92
2018-09-17,92
2018-09-18,93
2018-09-19,94
2018-09-20,97
2018-09-21,98
2018-09-22,98
2018-09-23,98
2018-09-24,99
2018-09-25,98
2018-09-26,99
2018-09-27,99
2018-09-28,100
2018-09-29,98
2018-09-30,98
2018-10-02,96
2018-10-03,95
2018-10-04,95
2018-10-05,95
2018-10-06,93
2018-10-07,90
2018-10-08,89
2018-10-09,88
2018-10-10,88
2018-10-11,88
2018-10-12,87
2018-10-13,86
2018-10-14,86
2018-10-15,85
2018-10-16,85
2018-10-17,84
2018-10-18,82
2018-10-19,81
2018-10-20,81
2018-10-21,81
2018-10-22,82
2018-10-23,84
2018-10-24,87
2018-10-25,89
2018-10-26,87
2018-10-27,88
2018-10-28,86
2018-10-29,86
2018-10-30,84
2018-10-31,82
2018-11-01,81
2018-11-03,81
2018-11-04,80
2018-11-05,81
2018-11-06,82
2018-11-07,84
2018-11-08,84
2018-11-09,85
2018-11-10,86
2018-11-11,87
2018-11-12,89
2018-11-13,91
2018-11-14,93
2018-11-15,95
2018-11-16,95
2018-11-17,95
2018-11-18,94
2018-11-19,93
2018-11-20,92
2018-11-21,91
2018-11-22,89
2018-11-23,86
2018-11-24,85
2018-11-25,84
2018-11-26,83
2018-11-27,83
2018-11-28,83
2018-11-29,84
2018-12-01,84
2018-12-02,85
2018-12-03,87
2018-12-04,88
2018-12-05,88
2018-12-07,88
2018-12-09,87
2018-12-10,88
2018-12-11,88
2018-12-12,88
2018-12-13,88
2018-12-14,88
2018-12-15,89
2018-12-16,90
2018-12-17,91
2018-12-18,93
2018-12-19,96
2018-12-20,98
2018-12-21,98
2018-12-22,98
2018-12-23,98
2018-12-24,98
2018-12-25,98
2018-12-26,98
2018-12-27,97
2018-12-28,96
2018-12-29,93
2018-12-30,90
2018-12-31,87
2019-01-01,83
2019-01-02,82
2019-01-03,82
2019-01-04,81
2019-01-05,80
2019-01-06,80
2019-01-08,78
2019-01-10,75
2019-01-11,72
2019-01-12,68
2019-01-13,65
2019-01-14,63
2019-01-15,63
2019-01-16,63
2019-01-17,63
2019-01-18,63
2019-01-19,63
2019-01-20,63
2019-01-21,63
2019-01-22,64
2019-01-23,65
2019-01-24,66
2019-01-25,67
2019-01-26,68
2019-01-27,70
2019-01-28,70
2019-01-29,70
2019-01-30,70
2019-01-31,70
2019-02-01,71
2019-02-02,74
2019-02-03,78
2019-02-04,82
2019-02-05,87
2019-02-06,92
2019-02-07,97
2019-02-08,100
2019-02-09,104
2019-02-10,107
2019-02-11,109
2019-02-12,109
2019-02-13,112
2019-02-14,114
2019-02-15,115
2019-02-16,118
2019-02-17,118
2019-02-18,119
2019-02-19,119
2019-02-20,120
2019-02-21,120
2019-02-22,119
2019-02-23,117
2019-02-24,114
2019-02-25,111
2019-02-26,109
2019-02-27,109
2019-02-28,107
2019-03-01,104
2019-03-02,102
2019-03-03,98
2019-03-04,96
2019-03-05,95
2019-03-06,94
2019-03-07,94
2019-03-08,94
2019-03-09,93
2019-03-10,92
2019-03-11,92
2019-03-12,92
2019-03-13,90
2019-03-14,89
2019-03-15,88
2019-03-16,87
2019-03-17,87
2019-03-18,88
2019-03-19,89
2019-03-20,91
2019-03-21,95
2019-03-22,99
2019-03-23,101
2019-03-24,103
2019-03-25,106
2019-03-26,106
2019-03-27,108
2019-03-28,108
2019-03-29,106
2019-03-30,105
2019-03-31,106
2019-04-01,109
2019-04-02,110
2019-04-03,110
2019-04-04,109
2019-04-05,108
2019-04-06,108
2019-04-07,108
2019-04-08,108
2019-04-09,108
2019-04-10,107
2019-04-11,108
2019-04-12,106
2019-04-13,101
2019-04-14,97
2019-04-15,96
2019-04-16,95
2019-04-17,94
2019-04-18,94
2019-04-19,94
2019-04-20,93
2019-04-21,92
2019-04-22,91
2019-04-23,92
2019-04-24,91
2019-04-25,91
2019-04-26,91
2019-04-27,91
2019-04-28,92
2019-04-29,92
2019-04-30,92
2019-05-01,91
2019-05-02,90
2019-05-03,91
2019-05-04,90
2019-05-05,89
2019-05-06,89
2019-05-07,90
2019-05-08,90
2019-05-09,90
2019-05-10,89
2019-05-11,89
2019-05-12,89
2019-05-13,89
2019-05-14,91
2019-05-15,91
2019-05-16,91
2019-05-17,90
2019-05-18,90
2019-05-19,91
2019-05-20,90
2019-05-21,91
2019-05-22,91
2019-05-23,92
2019-05-24,91
2019-05-25,92
2019-05-26,92
2019-05-27,91
2019-05-28,91
2019-05-29,91
2019-05-30,91
2019-05-31,91
2019-06-01,91
2019-06-02,90
2019-06-03,90
2019-06-04,90
2019-06-05,90
2019-06-06,90
2019-06-07,90
2019-06-08,90
2019-06-09,90
2019-06-10,90
2019-06-11,90
2019-06-12,90
2019-06-13,90
2019-06-14,89
2019-06-15,88
2019-06-16,88
2019-06-17,88
2019-06-18,87
2019-06-19,87
2019-06-20,87
2019-06-21,86
2019-06-22,85
2019-06-23,84
2019-06-24,83
2019-06-25,82
2019-06-26,81
2019-06-27,81
2019-06-28,81
2019-06-29,81
2019-06-30,80
2019-07-01,80
2019-07-02,81
2019-07-03,80
2019-07-04,81
2019-07-05,81
2019-07-06,81
2019-07-07,81
2019-07-08,81
2019-07-09,81
2019-07-10,81
2019-07-11,82
2019-07-12,81
2019-07-13,81
2019-07-14,81
2019-07-15,83
2019-07-16,83
2019-07-17,83
2019-07-18,83
2019-07-19,82
2019-07-20,83
2019-07-21,81
2019-07-22,82
2019-07-23,82
2019-07-24,82
2019-07-25,82
2019-07-26,82
2019-07-27,80
2019-07-28,80
2019-07-29,80
2019-07-30,79
2019-07-31,79
2019-08-01,78
2019-08-02,78
2019-08-03,77
2019-08-04,76
2019-08-05,76
2019-08-06,75
2019-08-07,75
2019-08-08,74
2019-08-09,73
2019-08-10,71
2019-08-11,68
2019-08-12,67
2019-08-13,66
2019-08-14,64
2019-08-15,63
2019-08-16,62
2019-08-17,61
2019-08-18,62
2019-08-19,62
2019-08-20,61
2019-08-21,61
2019-08-22,61
2019-08-23,61
2019-08-24,62
2019-08-24,62
2019-08-25,62
2019-08-25,62
2019-08-26,63
2019-08-26,63
2019-08-27,64
2019-08-27,64
2019-08-28,65
2019-08-29,65
2019-08-30,64
2019-08-31,64
2019-09-01,65
2019-09-02,67
