date_obj,Bronze%20med%20helm price
2015-11-06,17
2015-11-07,17
2015-11-08,18
2015-11-09,18
2015-11-10,18
2015-11-11,19
2015-11-12,20
2015-11-13,19
2015-11-14,20
2015-11-15,21
2015-11-16,23
2015-11-17,25
2015-11-18,26
2015-11-19,27
2015-11-20,29
2015-11-21,29
2015-11-22,29
2015-11-23,29
2015-11-24,29
2015-11-25,30
2015-11-26,30
2015-11-27,29
2015-11-28,30
2015-11-29,29
2015-11-30,29
2015-12-01,27
2015-12-02,27
2015-12-03,25
2015-12-04,24
2015-12-05,23
2015-12-06,23
2015-12-07,23
2015-12-08,21
2015-12-09,19
2015-12-10,18
2015-12-11,17
2015-12-12,17
2015-12-13,17
2015-12-14,17
2015-12-15,17
2015-12-16,18
2015-12-17,18
2015-12-18,18
2015-12-19,17
2015-12-20,16
2015-12-21,17
2015-12-22,17
2015-12-23,17
2015-12-24,17
2015-12-25,18
2015-12-26,18
2015-12-27,18
2015-12-28,18
2015-12-29,18
2015-12-30,18
2015-12-31,19
2016-01-01,19
2016-01-02,20
2016-01-03,21
2016-01-04,23
2016-01-05,25
2016-01-06,25
2016-01-07,24
2016-01-08,23
2016-01-09,22
2016-01-10,22
2016-01-11,23
2016-01-12,23
2016-01-13,22
2016-01-14,21
2016-01-15,22
2016-01-16,23
2016-01-17,24
2016-01-18,25
2016-01-19,26
2016-01-20,27
2016-01-21,25
2016-01-22,23
2016-01-23,21
2016-01-24,20
2016-01-25,20
2016-01-26,20
2016-01-27,20
2016-01-28,20
2016-01-29,19
2016-01-30,19
2016-01-31,19
2016-02-01,19
2016-02-02,18
2016-02-03,18
2016-02-04,18
2016-02-05,18
2016-02-06,18
2016-02-07,19
2016-02-08,19
2016-02-09,20
2016-02-10,20
2016-02-11,20
2016-02-12,20
2016-02-13,20
2016-02-14,21
2016-02-15,21
2016-02-16,22
2016-02-17,24
2016-02-18,25
2016-02-19,25
2016-02-20,26
2016-02-21,26
2016-02-22,26
2016-02-23,26
2016-02-24,27
2016-02-25,28
2016-02-26,29
2016-02-27,31
2016-02-28,31
2016-02-29,30
2016-03-01,32
2016-03-02,34
2016-03-03,34
2016-03-04,34
2016-03-05,34
2016-03-06,34
2016-03-07,32
2016-03-08,31
2016-03-09,31
2016-03-10,30
2016-03-11,29
2016-03-12,28
2016-03-13,28
2016-03-14,29
2016-03-15,29
2016-03-16,27
2016-03-17,26
2016-03-18,27
2016-03-19,28
2016-03-20,29
2016-03-21,30
2016-03-22,32
2016-03-23,33
2016-03-24,34
2016-03-25,35
2016-03-26,35
2016-03-27,35
2016-03-28,37
2016-03-29,39
2016-03-30,41
2016-03-31,43
2016-04-01,44
2016-04-02,45
2016-04-03,47
2016-04-04,49
2016-04-05,50
2016-04-06,51
2016-04-07,53
2016-04-08,52
2016-04-09,52
2016-04-10,49
2016-04-11,49
2016-04-12,48
2016-04-13,48
2016-04-14,50
2016-04-15,51
2016-04-16,49
2016-04-17,46
2016-04-18,44
2016-04-19,44
2016-04-20,47
2016-04-21,48
2016-04-22,46
2016-04-23,46
2016-04-24,47
2016-04-25,47
2016-04-26,48
2016-04-27,49
2016-04-28,49
2016-04-29,49
2016-04-30,49
2016-05-01,48
2016-05-02,47
2016-05-03,49
2016-05-04,51
2016-05-05,51
2016-05-06,51
2016-05-07,50
2016-05-08,50
2016-05-09,50
2016-05-10,50
2016-05-11,50
2016-05-12,50
2016-05-13,50
2016-05-14,50
2016-05-15,50
2016-05-16,50
2016-05-17,51
2016-05-18,51
2016-05-19,51
2016-05-22,52
2016-05-23,52
2016-05-24,52
2016-05-25,52
2016-05-26,55
2016-05-27,57
2016-05-28,58
2016-05-29,57
2016-05-30,59
2016-05-31,59
2016-06-01,59
2016-06-02,58
2016-06-03,58
2016-06-04,57
2016-06-05,55
2016-06-06,55
2016-06-07,56
2016-06-08,57
2016-06-09,58
2016-06-10,58
2016-06-11,59
2016-06-12,59
2016-06-13,58
2016-06-14,57
2016-06-15,54
2016-06-16,51
2016-06-17,48
2016-06-18,45
2016-06-19,42
2016-06-20,40
2016-06-21,39
2016-06-22,39
2016-06-23,40
2016-06-24,42
2016-06-25,45
2016-06-26,48
2016-06-27,49
2016-06-28,49
2016-06-29,50
2016-06-30,51
2016-07-01,52
2016-07-02,54
2016-07-03,56
2016-07-04,56
2016-07-05,57
2016-07-06,57
2016-07-07,56
2016-07-08,54
2016-07-09,54
2016-07-10,54
2016-07-11,55
2016-07-12,53
2016-07-13,52
2016-07-14,51
2016-07-15,52
2016-07-16,52
2016-07-17,51
2016-07-18,53
2016-07-23,59
2016-07-24,59
2016-07-25,59
2016-07-26,59
2016-07-27,57
2016-07-28,57
2016-07-29,55
2016-07-30,54
2016-07-31,54
2016-08-01,55
2016-08-02,56
2016-08-03,56
2016-08-04,57
2016-08-05,56
2016-08-06,56
2016-08-07,56
2016-08-08,55
2016-08-09,56
2016-08-10,57
2016-08-11,57
2016-08-12,57
2016-08-13,58
2016-08-14,58
2016-08-15,60
2016-08-16,58
2016-08-17,56
2016-08-18,56
2016-08-19,56
2016-08-20,56
2016-08-21,56
2016-08-22,56
2016-08-23,56
2016-08-24,56
2016-08-25,56
2016-08-26,56
2016-08-28,55
2016-08-31,57
2016-09-01,57
2016-09-02,57
2016-09-03,56
2016-09-04,55
2016-09-05,54
2016-09-06,54
2016-09-07,54
2016-09-08,55
2016-09-09,56
2016-09-10,57
2016-09-11,57
2016-09-12,57
2016-09-13,58
2016-09-14,60
2016-09-15,61
2016-09-16,61
2016-09-17,60
2016-09-18,60
2016-09-19,59
2016-09-20,56
2016-09-21,54
2016-09-22,53
2016-09-23,53
2016-09-24,53
2016-09-25,55
2016-09-26,56
2016-09-27,59
2016-09-28,61
2016-09-29,65
2016-09-30,67
2016-10-01,66
2016-10-02,66
2016-10-03,67
2016-10-04,67
2016-10-05,68
2016-10-06,69
2016-10-07,66
2016-10-08,65
2016-10-09,63
2016-10-10,64
2016-10-11,62
2016-10-12,63
2016-10-13,62
2016-10-14,59
2016-10-15,56
2016-10-16,53
2016-10-17,53
2016-10-18,54
2016-10-19,54
2016-10-20,53
2016-10-21,54
2016-10-22,53
2016-10-23,54
2016-10-24,54
2016-10-25,54
2016-10-26,52
2016-10-27,52
2016-10-28,52
2016-10-29,52
2016-10-30,52
2016-10-31,53
2016-11-01,53
2016-11-02,54
2016-11-03,55
2016-11-04,57
2016-11-05,56
2016-11-06,57
2016-11-07,58
2016-11-08,58
2016-11-09,57
2016-11-10,56
2016-11-11,56
2016-11-12,56
2016-11-13,56
2016-11-14,57
2016-11-15,58
2016-12-07,30
2016-12-08,30
2016-12-09,29
2016-12-10,28
2016-12-11,27
2016-12-12,28
2016-12-13,27
2016-12-14,27
2016-12-15,27
2016-12-16,26
2016-12-17,27
2016-12-18,27
2016-12-19,28
2016-12-20,29
2016-12-21,29
2016-12-22,31
2016-12-23,32
2016-12-24,32
2016-12-25,32
2016-12-26,32
2016-12-27,32
2016-12-28,33
2016-12-29,33
2016-12-30,33
2016-12-31,33
2017-01-01,34
2017-01-02,35
2017-01-03,36
2017-01-04,36
2017-01-05,37
2017-01-06,37
2017-01-07,37
2017-01-08,37
2017-01-09,37
2017-01-10,37
2017-01-11,37
2017-01-12,37
2017-01-13,37
2017-01-14,37
2017-01-15,37
2017-01-16,38
2017-01-17,39
2017-01-18,40
2017-01-19,42
2017-01-20,44
2017-01-21,44
2017-01-22,44
2017-01-23,46
2017-01-27,43
2017-01-28,41
2017-01-29,39
2017-01-30,38
2017-01-31,37
2017-02-01,37
2017-02-02,35
2017-02-03,33
2017-02-04,31
2017-02-05,29
2017-02-06,28
2017-02-07,27
2017-02-08,27
2017-02-09,27
2017-02-10,27
2017-02-11,26
2017-02-12,24
2017-02-13,23
2017-02-14,23
2017-02-15,24
2017-02-16,24
2017-02-18,25
2017-02-19,25
2017-02-20,25
2017-02-21,26
2017-02-22,26
2017-02-23,25
2017-02-24,25
2017-02-25,23
2017-02-26,21
2017-02-27,20
2017-02-28,20
2017-03-01,20
2017-03-02,20
2017-03-03,20
2017-03-04,21
2017-03-05,22
2017-03-06,23
2017-03-07,23
2017-03-08,23
2017-03-09,24
2017-03-10,24
2017-03-11,25
2017-03-12,26
2017-03-13,28
2017-03-14,29
2017-03-15,31
2017-03-16,33
2017-03-17,35
2017-03-18,35
2017-03-19,35
2017-03-20,37
2017-03-21,38
2017-03-22,38
2017-03-23,38
2017-03-24,38
2017-03-25,38
2017-03-26,40
2017-03-27,42
2017-03-28,44
2017-03-29,46
2017-03-30,48
2017-03-31,51
2017-04-01,53
2017-04-02,54
2017-04-03,54
2017-04-04,54
2017-04-12,53
2017-04-13,53
2017-04-14,52
2017-04-15,50
2017-04-16,49
2017-04-17,49
2017-04-18,48
2017-04-19,48
2017-04-20,48
2017-04-21,46
2017-04-22,44
2017-04-23,43
2017-04-24,41
2017-04-25,40
2017-04-26,40
2017-04-27,39
2017-04-28,37
2017-04-29,36
2017-04-30,35
2017-05-01,34
2017-05-02,34
2017-05-03,33
2017-05-04,33
2017-05-05,34
2017-05-06,34
2017-05-07,33
2017-05-08,32
2017-05-09,34
2017-05-10,36
2017-05-11,37
2017-05-12,38
2017-05-13,40
2017-05-14,41
2017-05-15,44
2017-05-16,43
2017-05-17,40
2017-05-18,38
2017-05-19,37
2017-05-20,35
2017-05-21,33
2017-05-22,32
2017-05-23,33
2017-05-24,34
2017-05-25,34
2017-05-26,36
2017-05-27,38
2017-05-28,37
2017-05-29,38
2017-05-30,38
2017-05-31,38
2017-06-01,37
2017-06-02,35
2017-06-03,33
2017-06-04,32
2017-06-05,31
2017-06-06,30
2017-06-07,29
2017-06-08,29
2017-06-09,29
2017-06-10,29
2017-06-11,29
2017-06-12,29
2017-06-13,30
2017-06-14,31
2017-06-15,32
2017-06-16,32
2017-06-17,32
2017-06-18,31
2017-06-19,31
2017-06-20,30
2017-06-21,30
2017-06-22,30
2017-06-23,30
2017-06-24,31
2017-06-25,32
2017-06-26,32
2017-06-27,32
2017-06-28,32
2017-06-29,30
2017-06-30,29
2017-07-01,29
2017-07-02,29
2017-07-03,30
2017-07-04,30
2017-07-05,30
2017-07-06,30
2017-07-07,30
2017-07-08,30
2017-07-13,28
2017-07-14,29
2017-07-15,31
2017-07-16,32
2017-07-17,33
2017-07-18,33
2017-07-19,33
2017-07-20,33
2017-07-21,33
2017-07-22,33
2017-07-23,32
2017-07-24,31
2017-07-25,30
2017-07-26,31
2017-07-27,32
2017-07-28,32
2017-07-29,31
2017-07-30,31
2017-07-31,30
2017-08-01,30
2017-08-02,30
2017-08-03,28
2017-08-04,28
2017-08-05,28
2017-08-06,28
2017-08-09,27
2017-08-10,27
2017-08-11,28
2017-08-12,28
2017-08-13,28
2017-08-14,30
2017-08-15,30
2017-08-16,29
2017-08-17,30
2017-08-18,29
2017-08-19,30
2017-08-20,29
2017-08-21,28
2017-08-22,29
2017-08-23,30
2017-08-24,30
2017-08-25,31
2017-08-26,31
2017-08-27,30
2017-08-28,28
2017-08-29,26
2017-08-30,25
2017-08-31,23
2017-09-01,22
2017-09-02,21
2017-09-03,21
2017-09-04,21
2017-09-05,21
2017-09-06,20
2017-09-07,21
2017-09-08,23
2017-09-09,25
2017-09-10,26
2017-09-11,26
2017-09-12,28
2017-09-13,28
2017-09-14,27
2017-09-15,26
2017-09-16,26
2017-09-17,26
2017-09-18,27
2017-09-19,28
2017-09-20,29
2017-09-21,29
2017-09-22,29
2017-09-23,30
2017-09-24,31
2017-09-25,31
2017-09-26,31
2017-09-27,32
2017-09-28,32
2017-09-29,32
2017-09-30,32
2017-10-01,31
2017-10-02,32
2017-10-03,33
2017-10-04,33
2017-10-05,33
2017-10-06,34
2017-10-07,34
2017-10-08,33
2017-10-09,32
2017-10-10,32
2017-10-11,32
2017-10-12,31
2017-10-13,31
2017-10-14,31
2017-10-15,31
2017-10-16,30
2017-10-17,29
2017-10-18,30
2017-10-19,30
2017-10-20,29
2017-10-21,29
2017-10-22,29
2017-10-23,28
2017-10-24,27
2017-10-25,27
2017-10-26,26
2017-10-27,25
2017-10-28,25
2017-10-29,26
2017-10-30,27
2017-10-31,27
2017-11-01,26
2017-11-02,26
2017-11-03,26
2017-11-04,27
2017-11-05,26
2017-11-06,26
2017-11-07,26
2017-11-08,25
2017-11-09,24
2017-11-10,23
2017-11-11,22
2017-11-12,21
2017-11-13,22
2017-11-14,22
2017-11-15,23
2017-11-16,22
2017-11-17,21
2017-11-18,21
2017-11-19,21
2017-11-20,20
2017-11-21,20
2017-11-22,19
2017-11-23,19
2017-11-24,19
2017-11-25,20
2017-11-26,20
2017-11-27,21
2017-11-28,23
2017-11-29,24
2017-11-30,24
2017-12-01,24
2017-12-02,24
2017-12-03,24
2017-12-04,24
2017-12-05,24
2017-12-06,24
2017-12-07,23
2017-12-08,24
2017-12-09,23
2017-12-10,23
2017-12-11,23
2017-12-12,23
2017-12-13,21
2017-12-14,19
2017-12-15,19
2017-12-16,19
2017-12-17,19
2017-12-18,19
2017-12-19,18
2017-12-20,18
2017-12-21,18
2017-12-22,19
2017-12-23,19
2017-12-24,19
2017-12-25,19
2017-12-26,19
2017-12-27,18
2017-12-28,18
2017-12-29,18
2017-12-30,19
2017-12-31,20
2018-01-01,21
2018-01-02,23
2018-01-03,25
2018-01-04,24
2018-01-05,24
2018-01-06,23
2018-01-07,22
2018-01-08,20
2018-01-09,19
2018-01-10,19
2018-01-11,19
2018-01-12,19
2018-01-13,19
2018-01-14,19
2018-01-15,20
2018-01-16,20
2018-01-17,20
2018-01-18,20
2018-01-19,20
2018-01-20,20
2018-01-21,19
2018-01-22,19
2018-01-23,19
2018-01-24,20
2018-01-25,20
2018-01-26,20
2018-01-27,20
2018-01-28,21
2018-01-29,23
2018-01-30,25
2018-01-31,26
2018-02-01,28
2018-02-02,30
2018-02-03,31
2018-02-04,33
2018-02-05,34
2018-02-06,35
2018-02-07,36
2018-02-08,37
2018-02-09,38
2018-02-10,40
2018-02-11,40
2018-02-12,38
2018-02-13,36
2018-02-14,35
2018-02-15,33
2018-02-16,31
2018-02-17,31
2018-02-18,31
2018-02-19,30
2018-02-20,30
2018-02-21,31
2018-02-22,32
2018-02-23,34
2018-02-24,35
2018-02-25,36
2018-02-26,36
2018-02-27,38
2018-02-28,40
2018-03-01,42
2018-03-02,45
2018-03-03,46
2018-03-04,45
2018-03-05,47
2018-03-06,49
2018-03-07,48
2018-03-08,50
2018-03-09,50
2018-03-10,52
2018-03-11,53
2018-03-12,52
2018-03-13,50
2018-03-14,51
2018-03-15,53
2018-03-16,53
2018-03-17,52
2018-03-18,53
2018-03-19,53
2018-03-20,52
2018-03-21,50
2018-03-23,48
2018-03-24,45
2018-03-25,43
2018-03-26,42
2018-03-27,43
2018-03-28,46
2018-03-29,48
2018-03-30,50
2018-03-31,51
2018-04-01,52
2018-04-02,51
2018-04-03,49
2018-04-04,46
2018-04-05,44
2018-04-06,45
2018-04-07,46
2018-04-08,48
2018-04-09,50
2018-04-10,50
2018-04-11,50
2018-04-12,50
2018-04-13,51
2018-04-14,51
2018-04-15,50
2018-04-16,51
2018-04-17,51
2018-04-18,51
2018-04-19,52
2018-04-20,52
2018-04-21,51
2018-04-22,51
2018-04-23,50
2018-04-24,50
2018-04-25,50
2018-04-26,50
2018-04-27,51
2018-04-28,51
2018-04-29,50
2018-04-30,49
2018-05-01,50
2018-05-02,49
2018-05-03,48
2018-05-04,49
2018-05-05,48
2018-05-06,48
2018-05-07,48
2018-05-08,46
2018-05-09,45
2018-05-10,46
2018-05-11,47
2018-05-12,48
2018-05-13,47
2018-05-14,49
2018-05-15,49
2018-05-16,50
2018-05-17,50
2018-05-18,50
2018-05-19,50
2018-05-20,50
2018-05-21,50
2018-05-22,49
2018-05-23,50
2018-05-24,51
2018-05-25,51
2018-05-26,51
2018-05-27,52
2018-05-28,52
2018-05-29,51
2018-05-30,51
2018-05-31,52
2018-06-01,52
2018-06-02,52
2018-06-03,52
2018-06-04,52
2018-06-05,51
2018-06-06,50
2018-06-07,50
2018-06-08,49
2018-06-09,48
2018-06-10,48
2018-06-11,47
2018-06-12,46
2018-06-13,46
2018-06-14,45
2018-06-15,44
2018-06-16,41
2018-06-17,41
2018-06-18,41
2018-06-19,38
2018-06-20,37
2018-06-21,36
2018-06-22,34
2018-06-23,32
2018-06-24,30
2018-06-25,29
2018-06-26,28
2018-06-27,26
2018-06-28,25
2018-06-29,26
2018-06-30,26
2018-07-01,27
2018-07-02,27
2018-07-03,28
2018-07-04,29
2018-07-05,29
2018-07-06,30
2018-07-07,30
2018-07-08,29
2018-07-09,28
2018-07-10,26
2018-07-11,25
2018-07-12,24
2018-07-13,24
2018-07-14,24
2018-07-15,24
2018-07-16,23
2018-07-17,23
2018-07-18,24
2018-07-19,23
2018-07-20,24
2018-07-21,25
2018-07-22,26
2018-07-23,26
2018-07-24,25
2018-07-25,24
2018-07-26,25
2018-07-27,24
2018-07-28,24
2018-07-29,24
2018-07-30,23
2018-07-31,23
2018-08-01,23
2018-08-02,22
2018-08-03,22
2018-08-04,22
2018-08-05,22
2018-08-06,22
2018-08-07,22
2018-08-08,22
2018-08-09,20
2018-08-10,19
2018-08-11,18
2018-08-12,18
2018-08-14,18
2018-08-16,17
2018-08-17,17
2018-08-18,16
2018-08-19,15
2018-08-20,15
2018-08-21,15
2018-08-22,15
2018-08-23,16
2018-08-24,17
2018-08-25,18
2018-08-26,18
2018-08-27,18
2018-08-28,18
2018-08-29,18
2018-08-30,17
2018-08-31,18
2018-09-01,19
2018-09-02,20
2018-09-03,20
2018-09-04,21
2018-09-05,22
2018-09-06,23
2018-09-07,25
2018-09-08,26
2018-09-09,26
2018-09-10,27
2018-09-11,28
2018-09-12,28
2018-09-13,28
2018-09-14,29
2018-09-15,29
2018-09-16,28
2018-09-17,26
2018-09-18,25
2018-09-19,24
2018-09-20,24
2018-09-21,24
2018-09-22,24
2018-09-23,23
2018-09-24,22
2018-09-25,22
2018-09-26,23
2018-09-27,24
2018-09-28,25
2018-09-29,25
2018-09-30,26
2018-10-01,26
2018-10-02,26
2018-10-03,27
2018-10-04,27
2018-10-05,27
2018-10-06,26
2018-10-07,27
2018-10-08,27
2018-10-09,27
2018-10-10,27
2018-10-11,28
2018-10-12,29
2018-10-13,30
2018-10-14,31
2018-10-15,30
2018-10-16,31
2018-10-17,32
2018-10-18,32
2018-10-19,32
2018-10-20,31
2018-10-21,30
2018-10-22,31
2018-10-23,31
2018-10-24,31
2018-10-25,31
2018-10-26,31
2018-10-27,32
2018-10-28,33
2018-10-29,31
2018-10-30,29
2018-10-31,27
2018-11-01,25
2018-11-03,21
2018-11-04,19
2018-11-05,18
2018-11-06,17
2018-11-07,16
2018-11-08,15
2018-11-09,14
2018-11-10,14
2018-11-11,13
2018-11-12,13
2018-11-13,12
2018-11-15,10
2018-11-16,9
2018-11-17,9
2018-11-18,9
2018-11-19,9
2018-11-20,10
2018-11-21,11
2018-11-22,12
2018-11-23,12
2018-11-24,13
2018-11-25,13
2018-11-26,14
2018-11-27,14
2018-11-28,14
2018-11-29,14
2018-12-01,14
2018-12-02,14
2018-12-03,14
2018-12-04,14
2018-12-05,14
2018-12-07,14
2018-12-09,13
2018-12-10,13
2018-12-11,13
2018-12-12,14
2018-12-13,15
2018-12-14,16
2018-12-15,17
2018-12-16,18
2018-12-17,18
2018-12-18,18
2018-12-19,18
2018-12-20,18
2018-12-21,17
2018-12-22,16
2018-12-23,16
2018-12-24,15
2018-12-25,15
2018-12-26,15
2018-12-27,15
2018-12-28,15
2018-12-29,16
2018-12-30,16
2018-12-31,17
2019-01-01,17
2019-01-02,17
2019-01-03,17
2019-01-04,17
2019-01-05,17
2019-01-06,17
2019-01-08,16
2019-01-10,17
2019-01-11,18
2019-01-12,18
2019-01-13,18
2019-01-14,19
2019-01-15,20
2019-01-16,20
2019-01-17,21
2019-01-18,22
2019-01-19,22
2019-01-20,22
2019-01-21,22
2019-01-22,22
2019-01-23,23
2019-01-24,24
2019-01-25,25
2019-01-26,25
2019-01-27,26
2019-01-28,27
2019-01-29,27
2019-01-30,25
2019-01-31,26
2019-02-01,27
2019-02-02,28
2019-02-03,28
2019-02-04,29
2019-02-05,30
2019-02-06,30
2019-02-07,30
2019-02-08,31
2019-02-09,32
2019-02-10,32
2019-02-11,32
2019-02-12,32
2019-02-13,33
2019-02-14,34
2019-02-15,35
2019-02-16,35
2019-02-17,33
2019-02-18,32
2019-02-19,32
2019-02-20,33
2019-02-21,32
2019-02-22,32
2019-02-23,33
2019-02-24,33
2019-02-25,33
2019-02-26,31
2019-02-27,30
2019-02-28,29
2019-03-01,30
2019-03-02,31
2019-03-03,31
2019-03-04,32
2019-03-05,33
2019-03-06,33
2019-03-07,34
2019-03-08,34
2019-03-09,34
2019-03-10,34
2019-03-11,35
2019-03-12,35
2019-03-13,35
2019-03-14,35
2019-03-15,34
2019-03-16,33
2019-03-17,32
2019-03-18,33
2019-03-19,34
2019-03-20,34
2019-03-21,34
2019-03-22,34
2019-03-23,33
2019-03-24,33
2019-03-25,32
2019-03-26,32
2019-03-27,32
2019-03-28,32
2019-03-29,32
2019-03-30,32
2019-03-31,32
2019-04-01,32
2019-04-02,32
2019-04-03,33
2019-04-04,33
2019-04-05,33
2019-04-06,34
2019-04-07,34
2019-04-08,35
2019-04-09,34
2019-04-10,33
2019-04-11,34
2019-04-12,34
2019-04-13,34
2019-04-14,34
2019-04-15,35
2019-04-16,35
2019-04-17,36
2019-04-18,37
2019-04-19,37
2019-04-20,35
2019-04-21,35
2019-04-22,34
2019-04-23,33
2019-04-24,32
2019-04-25,33
2019-04-26,34
2019-04-27,35
2019-04-28,37
2019-04-29,39
2019-04-30,40
2019-05-01,40
2019-05-02,41
2019-05-03,43
2019-05-04,41
2019-05-05,39
2019-05-06,38
2019-05-07,37
2019-05-08,36
2019-05-09,35
2019-05-10,34
2019-05-11,34
2019-05-12,34
2019-05-13,35
2019-05-14,35
2019-05-15,36
2019-05-16,34
2019-05-17,32
2019-05-18,33
2019-05-19,33
2019-05-20,34
2019-05-21,35
2019-05-22,34
2019-05-23,33
2019-05-24,32
2019-05-25,32
2019-05-26,31
2019-05-27,31
2019-05-28,31
2019-05-29,31
2019-05-30,31
2019-05-31,31
2019-06-01,32
2019-06-02,32
2019-06-03,32
2019-06-04,32
2019-06-05,32
2019-06-06,31
2019-06-07,31
2019-06-08,30
2019-06-09,29
2019-06-10,30
2019-06-11,31
2019-06-12,32
2019-06-13,34
2019-06-14,35
2019-06-15,36
2019-06-16,38
2019-06-17,39
2019-06-18,38
2019-06-19,38
2019-06-20,39
2019-06-21,41
2019-06-22,40
2019-06-23,39
2019-06-24,38
2019-06-25,36
2019-06-26,35
2019-06-27,36
2019-06-28,37
2019-06-29,38
2019-06-30,40
2019-07-01,42
2019-07-02,44
2019-07-03,46
2019-07-04,48
2019-07-05,49
2019-07-06,50
2019-07-07,50
2019-07-08,51
2019-07-09,51
2019-07-10,51
2019-07-11,50
2019-07-12,49
2019-07-13,50
2019-07-14,51
2019-07-15,51
2019-07-16,48
2019-07-17,50
2019-07-18,51
2019-07-19,50
2019-07-20,51
2019-07-21,51
2019-07-22,51
2019-07-23,50
2019-07-24,53
2019-07-25,56
2019-07-26,56
2019-07-27,57
2019-07-28,55
2019-07-29,56
2019-07-30,56
2019-07-31,58
2019-08-01,59
2019-08-02,59
2019-08-03,60
2019-08-04,61
2019-08-05,61
2019-08-06,63
2019-08-07,64
2019-08-08,63
2019-08-09,63
2019-08-10,63
2019-08-11,61
2019-08-12,63
2019-08-13,59
2019-08-14,57
2019-08-15,59
2019-08-16,59
2019-08-17,59
2019-08-18,58
2019-08-19,56
2019-08-20,55
2019-08-21,56
2019-08-22,56
2019-08-23,55
2019-08-24,56
2019-08-24,56
