date_obj,Jade%20dragon%20bolts price
2018-12-07,1649
2018-12-09,1649
2018-12-10,1649
2018-12-11,1649
2018-12-12,1649
2018-12-13,1649
2018-12-14,1703
2018-12-15,1703
2018-12-16,1703
2018-12-17,1703
2018-12-18,1703
2018-12-19,1703
2018-12-20,1703
2018-12-21,1703
2018-12-22,1703
2018-12-23,1703
2018-12-24,1722
2018-12-25,1722
2018-12-26,1722
2018-12-27,1722
2018-12-28,1722
2018-12-29,1722
2018-12-30,1722
2018-12-31,1722
2019-01-01,1722
2019-01-02,1682
2019-01-03,1682
2019-01-04,1682
2019-01-05,1682
2019-01-06,1682
2019-01-08,1682
2019-01-10,1682
2019-01-11,1682
2019-01-12,1682
2019-01-13,1632
2019-01-14,1632
2019-01-15,1632
2019-01-16,1632
2019-01-17,1632
2019-01-18,1632
2019-01-19,1632
2019-01-20,1632
2019-01-21,1632
2019-01-22,1632
2019-01-23,1573
2019-01-24,1573
2019-01-25,1573
2019-01-26,1573
2019-01-27,1573
2019-01-28,1573
2019-01-29,1573
2019-01-30,1573
2019-01-31,1573
2019-02-01,1573
2019-02-02,1573
2019-02-03,1600
2019-02-04,1600
2019-02-05,1600
2019-02-06,1600
2019-02-07,1600
2019-02-08,1600
2019-02-09,1600
2019-02-10,1600
2019-02-11,1600
2019-02-12,1584
2019-02-13,1584
2019-02-14,1584
2019-02-15,1584
2019-02-16,1584
2019-02-17,1584
2019-02-18,1584
2019-02-19,1584
2019-02-20,1584
2019-02-21,1605
2019-02-22,1605
2019-02-23,1605
2019-02-24,1605
2019-02-25,1605
2019-02-26,1605
2019-02-27,1605
2019-02-28,1605
2019-03-01,1605
2019-03-02,1605
2019-03-03,1605
2019-03-04,1605
2019-03-05,1605
2019-03-06,1605
2019-03-07,1605
2019-03-08,1605
2019-03-09,1605
2019-03-10,1605
2019-03-11,1627
2019-03-12,1627
2019-03-13,1627
2019-03-14,1627
2019-03-15,1627
2019-03-16,1627
2019-03-17,1627
2019-03-18,1627
2019-03-19,1627
2019-03-20,1627
2019-03-21,1627
2019-03-22,1627
2019-03-23,1627
2019-03-24,1679
2019-03-25,1679
2019-03-26,1679
2019-03-27,1679
2019-03-28,1679
2019-03-29,1679
2019-03-30,1679
2019-03-31,1679
2019-04-01,1679
2019-04-02,1679
2019-04-03,1679
2019-04-04,1679
2019-04-05,1691
2019-04-06,1691
2019-04-07,1691
2019-04-08,1691
2019-04-09,1691
2019-04-10,1691
2019-04-11,1691
2019-04-12,1691
2019-04-13,1691
2019-04-14,1691
2019-04-15,1691
2019-04-16,1691
2019-04-17,1691
2019-04-18,1691
2019-04-19,1691
2019-04-20,1706
2019-04-21,1706
2019-04-22,1706
2019-04-23,1706
2019-04-24,1706
2019-04-25,1706
2019-04-26,1706
2019-04-27,1706
2019-04-28,1706
2019-04-29,1706
2019-04-30,1706
2019-05-01,1706
2019-05-02,1706
2019-05-03,1659
2019-05-04,1659
2019-05-05,1659
2019-05-06,1659
2019-05-07,1659
2019-05-08,1659
2019-05-09,1659
2019-05-10,1659
2019-05-11,1659
2019-05-12,1659
2019-05-13,1659
2019-05-14,1659
2019-05-15,1659
2019-05-16,1659
2019-05-17,1659
2019-05-18,1659
2019-05-19,1659
2019-05-20,1592
2019-05-21,1592
2019-05-22,1592
2019-05-23,1592
2019-05-24,1592
2019-05-25,1592
2019-05-26,1592
2019-05-27,1592
2019-05-28,1592
2019-05-29,1592
2019-05-30,1592
2019-05-31,1592
2019-06-01,1592
2019-06-02,1592
2019-06-03,1592
2019-06-04,1592
2019-06-05,1592
2019-06-06,1592
2019-06-07,1592
2019-06-08,1521
2019-06-09,1521
2019-06-10,1521
2019-06-11,1521
2019-06-12,1521
2019-06-13,1521
2019-06-14,1521
2019-06-15,1521
2019-06-16,1521
2019-06-17,1521
2019-06-18,1521
2019-06-19,1521
2019-06-20,1521
2019-06-21,1521
2019-06-22,1521
2019-06-23,1483
2019-06-24,1483
2019-06-25,1483
2019-06-26,1483
2019-06-27,1483
2019-06-28,1483
2019-06-29,1483
2019-06-30,1483
2019-07-01,1483
2019-07-02,1483
2019-07-03,1483
2019-07-04,1483
2019-07-05,1483
2019-07-06,1483
2019-07-07,1483
2019-07-08,1483
2019-07-09,1483
2019-07-10,1483
2019-07-11,1413
2019-07-12,1413
2019-07-13,1413
2019-07-14,1413
2019-07-15,1413
2019-07-16,1413
2019-07-17,1413
2019-07-18,1413
2019-07-19,1413
2019-07-20,1413
2019-07-21,1413
2019-07-22,1413
2019-07-23,1413
2019-07-24,1413
2019-07-25,1413
2019-07-26,1413
2019-07-27,1389
2019-07-28,1389
2019-07-29,1389
2019-07-30,1389
2019-07-31,1389
2019-08-01,1389
2019-08-02,1389
2019-08-03,1389
2019-08-04,1389
2019-08-05,1389
2019-08-06,1389
2019-08-07,1389
2019-08-08,1389
2019-08-09,1389
2019-08-10,1389
2019-08-11,1389
2019-08-12,1389
2019-08-13,1389
2019-08-14,1341
2019-08-15,1341
2019-08-16,1341
2019-08-17,1341
2019-08-18,1341
2019-08-19,1341
2019-08-20,1341
2019-08-21,1341
2019-08-22,1341
2019-08-23,1341
2019-08-24,1341
2019-08-24,1341
2019-08-25,1341
2019-08-25,1341
2019-08-26,1341
2019-08-26,1341
2019-08-27,1341
2019-08-27,1341
2019-08-28,1341
2019-08-29,1341
2019-08-30,1273
2019-08-31,1273
2019-09-01,1273
2019-09-02,1273
2019-09-03,1273
2019-09-04,1273
2019-09-05,1273
2019-09-06,1273
2019-09-07,1273
2019-09-08,1273
2019-09-09,1273
2019-09-10,1273
2019-09-11,1273
2019-09-12,1273
2019-09-13,1273
2019-09-14,1273
2019-09-15,1273
2019-09-16,1273
2019-09-17,1273
2019-09-18,1239
2019-09-19,1239
2019-09-20,1239
2019-09-21,1239
2019-09-22,1239
2019-09-23,1239
2019-09-24,1239
2019-09-25,1239
2019-09-26,1239
2019-09-27,1239
2019-09-28,1239
2019-09-29,1239
2019-09-30,1239
2019-10-01,1239
2019-10-02,1239
2019-10-03,1239
2019-10-04,1239
2019-10-05,1239
2019-10-06,1239
2019-10-07,1239
2019-10-08,1239
2019-10-09,1239
2019-10-10,1239
2019-10-11,1239
2019-10-12,1239
2019-10-13,1239
2019-10-14,1239
2019-10-15,1239
2019-10-16,1239
2019-10-17,1239
2019-10-18,1239
2019-10-19,1239
2019-10-20,1239
2019-10-21,1239
2019-10-22,1239
2019-10-23,1239
2019-10-24,1239
2019-10-25,1239
2019-10-26,1239
2019-10-27,1239
2019-10-28,1239
2019-10-29,1239
2019-10-30,1239
2019-10-31,1239
2019-11-01,1239
2019-11-02,1193
2019-11-03,1193
2019-11-04,1193
2019-11-05,1193
2019-11-06,1193
2019-11-07,1193
2019-11-08,1193
2019-11-09,1193
2019-11-10,1193
2019-11-11,1193
2019-11-12,1193
2019-11-13,1193
2019-11-14,1193
2019-11-15,1193
2019-11-16,1193
2019-11-17,1193
2019-11-18,1193
2019-11-19,1193
2019-11-20,1193
2019-11-21,1193
2019-11-22,1193
2019-11-23,1193
2019-11-24,1193
2019-11-25,1180
2019-11-26,1180
2019-11-27,1180
2019-11-28,1180
2019-11-29,1180
2019-11-30,1180
2019-12-01,1180
2019-12-02,1180
2019-12-03,1180
2019-12-04,1180
2019-12-05,1180
2019-12-06,1180
2019-12-07,1180
2019-12-08,1180
2019-12-09,1180
2019-12-10,1180
2019-12-11,1180
2019-12-12,1180
2019-12-13,1180
2019-12-14,1180
2019-12-15,1180
2019-12-16,1180
2019-12-17,1180
2019-12-18,1180
2019-12-19,1180
2019-12-20,1180
2019-12-21,1180
2019-12-22,1180
2019-12-23,1180
2019-12-24,1180
2019-12-25,1180
2019-12-26,1180
2019-12-27,1180
2019-12-28,1180
2019-12-29,1180
2019-12-30,1180
2019-12-31,1180
2020-01-01,1180
2020-01-02,1180
2020-01-03,1180
2020-01-04,1186
2020-01-05,1186
2020-01-06,1186
2020-01-07,1186
2020-01-08,1186
2020-01-09,1186
2020-01-10,1186
2020-01-11,1186
2020-01-12,1186
2020-01-13,1186
2020-01-14,1186
2020-01-15,1186
2020-01-16,1186
2020-01-17,1186
2020-01-18,1186
2020-01-19,1186
2020-01-20,1186
2020-01-21,1186
2020-01-22,1186
2020-01-23,1238
2020-01-24,1238
2020-01-25,1238
2020-01-26,1238
2020-01-27,1238
2020-01-28,1238
2020-01-29,1238
2020-01-30,1238
2020-01-31,1238
2020-02-01,1238
2020-02-02,1238
2020-02-03,1238
2020-02-04,1238
2020-02-05,1238
2020-02-06,1238
2020-02-07,1238
2020-02-08,1238
2020-02-09,1238
2020-02-10,1261
2020-02-11,1261
2020-02-12,1261
2020-02-13,1261
2020-02-14,1261
2020-02-15,1261
2020-02-16,1261
2020-02-17,1261
2020-02-18,1261
2020-02-19,1261
2020-02-20,1261
2020-02-21,1261
2020-02-22,1261
2020-02-23,1261
2020-02-24,1261
2020-02-25,1228
2020-02-26,1228
2020-02-27,1228
2020-02-28,1228
2020-02-29,1228
2020-03-01,1228
2020-03-02,1228
2020-03-03,1228
2020-03-04,1228
2020-03-05,1228
2020-03-06,1228
2020-03-07,1228
2020-03-08,1228
2020-03-09,1228
2020-03-10,1228
2020-03-11,1176
2020-03-12,1176
2020-03-13,1176
2020-03-14,1176
2020-03-15,1176
2020-03-16,1176
2020-03-17,1176
2020-03-18,1176
2020-03-19,1176
2020-03-20,1176
2020-03-21,1203
2020-03-22,1203
2020-03-23,1203
2020-03-24,1203
2020-03-25,1203
2020-03-26,1203
2020-03-27,1210
2020-03-28,1210
2020-03-29,1210
2020-03-30,1210
2020-03-31,1210
2020-04-01,1210
2020-04-02,1210
2020-04-03,1153
2020-04-04,1153
2020-04-05,1153
2020-04-06,1153
2020-04-07,1153
2020-04-08,1153
2020-04-09,1153
2020-04-10,1153
2020-04-11,1153
2020-04-12,1139
2020-04-13,1139
2020-04-14,1139
2020-04-15,1139
2020-04-16,1139
2020-04-17,1139
2020-04-18,1139
2020-04-19,1157
2020-04-20,1157
2020-04-21,1157
2020-04-22,1157
2020-04-23,1157
2020-04-24,1157
2020-04-25,1167
2020-04-26,1167
2020-04-27,1167
2020-04-28,1167
2020-04-29,1167
2020-04-30,1167
2020-05-01,1167
2020-05-02,1163
2020-05-03,1163
2020-05-04,1163
2020-05-05,1163
2020-05-06,1163
2020-05-07,1163
2020-05-08,1163
2020-05-09,1163
2020-05-10,1155
2020-05-11,1155
2020-05-12,1155
2020-05-13,1155
