date_obj,Calquat%20tree%20seed price
2015-08-15,243
2015-08-16,255
2015-08-17,268
2015-08-18,264
2015-08-19,269
2015-08-20,281
2015-08-21,293
2015-08-22,299
2015-08-23,297
2015-08-24,302
2015-08-25,302
2015-08-26,310
2015-08-27,324
2015-08-28,340
2015-08-29,351
2015-08-30,368
2015-08-31,368
2015-09-02,407
2015-09-07,468
2015-09-08,492
2015-09-10,504
2015-09-14,585
2015-09-16,570
2015-09-22,507
2015-09-23,485
2015-09-24,496
2015-09-25,501
2015-09-27,529
2015-09-28,536
2015-09-29,527
2015-09-30,544
2015-10-05,538
2015-10-06,525
2015-10-07,508
2015-10-08,482
2015-10-09,457
2015-10-10,435
2015-10-11,414
2015-10-12,414
2015-10-13,413
2015-10-14,428
2015-10-15,431
2015-10-16,452
2015-10-17,452
2015-10-18,472
2015-10-19,495
2015-10-20,520
2015-10-22,542
2015-10-23,570
2015-10-24,599
2015-10-25,622
2015-10-26,652
2015-10-27,652
2015-10-29,714
2015-10-30,747
2015-10-31,759
2015-11-01,759
2015-11-02,753
2015-11-03,788
2015-11-04,789
2015-11-05,793
2015-11-06,793
2015-11-07,796
2015-11-08,796
2015-11-09,831
2015-11-10,846
2015-11-11,828
2015-11-12,800
2015-11-13,767
2015-11-14,729
2015-11-15,692
2015-11-16,658
2015-11-17,627
2015-11-18,595
2015-11-19,565
2015-11-20,542
2015-11-21,542
2015-11-22,521
2015-11-23,521
2015-11-24,529
2015-11-25,545
2015-11-26,545
2015-11-27,545
2015-11-28,524
2015-11-29,518
2015-11-30,531
2015-12-01,526
2015-12-02,530
2015-12-03,514
2015-12-04,504
2015-12-05,503
2015-12-06,502
2015-12-07,498
2015-12-08,510
2015-12-09,520
2015-12-10,526
2015-12-11,529
2015-12-12,532
2015-12-13,525
2015-12-14,525
2015-12-15,521
2015-12-16,494
2015-12-17,480
2015-12-18,458
2015-12-19,435
2015-12-20,426
2015-12-21,415
2015-12-22,419
2015-12-23,430
2015-12-24,441
2015-12-25,460
2015-12-26,472
2015-12-27,472
2015-12-28,470
2015-12-29,475
2015-12-30,488
2015-12-31,484
2016-01-01,501
2016-01-02,488
2016-01-03,485
2016-01-04,483
2016-01-05,500
2016-01-06,515
2016-01-07,520
2016-01-08,532
2016-01-09,508
2016-01-10,494
2016-01-11,488
2016-01-12,482
2016-01-13,473
2016-01-14,459
2016-01-15,451
2016-01-16,441
2016-01-17,429
2016-01-18,428
2016-01-19,412
2016-01-20,423
2016-01-21,435
2016-01-22,431
2016-01-23,426
2016-01-24,430
2016-01-25,436
2016-01-26,446
2016-01-27,455
2016-01-28,455
2016-01-29,452
2016-01-30,450
2016-01-31,438
2016-02-01,435
2016-02-02,435
2016-02-03,433
2016-02-04,421
2016-02-05,409
2016-02-06,395
2016-02-07,382
2016-02-08,396
2016-02-09,406
2016-02-10,417
2016-02-11,421
2016-02-12,420
2016-02-13,408
2016-02-14,406
2016-02-15,410
2016-02-16,406
2016-02-17,405
2016-02-18,400
2016-02-19,397
2016-02-20,389
2016-02-21,395
2016-02-22,388
2016-02-23,387
2016-02-24,388
2016-02-25,393
2016-02-26,384
2016-02-27,375
2016-02-28,362
2016-02-29,353
2016-03-01,348
2016-03-02,343
2016-03-03,352
2016-03-04,361
2016-03-05,359
2016-03-06,361
2016-03-07,364
2016-03-08,365
2016-03-09,376
2016-03-10,387
2016-03-11,379
2016-03-12,374
2016-03-13,377
2016-03-14,384
2016-03-15,383
2016-03-16,389
2016-03-17,394
2016-03-18,394
2016-03-19,383
2016-03-20,386
2016-03-21,387
2016-03-22,383
2016-03-23,377
2016-03-24,390
2016-03-25,399
2016-03-26,405
2016-03-27,413
2016-03-28,428
2016-03-29,450
2016-03-30,450
2016-03-31,470
2016-04-01,491
2016-04-02,502
2016-04-03,501
2016-04-04,509
2016-04-05,524
2016-04-06,519
2016-04-07,503
2016-04-08,495
2016-04-09,479
2016-04-10,467
2016-04-11,467
2016-04-12,444
2016-04-13,436
2016-04-14,421
2016-04-15,405
2016-04-16,396
2016-04-17,380
2016-04-18,362
2016-04-19,345
2016-04-20,336
2016-04-21,341
2016-04-22,345
2016-04-23,344
2016-04-24,344
2016-04-25,354
2016-04-26,364
2016-04-27,363
2016-04-28,361
2016-04-29,349
2016-04-30,337
2016-05-01,331
2016-05-02,323
2016-05-03,320
2016-05-04,315
2016-05-05,312
2016-05-06,311
2016-05-07,309
2016-05-08,307
2016-05-09,314
2016-05-10,323
2016-05-11,327
2016-05-12,331
2016-05-13,336
2016-05-14,339
2016-05-15,335
2016-05-16,333
2016-05-17,325
2016-05-18,332
2016-05-19,336
2016-05-22,351
2016-05-23,345
2016-05-24,354
2016-05-25,353
2016-05-26,357
2016-05-27,360
2016-05-28,353
2016-05-29,348
2016-05-30,357
2016-05-31,364
2016-06-01,372
2016-06-02,367
2016-06-03,368
2016-06-04,363
2016-06-05,363
2016-06-06,366
2016-06-07,378
2016-06-08,381
2016-06-09,377
2016-06-10,377
2016-06-11,379
2016-06-12,385
2016-06-13,377
2016-06-14,372
2016-06-15,366
2016-06-16,358
2016-06-17,360
2016-06-18,367
2016-06-19,362
2016-06-20,365
2016-06-21,370
2016-06-22,364
2016-06-23,364
2016-06-24,365
2016-06-25,365
2016-06-26,368
2016-06-27,364
2016-06-28,366
2016-06-29,355
2016-06-30,360
2016-07-01,363
2016-07-02,366
2016-07-03,359
2016-07-04,349
2016-07-05,350
2016-07-06,344
2016-07-07,326
2016-07-08,309
2016-07-09,293
2016-07-10,291
2016-07-11,296
2016-07-12,300
2016-07-13,294
2016-07-14,296
2016-07-15,302
2016-07-16,299
2016-07-17,291
2016-07-18,283
2016-07-23,317
2016-07-24,325
2016-07-25,333
2016-07-26,339
2016-07-27,340
2016-07-28,349
2016-07-29,334
2016-07-30,335
2016-07-31,335
2016-08-01,336
2016-08-02,346
2016-08-03,349
2016-08-04,352
2016-08-05,347
2016-08-06,341
2016-08-07,343
2016-08-08,341
2016-08-09,340
2016-08-10,336
2016-08-11,335
2016-08-12,333
2016-08-13,333
2016-08-14,342
2016-08-15,347
2016-08-16,343
2016-08-17,327
2016-08-18,329
2016-08-19,318
2016-08-20,305
2016-08-21,302
2016-08-22,306
2016-08-23,321
2016-08-24,334
2016-08-25,319
2016-08-26,324
2016-08-28,328
2016-08-31,330
2016-09-01,316
2016-09-02,302
2016-09-03,287
2016-09-04,281
2016-09-05,269
2016-09-06,255
2016-09-07,245
2016-09-08,238
2016-09-09,233
2016-09-10,231
2016-09-11,229
2016-09-12,231
2016-09-13,236
2016-09-14,246
2016-09-15,257
2016-09-16,265
2016-09-17,264
2016-09-18,271
2016-09-19,279
2016-09-20,286
2016-09-21,299
2016-09-22,296
2016-09-23,289
2016-09-24,289
2016-09-25,299
2016-09-26,300
2016-09-27,309
2016-09-28,311
2016-09-29,311
2016-09-30,309
2016-10-01,303
2016-10-02,298
2016-10-03,283
2016-10-04,271
2016-10-05,284
2016-10-06,282
2016-10-07,292
2016-10-08,290
2016-10-09,282
2016-10-10,277
2016-10-11,277
2016-10-12,271
2016-10-13,271
2016-10-14,274
2016-10-15,282
2016-10-16,281
2016-10-17,280
2016-10-18,287
2016-10-19,296
2016-10-20,297
2016-10-21,295
2016-10-22,292
2016-10-23,293
2016-10-24,294
2016-10-25,292
2016-10-26,297
2016-10-27,291
2016-10-28,281
2016-10-29,273
2016-10-30,271
2016-10-31,271
2016-11-01,269
2016-11-02,267
2016-11-03,280
2016-11-04,294
2016-11-05,309
2016-11-06,323
2016-11-07,340
2016-11-08,357
2016-11-09,374
2016-11-10,393
2016-11-11,413
2016-11-12,434
2016-11-13,456
2016-11-14,479
2016-11-15,501
2016-12-07,442
2016-12-08,419
2016-12-09,398
2016-12-10,378
2016-12-11,359
2016-12-12,341
2016-12-13,324
2016-12-14,312
2016-12-15,298
2016-12-16,294
2016-12-17,284
2016-12-18,274
2016-12-19,279
2016-12-20,286
2016-12-21,290
2016-12-22,276
2016-12-23,268
2016-12-24,255
2016-12-25,245
2016-12-26,238
2016-12-27,237
2016-12-28,240
2016-12-29,236
2016-12-30,244
2016-12-31,251
2017-01-01,262
2017-01-02,276
2017-01-03,288
2017-01-04,290
2017-01-05,288
2017-01-06,274
2017-01-07,261
2017-01-08,247
2017-01-09,234
2017-01-10,229
2017-01-11,225
2017-01-12,225
2017-01-13,220
2017-01-14,216
2017-01-15,213
2017-01-16,206
2017-01-17,200
2017-01-18,190
2017-01-19,183
2017-01-20,183
2017-01-21,180
2017-01-22,177
2017-01-23,177
2017-01-27,179
2017-01-28,184
2017-01-29,182
2017-01-30,181
2017-01-31,185
2017-02-01,188
2017-02-02,185
2017-02-03,184
2017-02-04,187
2017-02-05,188
2017-02-06,190
2017-02-07,188
2017-02-08,188
2017-02-09,187
2017-02-10,191
2017-02-11,186
2017-02-12,188
2017-02-13,190
2017-02-14,187
2017-02-15,189
2017-02-16,184
2017-02-18,182
2017-02-19,178
2017-02-20,173
2017-02-21,172
2017-02-22,167
2017-02-23,158
2017-02-24,150
2017-02-25,143
2017-02-26,136
2017-02-27,133
2017-02-28,132
2017-03-01,133
2017-03-02,134
2017-03-03,132
2017-03-04,132
2017-03-05,133
2017-03-06,133
2017-03-07,138
2017-03-08,138
2017-03-09,139
2017-03-10,138
2017-03-11,133
2017-03-12,130
2017-03-13,134
2017-03-14,139
2017-03-15,142
2017-03-16,142
2017-03-17,141
2017-03-18,145
2017-03-19,143
2017-03-20,141
2017-03-21,137
2017-03-22,131
2017-03-23,126
2017-03-24,119
2017-03-25,116
2017-03-26,111
2017-03-27,108
2017-03-28,102
2017-03-29,97
2017-03-30,93
2017-03-31,90
2017-04-01,90
2017-04-02,88
2017-04-03,89
2017-04-04,91
2017-04-12,105
2017-04-13,107
2017-04-14,110
2017-04-15,114
2017-04-16,116
2017-04-17,118
2017-04-18,123
2017-04-19,129
2017-04-20,133
2017-04-21,138
2017-04-22,134
2017-04-23,137
2017-04-24,142
2017-04-25,147
2017-04-26,153
2017-04-27,153
2017-04-28,145
2017-04-29,142
2017-04-30,136
2017-05-01,130
2017-05-02,128
2017-05-03,130
2017-05-04,131
2017-05-05,133
2017-05-06,135
2017-05-07,136
2017-05-08,135
2017-05-09,134
2017-05-10,133
2017-05-11,131
2017-05-12,130
2017-05-13,128
2017-05-14,124
2017-05-15,118
2017-05-16,117
2017-05-17,117
2017-05-18,117
2017-05-19,115
2017-05-20,115
2017-05-21,115
2017-05-22,116
2017-05-23,117
2017-05-24,116
2017-05-25,114
2017-05-26,117
2017-05-27,123
2017-05-28,129
2017-05-29,136
2017-05-30,143
2017-05-31,151
2017-06-01,159
2017-06-02,167
2017-06-03,173
2017-06-04,180
2017-06-05,182
2017-06-06,192
2017-06-07,188
2017-06-08,197
2017-06-09,201
2017-06-10,202
2017-06-11,200
2017-06-12,196
2017-06-13,199
2017-06-14,206
2017-06-15,213
2017-06-16,223
2017-06-17,235
2017-06-18,240
2017-06-19,228
2017-06-20,236
2017-06-21,248
2017-06-22,259
2017-06-23,269
2017-06-24,279
2017-06-25,285
2017-06-26,294
2017-06-27,307
2017-06-28,302
2017-06-29,288
2017-06-30,294
2017-07-01,299
2017-07-02,303
2017-07-03,301
2017-07-04,296
2017-07-05,281
2017-07-06,277
2017-07-07,286
2017-07-08,283
2017-07-13,250
2017-07-14,248
2017-07-15,250
2017-07-16,244
2017-07-17,236
2017-07-18,239
2017-07-19,241
2017-07-20,230
2017-07-21,235
2017-07-22,227
2017-07-23,221
2017-07-24,219
2017-07-25,218
2017-07-26,223
2017-07-27,232
2017-07-28,239
2017-07-29,245
2017-07-30,241
2017-07-31,228
2017-08-01,232
2017-08-02,233
2017-08-03,235
2017-08-04,241
2017-08-05,251
2017-08-06,261
2017-08-09,262
2017-08-10,263
2017-08-11,263
2017-08-12,269
2017-08-13,266
2017-08-14,265
2017-08-15,270
2017-08-16,268
2017-08-17,268
2017-08-18,260
2017-08-19,248
2017-08-20,245
2017-08-21,255
2017-08-22,249
2017-08-23,245
2017-08-24,248
2017-08-25,249
2017-08-26,248
2017-08-27,240
2017-08-28,240
2017-08-29,248
2017-08-30,256
2017-08-31,258
2017-09-01,252
2017-09-02,248
2017-09-03,242
2017-09-04,241
2017-09-05,237
2017-09-06,229
2017-09-07,218
2017-09-08,207
2017-09-09,198
2017-09-10,193
2017-09-11,187
2017-09-12,183
2017-09-13,187
2017-09-14,186
2017-09-15,185
2017-09-16,193
2017-09-17,189
2017-09-18,192
2017-09-19,201
2017-09-20,206
2017-09-21,203
2017-09-22,211
2017-09-23,213
2017-09-24,206
2017-09-25,207
2017-09-26,206
2017-09-27,212
2017-09-28,214
2017-09-29,212
2017-09-30,211
2017-10-01,209
2017-10-02,207
2017-10-03,209
2017-10-04,217
2017-10-05,214
2017-10-06,205
2017-10-07,194
2017-10-08,191
2017-10-09,200
2017-10-10,201
2017-10-11,201
2017-10-12,207
2017-10-13,198
2017-10-14,190
2017-10-15,190
2017-10-16,195
2017-10-17,201
2017-10-18,203
2017-10-19,203
2017-10-20,198
2017-10-21,193
2017-10-22,194
2017-10-23,198
2017-10-24,200
2017-10-25,206
2017-10-26,209
2017-10-27,212
2017-10-28,212
2017-10-29,209
2017-10-30,214
2017-10-31,214
2017-11-01,221
2017-11-02,224
2017-11-03,224
2017-11-04,213
2017-11-05,202
2017-11-06,191
2017-11-07,182
2017-11-08,182
2017-11-09,184
2017-11-10,187
2017-11-11,185
2017-11-12,181
2017-11-13,179
2017-11-14,175
2017-11-15,174
2017-11-16,176
2017-11-17,176
2017-11-18,177
2017-11-19,174
2017-11-20,172
2017-11-21,175
2017-11-22,174
2017-11-23,176
2017-11-24,174
2017-11-25,175
2017-11-26,178
2017-11-27,180
2017-11-28,184
2017-11-29,189
2017-11-30,197
2017-12-01,204
2017-12-02,202
2017-12-03,204
2017-12-04,206
2017-12-05,207
2017-12-06,208
2017-12-07,204
2017-12-08,208
2017-12-09,210
2017-12-10,208
2017-12-11,208
2017-12-12,208
2017-12-13,208
2017-12-14,208
2017-12-15,210
2017-12-16,209
2017-12-17,208
2017-12-18,208
2017-12-19,205
2017-12-20,207
2017-12-21,210
2017-12-22,209
2017-12-23,204
2017-12-24,202
2017-12-25,197
2017-12-26,189
2017-12-27,185
2017-12-28,183
2017-12-29,178
2017-12-30,172
2017-12-31,163
2018-01-01,157
2018-01-02,153
2018-01-03,157
2018-01-04,160
2018-01-05,160
2018-01-06,161
2018-01-07,160
2018-01-08,155
2018-01-09,157
2018-01-10,158
2018-01-11,164
2018-01-12,165
2018-01-13,166
2018-01-14,167
2018-01-15,168
2018-01-16,161
2018-01-17,161
2018-01-18,165
2018-01-19,172
2018-01-20,177
2018-01-21,181
2018-01-22,184
2018-01-23,194
2018-01-24,200
2018-01-25,203
2018-01-26,204
2018-01-27,198
2018-01-28,197
2018-01-29,199
2018-01-30,203
2018-01-31,210
2018-02-01,220
2018-02-02,227
2018-02-03,231
2018-02-04,234
2018-02-05,233
2018-02-06,232
2018-02-07,233
2018-02-08,241
2018-02-09,242
2018-02-10,229
2018-02-11,221
2018-02-12,215
2018-02-13,216
2018-02-14,223
2018-02-15,224
2018-02-16,219
2018-02-17,218
2018-02-18,212
2018-02-19,214
2018-02-20,216
2018-02-21,216
2018-02-22,212
2018-02-23,208
2018-02-24,202
2018-02-25,201
2018-02-26,203
2018-02-27,210
2018-02-28,216
2018-03-01,214
2018-03-02,217
2018-03-03,217
2018-03-04,212
2018-03-05,218
2018-03-06,228
2018-03-07,237
2018-03-08,246
2018-03-09,257
2018-03-10,268
2018-03-11,268
2018-03-12,277
2018-03-13,290
2018-03-14,304
2018-03-15,317
2018-03-16,333
2018-03-17,349
2018-03-18,367
2018-03-20,406
2018-03-21,426
2018-03-23,458
2018-03-24,455
2018-03-25,450
2018-03-26,459
2018-03-27,481
2018-03-28,506
2018-03-29,527
2018-03-30,546
2018-03-31,567
2018-04-01,577
2018-04-02,589
2018-04-03,605
2018-04-04,629
2018-04-05,641
2018-04-06,637
2018-04-07,608
2018-04-08,595
2018-04-09,592
2018-04-10,582
2018-04-11,587
2018-04-12,599
2018-04-13,613
2018-04-14,620
2018-04-15,618
2018-04-16,622
2018-04-17,637
2018-04-18,654
2018-04-19,646
2018-04-20,648
2018-04-21,619
2018-04-22,593
2018-04-23,566
2018-04-24,545
2018-04-25,532
2018-04-26,517
2018-04-27,505
2018-04-28,512
2018-04-29,497
2018-04-30,474
2018-05-01,461
2018-05-02,463
2018-05-03,483
2018-05-04,498
2018-05-05,501
2018-05-07,508
2018-05-08,528
2018-05-09,546
2018-05-10,545
2018-05-11,549
2018-05-12,543
2018-05-13,530
2018-05-14,540
2018-05-15,517
2018-05-16,494
2018-05-17,484
2018-05-18,490
2018-05-19,473
2018-05-20,449
2018-05-21,426
2018-05-22,408
2018-05-23,401
2018-05-24,415
2018-05-25,433
2018-05-26,453
2018-05-27,465
2018-05-28,488
2018-05-29,500
2018-05-30,491
2018-05-31,501
2018-06-01,504
2018-06-02,491
2018-06-03,470
2018-06-04,450
2018-06-05,427
2018-06-06,405
2018-06-07,384
2018-06-08,365
2018-06-09,359
2018-06-10,353
2018-06-11,341
2018-06-12,329
2018-06-13,317
2018-06-14,312
2018-06-15,304
2018-06-16,304
2018-06-17,302
2018-06-18,312
2018-06-19,325
2018-06-20,328
2018-06-21,339
2018-06-22,348
2018-06-23,357
2018-06-24,355
2018-06-25,358
2018-06-26,366
2018-06-27,371
2018-06-28,371
2018-06-29,370
2018-06-30,368
2018-07-01,372
2018-07-02,383
2018-07-03,401
2018-07-04,421
2018-07-05,441
2018-07-06,455
2018-07-07,465
2018-07-08,466
2018-07-09,469
2018-07-10,478
2018-07-11,488
2018-07-12,481
2018-07-13,462
2018-07-14,441
2018-07-15,420
2018-07-16,405
2018-07-17,387
2018-07-18,381
2018-07-19,391
2018-07-20,390
2018-07-21,383
2018-07-22,366
2018-07-23,368
2018-07-24,375
2018-07-25,375
2018-07-26,364
2018-07-27,360
2018-07-28,358
2018-07-29,352
2018-07-30,349
2018-07-31,350
2018-08-01,358
2018-08-02,361
2018-08-03,372
2018-08-04,384
2018-08-05,396
2018-08-06,406
2018-08-07,415
2018-08-08,422
2018-08-09,418
2018-08-10,425
2018-08-11,409
2018-08-12,401
2018-08-14,403
2018-08-16,408
2018-08-17,401
2018-08-18,397
2018-08-19,390
2018-08-20,373
2018-08-21,360
2018-08-22,352
2018-08-23,355
2018-08-24,362
2018-08-25,354
2018-08-26,354
2018-08-27,359
2018-08-28,375
2018-08-29,393
2018-08-30,412
2018-08-31,417
2018-09-01,406
2018-09-02,392
2018-09-03,380
2018-09-04,376
2018-09-05,383
2018-09-06,376
2018-09-07,372
2018-09-08,365
2018-09-09,354
2018-09-10,352
2018-09-11,355
2018-09-12,358
2018-09-13,362
2018-09-14,356
2018-09-15,340
2018-09-16,326
2018-09-17,319
2018-09-18,306
2018-09-19,296
2018-09-20,287
2018-09-21,276
2018-09-22,271
2018-09-23,269
2018-09-24,271
2018-09-25,274
2018-09-26,278
2018-09-27,285
2018-09-28,288
2018-09-29,286
2018-09-30,281
2018-10-01,279
2018-10-02,271
2018-10-03,275
2018-10-04,273
2018-10-05,280
2018-10-06,293
2018-10-07,307
2018-10-08,321
2018-10-09,330
2018-10-10,336
2018-10-11,332
2018-10-12,327
2018-10-13,330
2018-10-14,333
2018-10-15,342
2018-10-16,346
2018-10-17,344
2018-10-18,342
2018-10-19,335
2018-10-20,322
2018-10-21,316
2018-10-22,325
2018-10-23,325
2018-10-24,334
2018-10-25,341
2018-10-26,329
2018-10-27,319
2018-10-28,317
2018-10-29,321
2018-10-30,323
2018-10-31,311
2018-11-01,307
2018-11-03,277
2018-11-04,264
2018-11-05,254
2018-11-06,243
2018-11-07,240
2018-11-08,240
2018-11-09,239
2018-11-10,231
2018-11-11,235
2018-11-12,234
2018-11-13,239
2018-11-14,238
2018-11-15,232
2018-11-16,226
2018-11-17,230
2018-11-18,235
2018-11-19,235
2018-11-20,241
2018-11-21,234
2018-11-22,231
2018-11-23,223
2018-11-24,230
2018-11-25,232
2018-11-26,226
2018-11-27,222
2018-11-28,223
2018-11-29,228
2018-12-01,241
2018-12-02,235
2018-12-03,225
2018-12-04,213
2018-12-05,207
2018-12-07,209
2018-12-09,219
2018-12-10,223
2018-12-11,229
2018-12-12,235
2018-12-13,237
2018-12-14,239
2018-12-15,242
2018-12-16,247
2018-12-17,242
2018-12-18,238
2018-12-19,235
2018-12-20,228
2018-12-21,223
2018-12-22,225
2018-12-23,220
2018-12-24,220
2018-12-25,221
2018-12-26,219
2018-12-27,218
2018-12-28,210
2018-12-29,206
2018-12-30,195
2018-12-31,192
2019-01-01,196
2019-01-02,199
2019-01-03,205
2019-01-04,209
2019-01-05,209
2019-01-06,210
2019-01-08,211
2019-01-10,204
2019-01-11,203
2019-01-12,202
2019-01-13,204
2019-01-14,195
2019-01-15,188
2019-01-16,188
2019-01-17,189
2019-01-18,185
2019-01-19,186
2019-01-20,188
2019-01-21,186
2019-01-22,186
2019-01-23,185
2019-01-24,187
2019-01-25,188
2019-01-26,187
2019-01-27,181
2019-01-28,179
2019-01-29,170
2019-01-30,162
2019-01-31,157
2019-02-01,151
2019-02-02,148
2019-02-03,144
2019-02-04,140
2019-02-05,142
2019-02-06,141
2019-02-07,139
2019-02-08,134
2019-02-09,129
2019-02-10,122
2019-02-11,115
2019-02-12,111
2019-02-13,109
2019-02-14,105
2019-02-15,102
2019-02-16,98
2019-02-17,93
2019-02-18,88
2019-02-19,83
2019-02-20,78
2019-02-21,74
2019-02-22,70
2019-02-23,66
2019-02-24,62
2019-02-25,58
2019-02-26,55
2019-02-27,52
2019-02-28,50
2019-03-01,47
2019-03-02,44
2019-03-03,41
2019-03-04,38
2019-03-05,37
2019-03-06,38
2019-03-07,40
2019-03-08,41
2019-03-09,43
2019-03-10,46
2019-03-11,49
2019-03-12,51
2019-03-13,53
2019-03-14,55
2019-03-15,56
2019-03-16,58
2019-03-17,58
2019-03-18,58
2019-03-19,59
2019-03-20,58
2019-03-21,58
2019-03-22,58
2019-03-23,58
2019-03-24,57
2019-03-25,57
2019-03-26,57
2019-03-27,56
2019-03-28,55
2019-03-29,55
2019-03-30,56
2019-03-31,57
2019-04-01,58
2019-04-02,58
2019-04-03,59
2019-04-04,60
2019-04-05,62
2019-04-06,65
2019-04-07,68
2019-04-08,70
2019-04-09,70
2019-04-10,73
2019-04-11,74
2019-04-12,74
2019-04-13,75
2019-04-14,77
2019-04-15,78
2019-04-16,80
2019-04-17,82
2019-04-18,84
2019-04-19,84
2019-04-20,82
2019-04-21,81
2019-04-22,83
2019-04-23,83
2019-04-24,84
2019-04-25,79
2019-04-26,77
2019-04-27,76
2019-04-28,75
2019-04-29,78
2019-04-30,80
2019-05-01,79
2019-05-02,80
2019-05-03,82
2019-05-04,85
2019-05-05,84
2019-05-06,84
2019-05-07,84
2019-05-08,80
2019-05-09,78
2019-05-10,77
2019-05-11,76
2019-05-12,79
2019-05-13,81
2019-05-14,76
2019-05-15,74
2019-05-16,73
2019-05-17,73
2019-05-18,73
2019-05-19,73
2019-05-20,72
2019-05-21,72
2019-05-22,72
2019-05-23,74
2019-05-24,73
2019-05-25,73
2019-05-26,74
2019-05-27,77
2019-05-28,79
2019-05-29,79
2019-05-30,79
2019-05-31,77
2019-06-01,76
2019-06-02,75
2019-06-03,75
2019-06-04,76
2019-06-05,75
2019-06-06,76
2019-06-07,76
2019-06-08,77
2019-06-09,77
2019-06-10,77
2019-06-11,79
2019-06-12,79
2019-06-13,78
2019-06-14,79
2019-06-15,79
2019-06-16,80
2019-06-17,77
2019-06-18,78
2019-06-19,78
2019-06-20,76
2019-06-21,74
2019-06-22,74
2019-06-23,73
2019-06-24,72
2019-06-25,73
2019-06-26,74
2019-06-27,73
2019-06-28,74
2019-06-29,74
2019-06-30,73
2019-07-01,73
2019-07-02,74
2019-07-03,71
2019-07-04,73
2019-07-05,76
2019-07-06,75
2019-07-07,73
2019-07-08,72
2019-07-09,73
2019-07-10,74
2019-07-11,72
2019-07-12,73
2019-07-13,76
2019-07-14,77
2019-07-15,78
2019-07-16,82
2019-07-17,87
2019-07-18,91
2019-07-19,96
2019-07-20,100
2019-07-21,99
2019-07-22,104
2019-07-23,108
2019-07-24,107
2019-07-25,109
2019-07-26,107
2019-07-27,108
2019-07-28,109
2019-07-29,106
2019-07-30,101
2019-07-31,97
2019-08-01,92
2019-08-02,90
2019-08-03,87
2019-08-04,84
2019-08-05,83
2019-08-06,84
2019-08-07,85
2019-08-08,83
2019-08-09,79
2019-08-10,79
2019-08-11,80
2019-08-12,79
2019-08-13,77
2019-08-14,77
2019-08-15,79
2019-08-16,80
2019-08-17,80
2019-08-18,83
