date_obj,Iron%20platelegs price
2015-07-26,301
2015-07-27,305
2015-07-28,316
2015-07-29,315
2015-07-30,312
2015-07-31,312
2015-08-01,302
2015-08-02,300
2015-08-03,294
2015-08-04,299
2015-08-05,301
2015-08-06,300
2015-08-07,306
2015-08-08,315
2015-08-09,322
2015-08-10,326
2015-08-11,333
2015-08-12,339
2015-08-13,332
2015-08-14,336
2015-08-15,338
2015-08-16,338
2015-08-17,339
2015-08-18,342
2015-08-19,338
2015-08-20,342
2015-08-21,352
2015-08-22,357
2015-08-23,364
2015-08-24,360
2015-08-25,360
2015-08-26,361
2015-08-27,352
2015-08-28,347
2015-08-29,345
2015-08-30,346
2015-08-31,346
2015-09-01,337
2015-09-02,345
2015-09-03,356
2015-09-04,355
2015-09-05,362
2015-09-06,370
2015-09-07,356
2015-09-08,342
2015-09-09,330
2015-09-10,323
2015-09-11,313
2015-09-12,311
2015-09-13,309
2015-09-14,307
2015-09-15,302
2015-09-16,292
2015-09-17,283
2015-09-18,268
2015-09-19,267
2015-09-20,264
2015-09-21,263
2015-09-22,255
2015-09-23,244
2015-09-24,232
2015-09-25,221
2015-09-27,210
2015-09-28,206
2015-09-29,202
2015-09-30,194
2015-10-05,183
2015-10-06,175
2015-10-07,176
2015-10-08,179
2015-10-09,182
2015-10-10,182
2015-10-11,182
2015-10-12,185
2015-10-13,195
2015-10-14,199
2015-10-15,206
2015-10-16,217
2015-10-17,226
2015-10-18,237
2015-10-19,246
2015-10-20,256
2015-10-22,275
2015-10-23,277
2015-10-24,273
2015-10-25,280
2015-10-26,286
2015-10-27,293
2015-10-29,307
2015-10-30,314
2015-10-31,312
2015-11-01,325
2015-11-02,325
2015-11-03,326
2015-11-04,325
2015-11-05,319
2015-11-06,320
2015-11-07,318
2015-11-08,313
2015-11-09,317
2015-11-10,316
2015-11-11,317
2015-11-12,318
2015-11-13,324
2015-11-14,311
2015-11-15,296
2015-11-16,288
2015-11-17,281
2015-11-18,270
2015-11-19,262
2015-11-20,255
2015-11-21,264
2015-11-22,266
2015-11-23,266
2015-11-24,259
2015-11-25,262
2015-11-26,265
2015-11-27,277
2015-11-28,276
2015-11-29,276
2015-11-30,276
2015-12-01,269
2015-12-02,260
2015-12-03,263
2015-12-04,258
2015-12-05,252
2015-12-06,252
2015-12-07,252
2015-12-08,253
2015-12-09,248
2015-12-10,253
2015-12-11,263
2015-12-12,270
2015-12-13,273
2015-12-14,273
2015-12-15,271
2015-12-16,275
2015-12-17,271
2015-12-18,271
2015-12-19,263
2015-12-20,258
2015-12-21,247
2015-12-22,236
2015-12-23,235
2015-12-24,239
2015-12-25,235
2015-12-26,238
2015-12-27,241
2015-12-28,249
2015-12-29,249
2015-12-30,248
2015-12-31,253
2016-01-01,245
2016-01-02,239
2016-01-03,234
2016-01-04,230
2016-01-05,224
2016-01-06,226
2016-01-07,231
2016-01-08,227
2016-01-09,229
2016-01-10,224
2016-01-11,222
2016-01-12,225
2016-01-13,227
2016-01-14,226
2016-01-15,224
2016-01-16,222
2016-01-17,220
2016-01-18,218
2016-01-19,218
2016-01-20,224
2016-01-21,224
2016-01-22,230
2016-01-23,237
2016-01-24,239
2016-01-25,240
2016-01-26,248
2016-01-27,255
2016-01-28,255
2016-01-29,261
2016-01-30,259
2016-01-31,267
2016-02-01,267
2016-02-02,267
2016-02-03,272
2016-02-04,276
2016-02-05,280
2016-02-06,278
2016-02-07,284
2016-02-08,281
2016-02-09,281
2016-02-10,278
2016-02-11,281
2016-02-12,279
2016-02-13,280
2016-02-14,279
2016-02-15,273
2016-02-16,264
2016-02-17,254
2016-02-18,242
2016-02-19,235
2016-02-20,230
2016-02-21,232
2016-02-22,233
2016-02-23,239
2016-02-24,243
2016-02-25,245
2016-02-26,244
2016-02-27,242
2016-02-28,247
2016-02-29,250
2016-03-01,250
2016-03-02,254
2016-03-03,255
2016-03-04,265
2016-03-05,263
2016-03-06,264
2016-03-07,262
2016-03-08,265
2016-03-09,257
2016-03-10,254
2016-03-11,254
2016-03-12,252
2016-03-13,241
2016-03-14,238
2016-03-15,238
2016-03-16,235
2016-03-17,240
2016-03-18,238
2016-03-19,239
2016-03-20,242
2016-03-21,241
2016-03-22,236
2016-03-23,240
2016-03-24,250
2016-03-25,258
2016-03-26,257
2016-03-27,255
2016-03-28,260
2016-03-29,260
2016-03-30,264
2016-03-31,269
2016-04-01,271
2016-04-02,272
2016-04-03,273
2016-04-04,272
2016-04-05,271
2016-04-06,278
2016-04-07,275
2016-04-08,281
2016-04-09,284
2016-04-10,284
2016-04-11,284
2016-04-12,285
2016-04-13,285
2016-04-14,279
2016-04-15,282
2016-04-16,285
2016-04-17,282
2016-04-18,273
2016-04-19,270
2016-04-20,271
2016-04-21,279
2016-04-22,284
2016-04-23,290
2016-04-24,288
2016-04-25,286
2016-04-26,282
2016-04-27,276
2016-04-28,273
2016-04-29,262
2016-04-30,260
2016-05-01,248
2016-05-02,252
2016-05-03,251
2016-05-04,250
2016-05-05,250
2016-05-06,254
2016-05-07,256
2016-05-08,258
2016-05-09,250
2016-05-10,247
2016-05-11,245
2016-05-12,235
2016-05-13,223
2016-05-14,216
2016-05-15,215
2016-05-16,210
2016-05-17,207
2016-05-18,198
2016-05-19,204
2016-05-22,184
2016-05-23,181
2016-05-24,183
2016-05-25,183
2016-05-26,184
2016-05-27,182
2016-05-28,183
2016-05-29,186
2016-05-30,188
2016-05-31,193
2016-06-01,195
2016-06-02,193
2016-06-03,190
2016-06-04,192
2016-06-05,190
2016-06-06,192
2016-06-07,199
2016-06-08,207
2016-06-09,212
2016-06-10,220
2016-06-11,228
2016-06-12,229
2016-06-13,233
2016-06-14,238
2016-06-15,234
2016-06-16,233
2016-06-17,231
2016-06-18,222
2016-06-19,224
2016-06-20,219
2016-06-21,223
2016-06-22,220
2016-06-23,218
2016-06-24,213
2016-06-25,206
2016-06-26,200
2016-06-27,196
2016-06-28,197
2016-06-29,190
2016-06-30,196
2016-07-01,198
2016-07-02,192
2016-07-03,190
2016-07-04,186
2016-07-05,181
2016-07-06,181
2016-07-07,180
2016-07-08,177
2016-07-09,181
2016-07-10,186
2016-07-11,184
2016-07-12,178
2016-07-13,176
2016-07-14,180
2016-07-15,185
2016-07-16,186
2016-07-17,189
2016-07-18,185
2016-07-23,177
2016-07-24,170
2016-07-25,166
2016-07-26,169
2016-07-27,170
2016-07-28,168
2016-07-29,164
2016-07-30,161
2016-07-31,158
2016-08-01,152
2016-08-02,146
2016-08-03,144
2016-08-04,150
2016-08-05,154
2016-08-06,153
2016-08-07,153
2016-08-08,157
2016-08-09,158
2016-08-10,164
2016-08-11,172
2016-08-12,175
2016-08-13,173
2016-08-14,171
2016-08-15,167
2016-08-16,169
2016-08-17,168
2016-08-18,160
2016-08-19,152
2016-08-20,148
2016-08-21,144
2016-08-22,147
2016-08-23,148
2016-08-24,153
2016-08-25,157
2016-08-26,157
2016-08-28,167
2016-08-31,166
2016-09-01,164
2016-09-02,164
2016-09-03,164
2016-09-04,165
2016-09-05,166
2016-09-06,166
2016-09-07,172
2016-09-08,170
2016-09-09,168
2016-09-10,172
2016-09-11,174
2016-09-12,173
2016-09-13,173
2016-09-14,172
2016-09-15,174
2016-09-16,174
2016-09-17,176
2016-09-18,178
2016-09-19,177
2016-09-20,176
2016-09-21,174
2016-09-22,170
2016-09-23,170
2016-09-24,170
2016-09-25,172
2016-09-26,172
2016-09-27,173
2016-09-28,173
2016-09-29,177
2016-09-30,177
2016-10-01,181
2016-10-02,187
2016-10-03,193
2016-10-04,190
2016-10-05,192
2016-10-06,189
2016-10-07,187
2016-10-08,186
2016-10-09,183
2016-10-10,185
2016-10-11,181
2016-10-12,179
2016-10-13,180
2016-10-14,174
2016-10-15,172
2016-10-16,173
2016-10-17,171
2016-10-18,168
2016-10-19,164
2016-10-20,159
2016-10-21,161
2016-10-22,161
2016-10-23,160
2016-10-24,157
2016-10-25,157
2016-10-26,159
2016-10-27,161
2016-10-28,163
2016-10-29,161
2016-10-30,154
2016-10-31,148
2016-11-01,148
2016-11-02,150
2016-11-03,149
2016-11-04,145
2016-11-05,143
2016-11-06,142
2016-11-07,141
2016-11-08,140
2016-11-09,139
2016-11-10,135
2016-11-11,129
2016-11-12,125
2016-11-13,125
2016-11-14,125
2016-12-07,114
2016-12-08,115
2016-12-09,118
2016-12-10,120
2016-12-11,120
2016-12-12,122
2016-12-13,124
2016-12-14,120
2016-12-15,123
2016-12-16,126
2016-12-17,124
2016-12-18,122
2016-12-19,125
2016-12-20,126
2016-12-21,122
2016-12-22,118
2016-12-23,120
2016-12-24,122
2016-12-25,123
2016-12-26,122
2016-12-27,117
2016-12-28,120
2016-12-29,119
2016-12-30,120
2016-12-31,120
2017-01-01,116
2017-01-02,115
2017-01-03,116
2017-01-04,118
2017-01-05,115
2017-01-06,115
2017-01-07,112
2017-01-08,112
2017-01-09,114
2017-01-10,111
2017-01-11,110
2017-01-12,109
2017-01-13,109
2017-01-14,110
2017-01-15,110
2017-01-16,113
2017-01-17,111
2017-01-18,114
2017-01-19,117
2017-01-20,119
2017-01-21,122
2017-01-22,119
2017-01-27,123
2017-01-28,121
2017-01-29,120
2017-01-30,119
2017-01-31,116
2017-02-01,119
2017-02-02,122
2017-02-03,123
2017-02-04,121
2017-02-05,125
2017-02-06,125
2017-02-07,125
2017-02-08,127
2017-02-09,125
2017-02-10,126
2017-02-11,128
2017-02-12,128
2017-02-13,133
2017-02-14,135
2017-02-15,136
2017-02-16,140
2017-02-18,143
2017-02-19,142
2017-02-20,141
2017-02-21,145
2017-02-22,151
2017-02-23,148
2017-02-24,148
2017-02-25,150
2017-02-26,149
2017-02-27,151
2017-02-28,149
2017-03-01,151
2017-03-02,152
2017-03-03,152
2017-03-04,155
2017-03-05,155
2017-03-06,153
2017-03-07,157
2017-03-08,156
2017-03-09,160
2017-03-10,161
2017-03-11,164
2017-03-12,158
2017-03-13,158
2017-03-14,157
2017-03-15,158
2017-03-16,157
2017-03-17,156
2017-03-18,155
2017-03-19,156
2017-03-20,161
2017-03-21,165
2017-03-22,169
2017-03-23,173
2017-03-24,173
2017-03-25,175
2017-03-26,175
2017-03-27,175
2017-03-28,172
2017-03-29,170
2017-03-30,168
2017-03-31,164
2017-04-01,163
2017-04-02,162
2017-04-03,165
2017-04-04,161
2017-04-12,131
2017-04-13,125
2017-04-14,125
2017-04-15,127
2017-04-16,124
2017-04-17,124
2017-04-18,126
2017-04-19,127
2017-04-20,128
2017-04-21,133
2017-04-22,136
2017-04-23,137
2017-04-24,136
2017-04-25,133
2017-04-26,132
2017-04-27,131
2017-04-28,131
2017-04-29,131
2017-04-30,127
2017-05-01,128
2017-05-02,127
2017-05-03,128
2017-05-04,129
2017-05-05,125
2017-05-06,119
2017-05-07,114
2017-05-08,113
2017-05-09,112
2017-05-10,112
2017-05-11,111
2017-05-12,108
2017-05-13,109
2017-05-14,113
2017-05-15,113
2017-05-16,114
2017-05-17,114
2017-05-18,116
2017-05-19,118
2017-05-20,119
2017-05-21,117
2017-05-22,114
2017-05-23,115
2017-05-24,115
2017-05-25,118
2017-05-26,121
2017-05-27,123
2017-05-28,123
2017-05-29,122
2017-05-30,127
2017-05-31,127
2017-06-01,130
2017-06-02,131
2017-06-03,132
2017-06-04,131
2017-06-06,129
2017-06-07,127
2017-06-08,130
2017-06-09,133
2017-06-10,135
2017-06-11,134
2017-06-12,133
2017-06-13,132
2017-06-14,126
2017-06-15,123
2017-06-16,121
2017-06-17,116
2017-06-18,111
2017-06-19,111
2017-06-20,113
2017-06-21,117
2017-06-22,118
2017-06-23,115
2017-06-24,111
2017-06-25,108
2017-06-26,103
2017-06-27,99
2017-06-28,98
2017-06-29,98
2017-06-30,98
2017-07-01,96
2017-07-02,93
2017-07-03,90
2017-07-04,87
2017-07-05,87
2017-07-06,88
2017-07-07,87
2017-07-08,87
2017-07-13,93
2017-07-14,93
2017-07-15,93
2017-07-16,96
2017-07-17,98
2017-07-18,100
2017-07-19,101
2017-07-20,101
2017-07-21,103
2017-07-22,107
2017-07-23,105
2017-07-24,109
2017-07-25,107
2017-07-26,108
2017-07-27,102
2017-07-28,98
2017-07-29,98
2017-07-30,96
2017-07-31,95
2017-08-01,94
2017-08-02,92
2017-08-03,90
2017-08-04,92
2017-08-05,89
2017-08-06,88
2017-08-09,88
2017-08-10,84
2017-08-11,80
2017-08-12,80
2017-08-13,77
2017-08-14,75
2017-08-15,74
2017-08-16,73
2017-08-17,71
2017-08-18,69
2017-08-19,70
2017-08-20,72
2017-08-21,73
2017-08-22,73
2017-08-23,75
2017-08-24,76
2017-08-25,79
2017-08-26,82
2017-08-27,86
2017-08-28,87
2017-08-29,85
2017-08-30,87
2017-08-31,90
2017-09-01,91
2017-09-02,93
2017-09-03,94
2017-09-04,90
2017-09-05,87
2017-09-06,88
2017-09-07,85
2017-09-08,82
2017-09-09,79
2017-09-10,78
2017-09-11,79
2017-09-12,79
2017-09-13,78
2017-09-14,78
2017-09-15,80
2017-09-16,80
2017-09-17,79
2017-09-19,80
2017-09-20,81
2017-09-21,83
2017-09-22,85
2017-09-23,86
2017-09-24,88
2017-09-25,91
2017-09-26,94
2017-09-27,97
2017-09-28,101
2017-09-29,104
2017-09-30,108
2017-10-01,113
2017-10-02,117
2017-10-03,116
2017-10-04,120
2017-10-05,118
2017-10-06,112
2017-10-07,106
2017-10-08,102
2017-10-09,99
2017-10-10,97
2017-10-11,96
2017-10-12,94
2017-10-13,94
2017-10-14,95
2017-10-15,95
2017-10-16,99
2017-10-17,100
2017-10-18,103
2017-10-19,102
2017-10-20,105
2017-10-21,105
2017-10-22,104
2017-10-23,105
2017-10-24,105
2017-10-25,106
2017-10-26,105
2017-10-27,104
2017-10-28,104
2017-10-29,102
2017-10-30,99
2017-10-31,98
2017-11-01,96
2017-11-02,94
2017-11-03,92
2017-11-04,91
2017-11-05,89
2017-11-06,87
2017-11-07,89
2017-11-08,92
2017-11-09,93
2017-11-10,93
2017-11-11,94
2017-11-12,94
2017-11-13,95
2017-11-14,96
2017-11-15,94
2017-11-16,94
2017-11-17,91
2017-11-18,92
2017-11-19,91
2017-11-20,89
2017-11-21,86
2017-11-22,84
2017-11-23,83
2017-11-24,83
2017-11-25,81
2017-11-26,79
2017-11-27,79
2017-11-28,80
2017-11-29,81
2017-11-30,83
2017-12-01,84
2017-12-02,83
2017-12-03,84
2017-12-04,86
2017-12-05,89
2017-12-06,90
2017-12-07,92
2017-12-08,92
2017-12-09,94
2017-12-10,95
2017-12-11,96
2017-12-12,95
2017-12-13,96
2017-12-14,97
2017-12-15,96
2017-12-16,96
2017-12-17,97
2017-12-18,97
2017-12-19,95
2017-12-20,94
2017-12-21,91
2017-12-22,88
2017-12-23,86
2017-12-24,85
2017-12-25,82
2017-12-26,80
2017-12-27,79
2017-12-28,77
2017-12-29,78
2017-12-30,77
2017-12-31,76
2018-01-01,76
2018-01-02,76
2018-01-03,77
2018-01-04,77
2018-01-05,77
2018-01-06,75
2018-01-07,74
2018-01-08,76
2018-01-09,75
2018-01-10,74
2018-01-11,73
2018-01-12,72
2018-01-13,72
2018-01-14,72
2018-01-15,73
2018-01-16,73
2018-01-17,74
2018-01-18,77
2018-01-19,79
2018-01-20,81
2018-01-21,83
2018-01-22,80
2018-01-23,80
2018-01-25,76
2018-01-26,77
2018-01-27,77
2018-01-28,75
2018-01-29,78
2018-01-30,80
2018-01-31,83
2018-02-01,86
2018-02-02,88
2018-02-03,90
2018-02-04,90
2018-02-05,92
2018-02-06,95
2018-02-07,98
2018-02-08,99
2018-02-09,101
2018-02-10,106
2018-02-11,107
2018-02-12,106
2018-02-13,107
2018-02-14,110
2018-02-15,110
2018-02-16,108
2018-02-17,110
2018-02-18,113
2018-02-19,112
2018-02-20,110
2018-02-21,112
2018-02-22,112
2018-02-23,106
2018-02-24,100
2018-02-25,95
2018-02-26,91
2018-02-27,90
2018-02-28,89
2018-03-01,88
2018-03-02,90
2018-03-03,91
2018-03-04,90
2018-03-05,89
2018-03-06,91
2018-03-07,92
2018-03-08,93
2018-03-09,90
2018-03-10,89
2018-03-11,87
2018-03-12,88
2018-03-13,90
2018-03-14,94
2018-03-15,97
2018-03-16,101
2018-03-17,101
2018-03-18,101
2018-03-19,102
2018-03-20,105
2018-03-21,106
2018-03-23,109
2018-03-24,106
2018-03-25,102
2018-03-26,101
2018-03-27,102
2018-03-28,105
2018-03-29,106
2018-03-30,105
2018-03-31,109
2018-04-01,109
2018-04-02,112
2018-04-03,116
2018-04-04,121
2018-04-05,122
2018-04-06,122
2018-04-07,125
2018-04-08,125
2018-04-09,130
2018-04-10,131
2018-04-11,132
2018-04-12,129
2018-04-13,129
2018-04-14,128
2018-04-15,128
2018-04-16,133
2018-04-17,132
2018-04-18,137
2018-04-19,139
2018-04-20,138
2018-04-21,138
2018-04-22,137
2018-04-23,137
2018-04-24,136
2018-04-25,138
2018-04-26,135
2018-04-27,134
2018-04-28,135
2018-04-29,135
2018-04-30,136
2018-05-01,134
2018-05-04,135
2018-05-05,136
2018-05-06,134
2018-05-07,131
2018-05-08,131
2018-05-09,132
2018-05-10,138
2018-05-11,139
2018-05-12,139
2018-05-13,146
2018-05-14,153
2018-05-15,160
2018-05-16,158
2018-05-17,159
2018-05-18,155
2018-05-19,153
2018-05-20,153
2018-05-21,152
2018-05-22,153
2018-05-23,154
2018-05-24,153
2018-05-25,151
2018-05-26,146
2018-05-27,141
2018-05-28,142
2018-05-29,143
2018-05-30,145
2018-05-31,146
2018-06-01,145
2018-06-02,149
2018-06-03,152
2018-06-04,152
2018-06-05,154
2018-06-06,154
2018-06-07,153
2018-06-08,151
2018-06-09,152
2018-06-10,153
2018-06-11,154
2018-06-12,151
2018-06-13,146
2018-06-14,144
2018-06-15,142
2018-06-16,136
2018-06-17,130
2018-06-18,124
2018-06-19,117
2018-06-20,111
2018-06-21,107
2018-06-22,104
2018-06-23,99
2018-06-24,96
2018-06-25,93
2018-06-26,91
2018-06-27,91
2018-06-28,92
2018-06-29,92
2018-06-30,89
2018-07-01,90
2018-07-02,93
2018-07-03,94
2018-07-04,92
2018-07-05,91
2018-07-06,90
2018-07-07,91
2018-07-08,92
2018-07-09,93
2018-07-10,92
2018-07-11,91
2018-07-12,87
2018-07-13,86
2018-07-14,88
2018-07-15,89
2018-07-16,88
2018-07-17,91
2018-07-18,93
2018-07-19,94
2018-07-20,98
2018-07-21,101
2018-07-22,99
2018-07-23,98
2018-07-24,99
2018-07-25,101
2018-07-26,105
2018-07-27,108
2018-07-28,107
2018-07-29,110
2018-07-30,112
2018-07-31,112
2018-08-01,109
2018-08-02,109
2018-08-03,107
2018-08-04,104
2018-08-05,105
2018-08-06,106
2018-08-07,108
2018-08-08,108
2018-08-09,109
2018-08-10,112
2018-08-11,113
2018-08-12,111
2018-08-14,110
2018-08-16,112
2018-08-17,112
2018-08-18,111
2018-08-19,113
2018-08-20,114
2018-08-21,112
2018-08-22,109
2018-08-23,110
2018-08-24,110
2018-08-25,107
2018-08-26,107
2018-08-27,106
2018-08-28,103
2018-08-29,104
2018-08-30,103
2018-08-31,100
2018-09-01,97
2018-09-02,94
2018-09-03,93
2018-09-04,93
2018-09-05,95
2018-09-06,97
2018-09-07,94
2018-09-08,97
2018-09-09,99
2018-09-10,96
2018-09-11,91
2018-09-12,87
2018-09-13,87
2018-09-14,84
2018-09-15,83
2018-09-16,85
2018-09-17,83
2018-09-18,86
2018-09-19,86
2018-09-20,86
2018-09-21,87
2018-09-22,91
2018-09-23,94
2018-09-24,96
2018-09-25,92
2018-09-26,93
2018-09-27,96
2018-09-28,101
2018-09-29,106
2018-09-30,111
2018-10-02,113
2018-10-03,114
2018-10-04,112
2018-10-05,115
2018-10-06,120
2018-10-07,126
2018-10-08,132
2018-10-09,136
2018-10-10,138
2018-10-11,137
2018-10-12,139
2018-10-13,142
2018-10-14,141
2018-10-15,144
2018-10-16,144
2018-10-17,139
2018-10-18,139
2018-10-19,142
2018-10-20,143
2018-10-21,145
2018-10-22,151
2018-10-23,153
2018-10-24,153
2018-10-25,153
2018-10-26,150
2018-10-27,148
2018-10-28,147
2018-10-29,143
2018-10-30,150
2018-10-31,158
2018-11-01,166
2018-11-03,182
2018-11-04,186
2018-11-05,188
2018-11-06,180
2018-11-07,174
2018-11-08,167
2018-11-09,161
2018-11-10,155
2018-11-11,149
2018-11-12,144
2018-11-13,138
2018-11-14,133
2018-11-15,128
2018-11-16,125
2018-11-17,120
2018-11-18,115
2018-11-19,111
2018-11-20,107
2018-11-21,104
2018-11-22,100
2018-11-23,96
2018-11-24,93
2018-11-25,89
2018-11-26,88
2018-11-27,87
2018-11-28,87
2018-11-29,89
2018-12-01,90
2018-12-02,89
2018-12-03,89
2018-12-04,90
2018-12-05,90
2018-12-07,91
2018-12-09,91
2018-12-10,93
2018-12-11,95
2018-12-13,97
2018-12-14,98
2018-12-15,99
2018-12-16,99
2018-12-17,99
2018-12-18,101
2018-12-19,99
2018-12-20,98
2018-12-21,98
2018-12-22,97
2018-12-23,97
2018-12-24,97
2018-12-25,98
2018-12-26,98
2018-12-27,100
2018-12-28,101
2018-12-29,101
2018-12-30,101
2018-12-31,103
2019-01-01,100
2019-01-02,99
2019-01-03,98
2019-01-04,98
2019-01-05,96
2019-01-06,94
2019-01-08,92
2019-01-10,91
2019-01-11,93
2019-01-12,93
2019-01-13,91
2019-01-14,89
2019-01-15,87
2019-01-16,87
2019-01-17,84
2019-01-18,81
2019-01-19,82
2019-01-20,82
2019-01-21,80
2019-01-22,81
2019-01-23,81
2019-01-24,82
2019-01-25,84
2019-01-26,86
2019-01-27,87
2019-01-28,88
2019-01-29,86
2019-01-30,89
2019-01-31,92
2019-02-01,93
2019-02-02,91
2019-02-03,90
2019-02-04,89
2019-02-05,88
2019-02-06,85
2019-02-07,86
2019-02-08,88
2019-02-09,87
2019-02-10,85
2019-02-11,83
2019-02-12,79
2019-02-13,77
2019-02-14,74
2019-02-15,74
2019-02-16,74
2019-02-17,74
2019-02-18,72
2019-02-19,73
2019-02-20,73
2019-02-21,73
2019-02-22,74
2019-02-23,74
2019-02-24,70
2019-02-25,69
2019-02-26,71
2019-02-27,74
2019-02-28,74
2019-03-01,73
2019-03-02,71
2019-03-03,72
2019-03-04,73
2019-03-05,75
2019-03-06,79
2019-03-07,83
2019-03-08,87
2019-03-09,88
2019-03-10,89
2019-03-11,92
2019-03-12,94
2019-03-13,95
2019-03-14,94
2019-03-15,95
2019-03-16,94
2019-03-17,93
2019-03-18,90
2019-03-19,92
2019-03-20,93
2019-03-21,92
2019-03-22,91
2019-03-23,95
2019-03-24,100
2019-03-25,101
2019-03-26,97
2019-03-27,98
2019-03-28,100
2019-03-29,103
2019-03-30,102
2019-03-31,102
2019-04-01,103
2019-04-02,103
2019-04-03,103
2019-04-04,100
2019-04-05,100
2019-04-06,99
2019-04-07,97
2019-04-08,95
2019-04-09,95
2019-04-10,94
2019-04-11,89
2019-04-12,84
2019-04-13,80
2019-04-14,79
2019-04-15,79
2019-04-16,80
2019-04-17,83
2019-04-18,87
2019-04-19,91
2019-04-20,95
2019-04-21,99
2019-04-22,99
2019-04-23,102
2019-04-24,106
2019-04-25,107
2019-04-26,110
2019-04-27,112
2019-04-28,113
2019-04-29,114
2019-04-30,117
2019-05-01,118
2019-05-02,118
2019-05-03,120
2019-05-04,119
2019-05-05,118
2019-05-06,116
2019-05-07,114
2019-05-08,110
2019-05-09,109
2019-05-10,107
2019-05-11,103
2019-05-12,104
2019-05-13,103
2019-05-14,102
2019-05-15,100
2019-05-16,98
2019-05-17,98
2019-05-18,100
2019-05-19,100
2019-05-20,103
2019-05-21,104
2019-05-22,105
2019-05-23,109
2019-05-24,110
2019-05-25,114
2019-05-26,116
2019-05-27,119
2019-05-28,120
2019-05-29,125
2019-05-30,120
2019-05-31,118
2019-06-01,115
2019-06-02,116
2019-06-03,119
2019-06-04,121
2019-06-05,124
2019-06-06,122
2019-06-07,124
2019-06-08,127
2019-06-09,125
2019-06-10,123
2019-06-11,117
2019-06-12,113
2019-06-13,109
2019-06-14,105
2019-06-15,101
2019-06-16,99
2019-06-17,97
2019-06-18,95
2019-06-19,95
2019-06-20,98
2019-06-21,100
2019-06-22,101
2019-06-23,100
2019-06-24,101
2019-06-25,96
2019-06-26,94
2019-06-27,94
2019-06-28,95
2019-06-29,95
2019-06-30,96
2019-07-01,99
2019-07-02,102
2019-07-03,102
2019-07-04,104
2019-07-05,107
2019-07-06,107
2019-07-07,104
2019-07-08,102
2019-07-09,103
2019-07-10,105
2019-07-11,108
2019-07-12,108
2019-07-13,110
2019-07-14,110
2019-07-15,110
2019-07-16,113
2019-07-17,114
2019-07-18,116
2019-07-19,118
2019-07-20,116
2019-07-21,114
2019-07-22,110
2019-07-23,109
2019-07-24,107
2019-07-25,107
2019-07-26,106
2019-07-27,104
2019-07-28,101
2019-07-29,97
2019-07-30,93
2019-07-31,92
2019-08-01,91
2019-08-02,88
2019-08-03,85
2019-08-04,82
2019-08-05,80
2019-08-06,79
2019-08-07,79
2019-08-08,79
2019-08-09,78
2019-08-10,76
2019-08-11,75
2019-08-12,74
2019-08-13,73
2019-08-14,73
2019-08-15,74
2019-08-16,76
2019-08-17,76
2019-08-18,74
2019-08-19,74
2019-08-20,74
2019-08-21,75
2019-08-22,73
2019-08-23,74
2019-08-24,73
2019-08-24,73
2019-08-25,72
2019-08-25,72
2019-08-26,70
2019-08-26,70
2019-08-27,68
2019-08-27,68
2019-08-28,69
2019-08-29,65
2019-08-30,63
2019-08-31,63
