date_obj,Bronze%20platebody price
2015-12-24,23
2015-12-25,23
2015-12-26,23
2015-12-27,23
2015-12-28,23
2015-12-29,23
2015-12-30,23
2015-12-31,23
2016-01-01,23
2016-01-02,23
2016-01-03,23
2016-01-04,23
2016-01-05,23
2016-01-06,23
2016-01-07,23
2016-01-08,23
2016-01-09,24
2016-01-10,24
2016-01-11,24
2016-01-12,24
2016-01-13,24
2016-01-14,24
2016-01-15,25
2016-01-16,25
2016-01-17,25
2016-01-18,25
2016-01-19,26
2016-01-20,26
2016-01-21,25
2016-01-22,25
2016-01-23,24
2016-01-24,24
2016-01-25,23
2016-01-26,23
2016-01-27,22
2016-01-28,22
2016-01-29,22
2016-01-30,22
2016-01-31,21
2016-02-01,21
2016-02-02,21
2016-02-03,21
2016-02-04,20
2016-02-05,20
2016-02-06,20
2016-02-07,20
2016-02-08,19
2016-02-09,19
2016-02-10,19
2016-02-11,19
2016-02-12,19
2016-02-13,19
2016-02-14,19
2016-02-15,19
2016-02-16,19
2016-02-17,19
2016-02-18,19
2016-02-19,18
2016-02-20,18
2016-02-21,18
2016-02-22,18
2016-02-23,17
2016-02-24,17
2016-02-25,17
2016-02-26,17
2016-02-27,16
2016-02-28,16
2016-02-29,16
2016-03-01,16
2016-03-02,16
2016-03-03,16
2016-03-04,16
2016-03-05,16
2016-03-06,15
2016-03-07,15
2016-03-08,15
2016-03-09,15
2016-03-10,15
2016-03-11,15
2016-03-12,15
2016-03-13,15
2016-03-14,15
2016-03-15,16
2016-03-16,16
2016-03-17,17
2016-03-18,17
2016-03-19,17
2016-03-20,17
2016-03-21,18
2016-03-22,18
2016-03-23,19
2016-03-24,19
2016-03-25,19
2016-03-26,19
2016-03-27,20
2016-03-28,20
2016-03-29,20
2016-03-30,20
2016-03-31,20
2016-04-01,20
2016-04-02,20
2016-04-03,20
2016-04-04,20
2016-04-05,20
2016-04-06,20
2016-04-07,20
2016-04-08,20
2016-04-09,20
2016-04-10,20
2016-04-11,20
2016-04-12,20
2016-04-13,21
2016-04-14,21
2016-04-15,22
2016-04-16,22
2016-04-17,23
2016-04-18,23
2016-04-19,23
2016-04-20,23
2016-04-21,23
2016-04-22,23
2016-04-23,22
2016-04-24,22
2016-04-25,22
2016-04-26,22
2016-04-27,23
2016-04-28,23
2016-04-29,23
2016-04-30,23
2016-05-01,23
2016-05-02,23
2016-05-03,23
2016-05-04,23
2016-05-05,24
2016-05-06,24
2016-05-07,23
2016-05-08,23
2016-05-09,23
2016-05-10,23
2016-05-11,24
2016-05-12,24
2016-05-13,25
2016-05-14,25
2016-05-15,25
2016-05-16,25
2016-05-17,26
2016-05-18,26
2016-05-19,27
2016-05-22,26
2016-05-23,25
2016-05-24,25
2016-05-25,24
2016-05-26,24
2016-05-27,24
2016-05-28,24
2016-05-29,23
2016-05-30,23
2016-05-31,23
2016-06-01,23
2016-06-02,24
2016-06-03,24
2016-06-04,23
2016-06-05,23
2016-06-06,24
2016-06-07,24
2016-06-08,24
2016-06-09,24
2016-06-10,24
2016-06-11,24
2016-06-12,23
2016-06-13,23
2016-06-14,24
2016-06-15,24
2016-06-16,24
2016-06-17,25
2016-06-18,25
2016-06-19,25
2016-06-20,25
2016-06-21,23
2016-06-22,23
2016-06-23,23
2016-06-24,23
2016-06-25,23
2016-06-26,23
2016-06-27,23
2016-06-28,23
2016-06-29,22
2016-06-30,22
2016-07-01,22
2016-07-02,22
2016-07-03,21
2016-07-04,21
2016-07-05,23
2016-07-06,23
2016-07-07,23
2016-07-08,23
2016-07-09,22
2016-07-10,22
2016-07-11,20
2016-07-12,20
2016-07-13,19
2016-07-14,19
2016-07-15,19
2016-07-16,19
2016-07-17,18
2016-07-18,18
2016-07-23,18
2016-07-24,19
2016-07-25,19
2016-07-26,19
2016-07-27,20
2016-07-28,20
2016-07-29,20
2016-07-30,20
2016-07-31,20
2016-08-01,21
2016-08-02,21
2016-08-03,22
2016-08-04,22
2016-08-05,22
2016-08-06,22
2016-08-07,22
2016-08-08,24
2016-08-09,24
2016-08-10,24
2016-08-11,24
2016-08-12,24
2016-08-13,23
2016-08-14,23
2016-08-15,23
2016-08-16,21
2016-08-17,21
2016-08-18,21
2016-08-19,20
2016-08-20,20
2016-08-21,19
2016-08-22,19
2016-08-23,20
2016-08-24,20
2016-08-25,20
2016-08-26,20
2016-08-28,19
2016-08-31,19
2016-09-01,20
2016-09-02,20
2016-09-03,20
2016-09-04,20
2016-09-05,20
2016-09-06,20
2016-09-07,20
2016-09-08,20
2016-09-09,21
2016-09-10,21
2016-09-11,21
2016-09-12,20
2016-09-13,20
2016-09-14,20
2016-09-15,20
2016-09-16,20
2016-09-17,20
2016-09-18,20
2016-09-19,20
2016-09-20,20
2016-09-21,20
2016-09-22,20
2016-09-23,20
2016-09-24,20
2016-09-25,20
2016-09-26,20
2016-09-27,20
2016-09-28,21
2016-09-29,21
2016-09-30,21
2016-10-01,22
2016-10-02,22
2016-10-03,22
2016-10-04,21
2016-10-05,21
2016-10-06,20
2016-10-07,20
2016-10-08,19
2016-10-09,19
2016-10-10,19
2016-10-11,18
2016-10-12,18
2016-10-13,17
2016-10-14,17
2016-10-15,16
2016-10-16,16
2016-10-17,16
2016-10-18,16
2016-10-19,16
2016-10-20,16
2016-10-21,16
2016-10-22,16
2016-10-23,16
2016-10-24,16
2016-10-25,16
2016-10-26,16
2016-10-27,16
2016-10-28,16
2016-10-29,16
2016-10-30,16
2016-10-31,16
2016-11-01,16
2016-11-02,16
2016-11-03,17
2016-11-04,17
2016-11-05,17
2016-11-06,17
2016-11-07,18
2016-11-08,18
2016-11-09,18
2016-11-10,18
2016-11-11,19
2016-11-12,19
2016-11-13,20
2016-11-14,20
2016-11-15,21
2016-12-07,19
2016-12-08,19
2016-12-09,19
2016-12-10,18
2016-12-11,18
2016-12-12,18
2016-12-13,18
2016-12-14,18
2016-12-15,18
2016-12-16,18
2016-12-17,18
2016-12-18,18
2016-12-19,18
2016-12-20,19
2016-12-21,19
2016-12-22,19
2016-12-23,19
2016-12-24,20
2016-12-25,20
2016-12-26,20
2016-12-27,20
2016-12-28,20
2016-12-29,20
2016-12-30,20
2016-12-31,20
2017-01-01,20
2017-01-02,20
2017-01-03,19
2017-01-04,19
2017-01-05,19
2017-01-06,19
2017-01-07,19
2017-01-08,19
2017-01-09,19
2017-01-10,19
2017-01-11,19
2017-01-12,19
2017-01-13,20
2017-01-14,20
2017-01-15,20
2017-01-16,20
2017-01-17,20
2017-01-18,20
2017-01-19,21
2017-01-20,21
2017-01-21,23
2017-01-22,23
2017-01-23,24
2017-01-27,25
2017-01-28,24
2017-01-29,24
2017-01-30,23
2017-01-31,23
2017-02-01,22
2017-02-02,22
2017-02-03,21
2017-02-04,21
2017-02-05,22
2017-02-06,22
2017-02-07,22
2017-02-08,22
2017-02-09,20
2017-02-10,19
2017-02-11,19
2017-02-12,18
2017-02-13,18
2017-02-14,18
2017-02-15,18
2017-02-16,18
2017-02-18,18
2017-02-19,17
2017-02-20,17
2017-02-21,16
2017-02-22,16
2017-02-23,16
2017-02-24,16
2017-02-25,16
2017-02-26,16
2017-02-27,16
2017-02-28,16
2017-03-01,16
2017-03-02,17
2017-03-03,17
2017-03-04,17
2017-03-05,17
2017-03-06,18
2017-03-07,18
2017-03-08,18
2017-03-09,18
2017-03-10,17
2017-03-11,17
2017-03-12,18
2017-03-13,18
2017-03-14,19
2017-03-15,19
2017-03-16,20
2017-03-17,20
2017-03-18,20
2017-03-19,20
2017-03-20,21
2017-03-21,21
2017-03-22,21
2017-03-23,21
2017-03-24,21
2017-03-25,21
2017-03-26,22
2017-03-27,22
2017-03-28,22
2017-03-29,22
2017-03-30,23
2017-03-31,23
2017-04-01,23
2017-04-02,23
2017-04-03,23
2017-04-04,23
2017-04-12,23
2017-04-13,25
2017-04-14,25
2017-04-15,24
2017-04-16,24
2017-04-17,24
2017-04-18,24
2017-04-19,24
2017-04-20,24
2017-04-21,24
2017-04-22,22
2017-04-23,22
2017-04-24,22
2017-04-25,22
2017-04-26,22
2017-04-27,22
2017-04-28,23
2017-04-29,23
2017-04-30,23
2017-05-01,23
2017-05-02,23
2017-05-03,23
2017-05-04,23
2017-05-05,23
2017-05-06,21
2017-05-07,21
2017-05-08,20
2017-05-09,21
2017-05-10,21
2017-05-11,21
2017-05-12,22
2017-05-13,22
2017-05-14,24
2017-05-15,24
2017-05-16,24
2017-05-17,24
2017-05-18,24
2017-05-19,24
2017-05-20,24
2017-05-21,24
2017-05-22,24
2017-05-23,24
2017-05-24,23
2017-05-25,23
2017-05-26,24
2017-05-27,24
2017-05-28,25
2017-05-29,25
2017-05-30,25
2017-05-31,25
2017-06-01,24
2017-06-02,24
2017-06-03,23
2017-06-04,23
2017-06-05,24
2017-06-06,25
2017-06-07,25
2017-06-08,26
2017-06-09,26
2017-06-10,26
2017-06-11,26
2017-06-12,27
2017-06-13,27
2017-06-14,27
2017-06-15,27
2017-06-16,27
2017-06-17,27
2017-06-18,27
2017-06-19,27
2017-06-20,27
2017-06-21,27
2017-06-22,27
2017-06-23,27
2017-06-24,27
2017-06-25,27
2017-06-26,27
2017-06-27,27
2017-06-28,27
2017-06-29,27
2017-06-30,27
2017-07-01,27
2017-07-02,26
2017-07-03,26
2017-07-04,27
2017-07-05,27
2017-07-06,27
2017-07-07,27
2017-07-08,27
2017-07-13,26
2017-07-14,27
2017-07-15,27
2017-07-16,27
2017-07-17,26
2017-07-18,26
2017-07-19,24
2017-07-20,24
2017-07-21,23
2017-07-22,23
2017-07-23,23
2017-07-24,23
2017-07-25,22
2017-07-26,22
2017-07-27,21
2017-07-28,21
2017-07-29,19
2017-07-30,18
2017-07-31,18
2017-08-01,17
2017-08-02,16
2017-08-03,16
2017-08-04,15
2017-08-05,15
2017-08-06,15
2017-08-09,16
2017-08-10,16
2017-08-11,16
2017-08-12,16
2017-08-13,16
2017-08-14,16
2017-08-15,16
2017-08-16,16
2017-08-17,16
2017-08-18,16
2017-08-19,16
2017-08-20,16
2017-08-21,16
2017-08-22,17
2017-08-23,17
2017-08-24,18
2017-08-25,18
2017-08-26,19
2017-08-27,19
2017-08-28,20
2017-08-29,20
2017-08-30,21
2017-08-31,21
2017-09-01,23
2017-09-02,24
2017-09-03,24
2017-09-04,25
2017-09-05,25
2017-09-06,26
2017-09-07,26
2017-09-08,26
2017-09-09,25
2017-09-10,25
2017-09-11,25
2017-09-12,25
2017-09-13,25
2017-09-14,26
2017-09-15,26
2017-09-16,26
2017-09-17,27
2017-09-18,27
2017-09-19,27
2017-09-20,27
2017-09-21,27
2017-09-22,28
2017-09-23,28
2017-09-24,29
2017-09-25,29
2017-09-26,29
2017-09-27,29
2017-09-28,31
2017-09-29,31
2017-09-30,33
2017-10-01,33
2017-10-02,34
2017-10-03,34
2017-10-04,35
2017-10-05,35
2017-10-06,36
2017-10-07,36
2017-10-08,36
2017-10-09,36
2017-10-10,37
2017-10-11,37
2017-10-12,38
2017-10-13,38
2017-10-14,39
2017-10-15,39
2017-10-16,40
2017-10-17,40
2017-10-18,40
2017-10-19,40
2017-10-20,41
2017-10-21,41
2017-10-22,43
2017-10-23,43
2017-10-24,44
2017-10-25,46
2017-10-26,46
2017-10-27,45
2017-10-28,45
2017-10-29,44
2017-10-30,44
2017-10-31,43
2017-11-01,43
2017-11-02,40
2017-11-03,40
2017-11-04,39
2017-11-05,39
2017-11-06,38
2017-11-07,38
2017-11-08,39
2017-11-09,39
2017-11-10,40
2017-11-11,40
2017-11-12,40
2017-11-13,40
2017-11-14,39
2017-11-15,39
2017-11-16,39
2017-11-17,39
2017-11-18,39
2017-11-19,39
2017-11-20,39
2017-11-21,39
2017-11-22,39
2017-11-23,39
2017-11-24,39
2017-11-25,39
2017-11-26,38
2017-11-27,38
2017-11-28,38
2017-11-29,38
2017-11-30,37
2017-12-01,37
2017-12-02,37
2017-12-03,37
2017-12-04,37
2017-12-05,37
2017-12-06,37
2017-12-07,36
2017-12-08,36
2017-12-09,35
2017-12-10,35
2017-12-11,35
2017-12-12,35
2017-12-13,35
2017-12-14,35
2017-12-15,36
2017-12-16,36
2017-12-17,38
2017-12-18,38
2017-12-19,38
2017-12-20,38
2017-12-21,38
2017-12-22,39
2017-12-23,39
2017-12-24,40
2017-12-25,40
2017-12-26,41
2017-12-27,41
2017-12-28,42
2017-12-29,42
2017-12-30,41
2017-12-31,41
2018-01-01,40
2018-01-02,40
2018-01-03,39
2018-01-04,38
2018-01-05,37
2018-01-06,37
2018-01-07,37
2018-01-08,38
2018-01-09,38
2018-01-10,38
2018-01-11,38
2018-01-12,38
2018-01-13,38
2018-01-14,37
2018-01-15,36
2018-01-16,36
2018-01-17,36
2018-01-18,36
2018-01-19,36
2018-01-20,36
2018-01-21,36
2018-01-22,36
2018-01-23,35
2018-01-24,34
2018-01-25,33
2018-01-26,33
2018-01-27,33
2018-01-28,33
2018-01-29,33
2018-01-30,34
2018-01-31,34
2018-02-01,35
2018-02-02,36
2018-02-03,37
2018-02-04,37
2018-02-05,37
2018-02-06,36
2018-02-07,35
2018-02-08,35
2018-02-09,33
2018-02-10,33
2018-02-11,32
2018-02-12,30
2018-02-13,29
2018-02-14,28
2018-02-15,28
2018-02-16,28
2018-02-17,27
2018-02-18,27
2018-02-19,27
2018-02-20,26
2018-02-21,25
2018-02-22,23
2018-02-23,21
2018-02-24,19
2018-02-25,19
2018-02-26,19
2018-02-27,19
2018-02-28,18
2018-03-01,18
2018-03-02,18
2018-03-03,18
2018-03-04,18
2018-03-05,19
2018-03-06,20
2018-03-07,21
2018-03-08,23
2018-03-09,23
2018-03-10,23
2018-03-11,22
2018-03-12,22
2018-03-13,22
2018-03-14,23
2018-03-15,23
2018-03-16,22
2018-03-17,20
2018-03-18,21
2018-03-19,23
2018-03-20,25
2018-03-21,24
2018-03-23,23
2018-03-24,23
2018-03-25,24
2018-03-26,23
2018-03-27,23
2018-03-28,24
2018-03-29,25
2018-03-30,25
2018-03-31,25
2018-04-01,25
2018-04-02,26
2018-04-03,27
2018-04-04,29
2018-04-05,29
2018-04-06,30
2018-04-07,30
2018-04-08,30
2018-04-09,30
2018-04-10,31
2018-04-11,30
2018-04-12,31
2018-04-13,31
2018-04-14,31
2018-04-15,31
2018-04-16,31
2018-04-17,32
2018-04-18,32
2018-04-19,32
2018-04-20,33
2018-04-21,34
2018-04-22,34
2018-04-23,34
2018-04-24,34
2018-04-25,34
2018-04-26,34
2018-04-27,35
2018-04-28,35
2018-04-29,34
2018-04-30,34
2018-05-01,34
2018-05-02,34
2018-05-03,33
2018-05-04,34
2018-05-05,33
2018-05-06,33
2018-05-07,32
2018-05-08,32
2018-05-09,32
2018-05-10,33
2018-05-11,33
2018-05-12,32
2018-05-13,32
2018-05-14,31
2018-05-15,32
2018-05-16,32
2018-05-17,34
2018-05-18,35
2018-05-19,35
2018-05-20,37
2018-05-21,39
2018-05-22,39
2018-05-23,39
2018-05-24,40
2018-05-25,40
2018-05-26,40
2018-05-27,40
2018-05-28,40
2018-05-29,40
2018-05-30,40
2018-05-31,40
2018-06-01,40
2018-06-02,39
2018-06-03,38
2018-06-04,38
2018-06-05,37
2018-06-06,35
2018-06-07,34
2018-06-08,32
2018-06-09,31
2018-06-10,29
2018-06-11,28
2018-06-12,27
2018-06-13,26
2018-06-14,26
2018-06-15,26
2018-06-16,26
2018-06-17,26
2018-06-18,26
2018-06-19,25
2018-06-20,25
2018-06-21,24
2018-06-22,23
2018-06-23,23
2018-06-24,23
2018-06-25,25
2018-06-26,25
2018-06-27,25
2018-06-28,25
2018-06-29,24
2018-06-30,23
2018-07-01,22
2018-07-02,22
2018-07-03,21
2018-07-04,19
2018-07-05,18
2018-07-06,18
2018-07-07,18
2018-07-08,18
2018-07-09,18
2018-07-10,18
2018-07-11,18
2018-07-12,17
2018-07-13,16
2018-07-14,16
2018-07-15,16
2018-07-16,15
2018-07-17,15
2018-07-18,15
2018-07-19,14
2018-07-20,13
2018-07-21,12
2018-07-22,12
2018-07-23,12
2018-07-24,12
2018-07-25,12
2018-07-26,12
2018-07-27,12
2018-07-28,12
2018-07-29,12
2018-07-30,12
2018-07-31,12
2018-08-01,12
2018-08-02,11
2018-08-03,11
2018-08-04,11
2018-08-05,11
2018-08-06,11
2018-08-07,12
2018-08-08,12
2018-08-09,13
2018-08-10,13
2018-08-11,13
2018-08-12,12
2018-08-14,12
2018-08-16,13
2018-08-17,14
2018-08-18,14
2018-08-19,14
2018-08-20,14
2018-08-21,15
2018-08-22,15
2018-08-23,16
2018-08-24,16
2018-08-25,16
2018-08-26,16
2018-08-27,15
2018-08-28,15
2018-08-29,15
2018-08-30,16
2018-08-31,16
2018-09-01,16
2018-09-02,16
2018-09-03,16
2018-09-04,17
2018-09-05,18
2018-09-06,18
2018-09-07,18
2018-09-08,18
2018-09-09,17
2018-09-10,17
2018-09-11,18
2018-09-12,18
2018-09-13,18
2018-09-14,17
2018-09-15,16
2018-09-16,16
2018-09-17,16
2018-09-18,16
2018-09-19,16
2018-09-20,16
2018-09-21,16
2018-09-22,16
2018-09-23,16
2018-09-24,16
2018-09-25,16
2018-09-26,16
2018-09-27,15
2018-09-28,15
2018-09-29,15
2018-09-30,14
2018-10-01,14
2018-10-02,14
2018-10-03,14
2018-10-04,14
2018-10-05,15
2018-10-06,16
2018-10-07,17
2018-10-08,18
2018-10-09,19
2018-10-10,20
2018-10-11,21
2018-10-12,23
2018-10-13,25
2018-10-14,27
2018-10-15,29
2018-10-16,31
2018-10-17,32
2018-10-18,34
2018-10-19,36
2018-10-20,38
2018-10-21,40
2018-10-22,41
2018-10-23,43
2018-10-24,46
2018-10-25,46
2018-10-26,49
2018-10-27,52
2018-10-28,54
2018-10-29,57
2018-10-30,59
2018-10-31,60
2018-11-01,59
2018-11-03,55
2018-11-04,53
2018-11-05,51
2018-11-06,48
2018-11-07,45
2018-11-08,42
2018-11-09,39
2018-11-10,37
2018-11-11,35
2018-11-12,33
2018-11-13,31
2018-11-15,27
2018-11-16,26
2018-11-17,25
2018-11-18,24
2018-11-19,23
2018-11-20,22
2018-11-21,21
2018-11-22,20
2018-11-23,19
2018-11-24,19
2018-11-25,19
2018-11-26,19
2018-11-27,19
2018-11-28,19
2018-11-29,19
2018-12-01,19
2018-12-02,19
2018-12-03,19
2018-12-04,20
2018-12-05,21
2018-12-07,22
2018-12-09,21
2018-12-10,21
2018-12-11,20
2018-12-12,20
2018-12-13,20
2018-12-14,20
2018-12-15,20
2018-12-16,20
2018-12-17,21
2018-12-18,22
2018-12-19,22
2018-12-20,22
2018-12-21,21
2018-12-22,21
2018-12-23,20
2018-12-24,20
2018-12-25,20
2018-12-26,20
2018-12-27,20
2018-12-28,20
2018-12-29,20
2018-12-30,20
2018-12-31,20
2019-01-01,20
2019-01-02,20
2019-01-03,20
2019-01-04,20
2019-01-05,20
2019-01-06,20
2019-01-08,20
2019-01-10,21
2019-01-11,22
2019-01-12,23
2019-01-13,23
2019-01-14,24
2019-01-15,25
2019-01-16,25
2019-01-17,25
2019-01-18,26
2019-01-19,26
2019-01-20,27
2019-01-21,27
2019-01-22,28
2019-01-23,29
2019-01-24,29
2019-01-25,30
2019-01-26,30
2019-01-27,30
2019-01-28,30
2019-01-29,30
2019-01-30,32
2019-01-31,33
2019-02-01,33
2019-02-02,34
2019-02-03,35
2019-02-04,36
2019-02-05,36
2019-02-06,36
2019-02-07,36
2019-02-08,36
2019-02-09,36
2019-02-10,36
2019-02-11,36
2019-02-12,36
2019-02-13,35
2019-02-14,35
2019-02-15,35
2019-02-16,35
2019-02-17,35
2019-02-18,33
2019-02-19,32
2019-02-20,31
2019-02-21,29
2019-02-22,28
2019-02-23,28
2019-02-24,28
2019-02-25,30
2019-02-26,31
2019-02-27,32
2019-02-28,31
2019-03-01,31
2019-03-02,31
2019-03-03,32
2019-03-04,32
2019-03-05,32
2019-03-06,33
2019-03-07,34
2019-03-08,35
2019-03-09,35
2019-03-10,35
2019-03-11,35
2019-03-12,35
2019-03-13,35
2019-03-14,36
2019-03-15,37
2019-03-16,38
2019-03-17,39
2019-03-18,39
2019-03-19,39
2019-03-20,40
2019-03-21,40
2019-03-22,40
2019-03-23,40
2019-03-24,40
2019-03-25,40
2019-03-26,39
2019-03-27,38
2019-03-28,38
2019-03-29,38
2019-03-30,38
2019-03-31,38
2019-04-01,38
2019-04-02,38
2019-04-03,38
2019-04-04,38
2019-04-05,37
2019-04-06,37
2019-04-07,37
2019-04-08,37
2019-04-09,37
2019-04-10,36
2019-04-11,36
2019-04-12,36
2019-04-13,36
2019-04-14,36
2019-04-15,37
2019-04-16,38
2019-04-17,38
2019-04-18,38
2019-04-19,40
2019-04-20,42
2019-04-21,44
2019-04-22,44
2019-04-23,47
2019-04-24,48
2019-04-25,47
2019-04-26,44
2019-04-27,41
2019-04-28,42
2019-04-29,44
2019-04-30,44
2019-05-01,45
2019-05-02,47
2019-05-03,49
2019-05-04,50
2019-05-05,51
2019-05-06,53
2019-05-07,52
2019-05-08,53
2019-05-09,54
2019-05-10,54
2019-05-11,52
2019-05-12,52
2019-05-13,52
2019-05-14,54
2019-05-15,55
2019-05-16,57
2019-05-17,58
2019-05-18,56
2019-05-19,55
2019-05-20,54
2019-05-21,53
2019-05-22,53
2019-05-23,55
2019-05-24,56
2019-05-25,56
2019-05-26,56
2019-05-27,55
2019-05-28,52
2019-05-29,49
2019-05-30,49
2019-05-31,50
2019-06-01,50
2019-06-02,50
2019-06-03,50
2019-06-04,50
2019-06-05,50
2019-06-06,50
2019-06-07,49
2019-06-08,49
2019-06-09,49
2019-06-10,48
2019-06-11,49
2019-06-12,50
2019-06-13,48
2019-06-14,49
2019-06-15,49
2019-06-16,49
2019-06-17,49
2019-06-18,48
2019-06-19,49
2019-06-20,49
2019-06-21,47
2019-06-22,46
2019-06-23,45
2019-06-24,44
2019-06-25,44
2019-06-26,46
2019-06-27,48
2019-06-28,50
2019-06-29,50
2019-06-30,49
2019-07-01,48
2019-07-02,48
2019-07-03,48
2019-07-04,49
2019-07-05,48
2019-07-06,47
2019-07-07,47
2019-07-08,49
2019-07-09,49
2019-07-10,48
2019-07-11,50
2019-07-12,51
2019-07-13,52
2019-07-14,52
2019-07-15,53
2019-07-16,52
2019-07-17,50
2019-07-18,51
2019-07-19,54
2019-07-20,54
2019-07-21,57
2019-07-22,57
2019-07-23,56
2019-07-24,55
2019-07-25,55
2019-07-26,55
2019-07-27,54
2019-07-28,53
2019-07-29,53
2019-07-30,52
2019-07-31,52
2019-08-01,50
2019-08-02,51
2019-08-03,50
2019-08-04,53
2019-08-05,55
2019-08-06,55
2019-08-07,54
2019-08-08,54
2019-08-09,54
2019-08-10,53
2019-08-11,50
2019-08-12,51
2019-08-13,52
2019-08-14,53
2019-08-15,53
2019-08-16,54
2019-08-17,54
2019-08-18,53
2019-08-19,52
2019-08-20,52
2019-08-21,54
2019-08-22,54
2019-08-23,54
2019-08-24,54
