date_obj,Limpwurt%20seed price
2016-04-13,1965
2016-04-14,2025
2016-04-15,2060
2016-04-16,2055
2016-04-17,2034
2016-04-18,2007
2016-04-19,2002
2016-04-20,1981
2016-04-21,1970
2016-04-22,1963
2016-04-23,1968
2016-04-24,1962
2016-04-25,1945
2016-04-26,2014
2016-04-27,2016
2016-04-28,2002
2016-04-29,2012
2016-04-30,2044
2016-05-01,2035
2016-05-02,2034
2016-05-03,2077
2016-05-04,2086
2016-05-05,2106
2016-05-06,2067
2016-05-07,2041
2016-05-08,2035
2016-05-09,2009
2016-05-10,1991
2016-05-11,1968
2016-05-12,1978
2016-05-13,1943
2016-05-14,1939
2016-05-15,1908
2016-05-16,1880
2016-05-17,1912
2016-05-18,1949
2016-05-19,2043
2016-05-22,2327
2016-05-23,2366
2016-05-24,2356
2016-05-25,2414
2016-05-26,2507
2016-05-27,2588
2016-05-28,2589
2016-05-29,2636
2016-05-30,2711
2016-05-31,2747
2016-06-01,2809
2016-06-02,2824
2016-06-03,2883
2016-06-04,2893
2016-06-05,2848
2016-06-06,2862
2016-06-07,2851
2016-06-08,2804
2016-06-09,2833
2016-06-10,2825
2016-06-11,2820
2016-06-12,2771
2016-06-13,2734
2016-06-14,2784
2016-06-15,2766
2016-06-16,2745
2016-06-17,2751
2016-06-18,2739
2016-06-19,2730
2016-06-20,2736
2016-06-21,2728
2016-06-22,2700
2016-06-23,2663
2016-06-24,2582
2016-06-25,2518
2016-06-26,2427
2016-06-27,2351
2016-06-28,2303
2016-06-29,2322
2016-06-30,2338
2016-07-01,2278
2016-07-02,2223
2016-07-03,2198
2016-07-04,2202
2016-07-05,2167
2016-07-06,2120
2016-07-07,2056
2016-07-08,1991
2016-07-09,1963
2016-07-10,1948
2016-07-11,1937
2016-07-12,1959
2016-07-13,1970
2016-07-14,1972
2016-07-15,2029
2016-07-16,2002
2016-07-17,1980
2016-07-18,2021
2016-07-23,2355
2016-07-24,2444
2016-07-25,2545
2016-07-26,2589
2016-07-27,2576
2016-07-28,2541
2016-07-29,2534
2016-07-30,2571
2016-07-31,2540
2016-08-01,2567
2016-08-02,2519
2016-08-03,2450
2016-08-04,2359
2016-08-05,2292
2016-08-06,2273
2016-08-07,2237
2016-08-08,2189
2016-08-09,2212
2016-08-10,2160
2016-08-11,2091
2016-08-12,2092
2016-08-13,2170
2016-08-14,2219
2016-08-15,2234
2016-08-16,2228
2016-08-17,2180
2016-08-18,2164
2016-08-19,2142
2016-08-20,2164
2016-08-21,2163
2016-08-22,2149
2016-08-23,2180
2016-08-24,2163
2016-08-25,2186
2016-08-26,2137
2016-08-28,2110
2016-08-31,1947
2016-09-01,1964
2016-09-02,2017
2016-09-03,2007
2016-09-04,2034
2016-09-05,2078
2016-09-06,2137
2016-09-07,2215
2016-09-08,2266
2016-09-09,2258
2016-09-10,2239
2016-09-11,2269
2016-09-12,2323
2016-09-13,2376
2016-09-14,2385
2016-09-15,2356
2016-09-16,2350
2016-09-17,2283
2016-09-18,2274
2016-09-19,2269
2016-09-20,2282
2016-09-21,2252
2016-09-22,2192
2016-09-23,2107
2016-09-24,2055
2016-09-25,2030
2016-09-26,1996
2016-09-27,1915
2016-09-28,1848
2016-09-29,1823
2016-09-30,1791
2016-10-01,1714
2016-10-02,1629
2016-10-03,1554
2016-10-04,1504
2016-10-05,1441
2016-10-06,1436
2016-10-07,1399
2016-10-08,1370
2016-10-09,1327
2016-10-10,1271
2016-10-11,1250
2016-10-12,1197
2016-10-13,1140
2016-10-14,1095
2016-10-15,1056
2016-10-16,1006
2016-10-17,990
2016-10-18,979
2016-10-19,989
2016-10-20,990
2016-10-21,1004
2016-10-22,999
2016-10-23,1015
2016-10-24,1018
2016-10-25,974
2016-10-26,931
2016-10-27,892
2016-10-28,861
2016-10-29,826
2016-10-30,784
2016-10-31,744
2016-11-01,714
2016-11-02,687
2016-11-03,665
2016-11-04,653
2016-11-05,649
2016-11-06,664
2016-11-07,693
2016-11-08,726
2016-11-09,753
2016-11-10,784
2016-11-11,808
2016-11-12,836
2016-11-13,872
2016-11-14,912
2016-12-07,794
2016-12-08,763
2016-12-09,732
2016-12-10,705
2016-12-11,679
2016-12-12,676
2016-12-13,698
2016-12-14,711
2016-12-15,738
2016-12-16,745
2016-12-17,742
2016-12-18,720
2016-12-19,724
2016-12-20,709
2016-12-21,710
2016-12-22,709
2016-12-23,701
2016-12-24,695
2016-12-25,672
2016-12-26,661
2016-12-27,656
2016-12-28,658
2016-12-29,680
2016-12-30,686
2016-12-31,680
2017-01-01,666
2017-01-02,644
2017-01-03,618
2017-01-04,614
2017-01-05,636
2017-01-06,647
2017-01-07,644
2017-01-08,634
2017-01-09,644
2017-01-10,675
2017-01-11,701
2017-01-12,725
2017-01-13,733
2017-01-14,742
2017-01-15,761
2017-01-16,747
2017-01-17,750
2017-01-18,742
2017-01-19,718
2017-01-20,692
2017-01-21,681
2017-01-22,660
2017-01-27,565
2017-01-28,561
2017-01-29,548
2017-01-30,526
2017-01-31,521
2017-02-01,524
2017-02-02,509
2017-02-03,492
2017-02-04,478
2017-02-05,463
2017-02-06,442
2017-02-07,434
2017-02-08,424
2017-02-09,412
2017-02-10,412
2017-02-11,415
2017-02-12,416
2017-02-13,411
2017-02-14,407
2017-02-15,400
2017-02-16,390
2017-02-18,377
2017-02-19,369
2017-02-20,367
2017-02-21,374
2017-02-22,376
2017-02-23,379
2017-02-24,386
2017-02-25,384
2017-02-26,369
2017-02-27,359
2017-02-28,354
2017-03-01,359
2017-03-02,357
2017-03-03,358
2017-03-04,362
2017-03-05,374
2017-03-06,380
2017-03-07,385
2017-03-08,394
2017-03-09,401
2017-03-10,393
2017-03-11,380
2017-03-12,380
2017-03-13,382
2017-03-14,384
2017-03-15,375
2017-03-16,375
2017-03-17,372
2017-03-18,375
2017-03-19,383
2017-03-20,390
2017-03-21,392
2017-03-22,392
2017-03-23,394
2017-03-24,396
2017-03-25,396
2017-03-26,395
2017-03-27,390
2017-03-28,394
2017-03-29,388
2017-03-30,379
2017-03-31,367
2017-04-01,351
2017-04-02,343
2017-04-03,326
2017-04-04,315
2017-04-12,240
2017-04-13,230
2017-04-14,221
2017-04-15,215
2017-04-16,217
2017-04-17,218
2017-04-18,209
2017-04-19,207
2017-04-20,206
2017-04-21,207
2017-04-22,209
2017-04-23,210
2017-04-24,212
2017-04-25,210
2017-04-26,214
2017-04-27,217
2017-04-28,221
2017-04-29,223
2017-04-30,226
2017-05-01,223
2017-05-02,220
2017-05-03,223
2017-05-04,227
2017-05-05,226
2017-05-06,223
2017-05-07,228
2017-05-08,230
2017-05-09,230
2017-05-10,226
2017-05-11,230
2017-05-12,234
2017-05-13,238
2017-05-14,234
2017-05-15,227
2017-05-16,217
2017-05-17,214
2017-05-18,215
2017-05-19,217
2017-05-20,213
2017-05-21,210
2017-05-22,209
2017-05-23,206
2017-05-24,203
2017-05-25,201
2017-05-26,197
2017-05-27,189
2017-05-28,186
2017-05-29,182
2017-05-30,177
2017-05-31,174
2017-06-01,171
2017-06-02,164
2017-06-03,156
2017-06-06,144
2017-06-07,145
2017-06-08,141
2017-06-09,137
2017-06-10,134
2017-06-11,129
2017-06-12,131
2017-06-13,131
2017-06-14,132
2017-06-15,134
2017-06-16,133
2017-06-17,133
2017-06-18,131
2017-06-19,131
2017-06-20,129
2017-06-21,127
2017-06-22,124
2017-06-23,120
2017-06-24,118
2017-06-25,115
2017-06-26,114
2017-06-27,114
2017-06-28,112
2017-06-29,112
2017-06-30,114
2017-07-01,113
2017-07-02,112
2017-07-03,114
2017-07-04,115
2017-07-05,111
2017-07-06,110
2017-07-07,112
2017-07-08,113
2017-07-13,110
2017-07-14,109
2017-07-15,108
2017-07-16,103
2017-07-17,100
2017-07-18,98
2017-07-19,99
2017-07-20,101
2017-07-21,102
2017-07-22,103
2017-07-23,99
2017-07-24,101
2017-07-25,99
2017-07-26,101
2017-07-27,106
2017-07-28,110
2017-07-29,113
2017-07-30,115
2017-07-31,119
2017-08-01,122
2017-08-02,128
2017-08-03,133
2017-08-04,135
2017-08-05,139
2017-08-06,139
2017-08-09,138
2017-08-10,136
2017-08-11,139
2017-08-12,136
2017-08-13,136
2017-08-14,136
2017-08-15,136
2017-08-17,138
2017-08-18,139
2017-08-19,137
2017-08-20,138
2017-08-21,138
2017-08-22,140
2017-08-23,142
2017-08-24,142
2017-08-25,142
2017-08-26,137
2017-08-27,134
2017-08-28,131
2017-08-29,127
2017-08-30,122
2017-08-31,120
2017-09-01,119
2017-09-02,117
2017-09-03,115
2017-09-04,112
2017-09-05,112
2017-09-06,112
2017-09-07,111
2017-09-08,110
2017-09-09,106
2017-09-10,105
2017-09-11,103
2017-09-12,103
2017-09-13,100
2017-09-14,100
2017-09-15,100
2017-09-16,100
2017-09-17,99
2017-09-19,96
2017-09-20,93
2017-09-21,93
2017-09-22,93
2017-09-23,94
2017-09-24,91
2017-09-25,89
2017-09-26,90
2017-09-27,90
2017-09-28,89
2017-09-29,89
2017-09-30,91
2017-10-01,90
2017-10-02,92
2017-10-03,92
2017-10-04,95
2017-10-05,96
2017-10-06,97
2017-10-07,99
2017-10-08,99
2017-10-09,99
2017-10-10,99
2017-10-11,99
2017-10-12,100
2017-10-13,98
2017-10-14,95
2017-10-15,92
2017-10-16,91
2017-10-17,87
2017-10-18,86
2017-10-19,83
2017-10-20,80
2017-10-21,79
2017-10-22,78
2017-10-23,76
2017-10-24,77
2017-10-25,76
2017-10-26,72
2017-10-27,70
2017-10-28,70
2017-10-29,71
2017-10-30,69
2017-10-31,70
2017-11-01,70
2017-11-02,69
2017-11-03,66
2017-11-04,63
2017-11-05,61
2017-11-06,62
2017-11-07,62
2017-11-08,64
2017-11-09,66
2017-11-10,66
2017-11-11,68
2017-11-12,69
2017-11-13,71
2017-11-14,72
2017-11-15,72
2017-11-16,73
2017-11-17,75
2017-11-18,75
2017-11-19,73
2017-11-20,74
2017-11-21,74
2017-11-22,75
2017-11-23,75
2017-11-24,75
2017-11-25,74
2017-11-26,73
2017-11-27,73
2017-11-28,73
2017-11-29,73
2017-11-30,74
2017-12-01,73
2017-12-02,72
2017-12-03,72
2017-12-04,72
2017-12-05,72
2017-12-06,73
2017-12-07,70
2017-12-08,69
2017-12-09,69
2017-12-10,67
2017-12-11,65
2017-12-12,64
2017-12-14,64
2017-12-15,63
2017-12-16,63
2017-12-17,63
2017-12-18,61
2017-12-19,59
2017-12-20,58
2017-12-21,57
2017-12-22,56
2017-12-23,57
2017-12-24,57
2017-12-25,56
2017-12-26,54
2017-12-27,54
2017-12-28,53
2017-12-29,52
2017-12-30,53
2017-12-31,54
2018-01-01,55
2018-01-02,55
2018-01-03,54
2018-01-04,54
2018-01-05,54
2018-01-06,53
2018-01-07,51
2018-01-08,51
2018-01-09,52
2018-01-10,51
2018-01-11,51
2018-01-12,52
2018-01-13,53
2018-01-14,53
2018-01-15,52
2018-01-16,52
2018-01-17,50
2018-01-18,49
2018-01-19,48
2018-01-20,47
2018-01-21,46
2018-01-22,45
2018-01-23,43
2018-01-25,42
2018-01-26,43
2018-01-27,45
2018-01-28,46
2018-01-29,46
2018-01-31,46
2018-02-01,47
2018-02-02,48
2018-02-03,50
2018-02-04,51
2018-02-05,53
2018-02-06,53
2018-02-07,54
2018-02-08,55
2018-02-09,55
2018-02-10,56
2018-02-11,57
2018-02-12,56
2018-02-13,55
2018-02-14,55
2018-02-15,53
2018-02-16,53
2018-02-17,52
2018-02-18,51
2018-02-19,50
2018-02-20,49
2018-02-21,49
2018-02-22,49
2018-02-23,49
2018-02-24,48
2018-02-25,48
2018-02-26,48
2018-02-27,46
2018-02-28,45
2018-03-01,44
2018-03-02,43
2018-03-03,42
2018-03-04,41
2018-03-05,41
2018-03-06,43
2018-03-07,45
2018-03-08,46
2018-03-09,45
2018-03-10,45
2018-03-11,46
2018-03-12,47
2018-03-13,47
2018-03-14,46
2018-03-15,46
2018-03-16,46
2018-03-17,46
2018-03-18,46
2018-03-19,45
2018-03-20,44
2018-03-21,46
2018-03-23,47
2018-03-24,48
2018-03-25,48
2018-03-26,48
2018-03-27,47
2018-03-28,48
2018-03-29,47
2018-03-30,46
2018-03-31,46
2018-04-01,46
2018-04-02,47
2018-04-03,46
2018-04-04,48
2018-04-05,49
2018-04-06,50
2018-04-07,49
2018-04-08,50
2018-04-09,50
2018-04-10,49
2018-04-11,49
2018-04-12,49
2018-04-13,49
2018-04-14,47
2018-04-15,47
2018-04-16,45
2018-04-17,45
2018-04-18,44
2018-04-19,44
2018-04-20,45
2018-04-21,46
2018-04-22,48
2018-04-23,50
2018-04-24,50
2018-04-25,50
2018-04-26,52
2018-04-27,52
2018-04-28,53
2018-04-29,53
2018-04-30,53
2018-05-01,54
2018-05-04,57
2018-05-05,57
2018-05-06,57
2018-05-07,57
2018-05-08,58
2018-05-09,58
2018-05-10,57
2018-05-11,57
2018-05-12,57
2018-05-13,59
2018-05-14,56
2018-05-15,53
2018-05-16,54
2018-05-17,52
2018-05-18,51
2018-05-19,51
2018-05-20,51
2018-05-21,50
2018-05-22,51
2018-05-23,52
2018-05-24,53
2018-05-25,55
2018-05-26,57
2018-05-27,59
2018-05-28,61
2018-05-29,62
2018-05-30,63
2018-05-31,66
2018-06-01,67
2018-06-02,68
2018-06-03,70
2018-06-04,73
2018-06-05,72
2018-06-06,73
2018-06-07,73
2018-06-08,71
2018-06-09,72
2018-06-10,70
2018-06-11,70
2018-06-12,69
2018-06-13,67
2018-06-14,65
2018-06-15,64
2018-06-16,61
2018-06-17,60
2018-06-18,58
2018-06-19,56
2018-06-20,55
2018-06-21,54
2018-06-22,54
2018-06-23,54
2018-06-24,54
2018-06-25,55
2018-06-26,56
2018-06-27,56
2018-06-28,56
2018-06-29,55
2018-06-30,56
2018-07-01,55
2018-07-02,52
2018-07-03,51
2018-07-04,52
2018-07-05,52
2018-07-06,54
2018-07-07,55
2018-07-08,56
2018-07-09,57
2018-07-10,59
2018-07-11,60
2018-07-12,61
2018-07-13,61
2018-07-14,62
2018-07-15,62
2018-07-16,63
2018-07-17,62
2018-07-18,60
2018-07-19,61
2018-07-20,61
2018-07-21,63
2018-07-22,63
2018-07-23,67
2018-07-24,71
2018-07-25,75
2018-07-26,79
2018-07-27,83
2018-07-28,86
2018-07-29,91
2018-07-30,96
2018-07-31,100
2018-08-01,105
2018-08-02,110
2018-08-03,115
2018-08-04,120
2018-08-05,126
2018-08-06,131
2018-08-07,138
2018-08-08,145
2018-08-09,148
2018-08-10,153
2018-08-11,159
2018-08-12,160
2018-08-14,157
2018-08-16,158
2018-08-17,155
2018-08-18,153
2018-08-19,148
2018-08-20,140
2018-08-21,135
2018-08-22,139
2018-08-23,145
2018-08-24,153
2018-08-25,161
2018-08-26,167
2018-08-27,172
2018-08-28,178
2018-08-29,186
2018-08-30,196
2018-08-31,206
2018-09-01,217
2018-09-02,227
2018-09-03,237
2018-09-04,243
2018-09-05,242
2018-09-06,235
2018-09-07,231
2018-09-08,225
2018-09-09,218
2018-09-10,219
2018-09-11,222
2018-09-12,228
2018-09-13,235
2018-09-14,232
2018-09-15,228
2018-09-16,219
2018-09-17,214
2018-09-18,206
2018-09-19,195
2018-09-20,185
2018-09-21,183
2018-09-22,184
2018-09-23,189
2018-09-24,199
2018-09-25,209
2018-09-26,220
2018-09-27,231
2018-09-28,242
2018-09-29,253
2018-09-30,262
2018-10-02,280
2018-10-03,287
2018-10-04,292
2018-10-05,294
2018-10-06,286
2018-10-07,291
2018-10-08,296
2018-10-09,301
2018-10-10,302
2018-10-11,289
2018-10-12,287
2018-10-13,284
2018-10-14,285
2018-10-15,290
2018-10-16,294
2018-10-17,285
2018-10-18,275
2018-10-19,272
2018-10-20,270
2018-10-21,269
2018-10-22,263
2018-10-23,257
2018-10-24,259
2018-10-25,251
2018-10-26,242
2018-10-27,240
2018-10-28,239
2018-10-29,240
2018-10-30,240
2018-10-31,236
2018-11-01,233
2018-11-03,220
2018-11-04,218
2018-11-05,215
2018-11-06,210
2018-11-07,204
2018-11-08,198
2018-11-09,193
2018-11-10,185
2018-11-11,181
2018-11-12,180
2018-11-13,174
2018-11-14,166
2018-11-15,162
2018-11-16,157
2018-11-17,152
2018-11-18,148
2018-11-19,148
2018-11-20,150
2018-11-21,156
2018-11-22,155
2018-11-23,155
2018-11-24,154
2018-11-25,153
2018-11-26,150
2018-11-27,144
2018-11-28,138
2018-11-29,142
2018-12-01,151
2018-12-02,149
2018-12-03,150
2018-12-05,145
2018-12-07,138
2018-12-09,129
2018-12-10,125
2018-12-11,123
2018-12-12,123
2018-12-13,120
2018-12-14,117
2018-12-15,114
2018-12-16,114
2018-12-17,116
2018-12-18,116
2018-12-19,116
2018-12-20,114
2018-12-21,114
2018-12-22,115
2018-12-23,120
2018-12-24,125
2018-12-25,129
2018-12-26,131
2018-12-27,127
2018-12-28,124
2018-12-29,121
2018-12-30,117
2018-12-31,121
2019-01-01,128
2019-01-02,134
2019-01-03,141
2019-01-04,149
2019-01-05,150
2019-01-06,158
2019-01-08,160
2019-01-10,162
2019-01-11,156
2019-01-12,150
2019-01-13,144
2019-01-14,139
2019-01-15,137
2019-01-16,132
2019-01-17,128
2019-01-18,124
2019-01-19,118
2019-01-20,114
2019-01-21,109
2019-01-22,105
2019-01-23,100
2019-01-24,97
2019-01-25,96
2019-01-26,95
2019-01-27,91
2019-01-28,88
2019-01-29,88
2019-01-30,90
2019-01-31,93
2019-02-01,93
2019-02-02,92
2019-02-03,91
2019-02-04,91
2019-02-05,90
2019-02-06,90
2019-02-07,88
2019-02-08,86
2019-02-09,81
2019-02-10,78
2019-02-11,74
2019-02-12,73
2019-02-13,70
2019-02-14,68
2019-02-15,64
2019-02-16,63
2019-02-17,60
2019-02-18,57
2019-02-19,57
2019-02-20,57
2019-02-21,56
2019-02-22,54
2019-02-23,54
2019-02-24,54
2019-02-25,55
2019-02-26,57
2019-02-27,57
2019-02-28,58
2019-03-01,59
2019-03-02,60
2019-03-03,59
2019-03-04,59
2019-03-05,60
2019-03-06,60
2019-03-07,61
2019-03-08,63
2019-03-09,63
2019-03-10,65
2019-03-11,68
2019-03-12,72
2019-03-13,74
2019-03-14,77
2019-03-15,78
2019-03-16,81
2019-03-17,82
2019-03-18,85
2019-03-19,86
2019-03-20,87
2019-03-21,89
2019-03-22,91
2019-03-23,93
2019-03-24,94
2019-03-25,96
2019-03-26,99
2019-03-27,102
2019-03-28,102
2019-03-29,100
2019-03-30,101
2019-03-31,96
2019-04-01,92
2019-04-02,87
2019-04-03,83
2019-04-04,83
2019-04-05,84
2019-04-06,85
2019-04-07,85
2019-04-08,84
2019-04-09,83
2019-04-10,86
2019-04-11,84
2019-04-12,84
2019-04-13,84
2019-04-14,83
2019-04-15,86
2019-04-16,89
2019-04-17,91
2019-04-18,93
2019-04-19,96
2019-04-20,94
2019-04-21,96
2019-04-22,100
2019-04-23,101
2019-04-24,104
2019-04-25,109
2019-04-26,113
2019-04-27,115
2019-04-28,118
2019-04-29,122
2019-04-30,127
2019-05-01,131
2019-05-02,135
2019-05-03,136
2019-05-04,136
2019-05-05,138
2019-05-06,138
2019-05-07,136
2019-05-08,138
2019-05-09,137
2019-05-10,136
2019-05-11,133
2019-05-12,132
2019-05-13,131
2019-05-14,127
2019-05-15,129
2019-05-16,127
2019-05-17,125
2019-05-18,118
2019-05-19,114
2019-05-20,110
2019-05-21,105
2019-05-22,99
2019-05-23,95
2019-05-24,93
2019-05-25,93
2019-05-26,95
2019-05-27,95
2019-05-28,98
2019-05-29,99
2019-05-30,101
2019-05-31,97
2019-06-01,92
2019-06-02,87
2019-06-03,83
2019-06-04,84
2019-06-05,86
2019-06-06,91
2019-06-07,95
2019-06-08,100
2019-06-09,105
2019-06-10,111
2019-06-11,117
2019-06-12,123
2019-06-13,130
2019-06-14,137
2019-06-15,144
2019-06-16,148
2019-06-17,151
2019-06-18,151
2019-06-19,155
2019-06-20,157
2019-06-21,161
2019-06-22,162
2019-06-23,162
2019-06-24,158
2019-06-25,154
2019-06-26,149
2019-06-27,145
2019-06-28,140
2019-06-29,137
2019-06-30,133
2019-07-01,130
2019-07-02,129
2019-07-03,126
2019-07-04,121
2019-07-05,118
2019-07-06,117
2019-07-07,116
2019-07-08,114
2019-07-09,112
2019-07-10,112
2019-07-11,113
2019-07-12,115
2019-07-13,113
2019-07-14,112
2019-07-15,110
2019-07-16,108
2019-07-17,107
2019-07-18,109
2019-07-19,106
2019-07-20,105
2019-07-21,100
