date_obj,Needle price
2016-08-31,113
2016-09-01,112
2016-09-02,112
2016-09-03,106
2016-09-04,102
2016-09-05,98
2016-09-06,99
2016-09-07,100
2016-09-08,102
2016-09-09,103
2016-09-10,105
2016-09-11,107
2016-09-12,111
2016-09-13,114
2016-09-14,115
2016-09-15,114
2016-09-16,111
2016-09-17,114
2016-09-18,116
2016-09-19,118
2016-09-20,123
2016-09-21,126
2016-09-22,129
2016-09-23,132
2016-09-24,132
2016-09-25,133
2016-09-26,134
2016-09-27,130
2016-09-28,132
2016-09-29,128
2016-09-30,125
2016-10-01,119
2016-10-02,119
2016-10-03,117
2016-10-04,115
2016-10-05,115
2016-10-06,113
2016-10-07,112
2016-10-08,109
2016-10-09,107
2016-10-10,107
2016-10-11,110
2016-10-12,109
2016-10-13,111
2016-10-14,112
2016-10-15,112
2016-10-16,110
2016-10-17,105
2016-10-18,99
2016-10-19,94
2016-10-20,93
2016-10-21,93
2016-10-22,95
2016-10-23,97
2016-10-24,101
2016-10-25,105
2016-10-26,107
2016-10-27,110
2016-10-28,114
2016-10-29,118
2016-10-30,121
2016-10-31,123
2016-11-01,120
2016-11-02,117
2016-11-03,117
2016-11-04,120
2016-11-05,121
2016-11-06,125
2016-11-07,130
2016-11-08,134
2016-11-09,137
2016-11-10,139
2016-11-11,144
2016-11-12,145
2016-11-13,146
2016-11-14,148
2016-12-07,69
2016-12-08,72
2016-12-09,75
2016-12-10,78
2016-12-11,80
2016-12-12,83
2016-12-13,86
2016-12-14,86
2016-12-15,85
2016-12-16,80
2016-12-17,77
2016-12-18,73
2016-12-19,69
2016-12-20,68
2016-12-21,69
2016-12-22,72
2016-12-23,73
2016-12-24,76
2016-12-25,78
2016-12-26,79
2016-12-27,79
2016-12-28,80
2016-12-29,82
2016-12-30,83
2016-12-31,88
2017-01-01,92
2017-01-02,94
2017-01-03,93
2017-01-04,96
2017-01-05,100
2017-01-06,103
2017-01-07,98
2017-01-08,94
2017-01-09,92
2017-01-10,87
2017-01-11,82
2017-01-12,81
2017-01-13,77
2017-01-14,74
2017-01-15,70
2017-01-16,66
2017-01-17,62
2017-01-18,58
2017-01-19,55
2017-01-20,52
2017-01-21,52
2017-01-22,51
2017-01-27,52
2017-01-28,50
2017-01-29,52
2017-01-30,52
2017-01-31,51
2017-02-01,50
2017-02-02,50
2017-02-03,50
2017-02-04,48
2017-02-05,48
2017-02-06,49
2017-02-07,48
2017-02-08,50
2017-02-09,50
2017-02-10,49
2017-02-11,49
2017-02-12,50
2017-02-13,50
2017-02-14,49
2017-02-15,46
2017-02-16,43
2017-02-18,39
2017-02-19,38
2017-02-20,39
2017-02-21,38
2017-02-22,39
2017-02-23,40
2017-02-24,42
2017-02-25,44
2017-02-26,47
2017-02-27,49
2017-02-28,51
2017-03-01,50
2017-03-02,52
2017-03-03,53
2017-03-04,55
2017-03-05,55
2017-03-06,56
2017-03-07,54
2017-03-08,54
2017-03-09,54
2017-03-10,53
2017-03-11,55
2017-03-12,57
2017-03-13,59
2017-03-14,62
2017-03-15,64
2017-03-16,66
2017-03-17,69
2017-03-18,71
2017-03-19,74
2017-03-20,75
2017-03-21,72
2017-03-22,68
2017-03-23,64
2017-03-24,61
2017-03-25,60
2017-03-26,60
2017-03-27,59
2017-03-28,59
2017-03-29,57
2017-03-30,54
2017-03-31,51
2017-04-01,48
2017-04-02,45
2017-04-03,42
2017-04-04,39
2017-04-12,28
2017-04-13,26
2017-04-14,25
2017-04-15,24
2017-04-16,22
2017-04-17,20
2017-04-18,20
2017-04-19,21
2017-04-20,21
2017-04-21,20
2017-04-22,20
2017-04-23,21
2017-04-24,20
2017-04-25,19
2017-04-26,18
2017-04-27,17
2017-04-28,17
2017-04-29,17
2017-04-30,17
2017-05-01,17
2017-05-02,17
2017-05-03,17
2017-05-04,17
2017-05-05,18
2017-05-06,19
2017-05-07,19
2017-05-08,20
2017-05-09,20
2017-05-10,19
2017-05-11,18
2017-05-12,18
2017-05-13,18
2017-05-14,19
2017-05-15,20
2017-05-16,21
2017-05-17,23
2017-05-18,25
2017-05-19,27
2017-05-20,29
2017-05-21,31
2017-05-22,33
2017-05-23,35
2017-05-24,35
2017-05-25,36
2017-05-26,37
2017-05-27,37
2017-05-28,36
2017-05-29,37
2017-05-30,38
2017-05-31,39
2017-06-01,40
2017-06-02,41
2017-06-03,44
2017-06-06,51
2017-06-07,52
2017-06-08,54
2017-06-09,56
2017-06-10,58
2017-06-11,60
2017-06-12,62
2017-06-13,63
2017-06-14,66
2017-06-15,66
2017-06-16,62
2017-06-17,58
2017-06-18,56
2017-06-19,53
2017-06-20,50
2017-06-21,50
2017-06-22,49
2017-06-23,48
2017-06-24,48
2017-06-25,47
2017-06-26,46
2017-06-27,45
2017-06-28,45
2017-06-29,46
2017-06-30,45
2017-07-01,44
2017-07-02,45
2017-07-03,45
2017-07-04,45
2017-07-05,44
2017-07-06,43
2017-07-07,40
2017-07-08,39
2017-07-13,34
2017-07-14,32
2017-07-15,30
2017-07-16,29
2017-07-17,29
2017-07-18,27
2017-07-19,25
2017-07-20,24
2017-07-21,24
2017-07-22,25
2017-07-23,26
2017-07-24,25
2017-07-25,25
2017-07-26,26
2017-07-27,26
2017-07-28,24
2017-07-29,22
2017-07-30,20
2017-07-31,21
2017-08-01,19
2017-08-02,19
2017-08-03,20
2017-08-04,21
2017-08-05,21
2017-08-06,22
2017-08-09,22
2017-08-10,22
2017-08-11,22
2017-08-12,24
2017-08-13,26
2017-08-14,28
2017-08-15,29
2017-08-16,30
2017-08-17,32
2017-08-18,34
2017-08-19,35
2017-08-20,37
2017-08-22,40
2017-08-23,42
2017-08-24,40
2017-08-25,42
2017-08-26,44
2017-08-27,41
2017-08-28,38
2017-08-29,37
2017-08-30,39
2017-08-31,40
2017-09-01,42
2017-09-02,44
2017-09-03,46
2017-09-04,48
2017-09-05,49
2017-09-06,51
2017-09-07,52
2017-09-08,53
2017-09-09,55
2017-09-10,57
2017-09-11,59
2017-09-12,57
2017-09-13,56
2017-09-14,55
2017-09-15,55
2017-09-16,55
2017-09-17,54
2017-09-19,51
2017-09-20,50
2017-09-21,49
2017-09-22,49
2017-09-23,49
2017-09-24,48
2017-09-25,47
2017-09-26,47
2017-09-27,44
2017-09-28,44
2017-09-29,43
2017-09-30,43
2017-10-01,41
2017-10-02,42
2017-10-03,42
2017-10-04,41
2017-10-05,41
2017-10-06,40
2017-10-07,39
2017-10-08,40
2017-10-09,40
2017-10-10,40
2017-10-11,40
2017-10-12,40
2017-10-13,40
2017-10-14,40
2017-10-15,40
2017-10-16,40
2017-10-17,40
2017-10-18,40
2017-10-19,40
2017-10-20,39
2017-10-21,37
2017-10-22,37
2017-10-23,36
2017-10-24,35
2017-10-25,33
2017-10-26,31
2017-10-27,31
2017-10-28,33
2017-10-29,31
2017-10-30,29
2017-10-31,27
2017-11-01,25
2017-11-02,23
2017-11-03,21
2017-11-04,19
2017-11-05,18
2017-11-06,18
2017-11-07,17
2017-11-08,18
2017-11-09,18
2017-11-10,18
2017-11-11,18
2017-11-12,18
2017-11-13,18
2017-11-14,18
2017-11-15,18
2017-11-16,18
2017-11-17,18
2017-11-18,18
2017-11-19,18
2017-11-20,18
2017-11-21,17
2017-11-22,16
2017-11-23,15
2017-11-24,14
2017-11-25,13
2017-11-26,12
2017-11-27,11
2017-11-28,10
2017-11-29,9
2017-11-30,8
2017-12-01,9
2017-12-02,10
2017-12-03,10
2017-12-04,10
2017-12-05,10
2017-12-06,10
2017-12-07,10
2017-12-08,10
2017-12-09,10
2017-12-10,10
2017-12-11,10
2017-12-12,10
2017-12-14,11
2017-12-15,12
2017-12-17,12
2017-12-18,11
2017-12-19,12
2017-12-20,11
2017-12-21,10
2017-12-22,11
2017-12-23,11
2017-12-24,11
2017-12-25,10
2017-12-26,10
2017-12-27,10
2017-12-28,10
2017-12-29,10
2017-12-30,10
2017-12-31,10
2018-01-01,10
2018-01-02,10
2018-01-03,9
2018-01-04,8
2018-01-05,7
2018-01-06,6
2018-01-07,5
2018-01-08,5
2018-01-09,5
2018-01-10,5
2018-01-11,5
2018-01-12,5
2018-01-13,5
2018-01-14,5
2018-01-15,5
2018-01-16,5
2018-01-17,6
2018-01-18,7
2018-01-19,8
2018-01-20,9
2018-01-21,10
2018-01-22,11
2018-01-23,11
2018-01-24,11
2018-01-25,11
2018-01-26,11
2018-01-27,12
2018-01-28,13
2018-01-29,13
2018-01-31,12
2018-02-01,13
2018-02-02,14
2018-02-03,15
2018-02-04,16
2018-02-05,16
2018-02-06,17
2018-02-07,18
2018-02-08,19
2018-02-09,20
2018-02-10,21
2018-02-11,23
2018-02-12,22
2018-02-13,23
2018-02-14,22
2018-02-15,24
2018-02-16,25
2018-02-17,26
2018-02-18,25
2018-02-19,23
2018-02-20,21
2018-02-21,19
2018-02-22,18
2018-02-23,17
2018-02-24,16
2018-02-25,15
2018-02-26,15
2018-02-27,15
2018-03-01,16
2018-03-02,16
2018-03-03,16
2018-03-04,16
2018-03-05,16
2018-03-06,16
2018-03-07,15
2018-03-08,14
2018-03-09,13
2018-03-10,13
2018-03-11,13
2018-03-12,13
2018-03-13,13
2018-03-14,12
2018-03-15,11
2018-03-16,10
2018-03-17,10
2018-03-18,10
2018-03-19,9
2018-03-20,8
2018-03-21,7
2018-03-23,7
2018-03-24,8
2018-03-26,7
2018-03-27,6
2018-03-28,5
2018-03-29,4
2018-03-30,3
2018-03-31,4
2018-04-01,3
2018-04-02,4
2018-04-03,3
2018-04-04,3
2018-04-05,2
2018-04-06,2
2018-04-07,2
2018-04-08,2
2018-04-09,2
2018-04-10,2
2018-04-11,2
2018-04-12,2
2018-04-13,2
2018-04-14,2
2018-04-15,3
2018-04-16,4
2018-04-17,5
2018-04-18,5
2018-04-19,6
2018-04-20,7
2018-04-21,8
2018-04-22,9
2018-04-23,10
2018-04-24,11
2018-04-25,12
2018-04-26,13
2018-04-27,14
2018-04-28,15
2018-04-29,16
2018-04-30,17
2018-05-01,18
2018-05-02,19
2018-05-04,21
2018-05-05,23
2018-05-06,25
2018-05-07,26
2018-05-08,27
2018-05-09,28
2018-05-10,27
2018-05-11,25
2018-05-12,23
2018-05-13,21
2018-05-14,19
2018-05-15,18
2018-05-16,17
2018-05-17,16
2018-05-18,15
2018-05-19,14
2018-05-20,13
2018-05-21,13
2018-05-22,14
2018-05-23,15
2018-05-24,16
2018-05-25,17
2018-05-26,16
2018-05-27,16
2018-05-28,17
2018-05-29,17
2018-05-30,18
2018-05-31,19
2018-06-01,19
2018-06-02,20
2018-06-03,20
2018-06-04,19
2018-06-05,19
2018-06-06,19
2018-06-07,18
2018-06-08,17
2018-06-09,16
2018-06-10,16
2018-06-11,15
2018-06-12,14
2018-06-13,14
2018-06-14,13
2018-06-15,13
2018-06-16,13
2018-06-17,14
2018-06-18,14
2018-06-19,15
2018-06-20,16
2018-06-21,17
2018-06-22,18
2018-06-23,19
2018-06-24,20
2018-06-25,21
2018-06-26,21
2018-06-27,22
2018-06-28,23
2018-06-29,23
2018-06-30,23
2018-07-01,22
2018-07-02,24
2018-07-03,25
2018-07-04,25
2018-07-05,25
2018-07-06,26
2018-07-07,26
2018-07-08,26
2018-07-09,26
2018-07-10,24
2018-07-11,22
2018-07-12,20
2018-07-13,20
2018-07-14,20
2018-07-15,19
2018-07-16,18
2018-07-17,18
2018-07-18,19
2018-07-19,20
2018-07-20,21
2018-07-21,23
2018-07-22,24
2018-07-23,26
2018-07-24,28
2018-07-25,30
2018-07-26,31
2018-07-27,30
2018-07-28,29
2018-07-29,30
2018-07-30,31
2018-07-31,32
2018-08-01,33
2018-08-02,33
2018-08-03,32
2018-08-04,32
2018-08-05,32
2018-08-06,33
2018-08-07,33
2018-08-08,31
2018-08-09,30
2018-08-10,30
2018-08-11,30
2018-08-12,32
2018-08-14,31
2018-08-16,31
2018-08-17,31
2018-08-18,32
2018-08-19,30
2018-08-20,32
2018-08-21,32
2018-08-22,32
2018-08-23,33
2018-08-24,32
2018-08-25,31
2018-08-26,31
2018-08-27,33
2018-08-28,32
2018-08-29,34
2018-08-30,34
2018-08-31,33
2018-09-01,35
2018-09-02,37
2018-09-03,37
2018-09-04,39
2018-09-05,38
2018-09-06,36
2018-09-07,34
2018-09-08,32
2018-09-09,30
2018-09-10,28
2018-09-11,26
2018-09-12,25
2018-09-13,25
2018-09-14,25
2018-09-15,24
2018-09-16,26
2018-09-17,26
2018-09-18,26
2018-09-19,26
2018-09-20,26
2018-09-21,26
2018-09-22,27
2018-09-23,29
2018-09-24,31
2018-09-25,33
2018-09-26,35
2018-09-27,37
2018-09-28,39
2018-09-29,41
2018-09-30,44
2018-10-02,48
2018-10-03,47
2018-10-04,46
2018-10-05,44
2018-10-06,44
2018-10-07,47
2018-10-08,49
2018-10-09,51
2018-10-10,52
2018-10-11,52
2018-10-12,53
2018-10-13,54
2018-10-14,56
2018-10-15,57
2018-10-16,57
2018-10-17,59
2018-10-18,57
2018-10-19,59
2018-10-20,58
2018-10-21,57
2018-10-22,54
2018-10-23,52
2018-10-24,49
2018-10-25,47
2018-10-26,48
2018-10-27,49
2018-10-28,50
2018-10-29,49
2018-10-30,46
2018-10-31,43
2018-11-01,40
2018-11-03,41
2018-11-04,42
2018-11-05,41
2018-11-06,41
2018-11-07,43
2018-11-08,43
2018-11-09,44
2018-11-10,46
2018-11-11,49
2018-11-12,50
2018-11-13,52
2018-11-15,54
2018-11-16,51
2018-11-17,53
2018-11-18,53
2018-11-19,53
2018-11-20,51
2018-11-21,48
2018-11-22,45
2018-11-23,44
2018-11-24,45
2018-11-25,47
2018-11-26,49
2018-11-27,50
2018-11-28,51
2018-11-29,50
2018-12-01,47
2018-12-02,45
2018-12-03,42
2018-12-04,41
2018-12-05,43
2018-12-07,45
2018-12-09,48
2018-12-10,49
2018-12-11,50
2018-12-12,48
2018-12-13,46
2018-12-14,43
2018-12-15,40
2018-12-16,38
2018-12-17,36
2018-12-18,34
2018-12-19,32
2018-12-20,32
2018-12-21,30
2018-12-22,28
2018-12-23,26
2018-12-24,24
2018-12-25,23
2018-12-26,23
2018-12-27,23
2018-12-28,23
2018-12-29,24
2018-12-30,24
2018-12-31,25
2019-01-01,25
2019-01-02,23
2019-01-03,22
2019-01-04,22
2019-01-05,21
2019-01-06,22
2019-01-08,25
2019-01-10,27
2019-01-11,28
2019-01-12,29
2019-01-13,30
2019-01-14,32
2019-01-15,32
2019-01-16,34
2019-01-17,36
2019-01-18,34
2019-01-19,33
2019-01-20,34
2019-01-22,37
2019-01-23,38
2019-01-24,39
2019-01-25,39
2019-01-26,38
2019-01-27,37
2019-01-28,37
2019-01-29,37
2019-01-30,36
2019-01-31,36
2019-02-01,35
2019-02-02,33
2019-02-03,35
2019-02-04,36
2019-02-05,38
2019-02-06,38
2019-02-07,39
2019-02-08,38
2019-02-09,36
2019-02-10,34
2019-02-11,32
2019-02-12,30
2019-02-13,28
2019-02-14,27
2019-02-15,26
2019-02-16,26
2019-02-17,27
2019-02-18,26
2019-02-19,25
2019-02-20,26
2019-02-21,27
2019-02-22,27
2019-02-23,26
2019-02-24,27
2019-02-25,27
2019-02-26,27
2019-02-27,26
2019-02-28,27
2019-03-01,27
2019-03-02,27
2019-03-03,26
2019-03-04,26
2019-03-05,26
2019-03-06,27
2019-03-07,27
2019-03-08,27
2019-03-09,26
2019-03-10,26
2019-03-11,25
2019-03-12,26
2019-03-13,27
2019-03-14,27
2019-03-15,27
2019-03-16,26
2019-03-17,26
2019-03-18,26
2019-03-19,25
2019-03-20,25
2019-03-21,24
2019-03-22,23
2019-03-23,22
2019-03-24,21
2019-03-25,22
2019-03-26,23
2019-03-27,25
2019-03-28,25
2019-03-29,25
2019-03-30,25
2019-03-31,25
2019-04-01,25
2019-04-02,25
2019-04-03,24
2019-04-04,23
2019-04-05,25
2019-04-06,25
2019-04-07,25
2019-04-08,25
2019-04-09,25
2019-04-10,25
2019-04-11,25
2019-04-12,25
2019-04-13,25
2019-04-14,25
2019-04-15,25
2019-04-16,25
2019-04-17,25
2019-04-18,25
2019-04-19,25
2019-04-20,25
2019-04-21,25
2019-04-22,25
2019-04-23,25
2019-04-24,25
2019-04-25,25
2019-04-26,25
2019-04-27,25
2019-04-28,25
2019-04-29,25
2019-04-30,25
2019-05-01,24
2019-05-02,24
2019-05-03,23
2019-05-04,21
2019-05-05,19
2019-05-06,18
2019-05-07,17
2019-05-08,16
2019-05-09,16
2019-05-10,17
2019-05-11,17
2019-05-12,16
2019-05-13,16
2019-05-14,17
2019-05-15,17
2019-05-16,17
2019-05-17,17
2019-05-18,17
2019-05-19,17
2019-05-20,18
2019-05-21,19
2019-05-22,20
2019-05-23,21
2019-05-24,22
2019-05-25,23
2019-05-26,24
2019-05-27,25
2019-05-28,25
2019-05-29,25
2019-05-30,26
2019-05-31,25
2019-06-01,27
2019-06-02,27
2019-06-03,27
2019-06-04,28
2019-06-05,27
2019-06-06,27
2019-06-07,27
2019-06-08,27
2019-06-09,27
2019-06-10,26
2019-06-11,26
2019-06-12,26
2019-06-13,26
2019-06-14,27
2019-06-15,27
2019-06-16,27
2019-06-17,28
2019-06-18,29
2019-06-19,29
2019-06-20,29
2019-06-21,29
2019-06-22,29
2019-06-23,29
2019-06-24,29
2019-06-25,29
2019-06-26,29
2019-06-27,29
2019-06-28,29
2019-06-29,29
2019-06-30,29
2019-07-01,29
2019-07-02,29
2019-07-03,28
2019-07-04,30
2019-07-05,32
2019-07-06,34
2019-07-07,34
2019-07-08,36
2019-07-09,37
2019-07-10,39
2019-07-11,41
2019-07-12,44
2019-07-13,46
2019-07-14,48
2019-07-15,50
2019-07-16,52
2019-07-17,53
2019-07-18,55
2019-07-19,55
2019-07-20,58
2019-07-21,60
2019-07-22,61
2019-07-23,62
2019-07-24,59
2019-07-25,59
2019-07-26,58
2019-07-27,60
2019-07-28,62
2019-07-29,63
2019-07-30,66
2019-07-31,67
2019-08-01,65
2019-08-02,64
2019-08-03,63
2019-08-04,63
2019-08-05,62
2019-08-06,62
2019-08-07,60
2019-08-08,57
2019-08-09,54
2019-08-10,51
2019-08-11,48
2019-08-12,45
2019-08-13,42
2019-08-14,40
2019-08-15,40
2019-08-16,38
2019-08-17,37
2019-08-18,37
2019-08-19,35
2019-08-20,35
2019-08-21,34
2019-08-22,32
2019-08-23,31
2019-08-24,32
2019-08-24,32
2019-08-25,33
2019-08-25,33
2019-08-26,33
2019-08-26,33
2019-08-27,34
2019-08-27,34
2019-08-28,33
2019-08-29,33
2019-08-30,32
2019-08-31,32
2019-09-01,31
2019-09-02,32
2019-09-03,33
2019-09-04,33
2019-09-05,33
2019-09-06,32
2019-09-07,32
