date_obj,Redberries price
2015-12-24,180
2015-12-25,177
2015-12-26,168
2015-12-27,159
2015-12-28,151
2015-12-29,147
2015-12-30,151
2015-12-31,155
2016-01-01,158
2016-01-02,158
2016-01-03,162
2016-01-04,166
2016-01-05,168
2016-01-06,165
2016-01-07,169
2016-01-08,166
2016-01-09,166
2016-01-10,168
2016-01-11,163
2016-01-12,168
2016-01-13,164
2016-01-14,169
2016-01-15,171
2016-01-16,176
2016-01-17,184
2016-01-18,176
2016-01-19,171
2016-01-20,180
2016-01-21,182
2016-01-22,192
2016-01-23,194
2016-01-24,202
2016-01-25,205
2016-01-26,215
2016-01-27,226
2016-01-28,226
2016-01-29,238
2016-01-30,238
2016-01-31,250
2016-02-01,263
2016-02-02,260
2016-02-03,250
2016-02-04,241
2016-02-05,234
2016-02-06,222
2016-02-07,210
2016-02-08,200
2016-02-09,199
2016-02-10,193
2016-02-11,198
2016-02-12,194
2016-02-13,187
2016-02-14,189
2016-02-15,189
2016-02-16,187
2016-02-17,183
2016-02-18,183
2016-02-19,176
2016-02-20,177
2016-02-21,181
2016-02-22,181
2016-02-23,187
2016-02-24,191
2016-02-25,193
2016-02-26,193
2016-02-27,191
2016-02-28,186
2016-02-29,190
2016-03-01,190
2016-03-02,190
2016-03-03,193
2016-03-04,199
2016-03-05,204
2016-03-06,213
2016-03-07,216
2016-03-08,218
2016-03-09,215
2016-03-10,217
2016-03-11,216
2016-03-12,213
2016-03-13,213
2016-03-14,202
2016-03-15,192
2016-03-16,189
2016-03-17,190
2016-03-18,191
2016-03-19,188
2016-03-20,184
2016-03-21,182
2016-03-22,184
2016-03-23,194
2016-03-24,194
2016-03-25,189
2016-03-26,186
2016-03-27,180
2016-03-28,179
2016-03-29,171
2016-03-30,171
2016-03-31,168
2016-04-01,167
2016-04-02,166
2016-04-03,168
2016-04-04,169
2016-04-05,174
2016-04-06,179
2016-04-07,187
2016-04-08,192
2016-04-09,202
2016-04-10,201
2016-04-11,201
2016-04-12,196
2016-04-13,186
2016-04-14,176
2016-04-15,167
2016-04-16,169
2016-04-17,166
2016-04-18,164
2016-04-19,160
2016-04-20,161
2016-04-21,154
2016-04-22,154
2016-04-23,152
2016-04-24,145
2016-04-25,139
2016-04-26,132
2016-04-27,125
2016-04-28,120
2016-04-29,116
2016-04-30,112
2016-05-01,106
2016-05-02,101
2016-05-03,98
2016-05-04,98
2016-05-05,98
2016-05-06,98
2016-05-07,95
2016-05-08,90
2016-05-09,85
2016-05-10,88
2016-05-11,89
2016-05-12,89
2016-05-13,92
2016-05-14,97
2016-05-15,102
2016-05-16,108
2016-05-17,113
2016-05-18,111
2016-05-19,116
2016-05-22,125
2016-05-23,132
2016-05-24,134
2016-05-25,130
2016-05-26,125
2016-05-27,119
2016-05-28,119
2016-05-29,115
2016-05-30,119
2016-05-31,120
2016-06-01,119
2016-06-02,118
2016-06-03,116
2016-06-04,113
2016-06-05,112
2016-06-06,113
2016-06-07,118
2016-06-08,121
2016-06-09,118
2016-06-10,119
2016-06-11,121
2016-06-12,127
2016-06-13,132
2016-06-14,139
2016-06-15,142
2016-06-16,147
2016-06-17,148
2016-06-18,148
2016-06-19,155
2016-06-20,163
2016-06-21,172
2016-06-22,175
2016-06-23,172
2016-06-24,164
2016-06-25,155
2016-06-26,147
2016-06-27,139
2016-06-28,135
2016-06-29,133
2016-06-30,126
2016-07-01,119
2016-07-02,116
2016-07-03,118
2016-07-04,116
2016-07-05,118
2016-07-06,113
2016-07-07,112
2016-07-08,109
2016-07-09,103
2016-07-10,98
2016-07-11,93
2016-07-12,97
2016-07-13,102
2016-07-14,108
2016-07-15,112
2016-07-16,111
2016-07-17,105
2016-07-18,100
2016-07-23,95
2016-07-24,100
2016-07-25,97
2016-07-26,97
2016-07-27,93
2016-07-28,89
2016-07-29,87
2016-07-30,85
2016-07-31,85
2016-08-01,81
2016-08-02,82
2016-08-03,81
2016-08-04,85
2016-08-05,81
2016-08-06,82
2016-08-07,81
2016-08-08,77
2016-08-09,75
2016-08-10,76
2016-08-11,76
2016-08-12,75
2016-08-13,72
2016-08-14,72
2016-08-15,71
2016-08-16,71
2016-08-17,67
2016-08-18,64
2016-08-19,68
2016-08-20,69
2016-08-21,69
2016-08-22,69
2016-08-23,69
2016-08-24,66
2016-08-25,62
2016-08-26,62
2016-08-28,55
2016-08-31,51
2016-09-01,52
2016-09-02,52
2016-09-03,54
2016-09-04,55
2016-09-05,55
2016-09-06,57
2016-09-07,56
2016-09-08,56
2016-09-09,59
2016-09-10,62
2016-09-11,62
2016-09-12,64
2016-09-13,67
2016-09-14,67
2016-09-15,70
2016-09-16,70
2016-09-17,70
2016-09-18,70
2016-09-19,70
2016-09-20,70
2016-09-21,70
2016-09-22,68
2016-09-23,68
2016-09-24,68
2016-09-25,67
2016-09-26,67
2016-09-27,66
2016-09-28,69
2016-09-29,69
2016-09-30,71
2016-10-01,74
2016-10-02,74
2016-10-03,77
2016-10-04,78
2016-10-05,75
2016-10-06,71
2016-10-07,71
2016-10-08,73
2016-10-09,73
2016-10-10,75
2016-10-11,77
2016-10-12,79
2016-10-13,82
2016-10-14,85
2016-10-15,81
2016-10-16,82
2016-10-17,82
2016-10-18,82
2016-10-19,83
2016-10-20,82
2016-10-21,81
2016-10-22,81
2016-10-23,77
2016-10-24,74
2016-10-25,74
2016-10-26,77
2016-10-27,77
2016-10-28,81
2016-10-29,80
2016-10-30,81
2016-10-31,79
2016-11-01,79
2016-11-02,78
2016-11-03,78
2016-11-04,79
2016-11-05,79
2016-11-06,78
2016-11-07,75
2016-11-08,71
2016-11-09,67
2016-11-10,63
2016-11-11,63
2016-11-12,63
2016-11-13,61
2016-11-14,64
2016-12-08,55
2016-12-09,53
2016-12-10,55
2016-12-11,55
2016-12-12,54
2016-12-13,54
2016-12-14,55
2016-12-15,55
2016-12-16,57
2016-12-17,55
2016-12-18,56
2016-12-19,58
2016-12-20,59
2016-12-21,59
2016-12-22,59
2016-12-23,60
2016-12-24,60
2016-12-25,60
2016-12-26,57
2016-12-27,55
2016-12-28,56
2016-12-29,58
2016-12-30,59
2016-12-31,59
2017-01-01,56
2017-01-02,53
2017-01-03,52
2017-01-04,54
2017-01-05,57
2017-01-06,56
2017-01-07,56
2017-01-08,57
2017-01-09,55
2017-01-10,54
2017-01-11,54
2017-01-12,54
2017-01-13,53
2017-01-14,53
2017-01-15,53
2017-01-16,51
2017-01-17,49
2017-01-18,49
2017-01-19,51
2017-01-20,54
2017-01-21,56
2017-01-22,59
2017-01-27,77
2017-01-28,81
2017-01-29,86
2017-01-30,89
2017-01-31,92
2017-02-01,90
2017-02-02,95
2017-02-03,100
2017-02-04,105
2017-02-05,111
2017-02-06,117
2017-02-07,123
2017-02-08,124
2017-02-09,124
2017-02-10,118
2017-02-11,112
2017-02-12,106
2017-02-13,104
2017-02-14,98
2017-02-15,93
2017-02-16,88
2017-02-18,86
2017-02-19,85
2017-02-20,90
2017-02-21,95
2017-02-22,100
2017-02-23,105
2017-02-24,111
2017-02-25,117
2017-02-26,121
2017-02-27,122
2017-02-28,123
2017-03-01,130
2017-03-02,131
2017-03-03,136
2017-03-04,143
2017-03-05,142
2017-03-06,139
2017-03-07,137
2017-03-08,140
2017-03-09,143
2017-03-10,137
2017-03-11,130
2017-03-12,125
2017-03-13,118
2017-03-14,113
2017-03-15,114
2017-03-16,118
2017-03-17,114
2017-03-18,111
2017-03-19,110
2017-03-20,106
2017-03-21,106
2017-03-22,100
2017-03-23,97
2017-03-24,93
2017-03-25,90
2017-03-26,90
2017-03-27,88
2017-03-28,90
2017-03-29,87
2017-03-30,86
2017-03-31,81
2017-04-01,78
2017-04-02,79
2017-04-03,77
2017-04-04,75
2017-04-12,91
2017-04-13,92
2017-04-14,88
2017-04-15,86
2017-04-16,82
2017-04-17,80
2017-04-18,82
2017-04-19,78
2017-04-20,76
2017-04-21,77
2017-04-22,76
2017-04-23,79
2017-04-24,82
2017-04-25,87
2017-04-26,92
2017-04-27,97
2017-04-28,102
2017-04-29,104
2017-04-30,99
2017-05-01,97
2017-05-02,97
2017-05-03,98
2017-05-04,102
2017-05-05,106
2017-05-06,102
2017-05-07,99
2017-05-08,103
2017-05-09,107
2017-05-10,113
2017-05-11,116
2017-05-12,120
2017-05-13,119
2017-05-14,113
2017-05-15,109
2017-05-16,110
2017-05-17,112
2017-05-18,106
2017-05-19,100
2017-05-20,95
2017-05-21,95
2017-05-22,94
2017-05-23,90
2017-05-24,94
2017-05-25,94
2017-05-26,96
2017-05-27,99
2017-05-28,103
2017-05-29,97
2017-05-30,92
2017-05-31,88
2017-06-01,84
2017-06-02,79
2017-06-03,75
2017-06-06,72
2017-06-07,68
2017-06-08,68
2017-06-09,67
2017-06-10,69
2017-06-11,71
2017-06-12,71
2017-06-13,68
2017-06-14,71
2017-06-15,69
2017-06-16,68
2017-06-17,68
2017-06-18,65
2017-06-19,65
2017-06-20,64
2017-06-21,64
2017-06-22,64
2017-06-23,63
2017-06-24,62
2017-06-25,65
2017-06-26,64
2017-06-27,65
2017-06-28,66
2017-06-29,65
2017-06-30,68
2017-07-01,68
2017-07-02,67
2017-07-03,66
2017-07-04,65
2017-07-05,65
2017-07-06,64
2017-07-07,64
2017-07-08,64
2017-07-13,66
2017-07-14,68
2017-07-15,68
2017-07-16,72
2017-07-17,74
2017-07-18,73
2017-07-19,74
2017-07-20,77
2017-07-21,78
2017-07-22,81
2017-07-23,85
2017-07-24,85
2017-07-25,81
2017-07-26,78
2017-07-27,77
2017-07-28,75
2017-07-29,71
2017-07-30,71
2017-07-31,71
2017-08-01,74
2017-08-02,76
2017-08-03,80
2017-08-04,84
2017-08-05,89
2017-08-06,91
2017-08-09,90
2017-08-10,86
2017-08-11,82
2017-08-12,81
2017-08-13,80
2017-08-14,81
2017-08-15,76
2017-08-17,72
2017-08-18,72
2017-08-19,71
2017-08-20,71
2017-08-22,69
2017-08-23,70
2017-08-24,71
2017-08-25,68
2017-08-26,68
2017-08-27,67
2017-08-28,64
2017-08-29,61
2017-08-30,63
2017-08-31,65
2017-09-01,66
2017-09-02,64
2017-09-03,64
2017-09-04,65
2017-09-05,67
2017-09-06,68
2017-09-07,70
2017-09-08,74
2017-09-09,76
2017-09-10,73
2017-09-11,74
2017-09-12,74
2017-09-13,74
2017-09-14,73
2017-09-15,73
2017-09-16,74
2017-09-17,73
2017-09-19,75
2017-09-20,74
2017-09-21,75
2017-09-22,76
2017-09-23,78
2017-09-24,78
2017-09-25,80
2017-09-26,83
2017-09-27,86
2017-09-28,87
2017-09-29,85
2017-09-30,81
2017-10-01,80
2017-10-02,83
2017-10-03,86
2017-10-04,87
2017-10-05,85
2017-10-06,84
2017-10-07,87
2017-10-08,88
2017-10-09,86
2017-10-10,83
2017-10-11,83
2017-10-12,82
2017-10-13,86
2017-10-14,90
2017-10-15,90
2017-10-16,88
2017-10-17,88
2017-10-18,90
2017-10-19,95
2017-10-20,99
2017-10-21,100
2017-10-22,101
2017-10-23,96
2017-10-24,94
2017-10-25,92
2017-10-26,92
2017-10-27,94
2017-10-28,94
2017-10-29,94
2017-10-30,89
2017-10-31,87
2017-11-01,87
2017-11-02,87
2017-11-03,87
2017-11-04,87
2017-11-05,84
2017-11-06,84
2017-11-07,83
2017-11-08,82
2017-11-09,80
2017-11-10,80
2017-11-11,80
2017-11-12,83
2017-11-13,82
2017-11-14,81
2017-11-15,78
2017-11-16,81
2017-11-17,83
2017-11-18,84
2017-11-19,84
2017-11-20,84
2017-11-21,82
2017-11-22,83
2017-11-23,84
2017-11-24,86
2017-11-25,83
2017-11-26,81
2017-11-27,81
2017-11-28,82
2017-11-29,83
2017-11-30,86
2017-12-01,86
2017-12-02,85
2017-12-03,83
2017-12-04,83
2017-12-05,80
2017-12-06,79
2017-12-07,79
2017-12-08,79
2017-12-09,75
2017-12-10,75
2017-12-11,76
2017-12-12,74
2017-12-14,75
2017-12-15,74
2017-12-16,73
2017-12-17,74
2017-12-18,75
2017-12-19,74
2017-12-20,76
2017-12-21,75
2017-12-22,74
2017-12-23,71
2017-12-24,67
2017-12-25,63
2017-12-26,60
2017-12-27,58
2017-12-28,57
2017-12-29,54
2017-12-30,52
2017-12-31,50
2018-01-01,52
2018-01-02,55
2018-01-03,58
2018-01-04,61
2018-01-05,64
2018-01-06,65
2018-01-07,68
2018-01-08,69
2018-01-09,68
2018-01-10,68
2018-01-11,68
2018-01-12,72
2018-01-13,74
2018-01-14,72
2018-01-15,70
2018-01-16,66
2018-01-17,65
2018-01-18,63
2018-01-19,63
2018-01-20,63
2018-01-21,64
2018-01-22,66
2018-01-23,69
2018-01-24,70
2018-01-25,69
2018-01-26,71
2018-01-27,73
2018-01-28,70
2018-01-29,71
2018-01-31,66
2018-02-01,65
2018-02-02,66
2018-02-03,65
2018-02-04,62
2018-02-05,63
2018-02-06,64
2018-02-07,66
2018-02-08,63
2018-02-09,61
2018-02-10,58
2018-02-11,58
2018-02-12,58
2018-02-13,59
2018-02-14,58
2018-02-15,59
2018-02-16,58
2018-02-17,57
2018-02-18,58
2018-02-19,57
2018-02-20,57
2018-02-21,58
2018-02-22,57
2018-02-23,57
2018-02-24,58
2018-02-25,57
2018-02-26,57
2018-02-27,55
2018-02-28,56
2018-03-01,57
2018-03-02,56
2018-03-03,56
2018-03-04,57
2018-03-05,55
2018-03-06,54
2018-03-07,55
2018-03-08,57
2018-03-09,60
2018-03-10,60
2018-03-11,62
2018-03-12,62
2018-03-13,62
2018-03-14,63
2018-03-15,60
2018-03-16,60
2018-03-17,61
2018-03-18,58
2018-03-19,56
2018-03-20,56
2018-03-21,57
2018-03-23,58
2018-03-24,57
2018-03-26,55
2018-03-27,53
2018-03-29,51
2018-03-30,49
2018-03-31,47
2018-04-01,49
2018-04-02,48
2018-04-03,50
2018-04-04,50
2018-04-05,49
2018-04-06,47
2018-04-08,45
2018-04-09,47
2018-04-10,47
2018-04-11,46
2018-04-12,47
2018-04-13,46
2018-04-14,45
2018-04-15,44
2018-04-16,45
2018-04-17,44
2018-04-18,43
2018-04-19,43
2018-04-20,44
2018-04-21,43
2018-04-22,44
2018-04-23,44
2018-04-24,46
2018-04-25,46
2018-04-26,46
2018-04-27,46
2018-04-28,47
2018-04-29,46
2018-04-30,48
2018-05-01,48
2018-05-02,45
2018-05-03,45
2018-05-04,44
2018-05-05,42
2018-05-06,41
2018-05-07,41
2018-05-08,42
2018-05-09,44
2018-05-10,45
2018-05-11,47
2018-05-12,46
2018-05-13,45
2018-05-14,48
2018-05-15,51
2018-05-16,54
2018-05-17,55
2018-05-18,57
2018-05-19,55
2018-05-20,52
2018-05-21,53
2018-05-22,55
2018-05-23,55
2018-05-24,54
2018-05-25,52
2018-05-26,49
2018-05-27,46
2018-05-28,45
2018-05-29,46
2018-05-30,47
2018-05-31,47
2018-06-01,48
2018-06-02,48
2018-06-03,51
2018-06-04,52
2018-06-05,52
2018-06-06,53
2018-06-07,50
2018-06-08,51
2018-06-09,50
2018-06-10,52
2018-06-11,53
2018-06-12,53
2018-06-13,54
2018-06-14,53
2018-06-15,51
2018-06-16,49
2018-06-17,51
2018-06-18,48
2018-06-19,46
2018-06-20,43
2018-06-21,43
2018-06-22,40
2018-06-23,38
2018-06-24,38
2018-06-25,38
2018-06-26,38
2018-06-27,40
2018-06-28,41
2018-06-29,42
2018-06-30,41
2018-07-01,40
2018-07-02,39
2018-07-03,38
2018-07-04,40
2018-07-05,39
2018-07-06,37
2018-07-07,36
2018-07-08,35
2018-07-09,35
2018-07-10,35
2018-07-11,36
2018-07-12,37
2018-07-13,37
2018-07-14,36
2018-07-15,36
2018-07-16,35
2018-07-17,36
2018-07-18,37
2018-07-19,39
2018-07-20,39
2018-07-21,39
2018-07-22,39
2018-07-23,40
2018-07-24,39
2018-07-25,39
2018-07-26,40
2018-07-27,40
2018-07-28,39
2018-07-29,38
2018-07-30,37
2018-07-31,37
2018-08-01,38
2018-08-02,40
2018-08-03,42
2018-08-04,41
2018-08-05,42
2018-08-06,43
2018-08-07,44
2018-08-08,44
2018-08-09,45
2018-08-10,43
2018-08-11,43
2018-08-12,45
2018-08-14,48
2018-08-16,48
2018-08-17,48
2018-08-18,46
2018-08-19,46
2018-08-20,47
2018-08-21,44
2018-08-22,42
2018-08-23,43
2018-08-24,40
2018-08-25,41
2018-08-26,42
2018-08-27,41
2018-08-28,40
2018-08-29,39
2018-08-30,39
2018-08-31,38
2018-09-01,38
2018-09-02,38
2018-09-03,38
2018-09-04,37
2018-09-05,39
2018-09-06,39
2018-09-07,38
2018-09-08,40
2018-09-09,39
2018-09-10,39
2018-09-11,39
2018-09-12,39
2018-09-13,38
2018-09-14,38
2018-09-15,37
2018-09-16,37
2018-09-17,37
2018-09-18,36
2018-09-19,35
2018-09-20,34
2018-09-21,35
2018-09-22,36
2018-09-23,35
2018-09-24,35
2018-09-25,35
2018-09-26,35
2018-09-27,34
2018-09-28,34
2018-09-29,34
2018-09-30,33
2018-10-02,35
2018-10-03,36
2018-10-04,36
2018-10-05,35
2018-10-06,36
2018-10-07,36
2018-10-08,37
2018-10-09,38
2018-10-10,39
2018-10-11,39
2018-10-12,39
2018-10-13,37
2018-10-14,36
2018-10-15,36
2018-10-16,35
2018-10-17,36
2018-10-18,36
2018-10-19,36
2018-10-20,34
2018-10-21,35
2018-10-22,36
2018-10-23,35
2018-10-24,34
2018-10-25,34
2018-10-26,34
2018-10-27,35
2018-10-28,36
2018-10-29,36
2018-10-30,36
2018-10-31,36
2018-11-01,36
2018-11-03,35
2018-11-04,36
2018-11-05,37
2018-11-06,37
2018-11-07,39
2018-11-08,41
2018-11-09,44
2018-11-10,47
2018-11-11,50
2018-11-12,53
2018-11-13,55
2018-11-14,58
2018-11-15,57
2018-11-16,60
2018-11-17,62
2018-11-18,65
2018-11-19,66
2018-11-20,67
2018-11-21,67
2018-11-22,65
2018-11-23,67
2018-11-24,67
2018-11-25,71
2018-11-26,74
2018-11-27,78
2018-11-28,82
2018-11-29,85
2018-12-01,88
2018-12-02,87
2018-12-03,85
2018-12-04,83
2018-12-05,78
2018-12-07,71
2018-12-09,63
2018-12-10,59
2018-12-11,56
2018-12-12,53
2018-12-13,50
2018-12-14,47
2018-12-15,44
2018-12-16,41
2018-12-17,38
2018-12-18,36
2018-12-19,34
2018-12-20,32
2018-12-21,32
2018-12-22,34
2018-12-23,35
2018-12-24,37
2018-12-25,37
2018-12-26,38
2018-12-27,36
2018-12-28,34
2018-12-29,32
2018-12-30,31
2018-12-31,30
2019-01-01,30
2019-01-02,32
2019-01-03,33
2019-01-04,33
2019-01-05,34
2019-01-06,36
2019-01-08,39
2019-01-10,41
2019-01-11,43
2019-01-12,41
2019-01-13,42
2019-01-14,40
2019-01-15,39
2019-01-16,38
2019-01-17,37
2019-01-18,36
2019-01-19,35
2019-01-20,34
2019-01-21,32
2019-01-22,31
2019-01-23,30
2019-01-24,29
2019-01-25,30
2019-01-26,32
2019-01-27,34
2019-01-28,36
2019-01-29,36
2019-01-30,37
2019-01-31,37
2019-02-01,37
2019-02-02,38
2019-02-03,39
2019-02-04,39
2019-02-05,39
2019-02-06,40
2019-02-07,40
2019-02-08,40
2019-02-09,41
2019-02-10,41
2019-02-11,40
2019-02-12,41
2019-02-13,40
2019-02-14,38
2019-02-15,36
2019-02-16,34
2019-02-17,33
2019-02-18,35
2019-02-19,36
2019-02-20,37
2019-02-21,38
2019-02-22,39
2019-02-23,40
2019-02-24,39
2019-02-25,37
2019-02-26,36
2019-02-27,35
2019-02-28,34
2019-03-01,35
2019-03-02,34
2019-03-03,34
2019-03-04,33
2019-03-05,32
2019-03-06,30
2019-03-07,31
2019-03-08,31
2019-03-09,31
2019-03-10,30
2019-03-11,28
2019-03-12,26
2019-03-13,24
2019-03-14,22
2019-03-15,20
2019-03-16,19
2019-03-17,18
2019-03-18,17
2019-03-19,17
2019-03-20,17
2019-03-21,18
2019-03-22,19
2019-03-23,20
2019-03-24,20
2019-03-25,20
2019-03-26,21
2019-03-27,22
2019-03-28,23
2019-03-29,24
2019-03-30,25
2019-03-31,26
2019-04-01,27
2019-04-02,28
2019-04-03,28
2019-04-04,30
2019-04-05,31
2019-04-06,33
2019-04-07,33
2019-04-08,33
2019-04-09,32
2019-04-10,32
2019-04-11,33
2019-04-12,32
2019-04-13,33
2019-04-14,32
2019-04-15,30
2019-04-16,28
2019-04-17,27
2019-04-18,28
2019-04-19,30
2019-04-20,31
2019-04-21,33
2019-04-22,32
2019-04-23,30
2019-04-24,31
2019-04-25,32
2019-04-26,32
2019-04-27,32
2019-04-28,32
2019-04-29,31
2019-04-30,31
2019-05-01,29
2019-05-02,28
2019-05-03,27
2019-05-04,26
2019-05-05,24
2019-05-06,23
2019-05-07,22
2019-05-08,23
2019-05-09,24
2019-05-10,22
2019-05-11,23
2019-05-12,22
2019-05-13,21
2019-05-14,22
2019-05-15,22
2019-05-16,23
2019-05-17,25
2019-05-18,26
2019-05-19,25
2019-05-20,25
2019-05-21,25
2019-05-22,25
2019-05-23,25
2019-05-24,25
2019-05-25,25
2019-05-26,24
2019-05-27,23
2019-05-28,24
2019-05-29,23
2019-05-30,23
2019-05-31,22
2019-06-01,22
2019-06-02,24
2019-06-03,23
2019-06-04,23
2019-06-05,22
2019-06-06,21
2019-06-07,21
2019-06-08,22
2019-06-09,22
2019-06-10,23
2019-06-11,23
2019-06-12,23
2019-06-13,23
2019-06-14,23
2019-06-15,24
2019-06-16,23
2019-06-17,22
2019-06-18,20
2019-06-19,19
2019-06-20,19
2019-06-21,19
2019-06-22,18
2019-06-23,18
2019-06-24,18
2019-06-25,19
2019-06-26,19
2019-06-27,19
2019-06-28,18
2019-06-29,18
2019-06-30,17
2019-07-01,17
2019-07-02,17
2019-07-03,17
2019-07-04,17
2019-07-05,16
2019-07-06,15
2019-07-07,15
2019-07-08,15
2019-07-09,14
2019-07-10,14
2019-07-11,14
2019-07-12,15
2019-07-13,15
2019-07-14,16
2019-07-15,16
2019-07-16,16
2019-07-17,16
2019-07-18,15
2019-07-19,15
2019-07-20,15
2019-07-21,15
2019-07-22,14
2019-07-23,14
2019-07-24,15
2019-07-25,16
2019-07-26,17
2019-07-27,18
2019-07-28,19
2019-07-29,20
2019-07-30,20
2019-07-31,20
2019-08-01,20
2019-08-02,20
2019-08-03,20
2019-08-04,20
2019-08-05,20
2019-08-06,20
2019-08-07,20
2019-08-08,21
2019-08-09,21
2019-08-10,21
2019-08-11,21
2019-08-12,22
2019-08-13,23
2019-08-14,22
2019-08-15,22
2019-08-16,21
2019-08-17,22
2019-08-18,22
2019-08-19,23
2019-08-20,24
2019-08-21,26
2019-08-22,27
2019-08-23,28
2019-08-24,29
2019-08-24,29
2019-08-25,30
2019-08-25,30
2019-08-26,30
2019-08-26,30
2019-08-27,29
2019-08-27,29
2019-08-28,29
2019-08-29,29
2019-08-30,30
2019-08-31,30
2019-09-01,30
2019-09-02,30
2019-09-03,31
2019-09-04,32
2019-09-05,33
2019-09-06,33
