date_obj,Greater%20siren price
2020-04-04,65
2020-04-05,65
2020-04-06,68
2020-04-07,68
2020-04-08,68
2020-04-09,68
2020-04-10,68
2020-04-11,68
2020-04-12,68
2020-04-13,68
2020-04-14,68
2020-04-15,68
2020-04-16,68
2020-04-17,68
2020-04-18,68
2020-04-19,68
2020-04-20,68
2020-04-21,68
2020-04-22,68
2020-04-23,68
2020-04-24,68
2020-04-25,68
2020-04-26,68
2020-04-27,68
2020-04-28,68
2020-04-29,68
2020-04-30,68
2020-05-01,68
2020-05-02,68
2020-05-03,68
2020-05-04,68
2020-05-05,68
2020-05-06,68
2020-05-07,68
2020-05-08,68
2020-05-09,68
2020-05-10,68
2020-05-11,68
2020-05-12,68
2020-05-13,68
