date_obj,Steel%20scimitar price
2016-11-05,62
2016-11-06,65
2016-11-07,69
2016-11-08,70
2016-11-09,71
2016-11-10,72
2016-11-11,74
2016-11-12,77
2016-11-13,81
2016-11-14,83
2016-12-08,83
2016-12-09,87
2016-12-10,89
2016-12-11,86
2016-12-12,81
2016-12-13,78
2016-12-14,78
2016-12-15,79
2016-12-16,77
2016-12-17,74
2016-12-18,71
2016-12-19,69
2016-12-20,67
2016-12-21,70
2016-12-22,73
2016-12-23,73
2016-12-24,75
2016-12-25,75
2016-12-26,73
2016-12-27,73
2016-12-28,70
2016-12-29,72
2016-12-30,73
2016-12-31,75
2017-01-01,74
2017-01-02,76
2017-01-03,77
2017-01-04,76
2017-01-05,75
2017-01-06,75
2017-01-07,74
2017-01-08,74
2017-01-09,73
2017-01-10,72
2017-01-11,72
2017-01-12,70
2017-01-13,71
2017-01-14,71
2017-01-15,71
2017-01-16,73
2017-01-17,76
2017-01-18,77
2017-01-19,74
2017-01-20,75
2017-01-21,76
2017-01-22,76
2017-01-27,77
2017-01-28,76
2017-01-29,75
2017-01-30,73
2017-01-31,69
2017-02-01,67
2017-02-02,66
2017-02-03,64
2017-02-04,62
2017-02-05,62
2017-02-06,60
2017-02-07,62
2017-02-08,61
2017-02-09,59
2017-02-10,60
2017-02-11,61
2017-02-12,60
2017-02-13,58
2017-02-14,58
2017-02-15,57
2017-02-16,59
2017-02-18,60
2017-02-19,60
2017-02-20,59
2017-02-21,60
2017-02-22,61
2017-02-23,63
2017-02-24,63
2017-02-25,61
2017-02-26,59
2017-02-27,60
2017-02-28,62
2017-03-01,64
2017-03-02,65
2017-03-03,67
2017-03-04,68
2017-03-05,67
2017-03-06,67
2017-03-07,68
2017-03-08,68
2017-03-09,68
2017-03-10,67
2017-03-11,66
2017-03-12,66
2017-03-13,68
2017-03-14,67
2017-03-15,67
2017-03-16,67
2017-03-17,69
2017-03-18,69
2017-03-19,68
2017-03-20,68
2017-03-21,68
2017-03-22,68
2017-03-23,68
2017-03-24,69
2017-03-25,72
2017-03-26,73
2017-03-27,72
2017-03-28,74
2017-03-29,72
2017-03-30,75
2017-03-31,75
2017-04-01,71
2017-04-02,67
2017-04-03,63
2017-04-04,61
2017-04-12,74
2017-04-13,75
2017-04-14,75
2017-04-15,74
2017-04-16,74
2017-04-17,76
2017-04-18,77
2017-04-19,77
2017-04-20,77
2017-04-21,78
2017-04-22,77
2017-04-23,78
2017-04-24,79
2017-04-25,79
2017-04-26,81
2017-04-27,81
2017-04-28,82
2017-04-29,83
2017-04-30,81
2017-05-01,84
2017-05-02,85
2017-05-03,84
2017-05-04,86
2017-05-05,87
2017-05-06,85
2017-05-07,84
2017-05-08,83
2017-05-09,86
2017-05-10,89
2017-05-11,87
2017-05-12,86
2017-05-13,89
2017-05-14,90
2017-05-15,93
2017-05-16,96
2017-05-17,96
2017-05-18,99
2017-05-19,101
2017-05-20,101
2017-05-21,99
2017-05-22,98
2017-05-23,97
2017-05-24,96
2017-05-25,94
2017-05-26,93
2017-05-27,90
2017-05-28,89
2017-05-29,87
2017-05-30,84
2017-05-31,83
2017-06-01,85
2017-06-02,86
2017-06-03,88
2017-06-06,91
2017-06-07,90
2017-06-08,86
2017-06-09,89
2017-06-10,86
2017-06-11,84
2017-06-12,84
2017-06-13,86
2017-06-14,87
2017-06-15,87
2017-06-16,87
2017-06-17,89
2017-06-18,90
2017-06-19,90
2017-06-20,90
2017-06-21,92
2017-06-22,91
2017-06-23,91
2017-06-24,90
2017-06-25,90
2017-06-26,89
2017-06-27,85
2017-06-28,83
2017-06-29,85
2017-06-30,85
2017-07-01,84
2017-07-02,85
2017-07-03,84
2017-07-04,85
2017-07-05,86
2017-07-06,84
2017-07-07,83
2017-07-08,82
2017-07-13,84
2017-07-14,83
2017-07-15,81
2017-07-16,79
2017-07-17,78
2017-07-18,75
2017-07-19,73
2017-07-20,73
2017-07-21,71
2017-07-22,71
2017-07-23,70
2017-07-24,73
2017-07-25,71
2017-07-26,70
2017-07-27,72
2017-07-28,74
2017-07-29,75
2017-07-30,74
2017-07-31,74
2017-08-01,74
2017-08-02,75
2017-08-03,76
2017-08-04,78
2017-08-05,79
2017-08-06,79
2017-08-09,75
2017-08-10,73
2017-08-11,74
2017-08-12,73
2017-08-13,70
2017-08-14,69
2017-08-15,70
2017-08-17,72
2017-08-18,75
2017-08-19,75
2017-08-20,77
2017-08-21,78
2017-08-22,79
2017-08-23,80
2017-08-24,83
2017-08-25,88
2017-08-26,86
2017-08-27,88
2017-08-28,88
2017-08-29,87
2017-08-30,87
2017-08-31,83
2017-09-01,81
2017-09-02,81
2017-09-03,78
2017-09-04,76
2017-09-05,77
2017-09-06,75
2017-09-07,75
2017-09-08,76
2017-09-09,76
2017-09-10,76
2017-09-11,75
2017-09-12,74
2017-09-13,74
2017-09-14,75
2017-09-15,75
2017-09-16,72
2017-09-17,69
2017-09-19,68
2017-09-20,70
2017-09-21,71
2017-09-22,73
2017-09-23,72
2017-09-24,73
2017-09-25,75
2017-09-26,77
2017-09-27,79
2017-09-28,79
2017-09-29,79
2017-09-30,81
2017-10-01,80
2017-10-02,80
2017-10-03,82
2017-10-04,87
2017-10-05,87
2017-10-06,89
2017-10-07,88
2017-10-08,87
2017-10-09,87
2017-10-10,86
2017-10-11,85
2017-10-12,83
2017-10-13,85
2017-10-14,85
2017-10-15,87
2017-10-16,91
2017-10-17,93
2017-10-18,94
2017-10-19,98
2017-10-20,101
2017-10-21,100
2017-10-22,102
2017-10-23,104
2017-10-24,104
2017-10-25,104
2017-10-26,108
2017-10-27,109
2017-10-28,109
2017-10-29,111
2017-10-30,109
2017-10-31,108
2017-11-01,108
2017-11-02,106
2017-11-03,104
2017-11-04,99
2017-11-05,98
2017-11-06,98
2017-11-07,98
2017-11-08,98
2017-11-09,100
2017-11-10,100
2017-11-11,98
2017-11-12,96
2017-11-13,98
2017-11-14,98
2017-11-15,95
2017-11-16,95
2017-11-17,92
2017-11-18,94
2017-11-19,92
2017-11-20,89
2017-11-21,89
2017-11-22,91
2017-11-23,91
2017-11-24,91
2017-11-25,87
2017-11-26,83
2017-11-27,80
2017-11-28,80
2017-11-29,82
2017-11-30,85
2017-12-01,86
2017-12-02,86
2017-12-03,87
2017-12-04,86
2017-12-05,87
2017-12-06,87
2017-12-07,85
2017-12-08,83
2017-12-09,84
2017-12-10,83
2017-12-11,83
2017-12-12,82
2017-12-13,85
2017-12-14,85
2017-12-15,86
2017-12-16,84
2017-12-17,81
2017-12-18,79
2017-12-19,79
2017-12-20,76
2017-12-21,75
2017-12-22,75
2017-12-23,73
2017-12-24,70
2017-12-25,72
2017-12-26,74
2017-12-27,76
2017-12-28,77
2017-12-29,78
2017-12-30,80
2017-12-31,80
2018-01-01,80
2018-01-02,78
2018-01-03,74
2018-01-04,72
2018-01-05,71
2018-01-06,68
2018-01-07,66
2018-01-08,62
2018-01-09,59
2018-01-10,59
2018-01-11,62
2018-01-12,64
2018-01-13,65
2018-01-14,66
2018-01-15,66
2018-01-16,68
2018-01-17,69
2018-01-18,72
2018-01-19,73
2018-01-20,74
2018-01-21,74
2018-01-22,76
2018-01-23,78
2018-01-24,77
2018-01-25,79
2018-01-26,81
2018-01-27,83
2018-01-28,81
2018-01-29,79
2018-01-30,79
2018-02-01,81
2018-02-02,80
2018-02-03,80
2018-02-04,81
2018-02-05,81
2018-02-06,79
2018-02-07,79
2018-02-08,80
2018-02-09,80
2018-02-10,78
2018-02-11,78
2018-02-12,78
2018-02-13,80
2018-02-14,77
2018-02-15,77
2018-02-16,80
2018-02-17,81
2018-02-18,79
2018-02-19,80
2018-02-20,80
2018-02-21,80
2018-02-22,81
2018-02-23,80
2018-02-24,78
2018-02-25,76
2018-02-26,74
2018-02-27,73
2018-02-28,72
2018-03-01,73
2018-03-02,73
2018-03-03,71
2018-03-04,73
2018-03-05,76
2018-03-06,78
2018-03-07,78
2018-03-08,79
2018-03-09,79
2018-03-10,79
2018-03-11,80
2018-03-12,80
2018-03-13,81
2018-03-14,82
2018-03-15,85
2018-03-16,86
2018-03-17,88
2018-03-18,89
2018-03-19,89
2018-03-20,89
2018-03-21,90
2018-03-23,91
2018-03-24,91
2018-03-26,89
2018-03-27,90
2018-03-28,88
2018-03-29,86
2018-03-30,86
2018-03-31,91
2018-04-01,93
2018-04-02,92
2018-04-03,89
2018-04-04,84
2018-04-05,79
2018-04-06,79
2018-04-08,75
2018-04-09,75
2018-04-10,74
2018-04-11,75
2018-04-12,77
2018-04-13,74
2018-04-14,72
2018-04-16,70
2018-04-17,71
2018-04-18,72
2018-04-19,71
2018-04-20,72
2018-04-21,71
2018-04-22,72
2018-04-23,73
2018-04-24,73
2018-04-25,72
2018-04-26,70
2018-04-27,73
2018-04-28,73
2018-04-29,73
2018-04-30,74
2018-05-01,73
2018-05-02,72
2018-05-03,71
2018-05-04,73
2018-05-05,74
2018-05-06,74
2018-05-07,74
2018-05-08,72
2018-05-09,73
2018-05-10,74
2018-05-11,73
2018-05-12,73
2018-05-13,71
2018-05-14,70
2018-05-15,69
2018-05-16,68
2018-05-17,66
2018-05-18,67
2018-05-19,65
2018-05-20,64
2018-05-21,64
2018-05-22,67
2018-05-23,69
2018-05-24,72
2018-05-25,74
2018-05-26,76
2018-05-27,77
2018-05-28,79
2018-05-29,81
2018-05-30,82
2018-05-31,86
2018-06-01,90
2018-06-02,94
2018-06-03,96
2018-06-04,97
2018-06-05,96
2018-06-06,99
2018-06-07,100
2018-06-08,101
2018-06-09,98
2018-06-10,94
2018-06-11,91
2018-06-12,91
2018-06-13,89
2018-06-14,89
2018-06-15,88
2018-06-16,84
2018-06-17,82
2018-06-18,81
2018-06-19,83
2018-06-20,83
2018-06-21,81
2018-06-22,82
2018-06-23,83
2018-06-24,81
2018-06-25,83
2018-06-26,83
2018-06-27,86
2018-06-28,86
2018-06-29,84
2018-06-30,83
2018-07-01,82
2018-07-02,84
2018-07-03,86
2018-07-04,85
2018-07-05,86
2018-07-06,84
2018-07-07,82
2018-07-08,84
2018-07-09,84
2018-07-10,83
2018-07-11,82
2018-07-12,78
2018-07-13,75
2018-07-14,75
2018-07-15,76
2018-07-16,78
2018-07-17,82
2018-07-18,87
2018-07-19,88
2018-07-20,92
2018-07-21,93
2018-07-22,95
2018-07-23,95
2018-07-24,92
2018-07-25,89
2018-07-26,87
2018-07-27,86
2018-07-28,84
2018-07-29,82
2018-07-30,81
2018-07-31,79
2018-08-01,80
2018-08-02,81
2018-08-03,80
2018-08-04,79
2018-08-05,77
2018-08-06,76
2018-08-07,75
2018-08-08,73
2018-08-09,73
2018-08-10,71
2018-08-11,69
2018-08-12,66
2018-08-14,63
2018-08-16,66
2018-08-17,69
2018-08-18,68
2018-08-19,69
2018-08-20,71
2018-08-21,69
2018-08-22,69
2018-08-23,69
2018-08-24,68
2018-08-25,67
2018-08-26,66
2018-08-27,65
2018-08-28,68
2018-08-29,67
2018-08-30,68
2018-08-31,69
2018-09-01,68
2018-09-02,69
2018-09-03,67
2018-09-04,63
2018-09-05,61
2018-09-06,60
2018-09-07,60
2018-09-08,60
2018-09-09,59
2018-09-10,59
2018-09-11,58
2018-09-12,58
2018-09-13,59
2018-09-14,59
2018-09-15,58
2018-09-16,58
2018-09-17,60
2018-09-18,59
2018-09-19,60
2018-09-20,62
2018-09-21,62
2018-09-22,63
2018-09-23,64
2018-09-24,66
2018-09-25,67
2018-09-26,67
2018-09-27,66
2018-09-28,69
2018-09-29,72
2018-09-30,72
2018-10-02,68
2018-10-03,70
2018-10-04,72
2018-10-05,72
2018-10-06,72
2018-10-07,73
2018-10-08,75
2018-10-09,77
2018-10-10,77
2018-10-11,78
2018-10-12,79
2018-10-13,79
2018-10-14,78
2018-10-15,78
2018-10-16,79
2018-10-17,81
2018-10-18,82
2018-10-19,83
2018-10-20,81
2018-10-21,82
2018-10-22,82
2018-10-23,82
2018-10-24,81
2018-10-25,80
2018-10-26,78
2018-10-27,76
2018-10-28,73
2018-10-29,72
2018-10-30,74
2018-10-31,76
2018-11-01,77
2018-11-03,78
2018-11-04,77
2018-11-05,76
2018-11-06,75
2018-11-07,74
2018-11-08,72
2018-11-09,70
2018-11-10,69
2018-11-11,66
2018-11-12,64
2018-11-13,63
2018-11-14,61
2018-11-15,61
2018-11-16,60
2018-11-17,59
2018-11-18,58
2018-11-19,57
2018-11-20,57
2018-11-21,57
2018-11-22,56
2018-11-23,56
2018-11-24,56
2018-11-25,56
2018-11-26,57
2018-11-27,59
2018-11-28,59
2018-11-29,59
2018-12-01,59
2018-12-02,58
2018-12-03,58
2018-12-04,58
2018-12-05,58
2018-12-07,59
2018-12-09,61
2018-12-10,61
2018-12-11,61
2018-12-12,62
2018-12-13,63
2018-12-14,63
2018-12-15,64
2018-12-16,64
2018-12-17,66
2018-12-18,68
2018-12-19,69
2018-12-20,69
2018-12-21,71
2018-12-22,68
2018-12-23,67
2018-12-24,65
2018-12-25,64
2018-12-26,65
2018-12-27,64
2018-12-28,62
2018-12-29,61
2018-12-30,60
2018-12-31,60
2019-01-01,59
2019-01-02,59
2019-01-03,58
2019-01-04,58
2019-01-05,57
2019-01-06,55
2019-01-08,54
2019-01-10,56
2019-01-11,56
2019-01-12,55
2019-01-13,54
2019-01-14,54
2019-01-15,54
2019-01-16,54
2019-01-17,54
2019-01-18,53
2019-01-19,53
2019-01-20,52
2019-01-21,51
2019-01-22,50
2019-01-23,51
2019-01-24,50
2019-01-25,49
2019-01-26,48
2019-01-27,48
2019-01-28,48
2019-01-29,47
2019-01-30,48
2019-01-31,49
2019-02-01,49
2019-02-02,48
2019-02-03,48
2019-02-04,48
2019-02-05,49
2019-02-06,49
2019-02-07,50
2019-02-08,51
2019-02-09,52
2019-02-10,52
2019-02-11,54
2019-02-12,55
2019-02-13,56
2019-02-14,57
2019-02-15,56
2019-02-16,57
2019-02-17,58
2019-02-18,58
2019-02-19,60
2019-02-20,62
2019-02-21,65
2019-02-22,67
2019-02-23,70
2019-02-24,72
2019-02-25,75
2019-02-26,77
2019-02-27,79
2019-02-28,80
2019-03-01,79
2019-03-02,77
2019-03-03,75
2019-03-04,72
2019-03-05,71
2019-03-06,72
2019-03-07,73
2019-03-08,71
2019-03-09,70
2019-03-10,68
2019-03-11,67
2019-03-12,65
2019-03-13,63
2019-03-14,64
2019-03-15,65
2019-03-16,64
2019-03-17,63
2019-03-18,63
2019-03-19,66
2019-03-20,68
2019-03-21,66
2019-03-22,69
2019-03-23,72
2019-03-24,72
2019-03-25,72
2019-03-26,72
2019-03-27,71
2019-03-28,73
2019-03-29,74
2019-03-30,74
2019-03-31,74
2019-04-01,75
2019-04-02,73
2019-04-03,74
2019-04-04,75
2019-04-05,74
2019-04-06,73
2019-04-07,73
2019-04-08,73
2019-04-09,75
2019-04-10,77
2019-04-11,78
2019-04-12,79
2019-04-13,80
2019-04-14,82
2019-04-15,81
2019-04-16,81
2019-04-17,79
2019-04-18,80
2019-04-19,80
2019-04-20,81
2019-04-21,78
2019-04-22,79
2019-04-23,79
2019-04-24,79
2019-04-25,77
2019-04-26,74
2019-04-27,76
2019-04-28,78
2019-04-29,80
2019-04-30,81
2019-05-01,80
2019-05-02,83
2019-05-03,83
2019-05-04,85
2019-05-05,87
2019-05-06,88
2019-05-07,92
2019-05-08,96
2019-05-09,97
2019-05-10,100
2019-05-11,101
2019-05-12,105
2019-05-13,108
2019-05-14,108
2019-05-15,108
2019-05-16,107
2019-05-17,108
2019-05-18,109
2019-05-19,109
2019-05-20,109
2019-05-21,109
2019-05-22,110
2019-05-23,110
2019-05-24,109
2019-05-25,112
2019-05-26,113
2019-05-27,117
2019-05-28,121
2019-05-29,127
2019-05-30,129
2019-05-31,134
2019-06-01,132
2019-06-02,132
2019-06-03,133
2019-06-04,128
2019-06-05,125
2019-06-06,126
2019-06-07,128
2019-06-08,134
2019-06-09,135
2019-06-10,133
2019-06-11,134
2019-06-12,133
2019-06-13,130
2019-06-14,126
2019-06-15,120
2019-06-16,115
2019-06-17,111
2019-06-18,105
2019-06-19,102
2019-06-20,99
2019-06-21,98
2019-06-22,99
2019-06-23,102
2019-06-24,105
2019-06-25,104
2019-06-26,103
2019-06-27,105
2019-06-28,106
2019-06-29,103
2019-06-30,103
2019-07-01,108
2019-07-02,106
2019-07-03,108
2019-07-04,113
2019-07-05,115
2019-07-06,114
2019-07-07,111
2019-07-08,107
2019-07-09,102
2019-07-10,96
2019-07-11,92
2019-07-12,89
2019-07-13,87
2019-07-14,89
2019-07-15,85
2019-07-16,83
2019-07-17,81
2019-07-18,79
2019-07-19,78
2019-07-20,78
2019-07-21,75
2019-07-22,71
2019-07-23,68
2019-07-24,66
2019-07-25,64
2019-07-26,61
2019-07-27,59
2019-07-28,59
2019-07-29,59
2019-07-30,57
2019-07-31,55
2019-08-01,53
2019-08-02,51
2019-08-03,49
2019-08-04,47
2019-08-05,46
2019-08-06,46
2019-08-07,46
2019-08-08,48
2019-08-09,48
2019-08-10,49
2019-08-11,50
2019-08-12,51
2019-08-13,52
2019-08-14,54
2019-08-15,55
2019-08-16,57
2019-08-17,58
2019-08-18,57
2019-08-19,58
2019-08-20,56
2019-08-21,56
2019-08-22,56
2019-08-23,55
2019-08-24,54
2019-08-24,54
2019-08-25,54
2019-08-25,54
2019-08-26,55
2019-08-26,55
2019-08-27,56
2019-08-27,56
2019-08-28,56
2019-08-29,55
2019-08-30,57
2019-08-31,59
2019-09-01,62
2019-09-02,61
2019-09-03,64
2019-09-04,65
2019-09-05,64
