date_obj,Black%20knife price
2015-10-13,106
2015-10-14,108
2015-10-15,109
2015-10-16,108
2015-10-17,108
2015-10-18,109
2015-10-19,111
2015-10-20,111
2015-10-22,108
2015-10-23,109
2015-10-24,110
2015-10-25,111
2015-10-26,113
2015-10-27,115
2015-10-29,113
2015-10-30,114
2015-10-31,112
2015-11-01,112
2015-11-02,113
2015-11-03,114
2015-11-04,115
2015-11-05,116
2015-11-06,118
2015-11-07,119
2015-11-08,120
2015-11-09,123
2015-11-10,122
2015-11-11,125
2015-11-12,127
2015-11-13,126
2015-11-14,128
2015-11-15,130
2015-11-16,133
2015-11-17,134
2015-11-18,134
2015-11-19,137
2015-11-20,136
2015-11-21,136
2015-11-22,132
2015-11-23,132
2015-11-24,127
2015-11-25,125
2015-11-26,127
2015-11-27,124
2015-11-28,119
2015-11-29,118
2015-11-30,116
2015-12-01,115
2015-12-02,115
2015-12-03,117
2015-12-04,118
2015-12-05,119
2015-12-06,120
2015-12-07,121
2015-12-08,123
2015-12-09,122
2015-12-10,121
2015-12-11,119
2015-12-12,121
2015-12-13,121
2015-12-14,120
2015-12-15,120
2015-12-16,120
2015-12-17,120
2015-12-18,120
2015-12-19,120
2015-12-20,120
2015-12-21,120
2015-12-22,121
2015-12-23,122
2015-12-24,125
2015-12-25,126
2015-12-26,124
2015-12-27,123
2015-12-28,121
2015-12-29,120
2015-12-30,122
2015-12-31,124
2016-01-01,123
2016-01-02,123
2016-01-03,122
2016-01-04,120
2016-01-05,117
2016-01-06,115
2016-01-07,116
2016-01-08,117
2016-01-09,117
2016-01-10,117
2016-01-11,115
2016-01-12,113
2016-01-13,112
2016-01-14,112
2016-01-15,113
2016-01-16,113
2016-01-17,114
2016-01-18,114
2016-01-19,113
2016-01-20,113
2016-01-21,112
2016-01-22,112
2016-01-23,113
2016-01-24,113
2016-01-25,115
2016-01-26,116
2016-01-27,118
2016-01-28,118
2016-01-29,118
2016-01-30,119
2016-01-31,118
2016-02-01,117
2016-02-02,116
2016-02-03,116
2016-02-04,117
2016-02-05,116
2016-02-06,116
2016-02-07,116
2016-02-08,116
2016-02-09,117
2016-02-10,117
2016-02-11,119
2016-02-12,119
2016-02-13,118
2016-02-14,118
2016-02-15,118
2016-02-16,119
2016-02-17,119
2016-02-18,120
2016-02-19,121
2016-02-20,122
2016-02-21,122
2016-02-22,124
2016-02-23,126
2016-02-24,125
2016-02-25,124
2016-02-26,124
2016-02-27,122
2016-02-28,121
2016-02-29,121
2016-03-01,120
2016-03-02,120
2016-03-03,120
2016-03-04,120
2016-03-05,121
2016-03-06,122
2016-03-07,121
2016-03-08,120
2016-03-09,120
2016-03-10,122
2016-03-11,122
2016-03-12,121
2016-03-13,122
2016-03-14,121
2016-03-15,121
2016-03-16,123
2016-03-17,124
2016-03-18,124
2016-03-19,123
2016-03-20,122
2016-03-21,121
2016-03-22,123
2016-03-23,124
2016-03-24,125
2016-03-25,123
2016-03-26,123
2016-03-27,124
2016-03-28,122
2016-03-29,122
2016-03-30,121
2016-03-31,118
2016-04-01,117
2016-04-02,117
2016-04-03,118
2016-04-04,118
2016-04-05,120
2016-04-06,120
2016-04-07,120
2016-04-08,121
2016-04-09,119
2016-04-10,119
2016-04-11,119
2016-04-12,119
2016-04-13,119
2016-04-14,117
2016-04-15,119
2016-04-16,118
2016-04-17,117
2016-04-18,118
2016-04-19,119
2016-04-20,117
2016-04-21,118
2016-04-22,120
2016-04-23,120
2016-04-24,119
2016-04-25,119
2016-04-26,120
2016-04-27,119
2016-04-28,119
2016-04-29,118
2016-04-30,119
2016-05-01,120
2016-05-02,120
2016-05-03,120
2016-05-04,120
2016-05-05,119
2016-05-06,120
2016-05-07,120
2016-05-08,120
2016-05-09,120
2016-05-10,120
2016-05-11,119
2016-05-12,120
2016-05-13,121
2016-05-14,121
2016-05-15,120
2016-05-16,121
2016-05-17,122
2016-05-18,122
2016-05-19,124
2016-05-22,126
2016-05-23,128
2016-05-24,129
2016-05-25,129
2016-05-26,129
2016-05-27,129
2016-05-28,128
2016-05-29,127
2016-05-30,128
2016-05-31,128
2016-06-01,128
2016-06-02,126
2016-06-03,126
2016-06-04,126
2016-06-05,125
2016-06-06,124
2016-06-07,124
2016-06-08,124
2016-06-09,124
2016-06-10,124
2016-06-11,123
2016-06-12,124
2016-06-13,125
2016-06-14,125
2016-06-15,125
2016-06-16,125
2016-06-17,123
2016-06-18,121
2016-06-19,120
2016-06-20,119
2016-06-21,118
2016-06-22,118
2016-06-23,118
2016-06-24,118
2016-06-25,118
2016-06-26,119
2016-06-27,119
2016-06-28,120
2016-06-29,120
2016-06-30,121
2016-07-01,122
2016-07-02,123
2016-07-03,121
2016-07-04,122
2016-07-05,122
2016-07-06,121
2016-07-07,122
2016-07-08,122
2016-07-09,122
2016-07-10,123
2016-07-11,122
2016-07-12,123
2016-07-13,123
2016-07-14,123
2016-07-15,124
2016-07-16,126
2016-07-17,127
2016-07-18,127
2016-07-23,124
2016-07-24,123
2016-07-25,122
2016-07-26,122
2016-07-27,122
2016-07-28,123
2016-07-29,122
2016-07-30,121
2016-07-31,119
2016-08-01,119
2016-08-02,119
2016-08-03,118
2016-08-04,116
2016-08-05,113
2016-08-06,114
2016-08-07,112
2016-08-08,113
2016-08-09,111
2016-08-10,111
2016-08-11,106
2016-08-12,109
2016-08-13,111
2016-08-14,110
2016-08-15,112
2016-08-16,111
2016-08-17,110
2016-08-18,110
2016-08-19,110
2016-08-20,111
2016-08-21,111
2016-08-22,112
2016-08-23,112
2016-08-24,112
2016-08-25,110
2016-08-26,110
2016-08-28,102
2016-08-31,97
2016-09-01,95
2016-09-02,95
2016-09-03,95
2016-09-04,93
2016-09-05,92
2016-09-06,94
2016-09-07,94
2016-09-08,94
2016-09-09,96
2016-09-10,97
2016-09-11,97
2016-09-12,97
2016-09-13,97
2016-09-14,100
2016-09-15,101
2016-09-16,100
2016-09-17,101
2016-09-18,102
2016-09-19,103
2016-09-20,104
2016-09-21,103
2016-09-22,103
2016-09-23,104
2016-09-24,104
2016-09-25,105
2016-09-26,105
2016-09-27,105
2016-09-28,103
2016-09-29,104
2016-09-30,105
2016-10-01,105
2016-10-02,103
2016-10-03,103
2016-10-04,103
2016-10-05,103
2016-10-06,104
2016-10-07,105
2016-10-08,106
2016-10-09,106
2016-10-10,106
2016-10-11,107
2016-10-12,109
2016-10-13,111
2016-10-14,111
2016-10-15,111
2016-10-16,112
2016-10-17,112
2016-10-18,112
2016-10-19,109
2016-10-20,108
2016-10-21,106
2016-10-22,105
2016-10-23,105
2016-10-24,105
2016-10-25,106
2016-10-26,107
2016-10-27,108
2016-10-28,108
2016-10-29,108
2016-10-30,107
2016-10-31,108
2016-11-01,108
2016-11-02,108
2016-11-03,107
2016-11-04,108
2016-11-05,109
2016-11-06,110
2016-11-07,112
2016-11-08,112
2016-11-09,113
2016-11-10,114
2016-11-11,115
2016-11-12,116
2016-11-13,116
2016-11-14,116
2016-11-15,115
2016-12-07,99
2016-12-08,99
2016-12-09,99
2016-12-10,99
2016-12-11,100
2016-12-12,100
2016-12-13,99
2016-12-14,100
2016-12-15,100
2016-12-16,100
2016-12-17,101
2016-12-18,100
2016-12-19,100
2016-12-20,101
2016-12-21,100
2016-12-22,101
2016-12-23,102
2016-12-24,100
2016-12-25,102
2016-12-26,102
2016-12-27,102
2016-12-28,100
2016-12-29,101
2016-12-30,101
2016-12-31,101
2017-01-01,100
2017-01-02,98
2017-01-03,96
2017-01-04,95
2017-01-05,96
2017-01-06,96
2017-01-07,96
2017-01-08,98
2017-01-09,100
2017-01-10,100
2017-01-11,101
2017-01-12,102
2017-01-13,105
2017-01-14,107
2017-01-15,107
2017-01-16,106
2017-01-17,106
2017-01-18,106
2017-01-19,106
2017-01-20,106
2017-01-21,107
2017-01-22,106
2017-01-23,105
2017-01-27,104
2017-01-28,103
2017-01-29,104
2017-01-30,105
2017-01-31,105
2017-02-01,104
2017-02-02,104
2017-02-03,103
2017-02-04,101
2017-02-05,101
2017-02-06,101
2017-02-07,99
2017-02-08,98
2017-02-09,96
2017-02-10,95
2017-02-11,96
2017-02-12,95
2017-02-13,95
2017-02-14,96
2017-02-15,96
2017-02-16,96
2017-02-18,95
2017-02-19,95
2017-02-20,94
2017-02-21,94
2017-02-22,94
2017-02-23,95
2017-02-24,95
2017-02-25,95
2017-02-26,93
2017-02-27,94
2017-02-28,93
2017-03-01,94
2017-03-02,93
2017-03-03,94
2017-03-04,94
2017-03-05,95
2017-03-06,96
2017-03-07,96
2017-03-08,97
2017-03-09,97
2017-03-10,96
2017-03-11,96
2017-03-12,95
2017-03-13,94
2017-03-14,95
2017-03-15,95
2017-03-16,93
2017-03-17,91
2017-03-18,92
2017-03-19,93
2017-03-20,94
2017-03-21,95
2017-03-22,95
2017-03-23,97
2017-03-24,96
2017-03-25,97
2017-03-26,96
2017-03-27,96
2017-03-28,97
2017-03-29,98
2017-03-30,99
2017-03-31,99
2017-04-01,99
2017-04-02,100
2017-04-03,101
2017-04-04,100
2017-04-12,100
2017-04-13,100
2017-04-14,102
2017-04-15,102
2017-04-16,101
2017-04-17,101
2017-04-18,103
2017-04-19,103
2017-04-20,103
2017-04-21,103
2017-04-22,103
2017-04-23,99
2017-04-24,101
2017-04-25,100
2017-04-26,98
2017-04-27,98
2017-04-28,98
2017-04-29,98
2017-04-30,99
2017-05-01,101
2017-05-02,103
2017-05-03,102
2017-05-04,102
2017-05-05,101
2017-05-06,101
2017-05-07,101
2017-05-08,100
2017-05-09,100
2017-05-10,99
2017-05-11,99
2017-05-12,100
2017-05-13,99
2017-05-14,98
2017-05-15,97
2017-05-16,97
2017-05-17,97
2017-05-18,97
2017-05-19,96
2017-05-20,96
2017-05-21,96
2017-05-22,95
2017-05-23,94
2017-05-24,95
2017-05-25,94
2017-05-26,93
2017-05-27,93
2017-05-28,94
2017-05-29,94
2017-05-30,94
2017-05-31,95
2017-06-01,96
2017-06-02,97
2017-06-03,96
2017-06-04,96
2017-06-05,97
2017-06-06,96
2017-06-07,96
2017-06-08,95
2017-06-09,94
2017-06-10,94
2017-06-11,93
2017-06-12,92
2017-06-13,93
2017-06-14,93
2017-06-15,93
2017-06-16,94
2017-06-17,94
2017-06-18,94
2017-06-19,94
2017-06-20,93
2017-06-21,93
2017-06-22,88
2017-06-23,87
2017-06-24,88
2017-06-25,88
2017-06-26,88
2017-06-27,88
2017-06-28,88
2017-06-29,89
2017-06-30,87
2017-07-01,89
2017-07-02,88
2017-07-03,88
2017-07-04,88
2017-07-05,85
2017-07-06,86
2017-07-07,86
2017-07-08,86
2017-07-13,83
2017-07-14,84
2017-07-15,85
2017-07-16,84
2017-07-17,84
2017-07-18,83
2017-07-19,83
2017-07-20,84
2017-07-21,82
2017-07-22,83
2017-07-23,82
2017-07-24,82
2017-07-25,81
2017-07-26,81
2017-07-27,81
2017-07-28,81
2017-07-29,82
2017-07-30,82
2017-07-31,82
2017-08-01,83
2017-08-02,83
2017-08-03,85
2017-08-04,86
2017-08-05,86
2017-08-06,86
2017-08-07,87
2017-08-08,87
2017-08-09,87
2017-08-10,86
2017-08-11,84
2017-08-12,84
2017-08-13,85
2017-08-14,85
2017-08-15,85
2017-08-16,85
2017-08-17,86
2017-08-18,83
2017-08-19,83
2017-08-20,84
2017-08-21,85
2017-08-22,85
2017-08-23,86
2017-08-24,85
2017-08-25,85
2017-08-26,86
2017-08-27,87
2017-08-28,88
2017-08-29,89
2017-08-30,89
2017-08-31,88
2017-09-01,88
2017-09-02,89
2017-09-03,87
2017-09-04,87
2017-09-05,87
2017-09-06,88
2017-09-07,89
2017-09-08,89
2017-09-09,89
2017-09-10,88
2017-09-11,89
2017-09-12,89
2017-09-13,88
2017-09-14,90
2017-09-15,90
2017-09-16,89
2017-09-17,89
2017-09-18,90
2017-09-19,90
2017-09-20,89
2017-09-22,87
2017-09-23,86
2017-09-24,86
2017-09-25,87
2017-09-26,86
2017-09-27,86
2017-09-28,86
2017-09-29,85
2017-09-30,86
2017-10-01,86
2017-10-02,85
2017-10-03,84
2017-10-04,84
2017-10-05,85
2017-10-06,84
2017-10-07,86
2017-10-08,87
2017-10-09,86
2017-10-10,87
2017-10-11,87
2017-10-12,87
2017-10-13,88
2017-10-14,88
2017-10-15,88
2017-10-16,88
2017-10-17,89
2017-10-18,88
2017-10-19,88
2017-10-20,88
2017-10-21,88
2017-10-22,89
2017-10-23,86
2017-10-24,88
2017-10-25,88
2017-10-26,86
2017-10-27,87
2017-10-28,87
2017-10-29,87
2017-10-30,86
2017-10-31,87
2017-11-01,87
2017-11-02,87
2017-11-03,87
2017-11-04,87
2017-11-05,87
2017-11-06,87
2017-11-07,86
2017-11-08,85
2017-11-09,85
2017-11-10,85
2017-11-11,83
2017-11-12,83
2017-11-13,81
2017-11-14,81
2017-11-15,80
2017-11-16,78
2017-11-17,79
2017-11-18,78
2017-11-19,78
2017-11-20,78
2017-11-21,77
2017-11-22,77
2017-11-23,76
2017-11-24,75
2017-11-25,75
2017-11-26,76
2017-11-27,76
2017-11-28,76
2017-11-29,77
2017-11-30,74
2017-12-01,72
2017-12-02,70
2017-12-03,70
2017-12-04,71
2017-12-05,74
2017-12-06,74
2017-12-07,73
2017-12-08,74
2017-12-09,73
2017-12-10,74
2017-12-11,72
2017-12-12,72
2017-12-13,71
2017-12-14,70
2017-12-15,70
2017-12-16,71
2017-12-17,71
2017-12-18,71
2017-12-19,70
2017-12-20,71
2017-12-21,71
2017-12-22,70
2017-12-23,69
2017-12-24,70
2017-12-25,70
2017-12-26,71
2017-12-27,72
2017-12-28,73
2017-12-29,73
2017-12-30,73
2017-12-31,71
2018-01-01,71
2018-01-02,71
2018-01-03,72
2018-01-04,73
2018-01-05,73
2018-01-06,72
2018-01-07,72
2018-01-08,73
2018-01-09,73
2018-01-10,73
2018-01-11,73
2018-01-12,75
2018-01-13,76
2018-01-14,77
2018-01-15,78
2018-01-16,78
2018-01-17,78
2018-01-18,77
2018-01-19,77
2018-01-20,77
2018-01-21,77
2018-01-22,77
2018-01-23,79
2018-01-24,79
2018-01-25,78
2018-01-26,76
2018-01-27,75
2018-01-28,73
2018-01-29,73
2018-01-30,72
2018-01-31,71
2018-02-01,70
2018-02-02,71
2018-02-03,70
2018-02-04,69
2018-02-05,69
2018-02-06,71
2018-02-07,72
2018-02-08,72
2018-02-09,72
2018-02-10,72
2018-02-11,73
2018-02-12,72
2018-02-13,72
2018-02-14,71
2018-02-15,70
2018-02-16,70
2018-02-17,71
2018-02-18,71
2018-02-19,72
2018-02-20,73
2018-02-21,73
2018-02-22,72
2018-02-23,72
2018-02-24,74
2018-02-25,75
2018-02-26,75
2018-02-27,76
2018-02-28,75
2018-03-01,76
2018-03-02,75
2018-03-03,76
2018-03-04,76
2018-03-05,74
2018-03-06,73
2018-03-07,72
2018-03-08,71
2018-03-09,70
2018-03-10,68
2018-03-11,68
2018-03-12,68
2018-03-13,70
2018-03-14,69
2018-03-15,69
2018-03-16,69
2018-03-17,69
2018-03-18,69
2018-03-20,70
2018-03-21,71
2018-03-22,72
2018-03-23,73
2018-03-24,71
2018-03-25,71
2018-03-26,69
2018-03-27,66
2018-03-28,65
2018-03-29,65
2018-03-30,64
2018-03-31,64
2018-04-01,63
2018-04-02,65
2018-04-03,66
2018-04-04,66
2018-04-05,66
2018-04-06,66
2018-04-07,64
2018-04-08,64
2018-04-09,65
2018-04-10,65
2018-04-11,65
2018-04-12,65
2018-04-13,64
2018-04-14,64
2018-04-15,64
2018-04-16,64
2018-04-17,63
2018-04-18,63
2018-04-19,64
2018-04-20,64
2018-04-21,65
2018-04-22,67
2018-04-23,67
2018-04-24,67
2018-04-25,66
2018-04-26,65
2018-04-27,67
2018-04-28,69
2018-04-29,68
2018-04-30,68
2018-05-01,68
2018-05-02,67
2018-05-03,66
2018-05-04,67
2018-05-05,64
2018-05-06,64
2018-05-07,64
2018-05-08,65
2018-05-09,67
2018-05-10,67
2018-05-11,67
2018-05-12,67
2018-05-13,65
2018-05-14,67
2018-05-15,68
2018-05-16,69
2018-05-17,68
2018-05-18,67
2018-05-19,66
2018-05-20,64
2018-05-21,64
2018-05-22,64
2018-05-23,64
2018-05-24,63
2018-05-25,63
2018-05-26,64
2018-05-27,63
2018-05-28,64
2018-05-29,64
2018-05-30,65
2018-05-31,68
2018-06-01,71
2018-06-02,72
2018-06-03,73
2018-06-04,74
2018-06-05,74
2018-06-06,72
2018-06-07,70
2018-06-08,68
2018-06-09,69
2018-06-10,68
2018-06-11,67
2018-06-12,68
2018-06-13,66
2018-06-14,64
2018-06-15,65
2018-06-16,65
2018-06-17,66
2018-06-18,66
2018-06-19,66
2018-06-20,67
2018-06-21,67
2018-06-22,66
2018-06-23,65
2018-06-24,66
2018-06-25,68
2018-06-26,67
2018-06-27,66
2018-06-28,66
2018-06-29,66
2018-06-30,66
2018-07-01,67
2018-07-02,66
2018-07-03,66
2018-07-04,67
2018-07-05,67
2018-07-06,65
2018-07-07,65
2018-07-08,64
2018-07-09,64
2018-07-10,65
2018-07-11,64
2018-07-12,63
2018-07-13,63
2018-07-14,63
2018-07-15,63
2018-07-16,64
2018-07-17,65
2018-07-18,66
2018-07-19,66
2018-07-20,68
2018-07-21,69
2018-07-22,68
2018-07-23,68
2018-07-24,70
2018-07-25,70
2018-07-26,68
2018-07-27,67
2018-07-28,67
2018-07-29,67
2018-07-30,67
2018-07-31,69
2018-08-01,69
2018-08-02,69
2018-08-03,69
2018-08-04,68
2018-08-05,67
2018-08-06,66
2018-08-07,67
2018-08-08,66
2018-08-09,66
2018-08-10,66
2018-08-11,66
2018-08-12,66
2018-08-14,65
2018-08-16,64
2018-08-17,64
2018-08-18,65
2018-08-19,65
2018-08-20,65
2018-08-21,63
2018-08-22,65
2018-08-23,65
2018-08-24,65
2018-08-25,65
2018-08-26,65
2018-08-27,65
2018-08-28,64
2018-08-29,64
2018-08-30,65
2018-08-31,65
2018-09-01,65
2018-09-02,66
2018-09-03,66
2018-09-04,66
2018-09-05,66
2018-09-06,67
2018-09-07,67
2018-09-08,67
2018-09-09,67
2018-09-10,69
2018-09-11,70
2018-09-12,67
2018-09-13,66
2018-09-14,66
2018-09-15,66
2018-09-16,66
2018-09-17,66
2018-09-18,67
2018-09-19,67
2018-09-20,67
2018-09-21,67
2018-09-22,67
2018-09-23,67
2018-09-24,66
2018-09-25,65
2018-09-26,65
2018-09-27,66
2018-09-28,66
2018-09-29,65
2018-09-30,65
2018-10-01,65
2018-10-02,64
2018-10-03,64
2018-10-04,64
2018-10-05,65
2018-10-06,65
2018-10-07,64
2018-10-08,64
2018-10-09,64
2018-10-10,64
2018-10-11,64
2018-10-12,64
2018-10-13,63
2018-10-14,64
2018-10-15,63
2018-10-16,62
2018-10-17,62
2018-10-18,62
2018-10-19,61
2018-10-20,60
2018-10-21,60
2018-10-22,59
2018-10-23,60
2018-10-24,59
2018-10-25,59
2018-10-26,58
2018-10-27,58
2018-10-28,57
2018-10-29,57
2018-10-30,57
2018-10-31,58
2018-11-01,59
2018-11-03,61
2018-11-04,61
2018-11-05,64
2018-11-06,67
2018-11-07,67
2018-11-08,69
2018-11-09,71
2018-11-10,71
2018-11-11,71
2018-11-12,72
2018-11-13,73
2018-11-15,73
2018-11-16,74
2018-11-17,74
2018-11-18,72
2018-11-19,71
2018-11-20,69
2018-11-21,66
2018-11-22,66
2018-11-23,66
2018-11-24,65
2018-11-25,65
2018-11-26,66
2018-11-27,67
2018-11-28,66
2018-11-29,66
2018-12-01,65
2018-12-02,65
2018-12-03,64
2018-12-04,64
2018-12-05,63
2018-12-07,62
2018-12-09,62
2018-12-10,62
2018-12-11,60
2018-12-12,60
2018-12-13,60
2018-12-14,59
2018-12-15,58
2018-12-16,58
2018-12-17,56
2018-12-18,56
2018-12-19,55
2018-12-20,54
2018-12-21,53
2018-12-22,53
2018-12-23,53
2018-12-24,52
2018-12-25,52
2018-12-26,51
2018-12-27,52
2018-12-28,53
2018-12-29,52
2018-12-30,52
2018-12-31,52
2019-01-01,53
2019-01-02,52
2019-01-03,53
2019-01-04,53
2019-01-05,52
2019-01-06,53
2019-01-08,52
2019-01-10,51
2019-01-11,50
2019-01-12,50
2019-01-13,50
2019-01-14,50
2019-01-15,49
2019-01-16,48
2019-01-17,47
2019-01-18,47
2019-01-19,46
2019-01-20,46
2019-01-21,45
2019-01-22,45
2019-01-23,45
2019-01-24,44
2019-01-25,44
2019-01-26,44
2019-01-27,44
2019-01-28,43
2019-01-29,43
2019-01-30,42
2019-01-31,41
2019-02-01,41
2019-02-02,41
2019-02-03,42
2019-02-04,42
2019-02-05,42
2019-02-06,43
2019-02-07,43
2019-02-08,44
2019-02-09,44
2019-02-10,44
2019-02-11,45
2019-02-12,46
2019-02-13,48
2019-02-14,48
2019-02-15,47
2019-02-16,47
2019-02-17,46
2019-02-18,45
2019-02-19,45
2019-02-20,45
2019-02-21,44
2019-02-22,45
2019-02-23,45
2019-02-24,44
2019-02-25,44
2019-02-26,43
2019-02-27,42
2019-02-28,42
2019-03-01,43
2019-03-02,43
2019-03-03,43
2019-03-04,43
2019-03-05,43
2019-03-06,42
2019-03-07,42
2019-03-08,42
2019-03-09,42
2019-03-10,42
2019-03-11,42
2019-03-12,42
2019-03-13,42
2019-03-14,42
2019-03-15,42
2019-03-16,42
2019-03-17,42
2019-03-18,41
2019-03-19,42
2019-03-20,42
2019-03-21,41
2019-03-22,41
2019-03-23,40
2019-03-24,41
2019-03-25,41
2019-03-26,41
2019-03-27,41
2019-03-28,42
2019-03-29,42
2019-03-30,42
2019-03-31,41
2019-04-01,41
2019-04-02,40
2019-04-03,40
2019-04-04,40
2019-04-05,40
2019-04-06,40
2019-04-07,40
2019-04-08,40
2019-04-09,40
2019-04-10,40
2019-04-11,40
2019-04-12,40
2019-04-13,40
2019-04-14,40
2019-04-15,40
2019-04-16,40
2019-04-17,40
2019-04-18,40
2019-04-19,40
2019-04-20,40
2019-04-21,40
2019-04-22,40
2019-04-23,40
2019-04-24,40
2019-04-25,40
2019-04-26,40
2019-04-27,40
2019-04-28,40
2019-04-29,40
2019-04-30,40
2019-05-01,40
2019-05-02,40
2019-05-03,39
2019-05-04,40
2019-05-05,40
2019-05-06,40
2019-05-07,40
2019-05-08,40
2019-05-09,40
2019-05-10,40
2019-05-11,40
2019-05-12,39
2019-05-13,39
2019-05-14,39
2019-05-15,40
2019-05-16,41
2019-05-17,41
2019-05-18,40
2019-05-19,40
2019-05-20,40
2019-05-21,41
2019-05-22,41
2019-05-23,42
2019-05-24,42
2019-05-25,42
2019-05-26,42
2019-05-27,41
2019-05-28,40
2019-05-29,40
2019-05-30,41
2019-05-31,41
2019-06-01,41
2019-06-02,40
2019-06-03,40
2019-06-04,40
2019-06-05,40
2019-06-06,40
2019-06-07,40
2019-06-08,40
2019-06-09,41
2019-06-10,42
2019-06-11,43
2019-06-12,43
2019-06-13,44
2019-06-14,44
2019-06-15,43
2019-06-16,41
2019-06-17,41
2019-06-18,41
2019-06-19,42
2019-06-20,41
2019-06-21,41
2019-06-22,41
2019-06-23,41
2019-06-24,41
2019-06-25,43
2019-06-26,44
2019-06-27,44
2019-06-28,45
2019-06-29,45
2019-06-30,45
2019-07-01,44
2019-07-02,43
2019-07-03,42
2019-07-04,43
2019-07-05,43
2019-07-06,43
2019-07-07,42
2019-07-08,42
2019-07-09,41
2019-07-10,40
2019-07-11,40
2019-07-12,40
2019-07-13,40
2019-07-14,40
2019-07-15,40
2019-07-16,41
2019-07-17,41
2019-07-18,42
2019-07-19,42
2019-07-20,42
2019-07-21,41
2019-07-22,41
2019-07-23,40
2019-07-24,41
2019-07-25,41
2019-07-26,41
2019-07-27,42
2019-07-28,42
2019-07-29,41
2019-07-30,40
2019-07-31,39
2019-08-01,38
2019-08-02,37
2019-08-03,36
2019-08-04,35
2019-08-05,34
2019-08-06,34
2019-08-07,34
2019-08-08,35
2019-08-09,36
2019-08-10,37
2019-08-11,38
2019-08-12,37
2019-08-13,36
2019-08-14,37
2019-08-15,36
2019-08-16,36
2019-08-17,36
2019-08-18,36
2019-08-19,36
2019-08-20,36
2019-08-21,37
2019-08-22,37
2019-08-23,37
2019-08-24,37
2019-08-24,37
2019-08-25,36
