date_obj,Steel%20knife price
2018-06-07,63
2018-06-08,64
2018-06-09,63
2018-06-10,64
2018-06-11,66
2018-06-12,64
2018-06-13,64
2018-06-14,64
2018-06-15,63
2018-06-16,64
2018-06-17,65
2018-06-18,65
2018-06-19,65
2018-06-20,65
2018-06-21,64
2018-06-22,64
2018-06-23,65
2018-06-24,66
2018-06-25,67
2018-06-26,66
2018-06-27,66
2018-06-28,66
2018-06-29,66
2018-06-30,67
2018-07-01,68
2018-07-02,68
2018-07-03,68
2018-07-04,68
2018-07-05,69
2018-07-06,69
2018-07-07,68
2018-07-08,67
2018-07-09,68
2018-07-10,68
2018-07-11,69
2018-07-12,70
2018-07-13,71
2018-07-14,70
2018-07-15,71
2018-07-16,72
2018-07-17,72
2018-07-18,72
2018-07-19,71
2018-07-20,72
2018-07-21,72
2018-07-22,72
2018-07-23,72
2018-07-24,73
2018-07-25,72
2018-07-26,72
2018-07-27,72
2018-07-28,72
2018-07-29,72
2018-07-30,72
2018-07-31,71
2018-08-01,71
2018-08-02,70
2018-08-03,69
2018-08-04,70
2018-08-05,69
2018-08-06,69
2018-08-07,70
2018-08-08,70
2018-08-09,70
2018-08-10,69
2018-08-11,68
2018-08-12,68
2018-08-14,69
2018-08-16,67
2018-08-17,66
2018-08-18,66
2018-08-19,66
2018-08-20,66
2018-08-21,66
2018-08-22,67
2018-08-23,67
2018-08-24,67
2018-08-25,66
2018-08-26,67
2018-08-27,67
2018-08-28,67
2018-08-29,67
2018-08-30,68
2018-08-31,68
2018-09-01,68
2018-09-02,68
2018-09-03,68
2018-09-04,69
2018-09-05,69
2018-09-06,71
2018-09-07,72
2018-09-08,73
2018-09-09,74
2018-09-10,74
2018-09-11,72
2018-09-12,72
2018-09-13,72
2018-09-14,71
2018-09-15,70
2018-09-16,71
2018-09-17,71
2018-09-18,71
2018-09-19,71
2018-09-20,71
2018-09-21,71
2018-09-22,70
2018-09-23,71
2018-09-24,70
2018-09-25,71
2018-09-26,71
2018-09-27,71
2018-09-28,72
2018-09-29,71
2018-09-30,70
2018-10-02,69
2018-10-03,69
2018-10-04,69
2018-10-05,71
2018-10-06,70
2018-10-07,71
2018-10-08,70
2018-10-09,71
2018-10-10,70
2018-10-11,70
2018-10-12,70
2018-10-13,68
2018-10-14,69
2018-10-15,67
2018-10-16,66
2018-10-17,65
2018-10-18,64
2018-10-19,62
2018-10-20,60
2018-10-21,60
2018-10-22,59
2018-10-23,60
2018-10-24,60
2018-10-25,59
2018-10-26,59
2018-10-27,60
2018-10-28,59
2018-10-29,60
2018-10-30,61
2018-10-31,63
2018-11-01,64
2018-11-03,66
2018-11-04,67
2018-11-05,68
2018-11-06,69
2018-11-07,71
2018-11-08,73
2018-11-09,74
2018-11-10,75
2018-11-11,75
2018-11-12,77
2018-11-13,77
2018-11-14,79
2018-11-15,79
2018-11-16,80
2018-11-17,78
2018-11-18,78
2018-11-19,80
2018-11-20,79
2018-11-21,76
2018-11-22,75
2018-11-23,72
2018-11-24,68
2018-11-25,69
2018-11-26,70
2018-11-27,70
2018-11-28,71
2018-11-29,72
2018-12-01,70
2018-12-02,71
2018-12-03,70
2018-12-04,71
2018-12-05,72
2018-12-07,71
2018-12-09,70
2018-12-10,69
2018-12-11,69
2018-12-12,68
2018-12-13,67
2018-12-14,68
2018-12-15,67
2018-12-16,67
2018-12-17,67
2018-12-18,67
2018-12-19,68
2018-12-20,68
2018-12-21,67
2018-12-22,64
2018-12-23,62
2018-12-24,62
2018-12-25,62
2018-12-26,62
2018-12-27,62
2018-12-28,63
2018-12-29,61
2018-12-30,61
2018-12-31,62
2019-01-01,62
2019-01-02,61
2019-01-03,60
2019-01-04,59
2019-01-05,58
2019-01-06,58
2019-01-08,59
2019-01-10,58
2019-01-11,58
2019-01-12,57
2019-01-13,57
2019-01-14,56
2019-01-15,56
2019-01-16,57
2019-01-17,57
2019-01-18,57
2019-01-19,57
2019-01-20,57
2019-01-21,58
2019-01-22,58
2019-01-23,57
2019-01-24,57
2019-01-25,57
2019-01-26,56
2019-01-27,57
2019-01-28,58
2019-01-29,59
2019-01-30,58
2019-01-31,58
2019-02-01,59
2019-02-02,59
2019-02-03,59
2019-02-04,59
2019-02-05,60
2019-02-06,60
2019-02-07,60
2019-02-08,59
2019-02-09,58
2019-02-10,59
2019-02-11,58
2019-02-12,59
2019-02-13,59
2019-02-14,60
2019-02-15,59
2019-02-16,58
2019-02-17,59
2019-02-18,59
2019-02-19,58
2019-02-20,57
2019-02-21,56
2019-02-22,54
2019-02-23,52
2019-02-24,51
2019-02-25,50
2019-02-26,49
2019-02-27,49
2019-02-28,48
2019-03-01,47
2019-03-02,47
2019-03-03,47
2019-03-04,47
2019-03-05,47
2019-03-06,47
2019-03-07,47
2019-03-08,46
2019-03-09,45
2019-03-10,45
2019-03-11,45
2019-03-12,45
2019-03-13,44
2019-03-14,44
2019-03-15,44
2019-03-16,44
2019-03-17,44
2019-03-18,43
2019-03-19,43
2019-03-20,44
2019-03-21,43
2019-03-22,43
2019-03-23,43
2019-03-24,43
2019-03-25,44
2019-03-26,44
2019-03-27,44
2019-03-28,43
2019-03-29,43
2019-03-30,43
2019-03-31,42
2019-04-01,42
2019-04-02,42
2019-04-03,42
2019-04-04,42
2019-04-05,42
2019-04-06,42
2019-04-07,43
2019-04-08,44
2019-04-09,44
2019-04-10,45
2019-04-11,44
2019-04-12,43
2019-04-13,44
2019-04-14,44
2019-04-15,44
2019-04-16,44
2019-04-17,44
2019-04-18,45
2019-04-19,46
2019-04-20,45
2019-04-21,45
2019-04-22,46
2019-04-23,46
2019-04-24,45
2019-04-25,45
2019-04-26,45
2019-04-27,45
2019-04-28,45
2019-04-29,44
2019-04-30,45
2019-05-01,45
2019-05-02,44
2019-05-03,44
2019-05-04,44
2019-05-05,44
2019-05-06,44
2019-05-07,44
2019-05-08,43
2019-05-09,44
2019-05-10,44
2019-05-11,44
2019-05-12,43
2019-05-13,43
2019-05-14,44
2019-05-15,45
2019-05-16,46
2019-05-17,46
2019-05-18,46
2019-05-19,46
2019-05-20,47
2019-05-21,46
2019-05-22,47
2019-05-23,48
2019-05-24,48
2019-05-25,48
2019-05-26,49
2019-05-27,49
2019-05-28,48
2019-05-29,48
2019-05-30,48
2019-05-31,49
2019-06-01,47
2019-06-02,47
2019-06-03,47
2019-06-04,47
2019-06-05,48
2019-06-06,49
2019-06-07,50
2019-06-08,51
2019-06-09,51
2019-06-10,52
2019-06-11,52
2019-06-12,50
2019-06-13,49
2019-06-14,49
2019-06-15,49
2019-06-16,48
2019-06-17,49
2019-06-18,49
2019-06-19,49
2019-06-20,48
2019-06-21,50
2019-06-22,49
2019-06-23,49
2019-06-24,49
2019-06-25,50
2019-06-26,50
2019-06-27,50
2019-06-28,50
2019-06-29,50
2019-06-30,50
2019-07-01,49
2019-07-02,50
2019-07-03,49
2019-07-04,48
2019-07-05,49
2019-07-06,49
2019-07-07,49
2019-07-08,48
2019-07-09,49
2019-07-10,49
2019-07-11,49
2019-07-12,49
2019-07-13,50
2019-07-14,49
2019-07-15,49
2019-07-16,48
2019-07-17,48
2019-07-18,48
2019-07-19,48
2019-07-20,47
2019-07-21,46
2019-07-22,47
2019-07-23,47
2019-07-24,47
2019-07-25,47
2019-07-26,47
2019-07-27,48
2019-07-28,49
2019-07-29,48
2019-07-30,48
2019-07-31,47
2019-08-01,47
2019-08-02,47
2019-08-03,46
2019-08-04,45
2019-08-05,44
2019-08-06,43
2019-08-07,41
2019-08-08,41
2019-08-09,40
2019-08-10,40
2019-08-11,39
2019-08-12,39
2019-08-13,39
2019-08-14,39
2019-08-15,39
2019-08-16,39
2019-08-17,39
2019-08-18,40
2019-08-19,41
2019-08-20,40
2019-08-21,40
2019-08-22,40
2019-08-23,41
2019-08-24,42
2019-08-24,42
2019-08-25,41
2019-08-25,41
2019-08-26,40
2019-08-26,40
2019-08-27,40
2019-08-27,40
2019-08-28,40
2019-08-29,39
2019-08-30,39
2019-08-31,39
2019-09-01,39
2019-09-02,39
2019-09-03,40
2019-09-04,40
