date_obj,Silver%20ore price
2015-10-19,159
2015-10-20,159
2015-10-22,164
2015-10-23,160
2015-10-24,161
2015-10-25,159
2015-10-26,159
2015-10-27,159
2015-10-29,153
2015-10-30,159
2015-10-31,152
2015-11-01,152
2015-11-02,145
2015-11-03,142
2015-11-04,136
2015-11-05,132
2015-11-06,132
2015-11-07,131
2015-11-08,131
2015-11-09,135
2015-11-10,139
2015-11-11,144
2015-11-12,144
2015-11-13,146
2015-11-14,138
2015-11-15,138
2015-11-16,142
2015-11-17,148
2015-11-18,150
2015-11-19,149
2015-11-20,147
2015-11-21,147
2015-11-22,155
2015-11-23,155
2015-11-24,152
2015-11-25,145
2015-11-26,145
2015-11-27,139
2015-11-28,137
2015-11-29,138
2015-11-30,142
2015-12-01,149
2015-12-02,157
2015-12-03,157
2015-12-04,157
2015-12-05,163
2015-12-06,162
2015-12-07,162
2015-12-08,166
2015-12-09,166
2015-12-10,157
2015-12-11,155
2015-12-12,156
2015-12-13,154
2015-12-14,154
2015-12-15,152
2015-12-16,148
2015-12-17,145
2015-12-18,146
2015-12-19,146
2015-12-20,143
2015-12-21,137
2015-12-22,139
2015-12-23,133
2015-12-24,136
2015-12-25,130
2015-12-26,123
2015-12-27,117
2015-12-28,123
2015-12-29,130
2015-12-30,134
2015-12-31,140
2016-01-01,143
2016-01-02,139
2016-01-03,138
2016-01-04,142
2016-01-05,145
2016-01-06,141
2016-01-07,141
2016-01-08,138
2016-01-09,136
2016-01-10,137
2016-01-11,143
2016-01-12,149
2016-01-13,143
2016-01-14,138
2016-01-15,141
2016-01-16,140
2016-01-17,139
2016-01-18,141
2016-01-19,144
2016-01-20,138
2016-01-21,132
2016-01-22,130
2016-01-23,125
2016-01-24,120
2016-01-25,116
2016-01-26,115
2016-01-27,118
2016-01-28,118
2016-01-29,122
2016-01-30,122
2016-01-31,121
2016-02-01,121
2016-02-02,120
2016-02-03,120
2016-02-04,120
2016-02-05,120
2016-02-06,119
2016-02-07,116
2016-02-08,121
2016-02-09,121
2016-02-10,118
2016-02-11,113
2016-02-12,113
2016-02-13,111
2016-02-14,109
2016-02-15,105
2016-02-16,104
2016-02-17,101
2016-02-18,103
2016-02-19,104
2016-02-20,109
2016-02-21,112
2016-02-22,112
2016-02-23,112
2016-02-24,114
2016-02-25,112
2016-02-26,112
2016-02-27,110
2016-02-28,107
2016-02-29,105
2016-03-01,110
2016-03-02,110
2016-03-03,114
2016-03-04,114
2016-03-05,118
2016-03-06,115
2016-03-07,109
2016-03-08,105
2016-03-09,107
2016-03-10,111
2016-03-11,114
2016-03-12,112
2016-03-13,107
2016-03-14,103
2016-03-15,100
2016-03-16,104
2016-03-17,106
2016-03-18,102
2016-03-19,103
2016-03-20,106
2016-03-21,108
2016-03-22,106
2016-03-23,104
2016-03-24,108
2016-03-25,108
2016-03-26,108
2016-03-27,108
2016-03-28,110
2016-03-29,110
2016-03-30,110
2016-03-31,107
2016-04-01,108
2016-04-02,105
2016-04-03,102
2016-04-04,102
2016-04-05,99
2016-04-06,97
2016-04-07,100
2016-04-08,99
2016-04-09,100
2016-04-10,97
2016-04-11,97
2016-04-12,97
2016-04-13,98
2016-04-14,98
2016-04-15,100
2016-04-16,104
2016-04-17,105
2016-04-18,104
2016-04-19,101
2016-04-20,102
2016-04-21,104
2016-04-22,104
2016-04-23,109
2016-04-24,108
2016-04-25,106
2016-04-26,105
2016-04-27,100
2016-04-28,100
2016-04-29,99
2016-04-30,101
2016-05-01,102
2016-05-02,99
2016-05-03,100
2016-05-04,101
2016-05-05,104
2016-05-06,104
2016-05-07,107
2016-05-08,111
2016-05-09,111
2016-05-10,109
2016-05-11,107
2016-05-12,103
2016-05-13,100
2016-05-14,104
2016-05-15,108
2016-05-16,110
2016-05-17,107
2016-05-18,105
2016-05-19,100
2016-05-22,107
2016-05-23,109
2016-05-24,110
2016-05-25,109
2016-05-26,108
2016-05-27,111
2016-05-28,113
2016-05-29,114
2016-05-30,112
2016-05-31,112
2016-06-01,110
2016-06-02,110
2016-06-03,110
2016-06-04,114
2016-06-05,112
2016-06-06,110
2016-06-07,109
2016-06-08,109
2016-06-09,109
2016-06-10,113
2016-06-11,115
2016-06-12,114
2016-06-13,112
2016-06-14,110
2016-06-15,110
2016-06-16,105
2016-06-17,107
2016-06-18,109
2016-06-19,109
2016-06-20,112
2016-06-21,114
2016-06-22,115
2016-06-23,116
2016-06-24,115
2016-06-25,115
2016-06-26,113
2016-06-27,112
2016-06-28,115
2016-06-29,112
2016-06-30,111
2016-07-01,108
2016-07-02,106
2016-07-03,108
2016-07-04,109
2016-07-05,106
2016-07-06,107
2016-07-07,107
2016-07-08,104
2016-07-09,103
2016-07-10,103
2016-07-11,102
2016-07-12,103
2016-07-13,104
2016-07-14,106
2016-07-15,107
2016-07-16,108
2016-07-17,109
2016-07-18,107
2016-07-24,107
2016-07-25,108
2016-07-26,109
2016-07-27,108
2016-07-28,110
2016-07-29,111
2016-07-30,110
2016-07-31,111
2016-08-01,109
2016-08-02,107
2016-08-03,108
2016-08-04,108
2016-08-05,107
2016-08-06,107
2016-08-07,108
2016-08-08,105
2016-08-09,104
2016-08-10,107
2016-08-11,113
2016-08-12,113
2016-08-13,112
2016-08-14,111
2016-08-15,113
2016-08-16,113
2016-08-17,108
2016-08-18,103
2016-08-19,102
2016-08-20,104
2016-08-21,107
2016-08-22,105
2016-08-23,100
2016-08-24,97
2016-08-25,92
2016-08-26,92
2016-08-28,89
2016-08-31,98
2016-09-01,98
2016-09-02,98
2016-09-03,98
2016-09-04,96
2016-09-05,94
2016-09-06,92
2016-09-07,96
2016-09-08,98
2016-09-09,100
2016-09-10,104
2016-09-11,104
2016-09-12,107
2016-09-13,106
2016-09-14,103
2016-09-15,103
2016-09-16,103
2016-09-17,98
2016-09-18,99
2016-09-19,98
2016-09-20,97
2016-09-21,96
2016-09-22,95
2016-09-23,93
2016-09-24,93
2016-09-25,93
2016-09-26,92
2016-09-27,93
2016-09-28,92
2016-09-29,91
2016-09-30,87
2016-10-01,87
2016-10-02,84
2016-10-03,85
2016-10-04,85
2016-10-05,85
2016-10-06,83
2016-10-07,85
2016-10-08,85
2016-10-09,82
2016-10-11,76
2016-10-12,72
2016-10-13,72
2016-10-14,75
2016-10-15,79
2016-10-16,82
2016-10-17,80
2016-10-18,78
2016-10-19,78
2016-10-20,80
2016-10-21,84
2016-10-22,89
2016-10-23,93
2016-10-24,94
2016-10-25,99
2016-10-26,102
2016-10-27,103
2016-10-28,103
2016-10-29,100
2016-10-30,104
2016-10-31,105
2016-11-01,105
2016-11-02,106
2016-11-03,106
2016-11-04,109
2016-11-05,115
2016-11-06,120
2016-11-07,125
2016-11-08,132
2016-11-09,139
2016-11-10,146
2016-11-11,154
2016-11-12,162
2016-11-13,171
2016-11-14,180
2016-12-08,181
2016-12-09,186
2016-12-10,183
2016-12-11,177
2016-12-12,174
2016-12-13,171
2016-12-14,177
2016-12-15,177
2016-12-16,177
2016-12-17,178
2016-12-18,175
2016-12-19,176
2016-12-20,177
2016-12-21,179
2016-12-22,175
2016-12-23,178
2016-12-24,181
2016-12-25,180
2016-12-26,184
2016-12-27,190
2016-12-28,195
2016-12-29,186
2016-12-30,181
2016-12-31,178
2017-01-01,172
2017-01-02,165
2017-01-03,168
2017-01-04,171
2017-01-05,164
2017-01-06,156
2017-01-07,155
2017-01-08,158
2017-01-09,158
2017-01-10,160
2017-01-11,158
2017-01-12,154
2017-01-13,147
2017-01-14,141
2017-01-15,138
2017-01-16,134
2017-01-17,138
2017-01-18,140
2017-01-19,145
2017-01-20,148
2017-01-21,151
2017-01-22,155
2017-01-27,154
2017-01-28,147
2017-01-29,142
2017-01-30,138
2017-01-31,136
2017-02-01,138
2017-02-02,131
2017-02-03,124
2017-02-04,117
2017-02-05,111
2017-02-06,105
2017-02-07,99
2017-02-08,94
2017-02-09,89
2017-02-10,84
2017-02-11,79
2017-02-12,75
2017-02-13,71
2017-02-14,70
2017-02-15,72
2017-02-16,75
2017-02-18,71
2017-02-19,69
2017-02-20,73
2017-02-21,75
2017-02-22,76
2017-02-23,76
2017-02-24,75
2017-02-25,74
2017-02-26,76
2017-02-27,76
2017-02-28,76
2017-03-01,77
2017-03-02,76
2017-03-03,76
2017-03-04,76
2017-03-05,76
2017-03-06,76
2017-03-07,75
2017-03-08,75
2017-03-09,75
2017-03-10,76
2017-03-11,76
2017-03-12,75
2017-03-13,73
2017-03-14,75
2017-03-15,75
2017-03-16,75
2017-03-17,76
2017-03-18,75
2017-03-19,76
2017-03-20,76
2017-03-21,76
2017-03-22,77
2017-03-23,77
2017-03-24,77
2017-03-25,77
2017-03-26,77
2017-03-27,77
2017-03-28,77
2017-03-29,77
2017-03-30,77
2017-03-31,77
2017-04-01,77
2017-04-02,77
2017-04-03,77
2017-04-04,77
2017-04-12,77
2017-04-13,77
2017-04-14,77
2017-04-15,77
2017-04-16,77
2017-04-17,76
2017-04-18,77
2017-04-19,77
2017-04-20,78
2017-04-21,78
2017-04-22,78
2017-04-23,78
2017-04-24,77
2017-04-25,78
2017-04-26,78
2017-04-27,78
2017-04-28,78
2017-04-29,78
2017-04-30,78
2017-05-01,78
2017-05-02,78
2017-05-03,78
2017-05-04,78
2017-05-05,78
2017-05-06,78
2017-05-07,78
2017-05-08,78
2017-05-09,76
2017-05-10,78
2017-05-11,77
2017-05-12,78
2017-05-13,76
2017-05-14,76
2017-05-15,77
2017-05-16,76
2017-05-17,75
2017-05-18,77
2017-05-19,74
2017-05-20,72
2017-05-21,72
2017-05-22,74
2017-05-23,76
2017-05-24,76
2017-05-25,72
2017-05-26,70
2017-05-27,71
2017-05-28,72
2017-05-29,71
2017-05-30,71
2017-05-31,73
2017-06-01,75
2017-06-02,78
2017-06-03,78
2017-06-06,78
2017-06-07,79
2017-06-08,78
2017-06-09,77
2017-06-10,77
2017-06-11,76
2017-06-12,75
2017-06-13,74
2017-06-14,74
2017-06-15,74
2017-06-16,75
2017-06-17,76
2017-06-18,75
2017-06-19,76
2017-06-20,76
2017-06-21,77
2017-06-22,77
2017-06-23,77
2017-06-24,77
2017-06-25,77
2017-06-26,77
2017-06-27,78
2017-06-28,78
2017-06-29,79
2017-06-30,79
2017-07-01,79
2017-07-02,79
2017-07-03,78
2017-07-04,78
2017-07-05,79
2017-07-06,78
2017-07-07,78
2017-07-08,78
2017-07-13,79
2017-07-14,79
2017-07-15,79
2017-07-16,79
2017-07-17,79
2017-07-18,79
2017-07-19,79
2017-07-20,78
2017-07-21,79
2017-07-22,80
2017-07-23,80
2017-07-24,80
2017-07-25,79
2017-07-26,80
2017-07-27,81
2017-07-28,80
2017-07-29,80
2017-07-30,80
2017-07-31,81
2017-08-01,79
2017-08-02,79
2017-08-03,79
2017-08-04,80
2017-08-05,79
2017-08-06,80
2017-08-09,80
2017-08-10,79
2017-08-11,79
2017-08-12,78
2017-08-13,79
2017-08-14,79
2017-08-15,78
2017-08-17,79
2017-08-18,78
2017-08-19,78
2017-08-20,78
2017-08-21,78
2017-08-22,79
2017-08-23,79
2017-08-24,79
2017-08-25,78
2017-08-26,78
2017-08-27,79
2017-08-28,78
2017-08-29,78
2017-08-30,79
2017-08-31,79
2017-09-01,78
2017-09-02,79
2017-09-03,79
2017-09-04,79
2017-09-05,78
2017-09-06,79
2017-09-07,78
2017-09-08,78
2017-09-09,79
2017-09-10,79
2017-09-11,79
2017-09-12,78
2017-09-13,78
2017-09-14,78
2017-09-15,78
2017-09-16,79
2017-09-17,79
2017-09-19,79
2017-09-20,80
2017-09-21,80
2017-09-22,79
2017-09-23,79
2017-09-24,77
2017-09-25,79
2017-09-26,79
2017-09-27,79
2017-09-28,79
2017-09-29,76
2017-09-30,72
2017-10-01,69
2017-10-02,69
2017-10-03,69
2017-10-04,69
2017-10-05,68
2017-10-06,69
2017-10-07,71
2017-10-08,71
2017-10-09,71
2017-10-10,72
2017-10-11,72
2017-10-12,72
2017-10-13,73
2017-10-14,73
2017-10-15,73
2017-10-16,74
2017-10-17,73
2017-10-18,73
2017-10-19,73
2017-10-20,71
2017-10-21,72
2017-10-22,73
2017-10-23,73
2017-10-24,74
2017-10-25,75
2017-10-26,76
2017-10-27,77
2017-10-28,77
2017-10-29,76
2017-10-30,77
2017-10-31,77
2017-11-01,77
2017-11-02,77
2017-11-03,77
2017-11-04,77
2017-11-05,77
2017-11-06,78
2017-11-07,76
2017-11-08,76
2017-11-09,76
2017-11-10,75
2017-11-11,72
2017-11-12,72
2017-11-13,72
2017-11-14,73
2017-11-15,73
2017-11-16,74
2017-11-17,74
2017-11-18,74
2017-11-19,74
2017-11-20,73
2017-11-21,71
2017-11-22,69
2017-11-23,68
2017-11-24,71
2017-11-25,71
2017-11-26,73
2017-11-27,72
2017-11-28,72
2017-11-29,72
2017-11-30,72
2017-12-01,72
2017-12-02,72
2017-12-03,71
2017-12-04,72
2017-12-05,72
2017-12-06,71
2017-12-07,72
2017-12-08,72
2017-12-09,73
2017-12-10,73
2017-12-11,73
2017-12-12,73
2017-12-13,74
2017-12-14,72
2017-12-15,73
2017-12-16,74
2017-12-17,74
2017-12-18,76
2017-12-19,76
2017-12-20,77
2017-12-21,77
2017-12-22,75
2017-12-23,76
2017-12-24,76
2017-12-25,77
2017-12-26,77
2017-12-27,77
2017-12-28,78
2017-12-29,77
2017-12-30,77
2017-12-31,77
2018-01-01,78
2018-01-02,78
2018-01-03,78
2018-01-04,77
2018-01-05,76
2018-01-06,77
2018-01-07,77
2018-01-08,76
2018-01-09,75
2018-01-10,73
2018-01-11,73
2018-01-12,72
2018-01-13,73
2018-01-14,73
2018-01-15,73
2018-01-16,73
2018-01-17,73
2018-01-18,73
2018-01-19,72
2018-01-20,71
2018-01-21,72
2018-01-22,73
2018-01-23,73
2018-01-24,74
2018-01-25,73
2018-01-26,73
2018-01-27,73
2018-01-28,73
2018-01-29,73
2018-01-30,73
2018-01-31,73
2018-02-01,74
2018-02-02,74
2018-02-03,73
2018-02-04,73
2018-02-05,72
2018-02-06,73
2018-02-07,74
2018-02-08,73
2018-02-09,73
2018-02-10,73
2018-02-11,73
2018-02-12,74
2018-02-13,74
2018-02-14,73
2018-02-15,70
2018-02-16,70
2018-02-17,68
2018-02-18,66
2018-02-19,68
2018-02-20,70
2018-02-21,71
2018-02-22,73
2018-02-23,74
2018-02-24,75
2018-02-25,76
2018-02-26,77
2018-02-27,78
2018-02-28,75
2018-03-01,75
2018-03-02,76
2018-03-03,76
2018-03-04,76
2018-03-05,77
2018-03-06,77
2018-03-07,76
2018-03-08,76
2018-03-09,74
2018-03-10,74
2018-03-11,76
2018-03-12,77
2018-03-13,77
2018-03-14,77
2018-03-15,77
2018-03-16,78
2018-03-17,76
2018-03-18,75
2018-03-19,77
2018-03-20,77
2018-03-21,77
2018-03-23,78
2018-03-24,77
2018-03-26,76
2018-03-27,76
2018-03-28,75
2018-03-29,76
2018-03-30,76
2018-03-31,75
2018-04-01,75
2018-04-02,75
2018-04-03,76
2018-04-04,76
2018-04-05,74
2018-04-06,74
2018-04-08,74
2018-04-09,75
2018-04-10,76
2018-04-11,77
2018-04-12,76
2018-04-13,76
2018-04-14,77
2018-04-16,75
2018-04-17,76
2018-04-18,76
2018-04-19,77
2018-04-20,77
2018-04-21,76
2018-04-22,77
2018-04-23,76
2018-04-24,77
2018-04-25,77
2018-04-26,78
2018-04-27,78
2018-04-28,77
2018-04-29,77
2018-04-30,77
2018-05-01,77
2018-05-02,78
2018-05-03,78
2018-05-04,78
2018-05-05,78
2018-05-06,79
2018-05-07,78
2018-05-08,77
2018-05-09,75
2018-05-10,75
2018-05-11,76
2018-05-12,77
2018-05-13,74
2018-05-14,75
2018-05-15,76
2018-05-16,76
2018-05-17,77
2018-05-18,77
2018-05-19,75
2018-05-20,75
2018-05-21,76
2018-05-22,77
2018-05-23,77
2018-05-24,77
2018-05-25,77
2018-05-26,77
2018-05-27,77
2018-05-28,78
2018-05-29,78
2018-05-30,76
2018-05-31,77
2018-06-01,77
2018-06-02,77
2018-06-03,77
2018-06-04,77
2018-06-05,77
2018-06-06,74
2018-06-07,74
2018-06-08,73
2018-06-09,73
2018-06-10,74
2018-06-11,74
2018-06-12,74
2018-06-13,71
2018-06-14,70
2018-06-15,70
2018-06-16,70
2018-06-17,71
2018-06-18,73
2018-06-19,73
2018-06-20,73
2018-06-21,73
2018-06-22,74
2018-06-23,74
2018-06-24,75
2018-06-25,76
2018-06-26,75
2018-06-27,75
2018-06-28,75
2018-06-29,75
2018-06-30,74
2018-07-01,75
2018-07-02,74
2018-07-03,75
2018-07-04,76
2018-07-05,77
2018-07-06,77
2018-07-07,77
2018-07-08,78
2018-07-09,80
2018-07-10,80
2018-07-11,80
2018-07-12,81
2018-07-13,83
2018-07-14,84
2018-07-15,84
2018-07-16,85
2018-07-17,85
2018-07-18,83
2018-07-19,83
2018-07-20,83
2018-07-21,84
2018-07-22,83
2018-07-23,81
2018-07-24,80
2018-07-25,79
2018-07-26,78
2018-07-27,78
2018-07-28,78
2018-07-29,77
2018-07-30,78
2018-07-31,78
2018-08-01,79
2018-08-02,79
2018-08-03,81
2018-08-04,82
2018-08-05,83
2018-08-06,83
2018-08-07,83
2018-08-08,83
2018-08-09,82
2018-08-10,81
2018-08-11,80
2018-08-12,81
2018-08-14,81
2018-08-16,81
2018-08-17,79
2018-08-18,78
2018-08-19,78
2018-08-20,78
2018-08-21,79
2018-08-22,79
2018-08-23,80
2018-08-24,80
2018-08-25,81
2018-08-26,81
2018-08-27,82
2018-08-28,83
2018-08-29,83
2018-08-30,82
2018-08-31,82
2018-09-01,82
2018-09-02,81
2018-09-03,81
2018-09-04,81
2018-09-05,81
2018-09-06,80
2018-09-07,79
2018-09-08,79
2018-09-09,79
2018-09-10,79
2018-09-11,80
2018-09-12,80
2018-09-13,81
2018-09-14,81
2018-09-15,80
2018-09-16,80
2018-09-17,81
2018-09-18,82
2018-09-19,80
2018-09-20,80
2018-09-21,80
2018-09-22,80
2018-09-23,80
2018-09-24,81
2018-09-25,81
2018-09-26,81
2018-09-27,81
2018-09-28,81
2018-09-29,81
2018-09-30,81
2018-10-02,82
2018-10-03,82
2018-10-04,81
2018-10-05,80
2018-10-06,80
2018-10-07,81
2018-10-08,81
2018-10-09,81
2018-10-10,80
2018-10-11,80
2018-10-12,80
2018-10-13,81
2018-10-14,80
2018-10-15,79
2018-10-16,80
2018-10-17,80
2018-10-18,80
2018-10-19,80
2018-10-20,81
2018-10-21,82
2018-10-22,81
2018-10-23,80
2018-10-24,81
2018-10-25,81
2018-10-26,81
2018-10-27,81
2018-10-28,80
2018-10-29,80
2018-10-30,79
2018-10-31,80
2018-11-01,80
2018-11-03,81
2018-11-04,83
2018-11-05,82
2018-11-06,84
2018-11-07,85
2018-11-08,86
2018-11-09,85
2018-11-10,82
2018-11-11,80
2018-11-12,82
2018-11-13,84
2018-11-14,85
2018-11-15,86
2018-11-16,84
2018-11-17,82
2018-11-18,83
2018-11-19,82
2018-11-20,81
2018-11-21,81
2018-11-22,81
2018-11-23,80
2018-11-24,80
2018-11-25,80
2018-11-26,81
2018-11-27,81
2018-11-28,81
2018-11-29,81
2018-12-01,80
2018-12-02,80
2018-12-03,81
2018-12-04,82
2018-12-05,81
2018-12-07,81
2018-12-09,80
2018-12-10,80
2018-12-11,80
2018-12-12,80
2018-12-13,80
2018-12-14,80
2018-12-15,80
2018-12-16,79
2018-12-17,79
2018-12-18,80
2018-12-19,81
2018-12-20,81
2018-12-21,81
2018-12-22,80
2018-12-23,79
2018-12-24,79
2018-12-25,79
2018-12-26,78
2018-12-27,78
2018-12-28,79
2018-12-29,79
2018-12-30,77
2018-12-31,77
2019-01-01,75
2019-01-02,76
2019-01-03,76
2019-01-04,76
2019-01-05,75
2019-01-06,76
2019-01-08,78
2019-01-10,78
2019-01-11,77
2019-01-12,76
2019-01-13,76
2019-01-14,78
2019-01-15,78
2019-01-16,79
2019-01-17,79
2019-01-18,79
2019-01-19,79
2019-01-20,78
2019-01-21,79
2019-01-22,79
2019-01-23,79
2019-01-25,79
2019-01-26,79
2019-01-27,79
2019-01-28,80
2019-01-29,80
2019-01-30,81
2019-01-31,81
2019-02-01,81
2019-02-02,77
2019-02-03,76
2019-02-04,78
2019-02-05,78
2019-02-06,77
2019-02-07,78
2019-02-08,77
2019-02-09,77
2019-02-10,77
2019-02-11,79
2019-02-12,79
2019-02-13,79
2019-02-14,79
2019-02-15,79
2019-02-16,78
2019-02-17,76
2019-02-18,75
2019-02-19,73
2019-02-20,76
2019-02-21,76
2019-02-22,76
2019-02-23,74
2019-02-24,71
2019-02-25,70
2019-02-26,73
2019-02-27,74
2019-02-28,72
2019-03-01,74
2019-03-02,74
2019-03-03,74
2019-03-04,75
2019-03-05,75
2019-03-06,75
2019-03-07,75
2019-03-08,76
2019-03-09,76
2019-03-10,73
2019-03-11,74
2019-03-12,76
2019-03-13,76
2019-03-14,75
2019-03-15,75
2019-03-16,75
2019-03-17,76
2019-03-18,77
2019-03-19,77
2019-03-20,75
2019-03-21,75
2019-03-22,76
2019-03-23,74
2019-03-24,74
2019-03-25,75
2019-03-26,75
2019-03-27,73
2019-03-28,72
2019-03-29,71
2019-03-30,70
2019-03-31,71
2019-04-01,73
2019-04-02,75
2019-04-03,74
2019-04-04,74
2019-04-05,74
2019-04-06,74
2019-04-07,74
2019-04-08,74
2019-04-09,74
2019-04-10,74
2019-04-11,74
2019-04-12,75
2019-04-13,74
2019-04-14,74
2019-04-15,75
2019-04-16,75
2019-04-17,75
2019-04-18,75
2019-04-19,75
2019-04-20,75
2019-04-21,76
2019-04-22,76
2019-04-23,76
2019-04-24,76
2019-04-25,76
2019-04-26,76
2019-04-27,76
2019-04-28,75
2019-04-29,75
2019-04-30,75
2019-05-01,73
2019-05-02,75
2019-05-03,75
2019-05-04,75
2019-05-05,75
2019-05-06,76
2019-05-07,76
2019-05-08,76
2019-05-09,76
2019-05-10,76
2019-05-11,76
2019-05-12,76
2019-05-13,76
2019-05-14,76
2019-05-15,76
2019-05-16,76
2019-05-17,76
2019-05-18,76
2019-05-19,75
2019-05-20,76
2019-05-21,76
2019-05-22,76
2019-05-23,76
2019-05-24,76
2019-05-25,76
2019-05-26,76
2019-05-27,76
2019-05-28,76
2019-05-29,76
2019-05-30,77
2019-05-31,77
2019-06-01,77
2019-06-02,77
2019-06-03,77
2019-06-04,77
2019-06-05,77
2019-06-06,77
2019-06-07,77
2019-06-08,77
2019-06-09,77
2019-06-10,77
2019-06-11,77
2019-06-12,77
2019-06-13,76
2019-06-14,76
2019-06-15,76
2019-06-16,77
2019-06-17,77
2019-06-18,76
2019-06-19,75
2019-06-20,75
2019-06-21,73
2019-06-22,72
2019-06-23,72
2019-06-24,73
2019-06-25,73
2019-06-26,73
2019-06-27,72
2019-06-28,71
2019-06-29,72
2019-06-30,72
2019-07-01,72
2019-07-02,73
2019-07-03,72
2019-07-04,72
2019-07-05,73
2019-07-06,73
2019-07-07,72
2019-07-08,72
2019-07-09,73
2019-07-10,73
2019-07-11,73
2019-07-12,73
2019-07-13,73
2019-07-14,73
2019-07-15,72
2019-07-16,72
2019-07-17,72
2019-07-18,72
2019-07-19,72
2019-07-20,72
2019-07-21,73
2019-07-22,73
2019-07-23,73
2019-07-24,72
2019-07-25,72
2019-07-26,70
2019-07-27,67
2019-07-28,63
2019-07-29,61
2019-07-30,61
2019-07-31,63
2019-08-01,64
2019-08-02,64
2019-08-03,64
2019-08-04,65
2019-08-05,65
2019-08-06,65
2019-08-07,63
2019-08-08,61
2019-08-09,61
2019-08-10,61
2019-08-11,60
2019-08-12,60
2019-08-13,60
2019-08-14,60
2019-08-15,60
2019-08-16,60
2019-08-17,58
2019-08-18,56
2019-08-19,57
2019-08-20,57
2019-08-21,57
2019-08-22,58
2019-08-23,58
2019-08-24,59
2019-08-24,59
2019-08-25,59
2019-08-25,59
2019-08-26,59
2019-08-26,59
2019-08-27,61
2019-08-27,61
2019-08-28,63
2019-08-29,64
2019-08-30,65
2019-08-31,64
2019-09-01,62
2019-09-02,62
2019-09-03,62
2019-09-04,62
2019-09-05,62
