date_obj,Iron%20spear price
2017-07-06,25
2017-07-07,25
2017-07-08,25
2017-07-13,29
2017-07-14,29
2017-07-15,31
2017-07-16,31
2017-07-17,31
2017-07-18,33
2017-07-19,33
2017-07-20,33
2017-07-21,35
2017-07-22,35
2017-07-23,35
2017-07-24,37
2017-07-25,37
2017-07-26,37
2017-07-27,39
2017-07-28,39
2017-07-29,39
2017-07-30,41
2017-07-31,41
2017-08-01,41
2017-08-02,44
2017-08-03,44
2017-08-04,44
2017-08-05,47
2017-08-06,47
2017-08-09,50
2017-08-10,52
2017-08-11,52
2017-08-12,52
2017-08-13,55
2017-08-14,55
2017-08-15,55
2017-08-16,58
2017-08-17,58
2017-08-18,58
2017-08-19,61
2017-08-20,61
2017-08-21,61
2017-08-22,65
2017-08-23,65
2017-08-24,65
2017-08-25,65
2017-08-26,65
2017-08-27,65
2017-08-28,65
2017-08-29,69
2017-08-30,69
2017-08-31,69
2017-09-01,73
2017-09-02,73
2017-09-03,73
2017-09-04,75
2017-09-05,75
2017-09-06,75
2017-09-07,76
2017-09-08,76
2017-09-09,76
2017-09-10,80
2017-09-11,80
2017-09-12,80
2017-09-13,80
2017-09-14,82
2017-09-15,82
2017-09-16,82
2017-09-17,83
2017-09-19,83
2017-09-20,86
2017-09-21,86
2017-09-22,86
2017-09-23,88
2017-09-24,88
2017-09-25,88
2017-09-26,88
2017-09-27,88
2017-09-28,88
2017-09-29,87
2017-09-30,87
2017-10-01,87
2017-10-02,87
2017-10-03,89
2017-10-04,89
2017-10-05,89
2017-10-06,89
2017-10-07,89
2017-10-08,89
2017-10-09,94
2017-10-10,94
2017-10-11,94
2017-10-12,94
2017-10-13,94
2017-10-14,97
2017-10-15,97
2017-10-16,97
2017-10-17,97
2017-10-18,97
2017-10-19,93
2017-10-20,93
2017-10-21,93
2017-10-22,94
2017-10-23,94
2017-10-24,94
2017-10-25,94
2017-10-26,94
2017-10-27,94
2017-10-28,94
2017-10-29,92
2017-10-30,92
2017-10-31,92
2017-11-01,92
2017-11-02,91
2017-11-03,91
2017-11-04,91
2017-11-05,86
2017-11-06,86
2017-11-07,86
2017-11-08,86
2017-11-09,83
2017-11-10,83
2017-11-11,83
2017-11-12,83
2017-11-13,78
2017-11-14,78
2017-11-15,78
2017-11-16,78
2017-11-17,77
2017-11-18,77
2017-11-19,77
2017-11-20,77
2017-11-21,78
2017-11-22,78
2017-11-23,78
2017-11-24,78
2017-11-25,80
2017-11-26,80
2017-11-27,80
2017-11-28,80
2017-11-29,81
2017-11-30,81
2017-12-01,81
2017-12-02,81
2017-12-03,80
2017-12-04,80
2017-12-05,80
2017-12-06,80
2017-12-07,80
2017-12-08,80
2017-12-09,80
2017-12-10,80
2017-12-11,77
2017-12-12,77
2017-12-14,77
2017-12-15,78
2017-12-16,78
2017-12-17,78
2017-12-18,78
2017-12-19,78
2017-12-20,78
2017-12-21,76
2017-12-22,76
2017-12-23,76
2017-12-24,76
2017-12-25,74
2017-12-26,74
2017-12-27,74
2017-12-28,74
2017-12-29,72
2017-12-30,72
2017-12-31,72
2018-01-01,72
2018-01-02,72
2018-01-03,72
2018-01-04,75
2018-01-05,75
2018-01-06,74
2018-01-07,74
2018-01-08,74
2018-01-09,71
2018-01-10,71
2018-01-11,71
2018-01-12,69
2018-01-13,69
2018-01-14,69
2018-01-15,67
2018-01-16,67
2018-01-17,65
2018-01-18,65
2018-01-19,65
2018-01-20,65
2018-01-21,65
2018-01-22,65
2018-01-23,64
2018-01-25,63
2018-01-26,63
2018-01-27,63
2018-01-28,66
2018-01-29,66
2018-01-30,67
2018-01-31,67
2018-02-01,65
2018-02-02,65
2018-02-03,62
2018-02-04,62
2018-02-05,60
2018-02-06,60
2018-02-07,61
2018-02-08,61
2018-02-09,59
2018-02-10,59
2018-02-11,57
2018-02-12,57
2018-02-13,56
2018-02-14,56
2018-02-15,54
2018-02-16,54
2018-02-17,53
2018-02-18,53
2018-02-19,51
2018-02-20,51
2018-02-21,52
2018-02-22,52
2018-02-23,52
2018-02-24,52
2018-02-25,52
2018-02-26,52
2018-02-27,51
2018-02-28,51
2018-03-01,48
2018-03-02,47
2018-03-03,47
2018-03-04,49
2018-03-05,52
2018-03-06,52
2018-03-07,55
2018-03-08,55
2018-03-09,58
2018-03-10,58
2018-03-11,61
2018-03-12,61
2018-03-13,65
2018-03-14,65
2018-03-15,69
2018-03-16,69
2018-03-17,73
2018-03-18,73
2018-03-19,77
2018-03-20,81
2018-03-21,81
2018-03-23,86
2018-03-24,91
2018-03-25,91
2018-03-26,96
2018-03-27,92
2018-03-28,92
2018-03-29,92
2018-03-30,92
2018-03-31,88
2018-04-01,88
2018-04-02,85
2018-04-03,85
2018-04-04,82
2018-04-05,82
2018-04-06,78
2018-04-07,78
2018-04-08,76
2018-04-09,76
2018-04-10,74
2018-04-11,74
2018-04-12,73
2018-04-13,73
2018-04-14,73
2018-04-15,75
2018-04-16,75
2018-04-17,74
2018-04-18,74
2018-04-19,77
2018-04-20,77
2018-04-21,75
2018-04-22,75
2018-04-23,78
2018-04-24,78
2018-04-25,81
2018-04-26,81
2018-04-27,81
2018-04-28,86
2018-04-29,86
2018-04-30,91
2018-05-01,91
2018-05-04,96
2018-05-05,96
2018-05-06,96
2018-05-07,98
2018-05-08,98
2018-05-09,94
2018-05-10,94
2018-05-11,94
2018-05-12,90
2018-05-13,90
2018-05-14,90
2018-05-15,85
2018-05-16,85
2018-05-17,85
2018-05-18,80
2018-05-19,80
2018-05-20,80
2018-05-21,77
2018-05-22,77
2018-05-23,74
2018-05-24,74
2018-05-25,74
2018-05-26,71
2018-05-27,71
2018-05-28,68
2018-05-29,67
2018-05-30,67
2018-05-31,67
2018-06-01,69
2018-06-02,69
2018-06-03,73
2018-06-04,73
2018-06-05,73
2018-06-06,77
2018-06-07,77
2018-06-08,77
2018-06-09,80
2018-06-10,80
2018-06-11,80
2018-06-12,84
2018-06-13,84
2018-06-14,84
2018-06-15,84
2018-06-16,84
2018-06-17,81
2018-06-18,81
2018-06-19,76
2018-06-20,76
2018-06-21,76
2018-06-22,74
2018-06-23,74
2018-06-24,74
2018-06-25,71
2018-06-26,71
2018-06-27,71
2018-06-28,67
2018-06-29,67
2018-06-30,67
2018-07-01,63
2018-07-02,63
2018-07-03,63
2018-07-04,60
2018-07-05,60
2018-07-06,60
2018-07-07,58
2018-07-08,58
2018-07-09,56
2018-07-10,56
2018-07-11,56
2018-07-12,56
2018-07-13,56
2018-07-14,54
2018-07-15,54
2018-07-16,54
2018-07-17,51
2018-07-18,51
2018-07-19,51
2018-07-20,49
2018-07-21,49
2018-07-22,46
2018-07-23,46
2018-07-24,43
2018-07-25,43
2018-07-26,43
2018-07-27,41
2018-07-28,41
2018-07-29,41
2018-07-30,39
2018-07-31,38
2018-08-01,38
2018-08-02,36
2018-08-03,36
2018-08-04,35
2018-08-05,35
2018-08-06,35
2018-08-07,35
2018-08-08,33
2018-08-09,33
2018-08-10,33
2018-08-11,31
2018-08-12,31
2018-08-14,29
2018-08-16,27
2018-08-17,27
2018-08-18,27
2018-08-19,26
2018-08-20,26
2018-08-21,24
2018-08-22,24
2018-08-23,24
2018-08-24,23
2018-08-25,23
2018-08-26,23
2018-08-27,23
2018-08-28,24
2018-08-29,24
2018-08-30,24
2018-08-31,22
2018-09-01,22
2018-09-02,21
2018-09-03,21
2018-09-05,21
2018-09-06,21
2018-09-07,20
2018-09-08,20
2018-09-09,20
2018-09-10,20
2018-09-11,20
2018-09-12,20
2018-09-13,20
2018-09-14,20
2018-09-15,21
2018-09-16,21
2018-09-17,21
2018-09-18,23
2018-09-19,23
2018-09-20,23
2018-09-21,25
2018-09-22,25
2018-09-23,27
2018-09-24,27
2018-09-25,27
2018-09-26,29
2018-09-27,29
2018-09-28,29
2018-09-29,31
2018-09-30,31
2018-10-02,33
2018-10-03,35
2018-10-04,35
2018-10-05,35
2018-10-06,36
2018-10-07,36
2018-10-08,36
2018-10-09,36
2018-10-10,36
2018-10-11,36
2018-10-12,37
2018-10-13,37
2018-10-14,37
2018-10-15,38
2018-10-16,38
2018-10-17,38
2018-10-18,37
2018-10-19,37
2018-10-20,37
2018-10-21,37
2018-10-22,37
2018-10-23,37
2018-10-24,37
2018-10-25,37
2018-10-26,37
2018-10-27,36
2018-10-28,36
2018-10-29,35
2018-10-30,35
2018-10-31,34
2018-11-01,34
2018-11-03,33
2018-11-04,32
2018-11-05,31
2018-11-06,31
2018-11-07,32
2018-11-08,32
2018-11-09,34
2018-11-10,34
2018-11-11,36
2018-11-12,38
2018-11-13,38
2018-11-14,40
2018-11-15,40
2018-11-16,42
2018-11-17,42
2018-11-18,45
2018-11-19,45
2018-11-20,48
2018-11-21,48
2018-11-22,45
2018-11-23,45
2018-11-24,42
2018-11-25,40
2018-11-26,40
2018-11-27,39
2018-11-28,37
2018-11-29,36
2018-12-01,34
2018-12-02,34
2018-12-03,34
2018-12-04,33
2018-12-05,33
2018-12-07,31
2018-12-09,29
2018-12-10,27
2018-12-11,27
2018-12-12,26
2018-12-13,24
2018-12-14,24
2018-12-15,23
2018-12-16,22
2018-12-17,22
2018-12-18,21
2018-12-19,20
2018-12-20,20
2018-12-21,20
2018-12-22,19
2018-12-23,18
2018-12-24,18
2018-12-25,18
2018-12-26,17
2018-12-27,16
2018-12-28,16
2018-12-29,15
2018-12-30,15
2018-12-31,14
2019-01-01,14
2019-01-02,13
2019-01-03,13
2019-01-04,12
2019-01-05,12
2019-01-06,11
2019-01-08,10
2019-01-10,10
2019-01-11,10
2019-01-12,10
2019-01-13,10
2019-01-14,10
2019-01-15,10
2019-01-16,9
2019-01-17,9
2019-01-18,10
2019-01-19,10
2019-01-20,10
2019-01-22,10
2019-01-23,10
2019-01-24,10
2019-01-25,10
2019-01-26,10
2019-01-27,10
2019-01-28,10
2019-01-29,10
2019-01-30,10
2019-01-31,10
2019-02-01,10
2019-02-02,10
2019-02-03,11
2019-02-04,11
2019-02-05,11
2019-02-06,11
2019-02-07,11
2019-02-08,11
2019-02-09,11
2019-02-10,11
2019-02-11,10
2019-02-12,10
2019-02-13,10
2019-02-14,10
2019-02-15,10
2019-02-16,10
2019-02-17,11
2019-02-18,11
2019-02-19,12
2019-02-20,12
2019-02-21,12
2019-02-22,12
2019-02-23,12
2019-02-24,12
2019-02-25,11
2019-02-26,11
2019-02-27,11
2019-02-28,11
2019-03-01,10
2019-03-02,10
2019-03-03,9
2019-03-04,8
2019-03-05,8
2019-03-06,8
2019-03-07,8
2019-03-08,8
2019-03-09,9
2019-03-10,9
2019-03-11,10
2019-03-12,10
2019-03-13,11
2019-03-14,11
2019-03-15,12
2019-03-16,12
2019-03-17,13
2019-03-18,13
2019-03-19,13
2019-03-20,13
2019-03-21,13
2019-03-22,13
2019-03-23,13
2019-03-24,13
2019-03-25,13
2019-03-26,13
2019-03-27,13
2019-03-28,13
2019-03-29,13
2019-03-30,13
2019-03-31,13
2019-04-01,13
2019-04-02,14
2019-04-03,14
2019-04-04,15
2019-04-05,15
2019-04-06,16
2019-04-07,16
2019-04-08,17
2019-04-09,17
2019-04-10,18
2019-04-11,18
2019-04-12,19
2019-04-13,19
2019-04-14,20
2019-04-15,20
2019-04-16,21
2019-04-17,21
2019-04-18,21
2019-04-19,23
2019-04-20,23
2019-04-21,25
2019-04-22,25
2019-04-23,27
2019-04-24,27
2019-04-25,29
2019-04-26,29
2019-04-27,31
2019-04-28,31
2019-04-29,33
2019-04-30,33
2019-05-01,35
2019-05-02,35
2019-05-03,37
2019-05-04,37
2019-05-05,39
2019-05-06,39
2019-05-07,41
2019-05-08,41
2019-05-09,41
2019-05-10,44
2019-05-11,44
2019-05-12,47
2019-05-13,47
2019-05-14,50
2019-05-15,50
2019-05-16,50
2019-05-17,52
2019-05-18,52
2019-05-19,51
2019-05-20,51
2019-05-21,49
2019-05-22,49
2019-05-23,47
2019-05-24,47
2019-05-25,44
2019-05-26,44
2019-05-27,41
2019-05-28,38
2019-05-29,36
2019-05-30,36
2019-05-31,35
2019-06-01,35
2019-06-02,33
2019-06-03,33
2019-06-04,32
2019-06-05,31
2019-06-06,31
2019-06-07,30
2019-06-08,29
2019-06-09,29
2019-06-10,28
2019-06-11,28
2019-06-12,26
2019-06-13,24
2019-06-14,24
2019-06-15,23
2019-06-16,23
2019-06-17,22
2019-06-18,22
2019-06-19,21
2019-06-20,21
2019-06-21,20
2019-06-22,20
2019-06-23,19
2019-06-24,19
2019-06-25,18
2019-06-26,18
2019-06-27,17
2019-06-28,17
2019-06-29,16
2019-06-30,15
2019-07-01,15
2019-07-02,15
2019-07-03,15
2019-07-04,14
2019-07-05,14
2019-07-06,13
2019-07-07,13
2019-07-08,12
2019-07-09,12
2019-07-10,11
2019-07-11,11
2019-07-12,10
2019-07-13,10
2019-07-14,9
2019-07-15,9
2019-07-16,9
2019-07-17,8
2019-07-18,8
2019-07-19,8
2019-07-20,8
2019-07-21,8
2019-07-22,8
2019-07-23,8
2019-07-24,8
2019-07-25,8
2019-07-26,8
2019-07-27,8
2019-07-28,8
2019-07-29,8
2019-07-30,8
2019-07-31,8
2019-08-01,8
2019-08-02,7
2019-08-03,7
2019-08-04,6
2019-08-05,6
2019-08-06,5
2019-08-07,5
2019-08-08,5
2019-08-09,4
2019-08-10,4
