date_obj,Ring%20mould price
2015-08-16,192
2015-08-17,192
2015-08-18,196
2015-08-19,199
2015-08-20,199
2015-08-21,201
2015-08-22,206
2015-08-23,206
2015-08-24,208
2015-08-25,208
2015-08-26,213
2015-08-27,220
2015-08-28,220
2015-08-29,210
2015-08-30,210
2015-08-31,199
2015-09-01,199
2015-09-02,200
2015-09-03,200
2015-09-04,203
2015-09-05,203
2015-09-06,205
2015-09-07,205
2015-09-08,209
2015-09-09,209
2015-09-10,214
2015-09-11,214
2015-09-12,221
2015-09-13,233
2015-09-14,233
2015-09-15,242
2015-09-16,242
2015-09-17,253
2015-09-18,253
2015-09-19,261
2015-09-20,261
2015-09-21,274
2015-09-22,274
2015-09-23,278
2015-09-24,278
2015-09-25,286
2015-09-27,297
2015-09-28,297
2015-09-29,305
2015-09-30,315
2015-10-05,334
2015-10-06,344
2015-10-07,344
2015-10-08,354
2015-10-09,364
2015-10-10,364
2015-10-11,366
2015-10-12,366
2015-10-13,349
2015-10-14,349
2015-10-15,341
2015-10-16,341
2015-10-17,339
2015-10-18,339
2015-10-19,342
2015-10-20,342
2015-10-22,344
2015-10-23,343
2015-10-24,343
2015-10-25,337
2015-10-26,337
2015-10-27,352
2015-10-29,370
2015-10-30,370
2015-10-31,357
2015-11-01,357
2015-11-02,339
2015-11-03,339
2015-11-04,323
2015-11-05,323
2015-11-06,311
2015-11-07,302
2015-11-08,302
2015-11-09,293
2015-11-10,293
2015-11-11,285
2015-11-12,285
2015-11-13,281
2015-11-14,281
2015-11-15,278
2015-11-16,278
2015-11-17,278
2015-11-18,278
2015-11-19,274
2015-11-20,274
2015-11-21,272
2015-11-22,271
2015-11-23,271
2015-11-24,276
2015-11-25,272
2015-11-26,272
2015-11-27,275
2015-11-28,275
2015-11-29,277
2015-11-30,274
2015-12-01,274
2015-12-02,260
2015-12-03,257
2015-12-04,257
2015-12-05,252
2015-12-06,252
2015-12-07,252
2015-12-08,259
2015-12-09,260
2015-12-10,260
2015-12-11,257
2015-12-12,257
2015-12-13,263
2015-12-14,263
2015-12-15,275
2015-12-16,286
2015-12-17,286
2015-12-18,301
2015-12-19,301
2015-12-20,308
2015-12-21,308
2015-12-22,299
2015-12-23,307
2015-12-24,307
2015-12-25,310
2015-12-26,310
2015-12-27,305
2015-12-28,305
2015-12-29,308
2015-12-30,321
2015-12-31,321
2016-01-01,320
2016-01-02,320
2016-01-03,325
2016-01-04,317
2016-01-05,319
2016-01-06,323
2016-01-07,323
2016-01-08,318
2016-01-09,318
2016-01-10,325
2016-01-11,325
2016-01-12,326
2016-01-13,326
2016-01-14,313
2016-01-15,313
2016-01-16,307
2016-01-17,303
2016-01-18,299
2016-01-19,299
2016-01-20,298
2016-01-21,298
2016-01-22,300
2016-01-23,300
2016-01-24,299
2016-01-25,312
2016-01-26,312
2016-01-27,312
2016-01-28,312
2016-01-29,308
2016-01-30,308
2016-01-31,295
2016-02-01,294
2016-02-02,294
2016-02-03,302
2016-02-04,302
2016-02-05,310
2016-02-06,308
2016-02-07,308
2016-02-08,312
2016-02-09,312
2016-02-10,312
2016-02-11,312
2016-02-12,325
2016-02-13,322
2016-02-14,322
2016-02-15,305
2016-02-16,305
2016-02-17,293
2016-02-18,293
2016-02-19,295
2016-02-20,297
2016-02-21,297
2016-02-22,297
2016-02-23,286
2016-02-24,286
2016-02-25,282
2016-02-26,282
2016-02-27,271
2016-02-28,271
2016-02-29,260
2016-03-01,258
2016-03-02,258
2016-03-03,259
2016-03-04,259
2016-03-05,251
2016-03-06,245
2016-03-07,245
2016-03-08,249
2016-03-09,247
2016-03-10,247
2016-03-11,247
2016-03-12,243
2016-03-13,243
2016-03-14,237
2016-03-15,235
2016-03-16,231
2016-03-17,231
2016-03-18,228
2016-03-19,228
2016-03-20,232
2016-03-21,232
2016-03-22,227
2016-03-23,220
2016-03-24,220
2016-03-25,225
2016-03-26,229
2016-03-27,229
2016-03-28,233
2016-03-29,230
2016-03-30,230
2016-03-31,230
2016-04-01,230
2016-04-02,231
2016-04-03,233
2016-04-04,230
2016-04-05,230
2016-04-06,233
2016-04-07,233
2016-04-08,234
2016-04-09,235
2016-04-10,235
2016-04-11,235
2016-04-12,237
2016-04-13,237
2016-04-14,227
2016-04-15,231
2016-04-16,231
2016-04-17,232
2016-04-18,231
2016-04-19,231
2016-04-20,230
2016-04-21,230
2016-04-22,231
2016-04-23,223
2016-04-24,211
2016-04-25,200
2016-04-26,200
2016-04-27,198
2016-04-28,198
2016-04-29,192
2016-04-30,193
2016-05-01,193
2016-05-02,196
2016-05-03,198
2016-05-04,198
2016-05-05,197
2016-05-06,197
2016-05-07,197
2016-05-08,197
2016-05-09,187
2016-05-10,183
2016-05-11,183
2016-05-12,173
2016-05-13,165
2016-05-14,156
2016-05-15,148
2016-05-16,148
2016-05-17,140
2016-05-18,133
2016-05-19,133
2016-05-22,119
2016-05-23,113
2016-05-24,107
2016-05-25,101
2016-05-26,95
2016-05-27,90
2016-05-28,90
2016-05-29,85
2016-05-30,85
2016-05-31,80
2016-06-01,78
2016-06-02,78
2016-06-03,78
2016-06-04,79
2016-06-05,79
2016-06-06,81
2016-06-07,81
2016-06-08,83
2016-06-09,86
2016-06-10,91
2016-06-11,91
2016-06-12,93
2016-06-13,93
2016-06-14,94
2016-06-15,94
2016-06-16,96
2016-06-17,100
2016-06-18,100
2016-06-19,102
2016-06-20,103
2016-06-21,106
2016-06-22,110
2016-06-23,116
2016-06-24,116
2016-06-25,119
2016-06-26,119
2016-06-27,123
2016-06-28,126
2016-06-29,133
2016-06-30,139
2016-07-01,142
2016-07-02,148
2016-07-03,153
2016-07-04,155
2016-07-05,155
2016-07-06,153
2016-07-07,157
2016-07-08,158
2016-07-09,160
2016-07-10,164
2016-07-11,172
2016-07-12,178
2016-07-13,180
2016-07-14,178
2016-07-15,178
2016-07-16,178
2016-07-17,178
2016-07-18,185
2016-07-23,181
2016-07-24,176
2016-07-25,175
2016-07-26,175
2016-07-27,175
2016-07-28,175
2016-07-29,175
2016-07-30,177
2016-07-31,177
2016-08-01,180
2016-08-02,183
2016-08-03,186
2016-08-04,186
2016-08-05,186
2016-08-06,187
2016-08-07,184
2016-08-08,184
2016-08-09,181
2016-08-10,180
2016-08-11,180
2016-08-12,184
2016-08-13,184
2016-08-14,181
2016-08-15,178
2016-08-16,175
2016-08-17,175
2016-08-18,174
2016-08-19,175
2016-08-20,178
2016-08-21,178
2016-08-22,177
2016-08-23,170
2016-08-24,175
2016-08-25,175
2016-08-26,175
2016-08-28,178
2016-08-31,186
2016-09-01,196
2016-09-02,196
2016-09-03,203
2016-09-04,205
2016-09-05,202
2016-09-06,202
2016-09-07,203
2016-09-08,203
2016-09-09,214
2016-09-10,218
2016-09-11,218
2016-09-12,214
2016-09-13,210
2016-09-14,210
2016-09-15,207
2016-09-16,207
2016-09-17,206
2016-09-18,206
2016-09-19,205
2016-09-20,205
2016-09-21,209
2016-09-22,212
2016-09-23,212
2016-09-24,211
2016-09-25,205
2016-09-26,205
2016-09-27,205
2016-09-28,205
2016-09-29,205
2016-09-30,206
2016-10-01,203
2016-10-02,203
2016-10-03,204
2016-10-04,204
2016-10-05,204
2016-10-06,204
2016-10-07,204
2016-10-08,205
2016-10-09,205
2016-10-10,201
2016-10-11,202
2016-10-12,202
2016-10-13,200
2016-10-14,199
2016-10-15,200
2016-10-16,200
2016-10-17,200
2016-10-18,200
2016-10-19,200
2016-10-20,200
2016-10-21,199
2016-10-22,199
2016-10-23,199
2016-10-24,201
2016-10-25,201
2016-10-26,206
2016-10-27,206
2016-10-28,213
2016-10-29,219
2016-10-30,219
2016-10-31,219
2016-11-01,219
2016-11-02,224
2016-11-03,224
2016-11-04,221
2016-11-05,221
2016-11-06,218
2016-11-07,218
2016-11-08,216
2016-11-09,218
2016-11-10,219
2016-11-11,219
2016-11-12,218
2016-11-13,218
2016-11-14,218
2016-12-08,165
2016-12-09,165
2016-12-10,165
2016-12-11,166
2016-12-12,166
2016-12-13,165
2016-12-14,171
2016-12-15,171
2016-12-16,176
2016-12-17,181
2016-12-18,181
2016-12-19,183
2016-12-20,190
2016-12-21,195
2016-12-22,195
2016-12-23,199
2016-12-24,199
2016-12-25,197
2016-12-26,187
2016-12-27,181
2016-12-28,177
2016-12-29,179
2016-12-30,180
2016-12-31,180
2017-01-01,182
2017-01-02,186
2017-01-03,192
2017-01-04,188
2017-01-05,188
2017-01-06,186
2017-01-07,185
2017-01-08,190
2017-01-09,189
2017-01-10,193
2017-01-11,195
2017-01-12,198
2017-01-13,198
2017-01-14,203
2017-01-15,205
2017-01-16,207
2017-01-17,203
2017-01-18,200
2017-01-19,198
2017-01-20,197
2017-01-21,195
2017-01-22,194
2017-01-27,195
2017-01-28,191
2017-01-29,188
2017-01-30,188
2017-01-31,183
2017-02-01,173
2017-02-02,164
2017-02-03,155
2017-02-04,147
2017-02-05,139
2017-02-06,132
2017-02-07,125
2017-02-08,118
2017-02-09,118
2017-02-10,112
2017-02-11,106
2017-02-12,106
2017-02-13,100
2017-02-14,95
2017-02-15,95
2017-02-16,90
2017-02-18,85
2017-02-19,82
2017-02-20,81
2017-02-21,81
2017-02-22,81
2017-02-23,76
2017-02-24,76
2017-02-25,74
2017-02-26,72
2017-02-27,68
2017-02-28,67
2017-03-01,67
2017-03-02,63
2017-03-03,63
2017-03-04,64
2017-03-05,64
2017-03-06,66
2017-03-07,67
2017-03-08,67
2017-03-09,69
2017-03-10,71
2017-03-11,74
2017-03-12,77
2017-03-13,79
2017-03-14,80
2017-03-15,84
2017-03-16,89
2017-03-17,93
2017-03-18,93
2017-03-19,96
2017-03-20,100
2017-03-21,103
2017-03-22,107
2017-03-23,111
2017-03-24,113
2017-03-25,113
2017-03-26,116
2017-03-27,118
2017-03-28,121
2017-03-29,121
2017-03-30,116
2017-03-31,110
2017-04-01,104
2017-04-02,98
2017-04-03,93
2017-04-04,91
2017-04-12,89
2017-04-13,86
2017-04-14,84
2017-04-15,84
2017-04-16,86
2017-04-17,88
2017-04-18,91
2017-04-19,93
2017-04-20,93
2017-04-21,96
2017-04-22,96
2017-04-23,98
2017-04-24,100
2017-04-25,102
2017-04-26,102
2017-04-27,106
2017-04-28,108
2017-04-29,108
2017-04-30,110
2017-05-01,113
2017-05-02,116
2017-05-03,121
2017-05-04,121
2017-05-05,127
2017-05-06,131
2017-05-07,133
2017-05-08,138
2017-05-09,142
2017-05-10,149
2017-05-11,149
2017-05-12,156
2017-05-13,162
2017-05-14,162
2017-05-15,171
2017-05-16,180
2017-05-17,180
2017-05-18,186
2017-05-19,186
2017-05-20,186
2017-05-21,186
2017-05-22,193
2017-05-23,193
2017-05-24,184
2017-05-25,174
2017-05-26,165
2017-05-27,156
2017-05-28,148
2017-05-29,140
2017-05-30,136
2017-05-31,132
2017-06-01,130
2017-06-02,130
2017-06-03,130
2017-06-06,115
2017-06-07,109
2017-06-08,109
2017-06-09,103
2017-06-10,97
2017-06-11,92
2017-06-12,92
2017-06-13,94
2017-06-14,97
2017-06-15,97
2017-06-16,99
2017-06-17,99
2017-06-18,100
2017-06-19,100
2017-06-20,102
2017-06-21,106
2017-06-22,106
2017-06-23,109
2017-06-24,114
2017-06-25,116
2017-06-26,117
2017-06-27,118
2017-06-28,118
2017-06-29,120
2017-06-30,119
2017-07-01,119
2017-07-02,121
2017-07-03,126
2017-07-04,129
2017-07-05,129
2017-07-06,124
2017-07-07,124
2017-07-08,119
2017-07-13,125
2017-07-14,122
2017-07-15,122
2017-07-16,122
2017-07-17,125
2017-07-18,124
2017-07-19,128
2017-07-20,129
2017-07-21,133
2017-07-22,140
2017-07-23,142
2017-07-24,142
2017-07-25,142
2017-07-26,144
2017-07-27,143
2017-07-28,147
2017-07-29,147
2017-07-30,144
2017-07-31,144
2017-08-01,136
2017-08-02,136
2017-08-03,132
2017-08-04,132
2017-08-05,132
2017-08-06,132
2017-08-09,134
2017-08-10,134
2017-08-11,136
2017-08-12,133
2017-08-13,131
2017-08-14,124
2017-08-15,120
2017-08-17,108
2017-08-18,108
2017-08-19,104
2017-08-20,102
2017-08-22,104
2017-08-23,105
2017-08-24,105
2017-08-25,106
2017-08-26,108
2017-08-27,111
2017-08-28,115
2017-08-29,115
2017-08-30,115
2017-08-31,115
2017-09-01,118
2017-09-02,120
2017-09-03,120
2017-09-04,122
2017-09-05,124
2017-09-06,125
2017-09-07,128
2017-09-08,128
2017-09-09,132
2017-09-10,130
2017-09-11,129
2017-09-12,129
2017-09-13,124
2017-09-14,121
2017-09-15,121
2017-09-16,119
2017-09-17,114
2017-09-19,115
2017-09-20,120
2017-09-21,120
2017-09-22,118
2017-09-23,118
2017-09-24,112
2017-09-25,116
2017-09-26,119
2017-09-27,119
2017-09-28,120
2017-09-29,122
2017-09-30,125
2017-10-01,129
2017-10-02,132
2017-10-03,132
2017-10-04,135
2017-10-05,141
2017-10-06,143
2017-10-07,142
2017-10-08,144
2017-10-09,136
2017-10-10,130
2017-10-11,130
2017-10-12,123
2017-10-13,116
2017-10-14,110
2017-10-15,110
2017-10-16,104
2017-10-17,104
2017-10-18,104
2017-10-19,106
2017-10-20,106
2017-10-21,105
2017-10-22,107
2017-10-23,105
2017-10-24,107
2017-10-25,110
2017-10-26,109
2017-10-27,111
2017-10-28,111
2017-10-29,108
2017-10-30,102
2017-10-31,98
2017-11-01,98
2017-11-02,95
2017-11-03,91
2017-11-04,86
2017-11-05,81
2017-11-06,81
2017-11-07,81
2017-11-08,83
2017-11-09,85
2017-11-10,86
2017-11-11,86
2017-11-12,87
2017-11-13,87
2017-11-14,87
2017-11-15,88
2017-11-16,84
2017-11-17,79
2017-11-18,79
2017-11-19,77
2017-11-20,79
2017-11-21,80
2017-11-22,80
2017-11-23,82
2017-11-24,84
2017-11-25,87
2017-11-26,90
2017-11-27,90
2017-11-28,93
2017-11-29,95
2017-11-30,95
2017-12-01,98
2017-12-02,98
2017-12-03,100
2017-12-04,100
2017-12-05,100
2017-12-06,97
2017-12-07,100
2017-12-08,100
2017-12-09,101
2017-12-10,99
2017-12-11,95
2017-12-12,95
2017-12-14,102
2017-12-15,104
2017-12-16,107
2017-12-17,109
2017-12-18,110
2017-12-19,110
2017-12-20,110
2017-12-21,111
2017-12-22,113
2017-12-23,114
2017-12-24,113
2017-12-25,113
2017-12-26,114
2017-12-27,111
2017-12-28,110
2017-12-29,107
2017-12-30,106
2017-12-31,106
2018-01-01,107
2018-01-02,107
2018-01-03,110
2018-01-04,114
2018-01-05,116
2018-01-06,112
2018-01-07,110
2018-01-08,108
2018-01-09,110
2018-01-10,113
2018-01-11,119
2018-01-12,122
2018-01-13,123
2018-01-14,127
2018-01-15,133
2018-01-16,140
2018-01-17,140
2018-01-18,138
2018-01-19,138
2018-01-20,137
2018-01-21,142
2018-01-22,145
2018-01-23,140
2018-01-24,136
2018-01-25,132
2018-01-26,131
2018-01-27,126
2018-01-28,129
2018-01-29,129
2018-01-31,135
2018-02-01,132
2018-02-02,137
2018-02-03,136
2018-02-04,133
2018-02-05,126
2018-02-06,120
2018-02-07,114
2018-02-08,110
2018-02-09,110
2018-02-10,111
2018-02-11,105
2018-02-12,99
2018-02-13,94
2018-02-14,89
2018-02-15,84
2018-02-16,79
2018-02-17,79
2018-02-18,81
2018-02-19,83
2018-02-20,85
2018-02-21,85
2018-02-22,88
2018-02-23,87
2018-02-24,83
2018-02-25,87
2018-02-26,85
2018-02-27,84
2018-02-28,87
2018-03-01,88
2018-03-02,87
2018-03-03,91
2018-03-04,91
2018-03-05,94
2018-03-06,94
2018-03-07,97
2018-03-08,101
2018-03-09,102
2018-03-10,103
2018-03-11,106
2018-03-12,110
2018-03-13,110
2018-03-14,111
2018-03-15,111
2018-03-16,107
2018-03-17,104
2018-03-18,108
2018-03-19,110
2018-03-20,106
2018-03-21,102
2018-03-23,100
2018-03-24,103
2018-03-26,107
2018-03-27,107
2018-03-29,108
2018-03-30,110
2018-03-31,108
2018-04-01,104
2018-04-02,101
2018-04-03,102
2018-04-04,97
2018-04-05,93
2018-04-06,93
2018-04-08,98
2018-04-09,98
2018-04-10,100
2018-04-11,100
2018-04-12,99
2018-04-13,97
2018-04-14,99
2018-04-15,99
2018-04-16,100
2018-04-17,98
2018-04-18,97
2018-04-19,93
2018-04-20,97
2018-04-21,97
2018-04-22,97
2018-04-23,97
2018-04-24,98
2018-04-25,95
2018-04-26,97
2018-04-27,98
2018-04-28,99
2018-04-29,97
2018-04-30,99
2018-05-01,100
2018-05-02,100
2018-05-03,98
2018-05-04,98
2018-05-05,98
2018-05-06,98
2018-05-07,97
2018-05-08,98
2018-05-09,99
2018-05-10,97
2018-05-11,93
2018-05-12,89
2018-05-13,84
2018-05-14,82
2018-05-15,82
2018-05-16,84
2018-05-17,81
2018-05-18,82
2018-05-19,83
2018-05-20,84
2018-05-21,83
2018-05-22,80
2018-05-23,83
2018-05-24,84
2018-05-25,83
2018-05-26,82
2018-05-27,83
2018-05-28,81
2018-05-29,80
2018-05-30,79
2018-05-31,75
2018-06-01,71
2018-06-02,71
2018-06-03,72
2018-06-04,69
2018-06-05,71
2018-06-06,69
2018-06-07,71
2018-06-08,72
2018-06-09,71
2018-06-10,70
2018-06-11,66
2018-06-12,62
2018-06-13,58
2018-06-14,55
2018-06-15,53
2018-06-16,52
2018-06-17,49
2018-06-18,49
2018-06-19,49
2018-06-20,49
2018-06-21,49
2018-06-22,50
2018-06-23,49
2018-06-24,49
2018-06-25,48
2018-06-26,47
2018-06-27,44
2018-06-28,42
2018-06-29,39
2018-06-30,39
2018-07-01,40
2018-07-02,41
2018-07-03,41
2018-07-04,43
2018-07-05,44
2018-07-06,45
2018-07-07,46
2018-07-08,48
2018-07-09,49
2018-07-10,50
2018-07-11,50
2018-07-12,50
2018-07-13,50
2018-07-14,48
2018-07-15,45
2018-07-16,45
2018-07-17,47
2018-07-18,46
2018-07-19,48
2018-07-20,48
2018-07-21,49
2018-07-22,51
2018-07-23,51
2018-07-24,53
2018-07-25,54
2018-07-26,55
2018-07-27,54
2018-07-28,55
2018-07-29,55
2018-07-30,58
2018-07-31,61
2018-08-01,64
2018-08-02,67
2018-08-03,71
2018-08-04,75
2018-08-05,79
2018-08-06,83
2018-08-07,87
2018-08-08,91
2018-08-09,94
2018-08-10,99
2018-08-11,103
2018-08-12,104
2018-08-14,100
2018-08-16,96
2018-08-17,98
2018-08-18,96
2018-08-19,99
2018-08-20,102
2018-08-21,104
2018-08-22,107
2018-08-23,112
2018-08-24,116
2018-08-25,120
2018-08-26,125
2018-08-27,128
2018-08-28,129
2018-08-29,134
2018-08-30,130
2018-08-31,123
2018-09-01,116
2018-09-02,110
2018-09-03,104
2018-09-04,98
2018-09-05,93
2018-09-06,88
2018-09-07,83
2018-09-08,81
2018-09-09,81
2018-09-10,81
2018-09-11,81
2018-09-12,77
2018-09-13,78
2018-09-14,78
2018-09-15,75
2018-09-16,72
2018-09-17,69
2018-09-18,68
2018-09-19,68
2018-09-20,67
2018-09-21,66
2018-09-22,64
2018-09-23,64
2018-09-24,62
2018-09-25,63
2018-09-26,63
2018-09-27,63
2018-09-28,63
2018-09-29,59
2018-09-30,56
2018-10-02,51
2018-10-03,49
2018-10-04,46
2018-10-05,43
2018-10-06,42
2018-10-07,42
2018-10-08,42
2018-10-09,42
2018-10-10,41
2018-10-11,38
2018-10-12,37
2018-10-13,38
2018-10-14,39
2018-10-15,38
2018-10-16,38
2018-10-17,37
2018-10-18,36
2018-10-19,37
2018-10-20,35
2018-10-21,34
2018-10-22,32
2018-10-23,31
2018-10-24,30
2018-10-25,30
2018-10-26,30
2018-10-27,29
2018-10-28,28
2018-10-29,27
2018-10-30,27
2018-10-31,27
2018-11-01,27
2018-11-03,25
2018-11-04,26
2018-11-05,27
2018-11-06,26
2018-11-07,24
2018-11-08,22
2018-11-09,21
2018-11-10,21
2018-11-11,21
2018-11-12,21
2018-11-13,20
2018-11-14,19
2018-11-15,18
2018-11-16,17
2018-11-17,17
2018-11-18,16
2018-11-19,15
2018-11-20,14
2018-11-21,13
2018-11-22,12
2018-11-23,13
2018-11-24,14
2018-11-25,14
2018-11-26,15
2018-11-27,15
2018-11-28,16
2018-12-01,15
2018-12-02,14
2018-12-03,13
2018-12-04,12
2018-12-05,11
2018-12-07,9
2018-12-09,7
2018-12-10,6
2018-12-11,5
2018-12-12,4
2018-12-13,3
2018-12-14,3
2018-12-15,3
2018-12-16,2
2018-12-17,2
2018-12-18,3
2018-12-19,3
2018-12-20,4
2018-12-21,5
2018-12-22,6
2018-12-23,7
2018-12-24,8
2018-12-25,9
2018-12-26,10
2018-12-27,11
2018-12-28,12
2018-12-29,12
2018-12-30,13
2018-12-31,14
2019-01-01,14
2019-01-02,14
2019-01-03,15
2019-01-04,16
2019-01-05,16
2019-01-06,16
2019-01-08,17
2019-01-10,17
2019-01-11,17
2019-01-12,17
2019-01-13,18
2019-01-14,19
2019-01-15,20
2019-01-16,21
2019-01-17,22
2019-01-18,24
2019-01-19,24
2019-01-20,22
2019-01-21,21
2019-01-22,19
2019-01-23,19
2019-01-24,19
2019-01-25,18
2019-01-26,17
2019-01-27,16
2019-01-28,15
2019-01-29,14
2019-01-30,13
2019-01-31,12
2019-02-01,11
2019-02-02,10
2019-02-03,9
2019-02-04,8
2019-02-05,7
2019-02-06,6
2019-02-07,5
2019-02-08,4
2019-02-09,3
2019-02-10,2
2019-02-11,3
2019-02-12,4
2019-02-13,5
2019-02-14,6
2019-02-15,6
2019-02-16,6
2019-02-17,5
2019-02-18,4
2019-02-19,4
2019-02-20,4
2019-02-21,4
2019-02-22,4
2019-02-23,4
2019-02-24,4
2019-02-25,5
2019-02-26,5
2019-02-27,6
2019-02-28,7
2019-03-01,8
2019-03-02,9
2019-03-03,9
2019-03-04,9
2019-03-05,9
2019-03-06,8
2019-03-07,9
2019-03-08,10
2019-03-09,11
2019-03-10,12
2019-03-11,13
2019-03-12,13
2019-03-13,14
2019-03-14,15
2019-03-15,16
2019-03-16,17
2019-03-17,18
2019-03-18,19
2019-03-19,19
2019-03-20,19
2019-03-21,20
2019-03-22,21
2019-03-23,22
2019-03-24,22
2019-03-25,22
2019-03-26,24
2019-03-27,26
2019-03-28,27
2019-03-29,28
2019-03-30,29
2019-03-31,30
2019-04-01,29
2019-04-02,30
2019-04-03,30
2019-04-04,29
2019-04-05,29
2019-04-06,29
2019-04-07,28
2019-04-08,27
2019-04-09,25
2019-04-10,23
2019-04-11,22
2019-04-12,24
2019-04-13,26
2019-04-14,27
2019-04-15,27
2019-04-16,28
2019-04-17,30
2019-04-18,31
2019-04-19,32
2019-04-20,32
2019-04-21,33
2019-04-22,34
2019-04-23,35
2019-04-24,36
2019-04-25,36
2019-04-26,37
2019-04-27,38
2019-04-28,38
2019-04-29,36
2019-04-30,35
2019-05-01,34
2019-05-02,33
2019-05-03,31
2019-05-04,31
2019-05-05,31
2019-05-06,29
2019-05-07,28
2019-05-08,28
2019-05-09,28
2019-05-10,28
2019-05-11,27
2019-05-12,25
2019-05-13,24
2019-05-14,24
2019-05-15,23
2019-05-16,22
2019-05-17,20
2019-05-18,19
2019-05-19,18
2019-05-20,17
2019-05-21,17
2019-05-22,17
2019-05-23,18
2019-05-24,19
2019-05-25,20
2019-05-26,21
2019-05-27,23
2019-05-28,25
2019-05-29,26
2019-05-30,25
2019-05-31,27
2019-06-01,27
2019-06-02,25
2019-06-03,25
2019-06-04,24
2019-06-05,25
2019-06-06,26
2019-06-07,25
2019-06-08,25
2019-06-09,25
2019-06-10,26
2019-06-11,28
2019-06-12,29
2019-06-13,27
2019-06-14,26
2019-06-15,26
2019-06-16,27
2019-06-17,27
2019-06-18,25
2019-06-19,25
2019-06-20,27
2019-06-21,29
2019-06-22,28
2019-06-23,28
2019-06-24,29
2019-06-25,30
2019-06-26,30
2019-06-27,29
2019-06-28,30
2019-06-29,29
2019-06-30,30
2019-07-01,31
2019-07-02,32
2019-07-03,30
2019-07-04,28
2019-07-05,28
2019-07-06,29
2019-07-07,28
2019-07-08,28
2019-07-09,27
2019-07-10,26
2019-07-11,25
2019-07-12,23
2019-07-13,21
2019-07-14,20
2019-07-15,20
2019-07-16,20
2019-07-17,20
2019-07-18,20
2019-07-19,20
2019-07-20,20
2019-07-21,20
2019-07-22,20
2019-07-23,19
2019-07-24,18
2019-07-25,17
2019-07-26,16
2019-07-27,15
2019-07-28,14
2019-07-29,13
2019-07-30,12
2019-07-31,11
2019-08-01,11
2019-08-02,11
2019-08-03,10
2019-08-04,9
2019-08-05,9
2019-08-06,9
2019-08-07,10
2019-08-08,9
2019-08-09,9
2019-08-10,9
2019-08-11,9
2019-08-12,9
2019-08-13,9
2019-08-14,9
2019-08-15,9
2019-08-16,8
2019-08-17,7
2019-08-18,6
2019-08-19,6
2019-08-20,6
2019-08-21,6
2019-08-22,6
2019-08-23,7
2019-08-24,8
2019-08-24,8
2019-08-25,9
2019-08-25,9
2019-08-26,10
2019-08-26,10
2019-08-27,11
2019-08-27,11
2019-08-28,11
2019-08-29,11
2019-08-30,10
2019-08-31,9
2019-09-01,8
2019-09-02,7
2019-09-03,7
2019-09-04,7
2019-09-05,7
2019-09-06,8
