date_obj,Silver%20sickle price
2015-09-07,30
2015-09-08,31
2015-09-09,33
2015-09-10,35
2015-09-11,35
2015-09-12,35
2015-09-13,36
2015-09-14,38
2015-09-15,40
2015-09-16,40
2015-09-17,38
2015-09-18,38
2015-09-19,36
2015-09-20,34
2015-09-21,32
2015-09-22,30
2015-09-23,28
2015-09-24,28
2015-09-25,27
2015-09-27,28
2015-09-28,30
2015-09-29,31
2015-09-30,29
2015-10-05,24
2015-10-06,23
2015-10-07,24
2015-10-08,25
2015-10-09,26
2015-10-10,26
2015-10-11,27
2015-10-12,27
2015-10-13,27
2015-10-14,25
2015-10-15,25
2015-10-16,23
2015-10-17,23
2015-10-18,23
2015-10-19,24
2015-10-20,24
2015-10-22,24
2015-10-23,23
2015-10-24,23
2015-10-25,21
2015-10-26,19
2015-10-27,19
2015-10-29,17
2015-10-30,18
2015-10-31,18
2015-11-01,18
2015-11-02,17
2015-11-03,16
2015-11-04,16
2015-11-05,17
2015-11-06,17
2015-11-07,18
2015-11-08,18
2015-11-09,19
2015-11-10,18
2015-11-11,17
2015-11-12,16
2015-11-13,16
2015-11-14,15
2015-11-15,16
2015-11-16,17
2015-11-17,17
2015-11-18,18
2015-11-19,19
2015-11-20,20
2015-11-21,20
2015-11-22,19
2015-11-23,19
2015-11-24,18
2015-11-25,19
2015-11-26,19
2015-11-27,20
2015-11-28,21
2015-11-29,21
2015-11-30,21
2015-12-01,21
2015-12-02,22
2015-12-03,24
2015-12-04,24
2015-12-05,26
2015-12-06,28
2015-12-07,29
2015-12-08,31
2015-12-09,33
2015-12-10,34
2015-12-11,32
2015-12-12,32
2015-12-13,33
2015-12-14,33
2015-12-15,35
2015-12-16,37
2015-12-17,39
2015-12-18,38
2015-12-19,40
2015-12-20,41
2015-12-21,42
2015-12-22,45
2015-12-23,47
2015-12-24,49
2015-12-25,49
2015-12-26,50
2015-12-27,52
2015-12-28,55
2015-12-29,57
2015-12-30,57
2015-12-31,59
2016-01-01,60
2016-01-02,63
2016-01-03,64
2016-01-04,67
2016-01-05,71
2016-01-06,73
2016-01-07,74
2016-01-08,71
2016-01-09,75
2016-01-10,79
2016-01-11,82
2016-01-12,87
2016-01-13,91
2016-01-14,87
2016-01-15,90
2016-01-16,87
2016-01-17,89
2016-01-18,86
2016-01-19,91
2016-01-20,92
2016-01-21,89
2016-01-22,84
2016-01-23,79
2016-01-24,75
2016-01-25,71
2016-01-26,69
2016-01-27,65
2016-01-28,65
2016-01-29,67
2016-01-30,67
2016-01-31,69
2016-02-01,72
2016-02-02,72
2016-02-03,68
2016-02-04,64
2016-02-05,60
2016-02-06,57
2016-02-07,54
2016-02-08,51
2016-02-09,48
2016-02-10,45
2016-02-11,42
2016-02-12,42
2016-02-13,41
2016-02-14,38
2016-02-15,38
2016-02-16,36
2016-02-17,37
2016-02-18,36
2016-02-19,36
2016-02-20,36
2016-02-21,35
2016-02-22,35
2016-02-23,35
2016-02-24,33
2016-02-25,31
2016-02-26,31
2016-02-27,29
2016-02-28,30
2016-02-29,30
2016-03-01,32
2016-03-02,33
2016-03-03,35
2016-03-04,34
2016-03-05,32
2016-03-06,30
2016-03-07,29
2016-03-08,30
2016-03-09,30
2016-03-10,30
2016-03-11,31
2016-03-12,29
2016-03-13,30
2016-03-14,32
2016-03-15,34
2016-03-16,35
2016-03-17,36
2016-03-18,37
2016-03-19,35
2016-03-20,34
2016-03-21,33
2016-03-22,34
2016-03-23,34
2016-03-24,36
2016-03-25,37
2016-03-26,38
2016-03-27,38
2016-03-28,39
2016-03-29,40
2016-03-30,40
2016-03-31,38
2016-04-01,36
2016-04-02,35
2016-04-03,34
2016-04-04,32
2016-04-05,30
2016-04-06,28
2016-04-07,26
2016-04-08,25
2016-04-09,25
2016-04-10,25
2016-04-11,25
2016-04-12,25
2016-04-13,25
2016-04-14,26
2016-04-15,26
2016-04-16,28
2016-04-17,30
2016-04-18,31
2016-04-19,33
2016-04-20,34
2016-04-21,35
2016-04-22,36
2016-04-23,38
2016-04-24,40
2016-04-25,42
2016-04-26,45
2016-04-27,48
2016-04-28,51
2016-04-29,54
2016-04-30,54
2016-05-01,51
2016-05-02,48
2016-05-03,45
2016-05-04,42
2016-05-05,39
2016-05-06,37
2016-05-07,35
2016-05-08,33
2016-05-09,31
2016-05-10,31
2016-05-11,31
2016-05-12,31
2016-05-13,32
2016-05-14,31
2016-05-15,29
2016-05-16,29
2016-05-17,31
2016-05-18,31
2016-05-19,30
2016-05-22,31
2016-05-23,29
2016-05-24,27
2016-05-25,25
2016-05-26,23
2016-05-27,21
2016-05-28,19
2016-05-29,18
2016-05-30,19
2016-05-31,20
2016-06-01,21
2016-06-02,22
2016-06-03,20
2016-06-04,21
2016-06-05,22
2016-06-06,22
2016-06-07,24
2016-06-08,26
2016-06-09,28
2016-06-10,27
2016-06-11,27
2016-06-12,29
2016-06-13,30
2016-06-14,32
2016-06-15,34
2016-06-16,36
2016-06-17,37
2016-06-18,35
2016-06-19,35
2016-06-20,33
2016-06-21,31
2016-06-22,31
2016-06-23,29
2016-06-24,27
2016-06-25,25
2016-06-26,23
2016-06-27,21
2016-06-28,20
2016-06-29,20
2016-06-30,20
2016-07-01,19
2016-07-02,18
2016-07-03,18
2016-07-04,17
2016-07-05,16
2016-07-06,15
2016-07-07,15
2016-07-08,15
2016-07-09,15
2016-07-10,15
2016-07-11,15
2016-07-12,15
2016-07-13,15
2016-07-14,14
2016-07-15,14
2016-07-16,14
2016-07-17,15
2016-07-18,16
2016-07-24,17
2016-07-25,18
2016-07-26,19
2016-07-27,18
2016-07-28,19
2016-07-29,19
2016-07-30,19
2016-07-31,20
2016-08-01,21
2016-08-02,22
2016-08-03,24
2016-08-04,26
2016-08-05,27
2016-08-06,28
2016-08-07,29
2016-08-08,30
2016-08-09,31
2016-08-10,30
2016-08-11,32
2016-08-12,34
2016-08-13,36
2016-08-14,38
2016-08-15,39
2016-08-16,39
2016-08-17,40
2016-08-18,42
2016-08-19,45
2016-08-20,47
2016-08-21,50
2016-08-22,51
2016-08-23,53
2016-08-24,53
2016-08-25,51
2016-08-26,51
2016-08-28,56
2016-08-31,58
2016-09-01,59
2016-09-02,59
2016-09-03,61
2016-09-04,64
2016-09-05,61
2016-09-06,59
2016-09-07,56
2016-09-08,56
2016-09-09,57
2016-09-10,56
2016-09-11,56
2016-09-12,53
2016-09-13,51
2016-09-14,51
2016-09-15,51
2016-09-16,51
2016-09-17,50
2016-09-18,47
2016-09-19,44
2016-09-20,44
2016-09-21,41
2016-09-22,40
2016-09-23,42
2016-09-24,42
2016-09-25,43
2016-09-26,43
2016-09-27,42
2016-09-28,40
2016-09-29,40
2016-09-30,41
2016-10-01,44
2016-10-02,44
2016-10-03,43
2016-10-04,44
2016-10-05,46
2016-10-06,48
2016-10-07,49
2016-10-08,50
2016-10-09,50
2016-10-11,52
2016-10-12,50
2016-10-13,49
2016-10-14,52
2016-10-15,53
2016-10-16,55
2016-10-17,55
2016-10-18,57
2016-10-19,60
2016-10-20,63
2016-10-21,66
2016-10-22,66
2016-10-23,65
2016-10-24,61
2016-10-25,61
2016-10-26,61
2016-10-27,57
2016-10-28,58
2016-10-29,58
2016-10-30,56
2016-10-31,56
2016-11-01,56
2016-11-02,56
2016-11-03,58
2016-11-04,60
2016-11-05,60
2016-11-06,60
2016-11-07,57
2016-11-08,57
2016-11-09,60
2016-11-10,63
2016-11-11,65
2016-11-12,68
2016-11-13,70
2016-11-14,73
2016-12-08,90
2016-12-09,90
2016-12-10,92
2016-12-11,93
2016-12-12,98
2016-12-13,100
2016-12-14,101
2016-12-15,101
2016-12-16,105
2016-12-17,111
2016-12-18,117
2016-12-19,120
2016-12-20,124
2016-12-21,125
2016-12-22,128
2016-12-23,127
2016-12-24,127
2016-12-25,125
2016-12-26,132
2016-12-27,137
2016-12-28,143
2016-12-29,151
2016-12-30,154
2016-12-31,157
2017-01-01,159
2017-01-02,162
2017-01-03,156
2017-01-04,154
2017-01-05,148
2017-01-06,143
2017-01-07,136
2017-01-08,129
2017-01-09,122
2017-01-10,117
2017-01-11,122
2017-01-12,124
2017-01-13,127
2017-01-14,133
2017-01-15,138
2017-01-16,143
2017-01-17,146
2017-01-18,152
2017-01-19,159
2017-01-20,166
2017-01-21,158
2017-01-22,150
2017-01-27,127
2017-01-28,127
2017-01-29,120
2017-01-30,114
2017-01-31,110
2017-02-01,114
2017-02-02,116
2017-02-03,115
2017-02-04,113
2017-02-05,112
2017-02-06,112
2017-02-07,114
2017-02-08,108
2017-02-09,107
2017-02-10,107
2017-02-11,104
2017-02-12,99
2017-02-13,94
2017-02-14,92
2017-02-15,89
2017-02-16,88
2017-02-18,84
2017-02-19,79
2017-02-20,75
2017-02-21,71
2017-02-22,68
2017-02-23,71
2017-02-24,70
2017-02-25,71
2017-02-26,71
2017-02-27,74
2017-02-28,74
2017-03-01,70
2017-03-02,66
2017-03-03,62
2017-03-04,61
2017-03-05,64
2017-03-06,61
2017-03-07,63
2017-03-08,67
2017-03-09,68
2017-03-10,64
2017-03-11,60
2017-03-12,60
2017-03-13,60
2017-03-14,58
2017-03-15,55
2017-03-16,52
2017-03-17,49
2017-03-18,46
2017-03-19,43
2017-03-20,40
2017-03-21,40
2017-03-22,38
2017-03-23,38
2017-03-24,36
2017-03-25,34
2017-03-26,33
2017-03-27,31
2017-03-28,30
2017-03-29,31
2017-03-30,31
2017-03-31,29
2017-04-01,28
2017-04-02,27
2017-04-03,26
2017-04-04,26
2017-04-12,36
2017-04-13,38
2017-04-14,40
2017-04-15,42
2017-04-16,43
2017-04-17,44
2017-04-18,43
2017-04-19,43
2017-04-20,42
2017-04-21,39
2017-04-22,39
2017-04-23,38
2017-04-24,36
2017-04-25,34
2017-04-26,32
2017-04-27,30
2017-04-28,29
2017-04-29,31
2017-04-30,32
2017-05-01,34
2017-05-02,36
2017-05-03,38
2017-05-04,38
2017-05-05,38
2017-05-06,38
2017-05-07,40
2017-05-08,42
2017-05-09,45
2017-05-10,47
2017-05-11,48
2017-05-12,45
2017-05-13,45
2017-05-14,47
2017-05-15,49
2017-05-16,52
2017-05-17,53
2017-05-18,56
2017-05-19,56
2017-05-20,56
2017-05-21,56
2017-05-22,53
2017-05-23,51
2017-05-24,54
2017-05-25,57
2017-05-26,57
2017-05-27,60
2017-05-28,63
2017-05-29,63
2017-05-30,62
2017-05-31,62
2017-06-01,62
2017-06-02,61
2017-06-03,61
2017-06-06,70
2017-06-07,72
2017-06-08,69
2017-06-09,66
2017-06-10,62
2017-06-11,58
2017-06-12,55
2017-06-13,52
2017-06-14,50
2017-06-15,52
2017-06-16,54
2017-06-17,55
2017-06-18,57
2017-06-19,57
2017-06-20,57
2017-06-21,54
2017-06-22,51
2017-06-23,50
2017-06-24,53
2017-06-25,55
2017-06-26,57
2017-06-27,58
2017-06-28,56
2017-06-29,55
2017-06-30,57
2017-07-01,57
2017-07-02,57
2017-07-03,58
2017-07-04,58
2017-07-05,58
2017-07-06,59
2017-07-07,59
2017-07-08,62
2017-07-13,54
2017-07-14,55
2017-07-15,56
2017-07-16,59
2017-07-17,59
2017-07-18,58
2017-07-19,57
2017-07-20,54
2017-07-21,51
2017-07-22,52
2017-07-23,49
2017-07-24,49
2017-07-25,48
2017-07-26,48
2017-07-27,49
2017-07-28,49
2017-07-29,47
2017-07-30,46
2017-07-31,48
2017-08-01,46
2017-08-02,44
2017-08-03,45
2017-08-04,45
2017-08-05,46
2017-08-06,47
2017-08-09,46
2017-08-10,47
2017-08-11,46
2017-08-12,43
2017-08-13,41
2017-08-14,40
2017-08-15,38
2017-08-17,34
2017-08-18,33
2017-08-19,32
2017-08-20,34
2017-08-21,34
2017-08-22,36
2017-08-23,38
2017-08-24,39
2017-08-25,37
2017-08-26,38
2017-08-27,40
2017-08-28,41
2017-08-29,42
2017-08-30,42
2017-08-31,40
2017-09-01,40
2017-09-02,38
2017-09-03,36
2017-09-04,34
2017-09-05,35
2017-09-06,37
2017-09-07,37
2017-09-08,35
2017-09-09,36
2017-09-10,38
2017-09-11,40
2017-09-12,42
2017-09-13,41
2017-09-14,43
2017-09-15,43
2017-09-16,46
2017-09-17,47
2017-09-19,48
2017-09-20,46
2017-09-21,48
2017-09-22,47
2017-09-23,46
2017-09-24,48
2017-09-25,49
2017-09-26,51
2017-09-27,52
2017-09-28,50
2017-09-29,50
2017-09-30,49
2017-10-01,46
2017-10-02,47
2017-10-03,50
2017-10-04,53
2017-10-05,56
2017-10-06,58
2017-10-07,55
2017-10-08,52
2017-10-09,50
2017-10-10,50
2017-10-11,50
2017-10-12,53
2017-10-13,56
2017-10-14,56
2017-10-15,56
2017-10-16,56
2017-10-17,56
2017-10-18,55
2017-10-19,55
2017-10-20,58
2017-10-21,59
2017-10-22,60
2017-10-23,60
2017-10-24,60
2017-10-25,58
2017-10-26,57
2017-10-27,59
2017-10-28,59
2017-10-29,61
2017-10-30,64
2017-10-31,67
2017-11-01,67
2017-11-02,70
2017-11-03,74
2017-11-04,78
2017-11-05,79
2017-11-06,80
2017-11-07,82
2017-11-08,85
2017-11-09,82
2017-11-10,80
2017-11-11,81
2017-11-12,83
2017-11-13,79
2017-11-14,75
2017-11-15,71
2017-11-16,72
2017-11-17,68
2017-11-18,64
2017-11-19,60
2017-11-20,57
2017-11-21,57
2017-11-22,55
2017-11-23,54
2017-11-24,55
2017-11-25,57
2017-11-26,57
2017-11-27,57
2017-11-28,57
2017-11-29,57
2017-11-30,57
2017-12-01,55
2017-12-02,57
2017-12-03,57
2017-12-04,57
2017-12-05,57
2017-12-06,57
2017-12-07,55
2017-12-08,54
2017-12-09,55
2017-12-10,55
2017-12-11,56
2017-12-12,55
2017-12-13,57
2017-12-14,57
2017-12-15,56
2017-12-16,57
2017-12-17,56
2017-12-18,57
2017-12-19,55
2017-12-20,52
2017-12-21,49
2017-12-22,47
2017-12-23,49
2017-12-24,51
2017-12-25,54
2017-12-26,57
2017-12-27,57
2017-12-28,54
2017-12-29,54
2017-12-30,57
2017-12-31,56
2018-01-01,57
2018-01-02,60
2018-01-03,62
2018-01-04,63
2018-01-05,62
2018-01-06,66
2018-01-07,68
2018-01-08,66
2018-01-09,66
2018-01-10,67
2018-01-11,71
2018-01-12,75
2018-01-13,79
2018-01-14,82
2018-01-15,86
2018-01-16,90
2018-01-17,91
2018-01-18,86
2018-01-19,81
2018-01-20,77
2018-01-21,80
2018-01-22,84
2018-01-23,89
2018-01-24,94
2018-01-25,98
2018-01-26,93
2018-01-27,94
2018-01-28,91
2018-01-29,89
2018-01-30,89
2018-01-31,84
2018-02-01,88
2018-02-02,91
2018-02-03,92
2018-02-04,92
2018-02-05,91
2018-02-06,91
2018-02-07,91
2018-02-08,87
2018-02-09,85
2018-02-10,82
2018-02-11,82
2018-02-12,77
2018-02-13,73
2018-02-14,70
2018-02-15,66
2018-02-16,68
2018-02-17,70
2018-02-18,73
2018-02-19,73
2018-02-20,73
2018-02-21,71
2018-02-22,71
2018-02-23,68
2018-02-24,66
2018-02-25,62
2018-02-26,62
2018-02-27,63
2018-02-28,63
2018-03-01,62
2018-03-02,61
2018-03-03,64
2018-03-04,62
2018-03-05,60
2018-03-06,60
2018-03-07,61
2018-03-08,65
2018-03-09,65
2018-03-10,68
2018-03-11,70
2018-03-12,73
2018-03-13,77
2018-03-14,81
2018-03-15,82
2018-03-16,84
2018-03-17,79
2018-03-18,75
2018-03-19,71
2018-03-20,67
2018-03-21,63
2018-03-23,56
2018-03-24,53
2018-03-26,48
2018-03-27,50
2018-03-28,53
2018-03-29,55
2018-03-30,57
2018-03-31,60
2018-04-01,62
2018-04-02,66
2018-04-03,69
2018-04-04,72
2018-04-05,72
2018-04-06,68
2018-04-08,60
2018-04-09,57
2018-04-10,54
2018-04-11,51
2018-04-12,48
2018-04-13,45
2018-04-14,43
2018-04-16,38
2018-04-17,36
2018-04-18,34
2018-04-19,32
2018-04-20,30
2018-04-21,29
2018-04-22,28
2018-04-23,30
2018-04-24,32
2018-04-25,30
2018-04-26,30
2018-04-27,30
2018-04-28,32
2018-04-29,34
2018-04-30,34
2018-05-01,36
2018-05-02,38
2018-05-03,40
2018-05-04,42
2018-05-05,45
2018-05-06,48
2018-05-07,49
2018-05-08,52
2018-05-09,54
2018-05-10,57
2018-05-11,60
2018-05-12,62
2018-05-13,66
2018-05-14,70
2018-05-15,72
2018-05-16,69
2018-05-17,68
2018-05-18,68
2018-05-19,68
2018-05-20,72
2018-05-21,75
2018-05-22,75
2018-05-23,75
2018-05-24,71
2018-05-25,67
2018-05-26,63
2018-05-27,59
2018-05-28,61
2018-05-29,64
2018-05-30,65
2018-05-31,64
2018-06-01,68
2018-06-02,68
2018-06-03,66
2018-06-04,68
2018-06-05,65
2018-06-06,62
2018-06-07,64
2018-06-08,65
2018-06-09,68
2018-06-10,71
2018-06-11,74
2018-06-12,77
2018-06-13,81
2018-06-14,83
2018-06-15,85
2018-06-16,88
2018-06-17,92
2018-06-18,94
2018-06-19,96
2018-06-20,99
2018-06-21,99
2018-06-22,98
2018-06-23,98
2018-06-24,99
2018-06-25,96
2018-06-26,93
2018-06-27,96
2018-06-28,97
2018-06-29,94
2018-06-30,97
2018-07-01,101
2018-07-02,95
2018-07-03,90
2018-07-04,85
2018-07-05,84
2018-07-06,83
2018-07-07,79
2018-07-08,82
2018-07-09,86
2018-07-10,89
2018-07-11,89
2018-07-12,88
2018-07-13,91
2018-07-14,91
2018-07-15,90
2018-07-16,89
2018-07-17,89
2018-07-18,93
2018-07-19,95
2018-07-20,99
2018-07-21,101
2018-07-22,104
2018-07-23,100
2018-07-24,100
2018-07-25,99
2018-07-26,96
2018-07-27,92
2018-07-28,87
2018-07-29,91
2018-07-30,96
2018-07-31,98
2018-08-01,98
2018-08-02,103
2018-08-03,108
2018-08-04,112
2018-08-05,117
2018-08-06,120
2018-08-07,121
2018-08-08,121
2018-08-09,116
2018-08-10,110
2018-08-11,104
2018-08-12,108
2018-08-14,104
2018-08-16,108
2018-08-17,110
2018-08-18,112
2018-08-19,107
2018-08-20,101
2018-08-21,95
2018-08-22,96
2018-08-23,98
2018-08-24,100
2018-08-25,99
2018-08-26,95
2018-08-27,91
2018-08-28,86
2018-08-29,81
2018-08-30,82
2018-08-31,84
2018-09-01,89
2018-09-02,86
2018-09-03,84
2018-09-04,86
2018-09-05,90
2018-09-06,95
2018-09-07,99
2018-09-08,102
2018-09-09,98
2018-09-10,96
2018-09-11,98
2018-09-12,98
2018-09-13,97
2018-09-14,92
2018-09-15,87
2018-09-16,82
2018-09-17,82
2018-09-18,85
2018-09-19,82
2018-09-20,80
2018-09-21,84
2018-09-22,88
2018-09-23,93
2018-09-24,98
2018-09-25,100
2018-09-26,103
2018-09-27,108
2018-09-28,111
2018-09-29,113
2018-09-30,116
2018-10-02,120
2018-10-03,114
2018-10-04,108
2018-10-05,102
2018-10-06,100
2018-10-07,97
2018-10-08,101
2018-10-09,103
2018-10-10,108
2018-10-11,103
2018-10-12,97
2018-10-13,93
2018-10-14,97
2018-10-15,97
2018-10-16,97
2018-10-17,96
2018-10-18,95
2018-10-19,96
2018-10-20,94
2018-10-21,99
2018-10-22,103
2018-10-23,107
2018-10-24,111
2018-10-25,110
2018-10-26,111
2018-10-27,105
2018-10-28,99
2018-10-29,94
2018-10-30,89
2018-10-31,84
2018-11-01,81
2018-11-03,87
2018-11-04,86
2018-11-05,87
2018-11-06,89
2018-11-07,91
2018-11-08,94
2018-11-09,97
2018-11-10,97
2018-11-11,99
2018-11-12,100
2018-11-13,100
2018-11-14,100
2018-11-15,95
2018-11-16,98
2018-11-17,99
2018-11-18,102
2018-11-19,101
2018-11-20,97
2018-11-21,94
2018-11-22,91
2018-11-23,89
2018-11-24,84
2018-11-25,79
2018-11-26,75
2018-11-27,71
2018-11-28,67
2018-11-29,63
2018-12-01,63
2018-12-02,64
2018-12-03,61
2018-12-04,62
2018-12-05,63
2018-12-07,66
2018-12-09,71
2018-12-10,72
2018-12-11,69
2018-12-12,70
2018-12-13,68
2018-12-14,72
2018-12-15,72
2018-12-16,68
2018-12-17,64
2018-12-18,63
2018-12-19,59
2018-12-20,58
2018-12-21,56
2018-12-22,53
2018-12-23,50
2018-12-24,47
2018-12-25,44
2018-12-26,43
2018-12-27,44
2018-12-28,46
2018-12-29,47
2018-12-30,48
2018-12-31,50
2019-01-01,49
2019-01-02,51
2019-01-03,54
2019-01-04,56
2019-01-05,57
2019-01-06,56
2019-01-08,60
2019-01-10,55
2019-01-11,57
2019-01-12,59
2019-01-13,61
2019-01-14,64
2019-01-15,67
2019-01-16,70
2019-01-17,71
2019-01-18,72
2019-01-19,73
2019-01-20,73
2019-01-21,75
2019-01-22,75
2019-01-23,74
2019-01-24,78
2019-01-25,76
2019-01-26,72
2019-01-27,68
2019-01-28,67
2019-01-29,65
2019-01-30,62
2019-01-31,58
2019-02-01,55
2019-02-02,52
2019-02-03,49
2019-02-04,47
2019-02-05,48
2019-02-06,48
2019-02-07,50
2019-02-08,53
2019-02-09,53
2019-02-10,56
2019-02-11,55
2019-02-12,52
2019-02-13,53
2019-02-14,54
2019-02-15,55
2019-02-16,57
2019-02-17,58
2019-02-18,55
2019-02-19,55
2019-02-20,55
2019-02-21,55
2019-02-22,55
2019-02-23,57
2019-02-24,58
2019-02-25,57
2019-02-26,56
2019-02-27,58
2019-02-28,61
2019-03-01,65
2019-03-02,68
2019-03-03,70
2019-03-04,74
2019-03-05,73
2019-03-06,74
2019-03-07,76
2019-03-08,77
2019-03-09,81
2019-03-10,82
2019-03-11,77
2019-03-12,79
2019-03-13,82
2019-03-14,84
2019-03-15,88
2019-03-16,90
2019-03-17,91
2019-03-18,96
2019-03-19,99
2019-03-20,103
2019-03-21,109
2019-03-22,114
2019-03-23,117
2019-03-24,115
2019-03-25,111
2019-03-26,108
2019-03-27,111
2019-03-28,114
2019-03-29,114
2019-03-30,117
2019-03-31,118
2019-04-01,115
2019-04-02,111
2019-04-03,108
2019-04-04,106
2019-04-05,101
2019-04-06,100
2019-04-07,100
2019-04-08,99
2019-04-09,94
2019-04-10,89
2019-04-11,84
2019-04-12,84
2019-04-13,85
2019-04-14,83
2019-04-15,81
2019-04-16,80
2019-04-17,77
2019-04-18,78
2019-04-19,82
2019-04-20,81
2019-04-21,78
2019-04-22,78
2019-04-23,78
2019-04-24,79
2019-04-25,83
2019-04-26,87
2019-04-27,89
2019-04-28,93
2019-04-29,98
2019-04-30,102
2019-05-01,105
2019-05-02,111
2019-05-03,116
2019-05-04,115
2019-05-05,120
2019-05-06,121
2019-05-07,122
2019-05-08,120
2019-05-09,126
2019-05-10,129
2019-05-11,131
2019-05-12,129
2019-05-13,128
2019-05-14,124
2019-05-15,123
2019-05-16,126
2019-05-17,120
2019-05-18,117
2019-05-19,121
2019-05-20,123
2019-05-21,125
2019-05-22,122
2019-05-23,121
2019-05-24,117
2019-05-25,113
2019-05-26,116
2019-05-27,115
2019-05-28,120
2019-05-29,117
2019-05-30,113
2019-05-31,107
2019-06-01,101
2019-06-02,95
2019-06-03,90
2019-06-04,85
2019-06-05,80
2019-06-06,76
2019-06-07,72
2019-06-08,71
2019-06-09,70
2019-06-10,71
2019-06-11,68
2019-06-12,70
2019-06-13,70
2019-06-14,71
2019-06-15,74
2019-06-16,77
2019-06-17,80
2019-06-18,83
2019-06-19,87
2019-06-20,90
2019-06-21,95
2019-06-22,100
2019-06-23,102
2019-06-24,108
2019-06-25,113
2019-06-26,109
2019-06-27,111
2019-06-28,107
2019-06-29,105
2019-06-30,110
2019-07-01,116
2019-07-02,119
2019-07-03,122
2019-07-04,126
2019-07-05,130
2019-07-06,133
2019-07-07,127
2019-07-08,124
2019-07-09,123
2019-07-10,119
2019-07-11,115
2019-07-12,109
2019-07-13,103
2019-07-14,105
2019-07-15,108
2019-07-16,103
2019-07-17,106
2019-07-18,105
2019-07-19,108
2019-07-20,111
2019-07-21,117
2019-07-22,122
2019-07-23,118
2019-07-24,123
2019-07-25,130
2019-07-26,132
2019-07-27,133
2019-07-28,132
2019-07-29,135
2019-07-30,140
2019-07-31,144
2019-08-01,151
2019-08-02,159
2019-08-03,158
2019-08-04,155
2019-08-05,149
2019-08-06,151
2019-08-07,148
2019-08-08,152
2019-08-09,160
2019-08-10,164
2019-08-11,155
2019-08-12,147
2019-08-13,139
2019-08-14,133
2019-08-15,131
2019-08-16,124
2019-08-17,117
2019-08-18,112
2019-08-19,106
2019-08-20,100
2019-08-21,95
2019-08-22,93
2019-08-23,88
2019-08-24,83
2019-08-24,83
2019-08-25,78
2019-08-25,78
2019-08-26,74
2019-08-26,74
2019-08-27,70
2019-08-27,70
2019-08-28,66
2019-08-29,67
2019-08-30,70
2019-08-31,70
2019-09-01,70
