date_obj,Dwellberries price
2015-11-10,207
2015-11-11,218
2015-11-12,218
2015-11-13,218
2015-11-14,218
2015-11-15,229
2015-11-16,229
2015-11-17,229
2015-11-18,229
2015-11-19,241
2015-11-20,241
2015-11-21,241
2015-11-22,253
2015-11-23,253
2015-11-24,253
2015-11-25,253
2015-11-26,265
2015-11-27,265
2015-11-28,265
2015-11-29,276
2015-11-30,276
2015-12-01,276
2015-12-02,276
2015-12-03,272
2015-12-04,272
2015-12-05,272
2015-12-06,272
2015-12-07,282
2015-12-08,282
2015-12-09,282
2015-12-10,297
2015-12-11,297
2015-12-12,297
2015-12-13,307
2015-12-14,307
2015-12-15,307
2015-12-16,317
2015-12-17,317
2015-12-18,317
2015-12-19,317
2015-12-20,325
2015-12-21,325
2015-12-22,325
2015-12-23,333
2015-12-24,333
2015-12-25,333
2015-12-26,333
2015-12-27,336
2015-12-28,336
2015-12-29,336
2015-12-30,342
2015-12-31,342
2016-01-01,342
2016-01-02,342
2016-01-03,355
2016-01-04,355
2016-01-05,355
2016-01-06,348
2016-01-07,348
2016-01-08,348
2016-01-09,348
2016-01-10,330
2016-01-11,330
2016-01-12,330
2016-01-13,324
2016-01-14,324
2016-01-15,324
2016-01-16,319
2016-01-17,319
2016-01-18,319
2016-01-19,314
2016-01-20,314
2016-01-21,314
2016-01-22,308
2016-01-23,308
2016-01-24,308
2016-01-25,300
2016-01-26,300
2016-01-27,300
2016-01-28,300
2016-01-29,293
2016-01-30,293
2016-01-31,293
2016-02-01,289
2016-02-02,289
2016-02-03,289
2016-02-04,286
2016-02-05,286
2016-02-06,286
2016-02-07,283
2016-02-08,283
2016-02-09,283
2016-02-10,279
2016-02-11,279
2016-02-12,279
2016-02-13,276
2016-02-14,276
2016-02-15,276
2016-02-16,273
2016-02-17,273
2016-02-18,273
2016-02-19,270
2016-02-20,270
2016-02-21,269
2016-02-22,269
2016-02-23,269
2016-02-24,269
2016-02-25,268
2016-02-26,268
2016-02-27,268
2016-02-28,263
2016-02-29,263
2016-03-01,263
2016-03-02,261
2016-03-03,261
2016-03-04,261
2016-03-05,259
2016-03-06,259
2016-03-07,259
2016-03-08,251
2016-03-09,251
2016-03-10,251
2016-03-11,245
2016-03-12,245
2016-03-13,245
2016-03-14,238
2016-03-15,238
2016-03-16,238
2016-03-17,236
2016-03-18,236
2016-03-19,236
2016-03-20,229
2016-03-21,229
2016-03-22,229
2016-03-23,233
2016-03-24,233
2016-03-25,233
2016-03-26,234
2016-03-27,234
2016-03-28,231
2016-03-29,231
2016-03-30,231
2016-03-31,229
2016-04-01,229
2016-04-02,229
2016-04-03,228
2016-04-04,228
2016-04-05,228
2016-04-06,224
2016-04-07,224
2016-04-08,224
2016-04-09,224
2016-04-10,224
2016-04-11,224
2016-04-12,219
2016-04-13,219
2016-04-14,219
2016-04-15,209
2016-04-16,209
2016-04-17,209
2016-04-18,204
2016-04-19,204
2016-04-20,204
2016-04-21,200
2016-04-22,200
2016-04-23,200
2016-04-24,195
2016-04-25,195
2016-04-26,195
2016-04-27,192
2016-04-28,192
2016-04-29,192
2016-04-30,190
2016-05-01,190
2016-05-02,190
2016-05-03,193
2016-05-04,193
2016-05-05,193
2016-05-06,195
2016-05-07,195
2016-05-08,195
2016-05-09,194
2016-05-10,194
2016-05-11,194
2016-05-12,194
2016-05-13,194
2016-05-14,195
2016-05-15,195
2016-05-16,195
2016-05-17,195
2016-05-18,195
2016-05-19,195
2016-05-22,196
2016-05-23,198
2016-05-24,198
2016-05-25,198
2016-05-26,191
2016-05-27,191
2016-05-28,191
2016-05-29,194
2016-05-30,194
2016-05-31,194
2016-06-01,192
2016-06-02,192
2016-06-03,192
2016-06-04,188
2016-06-05,188
2016-06-06,180
2016-06-07,180
2016-06-08,180
2016-06-09,178
2016-06-10,178
2016-06-11,178
2016-06-12,180
2016-06-13,180
2016-06-14,180
2016-06-15,173
2016-06-16,173
2016-06-17,174
2016-06-18,174
2016-06-19,174
2016-06-20,174
2016-06-21,174
2016-06-22,174
2016-06-23,176
2016-06-24,176
2016-06-25,176
2016-06-26,183
2016-06-27,183
2016-06-28,183
2016-06-29,188
2016-06-30,188
2016-07-01,179
2016-07-02,179
2016-07-03,179
2016-07-04,171
2016-07-05,171
2016-07-06,171
2016-07-07,162
2016-07-08,162
2016-07-09,159
2016-07-10,159
2016-07-11,159
2016-07-12,159
2016-07-13,159
2016-07-14,158
2016-07-15,158
2016-07-16,158
2016-07-17,159
2016-07-18,159
2016-07-23,165
2016-07-24,165
2016-07-25,165
2016-07-26,166
2016-07-27,166
2016-07-28,166
2016-07-29,169
2016-07-30,169
2016-07-31,169
2016-08-01,169
2016-08-02,160
2016-08-03,160
2016-08-04,160
2016-08-05,160
2016-08-06,152
2016-08-07,152
2016-08-08,152
2016-08-09,151
2016-08-10,151
2016-08-11,151
2016-08-12,151
2016-08-13,147
2016-08-14,147
2016-08-15,147
2016-08-16,149
2016-08-17,149
2016-08-18,149
2016-08-19,149
2016-08-20,149
2016-08-21,149
2016-08-22,149
2016-08-23,152
2016-08-24,152
2016-08-25,152
2016-08-26,152
2016-08-28,156
2016-08-31,160
2016-09-01,160
2016-09-02,160
2016-09-03,160
2016-09-04,163
2016-09-05,163
2016-09-06,163
2016-09-07,163
2016-09-08,172
2016-09-09,172
2016-09-10,172
2016-09-11,172
2016-09-12,180
2016-09-13,180
2016-09-14,180
2016-09-15,180
2016-09-16,186
2016-09-17,186
2016-09-18,186
2016-09-19,192
2016-09-20,192
2016-09-21,192
2016-09-22,192
2016-09-23,190
2016-09-24,190
2016-09-25,190
2016-09-26,190
2016-09-27,190
2016-09-28,189
2016-09-29,189
2016-09-30,189
2016-10-01,191
2016-10-02,191
2016-10-03,191
2016-10-04,191
2016-10-05,191
2016-10-06,187
2016-10-07,187
2016-10-08,187
2016-10-09,192
2016-10-10,192
2016-10-11,192
2016-10-12,192
2016-10-13,194
2016-10-14,194
2016-10-15,194
2016-10-16,194
2016-10-17,199
2016-10-18,199
2016-10-19,199
2016-10-20,199
2016-10-21,202
2016-10-22,202
2016-10-23,202
2016-10-24,201
2016-10-25,201
2016-10-26,201
2016-10-27,201
2016-10-28,202
2016-10-29,202
2016-10-30,202
2016-10-31,206
2016-11-01,206
2016-11-02,206
2016-11-03,206
2016-11-04,211
2016-11-05,211
2016-11-06,211
2016-11-07,211
2016-11-08,210
2016-11-09,210
2016-11-10,210
2016-11-11,209
2016-11-12,209
2016-11-13,209
2016-11-14,216
2016-11-15,216
2016-12-07,289
2016-12-08,284
2016-12-09,284
2016-12-10,284
2016-12-11,273
2016-12-12,273
2016-12-13,273
2016-12-14,269
2016-12-15,269
2016-12-16,269
2016-12-17,279
2016-12-18,279
2016-12-19,279
2016-12-20,290
2016-12-21,290
2016-12-22,290
2016-12-23,298
2016-12-24,298
2016-12-25,298
2016-12-26,296
2016-12-27,296
2016-12-28,295
2016-12-29,295
2016-12-30,295
2016-12-31,294
2017-01-01,294
2017-01-02,299
2017-01-03,299
2017-01-04,299
2017-01-05,289
2017-01-06,289
2017-01-07,288
2017-01-08,288
2017-01-09,291
2017-01-10,291
2017-01-11,296
2017-01-12,296
2017-01-13,296
2017-01-14,292
2017-01-15,292
2017-01-16,303
2017-01-17,303
2017-01-18,294
2017-01-19,294
2017-01-20,294
2017-01-21,281
2017-01-22,281
2017-01-23,284
2017-01-27,301
2017-01-28,301
2017-01-29,297
2017-01-30,297
2017-01-31,297
2017-02-01,296
2017-02-02,296
2017-02-03,296
2017-02-04,293
2017-02-05,293
2017-02-06,293
2017-02-07,292
2017-02-08,292
2017-02-09,292
2017-02-10,293
2017-02-11,293
2017-02-12,291
2017-02-13,291
2017-02-14,300
2017-02-15,300
2017-02-16,300
2017-02-18,300
2017-02-19,291
2017-02-20,291
2017-02-21,291
2017-02-22,291
2017-02-23,291
2017-02-24,291
2017-02-25,295
2017-02-26,295
2017-02-27,295
2017-02-28,291
2017-03-01,291
2017-03-02,291
2017-03-03,292
2017-03-04,292
2017-03-05,284
2017-03-06,284
2017-03-07,280
2017-03-08,280
2017-03-09,280
2017-03-10,281
2017-03-11,281
2017-03-12,274
2017-03-13,274
2017-03-14,267
2017-03-15,267
2017-03-16,267
2017-03-17,270
2017-03-18,270
2017-03-19,275
2017-03-20,275
2017-03-21,288
2017-03-22,288
2017-03-23,288
2017-03-24,285
2017-03-25,285
2017-03-26,285
2017-03-27,278
2017-03-28,278
2017-03-29,275
2017-03-30,275
2017-03-31,275
2017-04-01,265
2017-04-02,265
2017-04-03,251
2017-04-04,251
2017-04-12,218
2017-04-13,218
2017-04-14,215
2017-04-15,215
2017-04-16,216
2017-04-17,216
2017-04-18,216
2017-04-19,216
2017-04-20,216
2017-04-21,216
2017-04-22,216
2017-04-23,216
2017-04-24,218
2017-04-25,218
2017-04-26,220
2017-04-27,220
2017-04-28,222
2017-04-29,222
2017-04-30,232
2017-05-01,232
2017-05-02,232
2017-05-03,233
2017-05-04,233
2017-05-05,238
2017-05-06,238
2017-05-07,238
2017-05-08,245
2017-05-09,245
2017-05-10,243
2017-05-11,243
2017-05-12,243
2017-05-13,251
2017-05-14,251
2017-05-15,251
2017-05-16,256
2017-05-17,256
2017-05-18,256
2017-05-19,258
2017-05-20,258
2017-05-21,258
2017-05-22,262
2017-05-23,262
2017-05-24,262
2017-05-25,255
2017-05-26,255
2017-05-27,255
2017-05-28,255
2017-05-29,255
2017-05-30,255
2017-05-31,255
2017-06-01,255
2017-06-02,255
2017-06-03,251
2017-06-04,251
2017-06-05,247
2017-06-06,247
2017-06-07,249
2017-06-08,249
2017-06-09,249
2017-06-10,244
2017-06-11,244
2017-06-12,244
2017-06-13,243
2017-06-14,243
2017-06-15,243
2017-06-16,237
2017-06-17,237
2017-06-18,237
2017-06-19,240
2017-06-20,240
2017-06-21,240
2017-06-22,240
2017-06-23,240
2017-06-24,234
2017-06-25,234
2017-06-26,234
2017-06-27,232
2017-06-28,232
2017-06-29,232
2017-06-30,231
2017-07-01,231
2017-07-02,231
2017-07-03,229
2017-07-04,229
2017-07-05,229
2017-07-06,231
2017-07-07,231
2017-07-08,231
2017-07-13,232
2017-07-14,232
2017-07-15,228
2017-07-16,228
2017-07-17,227
2017-07-18,227
2017-07-19,227
2017-07-20,230
2017-07-21,230
2017-07-22,228
2017-07-23,228
2017-07-24,228
2017-07-25,227
2017-07-26,227
2017-07-27,221
2017-07-28,221
2017-07-29,221
2017-07-30,209
2017-07-31,209
2017-08-01,209
2017-08-02,201
2017-08-03,201
2017-08-04,201
2017-08-05,190
2017-08-06,190
2017-08-09,180
2017-08-10,171
2017-08-11,171
2017-08-12,171
2017-08-13,162
2017-08-14,162
2017-08-15,162
2017-08-16,153
2017-08-17,153
2017-08-18,153
2017-08-19,145
2017-08-20,145
2017-08-21,137
2017-08-22,137
2017-08-23,130
2017-08-24,130
2017-08-25,130
2017-08-26,126
2017-08-27,126
2017-08-28,126
2017-08-29,124
2017-08-30,124
2017-08-31,124
2017-09-01,118
2017-09-03,116
2017-09-04,116
2017-09-05,116
2017-09-06,116
2017-09-07,116
2017-09-08,110
2017-09-09,110
2017-09-10,104
2017-09-11,104
2017-09-12,104
2017-09-13,99
2017-09-14,99
2017-09-15,99
2017-09-16,97
2017-09-17,97
2017-09-18,95
2017-09-19,95
2017-09-20,95
2017-09-21,95
2017-09-22,95
2017-09-23,95
2017-09-24,90
2017-09-25,90
2017-09-26,90
2017-09-27,85
2017-09-28,85
2017-09-29,84
2017-09-30,84
2017-10-01,84
2017-10-02,83
2017-10-03,83
2017-10-04,83
2017-10-05,78
2017-10-06,78
2017-10-07,78
2017-10-08,75
2017-10-09,75
2017-10-10,75
2017-10-11,71
2017-10-12,71
2017-10-13,71
2017-10-14,67
2017-10-15,67
2017-10-16,67
2017-10-17,63
2017-10-18,63
2017-10-19,63
2017-10-20,61
2017-10-21,61
2017-10-22,58
2017-10-23,58
2017-10-24,58
2017-10-25,55
2017-10-26,55
2017-10-27,55
2017-10-28,55
2017-10-29,54
2017-10-30,54
2017-10-31,54
2017-11-01,57
2017-11-02,57
2017-11-03,57
2017-11-04,57
2017-11-05,57
2017-11-06,57
2017-11-07,55
2017-11-08,55
2017-11-09,55
2017-11-10,52
2017-11-11,52
2017-11-12,52
2017-11-13,49
2017-11-14,49
2017-11-15,49
2017-11-16,47
2017-11-17,47
2017-11-18,47
2017-11-19,47
2017-11-20,47
2017-11-21,47
2017-11-22,49
2017-11-23,49
2017-11-24,49
2017-11-25,49
2017-11-26,49
2017-11-27,49
2017-11-28,50
2017-11-29,50
2017-11-30,50
2017-12-01,53
2017-12-02,53
2017-12-03,53
2017-12-04,55
2017-12-05,55
2017-12-06,55
2017-12-07,58
2017-12-08,58
2017-12-09,58
2017-12-10,60
2017-12-11,60
2017-12-12,60
2017-12-13,62
2017-12-14,62
2017-12-15,62
2017-12-16,66
2017-12-17,66
2017-12-18,70
2017-12-19,70
2017-12-20,70
2017-12-21,74
2017-12-22,74
2017-12-23,74
2017-12-24,78
2017-12-25,78
2017-12-26,78
2017-12-27,82
2017-12-28,82
2017-12-29,82
2017-12-30,87
2017-12-31,87
2018-01-01,87
2018-01-02,92
2018-01-03,92
2018-01-04,97
2018-01-05,97
2018-01-06,102
2018-01-07,102
2018-01-08,102
2018-01-09,108
2018-01-10,108
2018-01-11,108
2018-01-12,114
2018-01-13,114
2018-01-14,119
2018-01-15,119
2018-01-16,125
2018-01-17,125
2018-01-18,119
2018-01-19,119
2018-01-20,119
2018-01-21,125
2018-01-22,125
2018-01-23,127
2018-01-25,132
2018-01-26,132
2018-01-27,132
2018-01-28,132
2018-01-29,134
2018-01-30,134
2018-01-31,134
2018-02-01,134
2018-02-02,134
2018-02-03,137
2018-02-04,137
2018-02-05,139
2018-02-06,139
2018-02-07,140
2018-02-08,140
2018-02-09,140
2018-02-10,140
2018-02-11,142
2018-02-12,142
2018-02-13,147
2018-02-14,147
2018-02-15,147
2018-02-16,147
2018-02-17,151
2018-02-18,151
2018-02-19,153
2018-02-20,153
2018-02-21,149
2018-02-22,149
2018-02-23,141
2018-02-24,141
2018-02-25,136
2018-02-26,136
2018-02-27,143
2018-02-28,143
2018-03-01,147
2018-03-02,147
2018-03-03,147
2018-03-04,147
2018-03-05,147
2018-03-06,147
2018-03-07,154
2018-03-09,159
2018-03-10,159
2018-03-11,159
2018-03-12,159
2018-03-13,158
2018-03-14,158
2018-03-15,159
2018-03-16,159
2018-03-17,155
2018-03-18,155
2018-03-20,152
2018-03-21,152
2018-03-23,153
2018-03-24,153
2018-03-25,151
2018-03-26,151
2018-03-27,153
2018-03-28,153
2018-03-29,156
2018-03-30,156
2018-03-31,161
2018-04-01,161
2018-04-02,164
2018-04-03,164
2018-04-04,165
2018-04-05,165
2018-04-06,163
2018-04-07,163
2018-04-08,163
2018-04-09,166
2018-04-10,166
2018-04-11,171
2018-04-12,171
2018-04-13,171
2018-04-14,171
2018-04-15,167
2018-04-16,167
2018-04-17,165
2018-04-18,165
2018-04-19,165
2018-04-20,167
2018-04-21,167
2018-04-22,171
2018-04-23,171
2018-04-24,175
2018-04-25,175
2018-04-26,175
2018-04-27,172
2018-04-28,172
2018-04-29,171
2018-04-30,171
2018-05-01,177
2018-05-03,177
2018-05-04,179
2018-05-05,179
2018-05-07,177
2018-05-08,173
2018-05-09,173
2018-05-10,172
2018-05-11,172
2018-05-12,174
2018-05-13,174
2018-05-14,179
2018-05-15,179
2018-05-16,178
2018-05-17,178
2018-05-18,178
2018-05-19,178
2018-05-20,181
2018-05-21,181
2018-05-22,181
2018-05-23,181
2018-05-24,182
2018-05-25,182
2018-05-26,188
2018-05-27,188
2018-05-28,187
2018-05-29,187
2018-05-30,188
2018-05-31,188
2018-06-01,191
2018-06-02,190
2018-06-03,190
2018-06-04,190
2018-06-05,184
2018-06-06,184
2018-06-07,181
2018-06-08,181
2018-06-09,181
2018-06-10,181
2018-06-11,182
2018-06-12,182
2018-06-13,184
2018-06-14,184
2018-06-15,185
2018-06-16,185
2018-06-17,185
2018-06-18,185
2018-06-19,187
2018-06-20,187
2018-06-21,190
2018-06-22,190
2018-06-23,192
2018-06-24,192
2018-06-25,194
2018-06-26,194
2018-06-27,194
2018-06-28,187
2018-06-29,187
2018-06-30,180
2018-07-01,180
2018-07-02,182
2018-07-03,182
2018-07-04,176
2018-07-05,176
2018-07-06,173
2018-07-07,173
2018-07-08,169
2018-07-09,169
2018-07-10,161
2018-07-11,161
2018-07-12,161
2018-07-13,152
2018-07-14,144
2018-07-15,144
2018-07-16,136
2018-07-17,129
2018-07-18,129
2018-07-19,123
2018-07-20,123
2018-07-21,124
2018-07-22,130
2018-07-23,132
2018-07-24,132
2018-07-25,127
2018-07-26,127
2018-07-27,127
2018-07-28,127
2018-07-29,130
2018-07-30,130
2018-07-31,126
2018-08-01,126
2018-08-02,121
2018-08-03,121
2018-08-04,120
2018-08-05,115
2018-08-06,115
2018-08-07,115
2018-08-08,115
2018-08-09,115
2018-08-10,115
2018-08-11,115
2018-08-12,115
2018-08-14,117
2018-08-16,115
2018-08-17,113
2018-08-18,113
2018-08-19,112
2018-08-20,107
2018-08-21,107
2018-08-22,108
2018-08-23,108
2018-08-24,107
2018-08-25,107
2018-08-26,107
2018-08-27,104
2018-08-28,103
2018-08-29,103
2018-08-30,102
2018-08-31,101
2018-09-01,99
2018-09-02,99
2018-09-03,96
2018-09-04,97
2018-09-05,97
2018-09-06,97
2018-09-07,96
2018-09-08,97
2018-09-09,97
2018-09-10,98
2018-09-11,98
2018-09-12,100
2018-09-13,100
2018-09-14,99
2018-09-15,99
2018-09-16,99
2018-09-17,99
2018-09-18,99
2018-09-19,99
2018-09-20,99
2018-09-21,99
2018-09-22,99
2018-09-23,99
2018-09-24,100
2018-09-25,100
2018-09-26,98
2018-09-27,98
2018-09-28,101
2018-09-29,101
2018-09-30,98
2018-10-01,98
2018-10-02,98
2018-10-03,98
2018-10-04,98
2018-10-05,99
2018-10-06,100
2018-10-07,100
2018-10-08,102
2018-10-09,102
2018-10-10,107
2018-10-11,107
2018-10-12,109
2018-10-13,115
2018-10-14,115
2018-10-15,118
2018-10-16,118
2018-10-17,122
2018-10-18,122
2018-10-19,122
2018-10-20,122
2018-10-21,123
2018-10-22,123
2018-10-23,123
2018-10-24,122
2018-10-25,122
2018-10-26,125
2018-10-27,125
2018-10-28,126
2018-10-29,126
2018-10-30,128
2018-10-31,132
2018-11-01,128
2018-11-03,129
2018-11-04,132
2018-11-05,131
2018-11-06,133
2018-11-07,133
2018-11-08,136
2018-11-09,138
2018-11-10,139
2018-11-11,140
2018-11-12,142
2018-11-13,143
2018-11-14,149
2018-11-15,151
2018-11-16,149
2018-11-17,148
2018-11-18,147
2018-11-19,148
2018-11-20,146
2018-11-21,143
2018-11-22,140
2018-11-23,138
2018-11-24,134
2018-11-25,127
2018-11-26,127
2018-11-27,127
2018-11-28,128
2018-11-29,127
2018-12-01,128
2018-12-02,129
2018-12-03,129
2018-12-05,134
2018-12-07,133
2018-12-09,139
2018-12-10,139
2018-12-11,138
2018-12-12,140
2018-12-13,137
2018-12-14,133
2018-12-15,130
2018-12-16,132
2018-12-17,132
2018-12-18,136
2018-12-19,129
2018-12-20,122
2018-12-21,116
2018-12-22,116
2018-12-23,111
2018-12-24,111
2018-12-25,111
2018-12-26,110
2018-12-27,111
2018-12-28,111
2018-12-29,117
2018-12-30,123
2018-12-31,130
2019-01-01,137
2019-01-02,143
2019-01-03,146
2019-01-04,138
2019-01-05,132
2019-01-06,132
2019-01-08,126
2019-01-10,120
2019-01-11,119
2019-01-12,115
2019-01-13,112
2019-01-14,108
2019-01-15,104
2019-01-16,103
2019-01-17,104
2019-01-18,106
2019-01-19,101
2019-01-20,98
2019-01-21,96
2019-01-22,92
2019-01-23,87
2019-01-24,83
2019-01-25,78
2019-01-26,75
2019-01-27,71
2019-01-28,67
2019-01-29,66
2019-01-30,65
2019-01-31,65
2019-02-01,62
2019-02-02,64
2019-02-03,62
2019-02-04,62
2019-02-05,63
2019-02-06,63
2019-02-07,61
2019-02-08,59
2019-02-09,58
2019-02-10,57
2019-02-11,56
2019-02-12,56
2019-02-13,56
2019-02-14,56
2019-02-15,58
2019-02-16,56
2019-02-17,56
2019-02-18,54
2019-02-19,53
2019-02-20,55
2019-02-21,57
2019-02-22,57
2019-02-23,60
2019-02-24,63
2019-02-25,67
2019-02-26,67
2019-02-27,71
2019-02-28,71
2019-03-01,72
2019-03-02,69
2019-03-03,67
2019-03-04,67
2019-03-05,65
2019-03-06,63
2019-03-07,62
2019-03-08,62
2019-03-09,63
2019-03-10,61
2019-03-11,58
2019-03-12,57
2019-03-13,57
2019-03-14,56
2019-03-15,56
2019-03-16,57
2019-03-17,59
2019-03-18,59
2019-03-19,61
2019-03-20,63
2019-03-21,60
2019-03-22,60
2019-03-23,59
2019-03-24,56
2019-03-25,56
2019-03-26,54
2019-03-27,54
2019-03-28,52
2019-03-29,49
2019-03-30,49
2019-03-31,46
2019-04-01,43
2019-04-02,43
2019-04-03,40
2019-04-04,38
2019-04-05,38
2019-04-06,36
2019-04-07,34
2019-04-08,32
2019-04-09,32
2019-04-10,32
2019-04-11,34
2019-04-12,36
2019-04-13,38
2019-04-14,40
2019-04-15,40
2019-04-16,42
2019-04-17,42
2019-04-18,45
2019-04-19,45
2019-04-20,48
2019-04-21,48
2019-04-22,51
2019-04-23,53
2019-04-24,53
2019-04-25,54
2019-04-26,54
2019-04-27,54
2019-04-28,54
2019-04-29,54
2019-04-30,53
2019-05-01,53
2019-05-02,54
2019-05-03,52
2019-05-04,50
2019-05-05,50
2019-05-06,49
2019-05-07,51
2019-05-08,51
2019-05-09,51
2019-05-10,51
2019-05-11,51
2019-05-12,53
2019-05-13,53
2019-05-14,54
2019-05-15,54
2019-05-16,57
2019-05-17,57
2019-05-18,58
2019-05-19,58
2019-05-20,60
2019-05-21,60
2019-05-22,63
2019-05-23,63
2019-05-24,65
2019-05-25,63
2019-05-26,63
2019-05-27,62
2019-05-28,62
2019-05-29,64
2019-05-30,64
2019-05-31,64
2019-06-01,64
2019-06-02,65
2019-06-03,65
2019-06-04,69
2019-06-05,69
2019-06-06,67
2019-06-07,67
2019-06-08,65
2019-06-09,61
2019-06-10,61
2019-06-11,61
2019-06-12,61
2019-06-13,60
2019-06-14,60
2019-06-15,62
2019-06-16,60
2019-06-17,60
2019-06-18,59
2019-06-19,59
2019-06-20,59
2019-06-21,59
2019-06-22,59
2019-06-23,59
2019-06-24,59
2019-06-25,58
2019-06-26,58
2019-06-27,56
2019-06-28,56
2019-06-29,55
2019-06-30,54
2019-07-01,54
2019-07-02,51
2019-07-03,51
2019-07-04,49
2019-07-05,49
2019-07-06,49
2019-07-07,49
2019-07-08,52
2019-07-09,52
2019-07-10,55
2019-07-11,55
2019-07-12,58
2019-07-13,58
2019-07-14,61
2019-07-15,61
2019-07-16,59
2019-07-17,57
2019-07-18,57
2019-07-19,56
2019-07-20,56
2019-07-21,58
2019-07-22,58
2019-07-23,60
2019-07-24,60
2019-07-25,60
2019-07-26,60
2019-07-27,62
2019-07-28,62
2019-07-29,64
2019-07-30,64
2019-07-31,65
2019-08-01,65
2019-08-02,63
2019-08-03,66
2019-08-04,66
2019-08-05,68
2019-08-06,68
2019-08-07,71
2019-08-08,71
2019-08-09,71
2019-08-10,72
2019-08-11,72
2019-08-12,73
2019-08-13,73
2019-08-14,72
2019-08-15,72
2019-08-16,73
2019-08-17,73
2019-08-18,73
2019-08-19,73
2019-08-20,69
2019-08-21,69
2019-08-22,67
2019-08-23,67
2019-08-24,64
2019-08-24,64
2019-08-25,64
2019-08-25,64
2019-08-26,64
2019-08-26,64
