date_obj,Maple%20longbow%20(u) price
2015-12-26,111
2015-12-27,111
2015-12-28,114
2015-12-29,116
2015-12-30,116
2015-12-31,114
2016-01-01,111
2016-01-02,108
2016-01-03,105
2016-01-04,104
2016-01-05,108
2016-01-06,113
2016-01-07,118
2016-01-08,122
2016-01-09,126
2016-01-10,128
2016-01-11,127
2016-01-12,125
2016-01-13,126
2016-01-14,128
2016-01-15,125
2016-01-16,119
2016-01-17,115
2016-01-18,114
2016-01-19,112
2016-01-20,113
2016-01-21,113
2016-01-22,111
2016-01-23,107
2016-01-24,107
2016-01-25,111
2016-01-26,116
2016-01-27,121
2016-01-28,123
2016-01-29,128
2016-01-30,131
2016-01-31,129
2016-02-01,126
2016-02-02,126
2016-02-03,129
2016-02-04,133
2016-02-05,135
2016-02-06,134
2016-02-07,127
2016-02-08,123
2016-02-09,119
2016-02-10,118
2016-02-11,116
2016-02-12,119
2016-02-13,118
2016-02-14,115
2016-02-15,113
2016-02-16,115
2016-02-17,113
2016-02-18,111
2016-02-19,112
2016-02-20,108
2016-02-21,107
2016-02-22,111
2016-02-23,113
2016-02-24,114
2016-02-25,114
2016-02-26,113
2016-02-27,109
2016-02-28,106
2016-02-29,108
2016-03-01,112
2016-03-02,115
2016-03-03,115
2016-03-04,115
2016-03-05,111
2016-03-06,108
2016-03-07,104
2016-03-08,104
2016-03-09,105
2016-03-10,105
2016-03-11,108
2016-03-12,105
2016-03-13,102
2016-03-14,105
2016-03-15,109
2016-03-16,107
2016-03-17,102
2016-03-18,98
2016-03-19,96
2016-03-20,93
2016-03-21,93
2016-03-22,97
2016-03-23,101
2016-03-24,105
2016-03-25,105
2016-03-26,105
2016-03-27,106
2016-03-28,106
2016-03-29,103
2016-03-30,103
2016-03-31,101
2016-04-01,102
2016-04-02,99
2016-04-03,99
2016-04-04,98
2016-04-05,98
2016-04-06,99
2016-04-07,100
2016-04-08,101
2016-04-09,101
2016-04-10,101
2016-04-11,101
2016-04-12,101
2016-04-13,101
2016-04-14,102
2016-04-15,100
2016-04-16,98
2016-04-17,94
2016-04-18,94
2016-04-19,96
2016-04-20,95
2016-04-21,95
2016-04-22,93
2016-04-23,93
2016-04-24,90
2016-04-25,89
2016-04-26,92
2016-04-27,93
2016-04-28,94
2016-04-29,94
2016-04-30,95
2016-05-01,97
2016-05-02,98
2016-05-03,101
2016-05-04,103
2016-05-05,100
2016-05-06,101
2016-05-07,100
2016-05-08,98
2016-05-09,99
2016-05-10,99
2016-05-11,99
2016-05-12,99
2016-05-13,101
2016-05-14,99
2016-05-15,95
2016-05-16,93
2016-05-17,93
2016-05-18,93
2016-05-19,95
2016-05-22,97
2016-05-23,98
2016-05-24,97
2016-05-25,97
2016-05-26,98
2016-05-27,95
2016-05-28,91
2016-05-29,88
2016-05-30,89
2016-05-31,87
2016-06-01,87
2016-06-02,86
2016-06-03,88
2016-06-04,89
2016-06-05,88
2016-06-06,89
2016-06-07,86
2016-06-08,86
2016-06-09,88
2016-06-10,88
2016-06-11,87
2016-06-12,87
2016-06-13,87
2016-06-14,89
2016-06-15,92
2016-06-16,92
2016-06-17,96
2016-06-18,98
2016-06-19,101
2016-06-20,104
2016-06-21,107
2016-06-22,106
2016-06-23,105
2016-06-24,102
2016-06-25,100
2016-06-26,100
2016-06-27,102
2016-06-28,103
2016-06-29,101
2016-06-30,98
2016-07-01,99
2016-07-02,102
2016-07-03,105
2016-07-04,107
2016-07-05,106
2016-07-06,105
2016-07-07,107
2016-07-08,109
2016-07-09,112
2016-07-10,112
2016-07-11,109
2016-07-12,109
2016-07-13,108
2016-07-14,107
2016-07-15,107
2016-07-16,107
2016-07-17,111
2016-07-18,113
2016-07-23,114
2016-07-24,111
2016-07-25,110
2016-07-26,107
2016-07-27,105
2016-07-28,104
2016-07-29,104
2016-07-30,105
2016-07-31,108
2016-08-01,109
2016-08-02,110
2016-08-03,111
2016-08-04,109
2016-08-05,108
2016-08-06,107
2016-08-07,107
2016-08-08,107
2016-08-09,105
2016-08-10,102
2016-08-11,102
2016-08-12,99
2016-08-13,98
2016-08-14,97
2016-08-15,98
2016-08-16,101
2016-08-17,104
2016-08-18,102
2016-08-19,101
2016-08-20,99
2016-08-21,96
2016-08-22,93
2016-08-23,90
2016-08-24,89
2016-08-25,92
2016-08-26,94
2016-08-28,99
2016-08-31,103
2016-09-01,101
2016-09-02,98
2016-09-03,98
2016-09-04,101
2016-09-05,100
2016-09-06,102
2016-09-07,102
2016-09-08,98
2016-09-09,98
2016-09-10,97
2016-09-11,94
2016-09-12,96
2016-09-13,95
2016-09-14,97
2016-09-15,100
2016-09-16,103
2016-09-17,102
2016-09-18,96
2016-09-19,91
2016-09-20,86
2016-09-21,85
2016-09-22,82
2016-09-23,84
2016-09-24,87
2016-09-25,89
2016-09-26,89
2016-09-27,90
2016-09-28,91
2016-09-29,91
2016-09-30,93
2016-10-01,95
2016-10-02,94
2016-10-03,95
2016-10-04,96
2016-10-05,98
2016-10-06,99
2016-10-07,98
2016-10-08,98
2016-10-09,96
2016-10-10,97
2016-10-11,98
2016-10-12,100
2016-10-13,101
2016-10-14,100
2016-10-15,100
2016-10-16,97
2016-10-17,98
2016-10-18,97
2016-10-19,97
2016-10-20,97
2016-10-21,98
2016-10-22,96
2016-10-23,97
2016-10-24,96
2016-10-25,96
2016-10-26,96
2016-10-27,97
2016-10-28,97
2016-10-29,98
2016-10-30,96
2016-10-31,97
2016-11-01,95
2016-11-02,96
2016-11-03,94
2016-11-04,92
2016-11-05,90
2016-11-06,87
2016-11-07,86
2016-11-08,89
2016-11-09,89
2016-11-10,87
2016-11-11,86
2016-11-12,83
2016-11-13,81
2016-11-14,83
2016-12-07,83
2016-12-08,84
2016-12-09,85
2016-12-10,85
2016-12-11,84
2016-12-12,85
2016-12-13,85
2016-12-14,85
2016-12-15,86
2016-12-16,86
2016-12-17,85
2016-12-18,84
2016-12-19,84
2016-12-20,84
2016-12-21,83
2016-12-22,82
2016-12-23,83
2016-12-24,84
2016-12-25,83
2016-12-26,82
2016-12-27,80
2016-12-28,80
2016-12-29,80
2016-12-30,79
2016-12-31,78
2017-01-01,76
2017-01-02,74
2017-01-03,71
2017-01-04,69
2017-01-05,65
2017-01-06,66
2017-01-07,69
2017-01-08,69
2017-01-09,71
2017-01-10,70
2017-01-11,72
2017-01-12,73
2017-01-13,74
2017-01-14,75
2017-01-15,75
2017-01-16,75
2017-01-17,77
2017-01-18,78
2017-01-19,80
2017-01-20,81
2017-01-21,83
2017-01-22,83
2017-01-27,84
2017-01-28,84
2017-01-29,82
2017-01-30,83
2017-01-31,84
2017-02-01,83
2017-02-02,83
2017-02-03,82
2017-02-04,81
2017-02-05,79
2017-02-06,78
2017-02-07,77
2017-02-08,75
2017-02-09,75
2017-02-10,76
2017-02-11,76
2017-02-12,76
2017-02-13,75
2017-02-14,74
2017-02-15,73
2017-02-16,73
2017-02-18,72
2017-02-19,71
2017-02-20,71
2017-02-21,72
2017-02-22,71
2017-02-23,71
2017-02-24,72
2017-02-25,72
2017-02-26,72
2017-02-27,72
2017-02-28,72
2017-03-01,72
2017-03-02,72
2017-03-03,72
2017-03-04,71
2017-03-05,71
2017-03-06,71
2017-03-07,70
2017-03-08,69
2017-03-09,69
2017-03-10,70
2017-03-11,70
2017-03-12,70
2017-03-13,71
2017-03-14,72
2017-03-15,72
2017-03-16,71
2017-03-17,72
2017-03-18,70
2017-03-19,70
2017-03-20,69
2017-03-21,70
2017-03-22,70
2017-03-23,71
2017-03-24,73
2017-03-25,74
2017-03-26,74
2017-03-27,74
2017-03-28,76
2017-03-29,78
2017-03-30,79
2017-03-31,79
2017-04-01,77
2017-04-02,76
2017-04-03,77
2017-04-04,80
2017-04-12,77
2017-04-13,79
2017-04-14,81
2017-04-15,82
2017-04-16,83
2017-04-17,84
2017-04-18,86
2017-04-19,88
2017-04-20,90
2017-04-21,89
2017-04-22,88
2017-04-23,85
2017-04-24,85
2017-04-25,88
2017-04-26,87
2017-04-27,90
2017-04-28,90
2017-04-29,92
2017-04-30,92
2017-05-01,92
2017-05-02,93
2017-05-03,92
2017-05-04,92
2017-05-05,92
2017-05-06,92
2017-05-07,92
2017-05-08,94
2017-05-09,96
2017-05-10,97
2017-05-11,96
2017-05-12,94
2017-05-13,94
2017-05-14,96
2017-05-15,99
2017-05-16,100
2017-05-17,101
2017-05-18,99
2017-05-19,97
2017-05-20,93
2017-05-21,89
2017-05-22,84
2017-05-23,81
2017-05-24,76
2017-05-25,73
2017-05-26,71
2017-05-27,70
2017-05-28,70
2017-05-29,70
2017-05-30,70
2017-05-31,70
2017-06-01,71
2017-06-02,71
2017-06-03,70
2017-06-06,74
2017-06-07,74
2017-06-08,75
2017-06-09,74
2017-06-10,71
2017-06-11,68
2017-06-12,66
2017-06-13,64
2017-06-14,64
2017-06-15,66
2017-06-16,65
2017-06-17,66
2017-06-18,66
2017-06-19,67
2017-06-20,69
2017-06-21,71
2017-06-22,73
2017-06-23,76
2017-06-24,79
2017-06-25,82
2017-06-26,84
2017-06-27,85
2017-06-28,86
2017-06-29,87
2017-06-30,90
2017-07-01,92
2017-07-02,94
2017-07-03,94
2017-07-04,92
2017-07-05,90
2017-07-06,86
2017-07-07,82
2017-07-08,77
2017-07-13,71
2017-07-14,71
2017-07-15,72
2017-07-16,73
2017-07-17,74
2017-07-18,72
2017-07-19,74
2017-07-20,76
2017-07-21,77
2017-07-22,79
2017-07-23,81
2017-07-24,82
2017-07-25,80
2017-07-26,80
2017-07-27,81
2017-07-28,82
2017-07-29,83
2017-07-30,80
2017-07-31,79
2017-08-01,80
2017-08-02,82
2017-08-03,83
2017-08-04,84
2017-08-05,83
2017-08-06,81
2017-08-09,75
2017-08-10,72
2017-08-11,71
2017-08-12,69
2017-08-13,70
2017-08-14,72
2017-08-15,74
2017-08-16,77
2017-08-17,79
2017-08-18,81
2017-08-19,83
2017-08-20,83
2017-08-21,85
2017-08-22,86
2017-08-23,86
2017-08-24,85
2017-08-25,83
2017-08-26,79
2017-08-27,76
2017-08-28,73
2017-08-29,71
2017-08-30,68
2017-08-31,66
2017-09-01,64
2017-09-02,63
2017-09-03,66
2017-09-04,68
2017-09-05,70
2017-09-06,73
2017-09-07,75
2017-09-08,77
2017-09-09,79
2017-09-10,80
2017-09-11,80
2017-09-12,79
2017-09-13,81
2017-09-14,83
2017-09-15,83
2017-09-16,82
2017-09-17,80
2017-09-19,78
2017-09-20,79
2017-09-21,78
2017-09-22,77
2017-09-23,75
2017-09-24,73
2017-09-25,72
2017-09-26,70
2017-09-27,68
2017-09-28,68
2017-09-29,66
2017-09-30,66
2017-10-01,65
2017-10-02,66
2017-10-03,67
2017-10-04,67
2017-10-05,68
2017-10-06,70
2017-10-07,68
2017-10-08,66
2017-10-09,67
2017-10-10,68
2017-10-11,69
2017-10-12,71
2017-10-13,74
2017-10-14,72
2017-10-15,69
2017-10-16,68
2017-10-17,68
2017-10-18,68
2017-10-19,67
2017-10-20,66
2017-10-21,64
2017-10-22,62
2017-10-23,60
2017-10-24,58
2017-10-25,57
2017-10-26,56
2017-10-27,54
2017-10-28,54
2017-10-29,52
2017-10-30,53
2017-10-31,52
2017-11-02,52
2017-11-03,54
2017-11-04,55
2017-11-05,56
2017-11-06,58
2017-11-07,60
2017-11-08,61
2017-11-09,61
2017-11-10,61
2017-11-11,61
2017-11-12,60
2017-11-13,59
2017-11-14,58
2017-11-15,60
2017-11-16,61
2017-11-17,63
2017-11-18,64
2017-11-19,65
2017-11-20,65
2017-11-21,66
2017-11-22,66
2017-11-23,65
2017-11-24,64
2017-11-25,65
2017-11-26,64
2017-11-27,65
2017-11-28,66
2017-11-29,67
2017-11-30,68
2017-12-01,69
2017-12-02,69
2017-12-03,69
2017-12-04,69
2017-12-05,70
2017-12-06,70
2017-12-07,71
2017-12-08,70
2017-12-09,70
2017-12-10,70
2017-12-11,70
2017-12-12,71
2017-12-14,66
2017-12-15,64
2017-12-17,60
2017-12-18,60
2017-12-19,60
2017-12-20,60
2017-12-21,61
2017-12-22,61
2017-12-23,61
2017-12-24,61
2017-12-25,61
2017-12-26,61
2017-12-27,61
2017-12-28,61
2017-12-29,62
2017-12-30,63
2017-12-31,64
2018-01-01,63
2018-01-02,61
2018-01-03,61
2018-01-04,61
2018-01-05,60
2018-01-06,60
2018-01-07,60
2018-01-08,60
2018-01-09,60
2018-01-10,60
2018-01-11,60
2018-01-12,60
2018-01-13,60
2018-01-14,60
2018-01-15,61
2018-01-16,61
2018-01-17,60
2018-01-18,59
2018-01-19,59
2018-01-20,59
2018-01-21,59
2018-01-22,59
2018-01-23,59
2018-01-25,60
2018-01-26,60
2018-01-27,60
2018-01-28,60
2018-01-29,60
2018-01-31,60
2018-02-01,60
2018-02-02,60
2018-02-03,60
2018-02-04,60
2018-02-05,60
2018-02-06,61
2018-02-07,61
2018-02-08,60
2018-02-09,60
2018-02-10,60
2018-02-11,59
2018-02-12,58
2018-02-13,57
2018-02-14,56
2018-02-15,56
2018-02-16,56
2018-02-17,55
2018-02-18,55
2018-02-19,55
2018-02-20,55
2018-02-21,56
2018-02-22,55
2018-02-23,56
2018-02-24,55
2018-02-25,55
2018-02-26,56
2018-02-27,56
2018-03-01,57
2018-03-02,56
2018-03-03,56
2018-03-04,56
2018-03-05,56
2018-03-06,56
2018-03-07,55
2018-03-08,56
2018-03-09,55
2018-03-10,55
2018-03-11,54
2018-03-12,54
2018-03-13,54
2018-03-14,53
2018-03-15,53
2018-03-16,52
2018-03-17,51
2018-03-18,51
2018-03-19,51
2018-03-20,51
2018-03-21,51
2018-03-23,52
2018-03-24,52
2018-03-26,52
2018-03-27,52
2018-03-28,52
2018-03-29,53
2018-03-30,53
2018-03-31,52
2018-04-01,52
2018-04-02,52
2018-04-03,52
2018-04-04,52
2018-04-05,52
2018-04-06,53
2018-04-07,52
2018-04-08,53
2018-04-09,54
2018-04-10,53
2018-04-11,53
2018-04-12,53
2018-04-13,53
2018-04-14,54
2018-04-15,54
2018-04-16,55
2018-04-17,57
2018-04-18,57
2018-04-19,59
2018-04-20,59
2018-04-21,58
2018-04-22,57
2018-04-23,59
2018-04-24,60
2018-04-25,60
2018-04-26,60
2018-04-27,62
2018-04-28,65
2018-04-29,67
2018-04-30,69
2018-05-01,70
2018-05-04,70
2018-05-05,70
2018-05-06,70
2018-05-07,69
2018-05-08,68
2018-05-09,68
2018-05-10,67
2018-05-11,66
2018-05-12,64
2018-05-13,63
2018-05-14,61
2018-05-15,60
2018-05-16,59
2018-05-17,58
2018-05-18,58
2018-05-19,58
2018-05-20,59
2018-05-21,59
2018-05-22,59
2018-05-23,59
2018-05-24,61
2018-05-25,62
2018-05-26,63
2018-05-27,63
2018-05-28,63
2018-05-29,63
2018-05-30,63
2018-05-31,65
2018-06-01,66
2018-06-02,66
2018-06-03,67
2018-06-04,68
2018-06-05,69
2018-06-06,69
2018-06-07,68
2018-06-08,66
2018-06-09,65
2018-06-10,65
2018-06-11,64
2018-06-12,65
2018-06-13,66
2018-06-14,67
2018-06-15,66
2018-06-16,67
2018-06-17,67
2018-06-18,68
2018-06-19,68
2018-06-20,69
2018-06-21,69
2018-06-22,67
2018-06-23,66
2018-06-24,65
2018-06-25,67
2018-06-26,67
2018-06-27,67
2018-06-28,67
2018-06-29,67
2018-06-30,68
2018-07-01,66
2018-07-02,65
2018-07-03,65
2018-07-04,66
2018-07-05,64
2018-07-06,63
2018-07-07,63
2018-07-08,62
2018-07-09,61
2018-07-10,61
2018-07-11,61
2018-07-12,60
2018-07-13,60
2018-07-14,60
2018-07-15,60
2018-07-16,61
2018-07-17,61
2018-07-18,62
2018-07-19,62
2018-07-20,63
2018-07-21,63
2018-07-22,63
2018-07-23,64
2018-07-24,65
2018-07-25,65
2018-07-26,66
2018-07-27,66
2018-07-28,67
2018-07-29,66
2018-07-30,66
2018-07-31,66
2018-08-01,66
2018-08-02,66
2018-08-03,66
2018-08-04,66
2018-08-05,66
2018-08-06,66
2018-08-07,66
2018-08-08,66
2018-08-09,65
2018-08-10,64
2018-08-11,62
2018-08-12,60
2018-08-14,57
2018-08-16,54
2018-08-17,52
2018-08-18,50
2018-08-19,48
2018-08-20,47
2018-08-21,46
2018-08-22,47
2018-08-23,47
2018-08-24,48
2018-08-25,49
2018-08-26,49
2018-08-27,50
2018-08-28,51
2018-08-29,51
2018-08-30,50
2018-08-31,51
2018-09-01,51
2018-09-02,49
2018-09-03,49
2018-09-04,48
2018-09-05,48
2018-09-06,49
2018-09-07,49
2018-09-08,49
2018-09-09,49
2018-09-10,49
2018-09-11,49
2018-09-12,49
2018-09-13,49
2018-09-14,49
2018-09-15,49
2018-09-16,49
2018-09-17,49
2018-09-18,49
2018-09-19,49
2018-09-20,50
2018-09-21,50
2018-09-22,50
2018-09-23,49
2018-09-24,50
2018-09-25,50
2018-09-26,51
2018-09-27,52
2018-09-28,53
2018-09-29,54
2018-09-30,53
2018-10-02,53
2018-10-03,54
2018-10-04,55
2018-10-05,55
2018-10-06,55
2018-10-07,53
2018-10-08,53
2018-10-09,52
2018-10-10,52
2018-10-11,52
2018-10-12,51
2018-10-13,51
2018-10-14,52
2018-10-15,52
2018-10-16,52
2018-10-17,52
2018-10-18,52
2018-10-19,51
2018-10-20,51
2018-10-21,50
2018-10-22,51
2018-10-23,51
2018-10-24,52
2018-10-25,53
2018-10-26,54
2018-10-27,54
2018-10-28,53
2018-10-29,53
2018-10-30,52
2018-10-31,52
2018-11-01,52
2018-11-03,51
2018-11-04,50
2018-11-05,49
2018-11-06,47
2018-11-07,45
2018-11-08,43
2018-11-09,41
2018-11-10,38
2018-11-11,36
2018-11-12,34
2018-11-13,33
2018-11-14,31
2018-11-15,30
2018-11-16,29
2018-11-17,28
2018-11-18,27
2018-11-19,26
2018-11-20,26
2018-11-21,26
2018-11-22,27
2018-11-23,27
2018-11-24,27
2018-11-25,28
2018-11-26,29
2018-11-27,30
2018-11-28,31
2018-11-29,31
2018-12-01,31
2018-12-02,31
2018-12-03,31
2018-12-04,31
2018-12-05,31
2018-12-07,31
2018-12-09,31
2018-12-10,31
2018-12-11,31
2018-12-12,31
2018-12-13,31
2018-12-14,31
2018-12-15,31
2018-12-16,31
2018-12-17,30
2018-12-18,31
2018-12-19,31
2018-12-20,31
2018-12-21,31
2018-12-22,31
2018-12-23,31
2018-12-24,31
2018-12-25,31
2018-12-26,31
2018-12-27,31
2018-12-28,31
2018-12-29,31
2018-12-30,30
2018-12-31,31
2019-01-01,31
2019-01-02,31
2019-01-03,31
2019-01-04,30
2019-01-05,30
2019-01-06,30
2019-01-08,30
2019-01-10,30
2019-01-11,30
2019-01-12,30
2019-01-13,30
2019-01-14,30
2019-01-15,30
2019-01-16,30
2019-01-17,30
2019-01-18,30
2019-01-19,30
2019-01-20,30
2019-01-21,30
2019-01-22,30
2019-01-23,31
2019-01-24,31
2019-01-25,31
2019-01-26,31
2019-01-27,31
2019-01-29,32
2019-01-30,32
2019-01-31,32
2019-02-01,32
2019-02-02,32
2019-02-03,32
2019-02-04,32
2019-02-05,32
2019-02-06,32
2019-02-07,32
2019-02-08,32
2019-02-09,32
2019-02-10,31
2019-02-11,32
2019-02-12,33
2019-02-13,34
2019-02-14,34
2019-02-15,35
2019-02-16,36
2019-02-17,36
2019-02-18,37
2019-02-19,38
2019-02-20,39
2019-02-21,40
2019-02-22,41
2019-02-23,42
2019-02-24,42
2019-02-25,43
2019-02-26,44
2019-02-27,43
2019-02-28,44
2019-03-01,44
2019-03-02,42
2019-03-03,40
2019-03-04,40
2019-03-05,40
2019-03-06,41
2019-03-07,43
2019-03-08,45
2019-03-09,47
2019-03-10,49
2019-03-11,51
2019-03-12,53
2019-03-13,56
2019-03-14,59
2019-03-15,62
2019-03-16,65
2019-03-17,68
2019-03-18,67
2019-03-19,67
2019-03-20,67
2019-03-21,67
2019-03-22,67
2019-03-23,66
2019-03-24,67
2019-03-25,68
2019-03-26,69
2019-03-27,69
2019-03-28,69
2019-03-29,72
2019-03-30,73
2019-03-31,71
2019-04-01,73
2019-04-02,76
2019-04-03,79
2019-04-04,81
2019-04-05,83
2019-04-06,83
2019-04-07,83
2019-04-08,84
2019-04-09,83
2019-04-10,80
2019-04-11,77
2019-04-12,74
2019-04-13,71
2019-04-14,69
2019-04-15,68
2019-04-16,68
2019-04-17,66
2019-04-18,63
2019-04-19,60
2019-04-20,58
2019-04-21,58
2019-04-22,59
2019-04-23,58
2019-04-24,58
2019-04-25,59
2019-04-26,59
2019-04-27,59
2019-04-28,59
2019-04-29,58
2019-04-30,58
2019-05-01,57
2019-05-02,56
2019-05-03,56
2019-05-04,55
2019-05-05,56
2019-05-06,57
2019-05-07,58
2019-05-08,58
2019-05-09,60
2019-05-10,61
2019-05-11,62
2019-05-12,62
2019-05-13,63
2019-05-14,63
2019-05-15,63
2019-05-16,63
2019-05-17,63
2019-05-18,65
2019-05-19,65
2019-05-20,67
2019-05-21,68
2019-05-22,70
2019-05-23,72
2019-05-24,73
2019-05-25,74
2019-05-26,73
2019-05-27,73
2019-05-28,72
2019-05-29,73
2019-05-30,72
2019-05-31,73
2019-06-01,72
2019-06-02,68
2019-06-03,64
2019-06-04,61
2019-06-05,58
2019-06-06,56
2019-06-07,56
2019-06-08,56
2019-06-09,57
2019-06-10,57
2019-06-11,58
2019-06-12,59
2019-06-13,61
2019-06-14,63
2019-06-15,65
2019-06-16,66
2019-06-17,67
2019-06-18,69
2019-06-19,70
2019-06-20,71
2019-06-21,72
2019-06-22,72
2019-06-23,70
2019-06-24,68
2019-06-25,68
2019-06-26,66
2019-06-27,66
2019-06-28,64
2019-06-29,63
2019-06-30,63
2019-07-01,62
2019-07-02,61
2019-07-03,61
2019-07-04,61
2019-07-05,60
2019-07-06,59
2019-07-07,57
2019-07-08,56
2019-07-09,57
2019-07-10,57
2019-07-11,58
2019-07-12,59
2019-07-13,58
2019-07-14,58
2019-07-15,57
2019-07-16,57
2019-07-17,56
2019-07-18,56
2019-07-19,56
2019-07-20,55
2019-07-21,55
2019-07-22,54
2019-07-23,55
2019-07-24,55
2019-07-25,55
2019-07-26,57
2019-07-27,57
2019-07-28,57
2019-07-29,57
2019-07-30,57
2019-07-31,58
2019-08-01,59
2019-08-02,60
2019-08-03,61
2019-08-04,59
2019-08-05,59
2019-08-06,60
2019-08-07,61
2019-08-08,61
2019-08-09,58
2019-08-10,58
2019-08-11,57
2019-08-12,58
2019-08-13,58
2019-08-14,59
2019-08-15,59
2019-08-16,60
2019-08-17,60
2019-08-18,61
2019-08-19,62
2019-08-20,62
2019-08-21,63
2019-08-22,63
2019-08-23,63
2019-08-24,63
2019-08-24,63
2019-08-25,63
2019-08-25,63
2019-08-26,61
2019-08-26,61
2019-08-27,60
2019-08-27,60
2019-08-28,61
2019-08-29,61
