date_obj,Fire%20tiara price
2016-07-27,429
2016-07-28,429
2016-07-29,415
2016-07-30,394
2016-07-31,394
2016-08-01,374
2016-08-02,355
2016-08-03,337
2016-08-04,337
2016-08-05,326
2016-08-06,324
2016-08-07,334
2016-08-08,334
2016-08-09,347
2016-08-10,364
2016-08-11,364
2016-08-12,381
2016-08-13,381
2016-08-14,361
2016-08-15,358
2016-08-16,356
2016-08-17,356
2016-08-18,349
2016-08-19,341
2016-08-20,323
2016-08-21,323
2016-08-22,306
2016-08-23,290
2016-08-24,290
2016-08-25,275
2016-08-26,275
2016-08-28,261
2016-08-31,234
2016-09-01,224
2016-09-02,224
2016-09-03,221
2016-09-04,210
2016-09-05,205
2016-09-06,212
2016-09-07,212
2016-09-08,213
2016-09-09,213
2016-09-10,202
2016-09-11,202
2016-09-12,195
2016-09-13,195
2016-09-14,195
2016-09-15,192
2016-09-16,192
2016-09-17,182
2016-09-18,182
2016-09-19,172
2016-09-20,172
2016-09-21,166
2016-09-22,173
2016-09-23,173
2016-09-24,182
2016-09-25,189
2016-09-26,189
2016-09-27,186
2016-09-28,186
2016-09-29,188
2016-09-30,195
2016-10-01,199
2016-10-02,199
2016-10-03,196
2016-10-04,196
2016-10-05,197
2016-10-06,197
2016-10-07,198
2016-10-08,200
2016-10-09,200
2016-10-10,206
2016-10-11,206
2016-10-12,205
2016-10-13,208
2016-10-14,203
2016-10-15,196
2016-10-16,196
2016-10-17,196
2016-10-18,196
2016-10-19,197
2016-10-20,197
2016-10-21,198
2016-10-22,198
2016-10-23,199
2016-10-24,190
2016-10-25,190
2016-10-26,197
2016-10-27,197
2016-10-28,202
2016-10-29,200
2016-10-30,200
2016-10-31,202
2016-11-01,202
2016-11-02,212
2016-11-03,212
2016-11-04,216
2016-11-05,216
2016-11-06,219
2016-11-07,219
2016-11-08,220
2016-11-09,220
2016-11-10,229
2016-11-11,229
2016-11-12,239
2016-11-13,239
2016-11-14,248
2016-11-15,260
2016-12-07,333
2016-12-08,349
2016-12-09,367
2016-12-10,367
2016-12-11,358
2016-12-12,358
2016-12-13,357
2016-12-14,356
2016-12-15,356
2016-12-16,367
2016-12-17,382
2016-12-18,382
2016-12-19,388
2016-12-20,392
2016-12-21,398
2016-12-22,398
2016-12-23,382
2016-12-24,382
2016-12-25,369
2016-12-26,369
2016-12-27,373
2016-12-28,368
2016-12-29,382
2016-12-30,373
2016-12-31,391
2017-01-01,409
2017-01-02,406
2017-01-03,406
2017-01-04,415
2017-01-05,415
2017-01-06,423
2017-01-07,414
2017-01-08,424
2017-01-09,434
2017-01-10,420
2017-01-11,437
2017-01-12,435
2017-01-13,435
2017-01-14,444
2017-01-15,454
2017-01-16,476
2017-01-17,458
2017-01-18,462
2017-01-19,462
2017-01-20,480
2017-01-21,488
2017-01-22,497
2017-01-23,512
2017-01-27,450
2017-01-28,458
2017-01-29,467
2017-01-30,467
2017-01-31,464
2017-02-01,473
2017-02-02,459
2017-02-03,453
2017-02-04,448
2017-02-05,453
2017-02-06,459
2017-02-07,436
2017-02-08,435
2017-02-09,435
2017-02-10,432
2017-02-11,411
2017-02-12,411
2017-02-13,421
2017-02-14,437
2017-02-15,437
2017-02-16,446
2017-02-18,451
2017-02-19,432
2017-02-20,446
2017-02-21,427
2017-02-22,427
2017-02-23,406
2017-02-24,406
2017-02-25,399
2017-02-26,404
2017-02-27,408
2017-02-28,400
2017-03-01,388
2017-03-02,395
2017-03-03,395
2017-03-04,405
2017-03-05,425
2017-03-06,434
2017-03-07,449
2017-03-08,449
2017-03-09,457
2017-03-10,459
2017-03-11,438
2017-03-12,427
2017-03-13,410
2017-03-14,389
2017-03-15,369
2017-03-16,350
2017-03-17,332
2017-03-18,315
2017-03-19,307
2017-03-20,300
2017-03-21,285
2017-03-22,270
2017-03-23,277
2017-03-24,284
2017-03-25,284
2017-03-26,287
2017-03-27,288
2017-03-28,276
2017-03-29,268
2017-03-30,266
2017-03-31,264
2017-04-01,266
2017-04-02,266
2017-04-03,269
2017-04-04,262
2017-04-12,187
2017-04-13,182
2017-04-14,187
2017-04-15,193
2017-04-16,196
2017-04-17,193
2017-04-18,197
2017-04-19,199
2017-04-20,193
2017-04-21,195
2017-04-22,195
2017-04-23,199
2017-04-24,204
2017-04-25,212
2017-04-26,212
2017-04-27,210
2017-04-28,221
2017-04-29,226
2017-04-30,233
2017-05-01,232
2017-05-02,238
2017-05-03,249
2017-05-04,256
2017-05-05,254
2017-05-06,260
2017-05-07,262
2017-05-08,275
2017-05-09,286
2017-05-10,298
2017-05-11,313
2017-05-12,322
2017-05-13,322
2017-05-14,322
2017-05-15,311
2017-05-16,309
2017-05-17,309
2017-05-18,316
2017-05-19,316
2017-05-20,321
2017-05-21,321
2017-05-22,317
2017-05-23,323
2017-05-24,337
2017-05-25,326
2017-05-26,310
2017-05-27,310
2017-05-28,299
2017-05-29,301
2017-05-30,302
2017-05-31,303
2017-06-01,300
2017-06-02,308
2017-06-03,308
2017-06-04,314
2017-06-05,316
2017-06-06,325
2017-06-07,319
2017-06-08,319
2017-06-09,315
2017-06-10,322
2017-06-11,305
2017-06-12,305
2017-06-13,289
2017-06-14,274
2017-06-15,260
2017-06-16,247
2017-06-17,248
2017-06-18,253
2017-06-19,253
2017-06-20,256
2017-06-21,266
2017-06-22,266
2017-06-23,270
2017-06-24,258
2017-06-25,245
2017-06-26,232
2017-06-27,221
2017-06-28,214
2017-06-29,214
2017-06-30,212
2017-07-01,212
2017-07-02,209
2017-07-03,217
2017-07-04,216
2017-07-05,216
2017-07-06,211
2017-07-07,211
2017-07-08,213
2017-07-13,221
2017-07-14,233
2017-07-15,233
2017-07-16,244
2017-07-17,251
2017-07-18,262
2017-07-19,272
2017-07-20,277
2017-07-21,278
2017-07-22,292
2017-07-23,307
2017-07-24,313
2017-07-25,311
2017-07-26,322
2017-07-27,339
2017-07-28,356
2017-07-29,356
2017-07-30,364
2017-07-31,364
2017-08-01,357
2017-08-02,373
2017-08-03,386
2017-08-04,386
2017-08-05,397
2017-08-06,397
2017-08-09,409
2017-08-10,424
2017-08-11,422
2017-08-12,420
2017-08-13,408
2017-08-14,426
2017-08-15,427
2017-08-16,413
2017-08-17,415
2017-08-18,415
2017-08-19,430
2017-08-20,451
2017-08-21,455
2017-08-22,477
2017-08-23,473
2017-08-24,473
2017-08-25,494
2017-08-26,513
2017-08-27,523
2017-08-28,535
2017-08-29,535
2017-08-30,516
2017-08-31,516
2017-09-01,521
2017-09-02,516
2017-09-03,516
2017-09-04,519
2017-09-05,537
2017-09-06,546
2017-09-07,572
2017-09-08,572
2017-09-09,589
2017-09-10,593
2017-09-11,623
2017-09-12,623
2017-09-13,632
2017-09-14,600
2017-09-15,600
2017-09-16,570
2017-09-17,541
2017-09-18,513
2017-09-19,488
2017-09-20,463
2017-09-21,439
2017-09-22,428
2017-09-23,428
2017-09-24,413
2017-09-25,416
2017-09-26,424
2017-09-27,424
2017-09-28,433
2017-09-29,446
2017-09-30,435
2017-10-01,417
2017-10-02,400
2017-10-03,400
2017-10-04,399
2017-10-05,406
2017-10-06,420
2017-10-07,423
2017-10-08,434
2017-10-09,432
2017-10-10,412
2017-10-11,412
2017-10-12,391
2017-10-13,379
2017-10-14,384
2017-10-15,384
2017-10-16,391
2017-10-17,391
2017-10-18,388
2017-10-19,406
2017-10-20,406
2017-10-21,415
2017-10-22,410
2017-10-23,431
2017-10-24,451
2017-10-25,472
2017-10-26,495
2017-10-27,520
2017-10-28,520
2017-10-29,526
2017-10-30,551
2017-10-31,578
2017-11-01,578
2017-11-02,585
2017-11-03,612
2017-11-04,636
2017-11-05,631
2017-11-06,599
2017-11-07,599
2017-11-08,610
2017-11-09,617
2017-11-10,617
2017-11-11,628
2017-11-12,640
2017-11-13,647
2017-11-14,647
2017-11-15,652
2017-11-16,645
2017-11-17,632
2017-11-18,632
2017-11-19,661
2017-11-20,694
2017-11-21,709
2017-11-22,744
2017-11-23,771
2017-11-24,771
2017-11-25,732
2017-11-26,695
2017-11-27,695
2017-11-28,673
2017-11-29,666
2017-11-30,666
2017-12-01,656
2017-12-02,656
2017-12-03,675
2017-12-04,675
2017-12-05,666
2017-12-06,632
2017-12-07,618
2017-12-08,618
2017-12-09,626
2017-12-10,643
2017-12-11,662
2017-12-12,693
2017-12-13,728
2017-12-14,765
2017-12-15,747
2017-12-16,747
2017-12-17,740
2017-12-18,773
2017-12-19,773
2017-12-20,801
2017-12-21,793
2017-12-22,797
2017-12-23,783
2017-12-24,813
2017-12-25,813
2017-12-26,854
2017-12-27,852
2017-12-28,867
2017-12-29,898
2017-12-30,933
2017-12-31,966
2018-01-01,1013
2018-01-02,1041
2018-01-03,1012
2018-01-04,974
2018-01-05,979
2018-01-06,962
2018-01-07,931
2018-01-08,967
2018-01-09,1013
2018-01-10,1013
2018-01-11,1032
2018-01-12,1040
2018-01-13,1059
2018-01-14,1029
2018-01-15,1045
2018-01-16,1074
2018-01-17,1058
2018-01-18,1015
2018-01-19,1015
2018-01-20,971
2018-01-21,932
2018-01-22,904
2018-01-23,867
2018-01-24,847
2018-01-25,842
2018-01-26,802
2018-01-27,787
2018-01-28,774
2018-01-29,800
2018-01-30,806
2018-01-31,837
2018-02-01,857
2018-02-02,900
2018-02-03,920
2018-02-04,883
2018-02-05,856
2018-02-06,878
2018-02-07,872
2018-02-08,877
2018-02-09,863
2018-02-10,838
2018-02-11,819
2018-02-12,808
2018-02-13,796
2018-02-14,811
2018-02-15,846
2018-02-16,819
2018-02-17,778
2018-02-18,772
2018-02-19,751
2018-02-20,716
2018-02-21,714
2018-02-22,693
2018-02-23,700
2018-02-24,665
2018-02-25,648
2018-02-26,617
2018-02-27,594
2018-02-28,568
2018-03-01,568
2018-03-02,570
2018-03-03,549
2018-03-04,549
2018-03-05,543
2018-03-06,532
2018-03-07,537
2018-03-08,532
2018-03-09,527
2018-03-10,500
2018-03-11,482
2018-03-12,458
2018-03-13,453
2018-03-14,446
2018-03-15,434
2018-03-16,423
2018-03-17,405
2018-03-18,384
2018-03-20,353
2018-03-21,360
2018-03-23,337
2018-03-24,337
2018-03-25,344
2018-03-26,340
2018-03-27,339
2018-03-28,355
2018-03-29,367
2018-03-30,376
2018-03-31,359
2018-04-01,341
2018-04-02,336
2018-04-03,346
2018-04-04,328
2018-04-05,311
2018-04-06,295
2018-04-07,280
2018-04-08,266
2018-04-09,252
2018-04-10,239
2018-04-11,227
2018-04-12,228
2018-04-13,236
2018-04-14,235
2018-04-15,234
2018-04-16,231
2018-04-17,232
2018-04-18,230
2018-04-19,228
2018-04-20,219
2018-04-21,208
2018-04-22,197
2018-04-23,187
2018-04-24,177
2018-04-25,175
2018-04-26,183
2018-04-27,181
2018-04-28,175
2018-04-29,180
2018-04-30,183
2018-05-01,193
2018-05-03,212
2018-05-04,213
2018-05-05,219
2018-05-06,219
2018-05-07,228
2018-05-08,238
2018-05-09,250
2018-05-10,256
2018-05-11,266
2018-05-12,280
2018-05-13,273
2018-05-14,274
2018-05-15,260
2018-05-16,260
2018-05-17,269
2018-05-18,277
2018-05-19,281
2018-05-20,295
2018-05-21,296
2018-05-22,311
2018-05-23,302
2018-05-24,286
2018-05-25,277
2018-05-26,272
2018-05-27,279
2018-05-28,280
2018-05-29,291
2018-05-30,296
2018-05-31,307
2018-06-01,314
2018-06-02,311
2018-06-03,307
2018-06-04,320
2018-06-05,322
2018-06-06,322
2018-06-07,306
2018-06-08,297
2018-06-09,304
2018-06-10,312
2018-06-11,309
2018-06-12,297
2018-06-13,285
2018-06-14,273
2018-06-15,273
2018-06-16,274
2018-06-17,260
2018-06-18,248
2018-06-19,248
2018-06-20,248
2018-06-21,236
2018-06-22,232
2018-06-23,222
2018-06-24,220
2018-06-25,213
2018-06-26,220
2018-06-27,217
2018-06-28,220
2018-06-29,220
2018-06-30,231
2018-07-01,231
2018-07-02,239
2018-07-03,235
2018-07-04,246
2018-07-05,233
2018-07-06,221
2018-07-07,209
2018-07-08,198
2018-07-09,188
2018-07-10,178
2018-07-11,173
2018-07-12,179
2018-07-13,173
2018-07-14,164
2018-07-15,156
2018-07-16,161
2018-07-17,168
2018-07-18,172
2018-07-19,176
2018-07-20,178
2018-07-21,183
2018-07-22,178
2018-07-23,184
2018-07-24,183
2018-07-25,193
2018-07-26,189
2018-07-27,190
2018-07-28,200
2018-07-29,208
2018-07-30,216
2018-07-31,226
2018-08-01,225
2018-08-02,236
2018-08-03,244
2018-08-04,251
2018-08-05,238
2018-08-06,233
2018-08-07,232
2018-08-08,234
2018-08-09,233
2018-08-10,226
2018-08-11,233
2018-08-12,240
2018-08-14,242
2018-08-16,251
2018-08-17,250
2018-08-18,246
2018-08-19,249
2018-08-20,260
2018-08-21,272
2018-08-22,277
2018-08-23,263
2018-08-24,251
2018-08-25,264
2018-08-26,278
2018-08-27,271
2018-08-28,281
2018-08-29,296
2018-08-30,311
2018-08-31,327
2018-09-01,344
2018-09-02,362
2018-09-03,381
2018-09-04,389
2018-09-05,409
2018-09-06,430
2018-09-07,452
2018-09-08,475
2018-09-09,495
2018-09-10,508
2018-09-11,511
2018-09-12,536
2018-09-13,554
2018-09-14,546
2018-09-15,543
2018-09-16,527
2018-09-17,534
2018-09-18,514
2018-09-19,512
2018-09-20,523
2018-09-21,526
2018-09-22,499
2018-09-23,488
2018-09-24,480
2018-09-25,464
2018-09-26,457
2018-09-27,435
2018-09-28,447
2018-09-29,467
2018-09-30,448
2018-10-01,425
2018-10-02,403
2018-10-03,382
2018-10-04,362
2018-10-05,343
2018-10-06,334
2018-10-07,319
2018-10-08,303
2018-10-09,287
2018-10-10,272
2018-10-11,258
2018-10-12,245
2018-10-13,232
2018-10-14,220
2018-10-15,209
2018-10-16,202
2018-10-17,204
2018-10-18,197
2018-10-19,188
2018-10-20,192
2018-10-21,194
2018-10-22,187
2018-10-23,177
2018-10-24,179
2018-10-25,182
2018-10-26,186
2018-10-27,185
2018-10-28,185
2018-10-29,188
2018-10-30,191
2018-10-31,199
2018-11-01,209
2018-11-03,207
2018-11-04,200
2018-11-05,207
2018-11-06,208
2018-11-07,216
2018-11-08,227
2018-11-09,230
2018-11-10,233
2018-11-11,237
2018-11-12,247
2018-11-13,256
2018-11-14,257
2018-11-15,254
2018-11-16,248
2018-11-17,255
2018-11-18,260
2018-11-19,263
2018-11-20,276
2018-11-21,290
2018-11-22,299
2018-11-23,310
2018-11-24,301
2018-11-25,305
2018-11-26,319
2018-11-27,332
2018-11-28,322
2018-11-29,323
2018-12-01,336
2018-12-02,321
2018-12-03,333
2018-12-04,336
2018-12-05,339
2018-12-07,336
2018-12-09,355
2018-12-10,349
2018-12-11,366
2018-12-12,366
2018-12-13,376
2018-12-14,380
2018-12-15,375
2018-12-16,367
2018-12-17,375
2018-12-18,369
2018-12-19,374
2018-12-20,367
2018-12-21,381
2018-12-22,385
2018-12-23,379
2018-12-24,376
2018-12-25,380
2018-12-26,399
2018-12-27,407
2018-12-28,386
2018-12-29,371
2018-12-30,374
2018-12-31,376
2019-01-01,378
2019-01-02,394
2019-01-03,377
2019-01-04,360
2019-01-05,370
2019-01-06,376
2019-01-08,344
2019-01-10,309
2019-01-11,297
2019-01-12,297
2019-01-13,289
2019-01-14,276
2019-01-15,262
2019-01-16,248
2019-01-17,235
2019-01-18,223
2019-01-19,214
2019-01-20,207
2019-01-21,204
2019-01-22,200
2019-01-23,201
2019-01-24,198
2019-01-25,188
2019-01-26,184
2019-01-27,190
2019-01-28,189
2019-01-29,189
2019-01-30,185
2019-01-31,175
2019-02-01,166
2019-02-02,157
2019-02-03,159
2019-02-04,159
2019-02-05,158
2019-02-06,150
2019-02-07,147
2019-02-08,143
2019-02-09,138
2019-02-10,132
2019-02-11,128
2019-02-12,122
2019-02-13,116
2019-02-14,112
2019-02-15,107
2019-02-16,109
2019-02-17,113
2019-02-18,115
2019-02-19,112
2019-02-20,109
2019-02-21,104
2019-02-22,98
2019-02-23,93
2019-02-24,91
2019-02-25,87
2019-02-26,84
2019-02-27,86
2019-02-28,84
2019-03-01,81
2019-03-02,78
2019-03-03,77
2019-03-04,74
2019-03-05,71
2019-03-06,72
2019-03-07,70
2019-03-08,66
2019-03-09,63
2019-03-10,66
2019-03-11,69
2019-03-12,72
2019-03-13,71
2019-03-14,72
2019-03-15,74
2019-03-16,77
2019-03-17,78
2019-03-18,80
2019-03-19,82
2019-03-20,85
2019-03-21,86
2019-03-22,87
2019-03-23,90
2019-03-24,92
2019-03-25,97
2019-03-26,98
2019-03-27,96
2019-03-28,94
2019-03-29,92
2019-03-30,88
2019-03-31,89
2019-04-01,88
2019-04-02,93
2019-04-03,91
2019-04-04,94
2019-04-05,95
2019-04-06,91
2019-04-07,89
2019-04-08,90
2019-04-09,90
2019-04-10,95
2019-04-11,93
2019-04-12,95
2019-04-13,95
2019-04-14,97
2019-04-15,98
2019-04-16,101
2019-04-17,107
2019-04-18,110
2019-04-19,107
2019-04-20,110
2019-04-21,116
2019-04-22,120
2019-04-23,126
2019-04-24,131
2019-04-25,126
2019-04-26,124
2019-04-27,130
2019-04-28,137
2019-04-29,142
2019-04-30,139
2019-05-01,146
2019-05-02,146
2019-05-03,138
2019-05-04,132
2019-05-05,134
2019-05-06,130
2019-05-07,126
2019-05-08,131
2019-05-09,134
2019-05-10,135
2019-05-11,142
2019-05-12,143
2019-05-13,140
2019-05-14,134
2019-05-15,131
2019-05-16,132
2019-05-17,130
2019-05-18,129
2019-05-19,124
2019-05-20,128
2019-05-21,135
2019-05-22,136
2019-05-23,142
2019-05-24,149
2019-05-25,151
2019-05-26,155
2019-05-27,163
2019-05-28,161
2019-05-29,164
2019-05-30,169
2019-05-31,168
2019-06-01,171
2019-06-02,176
2019-06-03,180
2019-06-04,171
2019-06-05,162
2019-06-06,164
2019-06-07,170
2019-06-08,177
2019-06-09,178
2019-06-10,172
2019-06-11,173
2019-06-12,171
2019-06-13,164
2019-06-14,160
2019-06-15,166
2019-06-16,160
2019-06-17,168
2019-06-18,172
2019-06-19,164
2019-06-20,165
2019-06-21,170
2019-06-22,163
2019-06-23,155
2019-06-24,156
2019-06-25,162
2019-06-26,162
2019-06-27,161
2019-06-28,168
2019-06-29,162
2019-06-30,161
2019-07-01,153
2019-07-02,152
2019-07-03,153
2019-07-04,146
2019-07-05,139
2019-07-06,137
2019-07-07,132
2019-07-08,125
2019-07-09,119
2019-07-10,123
2019-07-11,127
2019-07-12,128
2019-07-13,124
2019-07-14,121
2019-07-15,114
2019-07-16,114
2019-07-17,113
2019-07-18,110
2019-07-19,110
2019-07-20,112
2019-07-21,112
2019-07-22,107
2019-07-23,106
2019-07-24,106
2019-07-25,104
2019-07-26,101
2019-07-27,105
2019-07-28,103
2019-07-29,102
2019-07-30,101
2019-07-31,101
2019-08-01,106
2019-08-02,110
2019-08-03,106
2019-08-04,100
2019-08-05,98
2019-08-06,95
2019-08-07,96
2019-08-08,98
2019-08-09,98
2019-08-10,95
2019-08-11,92
2019-08-12,90
2019-08-13,90
2019-08-14,92
