date_obj,Woad%20leaf price
2015-08-30,110
2015-08-31,110
2015-09-01,104
2015-09-02,104
2015-09-03,104
2015-09-04,98
2015-09-05,98
2015-09-06,98
2015-09-07,99
2015-09-08,99
2015-09-09,99
2015-09-10,99
2015-09-11,99
2015-09-12,99
2015-09-13,99
2015-09-14,96
2015-09-15,96
2015-09-16,96
2015-09-17,95
2015-09-18,95
2015-09-19,95
2015-09-20,95
2015-09-21,95
2015-09-22,95
2015-09-23,95
2015-09-24,95
2015-09-25,92
2015-09-27,92
2015-09-28,92
2015-09-29,92
2015-09-30,92
2015-10-05,92
2015-10-06,92
2015-10-07,91
2015-10-08,91
2015-10-09,91
2015-10-10,91
2015-10-11,91
2015-10-12,94
2015-10-13,94
2015-10-14,94
2015-10-15,94
2015-10-16,97
2015-10-17,97
2015-10-18,97
2015-10-19,97
2015-10-20,98
2015-10-22,98
2015-10-23,103
2015-10-24,103
2015-10-25,103
2015-10-26,105
2015-10-27,105
2015-10-29,105
2015-10-30,107
2015-10-31,107
2015-11-01,107
2015-11-02,105
2015-11-03,105
2015-11-05,105
2015-11-06,106
2015-11-07,106
2015-11-08,106
2015-11-09,106
2015-11-10,111
2015-11-11,111
2015-11-12,111
2015-11-13,111
2015-11-14,110
2015-11-15,110
2015-11-16,110
2015-11-17,110
2015-11-18,107
2015-11-19,107
2015-11-20,107
2015-11-21,107
2015-11-22,108
2015-11-23,108
2015-11-24,108
2015-11-25,108
2015-11-26,106
2015-11-27,106
2015-11-28,106
2015-11-29,104
2015-11-30,104
2015-12-01,104
2015-12-02,104
2015-12-03,100
2015-12-04,100
2015-12-05,100
2015-12-06,100
2015-12-07,98
2015-12-08,98
2015-12-09,98
2015-12-10,96
2015-12-11,96
2015-12-13,92
2015-12-14,92
2015-12-15,92
2015-12-16,96
2015-12-17,96
2015-12-18,96
2015-12-19,96
2015-12-20,96
2015-12-21,96
2015-12-22,96
2015-12-23,93
2015-12-24,93
2015-12-25,93
2015-12-26,93
2015-12-27,91
2015-12-28,91
2015-12-29,91
2015-12-30,89
2015-12-31,89
2016-01-01,89
2016-01-02,89
2016-01-03,85
2016-01-04,85
2016-01-05,85
2016-01-06,80
2016-01-07,80
2016-01-08,80
2016-01-09,80
2016-01-10,76
2016-01-11,76
2016-01-12,76
2016-01-13,75
2016-01-14,75
2016-01-15,75
2016-01-16,75
2016-01-17,76
2016-01-18,76
2016-01-19,76
2016-01-20,80
2016-01-21,80
2016-01-22,80
2016-01-23,80
2016-01-24,80
2016-01-25,80
2016-01-26,80
2016-01-27,76
2016-01-28,76
2016-01-29,76
2016-01-30,76
2016-01-31,74
2016-02-01,74
2016-02-02,74
2016-02-03,71
2016-02-04,71
2016-02-05,71
2016-02-06,68
2016-02-07,68
2016-02-08,68
2016-02-09,67
2016-02-10,67
2016-02-11,67
2016-02-12,68
2016-02-13,68
2016-02-14,68
2016-02-15,70
2016-02-16,70
2016-02-17,70
2016-02-18,70
2016-02-19,74
2016-02-20,74
2016-02-21,70
2016-02-22,70
2016-02-23,70
2016-02-24,70
2016-02-25,69
2016-02-26,69
2016-02-27,69
2016-02-28,66
2016-02-29,66
2016-03-01,66
2016-03-02,66
2016-03-03,62
2016-03-04,62
2016-03-05,62
2016-03-06,58
2016-03-07,58
2016-03-08,58
2016-03-09,58
2016-03-10,55
2016-03-11,55
2016-03-12,55
2016-03-13,52
2016-03-14,52
2016-03-15,52
2016-03-16,50
2016-03-17,50
2016-03-18,50
2016-03-19,51
2016-03-20,51
2016-03-21,51
2016-03-22,49
2016-03-23,49
2016-03-24,49
2016-03-25,50
2016-03-26,50
2016-03-27,50
2016-03-28,51
2016-03-29,51
2016-03-30,51
2016-03-31,51
2016-04-01,54
2016-04-02,54
2016-04-03,54
2016-04-04,55
2016-04-05,55
2016-04-06,55
2016-04-07,55
2016-04-08,57
2016-04-09,57
2016-04-10,57
2016-04-11,57
2016-04-12,60
2016-04-13,60
2016-04-14,60
2016-04-15,60
2016-04-16,63
2016-04-17,63
2016-04-18,63
2016-04-19,63
2016-04-20,63
2016-04-21,63
2016-04-22,63
2016-04-23,63
2016-04-24,63
2016-04-25,62
2016-04-26,62
2016-04-27,62
2016-04-28,62
2016-04-29,65
2016-04-30,65
2016-05-01,65
2016-05-02,65
2016-05-03,69
2016-05-04,69
2016-05-05,69
2016-05-06,69
2016-05-07,72
2016-05-08,72
2016-05-09,72
2016-05-10,72
2016-05-11,70
2016-05-12,70
2016-05-13,70
2016-05-14,70
2016-05-15,73
2016-05-16,73
2016-05-17,73
2016-05-18,73
2016-05-19,74
2016-05-22,74
2016-05-23,70
2016-05-24,70
2016-05-25,70
2016-05-26,70
2016-05-27,66
2016-05-28,66
2016-05-29,66
2016-05-30,66
2016-05-31,62
2016-06-01,62
2016-06-02,62
2016-06-03,58
2016-06-04,58
2016-06-05,58
2016-06-06,55
2016-06-07,55
2016-06-08,55
2016-06-09,55
2016-06-10,52
2016-06-11,52
2016-06-12,52
2016-06-13,52
2016-06-14,50
2016-06-15,50
2016-06-16,50
2016-06-17,50
2016-06-18,49
2016-06-19,49
2016-06-20,49
2016-06-21,50
2016-06-22,50
2016-06-23,50
2016-06-24,47
2016-06-25,47
2016-06-26,47
2016-06-27,45
2016-06-28,45
2016-06-29,45
2016-06-30,43
2016-07-01,43
2016-07-02,43
2016-07-03,40
2016-07-04,40
2016-07-05,40
2016-07-06,41
2016-07-07,41
2016-07-08,41
2016-07-09,38
2016-07-10,38
2016-07-11,38
2016-07-12,38
2016-07-13,38
2016-07-14,38
2016-07-15,38
2016-07-16,39
2016-07-17,39
2016-07-18,39
2016-07-24,41
2016-07-25,41
2016-07-26,41
2016-07-27,41
2016-07-28,41
2016-07-29,42
2016-07-30,42
2016-07-31,42
2016-08-01,42
2016-08-02,42
2016-08-03,44
2016-08-04,44
2016-08-05,44
2016-08-06,44
2016-08-07,46
2016-08-08,46
2016-08-09,46
2016-08-10,46
2016-08-11,47
2016-08-12,47
2016-08-13,47
2016-08-14,47
2016-08-15,47
2016-08-16,46
2016-08-17,46
2016-08-18,46
2016-08-19,46
2016-08-20,46
2016-08-21,48
2016-08-22,48
2016-08-23,48
2016-08-24,48
2016-08-25,48
2016-08-26,48
2016-08-28,49
2016-08-31,49
2016-09-01,51
2016-09-02,51
2016-09-03,51
2016-09-04,51
2016-09-05,51
2016-09-06,53
2016-09-07,53
2016-09-08,53
2016-09-09,53
2016-09-10,53
2016-09-11,53
2016-09-12,53
2016-09-13,54
2016-09-14,54
2016-09-15,54
2016-09-16,54
2016-09-17,54
2016-09-18,54
2016-09-19,54
2016-09-20,54
2016-09-21,54
2016-09-22,54
2016-09-23,54
2016-09-24,52
2016-09-25,52
2016-09-26,52
2016-09-27,52
2016-09-28,55
2016-09-29,55
2016-09-30,55
2016-10-01,55
2016-10-02,55
2016-10-03,56
2016-10-04,56
2016-10-05,56
2016-10-06,56
2016-10-07,56
2016-10-08,58
2016-10-09,58
2016-10-10,58
2016-10-11,58
2016-10-12,58
2016-10-13,58
2016-10-14,59
2016-10-15,59
2016-10-16,59
2016-10-17,59
2016-10-18,59
2016-10-19,62
2016-10-20,62
2016-10-21,62
2016-10-22,62
2016-10-23,62
2016-10-24,63
2016-10-25,63
2016-10-26,63
2016-10-27,63
2016-10-28,63
2016-10-29,66
2016-10-30,66
2016-10-31,66
2016-11-01,66
2016-11-02,66
2016-11-03,70
2016-11-04,70
2016-11-05,70
2016-11-06,70
2016-11-07,70
2016-11-08,72
2016-11-09,72
2016-11-10,72
2016-11-11,72
2016-11-12,75
2016-11-13,75
2016-11-14,75
2016-12-08,86
2016-12-09,91
2016-12-10,91
2016-12-11,91
2016-12-12,94
2016-12-13,94
2016-12-14,94
2016-12-15,94
2016-12-16,98
2016-12-17,98
2016-12-18,98
2016-12-19,98
2016-12-20,100
2016-12-21,100
2016-12-22,100
2016-12-23,100
2016-12-24,104
2016-12-25,104
2016-12-26,104
2016-12-27,104
2016-12-28,108
2016-12-29,108
2016-12-30,108
2016-12-31,108
2017-01-01,108
2017-01-02,111
2017-01-03,111
2017-01-04,111
2017-01-05,111
2017-01-06,106
2017-01-07,106
2017-01-08,106
2017-01-09,111
2017-01-10,111
2017-01-11,111
2017-01-12,115
2017-01-13,115
2017-01-14,115
2017-01-15,115
2017-01-16,117
2017-01-17,117
2017-01-18,117
2017-01-19,117
2017-01-20,112
2017-01-21,112
2017-01-22,112
2017-01-27,107
2017-01-28,107
2017-01-29,101
2017-01-30,101
2017-01-31,101
2017-02-01,96
2017-02-02,96
2017-02-03,96
2017-02-04,96
2017-02-05,99
2017-02-06,99
2017-02-07,99
2017-02-08,99
2017-02-09,99
2017-02-10,96
2017-02-11,96
2017-02-12,96
2017-02-13,96
2017-02-14,96
2017-02-15,96
2017-02-16,96
2017-02-18,96
2017-02-19,96
2017-02-20,96
2017-02-21,97
2017-02-22,97
2017-02-23,97
2017-02-24,97
2017-02-25,97
2017-02-26,100
2017-02-27,100
2017-02-28,100
2017-03-01,100
2017-03-02,103
2017-03-03,103
2017-03-04,103
2017-03-05,103
2017-03-06,107
2017-03-07,107
2017-03-08,107
2017-03-09,107
2017-03-10,107
2017-03-11,106
2017-03-12,106
2017-03-13,106
2017-03-14,106
2017-03-15,100
2017-03-16,100
2017-03-17,100
2017-03-18,100
2017-03-19,98
2017-03-20,98
2017-03-21,98
2017-03-22,98
2017-03-23,93
2017-03-24,93
2017-03-25,93
2017-03-26,93
2017-03-27,94
2017-03-28,94
2017-03-29,94
2017-03-30,94
2017-03-31,92
2017-04-01,92
2017-04-02,92
2017-04-03,92
2017-04-04,95
2017-04-12,94
2017-04-13,97
2017-04-14,97
2017-04-15,97
2017-04-16,99
2017-04-17,99
2017-04-18,99
2017-04-19,99
2017-04-20,103
2017-04-21,103
2017-04-22,103
2017-04-23,103
2017-04-24,109
2017-04-25,109
2017-04-26,109
2017-04-27,109
2017-04-28,107
2017-04-29,107
2017-04-30,107
2017-05-01,107
2017-05-02,104
2017-05-03,104
2017-05-04,104
2017-05-05,104
2017-05-06,104
2017-05-07,101
2017-05-08,101
2017-05-09,101
2017-05-10,101
2017-05-11,101
2017-05-12,103
2017-05-13,103
2017-05-14,103
2017-05-15,103
2017-05-16,103
2017-05-17,102
2017-05-18,102
2017-05-19,102
2017-05-20,102
2017-05-21,102
2017-05-22,104
2017-05-23,104
2017-05-24,104
2017-05-25,104
2017-05-26,104
2017-05-27,100
2017-05-28,100
2017-05-29,100
2017-05-30,100
2017-05-31,100
2017-06-01,101
2017-06-02,101
2017-06-03,101
2017-06-06,101
2017-06-07,101
2017-06-08,101
2017-06-09,101
2017-06-10,101
2017-06-11,101
2017-06-12,101
2017-06-13,101
2017-06-14,101
2017-06-15,103
2017-06-16,103
2017-06-17,103
2017-06-18,103
2017-06-19,103
2017-06-20,101
2017-06-21,101
2017-06-22,101
2017-06-23,101
2017-06-24,101
2017-06-25,98
2017-06-26,98
2017-06-27,98
2017-06-28,98
2017-06-29,99
2017-06-30,99
2017-07-01,99
2017-07-02,99
2017-07-03,100
2017-07-04,100
2017-07-05,100
2017-07-06,100
2017-07-07,100
2017-07-08,99
2017-07-13,97
2017-07-14,97
2017-07-15,97
2017-07-16,97
2017-07-17,92
2017-07-18,92
2017-07-19,92
2017-07-20,92
2017-07-21,92
2017-07-22,88
2017-07-23,88
2017-07-24,88
2017-07-25,88
2017-07-26,90
2017-07-27,90
2017-07-28,90
2017-07-29,90
2017-07-30,87
2017-07-31,87
2017-08-01,87
2017-08-02,87
2017-08-03,82
2017-08-04,82
2017-08-05,82
2017-08-06,82
2017-08-09,77
2017-08-10,77
2017-08-11,73
2017-08-12,73
2017-08-13,73
2017-08-14,73
2017-08-15,69
2017-08-16,69
2017-08-17,69
2017-08-18,69
2017-08-19,65
2017-08-20,65
2017-08-21,65
2017-08-22,65
2017-08-23,61
2017-08-24,61
2017-08-25,61
2017-08-26,61
2017-08-27,61
2017-08-28,57
2017-08-29,57
2017-08-30,57
2017-08-31,57
2017-09-01,54
2017-09-02,54
2017-09-03,54
2017-09-04,51
2017-09-05,51
2017-09-06,51
2017-09-07,51
2017-09-08,51
2017-09-09,51
2017-09-10,51
2017-09-11,51
2017-09-12,51
2017-09-13,49
2017-09-14,49
2017-09-15,49
2017-09-16,49
2017-09-17,49
2017-09-18,47
2017-09-19,47
2017-09-20,47
2017-09-21,47
2017-09-22,47
2017-09-23,44
2017-09-24,44
2017-09-25,44
2017-09-26,44
2017-09-27,41
2017-09-28,41
2017-09-29,41
2017-09-30,41
2017-10-01,40
2017-10-02,40
2017-10-03,40
2017-10-04,40
2017-10-05,40
2017-10-06,42
2017-10-07,42
2017-10-08,42
2017-10-09,42
2017-10-10,42
2017-10-11,43
2017-10-12,43
2017-10-13,43
2017-10-14,43
2017-10-15,43
2017-10-16,42
2017-10-17,42
2017-10-18,42
2017-10-19,42
2017-10-20,42
2017-10-21,42
2017-10-22,42
2017-10-23,41
2017-10-24,41
2017-10-25,41
2017-10-26,41
2017-10-27,41
2017-10-28,41
2017-10-29,43
2017-10-30,43
2017-10-31,43
2017-11-01,43
2017-11-02,43
2017-11-03,43
2017-11-04,42
2017-11-05,42
2017-11-06,42
2017-11-07,42
2017-11-08,42
2017-11-09,42
2017-11-10,44
2017-11-11,44
2017-11-12,44
2017-11-13,44
2017-11-14,44
2017-11-15,44
2017-11-16,45
2017-11-17,45
2017-11-18,45
2017-11-19,45
2017-11-20,45
2017-11-21,45
2017-11-22,45
2017-11-23,45
2017-11-24,45
2017-11-25,45
2017-11-26,45
2017-11-27,45
2017-11-28,44
2017-11-29,44
2017-11-30,44
2017-12-01,44
2017-12-02,44
2017-12-03,44
2017-12-04,44
2017-12-05,44
2017-12-06,44
2017-12-07,44
2017-12-08,44
2017-12-09,44
2017-12-10,44
2017-12-11,44
2017-12-12,44
2017-12-13,44
2017-12-14,44
2017-12-15,44
2017-12-16,46
2017-12-17,46
2017-12-18,46
2017-12-19,46
2017-12-20,46
2017-12-21,46
2017-12-22,46
2017-12-23,46
2017-12-24,46
2017-12-25,46
2017-12-26,46
2017-12-27,44
2017-12-28,44
2017-12-29,44
2017-12-30,44
2017-12-31,44
2018-01-01,42
2018-01-02,42
2018-01-03,42
2018-01-04,42
2018-01-05,44
2018-01-06,44
2018-01-07,44
2018-01-08,44
2018-01-09,47
2018-01-10,47
2018-01-11,47
2018-01-12,47
2018-01-13,47
2018-01-14,48
2018-01-15,48
2018-01-16,48
2018-01-17,48
2018-01-18,48
2018-01-19,48
2018-01-20,48
2018-01-21,48
2018-01-22,48
2018-01-23,46
2018-01-24,46
2018-01-25,46
2018-01-26,46
2018-01-27,45
2018-01-28,45
2018-01-29,45
2018-01-30,46
2018-02-01,46
2018-02-02,46
2018-02-03,48
2018-02-04,48
2018-02-05,48
2018-02-06,48
2018-02-07,48
2018-02-08,48
2018-02-09,48
2018-02-10,48
2018-02-11,47
2018-02-12,47
2018-02-13,47
2018-02-14,50
2018-02-15,50
2018-02-16,50
2018-02-17,52
2018-02-18,52
2018-02-19,52
2018-02-20,55
2018-02-21,57
2018-02-22,59
2018-02-23,59
2018-02-24,60
2018-02-25,60
2018-02-26,60
2018-02-27,60
2018-02-28,62
2018-03-01,62
2018-03-02,66
2018-03-03,66
2018-03-04,66
2018-03-05,66
2018-03-06,66
2018-03-07,66
2018-03-08,62
2018-03-09,62
2018-03-10,62
2018-03-11,60
2018-03-12,60
2018-03-13,60
2018-03-14,57
2018-03-15,57
2018-03-16,57
2018-03-17,55
2018-03-18,55
2018-03-20,53
2018-03-21,53
2018-03-23,53
2018-03-24,53
2018-03-26,53
2018-03-27,51
2018-03-28,51
2018-03-29,51
2018-03-30,51
2018-03-31,51
2018-04-01,51
2018-04-02,51
2018-04-03,49
2018-04-04,49
2018-04-06,49
2018-04-08,48
2018-04-09,48
2018-04-10,48
2018-04-11,48
2018-04-12,48
2018-04-13,48
2018-04-14,48
2018-04-16,48
2018-04-17,48
2018-04-18,48
2018-04-19,48
2018-04-20,48
2018-04-21,47
2018-04-22,47
2018-04-23,47
2018-04-24,47
2018-04-25,47
2018-04-26,48
2018-04-27,48
2018-04-28,48
2018-04-29,48
2018-04-30,48
2018-05-02,48
2018-05-03,48
2018-05-04,47
2018-05-05,47
2018-05-06,47
2018-05-07,47
2018-05-08,46
2018-05-09,46
2018-05-10,46
2018-05-11,43
2018-05-12,43
2018-05-13,43
2018-05-14,43
2018-05-15,43
2018-05-16,43
2018-05-17,43
2018-05-18,42
2018-05-19,42
2018-05-20,42
2018-05-21,43
2018-05-22,43
2018-05-23,43
2018-05-24,44
2018-05-25,44
2018-05-26,44
2018-05-27,44
2018-05-28,43
2018-05-29,43
2018-05-30,43
2018-05-31,43
2018-06-01,42
2018-06-02,42
2018-06-03,42
2018-06-04,42
2018-06-05,43
2018-06-06,43
2018-06-07,43
2018-06-08,43
2018-06-09,42
2018-06-10,42
2018-06-11,42
2018-06-12,42
2018-06-13,44
2018-06-14,44
2018-06-15,44
2018-06-16,44
2018-06-17,42
2018-06-18,42
2018-06-19,42
2018-06-20,42
2018-06-21,42
2018-06-22,42
2018-06-23,42
2018-06-24,42
2018-06-25,42
2018-06-26,42
2018-06-27,42
2018-06-28,42
2018-06-29,41
2018-06-30,41
2018-07-01,41
2018-07-02,41
2018-07-03,40
2018-07-04,40
2018-07-05,40
2018-07-06,40
2018-07-07,41
2018-07-08,41
2018-07-09,41
2018-07-10,41
2018-07-11,43
2018-07-12,43
2018-07-13,43
2018-07-14,42
2018-07-15,42
2018-07-16,42
2018-07-17,40
2018-07-18,40
2018-07-19,40
2018-07-20,40
2018-07-21,38
2018-07-22,38
2018-07-23,38
2018-07-24,38
2018-07-25,38
2018-07-26,40
2018-07-27,40
2018-07-28,40
2018-07-29,40
2018-07-30,40
2018-07-31,38
2018-08-01,38
2018-08-02,38
2018-08-03,36
2018-08-04,36
2018-08-05,37
2018-08-06,37
2018-08-07,39
2018-08-08,39
2018-08-09,41
2018-08-10,41
2018-08-11,41
2018-08-12,43
2018-08-14,40
2018-08-16,40
2018-08-17,39
2018-08-18,39
2018-08-19,39
2018-08-20,41
2018-08-21,41
2018-08-22,41
2018-08-23,43
2018-08-24,43
2018-08-25,44
2018-08-26,44
2018-08-27,44
2018-08-28,42
2018-08-29,42
2018-08-30,43
2018-08-31,43
2018-09-01,46
2018-09-02,46
2018-09-03,48
2018-09-04,50
2018-09-05,50
2018-09-06,50
2018-09-07,51
2018-09-08,51
2018-09-09,51
2018-09-10,52
2018-09-11,52
2018-09-12,52
2018-09-13,54
2018-09-14,54
2018-09-15,55
2018-09-16,55
2018-09-17,55
2018-09-18,58
2018-09-19,58
2018-09-20,58
2018-09-21,58
2018-09-22,58
2018-09-23,58
2018-09-24,59
2018-09-25,59
2018-09-26,57
2018-09-27,57
2018-09-28,56
2018-09-29,56
2018-09-30,59
2018-10-02,61
2018-10-03,60
2018-10-04,60
2018-10-05,60
2018-10-06,60
2018-10-07,60
2018-10-08,60
2018-10-09,59
2018-10-10,59
2018-10-11,59
2018-10-12,60
2018-10-13,60
2018-10-14,62
2018-10-15,62
2018-10-16,62
2018-10-17,60
2018-10-18,60
2018-10-19,61
2018-10-20,61
2018-10-21,61
2018-10-22,59
2018-10-23,59
2018-10-24,59
2018-10-25,56
2018-10-26,56
2018-10-27,54
2018-10-28,54
2018-10-29,51
2018-10-30,51
2018-10-31,48
2018-11-01,49
2018-11-03,48
2018-11-04,49
2018-11-05,52
2018-11-06,54
2018-11-07,56
2018-11-08,57
2018-11-09,58
2018-11-10,59
2018-11-11,60
2018-11-12,61
2018-11-13,65
2018-11-14,68
2018-11-15,72
2018-11-16,76
2018-11-17,80
2018-11-18,84
2018-11-19,86
2018-11-20,87
2018-11-21,87
2018-11-22,89
2018-11-23,85
2018-11-24,81
2018-11-25,76
2018-11-26,76
2018-11-27,72
2018-11-28,68
2018-11-29,64
2018-12-01,57
2018-12-02,54
2018-12-03,54
2018-12-04,52
2018-12-05,51
2018-12-07,51
2018-12-09,56
2018-12-10,54
2018-12-11,55
2018-12-12,57
2018-12-13,58
2018-12-14,56
2018-12-15,55
2018-12-16,56
2018-12-17,56
2018-12-18,55
2018-12-19,55
2018-12-20,57
2018-12-21,57
2018-12-22,55
2018-12-23,52
2018-12-24,49
2018-12-25,49
2018-12-26,46
2018-12-27,49
2018-12-28,49
2018-12-29,51
2018-12-30,53
2018-12-31,56
2019-01-01,58
2019-01-02,61
2019-01-03,65
2019-01-04,68
2019-01-05,72
2019-01-06,76
2019-01-08,80
2019-01-10,88
2019-01-11,91
2019-01-12,93
2019-01-13,91
2019-01-14,91
2019-01-15,89
2019-01-16,84
2019-01-17,79
2019-01-18,75
2019-01-19,71
2019-01-20,69
2019-01-21,69
2019-01-22,68
2019-01-23,67
2019-01-24,67
2019-01-25,64
2019-01-26,64
2019-01-27,61
2019-01-28,61
2019-01-29,61
2019-01-30,61
2019-01-31,61
2019-02-01,62
2019-02-02,62
2019-02-03,59
2019-02-04,59
2019-02-05,58
2019-02-06,58
2019-02-07,57
2019-02-08,57
2019-02-09,55
2019-02-10,55
2019-02-11,54
2019-02-12,54
2019-02-13,55
2019-02-14,55
2019-02-15,58
2019-02-16,60
2019-02-17,60
2019-02-18,59
2019-02-19,59
2019-02-20,62
2019-02-21,65
2019-02-22,65
2019-02-23,63
2019-02-24,63
2019-02-25,63
2019-02-26,64
2019-02-27,64
2019-02-28,64
2019-03-01,62
2019-03-02,62
2019-03-03,59
2019-03-04,56
2019-03-05,56
2019-03-06,53
2019-03-07,53
2019-03-08,54
2019-03-09,54
2019-03-10,53
2019-03-11,53
2019-03-12,54
2019-03-13,54
2019-03-14,55
2019-03-15,55
2019-03-16,55
2019-03-17,56
2019-03-18,56
2019-03-19,56
2019-03-20,57
2019-03-21,57
2019-03-22,55
2019-03-23,55
2019-03-24,55
2019-03-25,55
2019-03-26,55
2019-03-27,55
2019-03-28,55
2019-03-29,55
2019-03-30,54
2019-03-31,54
2019-04-01,51
2019-04-02,51
2019-04-03,49
2019-04-04,49
2019-04-05,49
2019-04-06,49
2019-04-07,49
2019-04-08,49
2019-04-09,50
2019-04-10,50
2019-04-11,50
2019-04-12,50
2019-04-13,50
2019-04-14,50
2019-04-15,50
2019-04-16,50
2019-04-17,49
2019-04-18,49
2019-04-19,49
2019-04-20,49
2019-04-21,47
2019-04-22,47
2019-04-23,46
2019-04-24,46
2019-04-25,47
2019-04-26,47
2019-04-27,49
2019-04-28,49
2019-04-29,51
2019-04-30,51
2019-05-01,54
2019-05-02,54
2019-05-03,55
2019-05-04,55
2019-05-05,54
2019-05-06,54
2019-05-07,53
2019-05-08,53
2019-05-09,53
2019-05-10,53
2019-05-11,53
2019-05-12,54
2019-05-13,54
2019-05-14,54
2019-05-15,54
2019-05-16,54
2019-05-17,54
2019-05-18,56
2019-05-19,56
2019-05-20,58
2019-05-21,58
2019-05-22,61
2019-05-23,61
2019-05-24,64
2019-05-25,64
2019-05-26,64
2019-05-27,64
2019-05-28,64
2019-05-29,64
2019-05-30,60
2019-05-31,60
2019-06-01,60
2019-06-02,58
2019-06-03,58
2019-06-04,57
2019-06-05,57
2019-06-06,56
2019-06-07,56
2019-06-08,56
2019-06-09,56
2019-06-10,56
2019-06-11,55
2019-06-12,55
2019-06-13,55
2019-06-14,54
2019-06-15,54
2019-06-16,53
2019-06-17,53
2019-06-18,54
2019-06-19,54
2019-06-20,52
2019-06-21,52
2019-06-22,52
2019-06-23,50
2019-06-24,50
2019-06-25,50
2019-06-26,50
2019-06-27,50
2019-06-28,50
2019-06-29,50
2019-06-30,50
2019-07-01,50
2019-07-02,50
2019-07-03,49
2019-07-04,49
2019-07-05,49
2019-07-06,48
2019-07-07,48
2019-07-08,46
2019-07-09,46
2019-07-10,46
2019-07-11,46
2019-07-12,46
2019-07-13,46
2019-07-14,48
2019-07-15,48
2019-07-16,48
2019-07-17,49
2019-07-18,49
2019-07-19,49
2019-07-20,46
2019-07-21,46
2019-07-22,48
2019-07-23,48
2019-07-24,50
2019-07-25,50
2019-07-26,50
2019-07-27,50
2019-07-28,49
2019-07-29,49
2019-07-30,48
2019-07-31,48
2019-08-01,49
2019-08-02,49
2019-08-03,47
2019-08-04,47
2019-08-05,47
2019-08-06,44
2019-08-07,44
2019-08-08,41
2019-08-09,41
2019-08-10,39
2019-08-11,39
2019-08-12,40
2019-08-13,40
2019-08-14,40
2019-08-15,41
2019-08-16,41
2019-08-17,41
2019-08-18,39
2019-08-19,39
2019-08-20,40
2019-08-21,40
2019-08-22,42
2019-08-23,42
2019-08-24,45
2019-08-24,45
2019-08-25,45
2019-08-25,45
2019-08-26,45
2019-08-26,45
2019-08-27,46
2019-08-27,46
2019-08-28,46
2019-08-29,46
2019-08-30,44
2019-08-31,44
2019-09-01,45
2019-09-02,45
2019-09-03,45
2019-09-04,46
