date_obj,Iron%20ore price
2015-08-11,74
2015-08-12,78
2015-08-13,80
2015-08-14,83
2015-08-15,86
2015-08-16,88
2015-08-17,83
2015-08-18,78
2015-08-19,74
2015-08-20,70
2015-08-21,67
2015-08-22,65
2015-08-23,63
2015-08-24,63
2015-08-25,65
2015-08-26,66
2015-08-27,67
2015-08-28,67
2015-08-29,67
2015-08-30,65
2015-08-31,65
2015-09-01,65
2015-09-02,66
2015-09-03,67
2015-09-04,68
2015-09-05,69
2015-09-06,70
2015-09-07,70
2015-09-08,70
2015-09-09,68
2015-09-10,69
2015-09-11,68
2015-09-12,67
2015-09-13,65
2015-09-14,66
2015-09-15,66
2015-09-16,68
2015-09-17,67
2015-09-18,68
2015-09-19,68
2015-09-20,67
2015-09-21,67
2015-09-22,67
2015-09-23,67
2015-09-24,66
2015-09-25,67
2015-09-27,70
2015-09-28,73
2015-09-29,76
2015-09-30,74
2015-10-05,77
2015-10-06,78
2015-10-07,80
2015-10-08,80
2015-10-09,83
2015-10-10,87
2015-10-11,84
2015-10-12,81
2015-10-13,81
2015-10-14,79
2015-10-15,77
2015-10-16,79
2015-10-17,77
2015-10-18,74
2015-10-19,72
2015-10-20,72
2015-10-22,72
2015-10-23,73
2015-10-24,75
2015-10-25,73
2015-10-26,70
2015-10-27,68
2015-10-29,68
2015-10-30,68
2015-10-31,68
2015-11-01,66
2015-11-02,67
2015-11-03,69
2015-11-04,71
2015-11-05,70
2015-11-06,70
2015-11-07,69
2015-11-08,68
2015-11-09,69
2015-11-10,69
2015-11-11,70
2015-11-12,72
2015-11-13,73
2015-11-14,73
2015-11-15,74
2015-11-16,76
2015-11-17,79
2015-11-18,83
2015-11-19,88
2015-11-20,90
2015-11-21,93
2015-11-22,98
2015-11-23,103
2015-11-24,109
2015-11-25,115
2015-11-26,121
2015-11-27,128
2015-11-28,135
2015-11-29,142
2015-11-30,150
2015-12-01,158
2015-12-02,166
2015-12-03,175
2015-12-04,183
2015-12-05,188
2015-12-06,184
2015-12-07,182
2015-12-08,180
2015-12-09,181
2015-12-10,178
2015-12-11,178
2015-12-12,177
2015-12-13,174
2015-12-14,169
2015-12-15,160
2015-12-16,152
2015-12-17,144
2015-12-18,138
2015-12-19,138
2015-12-20,139
2015-12-21,143
2015-12-22,151
2015-12-23,158
2015-12-24,160
2015-12-25,164
2015-12-26,171
2015-12-27,167
2015-12-28,164
2015-12-29,161
2015-12-30,155
2015-12-31,152
2016-01-01,146
2016-01-02,143
2016-01-03,137
2016-01-04,136
2016-01-05,131
2016-01-06,126
2016-01-07,119
2016-01-08,117
2016-01-09,118
2016-01-10,119
2016-01-11,120
2016-01-12,124
2016-01-13,129
2016-01-14,135
2016-01-15,142
2016-01-16,150
2016-01-17,158
2016-01-18,159
2016-01-19,164
2016-01-20,166
2016-01-21,169
2016-01-22,178
2016-01-23,186
2016-01-24,196
2016-01-25,205
2016-01-26,216
2016-01-27,222
2016-01-28,211
2016-01-29,212
2016-01-30,223
2016-01-31,229
2016-02-01,226
2016-02-02,227
2016-02-03,223
2016-02-04,211
2016-02-05,202
2016-02-06,194
2016-02-07,189
2016-02-08,179
2016-02-09,170
2016-02-10,161
2016-02-11,154
2016-02-12,154
2016-02-13,152
2016-02-14,155
2016-02-15,161
2016-02-16,170
2016-02-17,178
2016-02-18,175
2016-02-19,182
2016-02-20,191
2016-02-21,200
2016-02-22,210
2016-02-23,206
2016-02-24,195
2016-02-25,185
2016-02-26,185
2016-02-27,176
2016-02-28,171
2016-02-29,162
2016-03-01,158
2016-03-02,158
2016-03-03,154
2016-03-04,154
2016-03-05,153
2016-03-06,154
2016-03-07,156
2016-03-08,154
2016-03-09,153
2016-03-10,151
2016-03-11,153
2016-03-12,153
2016-03-13,150
2016-03-14,144
2016-03-15,139
2016-03-16,137
2016-03-17,139
2016-03-18,145
2016-03-19,149
2016-03-20,150
2016-03-21,149
2016-03-22,147
2016-03-23,148
2016-03-24,151
2016-03-25,155
2016-03-26,149
2016-03-27,143
2016-03-28,135
2016-03-29,135
2016-03-30,135
2016-03-31,137
2016-04-01,143
2016-04-02,140
2016-04-03,133
2016-04-04,127
2016-04-05,129
2016-04-06,131
2016-04-07,133
2016-04-08,136
2016-04-09,137
2016-04-10,138
2016-04-11,135
2016-04-12,137
2016-04-13,138
2016-04-14,142
2016-04-15,147
2016-04-16,148
2016-04-17,147
2016-04-18,140
2016-04-19,138
2016-04-20,137
2016-04-21,139
2016-04-22,146
2016-04-23,148
2016-04-24,148
2016-04-25,140
2016-04-26,134
2016-04-27,132
2016-04-28,132
2016-04-29,133
2016-04-30,132
2016-05-01,132
2016-05-02,131
2016-05-03,134
2016-05-04,133
2016-05-05,134
2016-05-06,139
2016-05-07,136
2016-05-08,130
2016-05-09,124
2016-05-10,127
2016-05-11,132
2016-05-12,132
2016-05-13,133
2016-05-14,136
2016-05-15,137
2016-05-16,131
2016-05-17,127
2016-05-18,127
2016-05-19,128
2016-05-22,140
2016-05-23,137
2016-05-24,138
2016-05-25,142
2016-05-26,148
2016-05-27,153
2016-05-28,159
2016-05-29,153
2016-05-30,152
2016-05-31,148
2016-06-01,148
2016-06-02,148
2016-06-03,152
2016-06-04,153
2016-06-05,160
2016-06-06,155
2016-06-07,149
2016-06-08,147
2016-06-09,145
2016-06-10,142
2016-06-11,144
2016-06-12,144
2016-06-13,141
2016-06-14,143
2016-06-15,150
2016-06-16,148
2016-06-17,145
2016-06-18,151
2016-06-19,154
2016-06-20,154
2016-06-21,161
2016-06-22,167
2016-06-23,168
2016-06-24,168
2016-06-25,170
2016-06-26,168
2016-06-27,164
2016-06-28,163
2016-06-29,164
2016-06-30,162
2016-07-01,160
2016-07-02,161
2016-07-03,155
2016-07-04,151
2016-07-05,152
2016-07-06,152
2016-07-07,147
2016-07-08,144
2016-07-09,140
2016-07-10,134
2016-07-11,133
2016-07-12,135
2016-07-13,136
2016-07-14,136
2016-07-15,136
2016-07-16,136
2016-07-17,135
2016-07-18,138
2016-07-23,161
2016-07-24,162
2016-07-25,167
2016-07-26,174
2016-07-27,179
2016-07-28,188
2016-07-29,191
2016-07-30,190
2016-07-31,188
2016-08-01,181
2016-08-02,174
2016-08-03,169
2016-08-04,160
2016-08-05,155
2016-08-06,155
2016-08-07,148
2016-08-08,140
2016-08-09,135
2016-08-10,136
2016-08-11,134
2016-08-12,138
2016-08-13,136
2016-08-14,133
2016-08-15,131
2016-08-16,131
2016-08-17,133
2016-08-18,134
2016-08-19,133
2016-08-20,127
2016-08-21,123
2016-08-22,120
2016-08-23,125
2016-08-24,127
2016-08-25,125
2016-08-26,126
2016-08-28,118
2016-08-31,106
2016-09-01,105
2016-09-02,110
2016-09-03,110
2016-09-04,108
2016-09-05,105
2016-09-06,103
2016-09-07,102
2016-09-08,101
2016-09-09,102
2016-09-10,99
2016-09-11,101
2016-09-12,99
2016-09-13,99
2016-09-14,96
2016-09-15,99
2016-09-16,102
2016-09-17,102
2016-09-18,103
2016-09-19,100
2016-09-20,99
2016-09-21,96
2016-09-22,95
2016-09-23,97
2016-09-24,96
2016-09-25,94
2016-09-26,96
2016-09-27,98
2016-09-28,100
2016-09-29,100
2016-09-30,100
2016-10-01,102
2016-10-02,102
2016-10-03,100
2016-10-04,99
2016-10-05,99
2016-10-06,100
2016-10-07,104
2016-10-08,104
2016-10-09,108
2016-10-10,109
2016-10-11,110
2016-10-12,112
2016-10-13,113
2016-10-14,117
2016-10-15,123
2016-10-16,127
2016-10-17,122
2016-10-18,120
2016-10-19,118
2016-10-20,117
2016-10-21,118
2016-10-22,123
2016-10-23,122
2016-10-24,121
2016-10-25,123
2016-10-26,124
2016-10-27,122
2016-10-28,123
2016-10-29,118
2016-10-30,117
2016-10-31,115
2016-11-01,115
2016-11-02,115
2016-11-03,116
2016-11-04,115
2016-11-05,121
2016-11-06,121
2016-11-07,122
2016-11-08,121
2016-11-09,122
2016-11-10,125
2016-11-11,126
2016-11-12,127
2016-11-13,127
2016-11-14,130
2016-12-07,162
2016-12-08,160
2016-12-09,158
2016-12-10,154
2016-12-11,148
2016-12-12,144
2016-12-13,141
2016-12-14,140
2016-12-15,142
2016-12-16,141
2016-12-17,138
2016-12-18,142
2016-12-19,146
2016-12-20,150
2016-12-21,153
2016-12-22,158
2016-12-23,158
2016-12-24,164
2016-12-25,162
2016-12-26,165
2016-12-27,166
2016-12-28,170
2016-12-29,174
2016-12-30,173
2016-12-31,176
2017-01-01,172
2017-01-02,166
2017-01-03,164
2017-01-04,156
2017-01-05,150
2017-01-06,144
2017-01-07,139
2017-01-08,136
2017-01-09,131
2017-01-10,135
2017-01-11,136
2017-01-12,142
2017-01-13,150
2017-01-14,147
2017-01-15,141
2017-01-16,142
2017-01-17,146
2017-01-18,146
2017-01-19,149
2017-01-20,153
2017-01-21,150
2017-01-22,148
2017-01-27,152
2017-01-28,154
2017-01-29,148
2017-01-30,149
2017-01-31,151
2017-02-01,154
2017-02-02,160
2017-02-03,166
2017-02-04,170
2017-02-05,170
2017-02-06,176
2017-02-07,182
2017-02-08,188
2017-02-09,198
2017-02-10,205
2017-02-11,210
2017-02-12,217
2017-02-13,224
2017-02-14,233
2017-02-15,244
2017-02-16,253
2017-02-18,244
2017-02-19,232
2017-02-20,220
2017-02-21,209
2017-02-22,201
2017-02-23,205
2017-02-24,215
2017-02-25,210
2017-02-26,200
2017-02-27,195
2017-02-28,193
2017-03-01,200
2017-03-02,209
2017-03-03,218
2017-03-04,221
2017-03-05,212
2017-03-06,201
2017-03-07,193
2017-03-08,191
2017-03-09,186
2017-03-10,183
2017-03-11,177
2017-03-12,170
2017-03-13,164
2017-03-14,164
2017-03-15,168
2017-03-16,170
2017-03-17,178
2017-03-18,184
2017-03-19,180
2017-03-20,178
2017-03-21,183
2017-03-22,193
2017-03-23,195
2017-03-24,192
2017-03-25,187
2017-03-26,181
2017-03-27,178
2017-03-28,186
2017-03-29,190
2017-03-30,187
2017-03-31,188
2017-04-01,187
2017-04-02,185
2017-04-03,184
2017-04-04,190
2017-04-12,176
2017-04-13,170
2017-04-14,162
2017-04-15,154
2017-04-16,147
2017-04-17,140
2017-04-18,139
2017-04-19,143
2017-04-20,150
2017-04-21,157
2017-04-22,163
2017-04-23,160
2017-04-24,156
2017-04-25,162
2017-04-26,170
2017-04-27,169
2017-04-28,171
2017-04-29,168
2017-04-30,162
2017-05-01,160
2017-05-02,161
2017-05-03,169
2017-05-04,171
2017-05-05,177
2017-05-06,180
2017-05-07,176
2017-05-08,179
2017-05-09,186
2017-05-10,192
2017-05-11,198
2017-05-12,198
2017-05-13,190
2017-05-14,180
2017-05-15,178
2017-05-16,182
2017-05-17,189
2017-05-18,189
2017-05-19,192
2017-05-20,187
2017-05-21,182
2017-05-22,175
2017-05-23,178
2017-05-24,173
2017-05-25,171
2017-05-26,177
2017-05-27,173
2017-05-28,167
2017-05-29,168
2017-05-30,172
2017-05-31,175
2017-06-01,172
2017-06-02,168
2017-06-03,164
2017-06-04,156
2017-06-06,162
2017-06-07,163
2017-06-08,162
2017-06-09,163
2017-06-10,162
2017-06-11,157
2017-06-12,154
2017-06-13,152
2017-06-14,151
2017-06-15,150
2017-06-16,152
2017-06-17,149
2017-06-18,144
2017-06-19,142
2017-06-20,142
2017-06-21,142
2017-06-22,139
2017-06-23,133
2017-06-24,126
2017-06-25,119
2017-06-26,113
2017-06-27,107
2017-06-28,101
2017-06-29,95
2017-06-30,90
2017-07-01,85
2017-07-02,80
2017-07-03,80
2017-07-04,83
2017-07-05,87
2017-07-06,88
2017-07-07,89
2017-07-08,87
2017-07-13,86
2017-07-14,84
2017-07-15,82
2017-07-16,80
2017-07-17,79
2017-07-18,83
2017-07-19,85
2017-07-20,86
2017-07-21,86
2017-07-22,83
2017-07-23,80
2017-07-24,81
2017-07-25,83
2017-07-26,85
2017-07-27,88
2017-07-28,89
2017-07-29,91
2017-07-30,89
2017-07-31,92
2017-08-01,95
2017-08-02,98
2017-08-03,101
2017-08-04,106
2017-08-05,106
2017-08-06,100
2017-08-09,100
2017-08-10,99
2017-08-11,97
2017-08-12,92
2017-08-13,89
2017-08-14,87
2017-08-15,90
2017-08-16,94
2017-08-17,93
2017-08-18,95
2017-08-19,95
2017-08-20,92
2017-08-21,93
2017-08-22,95
2017-08-23,97
2017-08-24,97
2017-08-25,99
2017-08-26,98
2017-08-27,94
2017-08-28,92
2017-08-29,94
2017-08-30,94
2017-08-31,94
2017-09-01,95
2017-09-02,93
2017-09-03,93
2017-09-04,90
2017-09-05,91
2017-09-06,93
2017-09-07,92
2017-09-08,93
2017-09-09,92
2017-09-10,90
2017-09-11,90
2017-09-12,91
2017-09-13,91
2017-09-14,90
2017-09-15,88
2017-09-16,86
2017-09-17,86
2017-09-19,89
2017-09-20,89
2017-09-21,89
2017-09-22,89
2017-09-23,89
2017-09-24,87
2017-09-25,84
2017-09-26,83
2017-09-27,80
2017-09-28,77
2017-09-29,75
2017-09-30,72
2017-10-01,69
2017-10-02,68
2017-10-03,69
2017-10-04,72
2017-10-05,75
2017-10-06,78
2017-10-07,80
2017-10-08,81
2017-10-09,79
2017-10-10,81
2017-10-11,85
2017-10-12,85
2017-10-13,84
2017-10-14,82
2017-10-15,82
2017-10-16,81
2017-10-17,83
2017-10-18,84
2017-10-19,86
2017-10-20,86
2017-10-21,85
2017-10-22,82
2017-10-23,84
2017-10-24,85
2017-10-25,85
2017-10-26,87
2017-10-27,87
2017-10-28,85
2017-10-29,82
2017-10-30,81
2017-10-31,82
2017-11-01,83
2017-11-02,82
2017-11-03,82
2017-11-04,80
2017-11-05,78
2017-11-06,79
2017-11-07,81
2017-11-08,83
2017-11-09,85
2017-11-10,87
2017-11-11,87
2017-11-12,84
2017-11-13,84
2017-11-14,85
2017-11-15,86
2017-11-16,86
2017-11-17,85
2017-11-18,85
2017-11-19,83
2017-11-20,83
2017-11-21,83
2017-11-22,83
2017-11-23,82
2017-11-24,81
2017-11-25,79
2017-11-26,77
2017-11-27,77
2017-11-28,76
2017-11-29,76
2017-11-30,76
2017-12-01,75
2017-12-02,75
2017-12-03,73
2017-12-04,73
2017-12-05,72
2017-12-06,72
2017-12-07,73
2017-12-08,75
2017-12-09,75
2017-12-10,74
2017-12-11,76
2017-12-12,78
2017-12-13,76
2017-12-14,76
2017-12-15,75
2017-12-16,75
2017-12-17,74
2017-12-18,72
2017-12-19,72
2017-12-20,72
2017-12-21,71
2017-12-22,69
2017-12-23,66
2017-12-24,65
2017-12-25,63
2017-12-26,63
2017-12-27,64
2017-12-28,66
2017-12-29,68
2017-12-30,67
2017-12-31,66
2018-01-01,66
2018-01-02,69
2018-01-03,71
2018-01-04,70
2018-01-05,71
2018-01-06,72
2018-01-07,71
2018-01-08,69
2018-01-09,68
2018-01-10,69
2018-01-11,69
2018-01-12,69
2018-01-13,69
2018-01-14,69
2018-01-15,69
2018-01-16,71
2018-01-17,73
2018-01-18,74
2018-01-19,75
2018-01-20,75
2018-01-21,72
2018-01-22,70
2018-01-23,70
2018-01-25,72
2018-01-26,75
2018-01-27,75
2018-01-28,74
2018-01-29,73
2018-01-30,75
2018-01-31,76
2018-02-01,79
2018-02-02,82
2018-02-03,84
2018-02-04,85
2018-02-05,89
2018-02-06,89
2018-02-07,88
2018-02-08,88
2018-02-09,90
2018-02-10,90
2018-02-11,90
2018-02-12,91
2018-02-13,93
2018-02-14,97
2018-02-15,101
2018-02-16,107
2018-02-17,110
2018-02-18,105
2018-02-19,107
2018-02-20,112
2018-02-21,115
2018-02-22,115
2018-02-23,116
2018-02-24,118
2018-02-25,116
2018-02-26,120
2018-02-27,126
2018-02-28,133
2018-03-01,134
2018-03-02,138
2018-03-03,136
2018-03-04,133
2018-03-05,129
2018-03-06,129
2018-03-07,127
2018-03-08,125
2018-03-09,123
2018-03-10,119
2018-03-11,117
2018-03-12,116
2018-03-13,116
2018-03-14,116
2018-03-15,119
2018-03-16,124
2018-03-17,122
2018-03-18,120
2018-03-19,121
2018-03-20,122
2018-03-21,122
2018-03-23,123
2018-03-24,120
2018-03-25,116
2018-03-26,114
2018-03-27,118
2018-03-28,118
2018-03-29,116
2018-03-30,114
2018-03-31,113
2018-04-01,110
2018-04-02,108
2018-04-03,109
2018-04-04,111
2018-04-05,112
2018-04-06,111
2018-04-07,110
2018-04-08,107
2018-04-09,104
2018-04-10,102
2018-04-11,99
2018-04-12,101
2018-04-13,101
2018-04-14,102
2018-04-15,100
2018-04-16,102
2018-04-17,105
2018-04-18,107
2018-04-19,108
2018-04-20,108
2018-04-21,106
2018-04-22,105
2018-04-23,104
2018-04-24,105
2018-04-25,109
2018-04-26,113
2018-04-27,114
2018-04-28,113
2018-04-29,110
2018-04-30,110
2018-05-01,110
2018-05-04,113
2018-05-05,112
2018-05-06,112
2018-05-07,114
2018-05-08,116
2018-05-09,117
2018-05-10,118
2018-05-11,119
2018-05-12,116
2018-05-13,115
2018-05-14,115
2018-05-15,116
2018-05-16,117
2018-05-17,121
2018-05-18,123
2018-05-19,123
2018-05-20,122
2018-05-21,127
2018-05-22,134
2018-05-23,138
2018-05-24,141
2018-05-25,143
2018-05-26,146
2018-05-27,149
2018-05-28,152
2018-05-29,157
2018-05-30,162
2018-05-31,170
2018-06-01,178
2018-06-02,182
2018-06-03,181
2018-06-04,180
2018-06-05,180
2018-06-06,177
2018-06-07,172
2018-06-08,169
2018-06-09,166
2018-06-10,159
2018-06-11,159
2018-06-12,159
2018-06-13,160
2018-06-14,158
2018-06-15,157
2018-06-16,154
2018-06-17,151
2018-06-18,152
2018-06-19,156
2018-06-20,160
2018-06-21,165
2018-06-22,169
2018-06-23,172
2018-06-24,168
2018-06-25,170
2018-06-26,177
2018-06-27,180
2018-06-28,179
2018-06-29,174
2018-06-30,169
2018-07-01,165
2018-07-02,164
2018-07-03,166
2018-07-04,169
2018-07-05,172
2018-07-06,171
2018-07-07,168
2018-07-08,167
2018-07-09,168
2018-07-10,172
2018-07-11,171
2018-07-12,173
2018-07-13,177
2018-07-14,180
2018-07-15,176
2018-07-16,173
2018-07-17,174
2018-07-18,179
2018-07-19,188
2018-07-20,196
2018-07-21,201
2018-07-22,201
2018-07-23,199
2018-07-24,198
2018-07-25,202
2018-07-26,201
2018-07-27,204
2018-07-28,202
2018-07-29,196
2018-07-30,193
2018-07-31,194
2018-08-01,203
2018-08-02,202
2018-08-03,204
2018-08-04,203
2018-08-05,202
2018-08-06,204
2018-08-07,210
2018-08-08,214
2018-08-09,221
2018-08-10,219
2018-08-11,216
2018-08-12,209
2018-08-14,211
2018-08-16,216
2018-08-17,221
2018-08-18,228
2018-08-19,222
2018-08-20,223
2018-08-21,227
2018-08-22,230
2018-08-23,227
2018-08-24,226
2018-08-25,226
2018-08-26,225
2018-08-27,225
2018-08-28,226
2018-08-29,225
2018-08-30,225
2018-08-31,223
2018-09-01,221
2018-09-02,218
2018-09-03,214
2018-09-04,209
2018-09-05,203
2018-09-06,202
2018-09-07,198
2018-09-08,197
2018-09-09,193
2018-09-10,190
2018-09-11,188
2018-09-12,180
2018-09-13,176
2018-09-14,180
2018-09-15,181
2018-09-16,183
2018-09-17,186
2018-09-18,185
2018-09-19,183
2018-09-20,180
2018-09-21,182
2018-09-22,182
2018-09-23,180
2018-09-24,180
2018-09-25,184
2018-09-26,188
2018-09-27,190
2018-09-28,192
2018-09-29,191
2018-09-30,188
2018-10-02,187
2018-10-03,192
2018-10-04,193
2018-10-05,194
2018-10-06,191
2018-10-07,188
2018-10-08,185
2018-10-09,184
2018-10-10,183
2018-10-11,182
2018-10-12,181
2018-10-13,178
2018-10-14,175
2018-10-15,174
2018-10-16,173
2018-10-17,171
2018-10-18,170
2018-10-19,171
2018-10-20,166
2018-10-21,164
2018-10-22,164
2018-10-23,167
2018-10-24,166
2018-10-25,167
2018-10-26,172
2018-10-27,168
2018-10-28,167
2018-10-29,168
2018-10-30,170
2018-10-31,171
2018-11-01,166
2018-11-03,162
2018-11-04,157
2018-11-05,150
2018-11-06,147
2018-11-07,146
2018-11-08,144
2018-11-09,144
2018-11-10,142
2018-11-11,140
2018-11-12,138
2018-11-13,137
2018-11-14,138
2018-11-15,138
2018-11-16,139
2018-11-17,139
2018-11-18,137
2018-11-19,137
2018-11-20,136
2018-11-21,135
2018-11-22,131
2018-11-23,131
2018-11-24,131
2018-11-25,130
2018-11-26,131
2018-11-27,134
2018-11-28,139
2018-11-29,145
2018-12-01,155
2018-12-02,150
2018-12-03,149
2018-12-04,147
2018-12-05,147
2018-12-07,158
2018-12-09,162
2018-12-10,159
2018-12-11,158
2018-12-12,156
2018-12-13,154
2018-12-14,151
2018-12-15,149
2018-12-16,146
2018-12-17,146
2018-12-18,144
2018-12-19,143
2018-12-20,142
2018-12-21,144
2018-12-22,146
2018-12-23,145
2018-12-24,142
2018-12-25,140
2018-12-26,139
2018-12-27,139
2018-12-28,138
2018-12-29,138
2018-12-30,138
2018-12-31,136
2019-01-01,134
2019-01-02,127
2019-01-03,120
2019-01-04,116
2019-01-05,119
2019-01-06,125
2019-01-08,138
2019-01-10,152
2019-01-11,160
2019-01-12,160
2019-01-13,152
2019-01-14,149
2019-01-15,152
2019-01-16,158
2019-01-17,154
2019-01-18,151
2019-01-19,147
2019-01-20,145
2019-01-21,140
2019-01-22,133
2019-01-23,130
2019-01-24,131
2019-01-25,136
2019-01-26,143
2019-01-27,147
2019-01-28,145
2019-01-29,148
2019-01-30,147
2019-01-31,145
2019-02-01,142
2019-02-02,139
2019-02-03,136
2019-02-04,135
2019-02-05,131
2019-02-06,124
2019-02-07,117
2019-02-08,111
2019-02-09,105
2019-02-10,99
2019-02-11,95
2019-02-12,93
2019-02-13,93
2019-02-14,96
2019-02-15,97
2019-02-16,94
2019-02-17,91
2019-02-18,91
2019-02-19,92
2019-02-20,93
2019-02-21,94
2019-02-22,96
2019-02-23,92
2019-02-24,89
2019-02-25,85
2019-02-26,83
2019-02-27,85
2019-02-28,88
2019-03-01,93
2019-03-02,98
2019-03-03,97
2019-03-04,95
2019-03-05,92
2019-03-06,94
2019-03-07,98
2019-03-08,102
2019-03-09,102
2019-03-10,101
2019-03-11,99
2019-03-12,103
2019-03-13,108
2019-03-14,111
2019-03-15,115
2019-03-16,111
2019-03-17,105
2019-03-18,104
2019-03-19,101
2019-03-20,98
2019-03-21,100
2019-03-22,105
2019-03-23,108
2019-03-24,107
2019-03-25,104
2019-03-26,101
2019-03-27,100
2019-03-28,96
2019-03-29,96
2019-03-30,100
2019-03-31,97
2019-04-01,98
2019-04-02,102
2019-04-03,104
2019-04-04,104
2019-04-05,107
2019-04-06,110
2019-04-07,106
2019-04-08,101
2019-04-09,99
2019-04-10,98
2019-04-11,98
2019-04-12,101
2019-04-13,103
2019-04-14,103
2019-04-15,97
2019-04-16,93
2019-04-17,93
2019-04-18,91
2019-04-19,91
2019-04-20,93
2019-04-21,96
2019-04-22,95
2019-04-23,96
2019-04-24,95
2019-04-25,96
2019-04-26,97
2019-04-27,97
2019-04-28,94
2019-04-29,91
2019-04-30,87
2019-05-01,84
2019-05-02,84
2019-05-03,84
2019-05-04,85
2019-05-05,83
2019-05-06,83
2019-05-07,85
2019-05-08,88
2019-05-09,90
2019-05-10,92
2019-05-11,91
2019-05-12,91
2019-05-13,89
2019-05-14,85
2019-05-15,83
2019-05-16,83
2019-05-17,83
2019-05-18,84
2019-05-19,86
2019-05-20,86
2019-05-21,84
2019-05-22,83
2019-05-23,81
2019-05-24,80
2019-05-25,81
2019-05-26,84
2019-05-27,84
2019-05-28,81
2019-05-29,81
2019-05-30,82
2019-05-31,84
2019-06-01,86
2019-06-02,84
2019-06-03,81
2019-06-04,80
2019-06-05,81
2019-06-06,79
2019-06-07,75
2019-06-08,77
2019-06-09,78
2019-06-10,81
2019-06-11,80
2019-06-12,81
2019-06-13,81
2019-06-14,80
2019-06-15,83
2019-06-16,84
2019-06-17,83
2019-06-18,81
2019-06-19,81
2019-06-20,82
2019-06-21,84
2019-06-22,80
2019-06-23,80
2019-06-24,80
2019-06-25,79
2019-06-26,80
2019-06-27,81
2019-06-28,84
2019-06-29,86
2019-06-30,86
2019-07-01,83
2019-07-02,81
2019-07-03,81
2019-07-04,81
2019-07-05,83
2019-07-06,84
2019-07-07,85
2019-07-08,85
2019-07-09,84
2019-07-10,86
2019-07-11,89
2019-07-12,94
2019-07-13,99
2019-07-14,102
2019-07-15,106
2019-07-16,107
2019-07-17,107
2019-07-18,108
2019-07-19,108
2019-07-20,106
2019-07-21,103
2019-07-22,99
2019-07-23,95
2019-07-24,95
2019-07-25,93
2019-07-26,91
2019-07-27,91
2019-07-28,93
2019-07-29,89
2019-07-30,84
2019-07-31,79
2019-08-01,82
2019-08-02,83
2019-08-03,81
2019-08-04,82
2019-08-05,81
2019-08-06,82
2019-08-07,82
2019-08-08,85
2019-08-09,90
2019-08-10,88
2019-08-11,87
2019-08-12,88
2019-08-13,85
2019-08-14,83
2019-08-15,83
2019-08-16,87
2019-08-17,90
2019-08-18,90
2019-08-19,88
2019-08-20,87
2019-08-21,87
2019-08-22,89
2019-08-23,93
2019-08-24,94
2019-08-24,94
2019-08-25,92
2019-08-25,92
2019-08-26,87
2019-08-27,82
2019-08-27,82
2019-08-28,79
2019-08-29,79
2019-08-30,82
2019-08-31,85
