date_obj,Gold%20bar price
2016-02-07,194
2016-02-08,194
2016-02-09,193
2016-02-10,194
2016-02-11,189
2016-02-12,184
2016-02-13,178
2016-02-14,175
2016-02-15,175
2016-02-16,176
2016-02-17,182
2016-02-18,187
2016-02-19,190
2016-02-20,193
2016-02-21,192
2016-02-22,193
2016-02-23,194
2016-02-24,190
2016-02-25,189
2016-02-26,186
2016-02-27,191
2016-02-28,191
2016-02-29,191
2016-03-01,188
2016-03-02,185
2016-03-03,182
2016-03-04,182
2016-03-05,177
2016-03-06,176
2016-03-07,181
2016-03-08,185
2016-03-09,191
2016-03-10,190
2016-03-11,187
2016-03-12,187
2016-03-13,185
2016-03-14,187
2016-03-15,184
2016-03-16,185
2016-03-17,186
2016-03-18,192
2016-03-19,193
2016-03-20,191
2016-03-21,191
2016-03-22,193
2016-03-23,191
2016-03-24,184
2016-03-25,183
2016-03-26,180
2016-03-27,176
2016-03-28,174
2016-03-29,181
2016-03-30,174
2016-03-31,174
2016-04-01,176
2016-04-02,173
2016-04-03,174
2016-04-04,175
2016-04-05,176
2016-04-06,179
2016-04-07,178
2016-04-08,176
2016-04-09,175
2016-04-10,175
2016-04-11,175
2016-04-12,178
2016-04-13,178
2016-04-14,180
2016-04-15,182
2016-04-16,179
2016-04-17,185
2016-04-18,188
2016-04-19,193
2016-04-20,198
2016-04-21,201
2016-04-22,200
2016-04-23,194
2016-04-24,196
2016-04-25,193
2016-04-26,196
2016-04-27,193
2016-04-28,190
2016-04-29,191
2016-04-30,191
2016-05-01,197
2016-05-02,196
2016-05-03,197
2016-05-04,199
2016-05-05,195
2016-05-06,201
2016-05-07,196
2016-05-08,194
2016-05-09,194
2016-05-10,187
2016-05-11,185
2016-05-12,183
2016-05-13,183
2016-05-14,179
2016-05-15,173
2016-05-16,173
2016-05-17,172
2016-05-18,171
2016-05-19,168
2016-05-22,174
2016-05-23,170
2016-05-24,169
2016-05-25,169
2016-05-26,167
2016-05-27,162
2016-05-28,157
2016-05-29,153
2016-05-30,155
2016-05-31,160
2016-06-01,163
2016-06-02,167
2016-06-03,170
2016-06-04,172
2016-06-05,168
2016-06-06,165
2016-06-07,162
2016-06-08,164
2016-06-09,165
2016-06-10,166
2016-06-11,166
2016-06-12,167
2016-06-13,167
2016-06-14,169
2016-06-15,170
2016-06-16,169
2016-06-17,177
2016-06-18,181
2016-06-19,180
2016-06-20,181
2016-06-21,176
2016-06-22,175
2016-06-23,174
2016-06-24,177
2016-06-25,175
2016-06-26,176
2016-06-27,176
2016-06-28,177
2016-06-29,174
2016-06-30,173
2016-07-01,172
2016-07-02,173
2016-07-03,169
2016-07-04,168
2016-07-05,167
2016-07-06,165
2016-07-07,165
2016-07-08,165
2016-07-09,166
2016-07-10,165
2016-07-11,162
2016-07-12,162
2016-07-13,161
2016-07-14,159
2016-07-15,163
2016-07-16,167
2016-07-17,168
2016-07-18,161
2016-07-23,157
2016-07-24,158
2016-07-25,159
2016-07-26,161
2016-07-27,162
2016-07-28,163
2016-07-29,163
2016-07-30,162
2016-07-31,158
2016-08-01,157
2016-08-02,158
2016-08-03,156
2016-08-04,154
2016-08-05,158
2016-08-06,159
2016-08-07,157
2016-08-08,159
2016-08-09,156
2016-08-10,149
2016-08-11,147
2016-08-12,152
2016-08-13,155
2016-08-14,161
2016-08-15,165
2016-08-16,160
2016-08-17,160
2016-08-18,157
2016-08-19,155
2016-08-20,156
2016-08-21,160
2016-08-22,159
2016-08-23,157
2016-08-24,157
2016-08-25,157
2016-08-26,161
2016-08-28,158
2016-08-31,169
2016-09-01,171
2016-09-02,171
2016-09-03,171
2016-09-04,176
2016-09-05,181
2016-09-06,188
2016-09-07,185
2016-09-08,181
2016-09-09,187
2016-09-10,196
2016-09-11,198
2016-09-12,207
2016-09-13,216
2016-09-14,222
2016-09-15,210
2016-09-16,199
2016-09-17,189
2016-09-18,179
2016-09-19,170
2016-09-20,161
2016-09-21,152
2016-09-22,144
2016-09-23,136
2016-09-24,129
2016-09-25,122
2016-09-26,115
2016-09-27,109
2016-09-28,106
2016-09-29,106
2016-09-30,109
2016-10-01,109
2016-10-02,108
2016-10-03,107
2016-10-04,104
2016-10-05,106
2016-10-06,109
2016-10-07,109
2016-10-08,112
2016-10-09,111
2016-10-10,112
2016-10-11,108
2016-10-12,108
2016-10-13,106
2016-10-14,107
2016-10-15,105
2016-10-16,104
2016-10-17,103
2016-10-18,104
2016-10-19,103
2016-10-20,102
2016-10-21,100
2016-10-22,99
2016-10-23,100
2016-10-24,100
2016-10-25,99
2016-10-26,98
2016-10-27,98
2016-10-28,99
2016-10-29,98
2016-10-30,94
2016-10-31,90
2016-11-01,88
2016-11-02,89
2016-11-03,90
2016-11-04,91
2016-11-05,91
2016-11-06,91
2016-11-07,88
2016-11-08,89
2016-11-09,90
2016-11-10,88
2016-11-11,88
2016-11-12,88
2016-11-13,87
2016-11-14,87
2016-11-15,90
2016-12-07,95
2016-12-08,96
2016-12-09,96
2016-12-10,95
2016-12-11,92
2016-12-12,90
2016-12-13,90
2016-12-14,89
2016-12-15,89
2016-12-16,90
2016-12-17,91
2016-12-18,91
2016-12-19,92
2016-12-20,92
2016-12-21,92
2016-12-22,93
2016-12-23,93
2016-12-24,93
2016-12-25,95
2016-12-26,94
2016-12-27,91
2016-12-28,91
2016-12-29,91
2016-12-30,92
2016-12-31,93
2017-01-01,92
2017-01-02,91
2017-01-03,91
2017-01-04,89
2017-01-05,87
2017-01-06,88
2017-01-07,88
2017-01-08,87
2017-01-09,87
2017-01-10,88
2017-01-11,90
2017-01-12,91
2017-01-13,92
2017-01-14,92
2017-01-15,91
2017-01-16,92
2017-01-17,93
2017-01-18,94
2017-01-19,93
2017-01-20,94
2017-01-21,94
2017-01-22,92
2017-01-23,91
2017-01-27,90
2017-01-28,90
2017-01-29,91
2017-01-30,91
2017-01-31,91
2017-02-01,90
2017-02-02,88
2017-02-03,85
2017-02-04,86
2017-02-05,87
2017-02-06,89
2017-02-07,88
2017-02-08,87
2017-02-09,85
2017-02-10,84
2017-02-11,82
2017-02-12,79
2017-02-13,79
2017-02-14,81
2017-02-15,84
2017-02-16,86
2017-02-18,88
2017-02-19,87
2017-02-20,88
2017-02-21,88
2017-02-22,87
2017-02-23,86
2017-02-24,83
2017-02-25,83
2017-02-26,82
2017-02-27,82
2017-02-28,83
2017-03-01,85
2017-03-02,86
2017-03-03,84
2017-03-04,84
2017-03-05,83
2017-03-06,85
2017-03-07,86
2017-03-08,83
2017-03-09,84
2017-03-10,86
2017-03-11,85
2017-03-12,80
2017-03-13,78
2017-03-14,77
2017-03-15,76
2017-03-16,75
2017-03-17,76
2017-03-18,77
2017-03-19,77
2017-03-20,78
2017-03-21,79
2017-03-22,80
2017-03-23,81
2017-03-24,81
2017-03-25,83
2017-03-26,84
2017-03-27,83
2017-03-28,84
2017-03-29,84
2017-03-30,83
2017-03-31,85
2017-04-01,86
2017-04-02,86
2017-04-03,88
2017-04-04,88
2017-04-12,90
2017-04-13,93
2017-04-14,97
2017-04-15,101
2017-04-16,101
2017-04-17,101
2017-04-18,104
2017-04-19,108
2017-04-20,110
2017-04-21,109
2017-04-22,113
2017-04-23,111
2017-04-24,108
2017-04-25,104
2017-04-26,103
2017-04-27,100
2017-04-28,97
2017-04-29,97
2017-04-30,97
2017-05-01,97
2017-05-02,99
2017-05-03,101
2017-05-04,99
2017-05-05,97
2017-05-06,99
2017-05-07,96
2017-05-08,95
2017-05-09,92
2017-05-10,88
2017-05-11,85
2017-05-12,83
2017-05-13,83
2017-05-14,83
2017-05-15,84
2017-05-16,85
2017-05-17,84
2017-05-18,83
2017-05-19,81
2017-05-20,81
2017-05-21,79
2017-05-22,80
2017-05-23,80
2017-05-24,79
2017-05-25,75
2017-05-26,72
2017-05-27,69
2017-05-28,67
2017-05-29,68
2017-05-30,70
2017-05-31,72
2017-06-01,74
2017-06-02,75
2017-06-03,75
2017-06-04,75
2017-06-05,75
2017-06-06,75
2017-06-07,75
2017-06-08,76
2017-06-09,75
2017-06-10,75
2017-06-11,73
2017-06-12,73
2017-06-13,73
2017-06-14,74
2017-06-15,74
2017-06-16,75
2017-06-17,75
2017-06-18,77
2017-06-19,77
2017-06-20,76
2017-06-21,75
2017-06-22,74
2017-06-23,74
2017-06-24,73
2017-06-25,71
2017-06-26,69
2017-06-27,68
2017-06-28,68
2017-06-29,67
2017-06-30,66
2017-07-01,68
2017-07-02,69
2017-07-03,70
2017-07-04,70
2017-07-05,70
2017-07-06,71
2017-07-07,72
2017-07-08,71
2017-07-13,67
2017-07-14,68
2017-07-15,68
2017-07-16,70
2017-07-17,71
2017-07-18,72
2017-07-19,72
2017-07-20,70
2017-07-21,70
2017-07-22,72
2017-07-23,71
2017-07-24,70
2017-07-25,69
2017-07-26,69
2017-07-27,69
2017-07-28,70
2017-07-29,72
2017-07-30,71
2017-07-31,72
2017-08-01,72
2017-08-02,72
2017-08-03,70
2017-08-04,72
2017-08-05,73
2017-08-06,72
2017-08-09,71
2017-08-10,71
2017-08-11,71
2017-08-12,72
2017-08-13,72
2017-08-14,70
2017-08-15,71
2017-08-16,72
2017-08-17,72
2017-08-18,71
2017-08-19,71
2017-08-20,71
2017-08-21,71
2017-08-22,71
2017-08-23,71
2017-08-24,71
2017-08-25,71
2017-08-26,70
2017-08-27,70
2017-08-28,71
2017-08-29,72
2017-08-30,71
2017-08-31,71
2017-09-01,71
2017-09-02,70
2017-09-03,70
2017-09-04,70
2017-09-05,70
2017-09-06,71
2017-09-07,71
2017-09-08,71
2017-09-09,70
2017-09-10,70
2017-09-11,71
2017-09-12,71
2017-09-13,73
2017-09-14,75
2017-09-15,76
2017-09-16,76
2017-09-17,77
2017-09-18,76
2017-09-19,76
2017-09-20,77
2017-09-21,79
2017-09-22,82
2017-09-23,85
2017-09-24,84
2017-09-25,82
2017-09-26,84
2017-09-27,87
2017-09-28,88
2017-09-29,87
2017-09-30,85
2017-10-01,83
2017-10-02,80
2017-10-03,78
2017-10-04,79
2017-10-05,78
2017-10-06,78
2017-10-07,80
2017-10-08,80
2017-10-09,81
2017-10-10,84
2017-10-11,85
2017-10-12,84
2017-10-13,82
2017-10-14,81
2017-10-15,81
2017-10-16,83
2017-10-17,84
2017-10-18,84
2017-10-19,85
2017-10-20,88
2017-10-21,87
2017-10-22,85
2017-10-23,86
2017-10-24,88
2017-10-25,89
2017-10-26,88
2017-10-27,89
2017-10-28,90
2017-10-29,88
2017-10-30,87
2017-10-31,85
2017-11-01,82
2017-11-02,81
2017-11-03,80
2017-11-04,82
2017-11-05,84
2017-11-06,85
2017-11-07,86
2017-11-08,86
2017-11-09,87
2017-11-10,88
2017-11-11,87
2017-11-12,87
2017-11-13,86
2017-11-14,87
2017-11-15,87
2017-11-16,89
2017-11-17,89
2017-11-18,91
2017-11-19,90
2017-11-20,93
2017-11-21,96
2017-11-22,94
2017-11-23,97
2017-11-24,96
2017-11-25,95
2017-11-26,94
2017-11-27,95
2017-11-28,97
2017-11-29,97
2017-11-30,96
2017-12-01,95
2017-12-02,93
2017-12-03,91
2017-12-04,90
2017-12-05,89
2017-12-06,89
2017-12-07,89
2017-12-08,88
2017-12-09,87
2017-12-10,87
2017-12-11,87
2017-12-12,88
2017-12-13,87
2017-12-14,88
2017-12-15,89
2017-12-16,87
2017-12-17,84
2017-12-18,83
2017-12-19,83
2017-12-20,84
2017-12-21,85
2017-12-22,85
2017-12-23,84
2017-12-24,84
2017-12-25,82
2017-12-26,81
2017-12-27,79
2017-12-28,78
2017-12-29,77
2017-12-30,77
2017-12-31,76
2018-01-01,76
2018-01-02,75
2018-01-03,72
2018-01-04,68
2018-01-05,67
2018-01-06,68
2018-01-07,67
2018-01-08,68
2018-01-09,69
2018-01-10,69
2018-01-11,69
2018-01-12,70
2018-01-13,72
2018-01-14,72
2018-01-15,71
2018-01-16,71
2018-01-17,72
2018-01-18,73
2018-01-19,74
2018-01-20,72
2018-01-21,71
2018-01-22,71
2018-01-23,73
2018-01-24,74
2018-01-25,73
2018-01-26,71
2018-01-27,70
2018-01-28,70
2018-01-29,70
2018-01-30,70
2018-01-31,70
2018-02-01,70
2018-02-02,71
2018-02-03,72
2018-02-04,71
2018-02-05,71
2018-02-06,71
2018-02-07,73
2018-02-08,72
2018-02-09,73
2018-02-10,72
2018-02-11,72
2018-02-12,73
2018-02-13,74
2018-02-14,77
2018-02-15,77
2018-02-16,78
2018-02-17,78
2018-02-18,77
2018-02-19,78
2018-02-20,76
2018-02-21,76
2018-02-22,75
2018-02-23,76
2018-02-24,75
2018-02-25,76
2018-02-26,79
2018-02-27,81
2018-02-28,81
2018-03-01,82
2018-03-02,83
2018-03-03,83
2018-03-04,82
2018-03-05,84
2018-03-06,84
2018-03-07,81
2018-03-08,79
2018-03-09,79
2018-03-10,79
2018-03-11,80
2018-03-12,81
2018-03-13,82
2018-03-14,84
2018-03-15,86
2018-03-16,89
2018-03-17,89
2018-03-18,87
2018-03-19,85
2018-03-20,88
2018-03-21,90
2018-03-23,93
2018-03-24,93
2018-03-25,93
2018-03-26,93
2018-03-27,92
2018-03-28,92
2018-03-29,94
2018-03-30,93
2018-03-31,94
2018-04-01,95
2018-04-02,97
2018-04-03,99
2018-04-04,97
2018-04-05,97
2018-04-06,98
2018-04-07,97
2018-04-08,96
2018-04-09,95
2018-04-10,95
2018-04-11,96
2018-04-12,94
2018-04-13,94
2018-04-14,93
2018-04-15,94
2018-04-16,95
2018-04-17,97
2018-04-18,98
2018-04-19,98
2018-04-20,99
2018-04-21,98
2018-04-22,97
2018-04-23,97
2018-04-24,97
2018-04-25,96
2018-04-26,97
2018-04-27,97
2018-04-28,95
2018-04-29,92
2018-04-30,90
2018-05-01,89
2018-05-03,90
2018-05-04,91
2018-05-05,91
2018-05-06,90
2018-05-07,89
2018-05-08,89
2018-05-09,88
2018-05-10,87
2018-05-11,84
2018-05-12,83
2018-05-13,83
2018-05-14,83
2018-05-15,83
2018-05-16,84
2018-05-17,84
2018-05-18,86
2018-05-19,86
2018-05-20,86
2018-05-21,86
2018-05-22,87
2018-05-23,88
2018-05-24,89
2018-05-25,90
2018-05-26,89
2018-05-27,89
2018-05-28,88
2018-05-29,87
2018-05-30,86
2018-05-31,85
2018-06-01,85
2018-06-02,83
2018-06-03,81
2018-06-04,82
2018-06-05,83
2018-06-06,82
2018-06-07,81
2018-06-08,81
2018-06-09,80
2018-06-10,80
2018-06-11,79
2018-06-12,80
2018-06-13,80
2018-06-14,81
2018-06-15,82
2018-06-16,82
2018-06-17,81
2018-06-18,81
2018-06-19,81
2018-06-20,81
2018-06-21,81
2018-06-22,81
2018-06-23,81
2018-06-24,80
2018-06-25,80
2018-06-26,81
2018-06-27,80
2018-06-28,81
2018-06-29,83
2018-06-30,83
2018-07-01,80
2018-07-02,80
2018-07-03,80
2018-07-04,81
2018-07-05,80
2018-07-06,81
2018-07-07,81
2018-07-08,81
2018-07-09,81
2018-07-10,81
2018-07-11,81
2018-07-12,80
2018-07-13,81
2018-07-14,81
2018-07-15,81
2018-07-16,81
2018-07-17,81
2018-07-18,81
2018-07-19,81
2018-07-20,81
2018-07-21,81
2018-07-22,81
2018-07-23,81
2018-07-24,81
2018-07-25,81
2018-07-26,81
2018-07-27,81
2018-07-28,82
2018-07-29,81
2018-07-30,81
2018-07-31,81
2018-08-01,80
2018-08-02,80
2018-08-03,80
2018-08-04,80
2018-08-05,80
2018-08-06,79
2018-08-07,79
2018-08-08,79
2018-08-09,79
2018-08-10,79
2018-08-11,77
2018-08-12,75
2018-08-14,74
2018-08-16,75
2018-08-17,75
2018-08-18,74
2018-08-19,74
2018-08-20,75
2018-08-21,75
2018-08-22,76
2018-08-23,75
2018-08-24,76
2018-08-25,76
2018-08-26,76
2018-08-27,76
2018-08-28,77
2018-08-29,79
2018-08-30,79
2018-08-31,81
2018-09-01,80
2018-09-02,79
2018-09-03,79
2018-09-04,80
2018-09-05,82
2018-09-06,83
2018-09-07,80
2018-09-08,77
2018-09-09,75
2018-09-10,75
2018-09-11,76
2018-09-12,77
2018-09-13,79
2018-09-14,80
2018-09-15,80
2018-09-16,80
2018-09-17,80
2018-09-18,80
2018-09-19,81
2018-09-20,82
2018-09-21,82
2018-09-22,83
2018-09-23,82
2018-09-24,81
2018-09-25,82
2018-09-26,83
2018-09-27,82
2018-09-28,82
2018-09-29,81
2018-09-30,81
2018-10-01,82
2018-10-02,83
2018-10-03,83
2018-10-04,82
2018-10-05,82
2018-10-06,81
2018-10-07,81
2018-10-08,81
2018-10-09,81
2018-10-10,81
2018-10-11,80
2018-10-12,80
2018-10-13,80
2018-10-14,80
2018-10-15,80
2018-10-16,80
2018-10-17,80
2018-10-18,80
2018-10-19,80
2018-10-20,80
2018-10-21,80
2018-10-22,80
2018-10-23,80
2018-10-24,80
2018-10-25,80
2018-10-26,80
2018-10-27,79
2018-10-28,79
2018-10-29,79
2018-10-30,79
2018-10-31,79
2018-11-01,79
2018-11-03,80
2018-11-04,80
2018-11-05,80
2018-11-06,82
2018-11-07,83
2018-11-08,83
2018-11-09,85
2018-11-10,84
2018-11-11,83
2018-11-12,82
2018-11-13,82
2018-11-14,82
2018-11-15,83
2018-11-16,84
2018-11-17,85
2018-11-18,83
2018-11-19,82
2018-11-20,82
2018-11-21,82
2018-11-22,82
2018-11-23,81
2018-11-24,80
2018-11-25,79
2018-11-26,79
2018-11-27,79
2018-11-28,79
2018-11-29,80
2018-12-01,80
2018-12-02,80
2018-12-03,81
2018-12-04,81
2018-12-05,81
2018-12-07,81
2018-12-09,81
2018-12-10,81
2018-12-11,81
2018-12-12,81
2018-12-13,81
2018-12-14,81
2018-12-15,81
2018-12-16,80
2018-12-17,79
2018-12-18,79
2018-12-19,80
2018-12-20,80
2018-12-21,80
2018-12-22,80
2018-12-23,79
2018-12-24,80
2018-12-25,80
2018-12-26,80
2018-12-27,80
2018-12-28,80
2018-12-29,80
2018-12-30,79
2018-12-31,79
2019-01-01,77
2019-01-02,76
2019-01-03,77
2019-01-04,78
2019-01-05,78
2019-01-06,77
2019-01-08,75
2019-01-10,74
2019-01-11,73
2019-01-12,71
2019-01-13,69
2019-01-14,68
2019-01-15,70
2019-01-16,71
2019-01-17,71
2019-01-18,72
2019-01-19,73
2019-01-20,72
2019-01-22,72
2019-01-23,71
2019-01-24,71
2019-01-25,71
2019-01-26,71
2019-01-27,71
2019-01-28,71
2019-01-29,72
2019-01-30,72
2019-01-31,72
2019-02-01,72
2019-02-02,72
2019-02-03,72
2019-02-04,72
2019-02-05,72
2019-02-06,72
2019-02-07,72
2019-02-08,72
2019-02-09,73
2019-02-10,74
2019-02-11,75
2019-02-12,76
2019-02-13,76
2019-02-14,77
2019-02-15,77
2019-02-16,78
2019-02-17,79
2019-02-18,79
2019-02-19,80
2019-02-20,82
2019-02-21,84
2019-02-22,84
2019-02-23,84
2019-02-24,81
2019-02-25,79
2019-02-26,81
2019-02-27,83
2019-02-28,86
2019-03-01,89
2019-03-02,89
2019-03-03,88
2019-03-04,88
2019-03-05,89
2019-03-06,90
2019-03-07,90
2019-03-08,88
2019-03-09,87
2019-03-10,85
2019-03-11,84
2019-03-12,83
2019-03-13,83
2019-03-14,86
2019-03-15,88
2019-03-16,89
2019-03-17,91
2019-03-18,89
2019-03-19,92
2019-03-20,93
2019-03-21,93
2019-03-22,92
2019-03-23,91
2019-03-24,90
2019-03-25,90
2019-03-26,88
2019-03-27,86
2019-03-28,86
2019-03-29,86
2019-03-30,85
2019-03-31,84
2019-04-01,84
2019-04-02,84
2019-04-03,84
2019-04-04,84
2019-04-05,84
2019-04-06,83
2019-04-07,83
2019-04-08,83
2019-04-09,82
2019-04-10,82
2019-04-11,82
2019-04-12,81
2019-04-13,79
2019-04-14,80
2019-04-15,78
2019-04-16,78
2019-04-17,80
2019-04-18,82
2019-04-19,82
2019-04-20,82
2019-04-21,82
2019-04-22,81
2019-04-23,82
2019-04-24,83
2019-04-25,83
2019-04-26,83
2019-04-27,83
2019-04-28,83
2019-04-29,82
2019-04-30,82
2019-05-01,83
2019-05-02,85
2019-05-03,85
2019-05-04,84
2019-05-05,84
2019-05-06,84
2019-05-07,84
2019-05-08,84
2019-05-09,84
2019-05-10,85
2019-05-11,84
2019-05-12,84
2019-05-13,83
2019-05-14,83
2019-05-15,83
2019-05-16,83
2019-05-17,83
2019-05-18,82
2019-05-19,81
2019-05-20,82
2019-05-21,82
2019-05-22,82
2019-05-23,83
2019-05-24,85
2019-05-25,87
2019-05-26,86
2019-05-27,86
2019-05-28,85
2019-05-29,85
2019-05-30,87
2019-05-31,85
2019-06-01,83
2019-06-02,82
2019-06-03,82
2019-06-04,84
2019-06-05,84
2019-06-06,84
2019-06-07,84
2019-06-08,84
2019-06-09,84
2019-06-10,83
2019-06-11,83
2019-06-12,82
2019-06-13,81
2019-06-14,79
2019-06-15,79
2019-06-16,79
2019-06-17,80
2019-06-18,80
2019-06-19,80
2019-06-20,80
2019-06-21,80
2019-06-22,80
2019-06-23,80
2019-06-24,80
2019-06-25,80
2019-06-26,81
2019-06-27,81
2019-06-28,83
2019-06-29,84
2019-06-30,85
2019-07-01,88
2019-07-02,90
2019-07-03,91
2019-07-04,90
2019-07-05,92
2019-07-06,92
2019-07-07,91
2019-07-08,92
2019-07-09,92
2019-07-10,94
2019-07-11,93
2019-07-12,94
2019-07-13,94
2019-07-14,95
2019-07-15,99
2019-07-16,100
2019-07-17,102
2019-07-18,103
2019-07-19,103
2019-07-20,104
2019-07-21,103
2019-07-22,103
2019-07-23,102
2019-07-24,100
2019-07-25,99
2019-07-26,99
2019-07-27,97
2019-07-28,96
2019-07-29,94
2019-07-30,93
2019-07-31,93
2019-08-01,92
2019-08-02,93
2019-08-03,92
2019-08-04,90
2019-08-05,92
2019-08-06,92
2019-08-07,92
2019-08-08,91
2019-08-09,90
2019-08-10,90
2019-08-11,89
2019-08-12,89
2019-08-13,90
2019-08-14,90
2019-08-15,90
2019-08-16,90
2019-08-17,89
2019-08-18,89
2019-08-19,89
2019-08-20,88
2019-08-21,88
2019-08-22,88
2019-08-23,89
2019-08-24,89
2019-08-24,89
2019-08-25,88
2019-08-25,88
2019-08-26,89
