date_obj,Blue%20flowers price
2019-01-22,12
2019-01-23,12
2019-01-24,12
2019-01-25,13
2019-01-26,13
2019-01-27,13
2019-01-28,13
2019-01-29,13
2019-01-30,14
2019-01-31,14
2019-02-01,14
2019-02-02,14
2019-02-03,14
2019-02-04,14
2019-02-05,14
2019-02-06,14
2019-02-07,14
2019-02-08,14
2019-02-09,14
2019-02-10,14
2019-02-11,14
2019-02-12,14
2019-02-13,14
2019-02-14,14
2019-02-15,14
2019-02-16,15
2019-02-17,15
2019-02-18,15
2019-02-19,15
2019-02-20,15
2019-02-21,15
2019-02-22,16
2019-02-23,16
2019-02-24,16
2019-02-25,16
2019-02-26,16
2019-02-27,16
2019-02-28,16
2019-03-01,16
2019-03-02,16
2019-03-03,16
2019-03-04,16
2019-03-05,17
2019-03-06,17
2019-03-07,17
2019-03-08,17
2019-03-09,17
2019-03-10,17
2019-03-11,18
2019-03-12,18
2019-03-13,18
2019-03-14,18
2019-03-15,18
2019-03-16,18
2019-03-17,18
2019-03-18,19
2019-03-19,19
2019-03-20,19
2019-03-21,19
2019-03-22,19
2019-03-23,19
2019-03-24,19
2019-03-25,20
2019-03-26,20
2019-03-27,20
2019-03-28,20
2019-03-29,20
2019-03-30,20
2019-03-31,20
2019-04-01,20
2019-04-02,21
2019-04-03,21
2019-04-04,21
2019-04-05,21
2019-04-06,21
2019-04-07,21
2019-04-08,21
2019-04-09,21
2019-04-10,20
2019-04-11,20
2019-04-12,20
2019-04-13,20
2019-04-14,20
2019-04-15,20
2019-04-16,20
2019-04-17,20
2019-04-18,20
2019-04-19,20
2019-04-20,20
2019-04-21,20
2019-04-22,20
2019-04-23,20
2019-04-24,20
2019-04-25,21
2019-04-26,21
2019-04-27,21
2019-04-28,21
2019-04-29,21
2019-04-30,21
2019-05-01,21
2019-05-02,21
2019-05-03,23
2019-05-04,23
2019-05-05,23
2019-05-06,23
2019-05-07,23
2019-05-08,23
2019-05-09,23
2019-05-10,23
2019-05-11,25
2019-05-12,25
2019-05-13,25
2019-05-14,25
2019-05-15,25
2019-05-16,25
2019-05-17,25
2019-05-18,27
2019-05-19,27
2019-05-20,27
2019-05-21,27
2019-05-22,27
2019-05-23,27
2019-05-24,27
2019-05-25,27
2019-05-26,29
2019-05-27,29
2019-05-28,29
2019-05-29,29
2019-05-30,29
2019-05-31,29
2019-06-01,29
2019-06-02,29
2019-06-03,31
2019-06-04,31
2019-06-05,31
2019-06-06,31
2019-06-07,31
2019-06-08,31
2019-06-09,31
2019-06-10,31
2019-06-11,32
2019-06-12,32
2019-06-13,32
2019-06-14,32
2019-06-15,32
2019-06-16,32
2019-06-17,32
2019-06-18,32
2019-06-19,32
2019-06-20,34
2019-06-21,34
2019-06-22,34
2019-06-23,34
2019-06-24,34
2019-06-25,34
2019-06-26,34
2019-06-27,34
2019-06-28,34
2019-06-29,35
2019-06-30,35
2019-07-01,35
2019-07-02,35
2019-07-03,35
2019-07-04,35
2019-07-05,35
2019-07-06,35
2019-07-07,35
2019-07-08,35
2019-07-09,37
2019-07-10,37
2019-07-11,37
2019-07-12,37
2019-07-13,37
2019-07-14,37
2019-07-15,37
2019-07-16,37
2019-07-17,37
2019-07-18,39
2019-07-19,39
2019-07-20,39
2019-07-21,39
2019-07-22,39
2019-07-23,39
2019-07-24,39
2019-07-25,41
2019-07-26,44
2019-07-27,47
2019-07-28,47
2019-07-29,47
2019-07-30,47
2019-07-31,48
2019-08-01,48
2019-08-02,48
2019-08-03,51
2019-08-04,51
2019-08-05,51
2019-08-06,51
