date_obj,Fremennik%20gloves price
2016-09-13,155
2016-09-14,155
2016-09-15,155
2016-09-16,155
2016-09-17,155
2016-09-18,152
2016-09-19,152
2016-09-20,152
2016-09-21,148
2016-09-22,148
2016-09-23,149
2016-09-24,149
2016-09-25,149
2016-09-26,149
2016-09-27,151
2016-09-28,151
2016-09-29,151
2016-09-30,151
2016-10-01,151
2016-10-02,151
2016-10-03,153
2016-10-04,153
2016-10-05,153
2016-10-06,151
2016-10-07,151
2016-10-08,151
2016-10-09,150
2016-10-10,150
2016-10-11,150
2016-10-12,149
2016-10-13,149
2016-10-14,152
2016-10-15,152
2016-10-16,150
2016-10-17,150
2016-10-18,151
2016-10-19,151
2016-10-20,149
2016-10-21,149
2016-10-22,147
2016-10-23,147
2016-10-24,140
2016-10-25,140
2016-10-26,138
2016-10-27,138
2016-10-28,138
2016-10-29,136
2016-10-30,136
2016-10-31,137
2016-11-01,137
2016-11-02,137
2016-11-03,137
2016-11-04,136
2016-11-05,136
2016-11-06,137
2016-11-07,137
2016-11-08,130
2016-11-09,130
2016-11-10,123
2016-11-11,123
2016-11-12,123
2016-11-13,123
2016-11-14,129
2016-11-15,129
2016-12-07,193
2016-12-08,203
2016-12-09,203
2016-12-10,211
2016-12-11,211
2016-12-12,214
2016-12-13,214
2016-12-14,209
2016-12-15,209
2016-12-16,209
2016-12-17,210
2016-12-18,210
2016-12-19,216
2016-12-20,216
2016-12-21,222
2016-12-22,222
2016-12-23,234
2016-12-24,234
2016-12-25,246
2016-12-26,246
2016-12-27,256
2016-12-28,256
2016-12-29,266
2016-12-30,266
2016-12-31,264
2017-01-01,264
2017-01-02,262
2017-01-03,262
2017-01-04,258
2017-01-05,258
2017-01-06,254
2017-01-07,245
2017-01-08,245
2017-01-09,241
2017-01-10,241
2017-01-11,238
2017-01-12,240
2017-01-13,240
2017-01-14,234
2017-01-15,234
2017-01-16,236
2017-01-17,236
2017-01-18,236
2017-01-19,236
2017-01-20,238
2017-01-21,238
2017-01-22,244
2017-01-23,244
2017-01-27,236
2017-01-28,233
2017-01-29,233
2017-01-30,228
2017-01-31,228
2017-02-01,239
2017-02-02,239
2017-02-03,234
2017-02-04,232
2017-02-05,232
2017-02-06,228
2017-02-07,228
2017-02-08,225
2017-02-09,225
2017-02-10,220
2017-02-11,220
2017-02-12,214
2017-02-13,214
2017-02-14,213
2017-02-15,213
2017-02-16,207
2017-02-18,203
2017-02-19,201
2017-02-20,201
2017-02-21,198
2017-02-22,198
2017-02-23,197
2017-02-24,197
2017-02-25,195
2017-02-26,195
2017-02-27,196
2017-02-28,202
2017-03-01,202
2017-03-02,203
2017-03-03,203
2017-03-04,201
2017-03-05,201
2017-03-06,200
2017-03-07,200
2017-03-08,205
2017-03-09,205
2017-03-10,215
2017-03-11,215
2017-03-12,226
2017-03-13,238
2017-03-14,238
2017-03-15,248
2017-03-16,248
2017-03-17,248
2017-03-18,248
2017-03-19,239
2017-03-20,239
2017-03-21,240
2017-03-22,240
2017-03-23,236
2017-03-24,236
2017-03-25,233
2017-03-26,233
2017-03-27,233
2017-03-28,233
2017-03-29,232
2017-03-30,232
2017-03-31,233
2017-04-01,233
2017-04-02,235
2017-04-03,234
2017-04-04,234
2017-04-12,223
2017-04-13,225
2017-04-14,225
2017-04-15,226
2017-04-16,230
2017-04-17,235
2017-04-18,235
2017-04-19,231
2017-04-20,231
2017-04-21,225
2017-04-22,225
2017-04-23,221
2017-04-24,221
2017-04-25,222
2017-04-26,222
2017-04-27,219
2017-04-28,219
2017-04-29,208
2017-04-30,208
2017-05-01,197
2017-05-02,197
2017-05-03,190
2017-05-04,190
2017-05-05,190
2017-05-06,191
2017-05-07,191
2017-05-08,197
2017-05-09,207
2017-05-10,207
2017-05-11,218
2017-05-12,229
2017-05-13,238
2017-05-14,238
2017-05-15,247
2017-05-16,243
2017-05-17,243
2017-05-18,245
2017-05-19,245
2017-05-20,239
2017-05-21,239
2017-05-22,234
2017-05-23,234
2017-05-24,245
2017-05-25,245
2017-05-26,258
2017-05-27,271
2017-05-28,271
2017-05-29,285
2017-05-30,285
2017-05-31,300
2017-06-01,300
2017-06-02,315
2017-06-03,315
2017-06-04,318
2017-06-05,318
2017-06-06,334
2017-06-07,351
2017-06-08,351
2017-06-09,369
2017-06-10,385
2017-06-11,405
2017-06-12,405
2017-06-13,426
2017-06-14,426
2017-06-15,431
2017-06-16,431
2017-06-17,428
2017-06-18,428
2017-06-19,432
2017-06-20,429
2017-06-21,429
2017-06-22,433
2017-06-23,433
2017-06-24,452
2017-06-25,452
2017-06-26,461
2017-06-27,467
2017-06-28,467
2017-06-29,453
2017-06-30,453
2017-07-01,439
2017-07-02,439
2017-07-03,432
2017-07-04,432
2017-07-05,430
2017-07-06,432
2017-07-07,432
2017-07-08,427
2017-07-13,413
2017-07-14,412
2017-07-15,412
2017-07-16,405
2017-07-17,401
2017-07-18,401
2017-07-19,421
2017-07-20,439
2017-07-21,439
2017-07-22,439
2017-07-23,439
2017-07-24,438
2017-07-25,438
2017-07-26,439
2017-07-27,439
2017-07-28,438
2017-07-29,438
2017-07-30,437
2017-07-31,437
2017-08-01,443
2017-08-02,440
2017-08-03,440
2017-08-04,444
2017-08-05,450
2017-08-06,450
2017-08-09,463
2017-08-10,463
2017-08-11,456
2017-08-12,456
2017-08-13,458
2017-08-14,458
2017-08-15,471
2017-08-16,471
2017-08-17,475
2017-08-18,475
2017-08-19,472
2017-08-20,456
2017-08-21,456
2017-08-22,454
2017-08-23,454
2017-08-24,448
2017-08-25,448
2017-08-26,429
2017-08-27,429
2017-08-28,412
2017-08-29,412
2017-08-30,410
2017-08-31,410
2017-09-01,410
2017-09-02,404
2017-09-03,404
2017-09-04,410
2017-09-05,410
2017-09-06,420
2017-09-07,420
2017-09-08,429
2017-09-09,433
2017-09-10,433
2017-09-11,440
2017-09-12,440
2017-09-13,440
2017-09-14,440
2017-09-15,420
2017-09-16,420
2017-09-17,414
2017-09-18,414
2017-09-19,412
2017-09-20,412
2017-09-21,405
2017-09-22,405
2017-09-23,403
2017-09-24,403
2017-09-25,400
2017-09-26,400
2017-09-27,420
2017-09-28,420
2017-09-29,431
2017-09-30,431
2017-10-01,435
2017-10-02,435
2017-10-03,453
2017-10-04,453
2017-10-05,465
2017-10-06,465
2017-10-07,464
2017-10-08,464
2017-10-09,463
2017-10-10,463
2017-10-11,459
2017-10-12,459
2017-10-13,454
2017-10-14,454
2017-10-15,459
2017-10-16,459
2017-10-17,464
2017-10-18,464
2017-10-19,470
2017-10-20,470
2017-10-21,456
2017-10-22,435
2017-10-23,435
2017-10-24,418
2017-10-25,418
2017-10-26,416
2017-10-27,416
2017-10-28,416
2017-10-29,410
2017-10-30,410
2017-10-31,408
2017-11-01,408
2017-11-02,408
2017-11-03,403
2017-11-04,404
2017-11-05,404
2017-11-06,400
2017-11-07,400
2017-11-08,384
2017-11-09,384
2017-11-10,385
2017-11-11,385
2017-11-12,382
2017-11-13,382
2017-11-14,377
2017-11-15,377
2017-11-16,371
2017-11-17,371
2017-11-18,371
2017-11-19,371
2017-11-20,368
2017-11-21,368
2017-11-22,380
2017-11-23,380
2017-11-24,392
2017-11-25,392
2017-11-26,397
2017-11-27,397
2017-11-28,408
2017-11-29,408
2017-11-30,417
2017-12-01,432
2017-12-02,432
2017-12-03,454
2017-12-04,454
2017-12-05,463
2017-12-06,463
2017-12-07,463
2017-12-08,463
2017-12-09,466
2017-12-10,469
2017-12-11,469
2017-12-12,477
2017-12-13,477
2017-12-14,486
2017-12-15,486
2017-12-16,496
2017-12-17,496
2017-12-18,485
2017-12-19,485
2017-12-20,480
2017-12-21,480
2017-12-22,482
2017-12-23,482
2017-12-24,496
2017-12-25,496
2017-12-26,494
2017-12-27,494
2017-12-28,504
2017-12-29,504
2017-12-30,491
2017-12-31,491
2018-01-01,479
2018-01-02,479
2018-01-03,484
2018-01-04,484
2018-01-05,479
2018-01-06,473
2018-01-07,473
2018-01-08,469
2018-01-09,469
2018-01-10,478
2018-01-11,478
2018-01-12,494
2018-01-13,518
2018-01-14,518
2018-01-15,544
2018-01-16,552
2018-01-17,551
2018-01-18,551
2018-01-19,556
2018-01-20,562
2018-01-21,562
2018-01-22,573
2018-01-23,591
2018-01-24,594
2018-01-25,603
2018-01-26,601
2018-01-27,604
2018-01-28,607
2018-01-29,602
2018-01-30,616
2018-01-31,627
2018-02-01,643
2018-02-02,651
2018-02-03,664
2018-02-04,692
2018-02-05,710
2018-02-06,722
2018-02-07,720
2018-02-08,720
2018-02-09,715
2018-02-10,719
2018-02-11,725
2018-02-12,731
2018-02-13,710
2018-02-14,703
2018-02-15,692
2018-02-16,696
2018-02-17,698
2018-02-18,696
2018-02-19,695
2018-02-20,700
2018-02-21,710
2018-02-22,721
2018-02-23,735
2018-02-24,736
2018-02-25,738
2018-02-26,750
2018-02-27,741
2018-02-28,731
2018-03-01,732
2018-03-02,741
2018-03-03,731
2018-03-04,731
2018-03-05,717
2018-03-06,710
2018-03-07,697
2018-03-08,706
2018-03-09,715
2018-03-10,715
2018-03-11,731
2018-03-12,749
2018-03-13,787
2018-03-14,819
2018-03-15,804
2018-03-16,825
2018-03-17,852
2018-03-18,885
2018-03-20,898
2018-03-21,940
2018-03-23,974
2018-03-24,989
2018-03-25,1006
2018-03-26,1026
2018-03-27,1044
2018-03-28,1030
2018-03-29,1028
2018-03-30,1002
2018-03-31,996
2018-04-01,985
2018-04-02,949
2018-04-03,924
2018-04-04,933
2018-04-05,933
2018-04-06,940
2018-04-07,981
2018-04-08,991
2018-04-09,987
2018-04-10,959
2018-04-11,941
2018-04-12,934
2018-04-13,930
2018-04-14,929
2018-04-15,975
2018-04-16,981
2018-04-17,969
2018-04-18,950
2018-04-19,942
2018-04-20,941
2018-04-21,923
2018-04-22,956
2018-04-23,943
2018-04-24,970
2018-04-25,963
2018-04-26,963
2018-04-27,941
2018-04-28,897
2018-04-29,885
2018-04-30,888
2018-05-01,869
2018-05-02,856
2018-05-03,836
2018-05-04,810
2018-05-05,806
2018-05-06,806
2018-05-07,811
2018-05-08,813
2018-05-09,832
2018-05-10,849
2018-05-11,866
2018-05-12,889
2018-05-13,912
2018-05-14,917
2018-05-15,928
2018-05-16,932
2018-05-17,943
2018-05-18,937
2018-05-19,947
2018-05-20,976
2018-05-21,985
2018-05-22,984
2018-05-23,955
2018-05-24,945
2018-05-25,924
2018-05-26,886
2018-05-27,875
2018-05-28,869
2018-05-29,871
2018-05-30,865
2018-05-31,835
2018-06-01,821
2018-06-02,816
2018-06-03,786
2018-06-04,779
2018-06-05,768
2018-06-06,746
2018-06-07,747
2018-06-08,752
2018-06-09,759
2018-06-10,754
2018-06-11,748
2018-06-12,716
2018-06-13,692
2018-06-14,685
2018-06-15,655
2018-06-16,630
2018-06-17,626
2018-06-18,614
2018-06-19,598
2018-06-20,598
2018-06-21,580
2018-06-22,567
2018-06-23,551
2018-06-24,552
2018-06-25,555
2018-06-26,552
2018-06-27,545
2018-06-28,549
2018-06-29,541
2018-06-30,517
2018-07-01,491
2018-07-02,467
2018-07-03,456
2018-07-04,449
2018-07-05,429
2018-07-06,421
2018-07-07,420
2018-07-08,416
2018-07-09,435
2018-07-10,457
2018-07-11,480
2018-07-12,480
2018-07-13,497
2018-07-14,516
2018-07-15,540
2018-07-16,546
2018-07-17,543
2018-07-18,541
2018-07-19,541
2018-07-20,522
2018-07-21,520
2018-07-22,520
2018-07-23,517
2018-07-24,513
2018-07-25,512
2018-07-26,510
2018-07-27,534
2018-07-28,561
2018-07-29,589
2018-07-30,595
2018-07-31,591
2018-08-01,594
2018-08-02,600
2018-08-03,615
2018-08-04,639
2018-08-05,636
2018-08-06,627
2018-08-07,629
2018-08-08,626
2018-08-09,621
2018-08-10,623
2018-08-11,622
2018-08-12,613
2018-08-14,596
2018-08-16,585
2018-08-17,577
2018-08-18,578
2018-08-19,576
2018-08-20,583
2018-08-21,599
2018-08-22,593
2018-08-23,590
2018-08-24,584
2018-08-25,576
2018-08-26,566
2018-08-27,560
2018-08-28,563
2018-08-29,552
2018-08-30,539
2018-08-31,531
2018-09-01,515
2018-09-02,500
2018-09-03,492
2018-09-04,484
2018-09-05,478
2018-09-06,484
2018-09-07,484
2018-09-08,508
2018-09-09,534
2018-09-10,561
2018-09-11,590
2018-09-12,620
2018-09-13,651
2018-09-14,684
2018-09-15,719
2018-09-16,728
2018-09-17,722
2018-09-18,712
2018-09-19,703
2018-09-20,690
2018-09-21,661
2018-09-22,640
2018-09-23,619
2018-09-24,599
2018-09-25,584
2018-09-26,575
2018-09-27,560
2018-09-28,544
2018-09-29,526
2018-09-30,506
2018-10-01,510
2018-10-02,518
2018-10-03,524
2018-10-04,527
2018-10-05,530
2018-10-06,527
2018-10-07,509
2018-10-08,491
2018-10-09,477
2018-10-10,485
2018-10-11,475
2018-10-12,466
2018-10-13,455
2018-10-14,442
2018-10-15,423
2018-10-16,405
2018-10-17,398
2018-10-18,385
2018-10-19,381
2018-10-20,361
2018-10-21,343
2018-10-22,329
2018-10-23,315
2018-10-24,303
2018-10-25,293
2018-10-26,281
2018-10-27,270
2018-10-28,268
2018-10-29,270
2018-10-30,265
2018-10-31,263
2018-11-01,262
2018-11-03,262
2018-11-04,251
2018-11-05,243
2018-11-06,236
2018-11-07,233
2018-11-08,230
2018-11-09,235
2018-11-10,241
2018-11-11,245
2018-11-12,255
2018-11-13,268
2018-11-14,282
2018-11-15,297
2018-11-16,312
2018-11-17,328
2018-11-18,345
2018-11-19,363
2018-11-20,382
2018-11-21,402
2018-11-22,423
2018-11-23,445
2018-11-24,468
2018-11-25,492
2018-11-26,517
2018-11-27,541
2018-11-28,569
2018-11-29,596
2018-12-01,654
2018-12-02,666
2018-12-03,693
2018-12-04,704
2018-12-05,726
2018-12-07,768
2018-12-09,768
2018-12-10,741
2018-12-11,724
2018-12-12,708
2018-12-13,687
2018-12-14,655
2018-12-15,624
2018-12-16,607
2018-12-17,581
2018-12-18,564
2018-12-19,539
2018-12-20,517
2018-12-21,499
2018-12-22,486
2018-12-23,484
2018-12-24,488
2018-12-25,492
2018-12-26,507
2018-12-27,510
2018-12-28,504
2018-12-29,490
2018-12-30,473
2018-12-31,459
2019-01-01,442
2019-01-02,431
2019-01-03,422
2019-01-04,412
2019-01-05,426
2019-01-06,441
2019-01-08,419
2019-01-10,394
2019-01-11,383
2019-01-12,376
2019-01-13,364
2019-01-14,347
2019-01-15,343
2019-01-16,333
2019-01-17,325
2019-01-18,318
2019-01-19,312
2019-01-20,311
2019-01-21,307
2019-01-22,297
2019-01-23,291
2019-01-24,287
2019-01-25,282
2019-01-26,284
2019-01-27,298
2019-01-28,309
2019-01-29,324
2019-01-30,326
2019-01-31,323
2019-02-01,309
2019-02-02,299
2019-02-03,290
2019-02-04,275
2019-02-05,261
2019-02-06,251
2019-02-07,247
2019-02-08,242
2019-02-09,237
2019-02-10,236
2019-02-11,240
2019-02-12,239
2019-02-13,237
2019-02-14,237
2019-02-15,236
2019-02-16,234
2019-02-17,235
2019-02-18,234
2019-02-19,235
2019-02-20,235
2019-02-21,234
2019-02-22,238
2019-02-23,244
2019-02-24,241
2019-02-25,233
2019-02-26,227
2019-02-27,231
2019-02-28,233
2019-03-01,234
2019-03-02,232
2019-03-03,232
2019-03-04,232
2019-03-05,232
2019-03-06,236
2019-03-07,238
2019-03-08,241
2019-03-09,242
2019-03-10,240
2019-03-11,236
2019-03-12,232
2019-03-13,233
2019-03-14,234
2019-03-15,240
2019-03-16,240
2019-03-17,239
2019-03-18,236
2019-03-19,236
2019-03-20,236
2019-03-21,238
2019-03-22,234
2019-03-23,233
2019-03-24,235
2019-03-25,234
2019-03-26,236
2019-03-27,243
2019-03-28,253
2019-03-29,247
2019-03-30,244
2019-03-31,239
2019-04-01,244
2019-04-02,245
2019-04-03,238
2019-04-04,234
2019-04-05,246
2019-04-06,254
2019-04-07,251
2019-04-08,246
2019-04-09,244
2019-04-10,253
2019-04-11,266
2019-04-12,279
2019-04-13,290
2019-04-14,286
2019-04-15,285
2019-04-16,277
2019-04-17,272
2019-04-18,261
2019-04-19,253
2019-04-20,246
2019-04-21,243
2019-04-22,241
2019-04-23,237
2019-04-24,236
2019-04-25,241
2019-04-26,240
2019-04-27,242
2019-04-28,245
2019-04-29,245
2019-04-30,247
2019-05-01,250
2019-05-02,244
2019-05-03,240
2019-05-04,237
2019-05-05,235
2019-05-06,236
2019-05-07,236
2019-05-08,234
2019-05-09,234
2019-05-10,234
2019-05-11,237
2019-05-12,238
2019-05-13,238
2019-05-14,235
2019-05-15,234
2019-05-16,235
2019-05-17,236
2019-05-18,246
2019-05-19,246
2019-05-20,247
2019-05-21,242
2019-05-22,242
2019-05-23,238
2019-05-24,235
2019-05-25,237
2019-05-26,238
2019-05-27,240
2019-05-28,243
2019-05-29,243
2019-05-30,240
2019-05-31,237
2019-06-01,240
2019-06-02,237
2019-06-03,236
2019-06-04,236
2019-06-05,239
2019-06-06,248
2019-06-07,255
2019-06-08,252
2019-06-09,249
2019-06-10,253
2019-06-11,252
2019-06-12,248
2019-06-13,245
2019-06-14,241
2019-06-15,232
2019-06-16,234
2019-06-17,236
2019-06-18,236
2019-06-19,236
2019-06-20,237
2019-06-21,240
2019-06-22,241
2019-06-23,247
2019-06-24,242
2019-06-25,244
2019-06-26,257
2019-06-27,263
2019-06-28,262
2019-06-29,256
2019-06-30,248
2019-07-01,246
2019-07-02,248
2019-07-03,243
2019-07-04,241
2019-07-05,239
2019-07-06,235
2019-07-07,234
2019-07-08,238
2019-07-09,237
2019-07-10,237
2019-07-11,238
2019-07-12,238
2019-07-13,240
2019-07-14,252
2019-07-15,265
2019-07-16,262
2019-07-17,261
2019-07-18,255
2019-07-19,253
2019-07-20,249
2019-07-21,247
2019-07-22,243
2019-07-23,241
2019-07-24,237
2019-07-25,236
2019-07-26,237
2019-07-27,240
