date_obj,Steel%20sword price
2015-10-31,51
2015-11-01,51
2015-11-02,51
2015-11-03,49
2015-11-04,49
2015-11-05,49
2015-11-06,49
2015-11-07,49
2015-11-08,51
2015-11-09,51
2015-11-10,51
2015-11-11,51
2015-11-12,51
2015-11-13,51
2015-11-14,53
2015-11-15,53
2015-11-16,51
2015-11-17,51
2015-11-18,51
2015-11-19,50
2015-11-20,50
2015-11-21,50
2015-11-22,51
2015-11-23,51
2015-11-24,51
2015-11-25,53
2015-11-26,53
2015-11-27,53
2015-11-28,54
2015-11-29,54
2015-11-30,55
2015-12-01,55
2015-12-02,55
2015-12-03,56
2015-12-04,56
2015-12-05,56
2015-12-06,57
2015-12-07,57
2015-12-08,57
2015-12-09,58
2015-12-10,58
2015-12-11,58
2015-12-13,57
2015-12-14,57
2015-12-15,57
2015-12-16,57
2015-12-17,57
2015-12-18,56
2015-12-19,56
2015-12-20,57
2015-12-21,57
2015-12-22,59
2015-12-23,59
2015-12-24,61
2015-12-25,61
2015-12-26,61
2015-12-27,63
2015-12-28,63
2015-12-29,67
2015-12-30,67
2015-12-31,70
2016-01-01,70
2016-01-02,70
2016-01-03,70
2016-01-04,70
2016-01-05,68
2016-01-06,68
2016-01-07,67
2016-01-08,67
2016-01-09,67
2016-01-10,67
2016-01-11,68
2016-01-12,68
2016-01-13,69
2016-01-14,69
2016-01-15,72
2016-01-16,72
2016-01-17,72
2016-01-18,72
2016-01-19,74
2016-01-20,74
2016-01-21,75
2016-01-22,75
2016-01-23,75
2016-01-24,75
2016-01-25,75
2016-01-26,75
2016-01-27,75
2016-01-28,75
2016-01-29,73
2016-01-30,73
2016-01-31,75
2016-02-01,75
2016-02-02,78
2016-02-03,78
2016-02-04,79
2016-02-05,79
2016-02-06,80
2016-02-07,80
2016-02-08,80
2016-02-09,80
2016-02-10,80
2016-02-11,82
2016-02-12,82
2016-02-13,81
2016-02-14,81
2016-02-15,80
2016-02-16,80
2016-02-17,79
2016-02-18,79
2016-02-19,79
2016-02-20,79
2016-02-21,78
2016-02-22,78
2016-02-23,76
2016-02-24,76
2016-02-25,75
2016-02-26,75
2016-02-27,74
2016-02-28,74
2016-02-29,72
2016-03-01,72
2016-03-02,69
2016-03-03,69
2016-03-04,69
2016-03-05,69
2016-03-06,69
2016-03-07,69
2016-03-08,69
2016-03-09,67
2016-03-10,67
2016-03-11,66
2016-03-12,66
2016-03-13,67
2016-03-14,67
2016-03-15,65
2016-03-16,65
2016-03-17,67
2016-03-18,67
2016-03-19,68
2016-03-20,68
2016-03-21,67
2016-03-22,67
2016-03-23,66
2016-03-24,66
2016-03-25,63
2016-03-26,63
2016-03-27,61
2016-03-28,58
2016-03-29,58
2016-03-30,58
2016-03-31,58
2016-04-01,58
2016-04-02,59
2016-04-03,59
2016-04-04,59
2016-04-05,59
2016-04-06,59
2016-04-07,59
2016-04-08,61
2016-04-09,61
2016-04-10,59
2016-04-11,59
2016-04-12,59
2016-04-13,61
2016-04-14,61
2016-04-15,65
2016-04-16,65
2016-04-17,66
2016-04-18,68
2016-04-19,68
2016-04-20,66
2016-04-21,66
2016-04-22,66
2016-04-23,69
2016-04-24,69
2016-04-25,71
2016-04-26,71
2016-04-27,69
2016-04-28,69
2016-04-29,67
2016-04-30,67
2016-05-01,66
2016-05-02,66
2016-05-03,66
2016-05-04,66
2016-05-05,64
2016-05-06,64
2016-05-07,62
2016-05-08,62
2016-05-09,60
2016-05-10,60
2016-05-11,59
2016-05-12,59
2016-05-13,58
2016-05-14,58
2016-05-15,57
2016-05-16,57
2016-05-17,56
2016-05-18,56
2016-05-19,55
2016-05-22,54
2016-05-23,54
2016-05-24,54
2016-05-25,52
2016-05-26,52
2016-05-27,51
2016-05-28,51
2016-05-29,52
2016-05-30,52
2016-05-31,54
2016-06-01,54
2016-06-02,53
2016-06-03,53
2016-06-04,54
2016-06-05,54
2016-06-06,53
2016-06-07,53
2016-06-08,54
2016-06-09,54
2016-06-10,52
2016-06-11,52
2016-06-12,52
2016-06-13,52
2016-06-14,51
2016-06-15,51
2016-06-16,53
2016-06-17,55
2016-06-18,55
2016-06-19,52
2016-06-20,52
2016-06-21,51
2016-06-22,51
2016-06-23,52
2016-06-24,52
2016-06-25,51
2016-06-26,51
2016-06-27,52
2016-06-28,53
2016-06-29,53
2016-06-30,55
2016-07-01,57
2016-07-02,57
2016-07-03,59
2016-07-04,59
2016-07-05,59
2016-07-06,58
2016-07-07,58
2016-07-08,58
2016-07-09,59
2016-07-10,60
2016-07-11,62
2016-07-12,62
2016-07-13,64
2016-07-14,65
2016-07-15,65
2016-07-16,66
2016-07-17,66
2016-07-18,67
2016-07-24,71
2016-07-25,71
2016-07-26,69
2016-07-27,69
2016-07-28,69
2016-07-29,71
2016-07-30,71
2016-07-31,70
2016-08-01,70
2016-08-02,71
2016-08-03,71
2016-08-04,72
2016-08-05,72
2016-08-06,71
2016-08-07,71
2016-08-08,71
2016-08-09,70
2016-08-10,70
2016-08-11,68
2016-08-12,68
2016-08-13,66
2016-08-14,66
2016-08-15,68
2016-08-16,68
2016-08-17,70
2016-08-18,70
2016-08-19,71
2016-08-20,71
2016-08-21,71
2016-08-22,71
2016-08-23,69
2016-08-24,69
2016-08-25,68
2016-08-26,68
2016-08-28,67
2016-08-31,68
2016-09-01,70
2016-09-02,70
2016-09-03,70
2016-09-04,68
2016-09-05,68
2016-09-06,67
2016-09-07,67
2016-09-08,67
2016-09-09,66
2016-09-10,66
2016-09-11,63
2016-09-12,63
2016-09-13,65
2016-09-14,65
2016-09-15,68
2016-09-16,68
2016-09-17,72
2016-09-18,72
2016-09-19,75
2016-09-20,75
2016-09-21,75
2016-09-22,78
2016-09-23,78
2016-09-24,78
2016-09-25,77
2016-09-26,77
2016-09-27,77
2016-09-28,74
2016-09-29,74
2016-09-30,72
2016-10-01,72
2016-10-02,70
2016-10-03,70
2016-10-04,70
2016-10-05,70
2016-10-06,70
2016-10-07,70
2016-10-08,69
2016-10-09,69
2016-10-10,69
2016-10-11,71
2016-10-12,71
2016-10-13,68
2016-10-14,68
2016-10-15,67
2016-10-16,67
2016-10-17,65
2016-10-18,65
2016-10-19,65
2016-10-20,62
2016-10-21,62
2016-10-22,58
2016-10-23,58
2016-10-24,57
2016-10-25,57
2016-10-26,57
2016-10-27,57
2016-10-28,57
2016-10-29,56
2016-10-30,56
2016-10-31,55
2016-11-01,55
2016-11-02,53
2016-11-03,53
2016-11-04,51
2016-11-05,51
2016-11-06,51
2016-11-07,51
2016-11-08,51
2016-11-09,51
2016-11-10,50
2016-11-11,50
2016-11-12,49
2016-11-13,49
2016-11-14,49
2016-12-08,33
2016-12-09,33
2016-12-10,32
2016-12-11,32
2016-12-12,31
2016-12-13,31
2016-12-14,31
2016-12-15,31
2016-12-16,32
2016-12-17,34
2016-12-18,34
2016-12-19,35
2016-12-20,36
2016-12-21,36
2016-12-22,37
2016-12-23,38
2016-12-24,38
2016-12-25,38
2016-12-26,38
2016-12-27,39
2016-12-28,39
2016-12-29,38
2016-12-30,38
2016-12-31,38
2017-01-01,38
2017-01-02,36
2017-01-03,36
2017-01-04,34
2017-01-05,34
2017-01-06,33
2017-01-07,33
2017-01-08,33
2017-01-09,34
2017-01-10,34
2017-01-11,35
2017-01-12,37
2017-01-13,37
2017-01-14,39
2017-01-15,40
2017-01-16,40
2017-01-17,41
2017-01-18,43
2017-01-19,43
2017-01-20,45
2017-01-21,47
2017-01-22,47
2017-01-27,47
2017-01-28,48
2017-01-29,50
2017-01-30,50
2017-01-31,50
2017-02-01,51
2017-02-02,51
2017-02-03,50
2017-02-04,51
2017-02-05,51
2017-02-06,52
2017-02-07,52
2017-02-08,51
2017-02-09,51
2017-02-10,48
2017-02-11,46
2017-02-12,46
2017-02-13,43
2017-02-14,40
2017-02-15,40
2017-02-16,40
2017-02-18,39
2017-02-19,37
2017-02-20,37
2017-02-21,35
2017-02-22,35
2017-02-23,34
2017-02-24,34
2017-02-25,34
2017-02-26,34
2017-02-27,34
2017-02-28,33
2017-03-01,33
2017-03-02,32
2017-03-03,32
2017-03-04,32
2017-03-05,32
2017-03-06,31
2017-03-07,31
2017-03-08,31
2017-03-09,31
2017-03-10,31
2017-03-11,32
2017-03-12,32
2017-03-13,32
2017-03-14,33
2017-03-15,34
2017-03-16,34
2017-03-17,35
2017-03-18,35
2017-03-19,35
2017-03-20,35
2017-03-21,35
2017-03-22,37
2017-03-23,37
2017-03-24,38
2017-03-25,38
2017-03-26,38
2017-03-27,38
2017-03-28,39
2017-03-29,40
2017-03-30,40
2017-03-31,40
2017-04-01,40
2017-04-02,41
2017-04-03,42
2017-04-04,42
2017-04-12,46
2017-04-13,46
2017-04-14,46
2017-04-15,47
2017-04-16,48
2017-04-17,49
2017-04-18,49
2017-04-19,49
2017-04-20,49
2017-04-21,51
2017-04-22,51
2017-04-23,53
2017-04-24,53
2017-04-25,53
2017-04-26,53
2017-04-27,54
2017-04-28,54
2017-04-29,55
2017-04-30,55
2017-05-01,55
2017-05-02,55
2017-05-03,55
2017-05-04,56
2017-05-05,56
2017-05-06,55
2017-05-07,55
2017-05-08,54
2017-05-09,55
2017-05-10,55
2017-05-11,55
2017-05-12,56
2017-05-13,56
2017-05-14,56
2017-05-15,56
2017-05-16,58
2017-05-17,58
2017-05-18,58
2017-05-19,58
2017-05-20,58
2017-05-21,58
2017-05-22,59
2017-05-23,59
2017-05-24,60
2017-05-25,60
2017-05-26,57
2017-05-27,56
2017-05-28,56
2017-05-29,57
2017-05-30,57
2017-05-31,58
2017-06-01,58
2017-06-02,58
2017-06-03,58
2017-06-06,59
2017-06-07,59
2017-06-08,60
2017-06-09,60
2017-06-10,62
2017-06-11,63
2017-06-12,63
2017-06-13,64
2017-06-14,68
2017-06-15,68
2017-06-16,69
2017-06-17,69
2017-06-18,69
2017-06-19,69
2017-06-20,69
2017-06-21,69
2017-06-22,69
2017-06-23,69
2017-06-24,69
2017-06-25,69
2017-06-26,70
2017-06-27,73
2017-06-28,73
2017-06-29,72
2017-06-30,72
2017-07-01,73
2017-07-02,73
2017-07-03,72
2017-07-04,69
2017-07-05,69
2017-07-06,68
2017-07-07,68
2017-07-08,68
2017-07-13,70
2017-07-14,71
2017-07-15,71
2017-07-16,70
2017-07-17,70
2017-07-18,70
2017-07-19,73
2017-07-20,74
2017-07-21,74
2017-07-22,73
2017-07-23,73
2017-07-24,74
2017-07-25,74
2017-07-26,75
2017-07-27,73
2017-07-28,73
2017-07-29,70
2017-07-30,68
2017-07-31,68
2017-08-01,67
2017-08-02,67
2017-08-03,67
2017-08-04,66
2017-08-05,67
2017-08-06,67
2017-08-09,69
2017-08-10,70
2017-08-11,70
2017-08-12,69
2017-08-13,69
2017-08-14,70
2017-08-15,70
2017-08-17,70
2017-08-18,70
2017-08-19,69
2017-08-20,71
2017-08-21,71
2017-08-22,70
2017-08-23,70
2017-08-24,71
2017-08-25,71
2017-08-26,69
2017-08-27,65
2017-08-28,65
2017-08-29,65
2017-08-30,62
2017-08-31,62
2017-09-01,60
2017-09-02,59
2017-09-03,59
2017-09-04,57
2017-09-05,57
2017-09-06,57
2017-09-07,57
2017-09-08,57
2017-09-09,56
2017-09-10,56
2017-09-11,56
2017-09-12,56
2017-09-13,56
2017-09-14,57
2017-09-15,57
2017-09-16,58
2017-09-17,59
2017-09-19,58
2017-09-20,59
2017-09-21,59
2017-09-22,57
2017-09-23,57
2017-09-24,57
2017-09-25,57
2017-09-26,57
2017-09-27,57
2017-09-28,57
2017-09-29,57
2017-09-30,57
2017-10-01,59
2017-10-02,61
2017-10-03,61
2017-10-04,61
2017-10-05,61
2017-10-06,62
2017-10-07,65
2017-10-08,65
2017-10-09,65
2017-10-10,66
2017-10-11,66
2017-10-12,65
2017-10-13,65
2017-10-14,67
2017-10-15,67
2017-10-16,68
2017-10-17,68
2017-10-18,68
2017-10-19,68
2017-10-20,71
2017-10-21,71
2017-10-22,70
2017-10-23,70
2017-10-24,69
2017-10-25,69
2017-10-26,69
2017-10-27,69
2017-10-28,69
2017-10-29,70
2017-10-30,70
2017-10-31,72
2017-11-01,72
2017-11-02,72
2017-11-03,72
2017-11-04,72
2017-11-05,72
2017-11-06,71
2017-11-07,71
2017-11-08,72
2017-11-09,72
2017-11-10,72
2017-11-11,70
2017-11-12,72
2017-11-13,72
2017-11-14,73
2017-11-15,73
2017-11-16,74
2017-11-17,74
2017-11-18,76
2017-11-19,76
2017-11-20,76
2017-11-21,75
2017-11-22,75
2017-11-23,77
2017-11-24,77
2017-11-25,78
2017-11-26,78
2017-11-27,78
2017-11-28,78
2017-11-29,78
2017-11-30,78
2017-12-01,79
2017-12-02,79
2017-12-03,78
2017-12-04,78
2017-12-05,79
2017-12-06,79
2017-12-07,79
2017-12-08,79
2017-12-09,79
2017-12-10,80
2017-12-11,80
2017-12-12,80
2017-12-13,80
2017-12-14,80
2017-12-15,82
2017-12-16,82
2017-12-17,84
2017-12-18,84
2017-12-19,84
2017-12-20,83
2017-12-21,86
2017-12-22,86
2017-12-23,87
2017-12-24,87
2017-12-25,87
2017-12-26,86
2017-12-27,88
2017-12-28,88
2017-12-29,89
2017-12-30,90
2017-12-31,90
2018-01-01,87
2018-01-02,87
2018-01-03,88
2018-01-04,88
2018-01-05,88
2018-01-06,87
2018-01-07,87
2018-01-08,83
2018-01-09,79
2018-01-10,79
2018-01-11,80
2018-01-12,82
2018-01-13,82
2018-01-14,79
2018-01-15,75
2018-01-16,77
2018-01-17,80
2018-01-18,80
2018-01-19,80
2018-01-20,83
2018-01-21,85
2018-01-22,89
2018-01-23,89
2018-01-24,89
2018-01-25,92
2018-01-26,92
2018-01-27,94
2018-01-28,94
2018-01-29,92
2018-01-30,93
2018-02-01,93
2018-02-02,91
2018-02-03,90
2018-02-04,89
2018-02-05,87
2018-02-06,85
2018-02-07,84
2018-02-08,84
2018-02-09,86
2018-02-10,86
2018-02-11,84
2018-02-12,86
2018-02-13,88
2018-02-14,87
2018-02-15,86
2018-02-16,85
2018-02-17,82
2018-02-18,82
2018-02-19,81
2018-02-20,81
2018-02-21,81
2018-02-22,80
2018-02-23,81
2018-02-24,81
2018-02-25,79
2018-02-26,79
2018-02-27,80
2018-02-28,80
2018-03-01,80
2018-03-02,82
2018-03-03,81
2018-03-04,81
2018-03-05,83
2018-03-06,81
2018-03-07,79
2018-03-08,80
2018-03-09,80
2018-03-10,79
2018-03-11,80
2018-03-12,81
2018-03-13,79
2018-03-14,79
2018-03-15,79
2018-03-16,79
2018-03-17,78
2018-03-18,79
2018-03-19,79
2018-03-20,82
2018-03-21,81
2018-03-23,85
2018-03-24,87
2018-03-26,93
2018-03-27,94
2018-03-28,93
2018-03-29,93
2018-03-30,93
2018-03-31,94
2018-04-01,96
2018-04-02,98
2018-04-03,96
2018-04-04,97
2018-04-05,97
2018-04-06,97
2018-04-08,96
2018-04-09,94
2018-04-10,93
2018-04-11,96
2018-04-12,97
2018-04-13,97
2018-04-14,98
2018-04-16,97
2018-04-17,96
2018-04-18,96
2018-04-19,94
2018-04-20,93
2018-04-21,91
2018-04-22,91
2018-04-23,88
2018-04-24,86
2018-04-25,87
2018-04-26,87
2018-04-27,85
2018-04-28,85
2018-04-29,84
2018-04-30,84
2018-05-01,88
2018-05-02,88
2018-05-03,89
2018-05-04,89
2018-05-05,92
2018-05-06,92
2018-05-07,94
2018-05-08,92
2018-05-09,90
2018-05-10,89
2018-05-11,87
2018-05-12,85
2018-05-13,85
2018-05-14,82
2018-05-15,79
2018-05-16,79
2018-05-17,77
2018-05-18,77
2018-05-19,79
2018-05-20,79
2018-05-21,79
2018-05-22,79
2018-05-23,79
2018-05-24,80
2018-05-25,78
2018-05-26,79
2018-05-27,77
2018-05-28,79
2018-05-29,82
2018-05-30,80
2018-05-31,77
2018-06-01,75
2018-06-02,76
2018-06-03,75
2018-06-04,75
2018-06-05,77
2018-06-06,80
2018-06-07,80
2018-06-08,80
2018-06-09,82
2018-06-10,81
2018-06-11,79
2018-06-12,78
2018-06-13,77
2018-06-14,78
2018-06-15,79
2018-06-16,78
2018-06-17,77
2018-06-18,76
2018-06-19,74
2018-06-20,74
2018-06-21,72
2018-06-22,71
2018-06-23,71
2018-06-24,71
2018-06-25,70
2018-06-26,70
2018-06-27,70
2018-06-28,71
2018-06-29,72
2018-06-30,70
2018-07-01,71
2018-07-02,71
2018-07-03,73
2018-07-04,76
2018-07-05,79
2018-07-06,79
2018-07-07,79
2018-07-08,78
2018-07-09,78
2018-07-10,78
2018-07-11,75
2018-07-12,75
2018-07-13,76
2018-07-14,74
2018-07-15,74
2018-07-16,71
2018-07-17,71
2018-07-18,69
2018-07-19,68
2018-07-20,69
2018-07-21,68
2018-07-22,69
2018-07-23,67
2018-07-24,66
2018-07-25,64
2018-07-26,65
2018-07-27,66
2018-07-28,64
2018-07-29,60
2018-07-30,58
2018-07-31,57
2018-08-01,57
2018-08-02,57
2018-08-03,57
2018-08-04,57
2018-08-05,56
2018-08-06,54
2018-08-07,56
2018-08-08,57
2018-08-09,57
2018-08-10,57
2018-08-11,57
2018-08-12,56
2018-08-14,56
2018-08-16,56
2018-08-17,58
2018-08-18,61
2018-08-19,60
2018-08-20,60
2018-08-21,59
2018-08-22,60
2018-08-23,60
2018-08-24,59
2018-08-25,56
2018-08-26,56
2018-08-27,54
2018-08-28,53
2018-08-29,54
2018-08-30,54
2018-08-31,53
2018-09-01,53
2018-09-02,52
2018-09-03,51
2018-09-04,50
2018-09-05,51
2018-09-06,51
2018-09-07,49
2018-09-08,50
2018-09-09,48
2018-09-10,48
2018-09-11,47
2018-09-12,46
2018-09-13,44
2018-09-14,43
2018-09-15,44
2018-09-16,45
2018-09-17,47
2018-09-18,47
2018-09-19,45
2018-09-20,45
2018-09-21,46
2018-09-22,48
2018-09-23,48
2018-09-24,48
2018-09-25,48
2018-09-26,48
2018-09-27,49
2018-09-28,50
2018-09-29,49
2018-09-30,50
2018-10-02,50
2018-10-03,49
2018-10-04,51
2018-10-05,50
2018-10-06,49
2018-10-07,51
2018-10-08,51
2018-10-09,51
2018-10-10,50
2018-10-11,49
2018-10-12,48
2018-10-13,49
2018-10-14,49
2018-10-15,49
2018-10-16,50
2018-10-17,51
2018-10-18,51
2018-10-19,49
2018-10-20,49
2018-10-21,50
2018-10-22,52
2018-10-23,52
2018-10-24,52
2018-10-25,53
2018-10-26,54
2018-10-27,55
2018-10-28,55
2018-10-29,53
2018-10-30,53
2018-10-31,54
2018-11-01,56
2018-11-03,56
2018-11-04,55
2018-11-05,55
2018-11-06,55
2018-11-07,55
2018-11-08,54
2018-11-09,54
2018-11-10,53
2018-11-11,51
2018-11-12,50
2018-11-13,50
2018-11-14,49
2018-11-15,50
2018-11-16,49
2018-11-17,49
2018-11-18,49
2018-11-19,49
2018-11-20,49
2018-11-21,50
2018-11-22,50
2018-11-23,50
2018-11-24,50
2018-11-25,51
2018-11-26,52
2018-11-27,53
2018-11-28,54
2018-11-29,55
2018-12-01,55
2018-12-02,55
2018-12-03,57
2018-12-04,58
2018-12-05,59
2018-12-07,61
2018-12-09,63
2018-12-10,64
2018-12-11,66
2018-12-12,67
2018-12-13,66
2018-12-14,65
2018-12-15,64
2018-12-16,64
2018-12-17,63
2018-12-18,62
2018-12-19,60
2018-12-20,59
2018-12-21,60
2018-12-22,58
2018-12-23,57
2018-12-24,57
2018-12-25,56
2018-12-26,57
2018-12-27,58
2018-12-28,59
2018-12-29,60
2018-12-30,61
2018-12-31,62
2019-01-01,62
2019-01-02,61
2019-01-03,61
2019-01-04,62
2019-01-05,63
2019-01-06,64
2019-01-08,66
2019-01-10,68
2019-01-11,69
2019-01-12,70
2019-01-13,71
2019-01-14,71
2019-01-15,72
2019-01-16,72
2019-01-17,72
2019-01-18,73
2019-01-19,74
2019-01-20,73
2019-01-21,74
2019-01-22,74
2019-01-23,75
2019-01-24,77
2019-01-25,79
2019-01-26,81
2019-01-27,82
2019-01-29,85
2019-01-30,87
2019-01-31,91
2019-02-01,94
2019-02-02,94
2019-02-03,96
2019-02-04,96
2019-02-05,95
2019-02-06,92
2019-02-07,93
2019-02-08,92
2019-02-09,91
2019-02-10,88
2019-02-11,86
2019-02-12,83
2019-02-13,82
2019-02-14,84
2019-02-15,85
2019-02-16,86
2019-02-17,85
2019-02-18,85
2019-02-19,83
2019-02-20,86
2019-02-21,88
2019-02-22,89
2019-02-23,90
2019-02-24,89
2019-02-25,91
2019-02-26,91
2019-02-27,89
2019-02-28,84
2019-03-01,81
2019-03-02,79
2019-03-03,78
2019-03-04,78
2019-03-05,81
2019-03-06,82
2019-03-07,82
2019-03-08,83
2019-03-09,85
2019-03-10,82
2019-03-11,84
2019-03-12,84
2019-03-13,87
2019-03-14,90
2019-03-15,93
2019-03-16,95
2019-03-17,95
2019-03-18,94
2019-03-19,94
2019-03-20,95
2019-03-21,94
2019-03-22,93
2019-03-23,93
2019-03-24,92
2019-03-25,91
2019-03-26,90
2019-03-27,92
2019-03-28,93
2019-03-29,94
2019-03-30,90
2019-03-31,89
2019-04-01,87
2019-04-02,86
2019-04-03,87
2019-04-04,86
2019-04-05,88
2019-04-06,87
2019-04-07,88
2019-04-08,86
2019-04-09,88
2019-04-10,88
2019-04-11,89
2019-04-12,90
2019-04-13,90
2019-04-14,92
2019-04-15,92
2019-04-16,94
2019-04-17,95
2019-04-18,94
2019-04-19,95
2019-04-20,94
2019-04-21,92
2019-04-22,91
2019-04-23,89
2019-04-24,91
2019-04-25,92
2019-04-26,90
2019-04-27,88
2019-04-28,85
2019-04-29,83
2019-04-30,80
2019-05-01,79
2019-05-02,81
2019-05-03,83
2019-05-04,83
2019-05-05,85
2019-05-06,84
2019-05-07,84
2019-05-08,83
2019-05-09,84
2019-05-10,86
2019-05-11,86
2019-05-12,87
2019-05-13,88
2019-05-14,87
2019-05-15,90
2019-05-16,91
2019-05-17,90
2019-05-18,90
2019-05-19,88
2019-05-20,87
2019-05-21,86
2019-05-22,86
2019-05-23,86
2019-05-24,86
2019-05-25,85
2019-05-26,84
2019-05-27,82
2019-05-28,81
2019-05-29,79
2019-05-30,81
2019-05-31,80
2019-06-01,83
2019-06-02,84
2019-06-03,85
2019-06-04,86
2019-06-05,86
2019-06-06,88
2019-06-07,88
2019-06-08,87
2019-06-09,87
2019-06-10,87
2019-06-11,86
2019-06-12,84
2019-06-13,84
2019-06-14,85
2019-06-15,87
2019-06-16,87
2019-06-17,88
2019-06-18,87
2019-06-19,88
2019-06-20,87
2019-06-21,89
2019-06-22,90
2019-06-23,91
2019-06-24,92
2019-06-25,93
2019-06-26,94
2019-06-27,95
2019-06-28,94
2019-06-29,95
2019-06-30,98
2019-07-01,98
2019-07-02,101
2019-07-03,104
2019-07-04,108
2019-07-05,110
2019-07-06,108
2019-07-07,103
2019-07-08,98
2019-07-09,95
2019-07-10,94
2019-07-11,92
2019-07-12,90
2019-07-13,92
2019-07-14,94
2019-07-15,93
2019-07-16,93
2019-07-17,92
2019-07-18,90
2019-07-19,87
2019-07-20,88
2019-07-21,86
2019-07-22,88
2019-07-23,90
2019-07-24,91
2019-07-25,91
2019-07-26,89
2019-07-27,88
2019-07-28,85
2019-07-29,81
2019-07-30,79
2019-07-31,78
2019-08-01,77
2019-08-02,76
2019-08-03,73
2019-08-04,70
2019-08-05,70
2019-08-06,71
2019-08-07,72
2019-08-08,71
2019-08-09,70
2019-08-10,71
2019-08-11,70
2019-08-12,70
2019-08-13,71
2019-08-14,72
2019-08-15,72
2019-08-16,74
2019-08-17,73
2019-08-18,71
2019-08-19,74
2019-08-20,75
2019-08-21,76
2019-08-22,77
2019-08-23,78
2019-08-24,76
2019-08-24,76
2019-08-25,73
2019-08-25,73
2019-08-26,69
2019-08-26,69
2019-08-27,66
2019-08-27,66
2019-08-28,65
2019-08-29,68
2019-08-30,66
2019-08-31,69
2019-09-01,69
2019-09-02,67
2019-09-03,65
2019-09-04,65
2019-09-05,66
2019-09-06,67
