date_obj,Mind%20tiara price
2016-06-16,179
2016-06-17,175
2016-06-18,175
2016-06-19,175
2016-06-20,169
2016-06-21,169
2016-06-22,169
2016-06-23,162
2016-06-24,162
2016-06-25,162
2016-06-26,164
2016-06-27,164
2016-06-28,164
2016-06-29,165
2016-06-30,165
2016-07-01,165
2016-07-02,163
2016-07-03,163
2016-07-04,163
2016-07-05,156
2016-07-06,156
2016-07-07,156
2016-07-08,150
2016-07-09,150
2016-07-10,150
2016-07-11,147
2016-07-12,147
2016-07-13,147
2016-07-14,144
2016-07-15,144
2016-07-16,144
2016-07-17,144
2016-07-18,136
2016-07-23,129
2016-07-24,129
2016-07-25,123
2016-07-26,123
2016-07-27,123
2016-07-28,123
2016-07-29,117
2016-07-30,117
2016-07-31,117
2016-08-01,117
2016-08-02,116
2016-08-03,116
2016-08-04,116
2016-08-05,116
2016-08-06,115
2016-08-07,115
2016-08-08,115
2016-08-09,113
2016-08-10,113
2016-08-11,113
2016-08-12,113
2016-08-13,111
2016-08-14,111
2016-08-15,111
2016-08-16,115
2016-08-17,115
2016-08-18,115
2016-08-19,115
2016-08-20,111
2016-08-21,111
2016-08-22,111
2016-08-23,106
2016-08-24,106
2016-08-25,106
2016-08-26,106
2016-08-28,100
2016-08-31,99
2016-09-01,99
2016-09-02,99
2016-09-03,99
2016-09-04,101
2016-09-05,101
2016-09-06,101
2016-09-07,101
2016-09-08,102
2016-09-09,102
2016-09-10,102
2016-09-11,102
2016-09-12,104
2016-09-13,104
2016-09-14,104
2016-09-15,104
2016-09-16,107
2016-09-17,107
2016-09-18,107
2016-09-19,107
2016-09-20,111
2016-09-21,111
2016-09-22,111
2016-09-23,111
2016-09-24,111
2016-09-25,109
2016-09-26,109
2016-09-27,109
2016-09-28,109
2016-09-29,109
2016-09-30,108
2016-10-01,108
2016-10-02,108
2016-10-03,108
2016-10-04,113
2016-10-05,113
2016-10-06,113
2016-10-07,113
2016-10-08,111
2016-10-09,111
2016-10-10,111
2016-10-11,111
2016-10-12,111
2016-10-13,109
2016-10-14,109
2016-10-15,109
2016-10-16,109
2016-10-17,109
2016-10-18,109
2016-10-19,109
2016-10-20,109
2016-10-21,111
2016-10-22,111
2016-10-23,111
2016-10-24,109
2016-10-25,109
2016-10-26,109
2016-10-27,109
2016-10-28,104
2016-10-29,104
2016-10-30,104
2016-10-31,98
2016-11-01,98
2016-11-02,98
2016-11-03,98
2016-11-04,98
2016-11-05,98
2016-11-06,98
2016-11-07,98
2016-11-08,100
2016-11-09,100
2016-11-10,100
2016-11-11,100
2016-11-12,100
2016-11-13,100
2016-11-14,100
2016-12-07,120
2016-12-08,120
2016-12-09,125
2016-12-10,125
2016-12-11,125
2016-12-12,128
2016-12-13,128
2016-12-14,128
2016-12-15,126
2016-12-16,126
2016-12-17,126
2016-12-18,119
2016-12-19,119
2016-12-20,119
2016-12-21,113
2016-12-22,113
2016-12-23,113
2016-12-24,107
2016-12-25,107
2016-12-26,107
2016-12-27,103
2016-12-28,103
2016-12-29,103
2016-12-30,99
2016-12-31,99
2017-01-01,99
2017-01-02,96
2017-01-03,96
2017-01-04,96
2017-01-05,92
2017-01-06,92
2017-01-07,92
2017-01-08,87
2017-01-09,87
2017-01-10,87
2017-01-11,83
2017-01-12,83
2017-01-13,83
2017-01-14,78
2017-01-15,78
2017-01-16,74
2017-01-17,74
2017-01-18,74
2017-01-19,70
2017-01-20,70
2017-01-21,69
2017-01-22,69
2017-01-27,71
2017-01-28,71
2017-01-29,72
2017-01-30,72
2017-01-31,72
2017-02-01,72
2017-02-02,72
2017-02-03,72
2017-02-04,76
2017-02-05,76
2017-02-06,76
2017-02-07,79
2017-02-08,79
2017-02-09,79
2017-02-10,80
2017-02-11,80
2017-02-12,80
2017-02-13,79
2017-02-14,79
2017-02-15,79
2017-02-16,80
2017-02-18,80
2017-02-19,82
2017-02-20,82
2017-02-21,82
2017-02-22,86
2017-02-23,86
2017-02-24,86
2017-02-25,85
2017-02-26,85
2017-02-27,85
2017-02-28,80
2017-03-01,80
2017-03-02,80
2017-03-03,76
2017-03-04,76
2017-03-05,76
2017-03-06,72
2017-03-07,72
2017-03-08,72
2017-03-09,71
2017-03-10,71
2017-03-11,74
2017-03-12,74
2017-03-13,74
2017-03-14,74
2017-03-15,74
2017-03-16,74
2017-03-17,73
2017-03-18,73
2017-03-19,73
2017-03-20,75
2017-03-21,75
2017-03-22,75
2017-03-23,78
2017-03-24,78
2017-03-25,78
2017-03-26,80
2017-03-27,80
2017-03-28,80
2017-03-29,83
2017-03-30,83
2017-03-31,83
2017-04-01,85
2017-04-02,85
2017-04-03,85
2017-04-04,86
2017-04-12,89
2017-04-13,89
2017-04-14,89
2017-04-15,88
2017-04-16,88
2017-04-17,90
2017-04-18,90
2017-04-19,90
2017-04-20,89
2017-04-21,89
2017-04-22,89
2017-04-23,89
2017-04-24,89
2017-04-25,88
2017-04-26,88
2017-04-27,88
2017-04-28,88
2017-04-29,85
2017-04-30,85
2017-05-01,85
2017-05-02,81
2017-05-03,81
2017-05-04,81
2017-05-05,82
2017-05-06,82
2017-05-07,82
2017-05-08,84
2017-05-09,84
2017-05-10,84
2017-05-11,82
2017-05-12,82
2017-05-13,82
2017-05-14,82
2017-05-15,82
2017-05-16,79
2017-05-17,79
2017-05-18,79
2017-05-19,82
2017-05-20,82
2017-05-21,82
2017-05-22,82
2017-05-23,82
2017-05-24,82
2017-05-25,82
2017-05-26,82
2017-05-27,82
2017-05-28,83
2017-05-29,83
2017-05-30,83
2017-05-31,84
2017-06-01,84
2017-06-02,84
2017-06-03,80
2017-06-06,82
2017-06-07,82
2017-06-08,82
2017-06-09,82
2017-06-10,82
2017-06-11,82
2017-06-12,82
2017-06-13,80
2017-06-14,80
2017-06-15,80
2017-06-16,77
2017-06-17,77
2017-06-18,77
2017-06-19,74
2017-06-20,74
2017-06-21,70
2017-06-22,70
2017-06-23,70
2017-06-24,66
2017-06-25,66
2017-06-26,66
2017-06-27,62
2017-06-28,62
2017-06-29,62
2017-06-30,58
2017-07-01,58
2017-07-02,58
2017-07-03,55
2017-07-04,55
2017-07-05,55
2017-07-06,52
2017-07-07,52
2017-07-08,52
2017-07-13,46
2017-07-14,46
2017-07-15,44
2017-07-16,44
2017-07-17,43
2017-07-18,43
2017-07-19,43
2017-07-20,42
2017-07-21,42
2017-07-22,43
2017-07-23,43
2017-07-24,43
2017-07-25,42
2017-07-26,42
2017-07-27,43
2017-07-28,43
2017-07-29,43
2017-07-30,40
2017-07-31,40
2017-08-01,40
2017-08-02,39
2017-08-03,39
2017-08-04,39
2017-08-05,38
2017-08-06,38
2017-08-09,36
2017-08-10,36
2017-08-11,36
2017-08-12,36
2017-08-13,35
2017-08-14,35
2017-08-15,35
2017-08-16,33
2017-08-17,33
2017-08-18,33
2017-08-19,32
2017-08-20,32
2017-08-21,32
2017-08-22,32
2017-08-23,32
2017-08-24,32
2017-08-25,32
2017-08-26,32
2017-08-27,33
2017-08-28,33
2017-08-29,33
2017-08-30,31
2017-08-31,31
2017-09-01,31
2017-09-02,29
2017-09-03,29
2017-09-04,29
2017-09-05,31
2017-09-06,31
2017-09-07,31
2017-09-08,33
2017-09-09,33
2017-09-10,34
2017-09-11,34
2017-09-12,34
2017-09-13,34
2017-09-14,34
2017-09-15,34
2017-09-16,34
2017-09-17,34
2017-09-19,34
2017-09-20,34
2017-09-21,34
2017-09-22,35
2017-09-23,35
2017-09-24,35
2017-09-25,37
2017-09-26,37
2017-09-27,37
2017-09-28,37
2017-09-29,37
2017-09-30,37
2017-10-01,36
2017-10-02,36
2017-10-03,36
2017-10-04,35
2017-10-05,35
2017-10-06,35
2017-10-07,34
2017-10-08,34
2017-10-09,34
2017-10-10,34
2017-10-11,34
2017-10-12,34
2017-10-13,34
2017-10-14,34
2017-10-15,34
2017-10-16,34
2017-10-17,34
2017-10-18,34
2017-10-19,33
2017-10-20,33
2017-10-21,33
2017-10-22,34
2017-10-23,34
2017-10-24,34
2017-10-25,33
2017-10-26,33
2017-10-27,33
2017-10-28,33
2017-10-29,31
2017-10-30,31
2017-10-31,31
2017-11-02,29
2017-11-03,29
2017-11-04,28
2017-11-05,28
2017-11-06,28
2017-11-07,26
2017-11-08,26
2017-11-09,26
2017-11-10,25
2017-11-11,25
2017-11-12,25
2017-11-13,25
2017-11-14,25
2017-11-15,25
2017-11-16,25
2017-11-17,25
2017-11-18,25
2017-11-19,24
2017-11-20,24
2017-11-21,24
2017-11-22,24
2017-11-23,24
2017-11-24,24
2017-11-25,24
2017-11-26,24
2017-11-27,24
2017-11-28,26
2017-11-29,26
2017-11-30,26
2017-12-01,28
2017-12-02,28
2017-12-03,28
2017-12-04,27
2017-12-05,27
2017-12-06,26
2017-12-07,26
2017-12-08,26
2017-12-09,26
2017-12-10,26
2017-12-11,25
2017-12-12,25
2017-12-14,27
2017-12-15,27
2017-12-17,29
2017-12-18,29
2017-12-19,30
2017-12-20,30
2017-12-21,30
2017-12-22,31
2017-12-23,31
2017-12-24,31
2017-12-25,31
2017-12-26,31
2017-12-27,32
2017-12-28,32
2017-12-29,32
2017-12-30,33
2017-12-31,33
2018-01-01,34
2018-01-02,34
2018-01-03,36
2018-01-04,36
2018-01-05,38
2018-01-06,38
2018-01-07,39
2018-01-08,39
2018-01-09,41
2018-01-10,41
2018-01-11,41
2018-01-12,41
2018-01-13,41
2018-01-14,42
2018-01-15,42
2018-01-16,41
2018-01-17,41
2018-01-18,39
2018-01-19,39
2018-01-20,39
2018-01-21,37
2018-01-22,37
2018-01-23,38
2018-01-25,39
2018-01-26,39
2018-01-27,38
2018-01-28,38
2018-01-29,38
2018-01-31,38
2018-02-01,40
2018-02-02,40
2018-02-03,42
2018-02-04,42
2018-02-05,45
2018-02-06,45
2018-02-07,48
2018-02-08,48
2018-02-09,46
2018-02-10,46
2018-02-11,43
2018-02-12,43
2018-02-13,45
2018-02-14,45
2018-02-15,48
2018-02-16,48
2018-02-17,51
2018-02-18,51
2018-02-19,51
2018-02-20,51
2018-02-21,50
2018-02-22,50
2018-02-23,52
2018-02-24,52
2018-02-25,50
2018-02-26,50
2018-02-27,49
2018-03-01,50
2018-03-02,51
2018-03-03,50
2018-03-04,50
2018-03-05,50
2018-03-06,50
2018-03-07,49
2018-03-08,49
2018-03-09,47
2018-03-10,47
2018-03-11,48
2018-03-12,48
2018-03-13,50
2018-03-14,50
2018-03-15,50
2018-03-16,50
2018-03-17,51
2018-03-18,51
2018-03-19,53
2018-03-20,55
2018-03-21,55
2018-03-23,57
2018-03-24,56
2018-03-26,58
2018-03-27,58
2018-03-28,58
2018-03-29,58
2018-03-30,58
2018-03-31,57
2018-04-01,57
2018-04-02,59
2018-04-03,59
2018-04-04,60
2018-04-05,60
2018-04-06,60
2018-04-07,60
2018-04-08,57
2018-04-09,57
2018-04-10,54
2018-04-11,54
2018-04-12,51
2018-04-13,51
2018-04-14,48
2018-04-15,46
2018-04-16,46
2018-04-17,45
2018-04-18,45
2018-04-19,44
2018-04-20,44
2018-04-21,41
2018-04-22,41
2018-04-23,38
2018-04-24,38
2018-04-25,36
2018-04-26,36
2018-04-27,34
2018-04-28,33
2018-04-29,33
2018-04-30,33
2018-05-01,33
2018-05-04,34
2018-05-05,34
2018-05-06,34
2018-05-07,32
2018-05-08,32
2018-05-09,30
2018-05-10,30
2018-05-11,31
2018-05-12,31
2018-05-13,30
2018-05-14,30
2018-05-15,29
2018-05-16,29
2018-05-17,28
2018-05-18,28
2018-05-19,28
2018-05-20,27
2018-05-21,25
2018-05-22,25
2018-05-23,25
2018-05-24,25
2018-05-25,25
2018-05-26,23
2018-05-27,23
2018-05-28,22
2018-05-29,22
2018-05-30,21
2018-05-31,21
2018-06-01,21
2018-06-02,22
2018-06-03,22
2018-06-04,23
2018-06-05,24
2018-06-06,24
2018-06-07,23
2018-06-08,23
2018-06-09,23
2018-06-10,23
2018-06-11,23
2018-06-12,23
2018-06-13,24
2018-06-14,24
2018-06-15,25
2018-06-16,25
2018-06-17,26
2018-06-18,26
2018-06-19,26
2018-06-20,26
2018-06-21,25
2018-06-22,25
2018-06-23,25
2018-06-24,25
2018-06-25,25
2018-06-26,25
2018-06-27,26
2018-06-28,26
2018-06-29,24
2018-06-30,24
2018-07-01,24
2018-07-02,24
2018-07-03,26
2018-07-04,26
2018-07-05,28
2018-07-06,28
2018-07-07,28
2018-07-08,27
2018-07-09,25
2018-07-10,25
2018-07-11,23
2018-07-12,23
2018-07-13,21
2018-07-14,21
2018-07-15,21
2018-07-16,22
2018-07-17,22
2018-07-18,22
2018-07-19,21
2018-07-20,21
2018-07-21,21
2018-07-22,20
2018-07-23,19
2018-07-24,19
2018-07-25,19
2018-07-26,19
2018-07-27,19
2018-07-28,19
2018-07-29,19
2018-07-30,19
2018-07-31,19
2018-08-01,19
2018-08-02,20
2018-08-03,20
2018-08-04,20
2018-08-05,19
2018-08-06,19
2018-08-07,19
2018-08-08,19
2018-08-09,19
2018-08-10,18
2018-08-11,18
2018-08-12,19
2018-08-14,20
2018-08-16,20
2018-08-17,19
2018-08-18,19
2018-08-19,18
2018-08-20,18
2018-08-21,18
2018-08-22,18
2018-08-23,18
2018-08-24,17
2018-08-25,17
2018-08-26,17
2018-08-27,17
2018-08-28,17
2018-08-29,17
2018-08-30,17
2018-08-31,17
2018-09-01,17
2018-09-02,17
2018-09-03,17
2018-09-04,18
2018-09-05,19
2018-09-06,19
2018-09-07,20
2018-09-08,21
2018-09-09,21
2018-09-10,23
2018-09-11,23
2018-09-12,25
2018-09-13,25
2018-09-14,27
2018-09-15,29
2018-09-16,29
2018-09-17,30
2018-09-18,31
2018-09-19,31
2018-09-20,33
2018-09-21,33
2018-09-22,34
2018-09-23,36
2018-09-24,38
2018-09-25,38
2018-09-26,40
2018-09-27,40
2018-09-28,42
2018-09-29,42
2018-09-30,43
2018-10-02,47
2018-10-03,50
2018-10-04,50
2018-10-05,53
2018-10-06,56
2018-10-07,56
2018-10-08,56
2018-10-09,53
2018-10-10,51
2018-10-11,53
2018-10-12,53
2018-10-13,52
2018-10-14,52
2018-10-15,52
2018-10-16,51
2018-10-17,52
2018-10-18,51
2018-10-19,49
2018-10-20,49
2018-10-21,48
2018-10-22,48
2018-10-23,48
2018-10-24,47
2018-10-25,47
2018-10-26,47
2018-10-27,49
2018-10-28,51
2018-10-29,51
2018-10-30,51
2018-10-31,51
2018-11-01,51
2018-11-03,56
2018-11-04,59
2018-11-05,58
2018-11-06,59
2018-11-07,62
2018-11-08,60
2018-11-09,57
2018-11-10,59
2018-11-11,58
2018-11-12,56
2018-11-13,55
2018-11-14,54
2018-11-15,54
2018-11-16,55
2018-11-17,56
2018-11-18,54
2018-11-19,54
2018-11-20,54
2018-11-21,56
2018-11-22,57
2018-11-23,54
2018-11-24,54
2018-11-25,55
2018-11-26,57
2018-11-27,57
2018-11-28,59
2018-11-29,56
2018-12-01,50
2018-12-02,47
2018-12-03,44
2018-12-04,42
2018-12-05,41
2018-12-07,42
2018-12-09,45
2018-12-10,48
2018-12-11,50
2018-12-12,50
2018-12-13,49
2018-12-14,48
2018-12-15,45
2018-12-16,45
2018-12-17,43
2018-12-18,41
2018-12-19,38
2018-12-20,37
2018-12-21,37
2018-12-22,39
2018-12-23,39
2018-12-24,37
2018-12-25,35
2018-12-26,33
2018-12-27,32
2018-12-28,33
2018-12-29,34
2018-12-30,34
2018-12-31,32
2019-01-01,30
2019-01-02,28
2019-01-03,26
2019-01-04,24
2019-01-05,22
2019-01-06,20
2019-01-08,18
2019-01-10,16
2019-01-11,15
2019-01-12,14
2019-01-13,13
2019-01-14,12
2019-01-15,11
2019-01-16,10
2019-01-17,9
2019-01-18,8
2019-01-19,7
2019-01-20,6
2019-01-21,6
2019-01-22,5
2019-01-23,4
2019-01-24,3
2019-01-25,3
2019-01-26,3
2019-01-27,3
2019-01-28,3
2019-01-29,3
2019-01-30,4
2019-01-31,5
2019-02-01,5
2019-02-02,4
2019-02-03,4
2019-02-04,4
2019-02-05,4
2019-02-06,3
2019-02-07,2
2019-02-08,3
2019-02-09,2
2019-02-10,2
2019-02-11,2
2019-02-12,1
2019-02-13,2
2019-02-14,2
2019-02-15,2
2019-02-16,2
2019-02-17,2
2019-02-18,1
2019-02-19,2
2019-02-20,2
2019-02-21,2
2019-02-22,2
2019-02-23,3
2019-02-24,2
2019-02-25,3
2019-02-26,4
2019-02-27,3
2019-02-28,3
2019-03-01,3
2019-03-02,4
2019-03-03,4
2019-03-04,3
2019-03-05,3
2019-03-06,3
2019-03-07,3
2019-03-08,3
2019-03-09,3
2019-03-10,3
2019-03-11,3
2019-03-12,3
2019-03-13,3
2019-03-14,3
2019-03-15,3
2019-03-16,4
2019-03-17,4
2019-03-18,4
2019-03-19,4
2019-03-20,4
2019-03-21,4
2019-03-22,4
2019-03-23,4
2019-03-24,4
2019-03-25,4
2019-03-26,4
2019-03-27,4
2019-03-28,4
2019-03-29,5
2019-03-30,5
2019-03-31,4
2019-04-01,3
2019-04-02,3
2019-04-03,3
2019-04-04,3
2019-04-05,2
2019-04-06,2
2019-04-07,2
2019-04-08,2
2019-04-09,3
2019-04-10,4
2019-04-11,3
2019-04-12,3
2019-04-13,3
2019-04-14,3
2019-04-15,2
2019-04-16,1
2019-04-17,1
2019-04-18,1
2019-04-19,2
2019-04-20,2
2019-04-21,1
2019-04-22,2
2019-04-23,2
2019-04-24,3
2019-04-25,3
2019-04-26,3
2019-04-27,3
2019-04-28,4
2019-04-29,4
2019-04-30,3
2019-05-01,3
2019-05-02,4
2019-05-03,3
2019-05-04,3
2019-05-05,2
2019-05-06,2
2019-05-07,2
2019-05-08,1
2019-05-09,2
2019-05-10,3
2019-05-11,4
2019-05-12,5
2019-05-13,5
2019-05-14,6
2019-05-15,6
2019-05-16,6
2019-05-17,6
2019-05-18,6
2019-05-19,6
2019-05-20,6
2019-05-21,6
2019-05-22,7
2019-05-23,7
2019-05-24,6
2019-05-25,6
2019-05-26,6
2019-05-27,6
2019-05-28,6
2019-05-29,6
2019-05-30,6
2019-05-31,6
2019-06-01,7
2019-06-02,6
2019-06-03,6
2019-06-04,6
2019-06-05,6
2019-06-06,7
2019-06-07,8
2019-06-08,9
2019-06-09,9
2019-06-10,9
2019-06-11,8
2019-06-12,8
2019-06-13,8
2019-06-14,8
2019-06-15,8
2019-06-16,8
2019-06-17,8
2019-06-18,8
2019-06-19,7
2019-06-20,6
2019-06-21,5
2019-06-22,4
2019-06-23,3
2019-06-24,2
2019-06-25,1
2019-06-26,2
2019-06-27,3
2019-06-28,3
2019-06-29,3
2019-06-30,3
2019-07-01,3
2019-07-02,3
2019-07-03,3
2019-07-04,3
2019-07-05,3
2019-07-06,2
2019-07-07,2
2019-07-08,1
2019-07-09,1
2019-07-10,2
2019-07-11,2
2019-07-12,3
2019-07-13,3
2019-07-14,3
2019-07-15,3
2019-07-16,2
2019-07-17,1
2019-07-18,2
2019-07-19,2
2019-07-20,3
2019-07-21,3
2019-07-22,3
2019-07-23,3
2019-07-24,3
2019-07-25,3
2019-07-26,3
2019-07-27,4
2019-07-28,4
2019-07-29,4
2019-07-30,4
2019-07-31,4
2019-08-01,4
2019-08-02,5
2019-08-03,5
2019-08-04,5
2019-08-05,4
2019-08-06,3
2019-08-07,3
2019-08-08,3
2019-08-09,3
2019-08-10,4
2019-08-11,4
2019-08-12,5
2019-08-13,5
2019-08-14,6
2019-08-15,6
2019-08-16,5
2019-08-17,5
2019-08-18,5
2019-08-19,5
2019-08-20,5
