date_obj,Maple%20bird%20house price
2018-11-26,721
2018-11-27,721
2018-11-28,721
2018-11-29,721
2018-12-01,721
2018-12-02,721
2018-12-03,721
2018-12-04,721
2018-12-05,721
2018-12-07,721
2018-12-09,746
2018-12-10,746
2018-12-11,746
2018-12-12,746
2018-12-13,746
2018-12-14,746
2018-12-15,746
2018-12-16,746
2018-12-17,746
2018-12-18,746
2018-12-19,746
2018-12-20,746
2018-12-21,746
2018-12-22,746
2018-12-23,746
2018-12-24,746
2018-12-25,746
2018-12-26,746
2018-12-27,738
2018-12-28,738
2018-12-29,738
2018-12-30,738
2018-12-31,738
2019-01-01,738
2019-01-02,738
2019-01-03,738
2019-01-04,738
2019-01-05,738
2019-01-06,738
2019-01-08,738
2019-01-10,738
2019-01-11,738
2019-01-12,749
2019-01-13,749
2019-01-14,749
2019-01-15,749
2019-01-16,749
2019-01-17,749
2019-01-18,749
2019-01-19,749
2019-01-20,749
2019-01-21,749
2019-01-22,749
2019-01-23,749
2019-01-25,749
2019-01-26,749
2019-01-27,749
2019-01-28,782
2019-01-29,782
2019-01-30,782
2019-01-31,782
2019-02-01,782
2019-02-02,782
2019-02-03,782
2019-02-04,782
2019-02-05,782
2019-02-06,782
2019-02-07,782
2019-02-08,782
2019-02-09,782
2019-02-10,782
2019-02-11,782
2019-02-12,782
2019-02-13,799
2019-02-14,799
2019-02-15,799
2019-02-16,799
2019-02-17,799
2019-02-18,799
2019-02-19,799
2019-02-20,799
2019-02-21,799
2019-02-22,799
2019-02-23,799
2019-02-24,799
2019-02-25,799
2019-02-26,799
2019-02-27,792
2019-02-28,792
2019-03-01,792
2019-03-02,792
2019-03-03,792
2019-03-04,792
2019-03-05,792
2019-03-06,792
2019-03-07,792
2019-03-08,792
2019-03-09,792
2019-03-10,792
2019-03-11,778
2019-03-12,778
2019-03-13,778
2019-03-14,778
2019-03-15,778
2019-03-16,778
2019-03-17,778
2019-03-18,778
2019-03-19,778
2019-03-20,778
2019-03-21,778
2019-03-22,778
2019-03-23,788
2019-03-24,788
2019-03-25,788
2019-03-26,788
2019-03-27,788
2019-03-28,788
2019-03-29,788
2019-03-30,788
2019-03-31,788
2019-04-01,788
2019-04-02,788
2019-04-03,788
2019-04-04,788
2019-04-05,788
2019-04-06,788
2019-04-07,803
2019-04-08,803
2019-04-09,803
2019-04-10,803
2019-04-11,803
2019-04-12,803
2019-04-13,803
2019-04-14,803
2019-04-15,803
2019-04-16,803
2019-04-17,803
2019-04-18,818
2019-04-19,818
2019-04-20,818
2019-04-21,818
2019-04-22,818
2019-04-23,818
2019-04-24,818
2019-04-25,818
2019-04-26,818
2019-04-27,818
2019-04-28,818
2019-04-29,822
2019-04-30,822
2019-05-01,822
2019-05-02,822
2019-05-03,822
2019-05-04,822
2019-05-05,822
2019-05-06,822
2019-05-07,822
2019-05-08,822
2019-05-09,822
2019-05-10,814
2019-05-11,814
2019-05-12,814
2019-05-13,814
2019-05-14,814
2019-05-15,814
2019-05-16,814
2019-05-17,814
2019-05-18,814
2019-05-19,814
2019-05-20,813
2019-05-21,813
2019-05-22,813
2019-05-23,813
2019-05-24,813
2019-05-25,813
2019-05-26,813
2019-05-27,813
2019-05-28,813
2019-05-29,813
2019-05-30,813
2019-05-31,826
2019-06-01,826
2019-06-02,826
2019-06-03,826
2019-06-04,826
2019-06-05,826
2019-06-06,826
2019-06-07,826
2019-06-08,826
2019-06-09,826
2019-06-10,826
2019-06-11,808
2019-06-12,808
2019-06-13,808
2019-06-14,808
2019-06-15,808
2019-06-16,808
2019-06-17,808
2019-06-18,808
2019-06-19,808
2019-06-20,808
2019-06-21,808
2019-06-22,808
2019-06-23,825
2019-06-24,825
2019-06-25,825
2019-06-26,825
2019-06-27,825
2019-06-28,825
2019-06-29,825
2019-06-30,825
2019-07-01,825
2019-07-02,825
2019-07-03,825
2019-07-04,825
2019-07-05,824
2019-07-06,824
2019-07-07,824
2019-07-08,824
2019-07-09,824
2019-07-10,824
2019-07-11,824
2019-07-12,824
2019-07-13,824
2019-07-14,824
2019-07-15,824
2019-07-16,824
2019-07-17,815
2019-07-18,815
2019-07-19,815
2019-07-20,815
2019-07-21,815
2019-07-22,815
2019-07-23,815
2019-07-24,815
2019-07-25,815
2019-07-26,815
2019-07-27,815
2019-07-28,815
2019-07-29,815
2019-07-30,810
2019-07-31,810
2019-08-01,810
2019-08-02,810
2019-08-03,810
2019-08-04,810
2019-08-05,810
2019-08-06,810
2019-08-07,810
2019-08-08,810
2019-08-09,810
2019-08-10,810
2019-08-11,810
2019-08-12,793
2019-08-13,793
2019-08-14,793
2019-08-15,793
2019-08-16,793
2019-08-17,793
2019-08-18,793
2019-08-19,793
2019-08-20,793
2019-08-21,793
2019-08-22,793
2019-08-23,793
2019-08-24,793
2019-08-24,793
2019-08-25,791
2019-08-25,791
2019-08-26,791
2019-08-26,791
2019-08-27,791
2019-08-27,791
2019-08-28,791
2019-08-29,791
2019-08-30,791
2019-08-31,791
2019-09-01,791
2019-09-02,791
2019-09-03,791
2019-09-04,791
2019-09-05,791
2019-09-06,791
2019-09-07,791
2019-09-08,799
2019-09-09,799
2019-09-10,799
2019-09-11,799
2019-09-12,799
2019-09-13,799
2019-09-14,799
2019-09-15,799
2019-09-16,799
2019-09-17,799
2019-09-18,799
2019-09-19,799
2019-09-20,799
2019-09-21,799
2019-09-22,799
2019-09-23,799
2019-09-24,799
2019-09-25,804
2019-09-26,804
2019-09-27,804
2019-09-28,804
2019-09-29,804
2019-09-30,804
2019-10-01,804
2019-10-02,804
2019-10-03,804
2019-10-04,804
2019-10-05,804
2019-10-06,804
2019-10-07,804
2019-10-08,804
2019-10-09,804
2019-10-10,815
2019-10-11,815
2019-10-12,815
2019-10-13,815
2019-10-14,815
2019-10-15,815
2019-10-16,815
2019-10-17,815
2019-10-18,815
2019-10-19,815
2019-10-20,815
2019-10-21,815
2019-10-22,815
2019-10-23,815
2019-10-24,798
2019-10-25,798
2019-10-26,798
2019-10-27,798
2019-10-28,798
2019-10-29,798
2019-10-30,798
2019-10-31,798
2019-11-01,798
2019-11-02,798
2019-11-03,798
2019-11-04,798
2019-11-05,798
2019-11-06,798
2019-11-07,798
2019-11-08,780
2019-11-09,780
2019-11-10,780
2019-11-11,780
2019-11-12,780
2019-11-13,780
2019-11-14,780
2019-11-15,780
2019-11-16,780
2019-11-17,780
2019-11-18,780
2019-11-19,780
2019-11-20,780
2019-11-21,780
2019-11-22,774
2019-11-23,774
2019-11-24,774
2019-11-25,774
2019-11-26,774
2019-11-27,774
2019-11-28,774
2019-11-29,774
2019-11-30,774
2019-12-01,774
2019-12-02,774
2019-12-03,774
2019-12-04,774
2019-12-05,774
2019-12-06,774
2019-12-07,774
2019-12-08,774
2019-12-09,777
2019-12-10,777
2019-12-11,777
2019-12-12,777
2019-12-13,777
2019-12-14,777
2019-12-15,777
2019-12-16,777
2019-12-17,777
2019-12-18,777
2019-12-19,777
2019-12-20,777
2019-12-21,777
2019-12-22,777
2019-12-23,777
2019-12-24,777
2019-12-25,777
2019-12-26,777
2019-12-27,796
2019-12-28,796
2019-12-29,796
2019-12-30,796
2019-12-31,796
2020-01-01,796
2020-01-02,796
2020-01-03,796
2020-01-04,796
2020-01-05,796
2020-01-06,796
2020-01-07,796
2020-01-08,796
2020-01-09,796
2020-01-10,795
2020-01-11,795
2020-01-12,795
2020-01-13,795
2020-01-14,795
2020-01-15,795
2020-01-16,795
2020-01-17,795
2020-01-18,795
2020-01-19,795
2020-01-20,795
2020-01-21,795
2020-01-22,795
2020-01-23,795
2020-01-24,806
2020-01-25,806
2020-01-26,806
2020-01-27,806
2020-01-28,806
2020-01-29,806
2020-01-30,806
2020-01-31,806
2020-02-01,806
2020-02-02,806
2020-02-03,806
2020-02-04,806
2020-02-05,828
2020-02-06,828
2020-02-07,828
2020-02-08,828
2020-02-09,828
2020-02-10,828
2020-02-11,828
2020-02-12,828
2020-02-13,828
2020-02-14,828
2020-02-15,828
2020-02-16,828
2020-02-17,828
2020-02-18,829
2020-02-19,829
2020-02-20,829
2020-02-21,829
2020-02-22,829
2020-02-23,829
2020-02-24,829
2020-02-25,829
2020-02-26,829
2020-02-27,829
2020-02-28,829
2020-02-29,829
2020-03-01,829
2020-03-02,829
2020-03-03,829
2020-03-04,829
2020-03-05,829
2020-03-06,829
2020-03-07,829
2020-03-08,829
2020-03-09,829
2020-03-10,829
2020-03-11,829
2020-03-12,829
2020-03-13,829
2020-03-14,829
2020-03-15,826
2020-03-16,826
2020-03-17,826
2020-03-18,826
2020-03-19,826
2020-03-20,826
2020-03-21,826
2020-03-22,826
2020-03-23,826
2020-03-24,826
2020-03-25,826
2020-03-26,843
2020-03-27,843
2020-03-28,843
2020-03-29,843
2020-03-30,843
2020-03-31,843
2020-04-01,843
2020-04-02,843
2020-04-03,843
2020-04-04,856
2020-04-05,856
2020-04-06,856
2020-04-07,856
2020-04-08,856
2020-04-09,856
2020-04-10,856
2020-04-11,841
2020-04-12,841
2020-04-13,841
2020-04-14,841
2020-04-15,841
2020-04-16,841
2020-04-17,841
2020-04-18,848
2020-04-19,848
2020-04-20,848
2020-04-21,848
2020-04-22,848
2020-04-23,848
2020-04-24,833
2020-04-25,833
2020-04-26,833
2020-04-27,833
2020-04-28,833
2020-04-29,833
2020-04-30,857
2020-05-01,857
2020-05-02,857
2020-05-03,857
2020-05-04,857
2020-05-05,857
2020-05-06,857
2020-05-07,857
2020-05-08,857
2020-05-09,857
2020-05-10,857
2020-05-11,857
2020-05-12,857
2020-05-13,857
