date_obj,Clay price
2018-01-15,71
2018-01-16,71
2018-01-17,71
2018-01-18,74
2018-01-19,76
2018-01-20,76
2018-01-21,76
2018-01-22,78
2018-01-23,79
2018-01-24,79
2018-01-25,78
2018-01-26,78
2018-01-27,80
2018-01-28,83
2018-01-29,87
2018-01-30,91
2018-01-31,96
2018-02-01,100
2018-02-02,103
2018-02-03,104
2018-02-04,103
2018-02-05,103
2018-02-06,102
2018-02-07,104
2018-02-08,105
2018-02-09,105
2018-02-10,105
2018-02-11,105
2018-02-12,105
2018-02-13,105
2018-02-14,104
2018-02-15,104
2018-02-16,105
2018-02-17,105
2018-02-18,109
2018-02-19,111
2018-02-20,111
2018-02-21,112
2018-02-22,110
2018-02-23,111
2018-02-24,112
2018-02-25,112
2018-02-26,113
2018-02-27,115
2018-02-28,116
2018-03-01,116
2018-03-02,116
2018-03-03,117
2018-03-04,122
2018-03-05,126
2018-03-06,122
2018-03-07,121
2018-03-08,122
2018-03-09,123
2018-03-10,123
2018-03-11,125
2018-03-12,126
2018-03-13,131
2018-03-14,131
2018-03-15,131
2018-03-16,138
2018-03-17,138
2018-03-18,142
2018-03-20,145
2018-03-21,146
2018-03-23,158
2018-03-24,157
2018-03-25,154
2018-03-26,147
2018-03-27,145
2018-03-28,143
2018-03-29,142
2018-03-30,139
2018-03-31,136
2018-04-02,134
2018-04-03,133
2018-04-04,134
2018-04-05,133
2018-04-06,133
2018-04-07,132
2018-04-08,131
2018-04-09,127
2018-04-10,129
2018-04-11,128
2018-04-12,125
2018-04-13,125
2018-04-14,125
2018-04-15,125
2018-04-16,126
2018-04-17,123
2018-04-18,123
2018-04-19,124
2018-04-20,122
2018-04-21,120
2018-04-22,115
2018-04-23,112
2018-04-24,112
2018-04-25,111
2018-04-26,112
2018-04-27,112
2018-04-28,111
2018-04-29,111
2018-04-30,110
2018-05-01,109
2018-05-03,108
2018-05-04,108
2018-05-05,107
2018-05-07,110
2018-05-08,115
2018-05-09,120
2018-05-10,123
2018-05-11,125
2018-05-12,125
2018-05-13,127
2018-05-14,128
2018-05-15,129
2018-05-16,128
2018-05-17,129
2018-05-18,135
2018-05-19,142
2018-05-20,148
2018-05-21,152
2018-05-22,160
2018-05-23,164
2018-05-24,173
2018-05-25,180
2018-05-26,186
2018-05-27,181
2018-05-28,186
2018-05-29,194
2018-05-30,202
2018-05-31,211
2018-06-01,220
2018-06-02,225
2018-06-03,232
2018-06-04,244
2018-06-05,252
2018-06-06,262
2018-06-07,269
2018-06-08,264
2018-06-09,270
2018-06-10,270
2018-06-11,258
2018-06-12,245
2018-06-13,232
2018-06-14,220
2018-06-15,209
2018-06-16,198
2018-06-17,188
2018-06-18,178
2018-06-19,170
2018-06-20,163
2018-06-21,168
2018-06-22,174
2018-06-23,174
2018-06-24,183
2018-06-25,189
2018-06-26,197
2018-06-27,198
2018-06-28,203
2018-06-29,204
2018-06-30,203
2018-07-01,196
2018-07-02,188
2018-07-03,178
2018-07-04,169
2018-07-05,160
2018-07-06,152
2018-07-07,145
2018-07-08,139
2018-07-09,138
2018-07-10,137
2018-07-11,137
2018-07-12,137
2018-07-13,136
2018-07-14,133
2018-07-15,132
2018-07-16,126
2018-07-17,120
2018-07-18,121
2018-07-19,126
2018-07-20,131
2018-07-21,134
2018-07-22,139
2018-07-23,144
2018-07-24,149
2018-07-25,154
2018-07-26,159
2018-07-27,165
2018-07-28,169
2018-07-29,169
2018-07-30,164
2018-07-31,161
2018-08-01,159
2018-08-02,159
2018-08-03,163
2018-08-04,158
2018-08-05,157
2018-08-06,161
2018-08-07,166
2018-08-08,168
2018-08-09,174
2018-08-10,175
2018-08-11,176
2018-08-12,171
2018-08-14,168
2018-08-16,178
2018-08-17,180
2018-08-18,187
2018-08-19,190
2018-08-20,189
2018-08-21,192
2018-08-22,191
2018-08-23,193
2018-08-24,196
2018-08-25,194
2018-08-26,195
2018-08-27,195
2018-08-28,197
2018-08-29,201
2018-08-30,199
2018-08-31,202
2018-09-01,199
2018-09-02,202
2018-09-03,203
2018-09-04,202
2018-09-05,205
2018-09-06,210
2018-09-07,207
2018-09-08,211
2018-09-09,217
2018-09-10,208
2018-09-11,204
2018-09-12,194
2018-09-13,188
2018-09-14,180
2018-09-15,174
2018-09-16,169
2018-09-17,170
2018-09-18,172
2018-09-19,178
2018-09-20,176
2018-09-21,175
2018-09-22,171
2018-09-23,162
2018-09-24,159
2018-09-25,158
2018-09-26,162
2018-09-27,165
2018-09-28,169
2018-09-29,173
2018-09-30,172
2018-10-01,171
2018-10-02,172
2018-10-03,170
2018-10-04,175
2018-10-05,175
2018-10-06,173
2018-10-07,171
2018-10-08,168
2018-10-09,166
2018-10-10,164
2018-10-11,169
2018-10-12,173
2018-10-13,171
2018-10-14,167
2018-10-15,165
2018-10-16,166
2018-10-17,161
2018-10-18,158
2018-10-19,151
2018-10-20,145
2018-10-21,139
2018-10-22,136
2018-10-23,134
2018-10-24,135
2018-10-25,133
2018-10-26,135
2018-10-27,140
2018-10-28,145
2018-10-29,146
2018-10-30,146
2018-10-31,142
2018-11-01,135
2018-11-03,126
2018-11-04,124
2018-11-05,121
2018-11-06,117
2018-11-07,114
2018-11-08,112
2018-11-09,115
2018-11-10,110
2018-11-11,109
2018-11-12,105
2018-11-13,100
2018-11-14,97
2018-11-15,95
2018-11-16,91
2018-11-17,91
2018-11-18,93
2018-11-19,93
2018-11-20,90
2018-11-21,88
2018-11-22,90
2018-11-23,94
2018-11-24,91
2018-11-25,88
2018-11-26,92
2018-11-27,90
2018-11-28,88
2018-11-29,89
2018-12-01,89
2018-12-02,90
2018-12-03,94
2018-12-04,96
2018-12-05,100
2018-12-07,108
2018-12-09,100
2018-12-10,100
2018-12-11,102
2018-12-12,97
2018-12-13,96
2018-12-14,94
2018-12-15,89
2018-12-16,90
2018-12-17,88
2018-12-18,87
2018-12-19,85
2018-12-20,83
2018-12-21,81
2018-12-22,77
2018-12-23,74
2018-12-24,75
2018-12-25,77
2018-12-26,78
2018-12-27,77
2018-12-28,76
2018-12-29,73
2018-12-30,69
2018-12-31,65
2019-01-01,61
2019-01-02,64
2019-01-03,65
2019-01-04,66
2019-01-05,68
2019-01-06,70
2019-01-08,67
2019-01-10,63
2019-01-11,64
2019-01-12,66
2019-01-13,66
2019-01-14,64
2019-01-15,63
2019-01-16,63
2019-01-17,65
2019-01-18,64
2019-01-19,64
2019-01-20,65
2019-01-21,67
2019-01-22,68
2019-01-23,69
2019-01-24,67
2019-01-25,64
2019-01-26,63
2019-01-27,62
2019-01-28,63
2019-01-29,64
2019-01-30,66
2019-01-31,67
2019-02-01,65
2019-02-02,62
2019-02-03,61
2019-02-04,61
2019-02-05,60
2019-02-06,59
2019-02-07,57
2019-02-08,54
2019-02-09,51
2019-02-10,48
2019-02-11,45
2019-02-12,42
2019-02-13,43
2019-02-14,43
2019-02-15,43
2019-02-16,42
2019-02-17,41
2019-02-18,42
2019-02-19,41
2019-02-20,42
2019-02-21,43
2019-02-22,44
2019-02-23,43
2019-02-24,40
2019-02-25,38
2019-02-26,36
2019-02-27,34
2019-02-28,34
2019-03-01,35
2019-03-02,37
2019-03-03,37
2019-03-04,39
2019-03-05,41
2019-03-06,44
2019-03-07,47
2019-03-08,50
2019-03-09,48
2019-03-10,46
2019-03-11,45
2019-03-12,48
2019-03-13,49
2019-03-14,47
2019-03-15,46
2019-03-16,45
2019-03-17,43
2019-03-18,45
2019-03-19,44
2019-03-20,44
2019-03-21,42
2019-03-22,42
2019-03-23,42
2019-03-24,42
2019-03-25,43
2019-03-26,41
2019-03-27,41
2019-03-28,39
2019-03-29,40
2019-03-30,41
2019-03-31,40
2019-04-01,38
2019-04-02,37
2019-04-03,37
2019-04-04,37
2019-04-05,37
2019-04-06,38
2019-04-07,37
2019-04-08,36
2019-04-09,38
2019-04-10,39
2019-04-11,39
2019-04-12,39
2019-04-13,39
2019-04-14,38
2019-04-15,38
2019-04-16,36
2019-04-17,34
2019-04-18,33
2019-04-19,33
2019-04-20,33
2019-04-21,33
2019-04-22,31
2019-04-23,29
2019-04-24,30
2019-04-25,30
2019-04-26,30
2019-04-27,31
2019-04-28,31
2019-04-29,30
2019-04-30,29
2019-05-01,28
2019-05-02,27
2019-05-03,27
2019-05-04,27
2019-05-05,27
2019-05-06,28
2019-05-07,29
2019-05-08,28
2019-05-09,28
2019-05-10,29
2019-05-11,29
2019-05-12,31
2019-05-13,30
2019-05-14,29
2019-05-15,30
2019-05-16,31
2019-05-17,31
2019-05-18,31
2019-05-19,32
2019-05-20,30
2019-05-21,32
2019-05-22,31
2019-05-23,32
2019-05-24,30
2019-05-25,29
2019-05-26,29
2019-05-27,28
2019-05-28,28
2019-05-29,30
2019-05-30,29
2019-05-31,29
2019-06-01,30
2019-06-02,29
2019-06-03,28
2019-06-04,27
2019-06-05,28
2019-06-06,28
2019-06-07,28
2019-06-08,29
2019-06-09,27
2019-06-10,27
2019-06-11,27
2019-06-12,28
2019-06-13,28
2019-06-14,28
2019-06-15,30
2019-06-16,32
2019-06-17,34
2019-06-18,35
2019-06-19,36
2019-06-20,38
2019-06-21,39
2019-06-22,38
2019-06-23,36
2019-06-24,35
2019-06-25,36
2019-06-26,34
2019-06-27,33
2019-06-28,34
2019-06-29,33
2019-06-30,32
2019-07-01,32
2019-07-02,32
2019-07-03,33
2019-07-04,32
2019-07-05,33
2019-07-06,34
2019-07-07,34
2019-07-08,33
2019-07-09,31
2019-07-10,31
2019-07-11,31
2019-07-12,32
2019-07-13,33
2019-07-14,33
2019-07-15,34
2019-07-16,35
2019-07-17,37
2019-07-18,37
2019-07-19,38
2019-07-20,39
2019-07-21,40
2019-07-22,41
2019-07-23,41
2019-07-24,41
2019-07-25,43
2019-07-26,42
2019-07-27,43
2019-07-28,44
2019-07-29,46
2019-07-30,47
2019-07-31,49
2019-08-01,50
2019-08-02,51
2019-08-03,51
2019-08-04,53
2019-08-05,52
2019-08-06,52
2019-08-07,52
2019-08-08,53
2019-08-09,52
2019-08-10,52
2019-08-11,52
2019-08-12,51
2019-08-13,51
2019-08-14,52
2019-08-15,52
2019-08-16,51
2019-08-17,52
2019-08-18,52
2019-08-19,52
2019-08-20,55
2019-08-21,57
2019-08-22,59
2019-08-23,61
2019-08-24,60
2019-08-24,60
2019-08-25,59
2019-08-25,59
2019-08-26,57
2019-08-27,56
2019-08-27,56
2019-08-28,54
