date_obj,Blue%20wizard%20hat price
2015-08-18,494
2015-08-19,496
2015-08-20,501
2015-08-21,506
2015-08-22,510
2015-08-23,505
2015-08-24,511
2015-08-25,515
2015-08-26,521
2015-08-27,516
2015-08-28,522
2015-08-29,517
2015-08-30,519
2015-08-31,519
2015-09-01,528
2015-09-02,536
2015-09-03,539
2015-09-04,539
2015-09-05,551
2015-09-06,543
2015-09-07,538
2015-09-08,528
2015-09-09,519
2015-09-10,526
2015-09-11,517
2015-09-12,506
2015-09-13,499
2015-09-14,499
2015-09-15,499
2015-09-16,490
2015-09-17,498
2015-09-18,508
2015-09-19,511
2015-09-20,511
2015-09-21,512
2015-09-22,490
2015-09-23,484
2015-09-24,482
2015-09-25,483
2015-09-27,501
2015-09-28,511
2015-09-29,511
2015-09-30,520
2015-10-05,528
2015-10-06,537
2015-10-07,536
2015-10-08,540
2015-10-09,542
2015-10-10,549
2015-10-11,545
2015-10-12,539
2015-10-13,534
2015-10-14,512
2015-10-15,496
2015-10-16,473
2015-10-17,456
2015-10-18,436
2015-10-19,418
2015-10-20,421
2015-10-22,448
2015-10-23,461
2015-10-24,471
2015-10-25,481
2015-10-26,503
2015-10-27,529
2015-10-29,570
2015-10-30,589
2015-10-31,603
2015-11-01,614
2015-11-02,608
2015-11-03,600
2015-11-04,597
2015-11-05,581
2015-11-06,568
2015-11-07,562
2015-11-08,569
2015-11-09,584
2015-11-10,584
2015-11-11,576
2015-11-12,555
2015-11-13,537
2015-11-14,518
2015-11-15,504
2015-11-16,486
2015-11-17,474
2015-11-18,460
2015-11-19,446
2015-11-20,438
2015-11-21,443
2015-11-22,447
2015-11-23,461
2015-11-24,450
2015-11-25,431
2015-11-26,418
2015-11-27,420
2015-11-28,430
2015-11-29,439
2015-11-30,445
2015-12-01,442
2015-12-02,445
2015-12-03,457
2015-12-04,473
2015-12-05,487
2015-12-06,498
2015-12-07,516
2015-12-08,527
2015-12-09,522
2015-12-10,495
2015-12-11,470
2015-12-12,446
2015-12-13,441
2015-12-14,449
2015-12-15,449
2015-12-16,427
2015-12-17,405
2015-12-18,394
2015-12-19,390
2015-12-20,376
2015-12-21,369
2015-12-22,361
2015-12-23,350
2015-12-24,353
2015-12-25,363
2015-12-26,365
2015-12-27,364
2015-12-28,360
2015-12-29,370
2015-12-30,387
2015-12-31,374
2016-01-01,378
2016-01-02,361
2016-01-03,342
2016-01-04,338
2016-01-05,330
2016-01-06,317
2016-01-07,309
2016-01-08,307
2016-01-09,304
2016-01-10,307
2016-01-11,310
2016-01-12,299
2016-01-13,291
2016-01-14,281
2016-01-15,280
2016-01-16,277
2016-01-17,290
2016-01-18,299
2016-01-19,313
2016-01-20,318
2016-01-21,309
2016-01-22,307
2016-01-23,310
2016-01-24,316
2016-01-25,324
2016-01-26,336
2016-01-27,353
2016-01-28,363
2016-01-29,370
2016-01-30,388
2016-01-31,408
2016-02-01,427
2016-02-02,447
2016-02-03,459
2016-02-04,471
2016-02-05,466
2016-02-06,476
2016-02-07,480
2016-02-08,484
2016-02-09,491
2016-02-10,483
2016-02-11,484
2016-02-12,473
2016-02-13,467
2016-02-14,460
2016-02-15,450
2016-02-16,447
2016-02-17,438
2016-02-18,438
2016-02-19,444
2016-02-20,460
2016-02-21,472
2016-02-22,488
2016-02-23,503
2016-02-24,508
2016-02-25,496
2016-02-26,490
2016-02-27,487
2016-02-28,474
2016-02-29,460
2016-03-01,456
2016-03-02,460
2016-03-03,459
2016-03-04,450
2016-03-05,449
2016-03-06,441
2016-03-07,444
2016-03-08,448
2016-03-09,444
2016-03-10,434
2016-03-11,419
2016-03-12,411
2016-03-13,400
2016-03-14,392
2016-03-15,381
2016-03-16,367
2016-03-17,352
2016-03-18,344
2016-03-19,342
2016-03-20,336
2016-03-21,331
2016-03-22,326
2016-03-23,330
2016-03-24,328
2016-03-25,326
2016-03-26,329
2016-03-27,332
2016-03-28,339
2016-03-29,355
2016-03-30,366
2016-03-31,364
2016-04-01,355
2016-04-02,337
2016-04-03,320
2016-04-04,310
2016-04-05,305
2016-04-06,297
2016-04-07,300
2016-04-08,308
2016-04-09,311
2016-04-10,325
2016-04-11,333
2016-04-12,340
2016-04-13,344
2016-04-14,351
2016-04-15,351
2016-04-16,362
2016-04-17,360
2016-04-18,360
2016-04-19,354
2016-04-20,351
2016-04-21,348
2016-04-22,340
2016-04-23,328
2016-04-24,318
2016-04-25,312
2016-04-26,307
2016-04-27,302
2016-04-28,295
2016-04-29,293
2016-04-30,294
2016-05-01,289
2016-05-02,288
2016-05-03,281
2016-05-04,275
2016-05-05,268
2016-05-06,254
2016-05-07,246
2016-05-08,242
2016-05-09,241
2016-05-10,234
2016-05-11,227
2016-05-12,223
2016-05-13,215
2016-05-14,204
2016-05-15,201
2016-05-16,195
2016-05-17,194
2016-05-18,191
2016-05-19,193
2016-05-22,201
2016-05-23,204
2016-05-24,199
2016-05-25,203
2016-05-26,212
2016-05-27,221
2016-05-28,229
2016-05-29,235
2016-05-30,243
2016-05-31,247
2016-06-01,244
2016-06-02,238
2016-06-03,240
2016-06-04,238
2016-06-05,233
2016-06-06,224
2016-06-07,215
2016-06-08,209
2016-06-09,204
2016-06-10,193
2016-06-11,183
2016-06-12,179
2016-06-13,182
2016-06-14,182
2016-06-15,184
2016-06-16,189
2016-06-17,195
2016-06-18,202
2016-06-19,204
2016-06-20,204
2016-06-21,205
2016-06-22,207
2016-06-23,199
2016-06-24,202
2016-06-25,205
2016-06-26,199
2016-06-27,192
2016-06-28,193
2016-06-29,200
2016-06-30,200
2016-07-01,200
2016-07-02,194
2016-07-03,193
2016-07-04,192
2016-07-05,192
2016-07-06,191
2016-07-07,191
2016-07-08,186
2016-07-09,185
2016-07-10,186
2016-07-11,188
2016-07-12,193
2016-07-13,200
2016-07-14,205
2016-07-15,208
2016-07-16,212
2016-07-17,215
2016-07-18,214
2016-07-23,214
2016-07-24,214
2016-07-25,217
2016-07-26,220
2016-07-27,228
2016-07-28,233
2016-07-29,234
2016-07-30,243
2016-07-31,250
2016-08-01,251
2016-08-02,240
2016-08-03,244
2016-08-04,248
2016-08-05,237
2016-08-06,236
2016-08-07,238
2016-08-08,237
2016-08-09,233
2016-08-10,231
2016-08-11,232
2016-08-12,234
2016-08-13,233
2016-08-14,237
2016-08-15,234
2016-08-16,232
2016-08-17,235
2016-08-18,238
2016-08-19,248
2016-08-20,253
2016-08-21,249
2016-08-22,250
2016-08-23,256
2016-08-24,261
2016-08-25,272
2016-08-26,272
2016-08-28,280
2016-08-31,273
2016-09-01,271
2016-09-02,271
2016-09-03,271
2016-09-04,273
2016-09-05,280
2016-09-06,288
2016-09-07,283
2016-09-08,283
2016-09-09,278
2016-09-10,282
2016-09-11,290
2016-09-12,295
2016-09-13,294
2016-09-14,295
2016-09-15,290
2016-09-16,290
2016-09-17,280
2016-09-18,278
2016-09-19,267
2016-09-20,265
2016-09-21,266
2016-09-22,270
2016-09-23,272
2016-09-24,272
2016-09-25,282
2016-09-26,295
2016-09-27,308
2016-09-28,320
2016-09-29,332
2016-09-30,341
2016-10-01,347
2016-10-02,357
2016-10-03,370
2016-10-04,381
2016-10-05,392
2016-10-06,395
2016-10-07,404
2016-10-08,402
2016-10-09,402
2016-10-10,402
2016-10-11,395
2016-10-12,391
2016-10-13,392
2016-10-14,385
2016-10-15,382
2016-10-16,377
2016-10-17,359
2016-10-18,353
2016-10-19,358
2016-10-20,343
2016-10-21,332
2016-10-22,337
2016-10-23,330
2016-10-24,331
2016-10-25,336
2016-10-26,336
2016-10-27,336
2016-10-28,331
2016-10-29,324
2016-10-30,320
2016-10-31,312
2016-11-01,315
2016-11-02,319
2016-11-03,314
2016-11-04,309
2016-11-05,314
2016-11-06,317
2016-11-07,322
2016-11-08,328
2016-11-09,328
2016-11-10,333
2016-11-11,337
2016-11-12,335
2016-11-13,338
2016-11-14,340
2016-11-15,338
2016-12-07,207
2016-12-08,202
2016-12-09,203
2016-12-10,206
2016-12-11,210
2016-12-12,214
2016-12-13,213
2016-12-14,214
2016-12-15,215
2016-12-16,216
2016-12-17,214
2016-12-18,217
2016-12-19,221
2016-12-20,230
2016-12-21,239
2016-12-22,245
2016-12-23,251
2016-12-24,247
2016-12-25,242
2016-12-26,241
2016-12-27,242
2016-12-28,245
2016-12-29,253
2016-12-30,263
2016-12-31,269
2017-01-01,275
2017-01-02,277
2017-01-03,275
2017-01-04,276
2017-01-05,273
2017-01-06,272
2017-01-07,269
2017-01-08,265
2017-01-09,256
2017-01-10,253
2017-01-11,249
2017-01-12,241
2017-01-13,240
2017-01-14,244
2017-01-15,243
2017-01-16,242
2017-01-17,244
2017-01-18,245
2017-01-19,244
2017-01-20,240
2017-01-21,240
2017-01-22,240
2017-01-23,238
2017-01-27,236
2017-01-28,235
2017-01-29,235
2017-01-30,234
2017-01-31,236
2017-02-01,235
2017-02-02,234
2017-02-03,230
2017-02-04,223
2017-02-05,221
2017-02-06,225
2017-02-07,229
2017-02-08,234
2017-02-09,245
2017-02-10,252
2017-02-11,255
2017-02-12,258
2017-02-13,259
2017-02-14,257
2017-02-15,247
2017-02-16,244
2017-02-18,252
2017-02-19,251
2017-02-20,250
2017-02-21,246
2017-02-22,238
2017-02-23,228
2017-02-24,219
2017-02-25,216
2017-02-26,210
2017-02-27,208
2017-02-28,209
2017-03-01,206
2017-03-02,206
2017-03-03,201
2017-03-04,205
2017-03-05,205
2017-03-06,208
2017-03-07,208
2017-03-08,208
2017-03-09,211
2017-03-10,210
2017-03-11,214
2017-03-12,215
2017-03-13,219
2017-03-14,229
2017-03-15,240
2017-03-16,252
2017-03-17,264
2017-03-18,278
2017-03-19,291
2017-03-20,293
2017-03-21,299
2017-03-22,305
2017-03-23,305
2017-03-24,297
2017-03-25,290
2017-03-26,290
2017-03-27,295
2017-03-28,293
2017-03-29,292
2017-03-30,298
2017-03-31,290
2017-04-01,287
2017-04-02,283
2017-04-03,273
2017-04-04,270
2017-04-12,238
2017-04-13,238
2017-04-14,240
2017-04-15,244
2017-04-16,253
2017-04-17,252
2017-04-18,246
2017-04-19,240
2017-04-20,244
2017-04-21,242
2017-04-22,243
2017-04-23,240
2017-04-24,238
2017-04-25,237
2017-04-26,237
2017-04-27,237
2017-04-28,228
2017-04-29,231
2017-04-30,228
2017-05-01,223
2017-05-02,224
2017-05-03,226
2017-05-04,227
2017-05-05,224
2017-05-06,229
2017-05-07,225
2017-05-08,218
2017-05-09,218
2017-05-10,221
2017-05-11,212
2017-05-12,206
2017-05-13,196
2017-05-14,186
2017-05-15,176
2017-05-16,167
2017-05-17,158
2017-05-18,152
2017-05-19,147
2017-05-20,150
2017-05-21,149
2017-05-22,155
2017-05-23,159
2017-05-24,166
2017-05-25,172
2017-05-26,177
2017-05-27,180
2017-05-28,181
2017-05-29,186
2017-05-30,183
2017-05-31,175
2017-06-01,179
2017-06-02,183
2017-06-03,188
2017-06-04,196
2017-06-05,203
2017-06-06,208
2017-06-07,210
2017-06-08,212
2017-06-09,211
2017-06-10,209
2017-06-11,215
2017-06-12,224
2017-06-13,235
2017-06-14,247
2017-06-15,260
2017-06-16,273
2017-06-17,287
2017-06-18,301
2017-06-19,307
2017-06-20,312
2017-06-21,315
2017-06-22,323
2017-06-23,332
2017-06-24,345
2017-06-25,361
2017-06-26,366
2017-06-27,368
2017-06-28,367
2017-06-29,371
2017-06-30,386
2017-07-01,404
2017-07-02,416
2017-07-03,414
2017-07-04,412
2017-07-05,412
2017-07-06,402
2017-07-07,386
2017-07-08,379
2017-07-13,389
2017-07-14,388
2017-07-15,388
2017-07-16,382
2017-07-17,384
2017-07-18,382
2017-07-19,381
2017-07-20,375
2017-07-21,359
2017-07-22,344
2017-07-23,326
2017-07-24,316
2017-07-25,304
2017-07-26,310
2017-07-27,316
2017-07-28,324
2017-07-29,333
2017-07-30,337
2017-07-31,329
2017-08-01,322
2017-08-02,324
2017-08-03,318
2017-08-04,315
2017-08-05,313
2017-08-06,316
2017-08-09,320
2017-08-10,312
2017-08-11,298
2017-08-12,289
2017-08-13,280
2017-08-14,273
2017-08-15,267
2017-08-16,263
2017-08-17,258
2017-08-18,259
2017-08-19,262
2017-08-20,261
2017-08-21,264
2017-08-22,262
2017-08-23,263
2017-08-24,268
2017-08-25,270
2017-08-26,270
2017-08-27,263
2017-08-28,258
2017-08-29,255
2017-08-30,251
2017-08-31,247
2017-09-01,245
2017-09-02,246
2017-09-03,242
2017-09-04,240
2017-09-05,233
2017-09-06,226
2017-09-07,220
2017-09-08,216
2017-09-09,208
2017-09-10,202
2017-09-11,194
2017-09-12,191
2017-09-13,188
2017-09-14,193
2017-09-15,196
2017-09-16,196
2017-09-17,199
2017-09-18,200
2017-09-19,207
2017-09-20,212
2017-09-22,230
2017-09-23,240
2017-09-24,246
2017-09-25,250
2017-09-26,258
2017-09-27,253
2017-09-28,247
2017-09-29,244
2017-09-30,237
2017-10-01,233
2017-10-02,228
2017-10-03,221
2017-10-04,210
2017-10-05,204
2017-10-06,200
2017-10-07,192
2017-10-08,189
2017-10-09,187
2017-10-10,186
2017-10-11,185
2017-10-12,185
2017-10-13,183
2017-10-14,187
2017-10-15,193
2017-10-16,197
2017-10-17,207
2017-10-18,218
2017-10-19,228
2017-10-20,237
2017-10-21,238
2017-10-22,245
2017-10-23,253
2017-10-24,260
2017-10-25,266
2017-10-26,274
2017-10-27,278
2017-10-28,274
2017-10-29,270
2017-10-30,267
2017-10-31,265
2017-11-01,266
2017-11-02,265
2017-11-03,269
2017-11-04,277
2017-11-05,271
2017-11-06,270
2017-11-07,268
2017-11-08,267
2017-11-09,269
2017-11-10,260
2017-11-11,249
2017-11-12,242
2017-11-13,229
2017-11-14,224
2017-11-15,221
2017-11-16,223
2017-11-17,218
2017-11-18,221
2017-11-19,222
2017-11-20,218
2017-11-21,213
2017-11-22,210
2017-11-23,211
2017-11-24,215
2017-11-25,214
2017-11-26,213
2017-11-27,216
2017-11-28,216
2017-11-29,214
2017-11-30,214
2017-12-01,215
2017-12-02,217
2017-12-03,218
2017-12-04,218
2017-12-05,215
2017-12-06,212
2017-12-07,208
2017-12-08,211
2017-12-09,208
2017-12-10,206
2017-12-11,201
2017-12-12,199
2017-12-13,197
2017-12-14,195
2017-12-15,192
2017-12-16,192
2017-12-17,192
2017-12-18,193
2017-12-19,196
2017-12-20,193
2017-12-21,190
2017-12-22,186
2017-12-23,183
2017-12-24,180
2017-12-25,177
2017-12-26,174
2017-12-27,170
2017-12-28,169
2017-12-29,167
2017-12-30,169
2017-12-31,166
2018-01-01,163
2018-01-02,162
2018-01-03,159
2018-01-04,159
2018-01-05,154
2018-01-06,154
2018-01-07,155
2018-01-08,158
2018-01-09,161
2018-01-10,157
2018-01-11,156
2018-01-12,157
2018-01-13,161
2018-01-14,162
2018-01-15,161
2018-01-16,156
2018-01-17,156
2018-01-18,154
2018-01-19,152
2018-01-20,152
2018-01-21,157
2018-01-22,160
2018-01-23,163
2018-01-24,163
2018-01-25,165
2018-01-26,171
2018-01-27,176
2018-01-28,181
2018-01-29,187
2018-01-30,196
2018-01-31,206
2018-02-01,216
2018-02-02,227
2018-02-03,238
2018-02-04,245
2018-02-05,248
2018-02-06,248
2018-02-07,245
2018-02-08,247
2018-02-09,248
2018-02-10,250
2018-02-11,253
2018-02-12,260
2018-02-13,262
2018-02-14,255
2018-02-15,259
2018-02-16,263
2018-02-17,271
2018-02-18,280
2018-02-19,288
2018-02-20,277
2018-02-21,274
2018-02-22,277
2018-02-23,276
2018-02-24,282
2018-02-25,284
2018-02-26,286
2018-02-27,274
2018-02-28,260
2018-03-01,249
2018-03-02,249
2018-03-03,247
2018-03-04,238
2018-03-05,232
2018-03-06,227
2018-03-07,229
2018-03-08,230
2018-03-09,231
2018-03-10,230
2018-03-11,227
2018-03-12,227
2018-03-13,224
2018-03-14,228
2018-03-15,233
2018-03-16,233
2018-03-17,235
2018-03-18,237
2018-03-20,238
2018-03-21,239
2018-03-23,236
2018-03-24,240
2018-03-25,246
2018-03-26,237
2018-03-27,239
2018-03-28,241
2018-03-29,249
2018-03-30,247
2018-03-31,253
2018-04-01,252
2018-04-02,250
2018-04-03,251
2018-04-04,258
2018-04-05,262
2018-04-06,265
2018-04-07,270
2018-04-08,269
2018-04-09,265
2018-04-10,263
2018-04-11,264
2018-04-12,262
2018-04-13,261
2018-04-14,263
2018-04-15,263
2018-04-16,266
2018-04-17,262
2018-04-18,255
2018-04-19,254
2018-04-20,251
2018-04-21,256
2018-04-22,259
2018-04-23,256
2018-04-24,260
2018-04-25,260
2018-04-26,264
2018-04-27,271
2018-04-28,283
2018-04-29,288
2018-04-30,297
2018-05-01,304
2018-05-02,303
2018-05-03,298
2018-05-04,304
2018-05-05,305
2018-05-06,317
2018-05-07,314
2018-05-08,330
2018-05-09,345
2018-05-10,363
2018-05-11,382
2018-05-12,402
2018-05-13,421
2018-05-14,441
2018-05-15,454
2018-05-16,470
2018-05-17,478
2018-05-18,472
2018-05-19,466
2018-05-20,467
2018-05-21,471
2018-05-22,467
2018-05-23,462
2018-05-24,458
2018-05-25,446
2018-05-26,431
2018-05-27,416
2018-05-28,405
2018-05-29,390
2018-05-30,381
2018-05-31,378
2018-06-01,373
2018-06-02,359
2018-06-03,341
2018-06-04,323
2018-06-05,306
2018-06-06,291
2018-06-07,276
2018-06-08,272
2018-06-09,276
2018-06-10,266
2018-06-11,267
2018-06-12,261
2018-06-13,265
2018-06-14,266
2018-06-15,253
2018-06-16,243
2018-06-17,247
2018-06-18,256
2018-06-19,268
2018-06-20,275
2018-06-21,283
2018-06-22,295
2018-06-23,304
2018-06-24,310
2018-06-25,316
2018-06-26,316
2018-06-27,322
2018-06-28,317
2018-06-29,317
2018-06-30,319
2018-07-01,322
2018-07-02,311
2018-07-03,305
2018-07-04,299
2018-07-05,289
2018-07-06,290
2018-07-07,289
2018-07-08,296
2018-07-09,298
2018-07-10,298
2018-07-11,299
2018-07-12,300
2018-07-13,296
2018-07-14,293
2018-07-15,302
2018-07-16,310
2018-07-17,314
2018-07-18,317
2018-07-19,327
2018-07-20,335
2018-07-21,346
2018-07-22,357
2018-07-23,365
2018-07-24,365
2018-07-25,358
2018-07-26,367
2018-07-27,376
2018-07-28,387
2018-07-29,395
2018-07-30,397
2018-07-31,402
2018-08-01,409
2018-08-02,405
2018-08-03,402
2018-08-04,405
2018-08-05,405
2018-08-06,402
2018-08-07,412
2018-08-08,408
2018-08-09,407
2018-08-10,409
2018-08-11,418
2018-08-12,409
2018-08-14,409
2018-08-16,395
2018-08-17,386
2018-08-18,366
2018-08-19,348
2018-08-20,330
2018-08-21,316
2018-08-22,300
2018-08-23,286
2018-08-24,285
2018-08-25,285
2018-08-26,293
2018-08-27,292
2018-08-28,290
2018-08-29,286
2018-08-30,276
2018-08-31,264
2018-09-01,252
2018-09-02,239
2018-09-03,227
2018-09-04,215
2018-09-05,204
2018-09-06,199
2018-09-07,197
2018-09-08,199
2018-09-09,201
2018-09-10,199
2018-09-11,201
2018-09-12,207
2018-09-13,208
2018-09-14,205
2018-09-15,198
2018-09-16,196
2018-09-17,194
2018-09-18,193
2018-09-19,195
2018-09-20,197
2018-09-21,198
2018-09-22,200
2018-09-23,207
2018-09-24,209
2018-09-25,212
2018-09-26,210
2018-09-27,209
2018-09-28,213
2018-09-29,214
2018-09-30,216
2018-10-01,214
2018-10-02,212
2018-10-03,216
2018-10-04,219
2018-10-05,214
2018-10-06,222
2018-10-07,234
2018-10-08,246
2018-10-09,259
2018-10-10,272
2018-10-11,284
2018-10-12,299
2018-10-13,295
2018-10-14,295
2018-10-15,302
2018-10-16,314
2018-10-17,328
2018-10-18,343
2018-10-19,344
2018-10-20,335
2018-10-21,318
2018-10-22,307
2018-10-23,311
2018-10-24,308
2018-10-25,309
2018-10-26,296
2018-10-27,282
2018-10-28,272
2018-10-29,268
2018-10-30,269
2018-10-31,261
2018-11-01,265
2018-11-03,264
2018-11-04,263
2018-11-05,253
2018-11-06,245
2018-11-07,247
2018-11-08,245
2018-11-09,243
2018-11-10,236
2018-11-11,234
2018-11-12,229
2018-11-13,223
2018-11-15,215
2018-11-16,211
2018-11-17,212
2018-11-18,210
2018-11-19,209
2018-11-20,205
2018-11-21,204
2018-11-22,208
2018-11-23,209
2018-11-24,207
2018-11-25,210
2018-11-26,210
2018-11-27,202
2018-11-28,195
2018-11-29,187
2018-12-01,181
2018-12-02,182
2018-12-03,180
2018-12-04,177
2018-12-05,173
2018-12-07,168
2018-12-09,164
2018-12-10,163
2018-12-11,158
2018-12-12,154
2018-12-13,152
2018-12-14,150
2018-12-15,148
2018-12-16,147
2018-12-17,140
2018-12-18,135
2018-12-19,130
2018-12-20,127
2018-12-21,123
2018-12-22,122
2018-12-23,122
2018-12-24,119
2018-12-25,120
2018-12-26,119
2018-12-27,122
2018-12-28,125
2018-12-29,128
2018-12-30,132
2018-12-31,133
2019-01-01,131
2019-01-02,134
2019-01-03,137
2019-01-04,133
2019-01-05,130
2019-01-06,128
2019-01-08,128
2019-01-10,125
2019-01-11,125
2019-01-12,124
2019-01-13,125
2019-01-14,124
2019-01-15,122
2019-01-16,121
2019-01-17,119
2019-01-18,117
2019-01-19,116
2019-01-20,114
2019-01-21,115
2019-01-22,117
2019-01-23,120
2019-01-24,125
2019-01-25,130
2019-01-26,135
2019-01-27,137
2019-01-28,141
2019-01-29,147
2019-01-30,144
2019-01-31,144
2019-02-01,144
2019-02-02,141
2019-02-03,146
2019-02-04,144
2019-02-05,147
2019-02-06,145
2019-02-07,149
2019-02-08,153
2019-02-09,147
2019-02-10,146
2019-02-11,150
2019-02-12,157
2019-02-13,162
2019-02-14,170
2019-02-15,172
2019-02-16,180
2019-02-17,184
2019-02-18,183
2019-02-19,180
2019-02-20,186
2019-02-21,191
2019-02-22,191
2019-02-23,194
2019-02-24,189
2019-02-25,191
2019-02-26,194
2019-02-27,197
2019-02-28,201
2019-03-01,192
2019-03-02,187
2019-03-03,184
2019-03-04,181
2019-03-05,182
2019-03-06,190
2019-03-07,197
2019-03-08,199
2019-03-09,204
2019-03-10,207
2019-03-11,205
2019-03-12,194
2019-03-13,188
2019-03-14,191
2019-03-15,191
2019-03-16,192
2019-03-17,192
2019-03-18,197
2019-03-19,200
2019-03-20,205
2019-03-21,207
2019-03-22,208
2019-03-23,209
2019-03-24,213
2019-03-25,214
2019-03-26,209
2019-03-27,210
2019-03-28,211
2019-03-29,208
2019-03-30,218
2019-03-31,222
2019-04-01,229
2019-04-02,239
2019-04-03,246
2019-04-04,253
2019-04-05,258
2019-04-06,262
2019-04-07,268
2019-04-08,272
2019-04-09,272
2019-04-10,273
2019-04-11,275
2019-04-12,281
2019-04-13,291
2019-04-14,301
2019-04-15,309
2019-04-16,316
2019-04-17,323
2019-04-18,328
2019-04-19,329
2019-04-20,327
2019-04-21,331
2019-04-22,323
2019-04-23,306
2019-04-24,295
2019-04-25,291
2019-04-26,292
2019-04-27,289
2019-04-28,293
2019-04-29,298
2019-04-30,308
2019-05-01,317
2019-05-02,322
2019-05-03,331
2019-05-04,341
2019-05-05,345
2019-05-06,350
2019-05-07,361
2019-05-08,369
2019-05-09,372
2019-05-10,380
2019-05-11,380
2019-05-12,382
2019-05-13,374
2019-05-14,357
2019-05-15,339
2019-05-16,323
2019-05-17,312
2019-05-18,308
2019-05-19,293
2019-05-20,285
2019-05-21,283
2019-05-22,281
2019-05-23,274
2019-05-24,269
2019-05-25,270
2019-05-26,270
2019-05-27,270
2019-05-28,269
2019-05-29,275
2019-05-30,282
2019-05-31,284
2019-06-01,290
2019-06-02,304
2019-06-03,299
2019-06-04,298
2019-06-05,302
2019-06-06,317
2019-06-07,328
2019-06-08,339
2019-06-09,334
2019-06-10,320
2019-06-11,322
2019-06-12,328
2019-06-13,322
2019-06-14,316
2019-06-15,309
2019-06-16,304
2019-06-17,291
2019-06-18,287
2019-06-19,275
2019-06-20,271
2019-06-21,269
2019-06-22,259
2019-06-23,252
2019-06-24,250
2019-06-25,250
2019-06-26,246
2019-06-27,248
2019-06-28,253
2019-06-29,256
2019-06-30,257
2019-07-01,254
2019-07-02,254
2019-07-03,256
2019-07-04,257
2019-07-05,262
2019-07-06,263
2019-07-07,265
2019-07-08,267
2019-07-09,275
2019-07-10,276
2019-07-11,279
2019-07-12,284
2019-07-13,286
2019-07-14,290
2019-07-15,302
2019-07-16,317
2019-07-17,327
2019-07-18,343
2019-07-19,357
2019-07-20,363
2019-07-21,365
2019-07-22,351
2019-07-23,337
2019-07-24,320
2019-07-25,304
2019-07-26,288
2019-07-27,275
2019-07-28,270
2019-07-29,256
2019-07-30,244
2019-07-31,236
2019-08-01,227
2019-08-02,224
2019-08-03,224
2019-08-04,228
2019-08-05,223
2019-08-06,222
2019-08-07,218
2019-08-08,222
2019-08-09,228
2019-08-10,237
2019-08-11,246
2019-08-12,249
2019-08-13,255
2019-08-14,261
2019-08-15,269
2019-08-16,282
2019-08-17,288
2019-08-18,297
2019-08-19,311
2019-08-20,322
2019-08-21,335
2019-08-22,330
2019-08-23,340
2019-08-24,349
2019-08-24,349
2019-08-25,357
2019-08-25,357
2019-08-26,349
