date_obj,Cleaning%20cloth price
2018-02-20,340
2018-02-21,335
2018-02-22,340
2018-02-23,336
2018-02-24,346
2018-02-25,356
2018-02-26,362
2018-02-27,366
2018-02-28,371
2018-03-01,373
2018-03-02,367
2018-03-03,361
2018-03-04,361
2018-03-05,363
2018-03-06,359
2018-03-07,363
2018-03-08,367
2018-03-09,365
2018-03-10,361
2018-03-11,358
2018-03-12,355
2018-03-13,358
2018-03-14,375
2018-03-15,394
2018-03-16,404
2018-03-17,407
2018-03-18,406
2018-03-20,415
2018-03-21,421
2018-03-23,448
2018-03-24,471
2018-03-25,493
2018-03-26,511
2018-03-27,495
2018-03-28,478
2018-03-29,463
2018-03-30,460
2018-03-31,437
2018-04-02,399
2018-04-03,389
2018-04-04,369
2018-04-05,353
2018-04-06,361
2018-04-07,372
2018-04-08,379
2018-04-09,387
2018-04-10,395
2018-04-11,400
2018-04-12,410
2018-04-13,423
2018-04-14,437
2018-04-15,420
2018-04-16,399
2018-04-17,402
2018-04-18,402
2018-04-19,412
2018-04-20,420
2018-04-21,429
2018-04-22,441
2018-04-23,439
2018-04-24,443
2018-04-25,456
2018-04-26,470
2018-04-27,483
2018-04-28,502
2018-04-29,497
2018-04-30,508
2018-05-01,523
2018-05-03,551
2018-05-04,560
2018-05-05,558
2018-05-07,551
2018-05-08,549
2018-05-09,547
2018-05-10,519
2018-05-11,493
2018-05-12,468
2018-05-13,444
2018-05-14,421
2018-05-15,400
2018-05-16,392
2018-05-17,391
2018-05-18,390
2018-05-19,388
2018-05-20,388
2018-05-21,391
2018-05-22,391
2018-05-23,388
2018-05-24,394
2018-05-25,392
2018-05-26,392
2018-05-27,383
2018-05-28,379
2018-05-29,393
2018-05-30,393
2018-05-31,388
2018-06-01,391
2018-06-02,390
2018-06-03,370
2018-06-04,367
2018-06-05,373
2018-06-06,382
2018-06-07,396
2018-06-08,400
2018-06-09,396
2018-06-10,403
2018-06-11,417
2018-06-12,433
2018-06-13,423
2018-06-14,401
2018-06-15,392
2018-06-16,392
2018-06-17,391
2018-06-18,390
2018-06-19,391
2018-06-20,391
2018-06-21,403
2018-06-22,418
2018-06-23,435
2018-06-24,439
2018-06-25,430
2018-06-26,434
2018-06-27,451
2018-06-28,459
2018-06-29,464
2018-06-30,463
2018-07-01,452
2018-07-02,446
2018-07-03,445
2018-07-04,450
2018-07-05,456
2018-07-06,460
2018-07-07,463
2018-07-08,452
2018-07-09,447
2018-07-10,454
2018-07-11,469
2018-07-12,478
2018-07-13,484
2018-07-14,505
2018-07-15,521
2018-07-16,501
2018-07-17,490
2018-07-18,478
2018-07-19,454
2018-07-20,456
2018-07-21,458
2018-07-22,450
2018-07-23,452
2018-07-24,451
2018-07-25,445
2018-07-26,454
2018-07-27,446
2018-07-28,443
2018-07-29,423
2018-07-30,401
2018-07-31,394
2018-08-01,393
2018-08-02,397
2018-08-03,401
2018-08-04,386
2018-08-05,366
2018-08-06,368
2018-08-07,375
2018-08-08,375
2018-08-09,376
2018-08-10,388
2018-08-11,396
2018-08-12,406
2018-08-14,439
2018-08-16,475
2018-08-17,479
2018-08-18,475
2018-08-19,478
2018-08-20,494
2018-08-21,508
2018-08-22,530
2018-08-23,549
2018-08-24,574
2018-08-25,581
2018-08-26,589
2018-08-27,612
2018-08-28,638
2018-08-29,644
2018-08-30,636
2018-08-31,638
2018-09-01,651
2018-09-02,638
2018-09-03,654
2018-09-04,622
2018-09-05,606
2018-09-06,606
2018-09-07,584
2018-09-08,569
2018-09-09,566
2018-09-10,553
2018-09-11,533
2018-09-12,529
2018-09-13,511
2018-09-14,493
2018-09-15,468
2018-09-16,444
2018-09-17,421
2018-09-18,399
2018-09-19,379
2018-09-20,360
2018-09-21,342
2018-09-22,324
2018-09-23,310
2018-09-24,323
2018-09-25,316
2018-09-26,320
2018-09-27,330
2018-09-28,336
2018-09-29,346
2018-09-30,353
2018-10-01,357
2018-10-02,366
2018-10-03,352
2018-10-04,353
2018-10-05,346
2018-10-06,348
2018-10-07,356
2018-10-08,364
2018-10-09,347
2018-10-10,329
2018-10-11,312
2018-10-12,296
2018-10-13,286
2018-10-14,291
2018-10-15,293
2018-10-16,307
2018-10-17,323
2018-10-18,334
2018-10-19,341
2018-10-20,355
2018-10-21,373
2018-10-22,379
2018-10-23,371
2018-10-24,369
2018-10-25,376
2018-10-26,376
2018-10-27,380
2018-10-28,389
2018-10-29,409
2018-10-30,420
2018-10-31,403
2018-11-01,382
2018-11-03,371
2018-11-04,367
2018-11-05,359
2018-11-06,359
2018-11-07,363
2018-11-08,363
2018-11-09,367
2018-11-10,367
2018-11-11,360
2018-11-12,348
2018-11-13,330
2018-11-14,315
2018-11-15,301
2018-11-16,307
2018-11-17,303
2018-11-18,311
2018-11-19,317
2018-11-20,312
2018-11-21,320
2018-11-22,313
2018-11-23,303
2018-11-24,306
2018-11-25,309
2018-11-26,318
2018-11-27,326
2018-11-28,326
2018-11-29,340
2018-12-01,367
2018-12-02,380
2018-12-03,392
2018-12-04,406
2018-12-05,422
2018-12-07,410
2018-12-09,369
2018-12-10,350
2018-12-11,338
2018-12-12,337
2018-12-13,328
2018-12-14,311
2018-12-15,295
2018-12-16,280
2018-12-17,266
2018-12-18,252
2018-12-19,239
2018-12-20,231
2018-12-21,224
2018-12-22,214
2018-12-23,203
2018-12-24,192
2018-12-25,182
2018-12-26,172
2018-12-27,163
2018-12-28,154
2018-12-29,147
2018-12-30,139
2018-12-31,132
2019-01-01,125
2019-01-02,119
2019-01-03,122
2019-01-04,125
2019-01-05,130
2019-01-06,137
2019-01-08,152
2019-01-10,168
2019-01-11,177
2019-01-12,182
2019-01-13,192
2019-01-14,202
2019-01-15,213
2019-01-16,224
2019-01-17,236
2019-01-18,235
2019-01-19,224
2019-01-20,221
2019-01-21,222
2019-01-22,230
2019-01-23,239
2019-01-24,245
2019-01-25,256
2019-01-26,265
2019-01-27,275
2019-01-28,285
2019-01-29,298
2019-01-30,309
2019-01-31,311
2019-02-01,320
2019-02-02,334
2019-02-03,327
2019-02-04,337
2019-02-05,335
2019-02-06,326
2019-02-07,319
2019-02-08,303
2019-02-09,287
2019-02-10,272
2019-02-11,264
2019-02-12,250
2019-02-13,237
2019-02-14,228
2019-02-15,217
2019-02-16,209
2019-02-17,207
2019-02-18,204
2019-02-19,206
2019-02-20,212
2019-02-21,216
2019-02-22,218
2019-02-23,212
2019-02-24,212
2019-02-25,205
2019-02-26,199
2019-02-27,196
2019-02-28,202
2019-03-01,200
2019-03-02,193
2019-03-03,183
2019-03-04,187
2019-03-05,195
2019-03-06,204
2019-03-07,215
2019-03-08,226
2019-03-09,238
2019-03-10,250
2019-03-11,252
2019-03-12,265
2019-03-13,278
2019-03-14,292
2019-03-15,296
2019-03-16,303
2019-03-17,315
2019-03-18,331
2019-03-19,343
2019-03-20,355
2019-03-21,363
2019-03-22,373
2019-03-23,374
2019-03-24,391
2019-03-25,410
2019-03-26,431
2019-03-27,443
2019-03-28,464
2019-03-29,488
2019-03-30,513
2019-03-31,537
2019-04-01,543
2019-04-02,515
2019-04-03,493
2019-04-04,476
2019-04-05,455
2019-04-06,440
2019-04-07,428
2019-04-08,420
2019-04-09,408
2019-04-10,399
2019-04-11,379
2019-04-12,373
2019-04-13,375
2019-04-14,364
2019-04-15,364
2019-04-16,349
2019-04-17,342
2019-04-18,338
2019-04-19,321
2019-04-20,304
2019-04-21,296
2019-04-22,285
2019-04-23,270
2019-04-24,273
2019-04-25,276
2019-04-26,262
2019-04-27,248
2019-04-28,235
2019-04-29,231
2019-04-30,228
2019-05-01,218
2019-05-02,211
2019-05-03,200
2019-05-04,202
2019-05-05,212
2019-05-06,223
2019-05-07,229
2019-05-08,230
2019-05-09,224
2019-05-10,212
2019-05-11,205
2019-05-12,208
2019-05-13,208
2019-05-14,213
2019-05-15,217
2019-05-16,223
2019-05-17,225
2019-05-18,219
2019-05-19,208
2019-05-20,197
2019-05-21,187
2019-05-22,177
2019-05-23,168
2019-05-24,159
2019-05-25,151
2019-05-26,143
2019-05-27,135
2019-05-28,128
2019-05-29,121
2019-05-30,114
2019-05-31,108
2019-06-01,102
2019-06-02,99
2019-06-03,99
2019-06-04,102
2019-06-05,98
2019-06-06,99
2019-06-07,100
2019-06-08,100
2019-06-09,101
2019-06-10,101
2019-06-11,104
2019-06-12,108
2019-06-13,114
2019-06-14,120
2019-06-15,126
2019-06-16,133
2019-06-17,140
2019-06-18,141
2019-06-19,139
2019-06-20,145
2019-06-21,153
2019-06-22,161
2019-06-23,170
2019-06-24,179
2019-06-25,188
2019-06-26,198
2019-06-27,208
2019-06-28,219
2019-06-29,230
2019-06-30,240
2019-07-01,248
2019-07-02,253
2019-07-03,261
2019-07-04,268
2019-07-05,281
2019-07-06,294
2019-07-07,309
2019-07-08,322
2019-07-09,334
2019-07-10,342
2019-07-11,355
2019-07-12,360
2019-07-13,378
2019-07-14,395
2019-07-15,413
2019-07-16,425
2019-07-17,445
2019-07-18,465
2019-07-19,489
2019-07-20,511
2019-07-21,535
2019-07-22,562
2019-07-23,588
2019-07-24,572
2019-07-25,555
2019-07-26,551
2019-07-27,554
2019-07-28,544
2019-07-29,532
2019-07-30,525
2019-07-31,527
2019-08-01,534
2019-08-02,516
2019-08-03,524
2019-08-04,535
2019-08-05,549
2019-08-06,552
2019-08-07,557
2019-08-08,581
2019-08-09,588
2019-08-10,596
2019-08-11,609
2019-08-12,622
2019-08-13,652
2019-08-14,684
2019-08-15,709
