date_obj,Iron%20crossbow price
2015-07-08,9225
2015-07-09,9225
2015-07-10,9225
2015-07-11,9225
2015-07-12,8789
2015-07-13,8789
2015-07-14,8789
2015-07-15,8789
2015-07-16,8789
2015-07-17,8789
2015-07-18,8789
2015-07-19,8789
2015-07-20,8386
2015-07-21,8386
2015-07-22,8386
2015-07-23,8386
2015-07-24,8386
2015-07-25,8386
2015-07-26,8386
2015-07-27,8386
2015-07-28,8386
2015-07-29,7976
2015-07-30,7976
2015-07-31,7976
2015-08-01,7976
2015-08-02,7976
2015-08-03,7976
2015-08-04,7976
2015-08-05,7976
2015-08-06,7585
2015-08-07,7585
2015-08-08,7585
2015-08-09,7585
2015-08-10,7585
2015-08-11,7585
2015-08-12,7585
2015-08-13,7585
2015-08-14,7220
2015-08-15,7220
2015-08-16,7220
2015-08-17,7220
2015-08-18,7220
2015-08-19,7220
2015-08-20,7220
2015-08-21,7220
2015-08-22,6890
2015-08-23,6890
2015-08-24,6890
2015-08-25,6890
2015-08-26,6890
2015-08-27,6890
2015-08-28,6890
2015-08-29,6890
2015-08-30,6890
2015-08-31,6560
2015-09-01,6560
2015-09-02,6560
2015-09-03,6560
2015-09-04,6560
2015-09-05,6560
2015-09-06,6560
2015-09-07,6560
2015-09-08,6560
2015-09-09,6560
2015-09-10,6237
2015-09-11,6237
2015-09-12,6237
2015-09-13,6237
2015-09-14,6237
2015-09-15,6237
2015-09-16,6237
2015-09-17,6237
2015-09-18,6237
2015-09-19,5933
2015-09-20,5933
2015-09-21,5933
2015-09-22,5933
2015-09-23,5933
2015-09-24,5933
2015-09-25,5933
2015-09-27,5933
2015-09-28,5933
2015-09-29,5933
2015-09-30,5674
2015-10-05,5674
2015-10-06,5674
2015-10-07,5674
2015-10-08,5674
2015-10-09,5674
2015-10-10,5674
2015-10-11,5394
2015-10-12,5394
2015-10-13,5394
2015-10-14,5394
2015-10-15,5394
2015-10-16,5394
2015-10-17,5394
2015-10-18,5394
2015-10-19,5394
2015-10-20,5394
2015-10-22,5129
2015-10-23,5129
2015-10-24,5129
2015-10-25,5129
2015-10-26,5129
2015-10-27,5129
2015-10-29,5129
2015-10-30,5129
2015-10-31,5129
2015-11-01,5129
2015-11-02,4918
2015-11-03,4918
2015-11-04,4918
2015-11-05,4918
2015-11-06,4918
2015-11-07,4918
2015-11-08,4918
2015-11-09,4918
2015-11-10,4918
2015-11-11,4918
2015-11-12,4678
2015-11-13,4678
2015-11-14,4678
2015-11-15,4678
2015-11-16,4678
2015-11-17,4678
2015-11-18,4678
2015-11-19,4678
2015-11-20,4678
2015-11-21,4678
2015-11-22,4460
2015-11-23,4460
2015-11-24,4460
2015-11-25,4460
2015-11-26,4460
2015-11-27,4460
2015-11-28,4460
2015-11-29,4460
2015-11-30,4460
2015-12-01,4460
2015-12-02,4460
2015-12-03,4240
2015-12-04,4240
2015-12-05,4240
2015-12-06,4240
2015-12-07,4240
2015-12-08,4240
2015-12-10,4240
2015-12-11,4240
2015-12-12,4030
2015-12-13,4030
2015-12-14,4030
2015-12-15,4030
2015-12-16,4030
2015-12-17,4030
2015-12-18,4030
2015-12-19,4030
2015-12-20,4030
2015-12-21,3842
2015-12-22,3842
2015-12-23,3842
2015-12-24,3842
2015-12-25,3842
2015-12-26,3842
2015-12-27,3842
2015-12-28,3842
2015-12-29,3842
2015-12-30,3652
2015-12-31,3652
2016-01-01,3652
2016-01-02,3652
2016-01-03,3652
2016-01-04,3652
2016-01-05,3652
2016-01-06,3652
2016-01-07,3474
2016-01-08,3474
2016-01-09,3474
2016-01-10,3474
2016-01-11,3474
2016-01-12,3474
2016-01-13,3474
2016-01-14,3474
2016-01-15,3302
2016-01-16,3302
2016-01-17,3302
2016-01-18,3302
2016-01-19,3302
2016-01-20,3302
2016-01-21,3302
2016-01-22,3145
2016-01-23,3145
2016-01-24,3145
2016-01-25,3145
2016-01-26,3145
2016-01-27,3145
2016-01-28,3145
2016-01-29,2995
2016-01-30,2995
2016-01-31,2995
2016-02-01,2995
2016-02-02,2995
2016-02-03,2995
2016-02-04,2995
2016-02-05,2995
2016-02-06,2865
2016-02-07,2865
2016-02-08,2865
2016-02-09,2865
2016-02-10,2865
2016-02-11,2865
2016-02-12,2865
2016-02-13,2728
2016-02-14,2728
2016-02-15,2728
2016-02-16,2728
2016-02-17,2728
2016-02-18,2728
2016-02-19,2728
2016-02-20,2728
2016-02-21,2600
2016-02-22,2600
2016-02-23,2600
2016-02-24,2600
2016-02-25,2600
2016-02-26,2600
2016-02-27,2600
2016-02-28,2476
2016-02-29,2476
2016-03-01,2476
2016-03-02,2476
2016-03-03,2476
2016-03-04,2476
2016-03-05,2476
2016-03-06,2358
2016-03-07,2358
2016-03-08,2358
2016-03-09,2358
2016-03-10,2358
2016-03-11,2358
2016-03-12,2358
2016-03-13,2358
2016-03-14,2250
2016-03-15,2250
2016-03-16,2250
2016-03-17,2250
2016-03-18,2250
2016-03-19,2250
2016-03-20,2250
2016-03-21,2250
2016-03-22,2154
2016-03-23,2154
2016-03-24,2154
2016-03-25,2154
2016-03-26,2154
2016-03-27,2154
2016-03-28,2057
2016-03-29,2057
2016-03-30,2057
2016-03-31,2057
2016-04-01,2057
2016-04-02,2057
2016-04-03,2057
2016-04-04,2057
2016-04-05,1965
2016-04-06,1965
2016-04-07,1965
2016-04-08,1965
2016-04-09,1965
2016-04-10,1965
2016-04-11,1965
2016-04-12,1965
2016-04-13,1869
2016-04-14,1869
2016-04-15,1869
2016-04-16,1869
2016-04-17,1869
2016-04-18,1869
2016-04-19,1869
2016-04-20,1776
2016-04-21,1776
2016-04-22,1776
2016-04-23,1776
2016-04-24,1776
2016-04-25,1776
2016-04-26,1776
2016-04-27,1776
2016-04-28,1776
2016-04-29,1688
2016-04-30,1688
2016-05-01,1688
2016-05-02,1688
2016-05-03,1688
2016-05-04,1688
2016-05-05,1688
2016-05-06,1688
2016-05-07,1608
2016-05-08,1608
2016-05-09,1608
2016-05-10,1608
2016-05-11,1608
2016-05-12,1608
2016-05-13,1608
2016-05-14,1608
2016-05-15,1538
2016-05-16,1538
2016-05-17,1538
2016-05-18,1538
2016-05-19,1538
2016-05-22,1538
2016-05-23,1471
2016-05-24,1471
2016-05-25,1471
2016-05-26,1471
2016-05-27,1471
2016-05-28,1471
2016-05-29,1471
2016-05-30,1471
2016-05-31,1400
2016-06-01,1400
2016-06-02,1400
2016-06-03,1400
2016-06-04,1400
2016-06-05,1400
2016-06-06,1400
2016-06-07,1400
2016-06-08,1332
2016-06-09,1332
2016-06-10,1332
2016-06-11,1332
2016-06-12,1332
2016-06-13,1332
2016-06-14,1266
2016-06-15,1266
2016-06-16,1266
2016-06-17,1266
2016-06-18,1266
2016-06-19,1266
2016-06-20,1266
2016-06-21,1266
2016-06-22,1209
2016-06-23,1209
2016-06-24,1209
2016-06-25,1209
2016-06-26,1209
2016-06-27,1209
2016-06-28,1209
2016-06-29,1209
2016-06-30,1152
2016-07-01,1152
2016-07-02,1152
2016-07-03,1152
2016-07-04,1152
2016-07-05,1152
2016-07-06,1152
2016-07-07,1099
2016-07-08,1099
2016-07-09,1099
2016-07-10,1099
2016-07-11,1099
2016-07-12,1099
2016-07-13,1047
2016-07-14,1047
2016-07-15,1047
2016-07-16,1047
2016-07-17,1047
2016-07-18,1047
2016-07-23,996
2016-07-24,996
2016-07-25,996
2016-07-26,996
2016-07-27,996
2016-07-28,996
2016-07-29,996
2016-07-30,996
2016-07-31,948
2016-08-01,948
2016-08-02,948
2016-08-03,948
2016-08-04,948
2016-08-05,948
2016-08-06,948
2016-08-07,948
2016-08-08,948
2016-08-09,901
2016-08-10,901
2016-08-11,901
2016-08-12,901
2016-08-13,901
2016-08-14,901
2016-08-15,901
2016-08-16,901
2016-08-17,901
2016-08-18,901
2016-08-19,901
2016-08-20,901
2016-08-21,901
2016-08-22,857
2016-08-23,857
2016-08-24,857
2016-08-25,857
2016-08-26,857
2016-08-28,857
2016-08-31,857
2016-09-01,857
2016-09-02,857
2016-09-03,857
2016-09-04,818
2016-09-05,818
2016-09-06,818
2016-09-07,818
2016-09-08,818
2016-09-09,818
2016-09-10,818
2016-09-11,818
2016-09-12,818
2016-09-13,818
2016-09-14,818
2016-09-15,818
2016-09-16,818
2016-09-17,780
2016-09-18,780
2016-09-19,780
2016-09-20,780
2016-09-21,780
2016-09-22,780
2016-09-23,780
2016-09-24,780
2016-09-25,780
2016-09-26,780
2016-09-27,780
2016-09-28,780
2016-09-29,741
2016-09-30,741
2016-10-01,741
2016-10-02,741
2016-10-03,741
2016-10-04,741
2016-10-05,741
2016-10-06,741
2016-10-07,741
2016-10-08,741
2016-10-09,741
2016-10-10,741
2016-10-11,706
2016-10-12,706
2016-10-13,706
2016-10-14,706
2016-10-15,706
2016-10-16,706
2016-10-17,706
2016-10-18,706
2016-10-19,706
2016-10-20,706
2016-10-21,706
2016-10-22,706
2016-10-23,673
2016-10-24,673
2016-10-25,673
2016-10-26,673
2016-10-27,673
2016-10-28,673
2016-10-29,673
2016-10-30,673
2016-10-31,673
2016-11-01,673
2016-11-02,673
2016-11-03,642
2016-11-04,642
2016-11-05,642
2016-11-06,642
2016-11-07,642
2016-11-08,642
2016-11-09,642
2016-11-10,642
2016-11-11,642
2016-11-12,642
2016-11-13,642
2016-11-14,642
2016-12-07,556
2016-12-08,556
2016-12-09,556
2016-12-10,556
2016-12-11,556
2016-12-12,556
2016-12-13,556
2016-12-14,556
2016-12-15,556
2016-12-16,556
2016-12-17,529
2016-12-18,529
2016-12-19,529
2016-12-20,529
2016-12-21,529
2016-12-22,529
2016-12-23,529
2016-12-24,529
2016-12-25,529
2016-12-26,529
2016-12-27,503
2016-12-28,503
2016-12-29,503
2016-12-30,503
2016-12-31,503
2017-01-01,503
2017-01-02,503
2017-01-03,503
2017-01-04,503
2017-01-05,480
2017-01-06,480
2017-01-07,480
2017-01-08,480
2017-01-09,480
2017-01-10,480
2017-01-11,480
2017-01-12,480
2017-01-13,457
2017-01-14,457
2017-01-15,457
2017-01-16,457
2017-01-17,457
2017-01-18,457
2017-01-19,457
2017-01-20,457
2017-01-21,435
2017-01-22,435
2017-01-23,435
2017-01-27,435
2017-01-28,435
2017-01-29,417
2017-01-30,417
2017-01-31,417
2017-02-01,417
2017-02-02,417
2017-02-03,417
2017-02-04,417
2017-02-05,417
2017-02-06,399
2017-02-07,399
2017-02-08,399
2017-02-09,399
2017-02-10,399
2017-02-11,399
2017-02-12,399
2017-02-13,381
2017-02-14,381
2017-02-15,381
2017-02-16,381
2017-02-18,381
2017-02-19,381
2017-02-20,381
2017-02-21,363
2017-02-22,363
2017-02-23,363
2017-02-24,363
2017-02-25,363
2017-02-26,363
2017-02-27,363
2017-02-28,363
2017-03-01,363
2017-03-02,345
2017-03-03,345
2017-03-04,345
2017-03-05,345
2017-03-06,345
2017-03-07,345
2017-03-08,345
2017-03-09,345
2017-03-10,328
2017-03-11,328
2017-03-12,328
2017-03-13,328
2017-03-14,328
2017-03-15,328
2017-03-16,328
2017-03-17,328
2017-03-18,312
2017-03-19,312
2017-03-20,312
2017-03-21,312
2017-03-22,312
2017-03-23,312
2017-03-24,312
2017-03-25,312
2017-03-26,312
2017-03-27,297
2017-03-28,297
2017-03-29,297
2017-03-30,297
2017-03-31,297
2017-04-01,297
2017-04-02,297
2017-04-03,297
2017-04-04,297
2017-04-12,283
2017-04-13,268
2017-04-14,268
2017-04-15,268
2017-04-16,268
2017-04-17,268
2017-04-18,268
2017-04-19,268
2017-04-20,268
2017-04-21,254
2017-04-22,254
2017-04-23,254
2017-04-24,254
2017-04-25,254
2017-04-26,254
2017-04-27,254
2017-04-28,254
2017-04-29,241
2017-04-30,241
2017-05-01,241
2017-05-02,241
2017-05-03,241
2017-05-04,241
2017-05-05,241
2017-05-06,241
2017-05-07,228
2017-05-08,228
2017-05-09,228
2017-05-10,228
2017-05-11,228
2017-05-12,228
2017-05-13,228
2017-05-14,217
2017-05-15,217
2017-05-16,217
2017-05-17,217
2017-05-18,217
2017-05-19,217
2017-05-20,217
2017-05-21,217
2017-05-22,217
2017-05-23,206
2017-05-24,206
2017-05-25,206
2017-05-26,206
2017-05-27,206
2017-05-28,206
2017-05-29,206
2017-05-30,206
2017-05-31,195
2017-06-01,195
2017-06-02,195
2017-06-03,195
2017-06-04,195
2017-06-06,195
2017-06-07,195
2017-06-08,195
2017-06-09,191
2017-06-10,191
2017-06-11,191
2017-06-12,191
2017-06-13,191
2017-06-14,191
2017-06-15,191
2017-06-16,191
2017-06-17,186
2017-06-18,186
2017-06-19,186
2017-06-20,186
2017-06-21,186
2017-06-22,186
2017-06-23,186
2017-06-24,186
2017-06-25,186
2017-06-26,186
2017-06-27,186
2017-06-28,179
2017-06-29,179
2017-06-30,179
2017-07-01,179
2017-07-02,179
2017-07-03,179
2017-07-04,179
2017-07-05,179
2017-07-06,179
2017-07-07,179
2017-07-08,179
2017-07-13,170
2017-07-14,170
2017-07-15,170
2017-07-16,170
2017-07-17,170
2017-07-18,170
2017-07-19,162
2017-07-20,162
2017-07-21,162
2017-07-22,162
2017-07-23,162
2017-07-24,162
2017-07-25,162
2017-07-26,162
2017-07-27,155
2017-07-28,155
2017-07-29,155
2017-07-30,155
2017-07-31,155
2017-08-01,155
2017-08-02,155
2017-08-03,155
2017-08-04,148
2017-08-05,148
2017-08-06,148
2017-08-09,148
2017-08-10,148
2017-08-11,141
2017-08-12,141
2017-08-13,141
2017-08-14,141
2017-08-15,141
2017-08-16,141
2017-08-17,141
2017-08-18,141
2017-08-19,135
2017-08-20,135
2017-08-21,135
2017-08-22,135
2017-08-23,135
2017-08-24,135
2017-08-25,135
2017-08-26,129
2017-08-27,129
2017-08-28,129
2017-08-29,129
2017-08-30,129
2017-08-31,129
2017-09-01,129
2017-09-02,129
2017-09-03,123
2017-09-04,123
2017-09-05,123
2017-09-06,123
2017-09-07,123
2017-09-08,123
2017-09-09,123
2017-09-10,116
2017-09-11,116
2017-09-12,116
2017-09-13,116
2017-09-14,116
2017-09-15,116
2017-09-16,116
2017-09-17,116
2017-09-19,110
2017-09-20,110
2017-09-21,110
2017-09-22,110
2017-09-23,110
2017-09-24,110
2017-09-25,110
2017-09-26,110
2017-09-27,104
2017-09-28,104
2017-09-29,104
2017-09-30,104
2017-10-01,104
2017-10-02,104
2017-10-03,104
2017-10-04,104
2017-10-05,104
2017-10-06,99
2017-10-07,99
2017-10-08,99
2017-10-09,99
2017-10-10,99
2017-10-11,99
2017-10-12,99
2017-10-13,99
2017-10-14,99
2017-10-15,99
2017-10-16,97
2017-10-17,97
2017-10-18,97
2017-10-19,97
2017-10-20,97
2017-10-21,97
2017-10-22,97
2017-10-23,97
2017-10-24,97
2017-10-25,97
2017-10-26,92
2017-10-27,92
2017-10-28,92
2017-10-29,92
2017-10-30,92
2017-10-31,92
2017-11-01,92
2017-11-02,92
2017-11-03,92
2017-11-04,88
2017-11-05,88
2017-11-06,88
2017-11-07,88
2017-11-08,88
2017-11-09,88
2017-11-10,88
2017-11-11,88
2017-11-12,88
2017-11-13,88
2017-11-14,84
2017-11-15,84
2017-11-16,84
2017-11-17,84
2017-11-18,84
2017-11-19,84
2017-11-20,84
2017-11-21,84
2017-11-22,84
2017-11-23,79
2017-11-24,79
2017-11-25,79
2017-11-26,79
2017-11-27,79
2017-11-28,79
2017-11-29,79
2017-11-30,79
2017-12-01,79
2017-12-02,79
2017-12-03,75
2017-12-04,75
2017-12-05,75
2017-12-06,75
2017-12-07,75
2017-12-08,75
2017-12-09,75
2017-12-10,75
2017-12-11,75
2017-12-12,73
2017-12-13,73
2017-12-14,73
2017-12-15,73
2017-12-16,73
2017-12-17,73
2017-12-18,73
2017-12-19,73
2017-12-20,73
2017-12-21,73
2017-12-22,70
2017-12-23,70
2017-12-24,70
2017-12-25,70
2017-12-26,70
2017-12-27,70
2017-12-28,70
2017-12-29,70
2017-12-30,70
2017-12-31,70
2018-01-01,69
2018-01-02,69
2018-01-03,69
2018-01-04,69
2018-01-05,69
2018-01-06,69
2018-01-07,69
2018-01-08,70
2018-01-09,70
2018-01-10,70
2018-01-11,70
2018-01-12,70
2018-01-13,70
2018-01-14,70
2018-01-15,70
2018-01-16,69
2018-01-17,69
2018-01-18,69
2018-01-19,69
2018-01-20,69
2018-01-21,69
2018-01-22,69
2018-01-23,69
2018-01-25,66
2018-01-26,66
2018-01-27,66
2018-01-28,63
2018-01-29,63
2018-01-30,63
2018-01-31,63
2018-02-01,63
2018-02-02,60
2018-02-03,60
2018-02-04,60
2018-02-05,60
2018-02-06,58
2018-02-07,58
2018-02-08,58
2018-02-09,58
2018-02-10,58
2018-02-11,55
2018-02-12,55
2018-02-13,55
2018-02-14,55
2018-02-15,53
2018-02-16,53
2018-02-17,53
2018-02-18,53
2018-02-19,50
2018-02-20,50
2018-02-21,50
2018-02-22,50
2018-02-23,50
2018-02-24,48
2018-02-25,48
2018-02-26,48
2018-02-27,48
2018-02-28,46
2018-03-01,46
2018-03-02,46
2018-03-03,46
2018-03-04,46
2018-03-05,45
2018-03-06,45
2018-03-07,45
2018-03-08,45
2018-03-09,45
2018-03-10,44
2018-03-11,44
2018-03-12,44
2018-03-13,44
2018-03-14,44
2018-03-15,44
2018-03-16,44
2018-03-17,44
2018-03-18,44
2018-03-19,44
2018-03-20,41
2018-03-21,41
2018-03-23,41
2018-03-24,41
2018-03-25,38
2018-03-26,38
2018-03-27,38
2018-03-28,38
2018-03-29,38
2018-03-30,36
2018-03-31,36
2018-04-01,36
2018-04-02,36
2018-04-03,38
2018-04-04,38
2018-04-05,38
2018-04-06,38
2018-04-07,38
2018-04-08,38
2018-04-09,40
2018-04-10,40
2018-04-11,40
2018-04-12,40
2018-04-13,40
2018-04-14,40
2018-04-15,41
2018-04-16,41
2018-04-17,41
2018-04-18,41
2018-04-19,41
2018-04-20,41
2018-04-21,40
2018-04-22,40
2018-04-23,40
2018-04-24,40
2018-04-25,40
2018-04-26,40
2018-04-27,40
2018-04-28,40
2018-04-29,40
2018-04-30,40
2018-05-01,40
2018-05-04,39
2018-05-05,39
2018-05-06,39
2018-05-07,39
2018-05-08,39
2018-05-09,38
2018-05-10,38
2018-05-11,38
2018-05-12,38
2018-05-13,38
2018-05-14,38
2018-05-15,38
2018-05-16,38
2018-05-17,38
2018-05-18,38
2018-05-19,38
2018-05-20,38
2018-05-21,38
2018-05-22,38
2018-05-23,38
2018-05-24,38
2018-05-25,39
2018-05-26,39
2018-05-27,39
2018-05-28,39
2018-05-29,37
2018-05-30,37
2018-05-31,37
2018-06-01,37
2018-06-02,36
2018-06-03,36
2018-06-04,36
2018-06-05,36
2018-06-06,36
2018-06-07,36
2018-06-08,36
2018-06-09,36
2018-06-10,36
2018-06-11,36
2018-06-12,37
2018-06-13,37
2018-06-14,37
2018-06-15,37
2018-06-16,37
2018-06-17,38
2018-06-18,38
2018-06-19,38
2018-06-20,38
2018-06-21,38
2018-06-22,37
2018-06-23,37
2018-06-24,37
2018-06-25,37
2018-06-26,37
2018-06-27,37
2018-06-28,37
2018-06-29,37
2018-06-30,37
2018-07-01,37
2018-07-02,37
2018-07-03,38
2018-07-04,38
2018-07-05,38
2018-07-06,38
2018-07-07,38
2018-07-08,38
2018-07-09,38
2018-07-10,38
2018-07-11,38
2018-07-12,38
2018-07-13,38
2018-07-14,38
2018-07-15,38
2018-07-16,38
2018-07-17,38
2018-07-18,39
2018-07-19,39
2018-07-20,39
2018-07-21,39
2018-07-22,39
2018-07-23,39
2018-07-24,39
2018-07-25,39
2018-07-26,38
2018-07-27,38
2018-07-28,38
2018-07-29,39
2018-07-30,39
2018-07-31,39
2018-08-01,39
2018-08-02,39
2018-08-03,39
2018-08-04,39
2018-08-05,39
2018-08-06,39
2018-08-07,39
2018-08-08,40
2018-08-09,40
2018-08-10,40
2018-08-11,39
2018-08-12,39
2018-08-14,37
2018-08-16,36
2018-08-17,36
2018-08-18,35
2018-08-19,35
2018-08-20,34
2018-08-21,34
2018-08-22,34
2018-08-23,32
2018-08-24,32
2018-08-25,31
2018-08-26,31
2018-08-27,31
2018-08-28,30
2018-08-29,30
2018-08-30,30
2018-08-31,28
2018-09-01,28
2018-09-02,26
2018-09-03,26
2018-09-04,25
2018-09-05,25
2018-09-06,25
2018-09-07,26
2018-09-08,26
2018-09-09,26
2018-09-10,27
2018-09-11,27
2018-09-12,27
2018-09-13,27
2018-09-14,27
2018-09-15,28
2018-09-16,28
2018-09-17,28
2018-09-18,29
2018-09-19,29
2018-09-20,29
2018-09-21,30
2018-09-22,30
2018-09-23,30
2018-09-24,30
2018-09-25,30
2018-09-26,29
2018-09-27,29
2018-09-28,29
2018-09-29,29
2018-09-30,29
2018-10-01,29
2018-10-02,29
2018-10-03,29
2018-10-04,29
2018-10-05,28
2018-10-06,28
2018-10-07,28
2018-10-08,27
2018-10-09,27
2018-10-10,27
2018-10-11,27
2018-10-12,27
2018-10-13,27
2018-10-14,27
2018-10-15,26
2018-10-16,26
2018-10-17,26
2018-10-18,26
2018-10-19,25
2018-10-20,25
2018-10-21,25
2018-10-22,25
2018-10-23,26
2018-10-24,26
2018-10-25,26
2018-10-26,26
2018-10-27,28
2018-10-28,28
2018-10-29,28
2018-10-30,30
2018-10-31,30
2018-11-01,32
2018-11-03,33
2018-11-04,33
2018-11-05,33
2018-11-06,33
2018-11-07,34
2018-11-08,34
2018-11-09,35
2018-11-10,34
2018-11-11,34
2018-11-12,34
2018-11-13,33
2018-11-14,33
2018-11-15,33
2018-11-16,34
2018-11-17,34
2018-11-18,34
2018-11-19,34
2018-11-20,34
2018-11-21,34
2018-11-22,34
2018-11-23,34
2018-11-24,35
2018-11-25,35
2018-11-26,35
2018-11-27,34
2018-11-28,34
2018-11-29,32
2018-12-01,30
2018-12-02,29
2018-12-03,29
2018-12-04,27
2018-12-05,26
2018-12-07,24
2018-12-09,24
2018-12-10,24
2018-12-11,24
2018-12-12,25
2018-12-13,25
2018-12-14,24
2018-12-15,24
2018-12-16,23
2018-12-17,23
2018-12-18,22
2018-12-19,22
2018-12-20,22
2018-12-21,22
2018-12-22,21
2018-12-23,21
2018-12-24,21
2018-12-25,21
2018-12-26,23
2018-12-27,23
2018-12-28,23
2018-12-29,23
2018-12-30,23
2018-12-31,23
2019-01-01,23
2019-01-02,22
2019-01-03,22
2019-01-04,23
2019-01-05,23
2019-01-06,25
2019-01-08,25
2019-01-10,27
2019-01-11,28
2019-01-12,28
2019-01-13,28
2019-01-14,28
2019-01-15,29
2019-01-16,29
2019-01-17,29
2019-01-18,29
2019-01-19,28
2019-01-20,28
2019-01-21,29
2019-01-22,29
2019-01-23,29
2019-01-24,29
2019-01-25,28
2019-01-26,28
2019-01-27,26
2019-01-28,26
2019-01-29,26
2019-01-30,26
2019-01-31,26
2019-02-01,26
2019-02-02,26
2019-02-03,26
2019-02-04,26
2019-02-05,26
2019-02-06,26
2019-02-07,26
2019-02-08,26
2019-02-09,26
2019-02-10,26
2019-02-11,26
2019-02-12,26
2019-02-13,25
2019-02-14,25
2019-02-15,25
2019-02-16,26
2019-02-17,26
2019-02-18,26
2019-02-19,26
2019-02-20,26
2019-02-21,27
2019-02-22,27
2019-02-23,27
2019-02-24,25
2019-02-25,25
2019-02-26,25
2019-02-27,25
2019-02-28,25
2019-03-01,25
2019-03-02,24
2019-03-03,24
2019-03-04,24
2019-03-05,24
2019-03-06,24
2019-03-07,24
2019-03-08,24
2019-03-09,24
2019-03-10,25
2019-03-11,25
2019-03-12,24
2019-03-13,24
2019-03-14,24
2019-03-15,23
2019-03-16,23
2019-03-17,23
2019-03-18,23
2019-03-19,23
2019-03-20,24
2019-03-21,24
2019-03-22,24
2019-03-23,22
2019-03-24,22
2019-03-25,22
2019-03-26,22
2019-03-27,22
2019-03-28,22
2019-03-29,22
2019-03-30,22
2019-03-31,22
2019-04-01,22
2019-04-02,23
2019-04-03,23
2019-04-04,23
2019-04-05,22
2019-04-06,22
2019-04-07,22
2019-04-08,22
2019-04-09,22
2019-04-10,22
2019-04-11,22
2019-04-12,22
2019-04-13,22
2019-04-14,22
2019-04-15,21
2019-04-16,21
2019-04-17,21
2019-04-18,21
2019-04-19,21
2019-04-20,21
2019-04-21,21
2019-04-22,21
2019-04-23,21
2019-04-24,21
2019-04-25,22
2019-04-26,22
2019-04-27,22
2019-04-28,22
2019-04-29,21
2019-04-30,21
2019-05-01,21
2019-05-02,23
2019-05-03,23
2019-05-04,23
2019-05-05,24
2019-05-06,24
2019-05-07,24
2019-05-08,25
2019-05-09,25
2019-05-10,25
2019-05-11,25
2019-05-12,25
2019-05-13,25
2019-05-14,25
2019-05-15,25
2019-05-16,25
2019-05-17,25
2019-05-18,24
2019-05-19,24
2019-05-20,24
2019-05-21,24
2019-05-22,22
2019-05-23,22
2019-05-24,22
2019-05-25,20
2019-05-26,20
2019-05-27,20
2019-05-28,20
2019-05-29,20
2019-05-30,20
2019-05-31,20
2019-06-01,20
2019-06-02,20
2019-06-03,21
2019-06-04,21
2019-06-05,21
2019-06-06,21
2019-06-07,21
2019-06-08,21
2019-06-09,21
2019-06-10,21
2019-06-11,21
2019-06-12,21
2019-06-13,20
2019-06-14,20
2019-06-15,20
2019-06-16,20
2019-06-17,20
2019-06-18,20
2019-06-19,20
2019-06-20,20
2019-06-21,20
2019-06-22,20
2019-06-23,20
2019-06-24,20
2019-06-25,21
2019-06-26,21
2019-06-27,21
2019-06-28,21
2019-06-29,22
2019-06-30,22
2019-07-01,22
2019-07-02,23
2019-07-03,23
2019-07-04,23
2019-07-05,23
2019-07-06,25
2019-07-07,25
2019-07-08,25
2019-07-09,25
2019-07-10,25
2019-07-11,25
