date_obj,Redwood%20bird%20house price
2018-11-25,695
2018-11-26,695
2018-11-27,695
2018-11-28,695
2018-11-29,695
2018-12-01,695
2018-12-02,695
2018-12-03,695
2018-12-04,695
2018-12-05,695
2018-12-07,695
2018-12-09,695
2018-12-10,695
2018-12-11,695
2018-12-12,725
2018-12-13,725
2018-12-14,725
2018-12-15,725
2018-12-16,725
2018-12-17,725
2018-12-18,725
2018-12-19,725
2018-12-20,725
2018-12-21,725
2018-12-22,725
2018-12-23,725
2018-12-24,725
2018-12-25,725
2018-12-26,725
2018-12-27,725
2018-12-28,725
2018-12-29,725
2018-12-30,725
2018-12-31,725
2019-01-01,725
2019-01-02,725
2019-01-03,725
2019-01-04,725
2019-01-05,725
2019-01-06,725
2019-01-08,725
2019-01-10,725
2019-01-11,725
2019-01-12,725
2019-01-13,725
2019-01-14,725
2019-01-15,725
2019-01-16,725
2019-01-17,725
2019-01-18,725
2019-01-19,725
2019-01-20,761
2019-01-21,761
2019-01-22,761
2019-01-23,761
2019-01-24,761
2019-01-25,761
2019-01-26,761
2019-01-27,761
2019-01-28,761
2019-01-29,761
2019-01-30,761
2019-01-31,761
2019-02-01,761
2019-02-02,761
2019-02-03,761
2019-02-04,761
2019-02-05,761
2019-02-06,761
2019-02-07,761
2019-02-08,761
2019-02-09,761
2019-02-10,761
2019-02-11,761
2019-02-12,761
2019-02-13,761
2019-02-14,761
2019-02-15,761
2019-02-16,761
2019-02-17,761
2019-02-18,761
2019-02-19,761
2019-02-20,761
2019-02-21,761
2019-02-22,761
2019-02-23,761
2019-02-24,761
2019-02-25,761
2019-02-26,761
2019-02-27,761
2019-02-28,761
2019-03-01,761
2019-03-02,761
2019-03-03,761
2019-03-04,761
2019-03-05,761
2019-03-06,761
2019-03-07,761
2019-03-08,761
2019-03-09,761
2019-03-10,761
2019-03-11,761
2019-03-12,761
2019-03-13,761
2019-03-14,761
2019-03-15,761
2019-03-16,761
2019-03-17,761
2019-03-18,761
2019-03-19,761
2019-03-20,761
2019-03-21,761
2019-03-22,761
2019-03-23,761
2019-03-24,761
2019-03-25,761
2019-03-26,761
2019-03-27,761
2019-03-28,761
2019-03-29,761
2019-03-30,761
2019-03-31,761
2019-04-01,761
2019-04-02,761
2019-04-03,761
2019-04-04,761
2019-04-05,761
2019-04-06,761
2019-04-07,761
2019-04-08,761
2019-04-09,761
2019-04-10,761
2019-04-11,761
2019-04-12,761
2019-04-13,761
2019-04-14,761
2019-04-15,761
2019-04-16,761
2019-04-17,761
2019-04-18,761
2019-04-19,761
2019-04-20,761
2019-04-21,761
2019-04-22,799
2019-04-23,799
2019-04-24,799
2019-04-25,799
2019-04-26,799
2019-04-27,799
2019-04-28,799
2019-04-29,799
2019-04-30,799
2019-05-01,799
2019-05-02,799
2019-05-03,799
2019-05-04,799
2019-05-05,799
2019-05-06,799
2019-05-07,799
2019-05-08,799
2019-05-09,799
2019-05-10,799
2019-05-11,799
2019-05-12,799
2019-05-13,799
2019-05-14,799
2019-05-15,799
2019-05-16,799
2019-05-17,799
2019-05-18,799
2019-05-19,799
2019-05-20,799
2019-05-21,799
2019-05-22,799
2019-05-23,799
2019-05-24,799
2019-05-25,799
2019-05-26,799
2019-05-27,799
2019-05-28,799
2019-05-29,799
2019-05-30,799
2019-05-31,799
2019-06-01,799
2019-06-02,799
2019-06-03,799
2019-06-04,799
2019-06-05,799
2019-06-06,799
2019-06-07,799
2019-06-08,799
2019-06-09,799
2019-06-10,799
2019-06-11,799
2019-06-12,799
2019-06-13,837
2019-06-14,837
2019-06-15,837
2019-06-16,837
2019-06-17,837
2019-06-18,837
2019-06-19,837
2019-06-20,837
2019-06-21,837
2019-06-22,837
2019-06-23,837
2019-06-24,837
2019-06-25,837
2019-06-26,837
2019-06-27,837
2019-06-28,837
2019-06-29,837
2019-06-30,837
2019-07-01,837
2019-07-02,837
2019-07-03,837
2019-07-04,837
2019-07-05,837
2019-07-06,837
2019-07-07,837
2019-07-08,837
2019-07-09,837
2019-07-10,837
2019-07-11,837
2019-07-12,837
2019-07-13,837
2019-07-14,837
2019-07-15,837
2019-07-16,837
2019-07-17,837
2019-07-18,837
2019-07-19,837
2019-07-20,837
2019-07-21,837
2019-07-22,837
2019-07-23,837
2019-07-24,837
2019-07-25,837
2019-07-26,837
2019-07-27,837
2019-07-28,837
2019-07-29,837
2019-07-30,837
2019-07-31,837
2019-08-01,837
2019-08-02,837
2019-08-03,837
2019-08-04,837
2019-08-05,837
2019-08-06,837
2019-08-07,875
2019-08-08,875
2019-08-09,875
2019-08-10,875
2019-08-11,875
2019-08-12,875
2019-08-13,875
2019-08-14,875
2019-08-15,875
2019-08-16,875
2019-08-17,875
2019-08-18,875
2019-08-19,875
2019-08-20,875
2019-08-21,875
2019-08-22,875
2019-08-23,875
2019-08-24,875
2019-08-24,875
2019-08-25,875
2019-08-25,875
2019-08-26,875
2019-08-26,875
2019-08-27,875
2019-08-27,875
2019-08-28,875
2019-08-29,875
2019-08-30,875
2019-08-31,875
2019-09-01,875
2019-09-02,875
2019-09-03,875
2019-09-04,875
2019-09-05,875
2019-09-06,875
2019-09-07,875
2019-09-08,875
2019-09-09,875
2019-09-10,875
2019-09-11,875
2019-09-12,875
2019-09-13,875
2019-09-14,875
2019-09-15,875
2019-09-16,875
2019-09-17,875
2019-09-18,875
2019-09-19,875
2019-09-20,875
2019-09-21,875
2019-09-22,875
2019-09-23,875
2019-09-24,918
2019-09-25,918
2019-09-26,918
2019-09-27,918
2019-09-28,918
2019-09-29,918
2019-09-30,918
2019-10-01,918
2019-10-02,918
2019-10-03,918
2019-10-04,918
2019-10-05,918
2019-10-06,918
2019-10-07,918
2019-10-08,918
2019-10-09,918
2019-10-10,918
2019-10-11,918
2019-10-12,918
2019-10-13,918
2019-10-14,918
2019-10-15,918
2019-10-16,918
2019-10-17,918
2019-10-18,918
2019-10-19,918
2019-10-20,918
2019-10-21,918
2019-10-22,918
2019-10-23,918
2019-10-24,918
2019-10-25,918
2019-10-26,918
2019-10-27,918
2019-10-28,918
2019-10-29,918
2019-10-30,918
2019-10-31,918
2019-11-01,918
2019-11-02,918
2019-11-03,918
2019-11-04,918
2019-11-05,918
2019-11-06,918
2019-11-07,918
2019-11-08,963
2019-11-09,963
2019-11-10,963
2019-11-11,963
2019-11-12,963
2019-11-13,963
2019-11-14,963
2019-11-15,963
2019-11-16,963
2019-11-17,963
2019-11-18,963
2019-11-19,963
2019-11-20,963
2019-11-21,963
2019-11-22,963
2019-11-23,963
2019-11-24,963
2019-11-25,963
2019-11-26,963
2019-11-27,963
2019-11-28,963
2019-11-29,963
2019-11-30,963
2019-12-01,963
2019-12-02,963
2019-12-03,963
2019-12-04,963
2019-12-05,963
2019-12-06,963
2019-12-07,963
2019-12-08,963
2019-12-09,963
2019-12-10,963
2019-12-11,963
2019-12-12,963
2019-12-13,963
2019-12-14,963
2019-12-15,963
2019-12-16,963
2019-12-17,963
2019-12-18,963
2019-12-19,963
2019-12-20,963
2019-12-21,963
2019-12-22,963
2019-12-23,963
2019-12-24,963
2019-12-25,963
2019-12-26,963
2019-12-27,963
2019-12-28,963
2019-12-29,1010
2019-12-30,1010
2019-12-31,1010
2020-01-01,1010
2020-01-02,1010
2020-01-03,1010
2020-01-04,1010
2020-01-05,1010
2020-01-06,1010
2020-01-07,1010
2020-01-08,1010
2020-01-09,1010
2020-01-10,1010
2020-01-11,1010
2020-01-12,1010
2020-01-13,1010
2020-01-14,1010
2020-01-15,1010
2020-01-16,1010
2020-01-17,1010
2020-01-18,1010
2020-01-19,1010
2020-01-20,1010
2020-01-21,1010
2020-01-22,1010
2020-01-23,1010
2020-01-24,1010
2020-01-25,1010
2020-01-26,1010
2020-01-27,1010
2020-01-28,1010
2020-01-29,1010
2020-01-30,1010
2020-01-31,1010
2020-02-01,1052
2020-02-02,1052
2020-02-03,1052
2020-02-04,1052
2020-02-05,1052
2020-02-06,1052
2020-02-07,1052
2020-02-08,1052
2020-02-09,1052
2020-02-10,1052
2020-02-11,1052
2020-02-12,1052
2020-02-13,1052
2020-02-14,1052
2020-02-15,1052
2020-02-16,1052
2020-02-17,1052
2020-02-18,1052
2020-02-19,1052
2020-02-20,1052
2020-02-21,1052
2020-02-22,1052
2020-02-23,1052
2020-02-24,1052
2020-02-25,1052
2020-02-26,1052
2020-02-27,1052
2020-02-28,1052
2020-02-29,1100
2020-03-01,1100
2020-03-02,1100
2020-03-03,1100
2020-03-04,1100
2020-03-05,1100
2020-03-06,1100
2020-03-07,1100
2020-03-08,1100
2020-03-09,1100
2020-03-10,1100
2020-03-11,1100
2020-03-12,1100
2020-03-13,1100
2020-03-14,1100
2020-03-15,1100
2020-03-16,1100
2020-03-17,1100
2020-03-18,1100
2020-03-19,1100
2020-03-20,1100
2020-03-21,1100
2020-03-22,1100
2020-03-23,1100
2020-03-24,1100
2020-03-25,1100
2020-03-26,1152
2020-03-27,1152
2020-03-28,1152
2020-03-29,1152
2020-03-30,1152
2020-03-31,1152
2020-04-01,1152
2020-04-02,1152
2020-04-03,1152
2020-04-04,1152
2020-04-05,1152
2020-04-06,1152
2020-04-07,1152
2020-04-08,1152
2020-04-09,1152
2020-04-10,1152
2020-04-11,1152
2020-04-12,1152
2020-04-13,1180
2020-04-14,1180
2020-04-15,1180
2020-04-16,1180
2020-04-17,1180
2020-04-18,1180
2020-04-19,1180
2020-04-20,1180
2020-04-21,1180
2020-04-22,1180
2020-04-23,1180
2020-04-24,1180
2020-04-25,1180
2020-04-26,1180
2020-04-27,1218
2020-04-28,1218
2020-04-29,1218
2020-04-30,1218
2020-05-01,1218
2020-05-02,1218
2020-05-03,1218
2020-05-04,1218
2020-05-05,1218
2020-05-06,1218
2020-05-07,1218
2020-05-08,1218
2020-05-09,1218
2020-05-10,1218
2020-05-11,1218
2020-05-12,1218
2020-05-13,1257
