date_obj,Soft%20clay price
2015-10-14,134
2015-10-15,132
2015-10-16,132
2015-10-17,131
2015-10-18,130
2015-10-19,129
2015-10-20,127
2015-10-22,132
2015-10-23,129
2015-10-24,130
2015-10-25,128
2015-10-26,127
2015-10-27,127
2015-10-29,121
2015-10-30,120
2015-10-31,121
2015-11-01,118
2015-11-02,122
2015-11-03,119
2015-11-04,115
2015-11-05,112
2015-11-06,114
2015-11-07,114
2015-11-08,112
2015-11-09,112
2015-11-10,112
2015-11-11,111
2015-11-12,113
2015-11-13,112
2015-11-14,112
2015-11-15,112
2015-11-16,110
2015-11-17,109
2015-11-18,108
2015-11-19,109
2015-11-20,108
2015-11-21,111
2015-11-22,114
2015-11-23,118
2015-11-24,121
2015-11-25,126
2015-11-26,132
2015-11-27,132
2015-11-28,134
2015-11-29,133
2015-11-30,132
2015-12-01,131
2015-12-02,131
2015-12-03,132
2015-12-04,134
2015-12-05,136
2015-12-06,141
2015-12-07,149
2015-12-08,153
2015-12-09,160
2015-12-10,168
2015-12-11,176
2015-12-12,183
2015-12-13,182
2015-12-14,179
2015-12-15,179
2015-12-16,187
2015-12-17,194
2015-12-18,203
2015-12-19,212
2015-12-20,223
2015-12-21,233
2015-12-22,242
2015-12-23,241
2015-12-24,248
2015-12-25,243
2015-12-26,240
2015-12-27,229
2015-12-28,225
2015-12-29,215
2015-12-30,217
2015-12-31,227
2016-01-01,237
2016-01-02,238
2016-01-03,240
2016-01-04,247
2016-01-05,257
2016-01-06,269
2016-01-07,283
2016-01-08,298
2016-01-09,313
2016-01-10,329
2016-01-11,335
2016-01-12,326
2016-01-13,341
2016-01-14,356
2016-01-15,372
2016-01-16,355
2016-01-17,343
2016-01-18,331
2016-01-19,314
2016-01-20,298
2016-01-21,283
2016-01-22,272
2016-01-23,267
2016-01-24,259
2016-01-25,253
2016-01-26,253
2016-01-27,249
2016-01-28,250
2016-01-29,257
2016-01-30,256
2016-01-31,250
2016-02-01,242
2016-02-02,246
2016-02-03,246
2016-02-04,244
2016-02-05,245
2016-02-06,245
2016-02-07,248
2016-02-08,238
2016-02-09,236
2016-02-10,241
2016-02-11,234
2016-02-12,228
2016-02-13,223
2016-02-14,222
2016-02-15,215
2016-02-16,208
2016-02-17,211
2016-02-18,207
2016-02-19,206
2016-02-20,209
2016-02-21,209
2016-02-22,203
2016-02-23,204
2016-02-24,204
2016-02-25,201
2016-02-26,199
2016-02-27,200
2016-02-28,205
2016-02-29,201
2016-03-01,197
2016-03-02,191
2016-03-03,184
2016-03-04,184
2016-03-05,185
2016-03-06,181
2016-03-07,174
2016-03-08,169
2016-03-09,163
2016-03-10,155
2016-03-11,154
2016-03-12,153
2016-03-13,150
2016-03-14,146
2016-03-15,143
2016-03-16,142
2016-03-17,140
2016-03-18,145
2016-03-19,150
2016-03-20,156
2016-03-21,160
2016-03-22,162
2016-03-23,165
2016-03-24,161
2016-03-25,159
2016-03-26,158
2016-03-27,160
2016-03-28,158
2016-03-29,155
2016-03-30,150
2016-03-31,145
2016-04-01,146
2016-04-02,146
2016-04-03,143
2016-04-04,143
2016-04-05,142
2016-04-06,142
2016-04-07,145
2016-04-08,149
2016-04-09,156
2016-04-10,156
2016-04-11,153
2016-04-12,155
2016-04-13,156
2016-04-14,160
2016-04-15,159
2016-04-16,166
2016-04-17,168
2016-04-18,170
2016-04-19,175
2016-04-20,181
2016-04-21,183
2016-04-22,193
2016-04-23,202
2016-04-24,211
2016-04-25,217
2016-04-26,221
2016-04-27,226
2016-04-28,223
2016-04-29,226
2016-04-30,226
2016-05-01,229
2016-05-02,237
2016-05-03,246
2016-05-04,256
2016-05-05,256
2016-05-06,248
2016-05-07,244
2016-05-08,238
2016-05-09,237
2016-05-10,229
2016-05-11,217
2016-05-12,209
2016-05-13,202
2016-05-14,196
2016-05-15,190
2016-05-16,181
2016-05-17,178
2016-05-18,174
2016-05-19,170
2016-05-22,182
2016-05-23,182
2016-05-24,186
2016-05-25,190
2016-05-26,196
2016-05-27,205
2016-05-28,216
2016-05-29,227
2016-05-30,238
2016-05-31,244
2016-06-01,256
2016-06-02,256
2016-06-03,260
2016-06-04,254
2016-06-05,243
2016-06-06,240
2016-06-07,237
2016-06-08,232
2016-06-09,226
2016-06-10,219
2016-06-11,211
2016-06-12,201
2016-06-13,190
2016-06-14,190
2016-06-15,189
2016-06-16,194
2016-06-17,203
2016-06-18,214
2016-06-19,217
2016-06-20,209
2016-06-21,210
2016-06-22,211
2016-06-23,216
2016-06-24,214
2016-06-25,219
2016-06-26,221
2016-06-27,223
2016-06-28,218
2016-06-29,216
2016-06-30,218
2016-07-01,214
2016-07-02,213
2016-07-03,214
2016-07-04,213
2016-07-05,213
2016-07-06,211
2016-07-07,207
2016-07-08,202
2016-07-09,200
2016-07-10,203
2016-07-11,198
2016-07-12,191
2016-07-13,192
2016-07-14,188
2016-07-15,188
2016-07-16,187
2016-07-17,184
2016-07-18,180
2016-07-24,175
2016-07-25,176
2016-07-26,170
2016-07-27,173
2016-07-28,172
2016-07-29,169
2016-07-30,167
2016-07-31,167
2016-08-01,172
2016-08-02,174
2016-08-03,172
2016-08-04,174
2016-08-05,174
2016-08-06,174
2016-08-07,174
2016-08-08,167
2016-08-09,162
2016-08-10,164
2016-08-11,163
2016-08-12,162
2016-08-13,164
2016-08-14,166
2016-08-15,171
2016-08-16,169
2016-08-17,171
2016-08-18,170
2016-08-19,168
2016-08-20,167
2016-08-21,164
2016-08-22,164
2016-08-23,162
2016-08-24,156
2016-08-25,150
2016-08-26,142
2016-08-28,138
2016-08-31,131
2016-09-01,133
2016-09-02,134
2016-09-03,129
2016-09-04,128
2016-09-05,132
2016-09-06,138
2016-09-07,142
2016-09-08,146
2016-09-09,147
2016-09-10,141
2016-09-11,133
2016-09-12,133
2016-09-13,137
2016-09-14,133
2016-09-15,128
2016-09-16,121
2016-09-17,114
2016-09-18,110
2016-09-19,106
2016-09-20,107
2016-09-21,103
2016-09-22,98
2016-09-23,95
2016-09-24,94
2016-09-25,95
2016-09-26,97
2016-09-27,98
2016-09-28,95
2016-09-29,99
2016-09-30,100
2016-10-01,98
2016-10-02,96
2016-10-03,98
2016-10-04,100
2016-10-05,99
2016-10-06,103
2016-10-07,105
2016-10-08,110
2016-10-09,113
2016-10-11,121
2016-10-12,126
2016-10-13,129
2016-10-14,133
2016-10-15,137
2016-10-16,141
2016-10-17,145
2016-10-18,147
2016-10-19,149
2016-10-20,145
2016-10-21,138
2016-10-22,135
2016-10-23,134
2016-10-24,131
2016-10-25,129
2016-10-26,128
2016-10-27,127
2016-10-28,128
2016-10-29,130
2016-10-30,130
2016-10-31,127
2016-11-01,125
2016-11-02,124
2016-11-03,125
2016-11-04,126
2016-11-05,129
2016-11-06,133
2016-11-07,130
2016-11-08,128
2016-11-09,127
2016-11-10,129
2016-11-11,127
2016-11-12,128
2016-11-13,129
2016-11-14,135
2016-12-08,176
2016-12-09,173
2016-12-10,169
2016-12-11,166
2016-12-12,172
2016-12-13,174
2016-12-14,176
2016-12-15,183
2016-12-16,185
2016-12-17,186
2016-12-18,183
2016-12-19,184
2016-12-20,188
2016-12-21,192
2016-12-22,190
2016-12-23,189
2016-12-24,192
2016-12-25,186
2016-12-26,178
2016-12-27,172
2016-12-28,171
2016-12-29,164
2016-12-30,158
2016-12-31,157
2017-01-01,150
2017-01-02,142
2017-01-03,134
2017-01-04,133
2017-01-05,140
2017-01-06,146
2017-01-07,154
2017-01-08,161
2017-01-09,166
2017-01-10,172
2017-01-11,168
2017-01-12,164
2017-01-13,165
2017-01-14,170
2017-01-15,163
2017-01-16,156
2017-01-17,151
2017-01-18,144
2017-01-19,143
2017-01-20,140
2017-01-21,143
2017-01-22,140
2017-01-27,150
2017-01-28,156
2017-01-29,149
2017-01-30,144
2017-01-31,141
2017-02-01,139
2017-02-02,140
2017-02-03,138
2017-02-04,140
2017-02-05,142
2017-02-06,149
2017-02-07,149
2017-02-08,148
2017-02-09,148
2017-02-10,155
2017-02-11,163
2017-02-12,172
2017-02-13,181
2017-02-14,191
2017-02-15,198
2017-02-16,202
2017-02-18,194
2017-02-19,197
2017-02-20,203
2017-02-21,199
2017-02-22,200
2017-02-23,200
2017-02-24,196
2017-02-25,202
2017-02-26,213
2017-02-27,223
2017-02-28,235
2017-03-01,244
2017-03-02,246
2017-03-03,237
2017-03-04,226
2017-03-05,214
2017-03-06,207
2017-03-07,217
2017-03-08,226
2017-03-09,230
2017-03-10,236
2017-03-11,233
2017-03-12,227
2017-03-13,219
2017-03-14,225
2017-03-15,227
2017-03-16,237
2017-03-17,244
2017-03-18,235
2017-03-19,223
2017-03-20,211
2017-03-21,201
2017-03-22,200
2017-03-23,205
2017-03-24,212
2017-03-25,217
2017-03-26,213
2017-03-27,212
2017-03-28,219
2017-03-29,227
2017-03-30,234
2017-03-31,239
2017-04-01,233
2017-04-02,221
2017-04-03,209
2017-04-04,200
2017-04-12,197
2017-04-13,199
2017-04-14,200
2017-04-15,195
2017-04-16,188
2017-04-17,184
2017-04-18,180
2017-04-19,177
2017-04-20,184
2017-04-21,190
2017-04-22,197
2017-04-23,188
2017-04-24,179
2017-04-25,170
2017-04-26,164
2017-04-27,164
2017-04-28,167
2017-04-29,164
2017-04-30,156
2017-05-01,153
2017-05-02,152
2017-05-03,157
2017-05-04,157
2017-05-05,161
2017-05-06,154
2017-05-07,151
2017-05-08,149
2017-05-09,152
2017-05-10,159
2017-05-11,164
2017-05-12,169
2017-05-13,178
2017-05-14,185
2017-05-15,178
2017-05-16,171
2017-05-17,162
2017-05-18,156
2017-05-19,155
2017-05-20,149
2017-05-21,141
2017-05-22,141
2017-05-23,148
2017-05-24,151
2017-05-25,153
2017-05-26,155
2017-05-27,148
2017-05-28,142
2017-05-29,141
2017-05-30,139
2017-05-31,140
2017-06-01,141
2017-06-02,142
2017-06-03,144
2017-06-06,131
2017-06-07,132
2017-06-08,131
2017-06-09,130
2017-06-10,127
2017-06-11,123
2017-06-12,119
2017-06-13,117
2017-06-14,121
2017-06-15,127
2017-06-16,129
2017-06-17,133
2017-06-18,133
2017-06-19,136
2017-06-20,137
2017-06-21,137
2017-06-22,137
2017-06-23,140
2017-06-24,135
2017-06-25,129
2017-06-26,124
2017-06-27,127
2017-06-28,132
2017-06-29,133
2017-06-30,134
2017-07-01,135
2017-07-02,130
2017-07-03,125
2017-07-04,124
2017-07-05,126
2017-07-06,124
2017-07-07,125
2017-07-08,120
2017-07-13,120
2017-07-14,122
2017-07-15,119
2017-07-16,116
2017-07-17,116
2017-07-18,115
2017-07-19,115
2017-07-20,118
2017-07-21,123
2017-07-22,127
2017-07-23,122
2017-07-24,116
2017-07-25,113
2017-07-26,117
2017-07-27,120
2017-07-28,124
2017-07-29,130
2017-07-30,133
2017-07-31,134
2017-08-01,133
2017-08-02,135
2017-08-03,140
2017-08-04,143
2017-08-05,140
2017-08-06,140
2017-08-09,135
2017-08-10,137
2017-08-11,139
2017-08-12,138
2017-08-13,142
2017-08-14,140
2017-08-15,142
2017-08-17,143
2017-08-18,137
2017-08-19,137
2017-08-20,136
2017-08-21,137
2017-08-22,135
2017-08-23,131
2017-08-24,130
2017-08-25,130
2017-08-26,132
2017-08-27,130
2017-08-28,130
2017-08-29,133
2017-08-30,130
2017-08-31,127
2017-09-01,129
2017-09-02,125
2017-09-03,119
2017-09-04,116
2017-09-05,111
2017-09-06,111
2017-09-07,115
2017-09-08,118
2017-09-09,113
2017-09-10,110
2017-09-11,108
2017-09-12,106
2017-09-13,109
2017-09-14,114
2017-09-15,120
2017-09-16,125
2017-09-17,130
2017-09-19,129
2017-09-20,124
2017-09-21,123
2017-09-22,122
2017-09-23,122
2017-09-24,118
2017-09-25,114
2017-09-26,110
2017-09-27,112
2017-09-28,110
2017-09-29,107
2017-09-30,106
2017-10-01,106
2017-10-02,106
2017-10-03,105
2017-10-04,104
2017-10-05,103
2017-10-06,100
2017-10-07,101
2017-10-08,100
2017-10-09,101
2017-10-10,103
2017-10-11,108
2017-10-12,108
2017-10-13,108
2017-10-14,106
2017-10-15,105
2017-10-16,101
2017-10-17,97
2017-10-18,94
2017-10-19,92
2017-10-20,96
2017-10-21,100
2017-10-22,101
2017-10-23,98
2017-10-24,96
2017-10-25,95
2017-10-26,95
2017-10-27,93
2017-10-28,97
2017-10-29,100
2017-10-30,100
2017-10-31,99
2017-11-01,98
2017-11-02,98
2017-11-03,96
2017-11-04,98
2017-11-05,98
2017-11-06,97
2017-11-07,96
2017-11-08,94
2017-11-09,96
2017-11-10,98
2017-11-11,98
2017-11-12,98
2017-11-13,98
2017-11-14,98
2017-11-15,98
2017-11-16,99
2017-11-17,98
2017-11-18,98
2017-11-19,98
2017-11-20,98
2017-11-21,99
2017-11-22,102
2017-11-23,102
2017-11-24,101
2017-11-25,100
2017-11-26,98
2017-11-27,99
2017-11-28,98
2017-11-29,97
2017-11-30,98
2017-12-01,99
2017-12-02,100
2017-12-03,100
2017-12-04,100
2017-12-05,103
2017-12-06,103
2017-12-07,103
2017-12-08,101
2017-12-09,100
2017-12-10,103
2017-12-11,103
2017-12-12,102
2017-12-13,102
2017-12-14,101
2017-12-15,102
2017-12-16,102
2017-12-17,100
2017-12-18,100
2017-12-19,98
2017-12-20,99
2017-12-21,98
2017-12-22,97
2017-12-23,97
2017-12-24,95
2017-12-25,93
2017-12-26,90
2017-12-27,90
2017-12-28,90
2017-12-29,93
2017-12-30,94
2017-12-31,96
2018-01-01,97
2018-01-02,96
2018-01-03,93
2018-01-04,94
2018-01-05,92
2018-01-06,91
2018-01-07,93
2018-01-08,93
2018-01-09,94
2018-01-10,95
2018-01-11,97
2018-01-12,99
2018-01-13,98
2018-01-14,101
2018-01-15,103
2018-01-16,107
2018-01-17,108
2018-01-18,110
2018-01-19,109
2018-01-20,108
2018-01-21,106
2018-01-22,103
2018-01-23,102
2018-01-24,100
2018-01-25,100
2018-01-26,99
2018-01-27,102
2018-01-28,106
2018-01-29,112
2018-01-30,117
2018-02-01,127
2018-02-02,129
2018-02-04,135
2018-02-05,141
2018-02-06,143
2018-02-07,139
2018-02-08,139
2018-02-09,136
2018-02-10,131
2018-02-11,125
2018-02-12,125
2018-02-13,125
2018-02-14,124
2018-02-15,126
2018-02-16,127
2018-02-17,127
2018-02-18,125
2018-02-19,122
2018-02-20,121
2018-02-21,126
2018-02-22,131
2018-02-23,130
2018-02-24,132
2018-02-25,136
2018-02-26,143
2018-02-27,150
2018-02-28,157
2018-03-01,159
2018-03-02,158
2018-03-03,156
2018-03-04,155
2018-03-05,156
2018-03-06,153
2018-03-07,149
2018-03-08,148
2018-03-09,147
2018-03-10,149
2018-03-11,150
2018-03-12,151
2018-03-13,157
2018-03-14,165
2018-03-15,171
2018-03-16,180
2018-03-17,186
2018-03-18,180
2018-03-19,186
2018-03-20,183
2018-03-21,180
2018-03-23,182
2018-03-24,189
2018-03-26,185
2018-03-27,176
2018-03-28,170
2018-03-29,162
2018-03-30,157
2018-03-31,157
2018-04-01,156
2018-04-02,154
2018-04-03,158
2018-04-04,160
2018-04-05,166
2018-04-06,171
2018-04-08,164
2018-04-09,161
2018-04-10,161
2018-04-11,158
2018-04-12,155
2018-04-13,154
2018-04-14,156
2018-04-16,153
2018-04-17,152
2018-04-18,155
2018-04-19,157
2018-04-20,152
2018-04-21,148
2018-04-22,146
2018-04-23,151
2018-04-24,150
2018-04-25,155
2018-04-26,156
2018-04-27,150
2018-04-28,143
2018-04-29,140
2018-04-30,136
2018-05-01,137
2018-05-02,135
2018-05-03,137
2018-05-04,136
2018-05-05,140
2018-05-06,141
2018-05-07,140
2018-05-08,142
2018-05-09,148
2018-05-10,151
2018-05-11,155
2018-05-12,155
2018-05-13,151
2018-05-14,153
2018-05-15,160
2018-05-16,163
2018-05-17,166
2018-05-18,173
2018-05-19,177
2018-05-20,174
2018-05-21,183
2018-05-22,191
2018-05-23,201
2018-05-24,212
2018-05-25,223
2018-05-26,233
2018-05-27,229
2018-05-28,234
2018-05-29,241
2018-05-30,250
2018-05-31,263
2018-06-01,277
2018-06-02,290
2018-06-03,305
2018-06-04,311
2018-06-05,322
2018-06-06,320
2018-06-07,313
2018-06-08,313
2018-06-09,307
2018-06-10,298
2018-06-11,286
2018-06-12,274
2018-06-13,262
2018-06-14,254
2018-06-15,243
2018-06-16,230
2018-06-17,221
2018-06-18,211
2018-06-19,202
2018-06-20,207
2018-06-21,216
2018-06-22,225
2018-06-23,221
2018-06-24,228
2018-06-25,230
2018-06-26,231
2018-06-27,232
2018-06-28,239
2018-06-29,237
2018-06-30,227
2018-07-01,215
2018-07-02,204
2018-07-03,193
2018-07-04,185
2018-07-05,181
2018-07-06,180
2018-07-07,173
2018-07-08,170
2018-07-09,165
2018-07-10,161
2018-07-11,156
2018-07-12,151
2018-07-13,150
2018-07-14,147
2018-07-15,150
2018-07-16,146
2018-07-17,150
2018-07-18,158
2018-07-19,165
2018-07-20,173
2018-07-21,177
2018-07-22,185
2018-07-23,193
2018-07-24,198
2018-07-25,200
2018-07-26,206
2018-07-27,198
2018-07-28,190
2018-07-29,182
2018-07-30,176
2018-07-31,174
2018-08-01,181
2018-08-02,187
2018-08-03,189
2018-08-04,196
2018-08-05,203
2018-08-06,204
2018-08-07,198
2018-08-08,200
2018-08-09,197
2018-08-10,204
2018-08-11,203
2018-08-12,201
2018-08-14,198
2018-08-16,208
2018-08-17,209
2018-08-18,208
2018-08-19,209
2018-08-20,216
2018-08-21,218
2018-08-22,225
2018-08-23,222
2018-08-24,220
2018-08-25,223
2018-08-26,230
2018-08-27,240
2018-08-28,243
2018-08-29,246
2018-08-30,257
2018-08-31,259
2018-09-01,249
2018-09-02,241
2018-09-03,242
2018-09-04,246
2018-09-05,244
2018-09-06,242
2018-09-07,253
2018-09-08,262
2018-09-09,250
2018-09-10,256
2018-09-11,254
2018-09-12,247
2018-09-13,242
2018-09-14,235
2018-09-15,224
2018-09-16,212
2018-09-17,209
2018-09-18,217
2018-09-19,213
2018-09-20,214
2018-09-21,216
2018-09-22,219
2018-09-23,215
2018-09-24,212
2018-09-25,212
2018-09-26,212
2018-09-27,207
2018-09-28,205
2018-09-29,206
2018-09-30,210
2018-10-02,220
2018-10-03,222
2018-10-04,216
2018-10-05,214
2018-10-06,212
2018-10-07,207
2018-10-08,212
2018-10-09,214
2018-10-10,214
2018-10-11,214
2018-10-12,213
2018-10-13,212
2018-10-14,209
2018-10-15,207
2018-10-16,209
2018-10-17,207
2018-10-18,200
2018-10-19,191
2018-10-20,185
2018-10-21,182
2018-10-22,178
2018-10-23,176
2018-10-24,181
2018-10-25,179
2018-10-26,178
2018-10-27,177
2018-10-28,179
2018-10-29,178
2018-10-30,177
2018-10-31,177
2018-11-01,177
2018-11-03,172
2018-11-04,166
2018-11-05,162
2018-11-06,158
2018-11-07,153
2018-11-08,149
2018-11-09,150
2018-11-10,146
2018-11-11,140
2018-11-12,137
2018-11-13,135
2018-11-14,130
2018-11-15,131
2018-11-16,131
2018-11-17,129
2018-11-18,128
2018-11-19,126
2018-11-20,125
2018-11-21,122
2018-11-22,124
2018-11-23,128
2018-11-24,128
2018-11-25,125
2018-11-26,123
2018-11-27,123
2018-11-28,121
2018-11-29,123
2018-12-01,125
2018-12-02,125
2018-12-03,126
2018-12-04,130
2018-12-05,137
2018-12-07,142
2018-12-09,137
2018-12-10,132
2018-12-11,126
2018-12-12,121
2018-12-13,123
2018-12-14,126
2018-12-15,125
2018-12-16,123
2018-12-17,124
2018-12-18,124
2018-12-19,123
2018-12-20,122
2018-12-21,125
2018-12-22,124
2018-12-23,121
2018-12-24,114
2018-12-25,108
2018-12-26,107
2018-12-27,106
2018-12-28,106
2018-12-29,106
2018-12-30,105
2018-12-31,105
2019-01-01,105
2019-01-02,104
2019-01-03,101
2019-01-04,99
2019-01-05,98
2019-01-06,97
2019-01-08,100
2019-01-10,102
2019-01-11,102
2019-01-12,101
2019-01-13,100
2019-01-14,99
2019-01-15,99
2019-01-16,101
2019-01-17,103
2019-01-18,104
2019-01-19,106
2019-01-20,104
2019-01-21,103
2019-01-22,104
2019-01-23,105
2019-01-24,105
2019-01-25,105
2019-01-26,103
2019-01-27,101
2019-01-28,98
2019-01-29,96
2019-01-30,94
2019-01-31,93
2019-02-01,93
2019-02-02,94
2019-02-03,96
2019-02-04,96
2019-02-05,96
2019-02-06,95
2019-02-07,93
2019-02-08,90
2019-02-09,87
2019-02-10,82
2019-02-11,79
2019-02-12,75
2019-02-13,73
2019-02-14,70
2019-02-15,71
2019-02-16,74
2019-02-17,73
2019-02-18,72
2019-02-19,71
2019-02-20,71
2019-02-21,70
2019-02-22,68
2019-02-23,66
2019-02-24,64
2019-02-25,61
2019-02-26,62
2019-02-27,63
2019-02-28,64
2019-03-01,65
2019-03-02,69
2019-03-03,73
2019-03-04,77
2019-03-05,81
2019-03-06,85
2019-03-07,85
2019-03-08,83
2019-03-09,85
2019-03-10,84
2019-03-11,83
2019-03-12,83
2019-03-13,81
2019-03-14,81
2019-03-15,79
2019-03-16,78
2019-03-17,78
2019-03-18,76
2019-03-19,77
2019-03-20,76
2019-03-21,75
2019-03-22,74
2019-03-23,74
2019-03-24,72
2019-03-25,70
2019-03-26,70
2019-03-27,69
2019-03-28,71
2019-03-29,74
2019-03-30,75
2019-03-31,74
2019-04-01,72
2019-04-02,72
2019-04-03,71
2019-04-04,71
2019-04-05,72
2019-04-06,70
2019-04-07,69
2019-04-08,70
2019-04-09,70
2019-04-10,71
2019-04-11,72
2019-04-12,69
2019-04-13,67
2019-04-14,64
2019-04-15,65
2019-04-16,65
2019-04-17,64
2019-04-18,64
2019-04-19,64
2019-04-20,62
2019-04-21,59
2019-04-22,57
2019-04-23,57
2019-04-24,56
2019-04-25,54
2019-04-26,52
2019-04-27,53
2019-04-28,55
2019-04-29,56
2019-04-30,57
2019-05-01,57
2019-05-02,59
2019-05-03,58
2019-05-04,57
2019-05-05,57
2019-05-06,58
2019-05-07,58
2019-05-08,57
2019-05-09,57
2019-05-10,57
2019-05-11,58
2019-05-12,58
2019-05-13,59
2019-05-14,60
2019-05-15,59
2019-05-16,59
2019-05-17,60
2019-05-18,61
2019-05-19,62
2019-05-20,63
2019-05-21,62
2019-05-22,62
2019-05-23,61
2019-05-24,59
2019-05-25,58
2019-05-26,56
2019-05-27,54
2019-05-28,53
2019-05-29,54
2019-05-30,53
2019-05-31,53
2019-06-01,53
2019-06-02,53
2019-06-03,54
2019-06-04,56
2019-06-05,58
2019-06-06,58
2019-06-07,58
2019-06-08,61
2019-06-09,63
2019-06-10,61
2019-06-11,63
2019-06-12,65
2019-06-13,62
2019-06-14,61
2019-06-15,62
2019-06-16,63
2019-06-17,62
2019-06-18,64
2019-06-19,68
2019-06-20,72
2019-06-21,70
2019-06-22,69
2019-06-23,68
2019-06-24,67
2019-06-25,65
2019-06-26,62
2019-06-27,62
2019-06-28,61
2019-06-29,63
2019-06-30,65
2019-07-01,64
2019-07-02,64
2019-07-03,63
2019-07-04,62
2019-07-05,62
2019-07-06,61
2019-07-07,61
2019-07-08,61
2019-07-09,62
2019-07-10,63
2019-07-11,63
2019-07-12,62
2019-07-13,60
2019-07-14,59
2019-07-15,60
2019-07-16,62
2019-07-17,62
2019-07-18,63
2019-07-19,64
2019-07-20,64
2019-07-21,63
2019-07-22,65
2019-07-23,67
2019-07-24,67
2019-07-25,69
2019-07-26,71
2019-07-27,74
2019-07-28,77
2019-07-29,80
2019-07-30,82
2019-07-31,85
2019-08-01,88
2019-08-02,87
2019-08-03,88
2019-08-04,86
2019-08-05,83
2019-08-06,80
2019-08-07,78
2019-08-08,76
2019-08-09,73
2019-08-10,72
2019-08-11,74
2019-08-12,74
2019-08-13,76
2019-08-14,79
2019-08-15,82
2019-08-16,86
2019-08-17,89
2019-08-18,93
2019-08-19,98
2019-08-20,98
2019-08-21,96
2019-08-22,92
2019-08-23,94
2019-08-24,99
2019-08-24,99
2019-08-25,102
2019-08-25,102
2019-08-26,100
2019-08-26,100
2019-08-27,96
2019-08-27,96
2019-08-28,92
2019-08-29,88
2019-08-30,86
2019-08-31,82
2019-09-01,79
2019-09-02,78
2019-09-03,79
2019-09-04,82
2019-09-05,84
2019-09-06,83
