date_obj,Mithril%20dart%20tip price
2015-12-18,113
2015-12-19,111
2015-12-20,110
2015-12-21,110
2015-12-22,111
2015-12-23,112
2015-12-24,112
2015-12-25,112
2015-12-26,112
2015-12-27,110
2015-12-28,110
2015-12-29,108
2015-12-30,107
2015-12-31,107
2016-01-01,106
2016-01-02,106
2016-01-03,105
2016-01-04,104
2016-01-05,104
2016-01-06,106
2016-01-07,106
2016-01-08,109
2016-01-09,109
2016-01-10,107
2016-01-11,107
2016-01-12,109
2016-01-13,109
2016-01-14,108
2016-01-15,111
2016-01-16,111
2016-01-17,110
2016-01-18,107
2016-01-19,107
2016-01-20,107
2016-01-21,107
2016-01-22,108
2016-01-23,105
2016-01-24,105
2016-01-25,105
2016-01-26,105
2016-01-27,103
2016-01-28,103
2016-01-29,106
2016-01-30,106
2016-01-31,107
2016-02-01,108
2016-02-02,108
2016-02-03,110
2016-02-04,110
2016-02-05,111
2016-02-06,114
2016-02-07,114
2016-02-08,115
2016-02-09,115
2016-02-10,117
2016-02-11,117
2016-02-12,117
2016-02-13,118
2016-02-14,118
2016-02-15,121
2016-02-16,123
2016-02-17,123
2016-02-18,123
2016-02-19,122
2016-02-20,118
2016-02-21,114
2016-02-22,114
2016-02-23,113
2016-02-24,117
2016-02-25,122
2016-02-26,122
2016-02-27,127
2016-02-28,123
2016-02-29,125
2016-03-01,129
2016-03-02,132
2016-03-03,134
2016-03-04,135
2016-03-05,134
2016-03-06,135
2016-03-07,135
2016-03-08,138
2016-03-09,138
2016-03-10,136
2016-03-11,135
2016-03-12,131
2016-03-13,130
2016-03-14,131
2016-03-15,134
2016-03-16,136
2016-03-17,141
2016-03-18,139
2016-03-19,140
2016-03-20,136
2016-03-21,131
2016-03-22,133
2016-03-23,135
2016-03-24,137
2016-03-25,135
2016-03-26,134
2016-03-27,134
2016-03-28,134
2016-03-29,133
2016-03-30,133
2016-03-31,132
2016-04-01,135
2016-04-02,132
2016-04-03,130
2016-04-04,128
2016-04-05,127
2016-04-06,129
2016-04-07,128
2016-04-08,130
2016-04-09,131
2016-04-10,129
2016-04-11,129
2016-04-12,130
2016-04-13,130
2016-04-14,129
2016-04-15,130
2016-04-16,130
2016-04-17,128
2016-04-18,130
2016-04-19,127
2016-04-20,125
2016-04-21,124
2016-04-22,124
2016-04-23,127
2016-04-24,127
2016-04-25,125
2016-04-26,124
2016-04-27,124
2016-04-28,126
2016-04-29,126
2016-04-30,128
2016-05-01,129
2016-05-02,129
2016-05-03,125
2016-05-04,126
2016-05-05,128
2016-05-06,128
2016-05-07,129
2016-05-08,129
2016-05-09,126
2016-05-10,125
2016-05-11,125
2016-05-12,123
2016-05-13,127
2016-05-14,128
2016-05-15,129
2016-05-16,127
2016-05-17,126
2016-05-18,127
2016-05-19,127
2016-05-22,119
2016-05-23,118
2016-05-24,119
2016-05-25,120
2016-05-26,119
2016-05-27,122
2016-05-28,122
2016-05-29,123
2016-05-30,123
2016-05-31,122
2016-06-01,121
2016-06-02,120
2016-06-03,124
2016-06-04,127
2016-06-05,125
2016-06-06,125
2016-06-07,125
2016-06-08,125
2016-06-09,129
2016-06-10,131
2016-06-11,128
2016-06-12,127
2016-06-13,129
2016-06-14,130
2016-06-15,126
2016-06-16,125
2016-06-17,126
2016-06-18,127
2016-06-19,126
2016-06-20,124
2016-06-21,123
2016-06-22,121
2016-06-23,118
2016-06-24,119
2016-06-25,120
2016-06-26,117
2016-06-27,117
2016-06-28,119
2016-06-29,122
2016-06-30,121
2016-07-01,119
2016-07-02,117
2016-07-03,118
2016-07-04,117
2016-07-05,116
2016-07-06,116
2016-07-07,120
2016-07-08,125
2016-07-09,128
2016-07-10,127
2016-07-11,126
2016-07-12,121
2016-07-13,121
2016-07-14,119
2016-07-15,118
2016-07-16,120
2016-07-17,120
2016-07-18,121
2016-07-23,116
2016-07-24,114
2016-07-25,110
2016-07-26,110
2016-07-27,110
2016-07-28,111
2016-07-29,113
2016-07-30,113
2016-07-31,111
2016-08-01,111
2016-08-02,111
2016-08-03,112
2016-08-04,112
2016-08-05,112
2016-08-06,113
2016-08-07,111
2016-08-08,111
2016-08-09,110
2016-08-10,110
2016-08-11,111
2016-08-12,111
2016-08-13,108
2016-08-14,108
2016-08-15,109
2016-08-16,109
2016-08-17,109
2016-08-18,109
2016-08-19,107
2016-08-20,108
2016-08-22,108
2016-08-23,107
2016-08-24,104
2016-08-25,102
2016-08-26,102
2016-08-28,101
2016-08-31,100
2016-09-01,101
2016-09-02,101
2016-09-03,103
2016-09-04,103
2016-09-05,103
2016-09-06,102
2016-09-07,100
2016-09-08,100
2016-09-09,99
2016-09-10,98
2016-09-11,98
2016-09-12,99
2016-09-13,103
2016-09-14,103
2016-09-15,105
2016-09-16,105
2016-09-17,104
2016-09-18,104
2016-09-19,105
2016-09-20,105
2016-09-21,106
2016-09-22,106
2016-09-23,107
2016-09-24,107
2016-09-25,107
2016-09-26,107
2016-09-27,107
2016-09-28,106
2016-09-29,106
2016-09-30,106
2016-10-01,104
2016-10-02,104
2016-10-03,100
2016-10-04,100
2016-10-05,101
2016-10-06,102
2016-10-07,102
2016-10-08,104
2016-10-09,102
2016-10-10,104
2016-10-11,106
2016-10-12,106
2016-10-13,106
2016-10-14,105
2016-10-15,105
2016-10-16,103
2016-10-17,103
2016-10-18,103
2016-10-19,102
2016-10-20,101
2016-10-21,103
2016-10-22,103
2016-10-23,104
2016-10-24,105
2016-10-25,105
2016-10-26,105
2016-10-27,106
2016-10-28,106
2016-10-29,105
2016-10-30,104
2016-10-31,104
2016-11-01,104
2016-11-02,104
2016-11-03,101
2016-11-04,101
2016-11-05,101
2016-11-06,102
2016-11-07,103
2016-11-08,104
2016-11-09,106
2016-11-10,105
2016-11-11,105
2016-11-12,104
2016-11-13,104
2016-11-14,102
2016-12-07,101
2016-12-08,101
2016-12-09,101
2016-12-10,101
2016-12-11,99
2016-12-12,99
2016-12-13,98
2016-12-14,95
2016-12-15,95
2016-12-16,95
2016-12-17,97
2016-12-18,96
2016-12-19,96
2016-12-20,97
2016-12-21,99
2016-12-22,99
2016-12-23,99
2016-12-24,100
2016-12-25,100
2016-12-26,101
2016-12-27,102
2016-12-28,100
2016-12-29,100
2016-12-30,101
2016-12-31,102
2017-01-01,100
2017-01-02,99
2017-01-03,97
2017-01-04,95
2017-01-05,90
2017-01-06,86
2017-01-07,86
2017-01-08,88
2017-01-09,89
2017-01-10,89
2017-01-11,90
2017-01-12,91
2017-01-13,90
2017-01-14,90
2017-01-15,91
2017-01-16,93
2017-01-17,92
2017-01-18,93
2017-01-19,93
2017-01-20,93
2017-01-21,96
2017-01-22,97
2017-01-27,91
2017-01-28,91
2017-01-29,90
2017-01-30,87
2017-01-31,87
2017-02-01,90
2017-02-02,92
2017-02-03,93
2017-02-04,93
2017-02-05,94
2017-02-06,95
2017-02-07,94
2017-02-08,94
2017-02-09,90
2017-02-10,90
2017-02-11,91
2017-02-12,90
2017-02-13,88
2017-02-14,88
2017-02-15,89
2017-02-16,88
2017-02-18,86
2017-02-19,84
2017-02-20,86
2017-02-21,88
2017-02-22,89
2017-02-23,90
2017-02-24,90
2017-02-25,90
2017-02-26,90
2017-02-27,90
2017-02-28,91
2017-03-01,94
2017-03-02,95
2017-03-03,96
2017-03-04,96
2017-03-05,93
2017-03-06,91
2017-03-07,90
2017-03-08,88
2017-03-09,86
2017-03-10,87
2017-03-11,87
2017-03-12,88
2017-03-13,89
2017-03-14,89
2017-03-15,89
2017-03-16,89
2017-03-17,90
2017-03-18,91
2017-03-19,90
2017-03-20,89
2017-03-21,88
2017-03-22,88
2017-03-23,88
2017-03-24,88
2017-03-25,85
2017-03-26,87
2017-03-27,88
2017-03-28,87
2017-03-29,87
2017-03-30,87
2017-03-31,87
2017-04-01,85
2017-04-02,83
2017-04-03,84
2017-04-04,85
2017-04-12,90
2017-04-13,92
2017-04-14,93
2017-04-15,92
2017-04-16,93
2017-04-17,95
2017-04-18,98
2017-04-19,99
2017-04-20,99
2017-04-21,100
2017-04-22,97
2017-04-23,97
2017-04-24,100
2017-04-25,100
2017-04-26,100
2017-04-27,99
2017-04-28,97
2017-04-29,97
2017-04-30,97
2017-05-01,98
2017-05-02,99
2017-05-03,99
2017-05-04,98
2017-05-05,98
2017-05-06,96
2017-05-07,96
2017-05-08,98
2017-05-09,97
2017-05-10,94
2017-05-11,90
2017-05-12,88
2017-05-13,88
2017-05-14,86
2017-05-15,88
2017-05-16,90
2017-05-17,90
2017-05-18,91
2017-05-19,90
2017-05-20,91
2017-05-21,90
2017-05-22,92
2017-05-23,92
2017-05-24,91
2017-05-25,93
2017-05-26,94
2017-05-27,93
2017-05-28,91
2017-05-29,91
2017-05-30,89
2017-05-31,87
2017-06-01,83
2017-06-02,81
2017-06-03,80
2017-06-06,84
2017-06-07,86
2017-06-08,87
2017-06-09,88
2017-06-10,90
2017-06-11,91
2017-06-12,92
2017-06-13,92
2017-06-14,92
2017-06-15,94
2017-06-16,93
2017-06-17,91
2017-06-18,89
2017-06-19,88
2017-06-20,89
2017-06-21,89
2017-06-22,91
2017-06-23,92
2017-06-24,91
2017-06-25,90
2017-06-26,89
2017-06-27,90
2017-06-28,90
2017-06-29,91
2017-06-30,91
2017-07-01,88
2017-07-02,88
2017-07-03,90
2017-07-04,89
2017-07-05,85
2017-07-06,87
2017-07-07,89
2017-07-08,88
2017-07-13,91
2017-07-14,91
2017-07-15,90
2017-07-16,90
2017-07-17,89
2017-07-18,88
2017-07-19,85
2017-07-20,83
2017-07-21,82
2017-07-22,82
2017-07-23,82
2017-07-24,84
2017-07-25,86
2017-07-26,86
2017-07-27,88
2017-07-28,88
2017-07-29,89
2017-07-30,90
2017-07-31,88
2017-08-01,89
2017-08-02,89
2017-08-03,89
2017-08-04,92
2017-08-05,91
2017-08-06,91
2017-08-09,89
2017-08-10,90
2017-08-11,90
2017-08-12,90
2017-08-13,89
2017-08-14,90
2017-08-15,89
2017-08-16,88
2017-08-17,88
2017-08-18,88
2017-08-19,89
2017-08-20,90
2017-08-21,90
2017-08-22,92
2017-08-23,90
2017-08-24,90
2017-08-25,90
2017-08-26,90
2017-08-27,91
2017-08-28,90
2017-08-29,90
2017-08-30,91
2017-08-31,90
2017-09-01,89
2017-09-02,89
2017-09-03,88
2017-09-04,87
2017-09-05,87
2017-09-06,87
2017-09-07,88
2017-09-08,87
2017-09-09,86
2017-09-10,84
2017-09-11,83
2017-09-12,83
2017-09-13,85
2017-09-14,85
2017-09-15,85
2017-09-16,85
2017-09-17,84
2017-09-19,83
2017-09-20,84
2017-09-21,83
2017-09-22,84
2017-09-23,85
2017-09-24,87
2017-09-25,87
2017-09-26,87
2017-09-27,87
2017-09-28,89
2017-09-29,90
2017-09-30,89
2017-10-01,88
2017-10-02,88
2017-10-03,88
2017-10-04,88
2017-10-05,88
2017-10-06,89
2017-10-07,88
2017-10-08,88
2017-10-09,88
2017-10-10,88
2017-10-11,86
2017-10-12,87
2017-10-13,87
2017-10-14,87
2017-10-15,86
2017-10-16,87
2017-10-17,86
2017-10-18,87
2017-10-19,86
2017-10-20,84
2017-10-21,82
2017-10-22,80
2017-10-23,79
2017-10-24,79
2017-10-25,79
2017-10-26,77
2017-10-27,76
2017-10-28,76
2017-10-29,74
2017-10-30,76
2017-10-31,78
2017-11-02,78
2017-11-03,77
2017-11-04,77
2017-11-05,76
2017-11-06,76
2017-11-07,75
2017-11-08,76
2017-11-09,76
2017-11-10,75
2017-11-11,76
2017-11-12,78
2017-11-13,79
2017-11-14,79
2017-11-15,79
2017-11-16,78
2017-11-17,77
2017-11-18,77
2017-11-19,77
2017-11-20,77
2017-11-21,78
2017-11-22,77
2017-11-23,77
2017-11-24,76
2017-11-25,75
2017-11-26,75
2017-11-27,75
2017-11-28,73
2017-11-29,72
2017-11-30,71
2017-12-01,71
2017-12-02,71
2017-12-03,72
2017-12-04,72
2017-12-05,72
2017-12-06,74
2017-12-07,74
2017-12-08,73
2017-12-09,74
2017-12-10,75
2017-12-11,77
2017-12-12,77
2017-12-14,79
2017-12-15,79
2017-12-17,76
2017-12-18,76
2017-12-19,75
2017-12-20,74
2017-12-21,74
2017-12-22,75
2017-12-23,76
2017-12-24,77
2017-12-25,78
2017-12-26,78
2017-12-27,77
2017-12-28,77
2017-12-29,77
2017-12-30,77
2017-12-31,78
2018-01-01,77
2018-01-02,77
2018-01-03,77
2018-01-04,75
2018-01-05,74
2018-01-06,74
2018-01-07,74
2018-01-08,74
2018-01-09,73
2018-01-10,73
2018-01-11,72
2018-01-12,72
2018-01-13,73
2018-01-14,73
2018-01-15,74
2018-01-16,73
2018-01-17,73
2018-01-18,74
2018-01-19,73
2018-01-20,74
2018-01-21,75
2018-01-22,75
2018-01-23,75
2018-01-25,76
2018-01-26,77
2018-01-27,78
2018-01-28,78
2018-01-29,79
2018-01-31,79
2018-02-01,79
2018-02-02,79
2018-02-03,79
2018-02-04,78
2018-02-05,77
2018-02-06,77
2018-02-07,79
2018-02-08,78
2018-02-09,79
2018-02-10,78
2018-02-11,78
2018-02-12,79
2018-02-13,78
2018-02-14,79
2018-02-15,78
2018-02-16,77
2018-02-17,75
2018-02-18,74
2018-02-19,74
2018-02-20,75
2018-02-21,76
2018-02-22,76
2018-02-23,77
2018-02-24,76
2018-02-25,78
2018-02-26,78
2018-02-27,77
2018-03-01,76
2018-03-02,76
2018-03-03,76
2018-03-04,76
2018-03-05,74
2018-03-06,72
2018-03-07,73
2018-03-08,74
2018-03-09,74
2018-03-10,74
2018-03-11,73
2018-03-12,72
2018-03-13,72
2018-03-14,71
2018-03-15,70
2018-03-16,69
2018-03-17,68
2018-03-18,70
2018-03-19,71
2018-03-20,70
2018-03-21,72
2018-03-23,72
2018-03-24,72
2018-03-26,73
2018-03-27,74
2018-03-28,74
2018-03-29,75
2018-03-30,74
2018-03-31,74
2018-04-01,73
2018-04-02,73
2018-04-03,74
2018-04-04,76
2018-04-05,76
2018-04-06,76
2018-04-07,75
2018-04-08,76
2018-04-09,76
2018-04-10,75
2018-04-11,75
2018-04-12,75
2018-04-13,78
2018-04-14,79
2018-04-15,80
2018-04-16,80
2018-04-17,80
2018-04-18,81
2018-04-19,81
2018-04-20,80
2018-04-21,79
2018-04-22,78
2018-04-23,77
2018-04-24,76
2018-04-25,76
2018-04-26,78
2018-04-27,79
2018-04-28,78
2018-04-29,79
2018-04-30,79
2018-05-01,78
2018-05-04,80
2018-05-05,81
2018-05-06,79
2018-05-07,79
2018-05-08,81
2018-05-09,83
2018-05-10,83
2018-05-11,84
2018-05-12,82
2018-05-13,80
2018-05-14,79
2018-05-15,77
2018-05-16,78
2018-05-17,78
2018-05-18,79
2018-05-19,79
2018-05-20,78
2018-05-21,76
2018-05-22,77
2018-05-23,78
2018-05-24,79
2018-05-25,80
2018-05-26,80
2018-05-27,79
2018-05-28,78
2018-05-29,78
2018-05-30,78
2018-05-31,79
2018-06-01,80
2018-06-02,80
2018-06-03,79
2018-06-04,79
2018-06-05,80
2018-06-06,79
2018-06-07,79
2018-06-08,79
2018-06-09,77
2018-06-10,76
2018-06-11,77
2018-06-12,77
2018-06-13,77
2018-06-14,77
2018-06-15,77
2018-06-16,77
2018-06-17,76
2018-06-18,74
2018-06-19,73
2018-06-20,73
2018-06-21,73
2018-06-22,76
2018-06-23,77
2018-06-24,77
2018-06-25,77
2018-06-26,77
2018-06-27,76
2018-06-28,75
2018-06-29,74
2018-06-30,73
2018-07-01,73
2018-07-02,74
2018-07-03,75
2018-07-04,74
2018-07-05,74
2018-07-06,76
2018-07-07,78
2018-07-08,79
2018-07-09,80
2018-07-10,80
2018-07-11,80
2018-07-12,79
2018-07-13,79
2018-07-14,79
2018-07-15,79
2018-07-16,79
2018-07-17,80
2018-07-18,81
2018-07-19,82
2018-07-20,83
2018-07-21,81
2018-07-22,80
2018-07-23,81
2018-07-24,80
2018-07-25,79
2018-07-26,79
2018-07-27,78
2018-07-28,79
2018-07-29,77
2018-07-30,78
2018-07-31,79
2018-08-01,79
2018-08-02,78
2018-08-03,79
2018-08-04,80
2018-08-05,80
2018-08-06,80
2018-08-07,81
2018-08-08,81
2018-08-09,79
2018-08-10,78
2018-08-11,79
2018-08-12,80
2018-08-14,79
2018-08-16,78
2018-08-17,78
2018-08-18,77
2018-08-19,76
2018-08-20,78
2018-08-21,79
2018-08-22,80
2018-08-23,79
2018-08-24,79
2018-08-25,78
2018-08-26,78
2018-08-27,77
2018-08-28,76
2018-08-29,75
2018-08-30,75
2018-08-31,76
2018-09-01,78
2018-09-02,78
2018-09-03,78
2018-09-04,78
2018-09-05,79
2018-09-06,80
2018-09-07,80
2018-09-08,78
2018-09-09,79
2018-09-10,80
2018-09-11,81
2018-09-12,80
2018-09-13,81
2018-09-14,82
2018-09-15,82
2018-09-16,82
2018-09-17,81
2018-09-18,80
2018-09-19,80
2018-09-20,81
2018-09-21,81
2018-09-22,81
2018-09-23,81
2018-09-24,82
2018-09-25,82
2018-09-26,82
2018-09-27,82
2018-09-28,81
2018-09-29,81
2018-09-30,81
2018-10-02,81
2018-10-03,82
2018-10-04,81
2018-10-05,81
2018-10-06,80
2018-10-07,78
2018-10-08,79
2018-10-09,80
2018-10-10,82
2018-10-11,83
2018-10-12,82
2018-10-13,83
2018-10-14,82
2018-10-15,81
2018-10-16,80
2018-10-17,82
2018-10-18,82
2018-10-19,83
2018-10-20,81
2018-10-21,81
2018-10-22,82
2018-10-23,82
2018-10-24,80
2018-10-25,79
2018-10-26,78
2018-10-27,78
2018-10-28,78
2018-10-29,78
2018-10-30,79
2018-10-31,81
2018-11-01,83
2018-11-03,84
2018-11-04,85
2018-11-05,86
2018-11-06,86
2018-11-07,87
2018-11-08,87
2018-11-09,87
2018-11-10,88
2018-11-11,87
2018-11-12,87
2018-11-13,87
2018-11-14,87
2018-11-15,88
2018-11-16,87
2018-11-17,84
2018-11-18,83
2018-11-19,84
2018-11-20,87
2018-11-21,88
2018-11-22,88
2018-11-23,89
2018-11-24,88
2018-11-25,87
2018-11-26,87
2018-11-27,87
2018-11-28,88
2018-11-29,89
2018-12-01,90
2018-12-02,89
2018-12-03,88
2018-12-04,88
2018-12-05,88
2018-12-07,89
2018-12-09,86
2018-12-10,86
2018-12-11,87
2018-12-12,89
2018-12-13,90
2018-12-14,90
2018-12-15,89
2018-12-16,88
2018-12-17,87
2018-12-18,88
2018-12-19,88
2018-12-20,88
2018-12-21,89
2018-12-22,88
2018-12-23,89
2018-12-24,89
2018-12-25,89
2018-12-26,88
2018-12-27,88
2018-12-28,87
2018-12-29,87
2018-12-30,87
2018-12-31,87
2019-01-01,88
2019-01-02,89
2019-01-03,91
2019-01-04,93
2019-01-05,95
2019-01-06,95
2019-01-08,94
2019-01-10,91
2019-01-11,88
2019-01-12,85
2019-01-13,82
2019-01-14,80
2019-01-15,80
2019-01-16,81
2019-01-17,81
2019-01-18,80
2019-01-19,79
2019-01-20,79
2019-01-21,78
2019-01-22,79
2019-01-23,80
2019-01-24,81
2019-01-25,81
2019-01-26,81
2019-01-27,81
2019-01-28,80
2019-01-29,80
2019-01-30,79
2019-01-31,77
2019-02-01,76
2019-02-02,75
2019-02-03,75
2019-02-04,74
2019-02-05,76
2019-02-06,76
2019-02-07,76
2019-02-08,76
2019-02-09,75
2019-02-10,74
2019-02-11,74
2019-02-12,74
2019-02-13,74
2019-02-14,74
2019-02-15,74
2019-02-16,74
2019-02-17,74
2019-02-18,74
2019-02-19,75
2019-02-20,74
2019-02-21,74
2019-02-22,74
2019-02-23,74
2019-02-24,73
2019-02-25,71
2019-02-26,70
2019-02-27,70
2019-02-28,69
2019-03-01,70
2019-03-02,70
2019-03-03,69
2019-03-04,65
2019-03-05,65
2019-03-06,67
2019-03-07,69
2019-03-08,70
2019-03-09,71
2019-03-10,71
2019-03-11,71
2019-03-12,71
2019-03-13,71
2019-03-14,71
2019-03-15,70
2019-03-16,69
2019-03-17,69
2019-03-18,68
2019-03-19,68
2019-03-20,68
2019-03-21,68
2019-03-22,68
2019-03-23,67
2019-03-24,66
2019-03-25,64
2019-03-26,64
2019-03-27,64
2019-03-28,65
2019-03-29,64
2019-03-30,66
2019-03-31,68
2019-04-01,70
2019-04-02,70
2019-04-03,72
2019-04-04,74
2019-04-05,74
2019-04-06,75
2019-04-07,76
2019-04-08,77
2019-04-09,76
2019-04-10,75
2019-04-11,75
2019-04-12,74
2019-04-13,73
2019-04-14,71
2019-04-15,69
2019-04-16,68
2019-04-17,68
2019-04-18,69
2019-04-19,69
2019-04-20,70
2019-04-21,72
2019-04-22,72
2019-04-23,73
2019-04-24,71
2019-04-25,71
2019-04-26,71
2019-04-27,72
2019-04-28,72
2019-04-29,72
2019-04-30,72
2019-05-01,72
2019-05-02,73
2019-05-03,74
2019-05-04,73
2019-05-05,73
2019-05-06,72
2019-05-07,72
2019-05-08,71
2019-05-09,71
2019-05-10,71
2019-05-11,71
2019-05-12,70
2019-05-13,70
2019-05-14,70
2019-05-15,70
2019-05-16,70
2019-05-17,70
2019-05-18,70
2019-05-19,69
2019-05-20,69
2019-05-21,69
2019-05-22,69
2019-05-23,69
2019-05-24,69
2019-05-25,69
2019-05-26,69
2019-05-27,70
2019-05-28,70
2019-05-29,70
2019-05-30,69
2019-05-31,70
2019-06-01,70
2019-06-02,69
2019-06-03,69
2019-06-04,70
2019-06-05,70
2019-06-06,70
2019-06-07,70
2019-06-08,69
2019-06-09,69
2019-06-10,69
2019-06-11,69
2019-06-12,69
2019-06-13,69
2019-06-14,69
2019-06-15,69
2019-06-16,69
2019-06-17,69
2019-06-18,70
2019-06-19,70
2019-06-20,69
2019-06-21,69
2019-06-22,68
2019-06-23,67
2019-06-24,66
2019-06-25,66
2019-06-26,66
2019-06-27,65
2019-06-28,64
2019-06-29,63
2019-06-30,64
2019-07-01,66
2019-07-02,67
2019-07-03,69
2019-07-04,69
2019-07-05,69
2019-07-06,69
2019-07-07,68
2019-07-08,68
2019-07-09,68
2019-07-10,68
2019-07-11,68
2019-07-12,68
2019-07-13,65
2019-07-14,65
2019-07-15,67
2019-07-16,67
2019-07-17,66
2019-07-18,64
2019-07-19,63
2019-07-20,62
2019-07-21,63
2019-07-22,65
2019-07-23,66
2019-07-24,66
2019-07-25,67
2019-07-26,68
2019-07-27,67
2019-07-28,67
2019-07-29,67
2019-07-30,67
2019-07-31,67
2019-08-01,67
2019-08-02,66
2019-08-03,66
2019-08-04,66
2019-08-05,67
2019-08-06,67
2019-08-07,67
2019-08-08,67
2019-08-09,66
2019-08-10,66
2019-08-11,66
2019-08-12,66
2019-08-13,65
2019-08-14,65
2019-08-15,65
2019-08-16,65
2019-08-17,66
2019-08-18,66
2019-08-19,66
2019-08-20,67
2019-08-21,67
2019-08-22,68
2019-08-23,69
2019-08-24,68
2019-08-24,68
2019-08-25,68
2019-08-25,68
2019-08-26,68
2019-08-26,68
2019-08-27,68
2019-08-27,68
2019-08-28,68
2019-08-29,67
2019-08-30,68
2019-08-31,68
2019-09-01,68
2019-09-02,67
2019-09-03,67
2019-09-04,67
2019-09-05,67
2019-09-06,67
