date_obj,Ham%20shirt price
2016-01-16,52
2016-01-17,53
2016-01-18,53
2016-01-19,53
2016-01-20,53
2016-01-21,55
2016-01-22,55
2016-01-23,56
2016-01-24,56
2016-01-25,56
2016-01-26,56
2016-01-27,57
2016-01-28,57
2016-01-29,57
2016-01-30,57
2016-01-31,57
2016-02-01,57
2016-02-02,58
2016-02-03,58
2016-02-04,59
2016-02-05,59
2016-02-06,58
2016-02-07,58
2016-02-08,57
2016-02-09,57
2016-02-10,57
2016-02-11,57
2016-02-12,57
2016-02-13,57
2016-02-14,57
2016-02-15,56
2016-02-16,56
2016-02-17,56
2016-02-18,56
2016-02-19,56
2016-02-20,56
2016-02-21,56
2016-02-22,56
2016-02-23,56
2016-02-24,56
2016-02-25,59
2016-02-26,59
2016-02-27,62
2016-02-28,62
2016-02-29,66
2016-03-01,66
2016-03-02,69
2016-03-03,69
2016-03-04,72
2016-03-05,72
2016-03-06,71
2016-03-07,71
2016-03-08,69
2016-03-09,69
2016-03-10,67
2016-03-11,67
2016-03-12,67
2016-03-13,67
2016-03-14,66
2016-03-15,66
2016-03-16,66
2016-03-17,66
2016-03-18,68
2016-03-19,68
2016-03-20,67
2016-03-21,67
2016-03-22,66
2016-03-23,64
2016-03-24,64
2016-03-25,60
2016-03-26,59
2016-03-27,59
2016-03-28,57
2016-03-29,57
2016-03-30,55
2016-03-31,55
2016-04-01,53
2016-04-02,53
2016-04-03,52
2016-04-04,52
2016-04-05,53
2016-04-06,53
2016-04-07,52
2016-04-08,52
2016-04-09,52
2016-04-10,52
2016-04-11,52
2016-04-12,52
2016-04-13,52
2016-04-14,51
2016-04-15,49
2016-04-16,49
2016-04-17,48
2016-04-18,45
2016-04-19,45
2016-04-20,43
2016-04-21,43
2016-04-22,42
2016-04-23,42
2016-04-24,40
2016-04-25,40
2016-04-26,40
2016-04-27,40
2016-04-28,40
2016-04-29,40
2016-04-30,40
2016-05-01,40
2016-05-02,40
2016-05-03,40
2016-05-04,39
2016-05-05,37
2016-05-06,37
2016-05-07,36
2016-05-08,36
2016-05-09,35
2016-05-10,35
2016-05-11,35
2016-05-12,36
2016-05-13,36
2016-05-14,36
2016-05-15,35
2016-05-16,35
2016-05-17,36
2016-05-18,36
2016-05-19,37
2016-05-22,38
2016-05-23,39
2016-05-24,39
2016-05-25,39
2016-05-26,39
2016-05-27,40
2016-05-28,40
2016-05-29,41
2016-05-30,41
2016-05-31,43
2016-06-01,45
2016-06-02,45
2016-06-03,46
2016-06-04,46
2016-06-05,47
2016-06-06,47
2016-06-07,47
2016-06-08,47
2016-06-09,47
2016-06-10,47
2016-06-11,47
2016-06-12,48
2016-06-13,48
2016-06-14,49
2016-06-15,49
2016-06-16,51
2016-06-17,52
2016-06-18,52
2016-06-19,53
2016-06-20,53
2016-06-21,54
2016-06-22,57
2016-06-23,57
2016-06-24,59
2016-06-25,62
2016-06-26,62
2016-06-27,64
2016-06-28,64
2016-06-29,64
2016-06-30,66
2016-07-01,68
2016-07-02,68
2016-07-03,70
2016-07-04,74
2016-07-05,74
2016-07-06,75
2016-07-07,76
2016-07-08,78
2016-07-09,79
2016-07-10,79
2016-07-11,81
2016-07-12,82
2016-07-13,84
2016-07-14,86
2016-07-15,86
2016-07-16,90
2016-07-17,90
2016-07-18,93
2016-07-23,102
2016-07-24,105
2016-07-25,105
2016-07-26,108
2016-07-27,108
2016-07-28,105
2016-07-29,105
2016-07-30,104
2016-07-31,104
2016-08-01,104
2016-08-02,105
2016-08-03,105
2016-08-04,104
2016-08-05,104
2016-08-06,104
2016-08-07,104
2016-08-08,102
2016-08-09,99
2016-08-10,99
2016-08-11,99
2016-08-12,99
2016-08-13,100
2016-08-14,100
2016-08-15,99
2016-08-16,99
2016-08-17,99
2016-08-18,99
2016-08-19,97
2016-08-20,97
2016-08-21,96
2016-08-22,96
2016-08-23,96
2016-08-24,96
2016-08-25,96
2016-08-26,96
2016-08-28,96
2016-08-31,99
2016-09-01,99
2016-09-02,100
2016-09-03,100
2016-09-04,100
2016-09-05,100
2016-09-06,96
2016-09-07,96
2016-09-08,96
2016-09-09,97
2016-09-10,97
2016-09-11,97
2016-09-12,97
2016-09-13,97
2016-09-14,97
2016-09-15,96
2016-09-16,96
2016-09-17,97
2016-09-18,97
2016-09-19,96
2016-09-20,96
2016-09-21,96
2016-09-22,95
2016-09-23,95
2016-09-24,95
2016-09-25,96
2016-09-26,96
2016-09-27,95
2016-09-28,95
2016-09-29,95
2016-09-30,91
2016-10-01,91
2016-10-02,88
2016-10-03,88
2016-10-04,86
2016-10-05,86
2016-10-06,82
2016-10-07,82
2016-10-08,79
2016-10-09,79
2016-10-10,79
2016-10-11,78
2016-10-12,78
2016-10-13,77
2016-10-14,77
2016-10-15,78
2016-10-16,78
2016-10-17,79
2016-10-18,79
2016-10-19,79
2016-10-20,78
2016-10-21,78
2016-10-22,76
2016-10-23,76
2016-10-24,75
2016-10-25,75
2016-10-26,73
2016-10-27,73
2016-10-28,73
2016-10-29,72
2016-10-30,72
2016-10-31,69
2016-11-01,69
2016-11-02,68
2016-11-03,68
2016-11-04,65
2016-11-05,65
2016-11-06,64
2016-11-07,64
2016-11-08,62
2016-11-09,62
2016-11-10,61
2016-11-11,61
2016-11-12,60
2016-11-13,60
2016-11-14,60
2016-11-15,60
2016-12-07,56
2016-12-08,53
2016-12-09,50
2016-12-10,50
2016-12-11,47
2016-12-12,44
2016-12-13,41
2016-12-14,38
2016-12-15,38
2016-12-16,37
2016-12-17,36
2016-12-18,36
2016-12-19,35
2016-12-20,33
2016-12-21,32
2016-12-22,32
2016-12-23,31
2016-12-24,31
2016-12-25,31
2016-12-26,31
2016-12-27,31
2016-12-28,31
2016-12-29,31
2016-12-30,31
2016-12-31,31
2017-01-01,31
2017-01-02,32
2017-01-03,32
2017-01-04,32
2017-01-05,32
2017-01-06,32
2017-01-07,33
2017-01-08,33
2017-01-09,33
2017-01-10,33
2017-01-11,33
2017-01-12,33
2017-01-13,33
2017-01-14,34
2017-01-15,34
2017-01-16,34
2017-01-17,34
2017-01-18,35
2017-01-19,35
2017-01-20,35
2017-01-21,36
2017-01-22,36
2017-01-23,37
2017-01-27,40
2017-01-28,41
2017-01-29,41
2017-01-30,41
2017-01-31,41
2017-02-01,41
2017-02-02,41
2017-02-03,40
2017-02-04,40
2017-02-05,40
2017-02-06,41
2017-02-07,41
2017-02-08,43
2017-02-09,43
2017-02-10,42
2017-02-11,43
2017-02-12,43
2017-02-13,43
2017-02-14,42
2017-02-15,42
2017-02-16,42
2017-02-18,42
2017-02-19,43
2017-02-20,43
2017-02-21,45
2017-02-22,45
2017-02-23,47
2017-02-24,47
2017-02-25,47
2017-02-26,47
2017-02-27,48
2017-02-28,49
2017-03-01,49
2017-03-02,51
2017-03-03,51
2017-03-04,52
2017-03-05,52
2017-03-06,54
2017-03-07,54
2017-03-08,55
2017-03-09,55
2017-03-10,57
2017-03-11,57
2017-03-12,57
2017-03-13,57
2017-03-14,58
2017-03-15,58
2017-03-16,58
2017-03-17,59
2017-03-18,59
2017-03-19,60
2017-03-20,62
2017-03-21,64
2017-03-22,64
2017-03-23,66
2017-03-24,66
2017-03-25,66
2017-03-26,66
2017-03-27,66
2017-03-28,67
2017-03-29,68
2017-03-30,68
2017-03-31,70
2017-04-01,70
2017-04-02,71
2017-04-03,69
2017-04-04,69
2017-04-12,53
2017-04-13,50
2017-04-14,47
2017-04-15,47
2017-04-16,45
2017-04-17,43
2017-04-18,43
2017-04-19,43
2017-04-20,43
2017-04-21,43
2017-04-22,43
2017-04-23,44
2017-04-24,44
2017-04-25,42
2017-04-26,42
2017-04-27,41
2017-04-28,41
2017-04-29,40
2017-04-30,40
2017-05-01,39
2017-05-02,39
2017-05-03,38
2017-05-04,36
2017-05-05,36
2017-05-06,34
2017-05-07,34
2017-05-08,33
2017-05-09,33
2017-05-10,33
2017-05-11,33
2017-05-12,32
2017-05-13,32
2017-05-14,32
2017-05-15,31
2017-05-16,30
2017-05-17,30
2017-05-18,28
2017-05-19,28
2017-05-20,28
2017-05-21,28
2017-05-22,27
2017-05-23,27
2017-05-24,27
2017-05-25,27
2017-05-26,27
2017-05-27,27
2017-05-28,27
2017-05-29,27
2017-05-30,27
2017-05-31,27
2017-06-01,26
2017-06-02,26
2017-06-03,25
2017-06-04,25
2017-06-06,25
2017-06-07,24
2017-06-08,24
2017-06-09,23
2017-06-10,22
2017-06-11,22
2017-06-12,22
2017-06-13,22
2017-06-14,21
2017-06-15,21
2017-06-16,21
2017-06-17,21
2017-06-18,21
2017-06-19,21
2017-06-20,21
2017-06-21,21
2017-06-22,21
2017-06-23,21
2017-06-24,20
2017-06-25,20
2017-06-26,20
2017-06-27,20
2017-06-28,20
2017-06-29,20
2017-06-30,20
2017-07-01,20
2017-07-02,20
2017-07-03,20
2017-07-04,20
2017-07-05,20
2017-07-06,20
2017-07-07,20
2017-07-08,20
2017-07-13,20
2017-07-14,20
2017-07-15,20
2017-07-16,20
2017-07-17,20
2017-07-18,20
2017-07-19,20
2017-07-20,20
2017-07-21,20
2017-07-22,20
2017-07-23,20
2017-07-24,20
2017-07-25,20
2017-07-26,20
2017-07-27,20
2017-07-28,20
2017-07-29,20
2017-07-30,20
2017-07-31,20
2017-08-01,20
2017-08-02,20
2017-08-03,20
2017-08-04,20
2017-08-05,20
2017-08-06,20
2017-08-09,20
2017-08-10,21
2017-08-11,21
2017-08-12,22
2017-08-13,22
2017-08-14,23
2017-08-15,24
2017-08-16,24
2017-08-17,24
2017-08-18,24
2017-08-19,24
2017-08-20,24
2017-08-21,24
2017-08-22,25
2017-08-23,25
2017-08-24,25
2017-08-25,25
2017-08-26,25
2017-08-27,25
2017-08-28,25
2017-08-29,25
2017-08-30,26
2017-08-31,26
2017-09-01,27
2017-09-02,28
2017-09-03,28
2017-09-04,28
2017-09-05,28
2017-09-06,29
2017-09-07,29
2017-09-08,31
2017-09-09,32
2017-09-10,32
2017-09-11,32
2017-09-12,32
2017-09-13,30
2017-09-14,29
2017-09-15,29
2017-09-16,28
2017-09-17,28
2017-09-18,28
2017-09-19,29
2017-09-20,30
2017-09-21,30
2017-09-22,31
2017-09-23,31
2017-09-24,31
2017-09-25,31
2017-09-26,30
2017-09-27,30
2017-09-28,32
2017-09-29,33
2017-09-30,33
2017-10-01,33
2017-10-02,33
2017-10-03,34
2017-10-04,34
2017-10-05,35
2017-10-06,35
2017-10-07,37
2017-10-08,37
2017-10-09,38
2017-10-10,38
2017-10-11,40
2017-10-12,40
2017-10-13,42
2017-10-14,43
2017-10-15,43
2017-10-16,44
2017-10-17,44
2017-10-18,47
2017-10-19,47
2017-10-20,50
2017-10-21,50
2017-10-22,53
2017-10-23,53
2017-10-24,55
2017-10-25,57
2017-10-26,57
2017-10-27,59
2017-10-28,59
2017-10-29,61
2017-10-30,61
2017-10-31,61
2017-11-01,61
2017-11-02,63
2017-11-03,63
2017-11-04,64
2017-11-05,64
2017-11-06,65
2017-11-07,65
2017-11-08,66
2017-11-09,66
2017-11-10,66
2017-11-11,67
2017-11-12,67
2017-11-13,68
2017-11-14,68
2017-11-15,69
2017-11-16,69
2017-11-17,69
2017-11-18,69
2017-11-19,69
2017-11-20,69
2017-11-21,71
2017-11-22,71
2017-11-23,73
2017-11-24,73
2017-11-25,76
2017-11-26,76
2017-11-27,80
2017-11-28,80
2017-11-29,84
2017-11-30,84
2017-12-01,89
2017-12-02,89
2017-12-03,93
2017-12-04,93
2017-12-05,96
2017-12-06,96
2017-12-07,99
2017-12-08,99
2017-12-09,102
2017-12-10,105
2017-12-11,105
2017-12-12,105
2017-12-13,105
2017-12-14,103
2017-12-15,105
2017-12-16,105
2017-12-17,103
2017-12-18,105
2017-12-19,105
2017-12-20,104
2017-12-21,104
2017-12-22,103
2017-12-23,103
2017-12-24,105
2017-12-25,105
2017-12-26,108
2017-12-27,108
2017-12-28,109
2017-12-29,109
2017-12-30,109
2017-12-31,109
2018-01-01,109
2018-01-02,109
2018-01-03,108
2018-01-04,108
2018-01-05,109
2018-01-06,109
2018-01-07,109
2018-01-08,109
2018-01-09,110
2018-01-10,110
2018-01-11,110
2018-01-12,110
2018-01-13,108
2018-01-14,106
2018-01-15,105
2018-01-16,104
2018-01-17,105
2018-01-18,105
2018-01-19,105
2018-01-20,106
2018-01-21,106
2018-01-22,106
2018-01-23,106
2018-01-25,106
2018-01-26,107
2018-01-27,108
2018-01-28,108
2018-01-29,104
2018-01-30,104
2018-01-31,102
2018-02-01,105
2018-02-02,110
2018-02-03,115
2018-02-04,118
2018-02-05,121
2018-02-06,124
2018-02-07,127
2018-02-08,127
2018-02-09,132
2018-02-10,132
2018-02-11,134
2018-02-12,136
2018-02-13,137
2018-02-14,142
2018-02-15,146
2018-02-16,147
2018-02-17,146
2018-02-18,144
2018-02-19,143
2018-02-20,141
2018-02-21,140
2018-02-22,138
2018-02-23,139
2018-02-24,139
2018-02-25,140
2018-02-26,142
2018-02-27,144
2018-02-28,144
2018-03-01,147
2018-03-02,151
2018-03-03,153
2018-03-04,153
2018-03-05,156
2018-03-06,156
2018-03-07,155
2018-03-08,158
2018-03-09,155
2018-03-10,151
2018-03-11,148
2018-03-12,145
2018-03-13,142
2018-03-14,140
2018-03-15,136
2018-03-16,131
2018-03-17,128
2018-03-18,125
2018-03-19,125
2018-03-20,120
2018-03-21,116
2018-03-23,116
2018-03-24,113
2018-03-25,110
2018-03-26,109
2018-03-27,105
2018-03-28,105
2018-03-29,99
2018-03-30,95
2018-03-31,94
2018-04-01,93
2018-04-02,93
2018-04-03,94
2018-04-04,94
2018-04-05,94
2018-04-06,94
2018-04-07,94
2018-04-08,91
2018-04-09,90
2018-04-10,90
2018-04-11,91
2018-04-12,91
2018-04-13,91
2018-04-14,90
2018-04-15,91
2018-04-16,91
2018-04-17,91
2018-04-18,91
2018-04-19,91
2018-04-20,92
2018-04-21,92
2018-04-22,92
2018-04-23,95
2018-04-24,97
2018-04-25,98
2018-04-26,98
2018-04-27,99
2018-04-28,99
2018-04-29,95
2018-04-30,95
2018-05-01,93
2018-05-03,92
2018-05-04,91
2018-05-05,91
2018-05-06,91
2018-05-07,88
2018-05-08,89
2018-05-09,90
2018-05-10,91
2018-05-11,90
2018-05-12,88
2018-05-13,88
2018-05-14,86
2018-05-15,83
2018-05-16,82
2018-05-17,83
2018-05-18,83
2018-05-19,84
2018-05-20,86
2018-05-21,88
2018-05-22,88
2018-05-23,88
2018-05-24,87
2018-05-25,86
2018-05-26,86
2018-05-27,84
2018-05-28,83
2018-05-29,85
2018-05-30,84
2018-05-31,84
2018-06-01,80
2018-06-02,81
2018-06-03,82
2018-06-04,84
2018-06-05,85
2018-06-06,85
2018-06-07,85
2018-06-08,84
2018-06-09,82
2018-06-10,82
2018-06-11,82
2018-06-12,81
2018-06-13,81
2018-06-14,81
2018-06-15,82
2018-06-16,84
2018-06-17,84
2018-06-18,84
2018-06-19,84
2018-06-20,84
2018-06-21,82
2018-06-22,83
2018-06-23,83
2018-06-24,85
2018-06-25,90
2018-06-26,94
2018-06-27,96
2018-06-28,96
2018-06-29,101
2018-06-30,106
2018-07-01,108
2018-07-02,112
2018-07-03,115
2018-07-04,116
2018-07-05,116
2018-07-06,117
2018-07-07,118
2018-07-08,117
2018-07-09,113
2018-07-10,111
2018-07-11,109
2018-07-12,104
2018-07-13,98
2018-07-14,93
2018-07-15,90
2018-07-16,88
2018-07-17,86
2018-07-18,83
2018-07-19,80
2018-07-20,78
2018-07-21,76
2018-07-22,75
2018-07-23,74
2018-07-24,73
2018-07-25,73
2018-07-26,72
2018-07-27,72
2018-07-28,72
2018-07-29,72
2018-07-30,72
2018-07-31,72
2018-08-01,72
2018-08-02,73
2018-08-03,73
2018-08-04,74
2018-08-05,75
2018-08-06,77
2018-08-07,77
2018-08-08,77
2018-08-09,79
2018-08-10,80
2018-08-11,80
2018-08-12,81
2018-08-14,84
2018-08-16,94
2018-08-17,97
2018-08-18,102
2018-08-19,107
2018-08-20,110
2018-08-21,108
2018-08-22,109
2018-08-23,112
2018-08-24,114
2018-08-25,116
2018-08-26,118
2018-08-27,119
2018-08-28,120
2018-08-29,122
2018-08-30,121
2018-08-31,123
2018-09-01,125
2018-09-02,125
2018-09-03,126
2018-09-04,127
2018-09-05,127
2018-09-06,127
2018-09-07,125
2018-09-08,125
2018-09-09,123
2018-09-10,122
2018-09-11,122
2018-09-12,121
2018-09-13,120
2018-09-14,119
2018-09-15,119
2018-09-16,118
2018-09-17,121
2018-09-18,122
2018-09-19,125
2018-09-20,126
2018-09-21,128
2018-09-22,128
2018-09-23,130
2018-09-24,132
2018-09-25,133
2018-09-26,133
2018-09-27,135
2018-09-28,136
2018-09-29,136
2018-09-30,137
2018-10-01,135
2018-10-02,134
2018-10-03,134
2018-10-04,137
2018-10-05,139
2018-10-06,139
2018-10-07,136
2018-10-08,135
2018-10-09,134
2018-10-10,133
2018-10-11,132
2018-10-12,134
2018-10-13,134
2018-10-14,132
2018-10-15,132
2018-10-16,131
2018-10-17,132
2018-10-18,133
2018-10-19,134
2018-10-20,134
2018-10-21,134
2018-10-22,136
2018-10-23,139
2018-10-24,139
2018-10-25,137
2018-10-26,137
2018-10-27,135
2018-10-28,132
2018-10-29,126
2018-10-30,120
2018-10-31,114
2018-11-01,108
2018-11-03,108
2018-11-04,107
2018-11-05,105
2018-11-06,103
2018-11-07,100
2018-11-08,100
2018-11-09,100
2018-11-10,100
2018-11-11,99
2018-11-12,100
2018-11-13,99
2018-11-14,97
2018-11-15,95
2018-11-16,95
2018-11-17,93
2018-11-18,91
2018-11-19,89
2018-11-20,88
2018-11-21,87
2018-11-22,85
2018-11-23,86
2018-11-24,86
2018-11-25,88
2018-11-26,86
2018-11-27,85
2018-11-28,85
2018-11-29,86
2018-12-01,87
2018-12-02,87
2018-12-03,89
2018-12-04,87
2018-12-05,87
2018-12-07,86
2018-12-09,87
2018-12-10,89
2018-12-11,91
2018-12-13,94
2018-12-14,95
2018-12-15,91
2018-12-16,90
2018-12-17,87
2018-12-18,86
2018-12-19,85
2018-12-20,84
2018-12-21,80
2018-12-22,78
2018-12-23,78
2018-12-24,78
2018-12-25,76
2018-12-26,75
2018-12-27,75
2018-12-28,76
2018-12-29,77
2018-12-30,77
2018-12-31,80
2019-01-01,83
2019-01-02,88
2019-01-03,93
2019-01-04,98
2019-01-05,103
2019-01-06,108
2019-01-08,119
2019-01-10,126
2019-01-11,132
2019-01-12,137
2019-01-13,142
2019-01-14,149
2019-01-15,156
2019-01-16,162
2019-01-17,171
2019-01-18,175
2019-01-19,179
2019-01-20,180
2019-01-21,181
2019-01-22,181
2019-01-23,180
2019-01-25,180
2019-01-26,177
2019-01-27,176
2019-01-28,173
2019-01-29,172
2019-01-30,170
2019-01-31,161
2019-02-01,153
2019-02-02,147
2019-02-03,140
2019-02-04,136
2019-02-05,131
2019-02-06,128
2019-02-07,123
2019-02-08,118
2019-02-09,115
2019-02-10,111
2019-02-11,108
2019-02-12,105
2019-02-13,100
2019-02-14,96
2019-02-15,91
2019-02-16,86
2019-02-17,81
2019-02-18,76
2019-02-19,72
2019-02-20,68
2019-02-21,65
2019-02-22,62
2019-02-23,58
2019-02-24,55
2019-02-25,53
2019-02-26,51
2019-02-27,50
2019-02-28,48
2019-03-01,47
2019-03-02,47
2019-03-03,47
2019-03-04,47
2019-03-05,46
2019-03-06,45
2019-03-07,46
2019-03-08,46
2019-03-09,46
2019-03-10,45
2019-03-11,45
2019-03-12,44
2019-03-13,42
2019-03-14,41
2019-03-15,41
2019-03-16,41
2019-03-17,40
2019-03-18,38
2019-03-19,37
2019-03-20,37
2019-03-21,37
2019-03-22,37
2019-03-23,37
2019-03-24,38
2019-03-25,38
2019-03-26,38
2019-03-27,37
2019-03-28,36
2019-03-29,36
2019-03-30,35
2019-03-31,36
2019-04-01,37
2019-04-02,38
2019-04-03,39
2019-04-04,39
2019-04-05,40
2019-04-06,40
2019-04-07,41
2019-04-08,42
2019-04-09,42
2019-04-10,44
2019-04-11,45
2019-04-12,46
2019-04-13,47
2019-04-14,48
2019-04-15,48
2019-04-16,49
2019-04-17,49
2019-04-18,50
2019-04-19,49
2019-04-20,47
2019-04-21,46
2019-04-22,45
2019-04-23,44
2019-04-24,44
2019-04-25,44
2019-04-26,43
2019-04-27,43
2019-04-28,44
2019-04-29,44
2019-04-30,44
2019-05-01,44
2019-05-02,44
2019-05-03,44
2019-05-04,43
2019-05-05,42
2019-05-06,41
2019-05-07,40
2019-05-08,40
2019-05-09,40
2019-05-10,39
2019-05-11,39
2019-05-12,39
2019-05-13,39
2019-05-14,39
2019-05-15,39
2019-05-16,39
2019-05-17,39
2019-05-18,39
2019-05-19,39
2019-05-20,39
2019-05-21,39
2019-05-22,39
2019-05-23,39
2019-05-24,39
2019-05-25,39
2019-05-26,38
2019-05-27,39
2019-05-28,40
2019-05-29,40
2019-05-30,40
2019-05-31,40
2019-06-01,40
2019-06-02,40
2019-06-03,40
2019-06-04,40
2019-06-05,40
2019-06-06,40
2019-06-07,39
2019-06-08,38
2019-06-09,38
2019-06-10,38
2019-06-11,39
2019-06-12,39
2019-06-13,39
2019-06-14,39
2019-06-15,39
2019-06-16,39
2019-06-17,38
2019-06-18,38
2019-06-19,38
2019-06-20,38
2019-06-21,38
2019-06-22,38
2019-06-23,39
2019-06-24,39
2019-06-25,39
2019-06-26,40
2019-06-27,41
2019-06-28,41
2019-06-29,41
2019-06-30,42
2019-07-01,43
2019-07-02,44
2019-07-03,44
2019-07-04,44
2019-07-05,43
2019-07-06,43
2019-07-07,42
2019-07-08,42
2019-07-09,44
2019-07-10,43
2019-07-11,43
2019-07-12,45
2019-07-13,46
2019-07-14,47
2019-07-15,48
2019-07-16,49
2019-07-17,50
2019-07-18,50
2019-07-19,49
2019-07-20,49
2019-07-21,50
2019-07-22,50
2019-07-23,51
2019-07-24,53
2019-07-25,53
2019-07-26,52
2019-07-27,52
2019-07-28,53
2019-07-29,52
2019-07-30,52
2019-07-31,53
2019-08-01,53
2019-08-02,53
2019-08-03,53
2019-08-04,54
2019-08-05,55
2019-08-06,55
2019-08-07,56
2019-08-08,57
2019-08-09,58
2019-08-10,59
2019-08-11,59
2019-08-12,60
2019-08-13,60
2019-08-14,61
2019-08-15,62
2019-08-16,62
2019-08-17,62
2019-08-18,62
2019-08-19,64
2019-08-20,66
2019-08-21,66
2019-08-22,67
2019-08-23,69
2019-08-24,71
2019-08-24,71
