date_obj,Bronze%20kiteshield price
2015-09-30,3
2015-10-05,1
2015-10-06,1
2015-10-07,1
2015-10-08,1
2015-10-09,2
2015-10-10,2
2015-10-11,3
2015-10-12,3
2015-10-13,3
2015-10-14,4
2015-10-15,4
2015-10-16,5
2015-10-17,5
2015-10-18,5
2015-10-19,6
2015-10-20,6
2015-10-22,5
2015-10-23,5
2015-10-24,5
2015-10-25,5
2015-10-26,4
2015-10-27,4
2015-10-29,4
2015-10-30,4
2015-10-31,4
2015-11-01,4
2015-11-02,4
2015-11-03,4
2015-11-04,4
2015-11-05,4
2015-11-06,4
2015-11-07,4
2015-11-08,4
2015-11-09,4
2015-11-10,4
2015-11-11,4
2015-11-12,5
2015-11-13,5
2015-11-14,5
2015-11-15,6
2015-11-16,6
2015-11-17,6
2015-11-18,6
2015-11-19,6
2015-11-20,7
2015-11-21,7
2015-11-22,8
2015-11-23,8
2015-11-24,8
2015-11-25,9
2015-11-26,9
2015-11-27,9
2015-11-28,10
2015-11-29,10
2015-11-30,11
2015-12-01,11
2015-12-02,11
2015-12-03,11
2015-12-04,11
2015-12-05,11
2015-12-06,10
2015-12-07,10
2015-12-08,10
2015-12-09,11
2015-12-10,11
2015-12-11,11
2015-12-12,11
2015-12-13,11
2015-12-14,11
2015-12-15,11
2015-12-16,11
2015-12-17,11
2015-12-18,11
2015-12-19,11
2015-12-20,11
2015-12-21,11
2015-12-22,11
2015-12-23,11
2015-12-24,11
2015-12-25,12
2015-12-26,12
2015-12-27,12
2015-12-28,12
2015-12-29,12
2015-12-30,12
2015-12-31,12
2016-01-01,12
2016-01-02,12
2016-01-03,12
2016-01-04,12
2016-01-05,12
2016-01-06,12
2016-01-07,12
2016-01-08,12
2016-01-09,12
2016-01-10,12
2016-01-11,12
2016-01-12,12
2016-01-13,13
2016-01-14,13
2016-01-15,13
2016-01-16,13
2016-01-17,13
2016-01-18,13
2016-01-19,13
2016-01-20,13
2016-01-21,14
2016-01-22,14
2016-01-23,15
2016-01-24,15
2016-01-25,16
2016-01-26,16
2016-01-27,16
2016-01-28,16
2016-01-29,16
2016-01-30,16
2016-01-31,16
2016-02-01,16
2016-02-02,16
2016-02-03,16
2016-02-04,16
2016-02-05,16
2016-02-06,16
2016-02-07,16
2016-02-08,16
2016-02-09,16
2016-02-10,16
2016-02-11,16
2016-02-12,16
2016-02-13,16
2016-02-14,16
2016-02-15,15
2016-02-16,15
2016-02-17,15
2016-02-18,15
2016-02-19,15
2016-02-20,15
2016-02-21,15
2016-02-22,15
2016-02-23,16
2016-02-24,16
2016-02-25,17
2016-02-26,17
2016-02-27,17
2016-02-28,17
2016-02-29,17
2016-03-01,17
2016-03-02,17
2016-03-03,17
2016-03-04,17
2016-03-05,17
2016-03-06,18
2016-03-07,18
2016-03-08,18
2016-03-09,19
2016-03-10,19
2016-03-11,19
2016-03-12,19
2016-03-13,19
2016-03-14,19
2016-03-15,20
2016-03-16,20
2016-03-17,21
2016-03-18,21
2016-03-19,21
2016-03-20,21
2016-03-21,21
2016-03-22,21
2016-03-23,21
2016-03-24,21
2016-03-25,21
2016-03-26,21
2016-03-27,21
2016-03-28,21
2016-03-29,21
2016-03-30,20
2016-03-31,20
2016-04-01,21
2016-04-02,21
2016-04-03,22
2016-04-04,22
2016-04-05,22
2016-04-06,22
2016-04-07,22
2016-04-08,22
2016-04-09,22
2016-04-10,22
2016-04-11,21
2016-04-12,21
2016-04-13,20
2016-04-14,20
2016-04-15,21
2016-04-16,21
2016-04-17,22
2016-04-18,22
2016-04-19,22
2016-04-20,22
2016-04-21,23
2016-04-22,23
2016-04-23,22
2016-04-24,22
2016-04-25,23
2016-04-26,23
2016-04-27,23
2016-04-28,23
2016-04-29,23
2016-04-30,23
2016-05-01,22
2016-05-02,22
2016-05-03,22
2016-05-04,22
2016-05-05,22
2016-05-06,22
2016-05-07,21
2016-05-08,21
2016-05-09,21
2016-05-10,21
2016-05-11,22
2016-05-12,22
2016-05-13,24
2016-05-14,24
2016-05-15,26
2016-05-16,26
2016-05-17,25
2016-05-18,25
2016-05-19,23
2016-05-22,21
2016-05-23,21
2016-05-24,21
2016-05-25,19
2016-05-26,19
2016-05-27,19
2016-05-28,19
2016-05-29,19
2016-05-30,19
2016-05-31,19
2016-06-01,19
2016-06-02,19
2016-06-03,19
2016-06-04,19
2016-06-05,19
2016-06-06,19
2016-06-07,20
2016-06-08,20
2016-06-09,21
2016-06-10,21
2016-06-11,22
2016-06-12,22
2016-06-13,22
2016-06-14,22
2016-06-15,21
2016-06-16,21
2016-06-17,22
2016-06-18,22
2016-06-19,22
2016-06-20,22
2016-06-21,22
2016-06-22,22
2016-06-23,22
2016-06-24,22
2016-06-25,23
2016-06-26,23
2016-06-27,23
2016-06-28,22
2016-06-29,22
2016-06-30,22
2016-07-01,22
2016-07-02,23
2016-07-03,23
2016-07-04,23
2016-07-05,23
2016-07-06,22
2016-07-07,22
2016-07-08,21
2016-07-09,21
2016-07-10,20
2016-07-11,20
2016-07-12,19
2016-07-13,19
2016-07-14,19
2016-07-15,19
2016-07-16,19
2016-07-17,19
2016-07-18,19
2016-07-23,19
2016-07-24,20
2016-07-25,20
2016-07-26,20
2016-07-27,19
2016-07-28,19
2016-07-29,18
2016-07-30,18
2016-07-31,18
2016-08-01,18
2016-08-02,18
2016-08-03,19
2016-08-04,19
2016-08-05,19
2016-08-06,20
2016-08-07,20
2016-08-08,20
2016-08-09,20
2016-08-10,20
2016-08-11,20
2016-08-12,21
2016-08-13,21
2016-08-14,21
2016-08-15,20
2016-08-16,20
2016-08-17,20
2016-08-18,19
2016-08-19,19
2016-08-20,18
2016-08-21,18
2016-08-22,18
2016-08-23,19
2016-08-24,19
2016-08-25,19
2016-08-26,19
2016-08-28,20
2016-08-31,21
2016-09-01,21
2016-09-02,22
2016-09-03,22
2016-09-04,22
2016-09-05,23
2016-09-06,23
2016-09-07,23
2016-09-08,23
2016-09-09,23
2016-09-10,23
2016-09-11,25
2016-09-12,25
2016-09-13,26
2016-09-14,26
2016-09-15,26
2016-09-16,27
2016-09-17,27
2016-09-18,27
2016-09-19,29
2016-09-20,29
2016-09-21,29
2016-09-22,29
2016-09-23,29
2016-09-24,29
2016-09-25,28
2016-09-26,28
2016-09-27,28
2016-09-28,27
2016-09-29,27
2016-09-30,27
2016-10-01,27
2016-10-02,27
2016-10-03,27
2016-10-04,26
2016-10-05,26
2016-10-06,26
2016-10-07,26
2016-10-08,26
2016-10-09,25
2016-10-10,25
2016-10-11,23
2016-10-12,23
2016-10-13,23
2016-10-14,22
2016-10-15,22
2016-10-16,22
2016-10-17,22
2016-10-18,22
2016-10-19,22
2016-10-20,22
2016-10-21,22
2016-10-22,22
2016-10-23,22
2016-10-24,22
2016-10-25,22
2016-10-26,22
2016-10-27,23
2016-10-28,23
2016-10-29,23
2016-10-30,24
2016-10-31,24
2016-11-01,24
2016-11-02,26
2016-11-03,26
2016-11-04,26
2016-11-05,27
2016-11-06,27
2016-11-07,26
2016-11-08,26
2016-11-09,26
2016-11-10,26
2016-11-11,26
2016-11-12,27
2016-11-13,27
2016-11-14,27
2016-11-15,27
2016-12-07,20
2016-12-08,20
2016-12-09,20
2016-12-10,20
2016-12-11,20
2016-12-12,20
2016-12-13,20
2016-12-14,20
2016-12-15,21
2016-12-16,21
2016-12-17,21
2016-12-18,21
2016-12-19,21
2016-12-20,22
2016-12-21,22
2016-12-22,24
2016-12-23,24
2016-12-24,24
2016-12-25,24
2016-12-26,25
2016-12-27,25
2016-12-28,25
2016-12-29,25
2016-12-30,25
2016-12-31,25
2017-01-01,24
2017-01-02,24
2017-01-03,24
2017-01-04,24
2017-01-05,24
2017-01-06,24
2017-01-07,23
2017-01-08,23
2017-01-09,23
2017-01-10,23
2017-01-11,23
2017-01-12,23
2017-01-13,24
2017-01-14,24
2017-01-15,23
2017-01-16,23
2017-01-17,22
2017-01-18,22
2017-01-19,22
2017-01-20,22
2017-01-21,21
2017-01-22,21
2017-01-23,20
2017-01-27,20
2017-01-28,20
2017-01-29,20
2017-01-30,20
2017-01-31,20
2017-02-01,20
2017-02-02,20
2017-02-03,20
2017-02-04,20
2017-02-05,19
2017-02-06,19
2017-02-07,19
2017-02-08,19
2017-02-09,19
2017-02-10,19
2017-02-11,19
2017-02-12,19
2017-02-13,19
2017-02-14,19
2017-02-15,19
2017-02-16,19
2017-02-18,19
2017-02-19,18
2017-02-20,18
2017-02-21,17
2017-02-22,17
2017-02-23,16
2017-02-24,16
2017-02-25,15
2017-02-26,15
2017-02-27,15
2017-02-28,15
2017-03-01,14
2017-03-02,14
2017-03-03,14
2017-03-04,14
2017-03-05,13
2017-03-06,12
2017-03-07,12
2017-03-08,11
2017-03-09,11
2017-03-10,12
2017-03-11,12
2017-03-12,12
2017-03-13,12
2017-03-14,12
2017-03-15,12
2017-03-16,12
2017-03-17,12
2017-03-18,12
2017-03-19,12
2017-03-20,13
2017-03-21,13
2017-03-22,14
2017-03-23,14
2017-03-24,14
2017-03-25,14
2017-03-26,14
2017-03-27,14
2017-03-28,15
2017-03-29,15
2017-03-30,15
2017-03-31,15
2017-04-01,15
2017-04-02,15
2017-04-03,14
2017-04-04,14
2017-04-12,11
2017-04-13,11
2017-04-14,11
2017-04-15,11
2017-04-16,11
2017-04-17,11
2017-04-18,11
2017-04-19,10
2017-04-20,10
2017-04-21,9
2017-04-22,9
2017-04-23,9
2017-04-24,9
2017-04-25,9
2017-04-26,9
2017-04-27,9
2017-04-28,10
2017-04-29,10
2017-04-30,10
2017-05-01,10
2017-05-02,10
2017-05-03,10
2017-05-04,10
2017-05-05,10
2017-05-06,10
2017-05-07,10
2017-05-08,10
2017-05-09,10
2017-05-10,10
2017-05-11,10
2017-05-12,10
2017-05-13,10
2017-05-14,10
2017-05-15,10
2017-05-16,10
2017-05-17,10
2017-05-18,10
2017-05-19,10
2017-05-20,10
2017-05-21,10
2017-05-22,10
2017-05-23,10
2017-05-24,10
2017-05-25,10
2017-05-26,10
2017-05-27,10
2017-05-28,10
2017-05-29,11
2017-05-30,11
2017-05-31,12
2017-06-01,12
2017-06-02,13
2017-06-03,13
2017-06-04,14
2017-06-05,14
2017-06-06,15
2017-06-07,15
2017-06-08,15
2017-06-09,16
2017-06-10,16
2017-06-11,17
2017-06-12,17
2017-06-13,17
2017-06-14,17
2017-06-15,17
2017-06-16,17
2017-06-17,18
2017-06-18,18
2017-06-19,19
2017-06-20,19
2017-06-21,20
2017-06-22,20
2017-06-23,20
2017-06-24,21
2017-06-25,21
2017-06-26,23
2017-06-27,23
2017-06-28,25
2017-06-29,25
2017-06-30,27
2017-07-01,27
2017-07-02,27
2017-07-03,27
2017-07-04,27
2017-07-05,26
2017-07-06,26
2017-07-07,25
2017-07-08,25
2017-07-13,23
2017-07-14,23
2017-07-15,23
2017-07-16,23
2017-07-17,22
2017-07-18,22
2017-07-19,21
2017-07-20,21
2017-07-21,22
2017-07-22,22
2017-07-23,22
2017-07-24,22
2017-07-25,21
2017-07-26,21
2017-07-27,20
2017-07-28,20
2017-07-29,20
2017-07-30,19
2017-07-31,19
2017-08-01,19
2017-08-02,19
2017-08-03,19
2017-08-04,19
2017-08-05,20
2017-08-06,20
2017-08-09,22
2017-08-10,22
2017-08-11,23
2017-08-12,23
2017-08-13,23
2017-08-14,23
2017-08-15,24
2017-08-16,24
2017-08-17,24
2017-08-18,24
2017-08-19,24
2017-08-20,24
2017-08-21,25
2017-08-22,26
2017-08-23,26
2017-08-24,28
2017-08-25,28
2017-08-26,30
2017-08-27,30
2017-08-28,31
2017-08-29,31
2017-08-30,33
2017-08-31,33
2017-09-01,33
2017-09-02,34
2017-09-03,34
2017-09-04,34
2017-09-05,34
2017-09-06,35
2017-09-07,35
2017-09-08,35
2017-09-09,36
2017-09-10,36
2017-09-11,36
2017-09-12,36
2017-09-13,37
2017-09-14,37
2017-09-15,37
2017-09-16,37
2017-09-17,39
2017-09-18,39
2017-09-19,40
2017-09-20,42
2017-09-21,42
2017-09-22,45
2017-09-23,45
2017-09-24,47
2017-09-25,47
2017-09-26,47
2017-09-27,47
2017-09-28,50
2017-09-29,50
2017-09-30,53
2017-10-01,53
2017-10-02,56
2017-10-03,56
2017-10-04,56
2017-10-05,59
2017-10-06,59
2017-10-07,61
2017-10-08,61
2017-10-09,64
2017-10-10,64
2017-10-11,66
2017-10-12,66
2017-10-13,65
2017-10-14,65
2017-10-15,68
2017-10-16,71
2017-10-17,71
2017-10-18,72
2017-10-19,72
2017-10-20,75
2017-10-21,75
2017-10-22,78
2017-10-23,78
2017-10-24,81
2017-10-25,81
2017-10-26,81
2017-10-27,81
2017-10-28,81
2017-10-29,79
2017-10-30,79
2017-10-31,80
2017-11-01,80
2017-11-02,77
2017-11-03,77
2017-11-04,75
2017-11-05,75
2017-11-06,73
2017-11-07,73
2017-11-08,70
2017-11-09,70
2017-11-10,67
2017-11-11,67
2017-11-12,69
2017-11-13,69
2017-11-14,72
2017-11-15,72
2017-11-16,75
2017-11-17,75
2017-11-18,78
2017-11-19,78
2017-11-20,82
2017-11-21,82
2017-11-22,85
2017-11-23,85
2017-11-24,86
2017-11-25,86
2017-11-26,89
2017-11-27,89
2017-11-28,89
2017-11-29,89
2017-11-30,91
2017-12-01,88
2017-12-02,88
2017-12-03,84
2017-12-04,84
2017-12-05,80
2017-12-06,80
2017-12-07,76
2017-12-08,76
2017-12-09,73
2017-12-10,69
2017-12-11,66
2017-12-12,66
2017-12-13,63
2017-12-14,63
2017-12-15,60
2017-12-16,60
2017-12-17,60
2017-12-18,61
2017-12-19,61
2017-12-20,61
2017-12-21,58
2017-12-22,58
2017-12-23,55
2017-12-24,55
2017-12-25,53
2017-12-26,53
2017-12-27,50
2017-12-28,50
2017-12-29,47
2017-12-30,45
2017-12-31,45
2018-01-01,42
2018-01-02,39
2018-01-03,37
2018-01-04,36
2018-01-05,34
2018-01-06,32
2018-01-07,30
2018-01-08,29
2018-01-09,28
2018-01-10,28
2018-01-11,27
2018-01-12,27
2018-01-13,26
2018-01-14,25
2018-01-15,23
2018-01-16,21
2018-01-17,19
2018-01-18,18
2018-01-19,18
2018-01-20,17
2018-01-21,17
2018-01-22,16
2018-01-23,16
2018-01-24,16
2018-01-25,16
2018-01-26,16
2018-01-27,16
2018-01-28,16
2018-01-29,17
2018-01-30,18
2018-01-31,19
2018-02-01,19
2018-02-02,19
2018-02-03,19
2018-02-04,19
2018-02-05,19
2018-02-06,20
2018-02-07,21
2018-02-08,21
2018-02-09,20
2018-02-10,20
2018-02-11,20
2018-02-12,19
2018-02-13,18
2018-02-14,17
2018-02-15,17
2018-02-16,17
2018-02-17,16
2018-02-18,16
2018-02-19,16
2018-02-20,17
2018-02-21,17
2018-02-22,17
2018-02-23,18
2018-02-24,18
2018-02-25,18
2018-02-26,18
2018-02-27,18
2018-02-28,18
2018-03-01,19
2018-03-02,19
2018-03-03,19
2018-03-04,19
2018-03-05,20
2018-03-06,21
2018-03-07,22
2018-03-08,22
2018-03-09,24
2018-03-10,26
2018-03-11,24
2018-03-12,22
2018-03-13,20
2018-03-14,19
2018-03-15,19
2018-03-16,19
2018-03-17,19
2018-03-18,20
2018-03-19,20
2018-03-20,20
2018-03-21,21
2018-03-23,23
2018-03-24,23
2018-03-25,21
2018-03-26,21
2018-03-27,21
2018-03-28,21
2018-03-29,22
2018-03-30,23
2018-03-31,23
2018-04-01,23
2018-04-02,23
2018-04-03,24
2018-04-04,24
2018-04-05,24
2018-04-06,25
2018-04-07,25
2018-04-08,26
2018-04-09,27
2018-04-10,26
2018-04-11,25
2018-04-12,25
2018-04-13,25
2018-04-14,24
2018-04-15,24
2018-04-16,24
2018-04-17,24
2018-04-18,24
2018-04-19,24
2018-04-20,24
2018-04-21,24
2018-04-22,24
2018-04-23,25
2018-04-24,25
2018-04-25,26
2018-04-26,26
2018-04-27,27
2018-04-28,28
2018-04-29,29
2018-04-30,29
2018-05-01,29
2018-05-02,29
2018-05-03,29
2018-05-04,29
2018-05-05,29
2018-05-06,29
2018-05-07,29
2018-05-08,29
2018-05-09,29
2018-05-10,29
2018-05-11,29
2018-05-12,30
2018-05-13,30
2018-05-14,30
2018-05-15,29
2018-05-16,29
2018-05-17,28
2018-05-18,29
2018-05-19,28
2018-05-20,28
2018-05-21,30
2018-05-22,30
2018-05-23,31
2018-05-24,32
2018-05-25,32
2018-05-26,32
2018-05-27,32
2018-05-28,30
2018-05-29,31
2018-05-30,31
2018-05-31,32
2018-06-01,32
2018-06-02,32
2018-06-03,32
2018-06-04,32
2018-06-05,32
2018-06-06,33
2018-06-07,33
2018-06-08,33
2018-06-09,33
2018-06-10,32
2018-06-11,32
2018-06-12,30
2018-06-13,30
2018-06-14,32
2018-06-15,32
2018-06-16,32
2018-06-17,31
2018-06-18,31
2018-06-19,31
2018-06-20,31
2018-06-21,31
2018-06-22,29
2018-06-23,29
2018-06-24,28
2018-06-25,28
2018-06-26,28
2018-06-27,27
2018-06-28,28
2018-06-29,30
2018-06-30,30
2018-07-01,29
2018-07-02,29
2018-07-03,28
2018-07-04,28
2018-07-05,27
2018-07-06,26
2018-07-07,25
2018-07-08,26
2018-07-09,26
2018-07-10,25
2018-07-11,27
2018-07-12,27
2018-07-13,26
2018-07-14,25
2018-07-15,25
2018-07-16,23
2018-07-17,23
2018-07-18,22
2018-07-19,21
2018-07-20,20
2018-07-21,19
2018-07-22,19
2018-07-23,20
2018-07-24,21
2018-07-25,21
2018-07-26,22
2018-07-27,22
2018-07-28,22
2018-07-29,23
2018-07-30,22
2018-07-31,21
2018-08-01,21
2018-08-02,19
2018-08-03,18
2018-08-04,17
2018-08-05,17
2018-08-06,16
2018-08-07,16
2018-08-08,16
2018-08-09,16
2018-08-10,16
2018-08-11,17
2018-08-12,17
2018-08-14,17
2018-08-16,18
2018-08-17,19
2018-08-18,20
2018-08-19,21
2018-08-20,23
2018-08-21,24
2018-08-22,24
2018-08-23,24
2018-08-24,24
2018-08-25,24
2018-08-26,23
2018-08-27,23
2018-08-28,24
2018-08-29,26
2018-08-30,26
2018-08-31,27
2018-09-01,27
2018-09-02,26
2018-09-03,26
2018-09-04,27
2018-09-05,27
2018-09-06,26
2018-09-07,27
2018-09-08,26
2018-09-09,25
2018-09-10,25
2018-09-11,26
2018-09-12,27
2018-09-13,27
2018-09-14,26
2018-09-15,27
2018-09-16,26
2018-09-17,27
2018-09-18,28
2018-09-19,29
2018-09-20,29
2018-09-21,29
2018-09-22,27
2018-09-23,26
2018-09-24,25
2018-09-25,23
2018-09-26,23
2018-09-27,22
2018-09-28,22
2018-09-29,22
2018-09-30,21
2018-10-01,20
2018-10-02,20
2018-10-03,21
2018-10-04,21
2018-10-05,22
2018-10-06,23
2018-10-07,25
2018-10-08,27
2018-10-09,29
2018-10-10,31
2018-10-11,33
2018-10-12,35
2018-10-13,36
2018-10-14,37
2018-10-15,38
2018-10-16,38
2018-10-17,39
2018-10-18,40
2018-10-19,41
2018-10-20,41
2018-10-21,42
2018-10-22,45
2018-10-23,47
2018-10-24,50
2018-10-25,53
2018-10-26,56
2018-10-27,58
2018-10-28,58
2018-10-29,59
2018-10-30,59
2018-10-31,56
2018-11-01,53
2018-11-03,47
2018-11-04,44
2018-11-05,41
2018-11-06,38
2018-11-07,36
2018-11-08,34
2018-11-09,32
2018-11-10,30
2018-11-11,28
2018-11-12,26
2018-11-13,24
2018-11-15,20
2018-11-16,19
2018-11-17,18
2018-11-18,17
2018-11-19,16
2018-11-20,15
2018-11-21,14
2018-11-22,13
2018-11-23,12
2018-11-24,11
2018-11-25,10
2018-11-26,9
2018-11-27,8
2018-11-28,7
2018-11-29,7
2018-12-01,6
2018-12-02,6
2018-12-03,6
2018-12-04,6
2018-12-05,6
2018-12-07,6
2018-12-09,5
2018-12-10,4
2018-12-11,3
2018-12-12,3
2018-12-13,3
2018-12-14,4
2018-12-15,4
2018-12-16,4
2018-12-17,4
2018-12-18,4
2018-12-19,5
2018-12-20,5
2018-12-21,5
2018-12-22,5
2018-12-23,5
2018-12-24,5
2018-12-25,5
2018-12-26,5
2018-12-27,5
2018-12-28,5
2018-12-29,5
2018-12-30,5
2018-12-31,5
2019-01-01,5
2019-01-02,5
2019-01-03,6
2019-01-04,7
2019-01-05,7
2019-01-06,7
2019-01-08,7
2019-01-10,9
2019-01-11,8
2019-01-12,8
2019-01-13,8
2019-01-14,8
2019-01-15,8
2019-01-16,9
2019-01-17,9
2019-01-18,10
2019-01-19,10
2019-01-20,11
2019-01-21,11
2019-01-22,11
2019-01-23,12
2019-01-24,13
2019-01-25,14
2019-01-26,15
2019-01-27,15
2019-01-28,15
2019-01-29,16
2019-01-30,17
2019-01-31,18
2019-02-01,18
2019-02-02,18
2019-02-03,17
2019-02-04,17
2019-02-05,18
2019-02-06,19
2019-02-07,20
2019-02-08,21
2019-02-09,23
2019-02-10,25
2019-02-11,26
2019-02-12,26
2019-02-13,26
2019-02-14,26
2019-02-15,26
2019-02-16,26
2019-02-17,26
2019-02-18,26
2019-02-19,26
2019-02-20,26
2019-02-21,26
2019-02-22,26
2019-02-23,26
2019-02-24,27
2019-02-25,28
2019-02-26,29
2019-02-27,29
2019-02-28,28
2019-03-01,27
2019-03-02,27
2019-03-03,27
2019-03-04,26
2019-03-05,27
2019-03-06,28
2019-03-07,27
2019-03-08,27
2019-03-09,28
2019-03-10,27
2019-03-11,27
2019-03-12,27
2019-03-13,26
2019-03-14,27
2019-03-15,28
2019-03-16,28
2019-03-17,28
2019-03-18,28
2019-03-19,29
2019-03-20,29
2019-03-21,30
2019-03-22,30
2019-03-23,31
2019-03-24,32
2019-03-25,32
2019-03-26,33
2019-03-27,33
2019-03-28,33
2019-03-29,32
2019-03-30,32
2019-03-31,31
2019-04-01,31
2019-04-02,30
2019-04-03,30
2019-04-04,30
2019-04-05,30
2019-04-06,29
2019-04-07,29
2019-04-08,30
2019-04-09,31
2019-04-10,31
2019-04-11,32
2019-04-12,32
2019-04-13,31
2019-04-14,30
2019-04-15,28
2019-04-16,27
2019-04-17,28
2019-04-18,27
2019-04-19,27
2019-04-20,28
2019-04-21,29
2019-04-22,29
2019-04-23,30
2019-04-24,31
2019-04-25,31
2019-04-26,30
2019-04-27,30
2019-04-28,28
2019-04-29,28
2019-04-30,29
2019-05-01,29
2019-05-02,30
2019-05-03,30
2019-05-04,29
2019-05-05,27
2019-05-06,25
2019-05-07,26
2019-05-08,26
2019-05-09,27
2019-05-10,28
2019-05-11,30
2019-05-12,31
2019-05-13,32
2019-05-14,34
2019-05-15,34
2019-05-16,35
2019-05-17,34
2019-05-18,34
2019-05-19,33
2019-05-20,33
2019-05-21,33
2019-05-22,33
2019-05-23,34
2019-05-24,34
2019-05-25,33
2019-05-26,32
2019-05-27,32
2019-05-28,32
2019-05-29,32
2019-05-30,32
2019-05-31,32
2019-06-01,32
2019-06-02,31
2019-06-03,32
2019-06-04,32
2019-06-05,32
2019-06-06,31
2019-06-07,30
2019-06-08,31
2019-06-09,33
2019-06-10,33
2019-06-11,33
2019-06-12,34
2019-06-13,34
2019-06-14,34
2019-06-15,33
2019-06-16,32
2019-06-17,31
2019-06-18,30
2019-06-19,31
2019-06-20,32
2019-06-21,34
2019-06-22,35
2019-06-23,36
2019-06-24,37
2019-06-25,38
2019-06-26,40
2019-06-27,41
2019-06-28,42
2019-06-29,43
2019-06-30,42
2019-07-01,40
2019-07-02,40
2019-07-03,40
2019-07-04,40
2019-07-05,39
2019-07-06,38
2019-07-07,37
2019-07-08,36
2019-07-09,35
2019-07-10,34
2019-07-11,33
2019-07-12,32
2019-07-13,31
2019-07-14,32
2019-07-15,33
2019-07-16,32
2019-07-17,30
2019-07-18,30
2019-07-19,31
2019-07-20,32
2019-07-21,33
2019-07-22,34
2019-07-23,36
2019-07-24,38
2019-07-25,40
2019-07-26,41
2019-07-27,42
2019-07-28,41
2019-07-29,41
2019-07-30,41
2019-07-31,42
2019-08-01,42
2019-08-02,43
2019-08-03,45
2019-08-04,45
2019-08-05,46
2019-08-06,46
2019-08-07,46
2019-08-08,48
2019-08-09,50
2019-08-10,50
2019-08-11,50
2019-08-12,51
2019-08-13,52
2019-08-14,53
2019-08-15,53
2019-08-16,52
2019-08-17,52
2019-08-18,52
2019-08-19,53
2019-08-20,53
2019-08-21,54
2019-08-22,54
2019-08-23,54
2019-08-24,55
2019-08-24,55
2019-08-25,53
