date_obj,Amulet%20mould price
2015-12-04,186
2015-12-05,186
2015-12-06,195
2015-12-07,195
2015-12-08,195
2015-12-09,201
2015-12-10,201
2015-12-11,201
2015-12-12,203
2015-12-13,203
2015-12-14,203
2015-12-15,205
2015-12-16,205
2015-12-17,205
2015-12-18,209
2015-12-19,209
2015-12-20,209
2015-12-21,215
2015-12-22,215
2015-12-23,215
2015-12-24,208
2015-12-25,208
2015-12-26,208
2015-12-27,206
2015-12-28,206
2015-12-29,205
2015-12-30,205
2015-12-31,211
2016-01-01,211
2016-01-02,211
2016-01-03,215
2016-01-04,215
2016-01-05,221
2016-01-06,221
2016-01-07,221
2016-01-08,224
2016-01-09,224
2016-01-10,224
2016-01-11,229
2016-01-12,229
2016-01-13,236
2016-01-14,236
2016-01-15,237
2016-01-16,237
2016-01-17,244
2016-01-18,244
2016-01-19,252
2016-01-20,252
2016-01-21,261
2016-01-22,261
2016-01-23,258
2016-01-24,258
2016-01-25,256
2016-01-26,256
2016-01-27,258
2016-01-28,258
2016-01-29,255
2016-01-30,255
2016-01-31,255
2016-02-01,258
2016-02-02,258
2016-02-03,267
2016-02-04,267
2016-02-05,267
2016-02-06,279
2016-02-07,279
2016-02-08,288
2016-02-09,288
2016-02-10,294
2016-02-11,294
2016-02-12,294
2016-02-13,295
2016-02-14,295
2016-02-15,282
2016-02-16,282
2016-02-17,285
2016-02-18,285
2016-02-19,285
2016-02-20,293
2016-02-21,293
2016-02-22,296
2016-02-23,296
2016-02-24,292
2016-02-25,292
2016-02-26,290
2016-02-27,280
2016-02-28,280
2016-02-29,280
2016-03-01,278
2016-03-02,278
2016-03-03,281
2016-03-04,281
2016-03-05,285
2016-03-06,285
2016-03-07,284
2016-03-08,284
2016-03-09,292
2016-03-10,292
2016-03-11,302
2016-03-12,302
2016-03-13,299
2016-03-14,299
2016-03-15,296
2016-03-16,296
2016-03-17,287
2016-03-18,287
2016-03-19,280
2016-03-20,280
2016-03-21,276
2016-03-22,276
2016-03-23,266
2016-03-24,266
2016-03-25,268
2016-03-26,268
2016-03-27,274
2016-03-28,275
2016-03-29,275
2016-03-30,277
2016-03-31,277
2016-04-01,282
2016-04-02,282
2016-04-03,286
2016-04-04,286
2016-04-05,292
2016-04-06,292
2016-04-07,299
2016-04-08,299
2016-04-09,305
2016-04-10,311
2016-04-11,311
2016-04-12,324
2016-04-13,324
2016-04-14,320
2016-04-15,320
2016-04-16,325
2016-04-17,325
2016-04-18,333
2016-04-19,333
2016-04-20,342
2016-04-21,342
2016-04-22,342
2016-04-23,337
2016-04-24,337
2016-04-25,330
2016-04-26,330
2016-04-27,340
2016-04-28,340
2016-04-29,339
2016-04-30,335
2016-05-01,335
2016-05-02,336
2016-05-03,336
2016-05-04,337
2016-05-05,336
2016-05-06,336
2016-05-07,328
2016-05-08,328
2016-05-09,311
2016-05-10,311
2016-05-11,295
2016-05-12,295
2016-05-13,280
2016-05-14,280
2016-05-15,270
2016-05-16,270
2016-05-17,276
2016-05-18,280
2016-05-19,280
2016-05-22,256
2016-05-23,243
2016-05-24,243
2016-05-25,230
2016-05-26,222
2016-05-27,228
2016-05-28,228
2016-05-29,233
2016-05-30,233
2016-05-31,231
2016-06-01,222
2016-06-02,222
2016-06-03,219
2016-06-04,214
2016-06-05,214
2016-06-06,203
2016-06-07,203
2016-06-08,192
2016-06-09,182
2016-06-10,179
2016-06-11,179
2016-06-12,177
2016-06-13,177
2016-06-14,174
2016-06-15,174
2016-06-16,178
2016-06-17,177
2016-06-18,177
2016-06-19,175
2016-06-20,175
2016-06-21,169
2016-06-22,162
2016-06-23,163
2016-06-24,163
2016-06-25,159
2016-06-26,159
2016-06-27,160
2016-06-28,162
2016-06-29,163
2016-06-30,164
2016-07-01,166
2016-07-02,166
2016-07-03,170
2016-07-04,171
2016-07-05,171
2016-07-06,174
2016-07-07,176
2016-07-08,179
2016-07-09,182
2016-07-10,182
2016-07-11,187
2016-07-12,194
2016-07-13,194
2016-07-14,195
2016-07-15,201
2016-07-16,209
2016-07-17,209
2016-07-18,215
2016-07-23,230
2016-07-24,235
2016-07-25,245
2016-07-26,245
2016-07-27,249
2016-07-28,249
2016-07-29,254
2016-07-30,254
2016-07-31,254
2016-08-01,258
2016-08-02,267
2016-08-03,267
2016-08-04,265
2016-08-05,265
2016-08-06,269
2016-08-07,269
2016-08-08,274
2016-08-09,280
2016-08-10,280
2016-08-11,279
2016-08-12,265
2016-08-13,265
2016-08-14,262
2016-08-15,264
2016-08-16,264
2016-08-17,271
2016-08-18,271
2016-08-19,270
2016-08-20,277
2016-08-21,277
2016-08-22,277
2016-08-23,280
2016-08-24,280
2016-08-25,278
2016-08-26,278
2016-08-28,281
2016-08-31,286
2016-09-01,283
2016-09-02,283
2016-09-03,278
2016-09-04,283
2016-09-05,283
2016-09-06,291
2016-09-07,291
2016-09-08,291
2016-09-09,301
2016-09-10,307
2016-09-11,307
2016-09-12,315
2016-09-13,326
2016-09-14,326
2016-09-15,328
2016-09-16,328
2016-09-17,328
2016-09-18,339
2016-09-19,339
2016-09-20,339
2016-09-21,340
2016-09-22,340
2016-09-23,346
2016-09-24,346
2016-09-25,351
2016-09-26,351
2016-09-27,344
2016-09-28,349
2016-09-29,349
2016-09-30,350
2016-10-01,350
2016-10-02,350
2016-10-03,348
2016-10-04,345
2016-10-05,345
2016-10-06,345
2016-10-07,345
2016-10-08,340
2016-10-09,340
2016-10-10,328
2016-10-11,329
2016-10-12,329
2016-10-13,319
2016-10-14,316
2016-10-15,306
2016-10-16,306
2016-10-17,293
2016-10-18,293
2016-10-19,292
2016-10-20,292
2016-10-21,286
2016-10-22,286
2016-10-23,286
2016-10-24,291
2016-10-25,291
2016-10-26,295
2016-10-27,295
2016-10-28,301
2016-10-29,303
2016-10-30,303
2016-10-31,303
2016-11-01,303
2016-11-02,300
2016-11-03,300
2016-11-04,288
2016-11-05,288
2016-11-06,289
2016-11-07,289
2016-11-08,297
2016-11-09,297
2016-11-10,296
2016-11-11,296
2016-11-12,295
2016-11-13,295
2016-11-14,301
2016-11-15,301
2016-12-07,205
2016-12-08,205
2016-12-09,215
2016-12-10,215
2016-12-11,218
2016-12-12,218
2016-12-13,210
2016-12-14,210
2016-12-15,213
2016-12-16,213
2016-12-17,219
2016-12-18,219
2016-12-19,224
2016-12-20,224
2016-12-21,228
2016-12-22,228
2016-12-23,236
2016-12-24,236
2016-12-25,240
2016-12-26,240
2016-12-27,242
2016-12-28,242
2016-12-29,241
2016-12-30,241
2016-12-31,253
2017-01-01,253
2017-01-02,265
2017-01-03,265
2017-01-04,272
2017-01-05,272
2017-01-06,276
2017-01-07,276
2017-01-08,276
2017-01-09,276
2017-01-10,276
2017-01-11,276
2017-01-12,273
2017-01-13,273
2017-01-14,270
2017-01-15,271
2017-01-16,271
2017-01-17,269
2017-01-18,269
2017-01-19,255
2017-01-20,255
2017-01-21,248
2017-01-22,248
2017-01-23,245
2017-01-27,238
2017-01-28,238
2017-01-29,232
2017-01-30,232
2017-01-31,221
2017-02-01,209
2017-02-02,198
2017-02-03,198
2017-02-04,193
2017-02-05,193
2017-02-06,190
2017-02-07,190
2017-02-08,189
2017-02-09,189
2017-02-10,188
2017-02-11,188
2017-02-12,184
2017-02-13,184
2017-02-14,174
2017-02-15,174
2017-02-16,167
2017-02-17,167
2017-02-18,159
2017-02-19,151
2017-02-20,151
2017-02-21,147
2017-02-22,147
2017-02-23,144
2017-02-24,144
2017-02-25,141
2017-02-26,141
2017-02-27,141
2017-02-28,141
2017-03-01,141
2017-03-02,141
2017-03-03,141
2017-03-04,143
2017-03-05,143
2017-03-06,142
2017-03-07,142
2017-03-08,141
2017-03-09,141
2017-03-10,141
2017-03-11,141
2017-03-12,139
2017-03-13,134
2017-03-14,134
2017-03-15,136
2017-03-16,136
2017-03-17,140
2017-03-18,140
2017-03-19,138
2017-03-20,138
2017-03-21,141
2017-03-22,141
2017-03-23,138
2017-03-24,138
2017-03-25,133
2017-03-26,133
2017-03-27,132
2017-03-28,132
2017-03-29,131
2017-03-30,131
2017-03-31,127
2017-04-01,127
2017-04-02,120
2017-04-03,114
2017-04-04,114
2017-04-05,115
2017-04-12,116
2017-04-13,120
2017-04-14,120
2017-04-15,122
2017-04-16,126
2017-04-17,130
2017-04-18,130
2017-04-19,132
2017-04-20,132
2017-04-21,137
2017-04-22,137
2017-04-23,140
2017-04-24,140
2017-04-25,144
2017-04-26,144
2017-04-27,151
2017-04-28,151
2017-04-30,153
2017-05-01,156
2017-05-02,156
2017-05-03,158
2017-05-04,158
2017-05-05,163
2017-05-06,163
2017-05-07,171
2017-05-08,171
2017-05-09,172
2017-05-10,172
2017-05-11,172
2017-05-12,175
2017-05-13,175
2017-05-14,178
2017-05-15,178
2017-05-16,186
2017-05-17,186
2017-05-18,195
2017-05-19,195
2017-05-20,203
2017-05-21,203
2017-05-22,210
2017-05-23,210
2017-05-24,204
2017-05-25,204
2017-05-26,193
2017-05-27,193
2017-05-28,183
2017-05-29,183
2017-05-30,173
2017-05-31,173
2017-06-01,165
2017-06-02,165
2017-06-03,156
2017-06-04,149
2017-06-05,149
2017-06-06,141
2017-06-07,141
2017-06-08,133
2017-06-09,133
2017-06-10,129
2017-06-11,129
2017-06-12,136
2017-06-13,136
2017-06-14,143
2017-06-15,143
2017-06-16,146
2017-06-17,146
2017-06-18,146
2017-06-19,146
2017-06-20,138
2017-06-21,138
2017-06-22,131
2017-06-23,131
2017-06-24,128
2017-06-25,128
2017-06-26,129
2017-06-27,129
2017-06-28,131
2017-06-29,131
2017-06-30,132
2017-07-01,132
2017-07-02,129
2017-07-03,129
2017-07-04,133
2017-07-05,133
2017-07-06,129
2017-07-07,129
2017-07-08,129
2017-07-09,129
2017-07-13,130
2017-07-14,135
2017-07-15,135
2017-07-16,140
2017-07-17,143
2017-07-18,143
2017-07-19,144
2017-07-20,144
2017-07-21,146
2017-07-22,146
2017-07-23,146
2017-07-24,146
2017-07-25,151
2017-07-26,151
2017-07-27,154
2017-07-28,154
2017-07-29,153
2017-07-30,147
2017-07-31,147
2017-08-01,141
2017-08-02,141
2017-08-03,141
2017-08-04,144
2017-08-05,145
2017-08-06,145
2017-08-07,144
2017-08-08,144
2017-08-09,148
2017-08-10,154
2017-08-11,154
2017-08-12,159
2017-08-13,159
2017-08-14,162
2017-08-15,162
2017-08-16,156
2017-08-17,158
2017-08-18,158
2017-08-19,158
2017-08-20,164
2017-08-21,164
2017-08-22,170
2017-08-23,170
2017-08-24,173
2017-08-25,173
2017-08-26,176
2017-08-27,176
2017-08-28,175
2017-08-29,175
2017-08-30,179
2017-08-31,179
2017-09-01,180
2017-09-02,185
2017-09-03,185
2017-09-04,183
2017-09-05,176
2017-09-06,176
2017-09-07,168
2017-09-08,168
2017-09-09,166
2017-09-10,166
2017-09-11,168
2017-09-12,168
2017-09-13,164
2017-09-14,162
2017-09-15,162
2017-09-16,163
2017-09-17,157
2017-09-18,157
2017-09-19,153
2017-09-20,152
2017-09-21,152
2017-09-22,150
2017-09-23,150
2017-09-24,146
2017-09-25,146
2017-09-26,143
2017-09-27,143
2017-09-28,138
2017-09-29,138
2017-09-30,137
2017-10-01,137
2017-10-02,136
2017-10-03,136
2017-10-04,136
2017-10-05,129
2017-10-06,129
2017-10-07,130
2017-10-08,130
2017-10-09,125
2017-10-10,125
2017-10-11,118
2017-10-12,118
2017-10-13,114
2017-10-14,114
2017-10-15,109
2017-10-16,106
2017-10-17,106
2017-10-18,106
2017-10-19,106
2017-10-20,106
2017-10-21,106
2017-10-22,109
2017-10-23,109
2017-10-24,109
2017-10-25,109
2017-10-26,115
2017-10-27,115
2017-10-28,119
2017-10-29,117
2017-10-30,117
2017-10-31,111
2017-11-01,111
2017-11-02,105
2017-11-03,105
2017-11-04,99
2017-11-05,99
2017-11-06,94
2017-11-07,94
2017-11-08,90
2017-11-09,90
2017-11-10,92
2017-11-11,92
2017-11-12,94
2017-11-13,94
2017-11-14,96
2017-11-15,96
2017-11-16,100
2017-11-17,100
2017-11-18,102
2017-11-19,102
2017-11-20,103
2017-11-21,103
2017-11-22,102
2017-11-23,102
2017-11-24,105
2017-11-25,105
2017-11-26,108
2017-11-27,108
2017-11-28,110
2017-11-29,110
2017-11-30,112
2017-12-01,111
2017-12-02,111
2017-12-03,109
2017-12-04,109
2017-12-05,113
2017-12-06,113
2017-12-07,114
2017-12-08,114
2017-12-09,118
2017-12-10,116
2017-12-11,116
2017-12-12,113
2017-12-13,113
2017-12-14,112
2017-12-15,113
2017-12-16,113
2017-12-17,118
2017-12-18,123
2017-12-19,123
2017-12-20,126
2017-12-21,133
2017-12-22,133
2017-12-23,135
2017-12-24,135
2017-12-25,133
2017-12-26,133
2017-12-27,135
2017-12-28,135
2017-12-29,138
2017-12-30,139
2017-12-31,139
2018-01-01,142
2018-01-02,142
2018-01-03,144
2018-01-04,144
2018-01-05,144
2018-01-06,143
2018-01-07,143
2018-01-08,143
2018-01-09,147
2018-01-10,147
2018-01-11,149
2018-01-12,149
2018-01-13,153
2018-01-14,157
2018-01-15,161
2018-01-16,166
2018-01-17,170
2018-01-18,176
2018-01-19,176
2018-01-20,180
2018-01-21,180
2018-01-22,183
2018-01-23,187
2018-01-24,183
2018-01-25,183
2018-01-26,179
2018-01-27,172
2018-01-28,163
2018-01-29,155
2018-01-30,153
2018-01-31,156
2018-02-01,154
2018-02-02,148
2018-02-03,141
2018-02-04,140
2018-02-05,140
2018-02-06,137
2018-02-07,137
2018-02-08,137
2018-02-09,131
2018-02-10,131
2018-02-11,124
2018-02-12,117
2018-02-13,111
2018-02-14,110
2018-02-15,112
2018-02-16,113
2018-02-17,113
2018-02-18,115
2018-02-19,116
2018-02-20,115
2018-02-21,116
2018-02-22,122
2018-02-23,117
2018-02-24,111
2018-02-25,114
2018-02-26,112
2018-02-27,111
2018-02-28,117
2018-03-01,119
2018-03-02,116
2018-03-03,113
2018-03-04,113
2018-03-05,118
2018-03-06,121
2018-03-07,125
2018-03-08,129
2018-03-09,131
2018-03-10,130
2018-03-11,130
2018-03-12,133
2018-03-13,133
2018-03-14,136
2018-03-15,137
2018-03-16,136
2018-03-17,134
2018-03-18,132
2018-03-19,132
2018-03-20,129
2018-03-22,125
2018-03-23,123
2018-03-24,127
2018-03-25,127
2018-03-26,129
2018-03-27,130
2018-03-28,130
2018-03-29,127
2018-03-30,129
2018-03-31,131
2018-04-01,130
2018-04-02,125
2018-04-03,121
2018-04-04,114
2018-04-05,114
2018-04-06,112
2018-04-07,112
2018-04-08,114
2018-04-09,116
2018-04-10,120
2018-04-11,118
2018-04-12,115
2018-04-13,115
2018-04-14,116
2018-04-15,115
2018-04-16,115
2018-04-17,112
2018-04-18,112
2018-04-19,107
2018-04-20,105
2018-04-21,102
2018-04-22,102
2018-04-23,100
2018-04-24,100
2018-04-25,95
2018-04-26,95
2018-04-27,98
2018-04-28,102
2018-04-29,106
2018-04-30,108
2018-05-01,113
2018-05-02,113
2018-05-03,117
2018-05-04,117
2018-05-05,118
2018-05-06,118
2018-05-07,116
2018-05-08,119
2018-05-09,120
2018-05-10,116
2018-05-11,110
2018-05-12,105
2018-05-13,105
2018-05-14,99
2018-05-15,99
2018-05-16,102
2018-05-17,101
2018-05-18,103
2018-05-19,107
2018-05-20,112
2018-05-21,112
2018-05-22,115
2018-05-23,115
2018-05-24,112
2018-05-25,109
2018-05-26,107
2018-05-27,107
2018-05-28,102
2018-05-29,98
2018-05-30,95
2018-05-31,95
2018-06-01,90
2018-06-02,85
2018-06-03,80
2018-06-04,76
2018-06-05,72
2018-06-06,69
2018-06-07,69
2018-06-08,69
2018-06-09,70
2018-06-10,68
2018-06-11,68
2018-06-12,67
2018-06-13,68
2018-06-14,68
2018-06-15,67
2018-06-16,66
2018-06-17,65
2018-06-18,66
2018-06-19,66
2018-06-20,66
2018-06-21,66
2018-06-22,67
2018-06-23,67
2018-06-24,69
2018-06-25,67
2018-06-26,67
2018-06-27,67
2018-06-28,68
2018-06-29,68
2018-06-30,70
2018-07-01,71
2018-07-02,71
2018-07-03,73
2018-07-04,75
2018-07-05,75
2018-07-06,77
2018-07-07,78
2018-07-08,79
2018-07-09,79
2018-07-10,78
2018-07-11,78
2018-07-12,76
2018-07-13,76
2018-07-14,77
2018-07-15,77
2018-07-16,79
2018-07-17,80
2018-07-18,80
2018-07-19,82
2018-07-20,82
2018-07-21,85
2018-07-22,85
2018-07-23,80
2018-07-24,76
2018-07-25,73
2018-07-26,75
2018-07-27,76
2018-07-28,76
2018-07-29,75
2018-07-30,77
2018-07-31,80
2018-08-01,80
2018-08-02,82
2018-08-03,85
2018-08-04,90
2018-08-05,92
2018-08-06,90
2018-08-07,93
2018-08-08,95
2018-08-09,100
2018-08-10,102
2018-08-11,106
2018-08-12,109
2018-08-14,105
2018-08-16,108
2018-08-17,111
2018-08-18,106
2018-08-19,107
2018-08-20,112
2018-08-21,113
2018-08-22,117
2018-08-23,119
2018-08-24,116
2018-08-25,118
2018-08-26,122
2018-08-27,119
2018-08-28,113
2018-08-29,107
2018-08-30,102
2018-08-31,96
2018-09-01,91
2018-09-02,86
2018-09-03,81
2018-09-04,76
2018-09-05,72
2018-09-06,72
2018-09-07,70
2018-09-08,67
2018-09-09,67
2018-09-10,66
2018-09-11,66
2018-09-12,66
2018-09-13,66
2018-09-14,65
2018-09-15,63
2018-09-16,60
2018-09-17,61
2018-09-18,60
2018-09-19,59
2018-09-20,59
2018-09-21,59
2018-09-22,59
2018-09-23,58
2018-09-24,57
2018-09-25,58
2018-09-26,58
2018-09-27,57
2018-09-28,57
2018-09-29,56
2018-09-30,56
2018-10-01,56
2018-10-02,56
2018-10-03,54
2018-10-04,51
2018-10-05,48
2018-10-06,45
2018-10-07,42
2018-10-08,39
2018-10-09,38
2018-10-10,38
2018-10-11,36
2018-10-12,36
2018-10-13,37
2018-10-14,37
2018-10-15,37
2018-10-16,36
2018-10-17,36
2018-10-18,36
2018-10-19,36
2018-10-20,36
2018-10-21,35
2018-10-22,33
2018-10-23,31
2018-10-24,29
2018-10-25,29
2018-10-26,27
2018-10-27,28
2018-10-28,29
2018-10-29,29
2018-10-30,30
2018-10-31,28
2018-11-01,26
2018-11-03,23
2018-11-04,23
2018-11-05,23
2018-11-06,25
2018-11-07,26
2018-11-08,28
2018-11-09,30
2018-11-10,31
2018-11-11,29
2018-11-12,27
2018-11-13,25
2018-11-14,24
2018-11-15,25
2018-11-16,26
2018-11-17,28
2018-11-18,29
2018-11-19,27
2018-11-20,26
2018-11-21,28
2018-11-22,27
2018-11-23,28
2018-11-24,29
2018-11-25,31
2018-11-26,32
2018-11-27,34
2018-11-28,36
2018-11-29,38
2018-12-01,35
2018-12-02,33
2018-12-03,31
2018-12-04,29
2018-12-05,27
2018-12-07,23
2018-12-09,19
2018-12-10,19
2018-12-11,19
2018-12-12,19
2018-12-13,20
2018-12-14,21
2018-12-15,21
2018-12-16,19
2018-12-17,18
2018-12-18,19
2018-12-19,20
2018-12-20,20
2018-12-21,20
2018-12-22,20
2018-12-23,21
2018-12-24,22
2018-12-25,21
2018-12-26,19
2018-12-27,19
2018-12-28,18
2018-12-29,17
2018-12-30,16
2018-12-31,15
2019-01-01,14
2019-01-02,13
2019-01-03,13
2019-01-04,13
2019-01-05,12
2019-01-06,12
2019-01-08,12
2019-01-10,11
2019-01-11,11
2019-01-12,11
2019-01-13,12
2019-01-14,12
2019-01-15,13
2019-01-16,14
2019-01-17,15
2019-01-18,15
2019-01-19,15
2019-01-20,15
2019-01-21,14
2019-01-22,13
2019-01-23,12
2019-01-24,13
2019-01-25,13
2019-01-26,12
2019-01-27,11
2019-01-28,10
2019-01-29,10
2019-01-30,9
2019-01-31,8
2019-02-01,7
2019-02-02,6
2019-02-03,5
2019-02-04,4
2019-02-05,3
2019-02-06,3
2019-02-07,3
2019-02-08,4
2019-02-09,4
2019-02-10,4
2019-02-11,5
2019-02-12,6
2019-02-13,7
2019-02-14,7
2019-02-15,8
2019-02-16,9
2019-02-17,10
2019-02-18,9
2019-02-19,8
2019-02-20,8
2019-02-21,8
2019-02-22,8
2019-02-23,8
2019-02-24,8
2019-02-25,9
2019-02-26,10
2019-02-27,11
2019-02-28,12
2019-03-01,13
2019-03-02,14
2019-03-03,15
2019-03-04,15
2019-03-05,14
2019-03-06,15
2019-03-07,16
2019-03-08,17
2019-03-09,18
2019-03-10,18
2019-03-11,18
2019-03-12,18
2019-03-13,18
2019-03-14,18
2019-03-15,19
2019-03-16,19
2019-03-17,20
2019-03-18,21
2019-03-19,22
2019-03-20,23
2019-03-21,24
2019-03-22,26
2019-03-23,28
2019-03-24,29
2019-03-25,30
2019-03-26,31
2019-03-27,33
2019-03-28,35
2019-03-29,36
2019-03-30,36
2019-03-31,37
2019-04-01,37
2019-04-02,38
2019-04-03,39
2019-04-04,40
2019-04-05,41
2019-04-06,42
2019-04-07,42
2019-04-08,42
2019-04-09,43
2019-04-10,42
2019-04-11,45
2019-04-12,47
2019-04-13,49
2019-04-14,50
2019-04-15,49
2019-04-16,51
2019-04-17,54
2019-04-18,55
2019-04-19,57
2019-04-20,56
2019-04-21,57
2019-04-22,57
2019-04-23,58
2019-04-24,59
2019-04-25,60
2019-04-26,59
2019-04-27,59
2019-04-28,60
2019-04-29,60
2019-04-30,60
2019-05-01,59
2019-05-02,56
2019-05-03,53
2019-05-04,54
2019-05-05,53
2019-05-06,50
2019-05-07,47
2019-05-08,45
2019-05-09,44
2019-05-10,44
2019-05-11,45
2019-05-12,44
2019-05-13,46
2019-05-14,47
2019-05-15,45
2019-05-16,45
2019-05-17,46
2019-05-18,47
2019-05-19,46
2019-05-20,45
2019-05-21,47
2019-05-22,49
2019-05-23,50
2019-05-24,50
2019-05-25,51
2019-05-26,52
2019-05-27,53
2019-05-28,53
2019-05-29,54
2019-05-30,57
2019-05-31,60
2019-06-01,61
2019-06-02,61
2019-06-03,65
2019-06-04,66
2019-06-05,68
2019-06-06,70
2019-06-07,68
2019-06-08,68
2019-06-09,69
2019-06-10,69
2019-06-11,72
2019-06-12,74
2019-06-13,71
2019-06-14,70
2019-06-15,71
2019-06-16,72
2019-06-17,74
2019-06-18,76
2019-06-19,76
2019-06-20,78
2019-06-21,80
2019-06-22,79
2019-06-23,80
2019-06-24,81
2019-06-25,84
2019-06-26,86
2019-06-27,86
2019-06-28,90
2019-06-29,93
2019-06-30,98
2019-07-01,103
2019-07-02,107
2019-07-03,103
2019-07-04,109
2019-07-05,114
2019-07-06,117
2019-07-07,113
2019-07-08,112
2019-07-09,109
2019-07-10,103
2019-07-11,99
2019-07-12,96
2019-07-13,95
2019-07-14,96
2019-07-15,100
2019-07-16,103
2019-07-17,102
2019-07-18,99
2019-07-19,97
2019-07-20,97
2019-07-21,98
2019-07-22,98
2019-07-23,94
2019-07-24,89
2019-07-25,84
2019-07-26,79
2019-07-27,75
2019-07-28,75
2019-07-29,76
2019-07-30,79
2019-07-31,80
2019-08-01,80
2019-08-02,79
2019-08-03,78
2019-08-04,77
2019-08-05,77
2019-08-06,76
2019-08-07,75
2019-08-08,74
2019-08-09,75
2019-08-10,78
2019-08-11,81
2019-08-12,84
2019-08-13,81
2019-08-14,82
2019-08-15,81
2019-08-16,79
2019-08-17,79
2019-08-18,75
2019-08-19,71
2019-08-20,67
2019-08-21,66
