date_obj,Iron%20chainbody price
2017-12-14,120
2017-12-15,121
2017-12-16,118
2017-12-17,115
2017-12-18,117
2017-12-19,119
2017-12-20,123
2017-12-21,127
2017-12-22,129
2017-12-23,132
2017-12-24,130
2017-12-25,133
2017-12-26,134
2017-12-27,137
2017-12-28,136
2017-12-29,133
2017-12-30,131
2017-12-31,135
2018-01-01,138
2018-01-02,141
2018-01-03,138
2018-01-04,136
2018-01-05,130
2018-01-06,125
2018-01-07,118
2018-01-08,114
2018-01-09,111
2018-01-10,110
2018-01-11,112
2018-01-12,112
2018-01-13,113
2018-01-14,111
2018-01-15,114
2018-01-16,115
2018-01-17,110
2018-01-18,109
2018-01-19,113
2018-01-20,114
2018-01-21,114
2018-01-22,115
2018-01-23,120
2018-01-25,123
2018-01-26,123
2018-01-27,125
2018-01-28,130
2018-01-29,134
2018-01-30,139
2018-01-31,144
2018-02-01,152
2018-02-02,157
2018-02-03,164
2018-02-04,166
2018-02-05,167
2018-02-06,167
2018-02-07,163
2018-02-08,154
2018-02-09,146
2018-02-10,138
2018-02-11,131
2018-02-12,124
2018-02-13,117
2018-02-14,115
2018-02-15,114
2018-02-16,113
2018-02-17,111
2018-02-18,109
2018-02-19,107
2018-02-20,103
2018-02-21,102
2018-02-22,103
2018-02-23,100
2018-02-24,99
2018-02-25,98
2018-02-26,97
2018-02-27,96
2018-02-28,96
2018-03-01,99
2018-03-02,103
2018-03-03,108
2018-03-04,113
2018-03-05,118
2018-03-06,124
2018-03-07,129
2018-03-08,136
2018-03-09,141
2018-03-10,143
2018-03-11,145
2018-03-12,145
2018-03-13,146
2018-03-14,154
2018-03-15,157
2018-03-16,159
2018-03-17,160
2018-03-18,162
2018-03-19,162
2018-03-20,157
2018-03-21,152
2018-03-23,147
2018-03-24,149
2018-03-25,150
2018-03-26,148
2018-03-27,146
2018-03-28,147
2018-03-29,150
2018-03-30,146
2018-03-31,142
2018-04-01,136
2018-04-02,132
2018-04-03,128
2018-04-04,121
2018-04-05,114
2018-04-06,114
2018-04-07,119
2018-04-08,118
2018-04-09,117
2018-04-10,120
2018-04-11,119
2018-04-12,117
2018-04-13,116
2018-04-14,117
2018-04-15,115
2018-04-16,115
2018-04-17,114
2018-04-18,118
2018-04-19,120
2018-04-20,121
2018-04-21,125
2018-04-22,131
2018-04-23,134
2018-04-24,133
2018-04-25,133
2018-04-26,137
2018-04-27,137
2018-04-28,136
2018-04-29,135
2018-04-30,133
2018-05-01,134
2018-05-04,144
2018-05-05,150
2018-05-06,152
2018-05-07,149
2018-05-08,144
2018-05-09,142
2018-05-10,139
2018-05-11,138
2018-05-12,137
2018-05-13,141
2018-05-14,145
2018-05-15,142
2018-05-16,137
2018-05-17,134
2018-05-18,132
2018-05-19,129
2018-05-20,125
2018-05-21,123
2018-05-22,119
2018-05-23,119
2018-05-24,117
2018-05-25,117
2018-05-26,119
2018-05-27,117
2018-05-28,117
2018-05-29,116
2018-05-30,119
2018-05-31,119
2018-06-01,118
2018-06-02,118
2018-06-03,119
2018-06-04,116
2018-06-05,112
2018-06-06,109
2018-06-07,109
2018-06-08,106
2018-06-09,105
2018-06-10,104
2018-06-11,101
2018-06-12,99
2018-06-13,99
2018-06-14,97
2018-06-15,97
2018-06-16,96
2018-06-17,96
2018-06-18,96
2018-06-19,97
2018-06-20,93
2018-06-21,91
2018-06-22,92
2018-06-23,93
2018-06-24,94
2018-06-25,98
2018-06-26,103
2018-06-27,107
2018-06-28,113
2018-06-29,119
2018-06-30,124
2018-07-01,130
2018-07-02,136
2018-07-03,143
2018-07-04,150
2018-07-05,155
2018-07-06,163
2018-07-07,161
2018-07-08,167
2018-07-09,166
2018-07-10,168
2018-07-11,172
2018-07-12,174
2018-07-13,169
2018-07-14,167
2018-07-15,162
2018-07-16,153
2018-07-17,145
2018-07-18,138
2018-07-19,133
2018-07-20,130
2018-07-21,131
2018-07-22,133
2018-07-23,134
2018-07-24,130
2018-07-25,128
2018-07-26,129
2018-07-27,123
2018-07-28,116
2018-07-29,110
2018-07-30,109
2018-07-31,106
2018-08-01,106
2018-08-02,104
2018-08-03,100
2018-08-04,97
2018-08-05,94
2018-08-06,94
2018-08-07,94
2018-08-08,92
2018-08-09,92
2018-08-10,93
2018-08-11,93
2018-08-12,94
2018-08-14,96
2018-08-16,97
2018-08-17,100
2018-08-18,101
2018-08-19,101
2018-08-20,101
2018-08-21,100
2018-08-22,97
2018-08-23,96
2018-08-24,94
2018-08-25,93
2018-08-26,93
2018-08-27,93
2018-08-28,93
2018-08-29,91
2018-08-30,88
2018-08-31,87
2018-09-01,87
2018-09-02,89
2018-09-03,88
2018-09-04,88
2018-09-05,87
2018-09-06,86
2018-09-07,85
2018-09-08,83
2018-09-09,81
2018-09-10,79
2018-09-11,77
2018-09-12,77
2018-09-13,77
2018-09-14,77
2018-09-15,77
2018-09-16,77
2018-09-17,76
2018-09-18,76
2018-09-19,77
2018-09-20,77
2018-09-21,76
2018-09-22,77
2018-09-23,78
2018-09-24,79
2018-09-25,79
2018-09-26,80
2018-09-27,81
2018-09-28,82
2018-09-29,83
2018-09-30,82
2018-10-01,82
2018-10-02,84
2018-10-03,84
2018-10-04,83
2018-10-05,86
2018-10-06,85
2018-10-07,88
2018-10-08,91
2018-10-09,92
2018-10-10,93
2018-10-11,95
2018-10-12,97
2018-10-13,101
2018-10-14,104
2018-10-15,102
2018-10-16,100
2018-10-17,99
2018-10-18,102
2018-10-19,105
2018-10-20,106
2018-10-21,111
2018-10-22,113
2018-10-23,116
2018-10-24,118
2018-10-25,120
2018-10-26,123
2018-10-27,124
2018-10-28,127
2018-10-29,131
2018-10-30,133
2018-10-31,132
2018-11-01,128
2018-11-03,119
2018-11-04,113
2018-11-05,108
2018-11-06,103
2018-11-07,99
2018-11-08,96
2018-11-09,92
2018-11-10,89
2018-11-11,86
2018-11-12,84
2018-11-13,81
2018-11-14,78
2018-11-15,78
2018-11-16,77
2018-11-17,76
2018-11-18,74
2018-11-19,72
2018-11-20,72
2018-11-21,71
2018-11-22,72
2018-11-23,71
2018-11-24,70
2018-11-25,70
2018-11-26,71
2018-11-27,72
2018-11-28,73
2018-11-29,74
2018-12-01,73
2018-12-02,73
2018-12-03,75
2018-12-04,77
2018-12-05,78
2018-12-07,80
2018-12-09,84
2018-12-10,87
2018-12-11,89
2018-12-12,91
2018-12-13,93
2018-12-14,93
2018-12-15,96
2018-12-16,97
2018-12-17,97
2018-12-18,98
2018-12-19,97
2018-12-20,93
2018-12-21,91
2018-12-22,90
2018-12-23,89
2018-12-24,87
2018-12-25,85
2018-12-26,84
2018-12-27,83
2018-12-28,82
2018-12-29,81
2018-12-30,80
2018-12-31,80
2019-01-01,78
2019-01-02,77
2019-01-03,76
2019-01-04,76
2019-01-05,75
2019-01-06,74
2019-01-08,71
2019-01-10,67
2019-01-11,65
2019-01-12,62
2019-01-13,59
2019-01-14,59
2019-01-15,60
2019-01-16,60
2019-01-17,59
2019-01-18,61
2019-01-19,63
2019-01-20,65
2019-01-21,64
2019-01-22,65
2019-01-23,66
2019-01-24,66
2019-01-25,66
2019-01-26,65
2019-01-27,64
2019-01-28,63
2019-01-29,64
2019-01-30,67
2019-01-31,70
2019-02-01,71
2019-02-02,72
2019-02-03,73
2019-02-04,71
2019-02-05,72
2019-02-06,72
2019-02-07,72
2019-02-08,72
2019-02-09,71
2019-02-10,71
2019-02-11,71
2019-02-12,71
2019-02-13,71
2019-02-14,70
2019-02-15,70
2019-02-16,70
2019-02-17,68
2019-02-18,66
2019-02-19,66
2019-02-20,67
2019-02-21,68
2019-02-22,68
2019-02-23,66
2019-02-24,62
2019-02-25,60
2019-02-26,58
2019-02-27,57
2019-02-28,56
2019-03-01,56
2019-03-02,55
2019-03-03,54
2019-03-04,55
2019-03-05,55
2019-03-06,56
2019-03-07,58
2019-03-08,58
2019-03-09,58
2019-03-10,59
2019-03-11,60
2019-03-12,59
2019-03-13,59
2019-03-14,60
2019-03-15,62
2019-03-16,62
2019-03-17,64
2019-03-18,62
2019-03-19,63
2019-03-20,64
2019-03-21,63
2019-03-22,63
2019-03-23,64
2019-03-24,64
2019-03-25,63
2019-03-26,64
2019-03-27,65
2019-03-28,67
2019-03-29,69
2019-03-30,70
2019-03-31,72
2019-04-01,73
2019-04-02,73
2019-04-03,74
2019-04-04,73
2019-04-05,71
2019-04-06,71
2019-04-07,71
2019-04-08,70
2019-04-09,71
2019-04-10,71
2019-04-11,67
2019-04-12,64
2019-04-13,63
2019-04-14,61
2019-04-15,60
2019-04-16,59
2019-04-17,60
2019-04-18,63
2019-04-19,67
2019-04-20,70
2019-04-21,72
2019-04-22,74
2019-04-23,75
2019-04-24,77
2019-04-25,81
2019-04-26,85
2019-04-27,88
2019-04-28,91
2019-04-29,95
2019-04-30,100
2019-05-01,104
2019-05-02,104
2019-05-03,103
2019-05-04,102
2019-05-05,103
2019-05-06,103
2019-05-07,103
2019-05-08,101
2019-05-09,99
2019-05-10,98
2019-05-11,98
2019-05-12,97
2019-05-13,93
2019-05-14,89
2019-05-15,85
2019-05-16,80
2019-05-17,77
2019-05-18,76
2019-05-19,75
2019-05-20,74
2019-05-21,75
2019-05-22,74
2019-05-23,74
2019-05-24,73
2019-05-25,70
2019-05-26,69
2019-05-27,68
2019-05-28,67
2019-05-29,68
2019-05-30,68
2019-05-31,70
2019-06-01,72
2019-06-02,75
2019-06-03,78
2019-06-04,78
2019-06-05,78
2019-06-06,80
2019-06-07,79
2019-06-08,82
2019-06-09,85
2019-06-10,89
2019-06-11,91
2019-06-12,93
2019-06-13,89
2019-06-14,87
2019-06-15,86
2019-06-16,87
2019-06-17,87
2019-06-18,84
2019-06-19,84
2019-06-20,85
2019-06-21,86
2019-06-22,84
2019-06-23,83
2019-06-24,80
2019-06-25,79
2019-06-26,78
2019-06-27,77
2019-06-28,76
2019-06-29,74
2019-06-30,72
2019-07-01,73
2019-07-02,76
2019-07-03,79
2019-07-04,83
2019-07-05,88
2019-07-06,93
2019-07-07,98
2019-07-08,102
2019-07-09,104
2019-07-10,107
2019-07-11,108
2019-07-12,108
2019-07-13,103
2019-07-14,104
2019-07-15,101
2019-07-16,104
2019-07-17,105
2019-07-18,107
2019-07-19,106
2019-07-20,106
2019-07-21,106
2019-07-22,106
2019-07-23,104
2019-07-24,102
2019-07-25,104
2019-07-26,104
2019-07-27,104
2019-07-28,102
2019-07-29,102
2019-07-30,99
2019-07-31,96
2019-08-01,94
2019-08-02,91
2019-08-03,89
2019-08-04,88
2019-08-05,84
2019-08-06,80
2019-08-07,77
2019-08-08,75
2019-08-09,73
2019-08-10,73
2019-08-11,72
2019-08-12,71
2019-08-13,70
2019-08-14,72
2019-08-15,74
2019-08-16,74
2019-08-17,75
2019-08-18,73
2019-08-19,72
2019-08-20,71
2019-08-21,72
2019-08-22,71
2019-08-23,68
2019-08-24,69
2019-08-24,69
2019-08-25,68
2019-08-25,68
2019-08-26,69
2019-08-26,69
2019-08-27,71
2019-08-27,71
2019-08-28,73
2019-08-29,74
